Entity,Code,Year, (%)
United Kingdom,GBR,1692,5.33
United Kingdom,GBR,1693,7.23
United Kingdom,GBR,1694,7.17
United Kingdom,GBR,1695,7.48
United Kingdom,GBR,1696,6.15
United Kingdom,GBR,1697,9.13
United Kingdom,GBR,1698,3.69
United Kingdom,GBR,1699,3.73
United Kingdom,GBR,1700,1.94
United Kingdom,GBR,1701,2.45
United Kingdom,GBR,1702,5.24
United Kingdom,GBR,1703,5.71
United Kingdom,GBR,1704,6.08
United Kingdom,GBR,1705,6.35
United Kingdom,GBR,1706,7.58
United Kingdom,GBR,1707,8.67
United Kingdom,GBR,1708,8.17
United Kingdom,GBR,1709,9.73
United Kingdom,GBR,1710,10.96
United Kingdom,GBR,1711,19.56
United Kingdom,GBR,1712,7.29
United Kingdom,GBR,1713,4.29
United Kingdom,GBR,1714,3.02
United Kingdom,GBR,1715,3.33
United Kingdom,GBR,1716,4.58
United Kingdom,GBR,1717,2.21
United Kingdom,GBR,1718,3.95
United Kingdom,GBR,1719,3.82
United Kingdom,GBR,1720,3.3
United Kingdom,GBR,1721,2.23
United Kingdom,GBR,1722,4.08
United Kingdom,GBR,1723,2.62
United Kingdom,GBR,1724,2.25
United Kingdom,GBR,1725,2.07
United Kingdom,GBR,1726,2.53
United Kingdom,GBR,1727,3.03
United Kingdom,GBR,1728,4.35
United Kingdom,GBR,1729,3.3
United Kingdom,GBR,1730,3.31
United Kingdom,GBR,1731,3.2
United Kingdom,GBR,1732,2.52
United Kingdom,GBR,1733,1.97
United Kingdom,GBR,1734,4.07
United Kingdom,GBR,1735,3.76
United Kingdom,GBR,1736,3.73
United Kingdom,GBR,1737,2.55
United Kingdom,GBR,1738,2.25
United Kingdom,GBR,1739,2.94
United Kingdom,GBR,1740,4.32
United Kingdom,GBR,1741,10.24
United Kingdom,GBR,1742,7.54
United Kingdom,GBR,1743,7.93
United Kingdom,GBR,1744,8.36
United Kingdom,GBR,1745,7.68
United Kingdom,GBR,1746,8.55
United Kingdom,GBR,1747,9.55
United Kingdom,GBR,1748,10.45
United Kingdom,GBR,1749,10.98
United Kingdom,GBR,1750,7.88
United Kingdom,GBR,1751,3.13
United Kingdom,GBR,1752,3.87
United Kingdom,GBR,1753,2.71
United Kingdom,GBR,1754,2.74
United Kingdom,GBR,1755,4.35
United Kingdom,GBR,1756,6.89
United Kingdom,GBR,1757,9.14
United Kingdom,GBR,1758,11.35
United Kingdom,GBR,1759,14.29
United Kingdom,GBR,1760,16.56
United Kingdom,GBR,1761,19.09
United Kingdom,GBR,1762,17.92
United Kingdom,GBR,1763,13.64
United Kingdom,GBR,1764,5.05
United Kingdom,GBR,1765,6.55
United Kingdom,GBR,1766,4.65
United Kingdom,GBR,1767,3.54
United Kingdom,GBR,1768,2.97
United Kingdom,GBR,1769,2.95
United Kingdom,GBR,1770,3.5
United Kingdom,GBR,1771,3.35
United Kingdom,GBR,1772,3.86
United Kingdom,GBR,1773,2.98
United Kingdom,GBR,1774,3.06
United Kingdom,GBR,1775,2.94
United Kingdom,GBR,1776,5.66
United Kingdom,GBR,1777,6.46
United Kingdom,GBR,1778,7.66
United Kingdom,GBR,1779,8.44
United Kingdom,GBR,1780,9.75
United Kingdom,GBR,1781,10.86
United Kingdom,GBR,1782,12.61
United Kingdom,GBR,1783,8.13
United Kingdom,GBR,1784,8.17
United Kingdom,GBR,1785,8.86
United Kingdom,GBR,1786,3.09
United Kingdom,GBR,1787,2.22
United Kingdom,GBR,1788,2.48
United Kingdom,GBR,1789,2.2
United Kingdom,GBR,1790,2.51
United Kingdom,GBR,1791,2.82
United Kingdom,GBR,1792,2.61
United Kingdom,GBR,1793,3.59
United Kingdom,GBR,1794,7.33
United Kingdom,GBR,1795,11.26
United Kingdom,GBR,1796,11.61
United Kingdom,GBR,1797,17.02
United Kingdom,GBR,1798,11.44
United Kingdom,GBR,1799,10.69
United Kingdom,GBR,1800,12.81
United Kingdom,GBR,1801,11.68
United Kingdom,GBR,1802,14.35
United Kingdom,GBR,1803,9.87
United Kingdom,GBR,1804,8.65
United Kingdom,GBR,1805,12.46
United Kingdom,GBR,1806,14.12
United Kingdom,GBR,1807,13.77
United Kingdom,GBR,1808,13.92
United Kingdom,GBR,1809,14.27
United Kingdom,GBR,1810,15
United Kingdom,GBR,1811,14.51
United Kingdom,GBR,1812,16.18
United Kingdom,GBR,1813,17.8
United Kingdom,GBR,1814,22.52
United Kingdom,GBR,1815,22.1
United Kingdom,GBR,1816,17.28
United Kingdom,GBR,1817,8.72
United Kingdom,GBR,1818,5.62
United Kingdom,GBR,1819,4.94
United Kingdom,GBR,1820,5.28
United Kingdom,GBR,1821,5.28
