Entity,Code,Year, (%)
Sweden,SWE,2010,0.53
Sweden,SWE,2011,0.64
Sweden,SWE,2012,0.61
Switzerland,CHE,2007,0.25
Switzerland,CHE,2008,0.24
Switzerland,CHE,2009,0.15
Switzerland,CHE,2010,0.21
Switzerland,CHE,2011,0.1
Switzerland,CHE,2012,0.06
United Kingdom,GBR,2004,0.68
United Kingdom,GBR,2005,0.9
United Kingdom,GBR,2006,0.52
United Kingdom,GBR,2007,0.54
United Kingdom,GBR,2008,0.6
United Kingdom,GBR,2009,0.64
United Kingdom,GBR,2010,0.65
United Kingdom,GBR,2011,0.82
United Kingdom,GBR,2012,0.46
United States,USA,1986,0.67
United States,USA,1991,0.67
United States,USA,1994,0.67
United States,USA,1997,1
United States,USA,2000,1
United States,USA,2004,1.33
United States,USA,2007,1.33
United States,USA,2010,1.33
United States,USA,2013,1
