Entity,Code,Year, (tonnes)
Guatemala,GTM,1880,0.0001
Guatemala,GTM,1890,0.0001
Guatemala,GTM,1900,0.0001
Guatemala,GTM,1910,0.000117704
Guatemala,GTM,1920,0.000135409
Guatemala,GTM,1930,0.000153113
Guatemala,GTM,1940,0.000170818
Guatemala,GTM,1950,0.00250397
Guatemala,GTM,1960,0.003989704
Guatemala,GTM,1970,0.004878775
Guatemala,GTM,1980,0.006519745
Guatemala,GTM,1990,0.002357217
Guatemala,GTM,2000,0.005208693
Haiti,HTI,1850,0.0001
Haiti,HTI,1860,0.0001
Haiti,HTI,1870,0.0001
Haiti,HTI,1880,0.000111816
Haiti,HTI,1890,0.000122366
Haiti,HTI,1900,0.000142507
Haiti,HTI,1910,0.000146117
Haiti,HTI,1920,0.000149727
Haiti,HTI,1930,0.000153336
Haiti,HTI,1940,0.000156946
Haiti,HTI,1950,0.000562891
Haiti,HTI,1960,0.000927477
Haiti,HTI,1970,0.000982388
Haiti,HTI,1980,0.000964339
Haiti,HTI,1990,0.001042621
Haiti,HTI,2000,0.000785205
Honduras,HND,1850,0.0001
Honduras,HND,1860,0.0001
Honduras,HND,1870,0.0001
Honduras,HND,1880,0.0001
Honduras,HND,1890,0.0001
Honduras,HND,1900,0.000107811
Honduras,HND,1910,0.000129979
Honduras,HND,1920,0.000152146
Honduras,HND,1930,0.000174314
Honduras,HND,1940,0.000196481
Honduras,HND,1950,0.001882368
Honduras,HND,1960,0.002717452
Honduras,HND,1970,0.003872856
Honduras,HND,1980,0.003531946
Honduras,HND,1990,0.003280411
Honduras,HND,2000,0.004697066
Hungary,HUN,1850,0.001343797
Hungary,HUN,1860,0.003921756
Hungary,HUN,1870,0.008674114
Hungary,HUN,1880,0.012802932
Hungary,HUN,1890,0.021088673
Hungary,HUN,1900,0.038065788
Hungary,HUN,1910,0.046577548
Hungary,HUN,1920,0.025053991
Hungary,HUN,1930,0.036883169
Hungary,HUN,1940,0.052924826
Hungary,HUN,1950,0.093931647
Hungary,HUN,1960,0.144736233
Hungary,HUN,1970,0.160818464
Hungary,HUN,1980,0.152510322
Hungary,HUN,1990,0.094536755
Hungary,HUN,2000,0.047867996
Iceland,ISL,1850,0.0000539651
Iceland,ISL,1860,0.0000577613
Iceland,ISL,1870,0.0000577613
Iceland,ISL,1880,0.0000577613
Iceland,ISL,1890,0.000110508
Iceland,ISL,1900,0.000216124
Iceland,ISL,1910,0.000635627
Iceland,ISL,1920,0.0010075
Iceland,ISL,1930,0.001824444
Iceland,ISL,1940,0.01016195
Iceland,ISL,1950,0.017270068
Iceland,ISL,1960,0.03403547
Iceland,ISL,1970,0.036939326
Iceland,ISL,1980,0.048211781
Iceland,ISL,1990,0.073524867
Iceland,ISL,2000,0.118689401
India,IND,1850,0.000150925
India,IND,1860,0.00016183
India,IND,1870,0.000166436
India,IND,1880,0.000185097
India,IND,1890,0.000228373
India,IND,1900,0.000358948
India,IND,1910,0.000611099
India,IND,1920,0.000833254
India,IND,1930,0.000965939
India,IND,1940,0.001022212
India,IND,1950,0.001141956
India,IND,1960,0.001855703
India,IND,1970,0.002014757
India,IND,1980,0.002416856
India,IND,1990,0.003829547
India,IND,2000,0.00514347
Indonesia,IDN,1850,0.000194756
Indonesia,IDN,1860,0.000178222
Indonesia,IDN,1870,0.000172287
Indonesia,IDN,1880,0.000174208
Indonesia,IDN,1890,0.000186105
Indonesia,IDN,1900,0.000340895
Indonesia,IDN,1910,0.00054955
Indonesia,IDN,1920,0.000673299
Indonesia,IDN,1930,0.000874869
Indonesia,IDN,1940,0.000963081
Indonesia,IDN,1950,0.000547488
Indonesia,IDN,1960,0.000752427
Indonesia,IDN,1970,0.000919678
Indonesia,IDN,1980,0.001404759
Indonesia,IDN,1990,0.001966422
Indonesia,IDN,2000,0.004927536
Iran,IRN,1850,0.00018116
Iran,IRN,1860,0.000208606
Iran,IRN,1870,0.00025412
Iran,IRN,1880,0.000259863
Iran,IRN,1890,0.000259863
Iran,IRN,1900,0.000259863
Iran,IRN,1910,0.000218201
Iran,IRN,1920,0.000635922
Iran,IRN,1930,0.000887546
Iran,IRN,1940,0.002005789
Iran,IRN,1950,0.010540316
Iran,IRN,1960,0.015094733
Iran,IRN,1970,0.017400305
Iran,IRN,1980,0.017115408
Iran,IRN,1990,0.021391793
Iran,IRN,2000,0.020310203
Iraq,IRQ,1850,0.000144087
Iraq,IRQ,1860,0.000146302
Iraq,IRQ,1870,0.000147404
Iraq,IRQ,1880,0.000148089
Iraq,IRQ,1890,0.000148443
Iraq,IRQ,1900,0.000148538
Iraq,IRQ,1910,0.000124036
Iraq,IRQ,1920,0.000132236
Iraq,IRQ,1930,0.001549764
Iraq,IRQ,1940,0.019896916
Iraq,IRQ,1950,0.003478503
Iraq,IRQ,1960,0.010881615
Iraq,IRQ,1970,0.013404579
Iraq,IRQ,1980,0.021931759
Iraq,IRQ,1990,0.02137828
Iraq,IRQ,2000,0.019389343
Ireland,IRL,1850,0.000355154
Ireland,IRL,1860,0.000390694
Ireland,IRL,1870,0.000400667
Ireland,IRL,1880,0.000401076
Ireland,IRL,1890,0.000391738
Ireland,IRL,1900,0.000360736
Ireland,IRL,1910,0.000304252
Ireland,IRL,1920,0.000370456
Ireland,IRL,1930,0.02339509
Ireland,IRL,1940,0.027768171
Ireland,IRL,1950,0.025294452
Ireland,IRL,1960,0.033541666
Ireland,IRL,1970,0.067044099
Ireland,IRL,1980,0.065274938
Ireland,IRL,1990,0.051951222
Ireland,IRL,2000,0.035984859
Israel,ISR,1850,0.000404741
Israel,ISR,1860,0.000407087
Israel,ISR,1870,0.000402975
Israel,ISR,1880,0.000398904
Israel,ISR,1890,0.000394875
Israel,ISR,1900,0.000390886
Israel,ISR,1910,0.00035457
Israel,ISR,1920,0.00029148
Israel,ISR,1930,0.000238362
Israel,ISR,1940,0.00019348
Israel,ISR,1950,0.008677972
Israel,ISR,1960,0.022461835
Israel,ISR,1970,0.042265401
Israel,ISR,1980,0.042959851
Israel,ISR,1990,0.06050969
Israel,ISR,2000,0.072730578
Italy,ITA,1850,0.000189852
Italy,ITA,1860,0.000202378
Italy,ITA,1870,0.001171698
Italy,ITA,1880,0.001970117
Italy,ITA,1890,0.00511327
Italy,ITA,1900,0.005942763
Italy,ITA,1910,0.008272601
Italy,ITA,1920,0.005089483
Italy,ITA,1930,0.00978442
Italy,ITA,1940,0.01050691
Italy,ITA,1950,0.011199878
Italy,ITA,1960,0.02894482
Italy,ITA,1970,0.073975304
Italy,ITA,1980,0.061040069
Italy,ITA,1990,0.031459506
Italy,ITA,2000,0.013195784
Jamaica,JAM,1850,0.0001
Jamaica,JAM,1860,0.0001
Jamaica,JAM,1870,0.0001
Jamaica,JAM,1880,0.0001
Jamaica,JAM,1890,0.0001
Jamaica,JAM,1900,0.0001
Jamaica,JAM,1910,0.000161483
Jamaica,JAM,1920,0.000222966
Jamaica,JAM,1930,0.00028445
Jamaica,JAM,1940,0.000345933
Jamaica,JAM,1950,0.000420744
Jamaica,JAM,1960,0.011666922
Jamaica,JAM,1970,0.032978094
Jamaica,JAM,1980,0.037170703
Jamaica,JAM,1990,0.041597116
Jamaica,JAM,2000,0.044221707
Japan,JPN,1850,0.000783291
Japan,JPN,1860,0.000776913
Japan,JPN,1870,0.000775153
Japan,JPN,1880,0.00145471
Japan,JPN,1890,0.002964379
Japan,JPN,1900,0.005823914
Japan,JPN,1910,0.010584615
Japan,JPN,1920,0.019320293
Japan,JPN,1930,0.020894187
Japan,JPN,1940,0.022438023
Japan,JPN,1950,0.013269648
Japan,JPN,1960,0.023474561
Japan,JPN,1970,0.051095158
Japan,JPN,1980,0.011276245
Japan,JPN,1990,0.007912507
Japan,JPN,2000,0.00698145
Jordan,JOR,1850,0.000393372
Jordan,JOR,1860,0.000444046
Jordan,JOR,1870,0.000555381
Jordan,JOR,1880,0.000519636
Jordan,JOR,1890,0.000463392
Jordan,JOR,1900,0.000371457
Jordan,JOR,1910,0.000248243
Jordan,JOR,1920,0.000173432
Jordan,JOR,1930,0.000130216
Jordan,JOR,1940,0.0000870009
Jordan,JOR,1950,0.002609427
Jordan,JOR,1960,0.005877031
Jordan,JOR,1970,0.006332864
Jordan,JOR,1980,0.01562109
Jordan,JOR,1990,0.02170783
Jordan,JOR,2000,0.02100072
Kazakhstan,KAZ,1850,0.000380052
Kazakhstan,KAZ,1860,0.000386629
Kazakhstan,KAZ,1870,0.000440244
Kazakhstan,KAZ,1880,0.00052065
Kazakhstan,KAZ,1890,0.000922168
Kazakhstan,KAZ,1900,0.001690567
Kazakhstan,KAZ,1910,0.00145475
Kazakhstan,KAZ,1920,0.000702073
Kazakhstan,KAZ,1930,0.010779491
Kazakhstan,KAZ,1940,0.041140659
Kazakhstan,KAZ,1950,0.064131064
Kazakhstan,KAZ,1960,0.189592023
Kazakhstan,KAZ,1970,0.177194807
Kazakhstan,KAZ,1980,0.145079055
Kazakhstan,KAZ,1990,0.146816994
Kazakhstan,KAZ,2000,0.118127352
Kenya,KEN,1850,0.0000773028
Kenya,KEN,1860,0.0000742404
Kenya,KEN,1870,0.0000762637
Kenya,KEN,1880,0.0000805147
Kenya,KEN,1890,0.0000843073
Kenya,KEN,1900,0.0000869129
Kenya,KEN,1910,0.0000863652
Kenya,KEN,1920,0.0000990954
Kenya,KEN,1930,0.000113637
Kenya,KEN,1940,0.000130242
Kenya,KEN,1950,0.001176157
Kenya,KEN,1960,0.0024042
Kenya,KEN,1970,0.001881125
Kenya,KEN,1980,0.002250171
Kenya,KEN,1990,0.001781054
Kenya,KEN,2000,0.00212172
Kuwait,KWT,1850,0.000109935
Kuwait,KWT,1860,0.000114417
Kuwait,KWT,1870,0.000114417
Kuwait,KWT,1880,0.000114417
Kuwait,KWT,1890,0.000114417
Kuwait,KWT,1900,0.000114417
Kuwait,KWT,1910,0.0000953476
Kuwait,KWT,1920,0.000747579
Kuwait,KWT,1930,0.002356311
Kuwait,KWT,1940,0.004453131
Kuwait,KWT,1950,0.262449134
Kuwait,KWT,1960,0.278071569
Kuwait,KWT,1970,0.22722805
Kuwait,KWT,1980,0.117901928
Kuwait,KWT,1990,0.049570715
Kuwait,KWT,2000,0.130300004
Kyrgyzstan,KGZ,1850,0.000310287
Kyrgyzstan,KGZ,1860,0.0003098
Kyrgyzstan,KGZ,1870,0.000327794
Kyrgyzstan,KGZ,1880,0.000343876
Kyrgyzstan,KGZ,1890,0.000417212
Kyrgyzstan,KGZ,1900,0.000580416
Kyrgyzstan,KGZ,1910,0.000493318
Kyrgyzstan,KGZ,1920,0.000334506
Kyrgyzstan,KGZ,1930,0.000567516
Kyrgyzstan,KGZ,1940,0.000897673
Kyrgyzstan,KGZ,1950,0.000743977
Kyrgyzstan,KGZ,1960,0.021609563
Kyrgyzstan,KGZ,1970,0.023990591
Kyrgyzstan,KGZ,1980,0.026990123
Kyrgyzstan,KGZ,1990,0.02131886
Kyrgyzstan,KGZ,2000,0.004355259
Latvia,LVA,1850,0.000641149
Latvia,LVA,1860,0.000612299
Latvia,LVA,1870,0.000690599
Latvia,LVA,1880,0.001000952
Latvia,LVA,1890,0.001619406
Latvia,LVA,1900,0.003167574
Latvia,LVA,1910,0.002762588
Latvia,LVA,1920,0.001297565
Latvia,LVA,1930,0.003843819
Latvia,LVA,1940,0.009145051
Latvia,LVA,1950,0.011336697
Latvia,LVA,1960,0.022169806
Latvia,LVA,1970,0.034141375
Latvia,LVA,1980,0.046075543
Latvia,LVA,1990,0.03808255
Latvia,LVA,2000,0.004048412
Lebanon,LBN,1850,0.000148493
Lebanon,LBN,1860,0.000148493
Lebanon,LBN,1870,0.000148493
Lebanon,LBN,1880,0.000148493
Lebanon,LBN,1890,0.000148493
Lebanon,LBN,1900,0.000148493
Lebanon,LBN,1910,0.000129031
Lebanon,LBN,1920,0.000109561
Lebanon,LBN,1930,0.0000901014
Lebanon,LBN,1940,0.000683517
Lebanon,LBN,1950,0.005448335
Lebanon,LBN,1960,0.006747659
Lebanon,LBN,1970,0.007730132
Lebanon,LBN,1980,0.01446926
Lebanon,LBN,1990,0.01311649
Lebanon,LBN,2000,0.024471793
Libya,LBY,1850,0.000101394
Libya,LBY,1860,0.000101371
Libya,LBY,1870,0.000104422
Libya,LBY,1880,0.00011372
Libya,LBY,1890,0.000116662
Libya,LBY,1900,0.000110167
Libya,LBY,1910,0.0000969181
Libya,LBY,1920,0.0000836689
Libya,LBY,1930,0.0000704197
Libya,LBY,1940,0.0000682995
Libya,LBY,1950,0.00029102
Libya,LBY,1960,0.001152077
Libya,LBY,1970,0.082001409
Libya,LBY,1980,0.041352131
Libya,LBY,1990,0.027602809
Libya,LBY,2000,0.019038929
Lithuania,LTU,1850,0.000643485
Lithuania,LTU,1860,0.000624734
Lithuania,LTU,1870,0.000747915
Lithuania,LTU,1880,0.001266508
Lithuania,LTU,1890,0.002357433
Lithuania,LTU,1900,0.004947331
Lithuania,LTU,1910,0.004233903
Lithuania,LTU,1920,0.00189753
Lithuania,LTU,1930,0.005947793
Lithuania,LTU,1940,0.01411285
Lithuania,LTU,1950,0.016970859
Lithuania,LTU,1960,0.034444142
Lithuania,LTU,1970,0.055016795
Lithuania,LTU,1980,0.071376096
Lithuania,LTU,1990,0.057908327
Lithuania,LTU,2000,0.012628938
Luxembourg,LUX,1850,0.0001
Luxembourg,LUX,1860,0.0001
Luxembourg,LUX,1870,0.0001
Luxembourg,LUX,1880,0.0001
Luxembourg,LUX,1890,0.0001
Luxembourg,LUX,1900,0.0001
Luxembourg,LUX,1910,0.0000875584
Luxembourg,LUX,1920,0.0000751168
Luxembourg,LUX,1930,0.0000626752
Luxembourg,LUX,1940,0.0000502337
Luxembourg,LUX,1950,0.002154323
Luxembourg,LUX,1960,0.035056975
Luxembourg,LUX,1970,0.12383833
Luxembourg,LUX,1980,0.070079471
Luxembourg,LUX,1990,0.068087781
Luxembourg,LUX,2000,0.009860158
Macedonia,MKD,1850,0.000460514
Macedonia,MKD,1860,0.000447722
Macedonia,MKD,1870,0.000440999
Macedonia,MKD,1880,0.000434378
Macedonia,MKD,1890,0.000428229
Macedonia,MKD,1900,0.000441095
Macedonia,MKD,1910,0.000403573
Macedonia,MKD,1920,0.000624941
Macedonia,MKD,1930,0.004715487
Macedonia,MKD,1940,0.005309814
Macedonia,MKD,1950,0.020127632
Macedonia,MKD,1960,0.033789059
Macedonia,MKD,1970,0.044409979
Macedonia,MKD,1980,0.076199422
Macedonia,MKD,1990,0.079228352
Macedonia,MKD,2000,0.049034731
Malaysia,MYS,1850,0.000106
Malaysia,MYS,1860,0.000102308
Malaysia,MYS,1870,0.0001
Malaysia,MYS,1880,0.000153506
Malaysia,MYS,1890,0.00014413
Malaysia,MYS,1900,0.000200825
Malaysia,MYS,1910,0.000177032
Malaysia,MYS,1920,0.000266915
Malaysia,MYS,1930,0.000168501
Malaysia,MYS,1940,0.000212369
Malaysia,MYS,1950,0.000957239
Malaysia,MYS,1960,0.00084378
Malaysia,MYS,1970,0.002145547
Malaysia,MYS,1980,0.003105277
Malaysia,MYS,1990,0.005450757
Malaysia,MYS,2000,0.006333067
Malta,MLT,1850,0.000139723
Malta,MLT,1860,0.000132327
Malta,MLT,1870,0.000127099
Malta,MLT,1880,0.000122824
Malta,MLT,1890,0.000119317
Malta,MLT,1900,0.000116439
Malta,MLT,1910,0.000240805
Malta,MLT,1920,0.000353576
Malta,MLT,1930,0.000458015
Malta,MLT,1940,0.000557138
Malta,MLT,1950,0.020970108
Malta,MLT,1960,0.034593672
Malta,MLT,1970,0.065869136
Malta,MLT,1980,0.091474888
Malta,MLT,1990,0.081371563
Malta,MLT,2000,0.068031547
Mexico,MEX,1850,0.000163396
Mexico,MEX,1860,0.00016507
Mexico,MEX,1870,0.000168443
Mexico,MEX,1880,0.000168918
Mexico,MEX,1890,0.001397345
Mexico,MEX,1900,0.00380645
Mexico,MEX,1910,0.014405013
Mexico,MEX,1920,0.017690005
Mexico,MEX,1930,0.019998772
Mexico,MEX,1940,0.020532698
Mexico,MEX,1950,0.023724624
Mexico,MEX,1960,0.020214012
Mexico,MEX,1970,0.019314165
Mexico,MEX,1980,0.029087369
Mexico,MEX,1990,0.032722938
Mexico,MEX,2000,0.030047187
Moldova,MDA,1850,0.000241007
Moldova,MDA,1860,0.00022409
Moldova,MDA,1870,0.000234409
Moldova,MDA,1880,0.000305616
Moldova,MDA,1890,0.000602899
Moldova,MDA,1900,0.001232036
Moldova,MDA,1910,0.001006482
Moldova,MDA,1920,0.000551363
Moldova,MDA,1930,0.001464225
Moldova,MDA,1940,0.002629977
Moldova,MDA,1950,0.003810214
Moldova,MDA,1960,0.045796026
Moldova,MDA,1970,0.059672353
Moldova,MDA,1980,0.07688839
Moldova,MDA,1990,0.040167371
Moldova,MDA,2000,0.003177271
Mongolia,MNG,1850,0.000301493
Mongolia,MNG,1860,0.000301493
Mongolia,MNG,1870,0.000301493
Mongolia,MNG,1880,0.000301493
Mongolia,MNG,1890,0.000301493
Mongolia,MNG,1900,0.000301493
Mongolia,MNG,1910,0.000258822
Mongolia,MNG,1920,0.000216152
Mongolia,MNG,1930,0.000173482
Mongolia,MNG,1940,0.000130811
Mongolia,MNG,1950,0.0000914951
Mongolia,MNG,1960,0.000193472
Mongolia,MNG,1970,0.000290143
Mongolia,MNG,1980,0.000420319
Mongolia,MNG,1990,0.046528381
Mongolia,MNG,2000,0.02772298
Morocco,MAR,1850,0.000134695
Morocco,MAR,1860,0.000128364
Morocco,MAR,1870,0.000124389
Morocco,MAR,1880,0.000124819
Morocco,MAR,1890,0.00012488
Morocco,MAR,1900,0.000124835
Morocco,MAR,1910,0.000104899
Morocco,MAR,1920,0.0000849754
Morocco,MAR,1930,0.0000678764
Morocco,MAR,1940,0.000658982
Morocco,MAR,1950,0.004289057
Morocco,MAR,1960,0.003581699
Morocco,MAR,1970,0.004197717
Morocco,MAR,1980,0.008344146
Morocco,MAR,1990,0.009946779
Morocco,MAR,2000,0.011710952
Mozambique,MOZ,1850,0.000171922
Mozambique,MOZ,1860,0.000170276
Mozambique,MOZ,1870,0.000184326
Mozambique,MOZ,1880,0.000198894
Mozambique,MOZ,1890,0.00021278
Mozambique,MOZ,1900,0.000230535
Mozambique,MOZ,1910,0.000230235
Mozambique,MOZ,1920,0.000229936
Mozambique,MOZ,1930,0.00028047
Mozambique,MOZ,1940,0.000294871
Mozambique,MOZ,1950,0.000583364
Mozambique,MOZ,1960,0.002020383
Mozambique,MOZ,1970,0.002364589
Mozambique,MOZ,1980,0.001699529
Mozambique,MOZ,1990,0.000701241
Mozambique,MOZ,2000,0.000757665
Myanmar,MMR,1850,0.0000983
Myanmar,MMR,1860,0.0000918764
Myanmar,MMR,1870,0.0000866327
Myanmar,MMR,1880,0.000109673
Myanmar,MMR,1890,0.000129139
Myanmar,MMR,1900,0.000162803
Myanmar,MMR,1910,0.000164417
Myanmar,MMR,1920,0.000633615
Myanmar,MMR,1930,0.003862965
Myanmar,MMR,1940,0.003681119
Myanmar,MMR,1950,0.000304818
Myanmar,MMR,1960,0.001036645
Myanmar,MMR,1970,0.001248933
Myanmar,MMR,1980,0.001053198
Myanmar,MMR,1990,0.000449613
Myanmar,MMR,2000,0.000634181
Namibia,NAM,1850,0.0000446828
Namibia,NAM,1860,0.0000472382
Namibia,NAM,1870,0.0000511243
Namibia,NAM,1880,0.0000711165
Namibia,NAM,1890,0.0000757659
Namibia,NAM,1900,0.0000788786
Namibia,NAM,1910,0.0000776628
Namibia,NAM,1920,0.0000756997
Namibia,NAM,1930,0.0000727156
Namibia,NAM,1940,0.0000683444
Namibia,NAM,1950,0.0000620989
Namibia,NAM,1960,0.0000466179
Namibia,NAM,1970,0.0000463167
Namibia,NAM,1980,0.096288955
Namibia,NAM,1990,0.057103168
Namibia,NAM,2000,0.020479245
Nepal,NPL,1850,0.000158556
Nepal,NPL,1860,0.000169874
Nepal,NPL,1870,0.000193687
Nepal,NPL,1880,0.000204765
Nepal,NPL,1890,0.000238125
Nepal,NPL,1900,0.000259863
Nepal,NPL,1910,0.00024916
Nepal,NPL,1920,0.000253623
Nepal,NPL,1930,0.000242356
Nepal,NPL,1940,0.000231017
Nepal,NPL,1950,0.000252473
Nepal,NPL,1960,0.000342397
Nepal,NPL,1970,0.000410797
Nepal,NPL,1980,0.00070099
Nepal,NPL,1990,0.000791756
Nepal,NPL,2000,0.001763179
Netherlands,NLD,1850,0.007348817
Netherlands,NLD,1860,0.010338024
Netherlands,NLD,1870,0.009835386
Netherlands,NLD,1880,0.014129388
Netherlands,NLD,1890,0.015850788
Netherlands,NLD,1900,0.019793021
Netherlands,NLD,1910,0.024621788
Netherlands,NLD,1920,0.020754063
Netherlands,NLD,1930,0.040381246
Netherlands,NLD,1940,0.028747656
Netherlands,NLD,1950,0.037899417
Netherlands,NLD,1960,0.055734276
Netherlands,NLD,1970,0.064738887
Netherlands,NLD,1980,0.034629445
Netherlands,NLD,1990,0.012421806
Netherlands,NLD,2000,0.004485147
New Zealand,NZL,1850,0.00011142
New Zealand,NZL,1860,0.000110951
New Zealand,NZL,1870,0.000569133
New Zealand,NZL,1880,0.014203771
New Zealand,NZL,1890,0.021913016
New Zealand,NZL,1900,0.029727648
New Zealand,NZL,1910,0.049028363
New Zealand,NZL,1920,0.034140026
New Zealand,NZL,1930,0.039813354
New Zealand,NZL,1940,0.034119779
New Zealand,NZL,1950,0.035671529
New Zealand,NZL,1960,0.034974401
New Zealand,NZL,1970,0.036263335
New Zealand,NZL,1980,0.024038169
New Zealand,NZL,1990,0.016011895
New Zealand,NZL,2000,0.016506381
Nicaragua,NIC,1850,0.0001
Nicaragua,NIC,1860,0.0001
Nicaragua,NIC,1870,0.0001
Nicaragua,NIC,1880,0.0001
Nicaragua,NIC,1890,0.0001
Nicaragua,NIC,1900,0.000114045
Nicaragua,NIC,1910,0.000127066
Nicaragua,NIC,1920,0.000140087
Nicaragua,NIC,1930,0.000153108
Nicaragua,NIC,1940,0.000166129
Nicaragua,NIC,1950,0.001604453
Nicaragua,NIC,1960,0.003141678
Nicaragua,NIC,1970,0.00551147
Nicaragua,NIC,1980,0.004884853
Nicaragua,NIC,1990,0.004377833
Nicaragua,NIC,2000,0.005704851
Nigeria,NGA,1850,0.0000723691
Nigeria,NGA,1860,0.0000788086
Nigeria,NGA,1870,0.000086006
Nigeria,NGA,1880,0.0000960644
Nigeria,NGA,1890,0.000106458
Nigeria,NGA,1900,0.000116131
Nigeria,NGA,1910,0.000129037
Nigeria,NGA,1920,0.000281938
Nigeria,NGA,1930,0.000426225
Nigeria,NGA,1940,0.000448682
Nigeria,NGA,1950,0.000684335
Nigeria,NGA,1960,0.00078838
Nigeria,NGA,1970,0.004869819
Nigeria,NGA,1980,0.006993579
Nigeria,NGA,1990,0.004722584
Nigeria,NGA,2000,0.004377776
North Korea,PRK,1850,0.001042923
North Korea,PRK,1860,0.000996232
North Korea,PRK,1870,0.000979346
North Korea,PRK,1880,0.001039875
North Korea,PRK,1890,0.001101159
North Korea,PRK,1900,0.001158168
North Korea,PRK,1910,0.001070055
North Korea,PRK,1920,0.001021346
North Korea,PRK,1930,0.001164854
North Korea,PRK,1940,0.00325177
North Korea,PRK,1950,0.001411628
North Korea,PRK,1960,0.011464887
North Korea,PRK,1970,0.016143705
North Korea,PRK,1980,0.026509985
North Korea,PRK,1990,0.026437248
North Korea,PRK,2000,0.015092239
Norway,NOR,1850,0.002331417
Norway,NOR,1860,0.003279011
Norway,NOR,1870,0.004544099
Norway,NOR,1880,0.007139502
Norway,NOR,1890,0.012047742
Norway,NOR,1900,0.020408057
Norway,NOR,1910,0.036084044
Norway,NOR,1920,0.02723502
Norway,NOR,1930,0.049002596
Norway,NOR,1940,0.038279473
Norway,NOR,1950,0.053746181
Norway,NOR,1960,0.059088685
Norway,NOR,1970,0.079239542
Norway,NOR,1980,0.043918419
Norway,NOR,1990,0.01233766
Norway,NOR,2000,0.006025922
Oman,OMN,1850,0.000148493
Oman,OMN,1860,0.000148493
Oman,OMN,1870,0.000148493
Oman,OMN,1880,0.000148493
Oman,OMN,1890,0.000148493
Oman,OMN,1900,0.000148493
Oman,OMN,1910,0.000123744
Oman,OMN,1920,0.0000989952
Oman,OMN,1930,0.0000742464
Oman,OMN,1940,0.0000494976
Oman,OMN,1950,0.0000247488
Oman,OMN,1970,0.009177585
Oman,OMN,1980,0.008386351
Oman,OMN,1990,0.035069489
Oman,OMN,2000,0.054363077
Pakistan,PAK,1850,0.000218151
Pakistan,PAK,1860,0.000232379
Pakistan,PAK,1870,0.000237632
Pakistan,PAK,1880,0.000243026
Pakistan,PAK,1890,0.000248621
Pakistan,PAK,1900,0.000256948
Pakistan,PAK,1910,0.000256301
Pakistan,PAK,1920,0.000246292
Pakistan,PAK,1930,0.000244744
Pakistan,PAK,1940,0.000241706
Pakistan,PAK,1950,0.001279861
Pakistan,PAK,1960,0.002659316
Pakistan,PAK,1970,0.002250695
Pakistan,PAK,1980,0.001939647
Pakistan,PAK,1990,0.004474686
Pakistan,PAK,2000,0.00655697
Panama,PAN,1850,0.0001
Panama,PAN,1860,0.0001
Panama,PAN,1870,0.0001
Panama,PAN,1880,0.0001
Panama,PAN,1890,0.0001
Panama,PAN,1900,0.0001
Panama,PAN,1910,0.000108751
Panama,PAN,1920,0.000117501
Panama,PAN,1930,0.000126252
Panama,PAN,1940,0.000135003
Panama,PAN,1950,0.000152887
Panama,PAN,1960,0.000185359
Panama,PAN,1970,0.000277289
Panama,PAN,1980,0.011778254
Panama,PAN,1990,0.00634877
Panama,PAN,2000,0.009021819
Paraguay,PRY,1850,0.0000847251
Paraguay,PRY,1860,0.0000936098
Paraguay,PRY,1870,0.00010766
Paraguay,PRY,1880,0.000114538
Paraguay,PRY,1890,0.00013041
Paraguay,PRY,1900,0.000154959
Paraguay,PRY,1910,0.000163403
Paraguay,PRY,1920,0.000180887
Paraguay,PRY,1930,0.000205787
Paraguay,PRY,1940,0.00024253
Paraguay,PRY,1950,0.000624259
Paraguay,PRY,1960,0.001477456
Paraguay,PRY,1970,0.002256711
Paraguay,PRY,1980,0.002515385
Paraguay,PRY,1990,0.002408545
Paraguay,PRY,2000,0.002496003
Peru,PER,1850,0.0001
Peru,PER,1860,0.000099946
Peru,PER,1870,0.0000999045
Peru,PER,1880,0.0000999289
Peru,PER,1890,0.000953228
Peru,PER,1900,0.00187348
Peru,PER,1910,0.012494839
Peru,PER,1920,0.013510164
Peru,PER,1930,0.018189368
Peru,PER,1940,0.013506339
Peru,PER,1950,0.012760638
Peru,PER,1960,0.047172021
Peru,PER,1970,0.044198864
Peru,PER,1980,0.053412579
Peru,PER,1990,0.030988803
Peru,PER,2000,0.042328001
Philippines,PHL,1850,0.000147694
Philippines,PHL,1860,0.000147039
Philippines,PHL,1870,0.000152466
Philippines,PHL,1880,0.000160451
Philippines,PHL,1890,0.000170032
Philippines,PHL,1900,0.000177935
Philippines,PHL,1910,0.000212966
Philippines,PHL,1920,0.000229747
Philippines,PHL,1930,0.000154913
Philippines,PHL,1940,0.000176399
Philippines,PHL,1950,0.001633467
Philippines,PHL,1960,0.002729446
Philippines,PHL,1970,0.005655975
Philippines,PHL,1980,0.00636258
Philippines,PHL,1990,0.005955154
Philippines,PHL,2000,0.006117011
Poland,POL,1850,0.001606926
Poland,POL,1860,0.003059231
Poland,POL,1870,0.005821518
Poland,POL,1880,0.007722883
Poland,POL,1890,0.010541212
Poland,POL,1900,0.014558743
Poland,POL,1910,0.019605791
Poland,POL,1920,0.017652998
Poland,POL,1930,0.028779696
Poland,POL,1940,0.044792983
Poland,POL,1950,0.042059602
Poland,POL,1960,0.060921605
Poland,POL,1970,0.083586536
Poland,POL,1980,0.115252217
Poland,POL,1990,0.090154895
