Entity,Code,Year,Tea,Sugar,Peanuts,Palm oil,Coffee,Cocoa,Wheat,Rye,Rice,Corn,Barley,Pork,Beef,Lamb
World,OWID_WRL,1875,149.1734143,150.0073714,197.4290565,100.1503759,175.6701288,69.35591059,110.3820155,115.900905,85.80827068,126.5048116,160.9022556,112.7024829,100.1834945,92.06384606
World,OWID_WRL,1876,149.932134,159.7614599,171.8525878,108.2579403,184.241566,80.70381938,113.8260929,106.3359326,95.28392685,91.22964198,131.8575553,105.6454747,96.99802924,95.60692321
World,OWID_WRL,1877,149.3646583,188.6989278,152.6330844,116.6502463,197.8502711,87.766538,144.3082566,97.00480812,108.3743842,94.54140154,124.729064,83.971802,93.56321839,93.78976371
World,OWID_WRL,1878,150.0092806,165.0546465,160.2094939,116.3185109,169.4736734,95.96756377,115.0911559,91.5707365,113.753878,82.20873239,120.7859359,60.33558291,98.20751465,97.01856169
World,OWID_WRL,1879,144.0246069,158.4524606,133.0553424,104.0744571,149.3423276,108.4412239,118.1594082,113.2452778,110.3412616,78.66648539,123.8883144,61.10020435,90.19057468,91.31158747
World,OWID_WRL,1880,128.9528836,164.2785066,132.4826666,95.580222,145.1010227,96.58458029,122.7266401,122.143201,101.0090817,80.66506909,133.8042381,75.5599737,95.82912883,91.88458841
World,OWID_WRL,1881,122.7302129,170.7208009,145.7309332,95.580222,118.3707913,88.23095933,133.5282312,150.3427051,93.23915237,107.4973683,165.2875883,99.6387804,93.87343232,96.06116062
World,OWID_WRL,1882,120.4326115,164.2785066,190.7750399,104.5408678,103.7815809,87.33936383,136.1559065,103.452832,83.24924319,144.4110121,127.346115,120.122723,99.74052184,100.2377328
World,OWID_WRL,1883,121.7407378,161.0872155,213.6340985,124.984552,105.3837859,94.79442068,120.2242591,97.71928851,91.76107106,116.9129086,121.3182286,100.7911515,101.7949095,103.7232278
World,OWID_WRL,1884,117.5173232,117.4821138,173.9493233,112.0504732,110.4202219,86.94188023,100.1954836,91.23204695,90.22082019,115.9245392,101.5772871,92.23808048,99.85979671,92.84784972
World,OWID_WRL,1885,122.7632882,119.8771354,112.6955559,95.27896996,91.97429461,87.50663424,103.2523275,101.1110826,82.61802575,97.41371252,119.527897,72.84264769,91.49805845,82.89808686
World,OWID_WRL,1886,122.438709,101.504988,126.6836446,77.89473684,107.7902345,92.66578617,96.36373713,94.42080751,80.81140351,86.2080882,116.4473684,73.26082547,85.00417711,93.79274457
World,OWID_WRL,1887,108.8658991,100.4040662,113.9178504,70.62906725,193.6633772,88.27679062,94.15519289,94.2778218,72.77657267,91.216905,112.7982646,85.58889858,75.67400062,77.81168425
World,OWID_WRL,1888,113.0847099,110.7906937,131.005528,70.62906725,171.0637226,88.27679062,113.4559479,104.3223748,84.70715835,107.4715744,128.1995662,99.87801623,81.98016734,86.78995551
World,OWID_WRL,1889,114.7608371,135.9887453,173.6800231,82.95964126,204.2809089,84.05294608,110.0577345,76.50170511,90.02242152,81.11079335,93.04932735,79.12335727,84.73734785,97.44242608
World,OWID_WRL,1890,114.5560788,110.3863768,169.6949748,90.6122449,213.7907745,80.64547658,116.4307396,114.7641225,91.0430839,94.16572431,140.8163265,71.56114304,83.50070187,92.29024943
World,OWID_WRL,1891,115.7392872,112.1959895,113.1299832,87.25623583,201.1598097,75.93585723,126.0534917,142.2117217,88.67346939,141.4566375,118.3673469,79.71560769,87.89547565,82.90480034
World,OWID_WRL,1892,108.855166,115.815215,101.2215639,80.54421769,190.4000989,74.21079807,103.2301306,98.92188412,97.27891156,111.0892217,105.6689342,92.44266933,83.50070187,82.90480034
World,OWID_WRL,1893,107.2203599,108.9067278,102.3823616,82.31651376,214.7661871,82.44903766,89.34533263,92.41700086,81.3646789,96.72984797,92.20183486,120.9446662,83.34698558,85.43772353
World,OWID_WRL,1894,109.0911886,105.2569709,85.00812253,86.95443645,219.0452626,75.71243837,78.66006792,94.67970534,67.26618705,109.931835,104.7961631,96.95714939,85.98264246,90.98483925
World,OWID_WRL,1895,112.2377622,94.11764706,96.77419355,83.63636364,205.5454177,73.76679999,85.97901028,81.23752495,75.67567568,102.2347099,80.58968059,85.63170933,88.0952381,98.30508475
World,OWID_WRL,1896,111.3053613,98.03921569,109.6774194,80,186.6636253,67.46567939,94.35018943,73.65269461,83.78378378,67.65333682,72.72727273,67.21717589,80.95238095,89.83050847
World,OWID_WRL,1897,110.4477612,87.34757585,91.44599583,80.99502488,95.4549031,71.84795405,122.8161847,86.08752644,94.40298507,67.58626605,85.32338308,72.98581412,86.7803838,94.37979594
World,OWID_WRL,1898,107.7337671,93.30309238,94.71192425,84.67661692,76.97976056,96.85520081,128.380221,89.11877737,98.50746269,83.61785449,96.76616915,77.16598675,86.7803838,89.23180707
World,OWID_WRL,1899,104.075775,97.27343674,111.0415664,92.039801,75.44016535,87.33384209,102.2777317,100.0312807,98.50746269,88.89923748,96.51741294,80.84453866,96.42264866,92.66379965
World,OWID_WRL,1900,100,100,100,100,100,100,100,100,100,100,100,100,100,100
World,OWID_WRL,1901,94.48084519,79.93692538,92.41309114,93.59967423,77.70516402,92.90888017,100.4507857,108.4481522,88.79106793,129.3161242,110.1941748,115.345979,98.78640777,90.4146783
World,OWID_WRL,1902,98.9144137,63.11335867,107.0472654,97.60191847,68.63995422,92.37014303,102.8670524,97.40710426,84.85893381,152.9143491,108.6330935,133.950775,97.60191847,90.98483925
World,OWID_WRL,1903,73.653054,66.08935657,110.8194985,97.09803378,65.97914521,90.88573717,106.4803554,101.9040465,104.9157927,114.9948615,104.8065651,113.4733098,90.86820657,93.81047946
World,OWID_WRL,1904,87.35851769,86.98722933,139.9618734,94.3221321,90.30598292,92.07736605,137.8376678,130.2812683,86.47679732,124.5363592,95.48088065,95.95777601,94.3221321,94.3221321
World,OWID_WRL,1905,85.82120197,94.07655733,123.1327762,93.75776927,96.10510683,91.44820145,135.8809605,114.8563366,98.43267977,125.3623988,92.37983587,98.73753973,95.10220903,95.42790152
World,OWID_WRL,1906,73.61611205,69.92849759,117.4385913,103.1510744,91.2761027,91.67723501,104.516104,108.9998901,113.1776737,112.9223127,95.87155963,115.548792,93.34862385,94.93080392
World,OWID_WRL,1907,68.96383652,70.40772137,126.8227046,106.6080964,71.07244697,106.3742231,115.2537583,129.4806655,116.2942293,123.1416891,145.9934138,106.9867234,87.21766202,90.86680682
World,OWID_WRL,1908,65.22830771,82.54796747,108.9179806,91.25560538,70.11620369,75.50508274,126.0285928,132.6029555,123.2157061,163.0086842,126.9058296,103.839987,91.25560538,89.70890021
World,OWID_WRL,1909,72.15847609,82.17975389,122.0612976,97.13590526,88.70679794,65.36883882,157.4419926,132.2642696,98.06168306,160.7621689,126.7573696,137.1017,92.29024943,81.34055882
World,OWID_WRL,1910,71.17928098,84.94703119,114.0415397,113.1846796,104.5013706,58.92473851,137.2817937,127.8983835,93.74621729,134.9930585,131.8132465,155.8913004,88.08054756,86.88418999
World,OWID_WRL,1911,71.77588662,94.31517087,119.7436167,111.6378579,144.669393,62.07984127,123.0283791,142.1877201,122.6855539,136.4406846,179.1530945,116.1886471,87.77890185,82.39018017
World,OWID_WRL,1912,71.19501322,79.86167969,122.9100892,104.8346794,153.7460743,64.4364021,128.1198072,109.41139,138.6840111,156.7124202,108.2978723,129.4288174,86.30019606,86.59574468
World,OWID_WRL,1913,70.56808317,58.42424299,123.0846774,110.0705341,112.6859244,70.15680605,113.9470948,100.5314371,106.3181971,138.3035708,109.375,138.2153179,83.3447099,89.10310734
World,OWID_WRL,1914,69.91265205,78.36251299,113.8120443,119.3902965,82.58191696,62.00349169,120.7273952,136.150403,99.2621787,153.3744997,110.629515,136.7234816,80.85038937,91.12312186
World,OWID_WRL,1915,67.30607575,97.74679788,110.5318938,124.628017,75.93068608,83.08030593,154.8833064,139.454971,100.0224898,159.2075305,106.7761807,115.9392767,171.9947299,106.4137925
World,OWID_WRL,1916,61.61289265,118.1324998,118.4574339,163.7651386,86.83455903,64.66065074,149.1298545,171.0263683,84.50992771,165.8797862,151.1278195,144.921242,171.5459724,101.1520741
World,OWID_WRL,1917,65.19884203,103.6535449,143.3747672,199.3736213,71.14169238,42.33204693,212.6365605,219.2526024,60.52768763,274.2233362,191.8876755,197.2997136,141.7250137,92.64147496
World,OWID_WRL,1918,64.93295448,80.97961473,113.3316198,154.5510575,64.13835063,41.5056116,169.8894236,160.7488874,58.67434191,226.3286692,126.2948207,187.8153228,162.1513944,99.86561448
World,OWID_WRL,1919,54.25212807,84.12799663,142.6738766,148.5957978,102.1463933,52.09106875,167.8215028,136.17851,54.86682051,197.9327102,143.3526012,167.8098166,175.0399495,104.2990467
World,OWID_WRL,1920,37.52496601,171.519119,61.58328504,89.79271391,59.29334559,32.88077981,146.8051367,118.3700463,55.72749368,152.7786386,84.73053892,108.9159748,97.734565,69.68808812
World,OWID_WRL,1921,36.47850495,49.81271535,55.74337719,55.84872709,39.79972316,21.11405048,95.40443144,75.70066571,71.42854199,69.38402686,53.51955307,71.82849946,84.43114001,59.01475997
World,OWID_WRL,1922,54.56322602,48.02427181,84.55190721,63.00996585,60.92970541,26.57988443,93.54422282,60.74648556,84.32678091,78.538716,59.5110316,84.62069275,53.50892724,33.21575463
World,OWID_WRL,1923,68.5660487,84.75579261,98.44851371,63.57173893,66.67047951,21.57324769,78.93992558,55.20534795,78.65435993,101.9310036,63.97188049,68.10710452,56.96279724,51.39539679
World,OWID_WRL,1924,69.97397111,64.25383535,89.06244105,68.48761413,97.48248697,21.53539989,98.45978808,89.78884337,85.38987082,119.2764572,86.78362573,77.13858828,57.02532782,64.33512896
World,OWID_WRL,1925,67.83797746,36.7532128,64.40939955,75.74710273,114.9522034,26.2589374,116.610638,71.83009907,83.95397284,125.1851231,70.05134056,105.7913225,70.20670562,73.53807289
World,OWID_WRL,1926,72.47608014,36.07598096,74.17532349,69.38548667,101.7308847,31.47914279,105.1862883,75.72989614,89.40642859,89.87689788,65.42372881,104.7676525,66.23628546,48.21733253
World,OWID_WRL,1927,72.7470736,43.71518427,78.60790759,65.78271418,103.3310361,44.07421834,92.54269416,77.07509563,84.38772897,105.66701,79.33218192,88.26849637,60.93712238,51.42397897
World,OWID_WRL,1928,64.90605703,36.60492834,75.11063405,67.53601713,133.3026652,36.20467983,107.8477282,77.39617088,77.41683914,121.2669441,66.31640397,85.84021831,76.22497305,63.9901887
World,OWID_WRL,1929,63.22897625,28.88076874,56.71619306,68.36767084,129.4077859,29.41927494,89.06243181,81.28494907,77.26867494,115.9470383,62.93053123,91.5299384,80.76603528,58.76412973
World,OWID_WRL,1930,60.54600695,21.18441634,55.03187174,55.59647151,77.27200708,23.79124758,67.94670113,43.19695937,62.44204928,104.4250417,48.50299401,85.39398824,74.86051787,53.96359644
World,OWID_WRL,1931,49.7029461,20.96339012,27.5856226,44.99623753,56.52479766,16.54174835,51.45311018,36.37819568,38.41359428,72.26283872,43.07288247,59.5553888,136.810095,99.27338804
World,OWID_WRL,1932,33.00985637,14.95047592,28.83389222,39.73868349,77.4779312,15.60660069,47.70554814,33.30381696,37.66281288,47.50252696,32.35724744,40.7633298,110.8415493,84.90573197
World,OWID_WRL,1933,52.32940698,21.52790332,56.7303863,41.885063,70.12167171,16.44954981,69.63457588,78.60482738,33.73919936,65.40788443,66.97530864,44.92555382,109.1112586,101.771853
World,OWID_WRL,1934,68.48187115,25.56215926,64.71367655,57.59979952,82.20182836,18.81484895,83.72958119,87.36522474,42.48019432,103.1347204,102.4645258,55.36004598,85.27427376,103.70364
World,OWID_WRL,1935,63.01092514,33.09954582,59.28623452,80.07398483,63.86042236,17.6434568,86.04992999,47.09764739,54.11551467,125.9328876,55.20757465,106.3627359,88.42349654,166.1927352
World,OWID_WRL,1936,64.28039909,35.90166286,70.09728623,80.35079652,67.5033632,23.77421906,94.99479142,95.18740297,52.62785512,128.3347093,112.8427128,110.2245291,90.19990249,188.8912384
World,OWID_WRL,1937,71.59923284,35.25278614,60.34234882,85.52389374,75.88776299,28.34261838,98.6879608,77.61691102,53.85234408,152.6162834,75.48746518,111.5730226,124.204512,201.0166946
World,OWID_WRL,1938,68.36525931,29.59939236,61.49866068,68.92830082,54.05825832,17.8801155,65.59291882,44.74117769,50.36070714,83.08109036,52.23562811,89.14266491,111.9938378,177.0539819
World,OWID_WRL,1939,60.28846065,31.26863656,64.27459997,71.9720817,52.68297514,16.74287231,64.21859482,51.35100569,49.43359588,76.53710965,58.31533477,73.29527329,108.6061374,147.2346485
World,OWID_WRL,1940,60.96664038,27.88175899,61.7616628,73.28472353,50.70151494,17.61461205,79.2350174,48.63829006,58.82622021,95.6145706,56.59301497,63.04904025,135.6405946,148.8849444
World,OWID_WRL,1941,74.31235756,33.00031275,83.78336947,94.04771708,76.13564849,25.00036239,80.80107919,59.78375903,62.64621844,103.934035,71.82620502,88.70187135,150.695685,146.2664985
World,OWID_WRL,1942,87.52137326,44.64385939,98.26637641,104.2473092,81.40850537,26.45771019,90.31484287,60.10580067,62.18042915,110.0484175,77.54601227,99.2766703,175.722691,136.9381346
World,OWID_WRL,1943,74.16433218,40.56766175,107.764311,70.98977538,76.70281141,24.92836278,102.5944912,92.22572197,61.22073431,129.3592442,114.566474,77.72953298,175.5217108,138.2221104
World,OWID_WRL,1944,71.20149888,40.36667671,119.3548387,69.77972239,75.39537713,24.50344751,109.2529326,100.6237525,60.17719907,136.5479069,114.7727273,66.30646444,169.5307167,138.804918
World,OWID_WRL,1945,69.61924335,46.97988015,121.078853,68.22906189,74.77437596,23.95892645,110.5096307,122.7589266,58.83992798,138.906253,112.2222222,68.03405985,165.9177095,131.0784626
World,OWID_WRL,1946,60.76455076,52.25654963,122.2867897,62.85174586,94.56912371,28.5148837,116.1363814,161.3109503,62.52470921,160.6005026,141.2487206,59.84792183,176.0162928,131.0307245
World,OWID_WRL,1947,73.63295148,61.79998614,118.7137205,113.7745567,114.7333367,75.69406169,138.6628503,165.8205523,87.55829272,201.3433098,154.8791406,54.45379062,148.7321293,108.7305663
World,OWID_WRL,1948,72.65862754,50.52570572,114.4973743,129.2793384,111.113814,79.88221904,120.0722826,96.48642914,86.09023747,180.0567379,96.34551495,49.23833813,114.1028766,73.19752459
World,OWID_WRL,1949,78.13577427,50.16973236,114.5005748,96.39607839,136.5302963,43.88085939,104.1037846,81.74845278,75.06467042,120.0265844,88.88888889,57.74350104,91.32390295,65.06169513
World,OWID_WRL,1950,68.94115925,59.48442422,118.8591791,86.58063947,209.55456,64.58922327,106.4005876,88.38966585,62.69866843,134.5827479,98.8372093,52.33890426,62.41623485,33.78982794
World,OWID_WRL,1951,80.18800881,62.77309289,105.1131143,126.9722357,206.4614008,66.20722997,108.5262496,95.05853574,61.3867043,148.9324793,96.99769053,44.23171307,57.63766825,36.5256865
World,OWID_WRL,1952,65.43950422,45.17580398,107.8014701,74.23321934,200.9690052,64.60171335,101.7955095,105.2569062,65.01820591,143.0298805,103.2015066,39.21676665,59.95796456,34.54264227
World,OWID_WRL,1953,77.72775692,36.66624955,108.9586976,65.13873175,216.0973767,67.19824891,88.8884515,78.35245397,72.12920845,127.5282971,87.47663551,53.01552313,66.88348059,45.36544795
World,OWID_WRL,1954,111.7132687,34.88399896,119.1772273,66.4136815,287.46804,104.1878412,91.95022747,73.13795029,64.87828281,126.3845246,81.10119048,52.53268964,64.18286811,37.3750058
World,OWID_WRL,1955,106.3562815,34.7990444,114.7196993,69.32154217,208.422742,67.84635882,90.99719783,64.31051266,58.35687328,111.439415,68.70799104,41.63761193,76.04141443,46.42892194
World,OWID_WRL,1956,101.3479621,36.82698961,108.2010017,78.80230725,212.5298467,48.66629875,95.21649912,69.34181673,55.62914877,114.3237612,72.84768212,38.36748468,129.4020146,85.70903347
World,OWID_WRL,1957,89.76047654,52.72320356,97.01025612,77.11653344,198.3906528,52.66845445,91.11047479,62.33501026,53.58240913,96.01616901,63.01953819,50.50860289,110.139368,79.57545789
World,OWID_WRL,1958,90.46590772,34.80970038,96.24325168,71.1054406,164.8933728,74.21978442,81.83791006,57.30447818,55.10260082,92.08095974,62.2406639,56.57204683,114.6998428,77.45674756
World,OWID_WRL,1959,89.02397785,29.29513988,86.44630293,71.49731819,125.5804942,60.81560381,77.55977966,55.71846704,49.80954234,89.134256,58.98491084,41.16141608,259.8091265,125.5305577
World,OWID_WRL,1960,88.60402632,30.49122367,88.64977892,68.46309541,122.7944132,46.45743324,77.22019048,48.38048414,46.28255691,82.64720878,56.71843349,47.39642636,270.7812035,172.2075237
World,OWID_WRL,1961,81.07681158,27.10425798,95.65939279,68.98468381,117.8808157,37.36680589,80.89519987,54.84618997,50.19820281,80.47043961,57.80561566,51.04670133,248.2001882,139.4299258
World,OWID_WRL,1962,81.9542861,27.80648949,95.45231648,64.57214575,108.3632597,35.35718062,79.7213585,50.84728098,55.50912043,79.58092507,62.54003877,49.69539521,256.9901485,130.8287849
World,OWID_WRL,1963,79.32043309,81.62938949,96.04517393,65.63009844,103.6357419,42.14201543,76.04834093,57.30667991,51.44480138,87.25820184,65.27588861,40.89501697,236.9752261,156.8379779
World,OWID_WRL,1964,76.14498845,55.53346651,94.77612716,69.73070848,128.1606187,38.07672978,63.92305556,54.45506023,48.84549714,85.89099426,67.54551065,39.98852295,295.0972287,171.4988317
World,OWID_WRL,1965,80.7832053,19.11156525,94.84852202,78.02800794,124.8342932,27.04177948,58.12785821,50.29725087,47.47353449,87.56643419,64.30189969,53.30549255,304.1963223,129.22187
World,OWID_WRL,1966,68.65494462,16.72910597,91.40977481,65.59745289,112.6827781,37.25515733,61.74191108,53.05716355,56.12271457,89.84948247,66.54312261,53.80261749,342.9748286,128.0292141
World,OWID_WRL,1967,63.80749141,17.17721867,89.62333398,60.45357515,101.903924,41.83618931,52.22240274,52.05039024,72.76086566,82.052342,65.51530267,45.94674129,339.4462743,133.0029921
World,OWID_WRL,1968,54.83659832,16.43718318,89.79050797,43.83883434,98.12027987,48.39476919,44.18036811,46.68823273,64.67254073,69.56155879,60.2771963,45.82399658,339.5822942,145.3166767
World,OWID_WRL,1969,50.47616159,26.25970109,88.07586407,44.63011334,94.16107445,57.19276067,43.55238114,44.7504228,55.50197699,71.39935076,58.1208182,57.34111798,363.1444063,144.8503358
World,OWID_WRL,1970,54.79220132,28.88417278,86.53533105,60.50024816,116.2673981,40.60104705,46.72360407,41.41356833,40.48637252,75.96919729,56.57163702,55.50604099,365.6845906,144.6966198
World,OWID_WRL,1971,53.52403358,33.3701888,88.15346271,58.20598814,96.43032393,31.02649482,45.52946977,36.0565465,35.37898018,71.66667548,58.40497558,44.29310771,361.7830924,133.3787606
World,OWID_WRL,1972,47.64000511,52.24173306,90.35032952,46.91021884,104.4207117,35.95034703,51.04378863,37.30908553,39.39186161,66.88305382,59.88815682,62.50890127,385.172843,173.0767609
World,OWID_WRL,1973,45.19828495,64.0085132,95.69868283,76.74953743,121.6914352,59.44338354,105.7651667,69.81492583,73.37143738,106.1680133,95.69769323,89.64361875,492.6341013,212.2234065
World,OWID_WRL,1974,56.51231418,181.0739026,95.28063143,122.5564298,115.8870273,73.9272361,109.4392368,82.67025649,120.7089288,142.4331733,109.7260032,69.86840011,349.2756333,195.7026145
World,OWID_WRL,1975,54.06894604,114.289677,95.59027944,72.86859645,105.4913328,54.0661784,74.79922278,71.21863257,74.17421848,112.7032912,91.31540884,88.81111858,268.4151549,186.110848
World,OWID_WRL,1976,53.13726124,61.0480537,92.23064459,64.51579691,217.6461811,83.93590533,62.89733016,70.48004448,49.06940208,100.0363097,81.68170993,73.19390598,302.360858,186.5175538
World,OWID_WRL,1977,82.18782268,40.27116755,90.97827996,79.02027712,335.8690379,146.0882367,49.43689061,55.22168005,49.42440401,77.88315309,65.8601668,65.8028507,270.6614502,190.2771252
World,OWID_WRL,1978,55.08105602,36.03900066,84.95019339,83.17602114,216.786169,121.9029015,57.22132183,49.57457058,62.13105788,76.34017765,70.24589599,71.84028206,357.0211346,228.1424895
World,OWID_WRL,1979,52.87122647,40.02835786,74.53715434,81.41349752,207.6452027,106.0047457,64.59328117,46.1207941,50.66109888,77.95318208,74.94769391,55.50048844,432.764676,221.55963
World,OWID_WRL,1980,51.33645046,104.5859429,80.00454229,64.02479301,165.7147615,73.83241708,60.26115503,52.06775088,57.88770137,79.67588523,79.15875188,47.69444524,364.8322413,237.0309366
World,OWID_WRL,1981,41.20917397,56.1188058,73.70298294,56.71028009,124.2436375,53.42873082,47.56905778,53.60443745,58.39048791,72.10863391,73.08805838,51.70809302,296.3238207,204.2457223
World,OWID_WRL,1982,40.76163028,26.24190736,45.70394968,41.67738831,126.0105139,42.01836802,38.77503819,40.40830257,33.43088239,52.57322637,55.03663613,71.46117214,269.6581817,167.0355643
World,OWID_WRL,1983,53.66451053,25.57351251,51.65721736,45.49180014,115.11723,49.72352277,40.48171414,35.39868055,30.56406356,67.19791695,59.33149501,55.91774921,266.7610187,131.4778938
World,OWID_WRL,1984,67.25221095,15.05458863,42.91476161,63.38684811,120.8680078,53.87439891,39.11513156,27.99137048,26.69732066,62.82137683,63.16005155,52.13047567,238.2449529,125.3876742
World,OWID_WRL,1985,41.44043622,11.34217224,33.472398,42.03882727,118.2539367,48.94868381,34.29437355,30.65282075,22.21941458,49.39893094,45.56618668,50.02179368,218.0083619,116.2609375
World,OWID_WRL,1986,38.59360098,16.6001163,48.31775947,21.18893101,154.2506865,44.11558483,30.69318203,22.08830514,19.63171962,37.02018253,36.17310927,53.9729957,207.8707708,133.2333448
World,OWID_WRL,1987,37.04713955,17.88684426,35.58691143,27.25049384,86.84512289,41.01159805,30.06909297,23.31288128,20.75545504,30.15275395,40.3600845,49.87256866,228.7139487,129.089739
World,OWID_WRL,1988,33.99775957,25.90604703,42.15878973,33.39248759,100.9968909,31.29302802,34.88008134,34.6100698,25.77145038,42.57045011,49.55996653,31.38325348,231.6981539,138.1960856
World,OWID_WRL,1989,37.50876806,31.02876589,35.1381684,25.53580461,75.82383628,23.38161167,36.42405119,26.99182281,26.58211651,41.68593565,50.51142308,24.68510541,225.6126477,126.9347229
World,OWID_WRL,1990,40.12300783,28.87630255,54.05267459,20.03246233,59.42843473,22.64119975,27.60665639,25.98109061,22.77252762,39.84066255,50.97551309,36.83331693,213.5618707,137.8401101
World,OWID_WRL,1991,31.32628259,19.7896799,48.43932802,22.49101568,54.17144261,20.49862257,26.97117626,26.24413435,23.70989314,37.4885371,47.91431048,31.28664924,212.9431409,116.0700243
World,OWID_WRL,1992,29.1431961,19.40581944,30.35803891,25.34390567,39.63422025,18.30950388,29.00107443,27.5616977,20.97918777,34.84624961,46.74483477,19.27553489,190.515273,128.1566811
World,OWID_WRL,1993,28.48328087,20.86039597,40.28337321,23.6223502,42.52372992,18.05796666,26.09137292,28.67206763,18.05470615,33.72299106,41.17588702,21.37788698,197.2590415,136.4380781
World,OWID_WRL,1994,25.66292207,24.57441566,34.33811829,32.21920211,87.90006075,22.00591984,26.98661558,29.60071759,19.99380564,34.08037209,40.8631649,18.22414331,171.415375,136.1410361
