Entity,Code,Year,Oil per capita (kWh) (kilowatt-hours)
China,CHN,2014,4481.488612514206
China,CHN,2015,4739.377644742006
China,CHN,2016,4828.236317911423
China,CHN,2017,4997.98763305523
China,CHN,2018,5223.483956906044
Colombia,COL,1965,2458.9581946317758
Colombia,COL,1966,2721.8613922800832
Colombia,COL,1967,2668.5839163086002
Colombia,COL,1968,2897.5610204766112
Colombia,COL,1969,2710.82593911231
Colombia,COL,1970,2994.0173588975795
Colombia,COL,1971,3022.998065939829
Colombia,COL,1972,3349.9440889101083
Colombia,COL,1973,3150.012606865581
Colombia,COL,1974,3414.540837146317
Colombia,COL,1975,3358.995909395413
Colombia,COL,1976,3464.086159933355
Colombia,COL,1977,3398.2360087927673
Colombia,COL,1978,3392.5380602774544
Colombia,COL,1979,3518.7520743526015
Colombia,COL,1980,3286.747265624698
Colombia,COL,1981,3294.2379577826673
Colombia,COL,1982,3307.0471655216706
Colombia,COL,1983,3347.78175900606
Colombia,COL,1984,3259.5157432566225
Colombia,COL,1985,3313.9175588060507
Colombia,COL,1986,3215.7225046532776
Colombia,COL,1987,3318.11756317583
Colombia,COL,1988,3422.514578399586
Colombia,COL,1989,3446.4337753905174
Colombia,COL,1990,3431.333970032324
Colombia,COL,1991,3452.3591988950775
Colombia,COL,1992,3722.772682938733
Colombia,COL,1993,3882.531519466531
Colombia,COL,1994,3933.2077703179616
Colombia,COL,1995,4066.883913327476
Colombia,COL,1996,4125.739827446327
Colombia,COL,1997,4124.797739767788
Colombia,COL,1998,3965.070409183089
Colombia,COL,1999,3460.1251693607533
Colombia,COL,2000,3335.106918599546
Colombia,COL,2001,3079.73977708913
Colombia,COL,2002,2983.014479143731
Colombia,COL,2003,3058.17591273262
Colombia,COL,2004,3013.426977564407
Colombia,COL,2005,3086.5839637919717
Colombia,COL,2006,3008.8522773986715
Colombia,COL,2007,2946.7253006721844
Colombia,COL,2008,3152.7116056377813
Colombia,COL,2009,2864.4824907999996
Colombia,COL,2010,3168.4697677863037
Colombia,COL,2011,3369.8368698902837
Colombia,COL,2012,3618.6558797834023
Colombia,COL,2013,3611.9758025981287
Colombia,COL,2014,3800.0101914558854
Colombia,COL,2015,3954.861603855138
Colombia,COL,2016,4055.080483696938
Colombia,COL,2017,3911.696722841955
Colombia,COL,2018,3880.425341716841
Croatia,HRV,1990,11364.241228747906
Croatia,HRV,1991,8087.448296764706
Croatia,HRV,1992,8133.584173378407
Croatia,HRV,1993,8657.620381449553
Croatia,HRV,1994,9008.58928374195
Croatia,HRV,1995,10069.194041392679
Croatia,HRV,1996,9637.365998384701
Croatia,HRV,1997,10390.156478954103
Croatia,HRV,1998,11815.34604654497
Croatia,HRV,1999,11793.714155428637
Croatia,HRV,2000,10557.658397673893
Croatia,HRV,2001,10868.304787915155
Croatia,HRV,2002,11415.402766439944
Croatia,HRV,2003,12652.921888667124
Croatia,HRV,2004,11884.905241729017
Croatia,HRV,2005,12250.45868297853
Croatia,HRV,2006,12462.149767982157
Croatia,HRV,2007,12793.739678131591
Croatia,HRV,2008,12160.047431927409
Croatia,HRV,2009,11926.114162688322
Croatia,HRV,2010,10140.45235750231
Croatia,HRV,2011,9685.93498938326
Croatia,HRV,2012,8782.608415116389
Croatia,HRV,2013,8497.591797028292
Croatia,HRV,2014,8929.832158106205
Croatia,HRV,2015,9309.771073602646
Croatia,HRV,2016,9338.328574114992
Croatia,HRV,2017,10042.558226086541
Croatia,HRV,2018,10278.452595878247
Cyprus,CYP,1965,8055.508710722893
Cyprus,CYP,1966,9125.867524512822
Cyprus,CYP,1967,9792.309183891712
Cyprus,CYP,1968,10747.912478612043
Cyprus,CYP,1969,12524.41190537954
Cyprus,CYP,1970,13037.181055504887
Cyprus,CYP,1971,15376.02970457327
Cyprus,CYP,1972,17097.17179339172
Cyprus,CYP,1973,18140.425630188976
Cyprus,CYP,1974,15908.230784797506
Cyprus,CYP,1975,13123.430772738462
Cyprus,CYP,1976,13180.94139743161
Cyprus,CYP,1977,14710.185610255254
Cyprus,CYP,1978,14924.940973239229
Cyprus,CYP,1979,14989.460784264707
Cyprus,CYP,1980,15005.350366642338
Cyprus,CYP,1981,14305.070550827288
Cyprus,CYP,1982,17071.953683078038
Cyprus,CYP,1983,17911.642254063405
Cyprus,CYP,1984,18069.468317965613
Cyprus,CYP,1985,17732.655858323862
Cyprus,CYP,1986,18933.326316685394
Cyprus,CYP,1987,21955.180192876902
Cyprus,CYP,1988,23092.41282191576
Cyprus,CYP,1989,23376.94074950732
Cyprus,CYP,1990,24204.83160179922
Cyprus,CYP,1991,24251.349517752238
Cyprus,CYP,1992,27255.16854073658
Cyprus,CYP,1993,27931.71889930403
Cyprus,CYP,1994,27020.16759497014
Cyprus,CYP,1995,28054.10883352047
Cyprus,CYP,1996,27997.50032295533
Cyprus,CYP,1997,28022.158002514032
Cyprus,CYP,1998,30015.165630396044
Cyprus,CYP,1999,30887.212623066956
Cyprus,CYP,2000,31646.262221081655
Cyprus,CYP,2001,31242.98206334375
Cyprus,CYP,2002,30372.790569140234
Cyprus,CYP,2003,31767.183654225355
Cyprus,CYP,2004,30410.364407069315
Cyprus,CYP,2005,33539.32770819066
Cyprus,CYP,2006,32558.909606816444
Cyprus,CYP,2007,32574.508666879698
Cyprus,CYP,2008,32879.12893068392
Cyprus,CYP,2009,31691.391927340617
Cyprus,CYP,2010,30275.61944501348
Cyprus,CYP,2011,29450.128399848894
Cyprus,CYP,2012,27202.629461577093
Cyprus,CYP,2013,23917.46405934441
Cyprus,CYP,2014,23769.7188424566
Cyprus,CYP,2015,24154.77252176572
Cyprus,CYP,2016,26126.62029155556
Cyprus,CYP,2017,26589.216957669494
Cyprus,CYP,2018,26075.11977019344
Czech Republic,CZE,1965,4795.3202749954135
Czech Republic,CZE,1966,5288.868581468283
Czech Republic,CZE,1967,5887.657210111031
Czech Republic,CZE,1968,6508.987476593598
Czech Republic,CZE,1969,6985.510765496176
Czech Republic,CZE,1970,8385.481145455287
Czech Republic,CZE,1971,9204.804452529706
Czech Republic,CZE,1972,10026.389815424125
Czech Republic,CZE,1973,11209.964502803137
Czech Republic,CZE,1974,11424.113786912161
Czech Republic,CZE,1975,12526.779044349554
Czech Republic,CZE,1976,13155.547308702518
Czech Republic,CZE,1977,13674.276435074993
Czech Republic,CZE,1978,14065.426344772484
Czech Republic,CZE,1979,14224.340194269926
Czech Republic,CZE,1980,13184.417095371535
Czech Republic,CZE,1981,12980.181360775612
Czech Republic,CZE,1982,11890.368927998072
Czech Republic,CZE,1983,11654.73923625652
Czech Republic,CZE,1984,12404.823732172905
Czech Republic,CZE,1985,12183.507217036104
Czech Republic,CZE,1986,11706.040694664473
Czech Republic,CZE,1987,11753.08347594655
Czech Republic,CZE,1988,11292.412080311684
Czech Republic,CZE,1989,10779.476452402285
Czech Republic,CZE,1990,9730.7457643255
Czech Republic,CZE,1991,8137.529641048714
Czech Republic,CZE,1992,7795.279870937893
Czech Republic,CZE,1993,7890.108064532292
Czech Republic,CZE,1994,8162.175197063026
Czech Republic,CZE,1995,9211.344236875846
Czech Republic,CZE,1996,9656.40241551401
Czech Republic,CZE,1997,9234.136894661444
Czech Republic,CZE,1998,9547.938233797346
Czech Republic,CZE,1999,9532.185188354359
Czech Republic,CZE,2000,9256.926734597144
Czech Republic,CZE,2001,9788.289061458478
Czech Republic,CZE,2002,9520.97902347152
Czech Republic,CZE,2003,10192.068805916595
Czech Republic,CZE,2004,11183.383033948627
Czech Republic,CZE,2005,11619.541661844414
Czech Republic,CZE,2006,11434.50833865424
Czech Republic,CZE,2007,11290.337047219542
Czech Republic,CZE,2008,11407.900400690649
Czech Republic,CZE,2009,11078.407545215483
Czech Republic,CZE,2010,10476.429117696687
Czech Republic,CZE,2011,10655.653375503929
Czech Republic,CZE,2012,10479.164532650035
Czech Republic,CZE,2013,10030.003556311514
Czech Republic,CZE,2014,10629.363129104902
Czech Republic,CZE,2015,10399.860512456373
Czech Republic,CZE,2016,9701.059069926549
Czech Republic,CZE,2017,11346.361448266141
Czech Republic,CZE,2018,11590.514078276768
Denmark,DNK,1965,25866.69029432773
Denmark,DNK,1966,29240.55566893244
Denmark,DNK,1967,30694.63197297186
Denmark,DNK,1968,33130.288743937526
Denmark,DNK,1969,39564.51493457849
Denmark,DNK,1970,43723.29868687893
Denmark,DNK,1971,42895.216093651754
Denmark,DNK,1972,45119.51283678621
Denmark,DNK,1973,41503.015295056815
Denmark,DNK,1974,37396.16478036104
Denmark,DNK,1975,36800.23657337547
Denmark,DNK,1976,39016.0069617595
Denmark,DNK,1977,38842.901259623315
Denmark,DNK,1978,38653.84628225049
Denmark,DNK,1979,36909.11224471577
Denmark,DNK,1980,31485.415574219365
Denmark,DNK,1981,29652.164880624394
Denmark,DNK,1982,25554.928808003126
Denmark,DNK,1983,24189.97173433594
Denmark,DNK,1984,23931.999176896014
Denmark,DNK,1985,24672.939638658587
Denmark,DNK,1986,24342.365810811345
Denmark,DNK,1987,22412.545057723277
Denmark,DNK,1988,22256.632119818434
Denmark,DNK,1989,21396.318387518517
Denmark,DNK,1990,20914.499989632368
Denmark,DNK,1991,21161.36270079147
Denmark,DNK,1992,20903.681736809747
Denmark,DNK,1993,21804.831706825276
Denmark,DNK,1994,23108.441125235076
Denmark,DNK,1995,23959.424177393466
Denmark,DNK,1996,25893.18129777355
Denmark,DNK,1997,24872.932132474427
Denmark,DNK,1998,23962.219290283017
Denmark,DNK,1999,23683.30326371665
Denmark,DNK,2000,22942.273038064035
Denmark,DNK,2001,21934.65431646137
Denmark,DNK,2002,21167.59853712451
Denmark,DNK,2003,20417.359126144423
Denmark,DNK,2004,19997.03647184712
Denmark,DNK,2005,20116.36876992992
Denmark,DNK,2006,20424.07219069067
Denmark,DNK,2007,20455.39786014625
Denmark,DNK,2008,19952.361407779194
Denmark,DNK,2009,17864.40125572747
Denmark,DNK,2010,18010.585876475245
Denmark,DNK,2011,17614.693700793483
Denmark,DNK,2012,16497.50367407414
Denmark,DNK,2013,16356.012226722243
Denmark,DNK,2014,16374.122357272247
Denmark,DNK,2015,16468.521815297947
Denmark,DNK,2016,16132.910480635619
Denmark,DNK,2017,16005.433446441031
Denmark,DNK,2018,16017.607134509737
Ecuador,ECU,1965,1510.419051235698
Ecuador,ECU,1966,1531.718734913873
Ecuador,ECU,1967,1606.3210938758994
Ecuador,ECU,1968,1864.129645638428
Ecuador,ECU,1969,1915.699887499576
Ecuador,ECU,1970,2121.8725855462185
Ecuador,ECU,1971,2278.290424323676
Ecuador,ECU,1972,2275.86738082439
Ecuador,ECU,1973,2461.703493758125
Ecuador,ECU,1974,2726.1922028796125
Ecuador,ECU,1975,2594.7330248427224
Ecuador,ECU,1976,2853.3582597607124
Ecuador,ECU,1977,3466.201997969935
Ecuador,ECU,1978,3451.95624118966
Ecuador,ECU,1979,3580.872765747688
Ecuador,ECU,1980,4471.918471293027
Ecuador,ECU,1981,4872.921851402782
Ecuador,ECU,1982,5188.4806627839225
Ecuador,ECU,1983,4634.160031715943
Ecuador,ECU,1984,4542.844874652267
Ecuador,ECU,1985,5448.820562658285
Ecuador,ECU,1986,5396.383118908739
Ecuador,ECU,1987,5317.236458018274
Ecuador,ECU,1988,5008.7285599784755
Ecuador,ECU,1989,5060.416082706165
Ecuador,ECU,1990,4925.999169248364
Ecuador,ECU,1991,5438.862999780367
Ecuador,ECU,1992,5151.249041168347
Ecuador,ECU,1993,5262.6060076744825
Ecuador,ECU,1994,5607.279498253034
Ecuador,ECU,1995,5320.004874054998
Ecuador,ECU,1996,5835.806725883107
Ecuador,ECU,1997,6542.238283013974
Ecuador,ECU,1998,6531.3687127578305
Ecuador,ECU,1999,5802.332288432728
Ecuador,ECU,2000,6058.546206258183
Ecuador,ECU,2001,6146.730438742548
Ecuador,ECU,2002,5993.845117961653
Ecuador,ECU,2003,6011.89281548392
Ecuador,ECU,2004,6420.106634904386
Ecuador,ECU,2005,6881.3372415413
Ecuador,ECU,2006,7172.437663450459
Ecuador,ECU,2007,7169.543753175492
Ecuador,ECU,2008,7264.72813461819
Ecuador,ECU,2009,7269.064752323678
Ecuador,ECU,2010,8272.212742015856
Ecuador,ECU,2011,8352.88440963002
Ecuador,ECU,2012,8518.980945023912
Ecuador,ECU,2013,8892.522595906286
Ecuador,ECU,2014,9224.822971664998
Ecuador,ECU,2015,8808.748379860597
Ecuador,ECU,2016,8140.801787168759
Ecuador,ECU,2017,7819.109245933871
Ecuador,ECU,2018,8313.39054919808
Egypt,EGY,1965,2674.5241094423823
Egypt,EGY,1966,2795.9534506962673
Egypt,EGY,1967,2224.869330034002
Egypt,EGY,1968,2268.7110981874584
Egypt,EGY,1969,1643.1375215503074
Egypt,EGY,1970,2076.430466303819
Egypt,EGY,1971,2097.808063450668
Egypt,EGY,1972,2344.7466045508686
Egypt,EGY,1973,2156.598541487926
Egypt,EGY,1974,2331.042992593349
Egypt,EGY,1975,2516.61035307816
Egypt,EGY,1976,2906.3458091578523
Egypt,EGY,1977,3034.2293848946197
Egypt,EGY,1978,3069.5331350954557
Egypt,EGY,1979,3287.185642108501
Egypt,EGY,1980,3593.9311318871364
Egypt,EGY,1981,4035.1034218220725
Egypt,EGY,1982,4474.17321893981
Egypt,EGY,1983,4801.861962913029
Egypt,EGY,1984,5039.565985990953
Egypt,EGY,1985,4987.677705933941
Egypt,EGY,1986,4876.943149715426
Egypt,EGY,1987,4931.858106387522
Egypt,EGY,1988,4876.875342195547
Egypt,EGY,1989,4943.441247259487
Egypt,EGY,1990,4997.62080781879
Egypt,EGY,1991,4802.212644571181
Egypt,EGY,1992,4571.9529344231005
Egypt,EGY,1993,4268.207801446201
Egypt,EGY,1994,4156.175822553032
Egypt,EGY,1995,4417.568376683673
Egypt,EGY,1996,4576.78014530518
Egypt,EGY,1997,4735.965685868829
Egypt,EGY,1998,4885.374362995469
Egypt,EGY,1999,4884.237012948042
Egypt,EGY,2000,4695.762198740411
Egypt,EGY,2001,4428.12826584608
Egypt,EGY,2002,4212.954014503743
Egypt,EGY,2003,4248.839695707577
Egypt,EGY,2004,4312.56841024241
Egypt,EGY,2005,4699.475303389651
Egypt,EGY,2006,4451.987211890887
Egypt,EGY,2007,4665.78249548011
Egypt,EGY,2008,4903.3634955359385
Egypt,EGY,2009,5071.591033150921
Egypt,EGY,2010,5253.147131316683
Egypt,EGY,2011,4792.607879111312
Egypt,EGY,2012,4906.355541843513
Egypt,EGY,2013,4848.676300131215
Egypt,EGY,2014,5080.116339560963
Egypt,EGY,2015,5165.9879776943635
Egypt,EGY,2016,5189.933179214798
Egypt,EGY,2017,4730.80989434692
Egypt,EGY,2018,4338.142350116842
Estonia,EST,1985,26574.29381142576
Estonia,EST,1986,26048.81372994792
Estonia,EST,1987,26054.0264049323
Estonia,EST,1988,26060.296035671356
Estonia,EST,1989,26773.36887975796
Estonia,EST,1990,26455.886338121403
Estonia,EST,1991,23519.80622879199
Estonia,EST,1992,12980.106651439844
Estonia,EST,1993,14186.779983158605
Estonia,EST,1994,13420.459085978038
Estonia,EST,1995,10793.187754333567
Estonia,EST,1996,11651.000040028208
Estonia,EST,1997,11630.525807971635
Estonia,EST,1998,11614.827523506403
Estonia,EST,1999,10543.266657350428
Estonia,EST,2000,9689.129736097213
Estonia,EST,2001,10971.50941670977
Estonia,EST,2002,12109.591868517713
Estonia,EST,2003,11783.612326554989
Estonia,EST,2004,12161.988429765399
Estonia,EST,2005,12345.34435244838
Estonia,EST,2006,12976.467138161603
Estonia,EST,2007,13919.474617782738
Estonia,EST,2008,13322.957298089554
Estonia,EST,2009,11948.240255808383
Estonia,EST,2010,12517.443887770269
Estonia,EST,2011,12114.022857243976
Estonia,EST,2012,14308.226153628118
Estonia,EST,2013,14145.809509105384
Estonia,EST,2014,13235.776343700609
Estonia,EST,2015,13131.729463292775
Estonia,EST,2016,12831.53914430524
Estonia,EST,2017,13329.726025390448
Estonia,EST,2018,13208.492307543462
Europe,,1965,7846.097502299746
Europe,,1966,8545.38401873532
Europe,,1967,9210.123754252816
Europe,,1968,10061.001504811562
Europe,,1969,11132.564723286147
Europe,,1970,12263.267479971533
Europe,,1971,12788.164926584132
Europe,,1972,13602.05329248771
Europe,,1973,14487.263647688014
Europe,,1974,13558.12728713971
Europe,,1975,13015.894310336853
Europe,,1976,13829.474045505773
Europe,,1977,13639.102445596234
Europe,,1978,14260.036788109192
Europe,,1979,14517.74169956905
Europe,,1980,13479.189949619229
Europe,,1981,12506.66752238505
Europe,,1982,11850.843407630868
Europe,,1983,11476.97535015653
Europe,,1984,11499.75557924671
Europe,,1985,12812.919264485914
Europe,,1986,13154.579586497499
Europe,,1987,13162.782964810112
Europe,,1988,13176.833219355449
Europe,,1989,13084.635050193303
Europe,,1990,13263.305613318977
Europe,,1991,13044.159394704582
Europe,,1992,12790.58646559535
Europe,,1993,12390.815925346848
Europe,,1994,12308.763128641367
Europe,,1995,12505.740014310766
Europe,,1996,12733.18001576881
Europe,,1997,12788.130965637789
Europe,,1998,13099.790649062237
Europe,,1999,12970.025139176934
Europe,,2000,12826.274613203366
Europe,,2001,13032.659240728362
Europe,,2002,12972.951227367856
Europe,,2003,13038.254672690211
Europe,,2004,13155.967423763677
Europe,,2005,13237.271745725971
Europe,,2006,13297.172680119993
Europe,,2007,13049.211144423662
Europe,,2008,12957.035018297938
Europe,,2009,12340.564559870198
Europe,,2010,12184.209784686958
Europe,,2011,11830.220326419885
Europe,,2012,11437.061162534455
Europe,,2013,11194.447001776873
Europe,,2014,10970.443270197127
Europe,,2015,11201.414779790948
Europe,,2016,11459.065757808705
Europe,,2017,11641.669798077683
Europe,,2018,11560.727715848845
Finland,FIN,1965,14770.296017299192
Finland,FIN,1966,17870.47951593102
Finland,FIN,1967,18690.911962926566
Finland,FIN,1968,21163.845292479324
Finland,FIN,1969,24542.97085113888
Finland,FIN,1970,27532.077302818736
Finland,FIN,1971,28390.343608446754
Finland,FIN,1972,30070.936787873576
Finland,FIN,1973,33467.86083754011
Finland,FIN,1974,29016.1468045116
Finland,FIN,1975,29876.91272608604
Finland,FIN,1976,31952.66401377271
Finland,FIN,1977,31227.669121065937
Finland,FIN,1978,31339.145485687266
Finland,FIN,1979,33092.18757784532
Finland,FIN,1980,31752.11866296993
Finland,FIN,1981,30232.556071954266
Finland,FIN,1982,27838.692225315408
Finland,FIN,1983,25710.769854874536
Finland,FIN,1984,25931.626088379704
Finland,FIN,1985,26076.87288753818
Finland,FIN,1986,27201.795083427995
Finland,FIN,1987,27001.162337201786
Finland,FIN,1988,26582.73129826648
Finland,FIN,1989,26458.402823387587
Finland,FIN,1990,27191.089821216978
Finland,FIN,1991,26737.58503566448
Finland,FIN,1992,26209.54721034688
Finland,FIN,1993,25070.781713426655
Finland,FIN,1994,25872.78158479498
Finland,FIN,1995,23541.1441289119
Finland,FIN,1996,24363.91667948219
Finland,FIN,1997,23981.813895788044
Finland,FIN,1998,25079.641713768397
Finland,FIN,1999,25214.85531068393
Finland,FIN,2000,25204.161903161144
Finland,FIN,2001,24681.38447042308
Finland,FIN,2002,25506.260231306347
Finland,FIN,2003,26352.18282026019
Finland,FIN,2004,24514.045395097295
Finland,FIN,2005,25275.70536371934
Finland,FIN,2006,24322.07731955657
Finland,FIN,2007,24495.70115394489
Finland,FIN,2008,24007.84579881557
Finland,FIN,2009,22567.610758442534
Finland,FIN,2010,23531.62708099143
Finland,FIN,2011,22310.692511317255
Finland,FIN,2012,21260.999563108035
Finland,FIN,2013,22221.78754791322
Finland,FIN,2014,21394.646261893424
Finland,FIN,2015,21229.037971027185
Finland,FIN,2016,22205.57055562023
Finland,FIN,2017,21652.09613322446
Finland,FIN,2018,22632.29324982799
France,FRA,1965,13073.65450295403
France,FRA,1966,13875.307659324033
France,FRA,1967,15806.126198638498
France,FRA,1968,17000.132810950527
France,FRA,1969,19502.40170049219
France,FRA,1970,21990.60110853952
France,FRA,1971,23781.80695588609
France,FRA,1972,26195.046951544413
France,FRA,1973,28973.174159234324
France,FRA,1974,27331.354085413604
France,FRA,1975,24822.545450530473
France,FRA,1976,26709.657691989658
France,FRA,1977,25537.378735777784
France,FRA,1978,26506.42164155888
France,FRA,1979,26262.506022260757
France,FRA,1980,24300.394090851714
France,FRA,1981,21835.09502594187
France,FRA,1982,20120.907686012397
France,FRA,1983,19536.743813550984
France,FRA,1984,18737.484141666515
France,FRA,1985,18330.332027231925
France,FRA,1986,18602.296961650918
France,FRA,1987,18630.265441090298
France,FRA,1988,18423.195671711863
France,FRA,1989,18822.670156178643
France,FRA,1990,19017.200721880465
France,FRA,1991,20051.86601214113
France,FRA,1992,19941.27006847079
France,FRA,1993,19152.495594237407
France,FRA,1994,18467.04135653359
France,FRA,1995,18561.20999213176
France,FRA,1996,18898.762301192855
France,FRA,1997,18986.736352403772
France,FRA,1998,19589.860760060914
France,FRA,1999,19778.74654599687
France,FRA,2000,19378.096655931542
France,FRA,2001,19352.308754637615
France,FRA,2002,18692.37070944267
France,FRA,2003,18578.284077980814
France,FRA,2004,18611.992965389305
France,FRA,2005,18285.031545338676
France,FRA,2006,18148.341148848136
France,FRA,2007,17757.63042322973
France,FRA,2008,17530.464612951502
France,FRA,2009,16794.683084794462
France,FRA,2010,16139.639295138362
France,FRA,2011,15717.921387542312
France,FRA,2012,15177.10405377887
France,FRA,2013,14917.259089398065
France,FRA,2014,14418.316533956444
France,FRA,2015,14299.336243222193
France,FRA,2016,14156.389624440219
France,FRA,2017,14179.162885347687
France,FRA,2018,14112.796251959502
Germany,DEU,1965,13383.117542063785
Germany,DEU,1966,14863.735402406928
Germany,DEU,1967,15349.892311219412
Germany,DEU,1968,17099.216840597586
Germany,DEU,1969,19127.556953540075
Germany,DEU,1970,20922.781648540305
Germany,DEU,1971,21735.394915065364
Germany,DEU,1972,22912.174973891662
Germany,DEU,1973,24415.294248315004
Germany,DEU,1974,22158.462051856546
Germany,DEU,1975,21537.106423899262
Germany,DEU,1976,23291.52571153309
Germany,DEU,1977,23032.591428507887
Germany,DEU,1978,24057.29767391249
Germany,DEU,1979,24859.799969389842
Germany,DEU,1980,22538.020168810603
Germany,DEU,1981,20502.18163480053
Germany,DEU,1982,19426.861052703847
Germany,DEU,1983,19061.95316042176
Germany,DEU,1984,19020.58392894107
Germany,DEU,1985,19599.71768255419
Germany,DEU,1986,20618.21297438501
Germany,DEU,1987,20021.63420702164
Germany,DEU,1988,19958.536898541653
Germany,DEU,1989,18667.467490045772
Germany,DEU,1990,19446.11525709009
Germany,DEU,1991,20223.857256318326
Germany,DEU,1992,20280.821658442033
Germany,DEU,1993,20476.85604774398
Germany,DEU,1994,20193.60877407742
Germany,DEU,1995,20108.098400202125
Germany,DEU,1996,20406.522368218484
Germany,DEU,1997,20270.641667993463
Germany,DEU,1998,20293.111607803155
Germany,DEU,1999,19691.2832874186
Germany,DEU,2000,19329.579343128462
Germany,DEU,2001,19583.822650232032
Germany,DEU,2002,18941.643254357023
Germany,DEU,2003,18590.10035355454
Germany,DEU,2004,18413.4856076599
Germany,DEU,2005,18189.489327144838
Germany,DEU,2006,18367.227038626766
Germany,DEU,2007,16776.21012337902
Germany,DEU,2008,17745.156992339573
Germany,DEU,2009,17059.27299402967
Germany,DEU,2010,17193.087195553468
Germany,DEU,2011,16654.613227095084
Germany,DEU,2012,16559.86885542094
Germany,DEU,2013,16828.938523788405
Germany,DEU,2014,16349.393801006752
Germany,DEU,2015,16234.966193661588
Germany,DEU,2016,16481.163544832958
Germany,DEU,2017,16742.647981586782
Germany,DEU,2018,15837.158152422888
Greece,GRC,1965,6183.253818115685
Greece,GRC,1966,6722.8014661813895
Greece,GRC,1967,7869.70359018879
Greece,GRC,1968,8016.461113374957
Greece,GRC,1969,8485.505604364987
Greece,GRC,1970,9137.513208925438
Greece,GRC,1971,10032.968910988873
Greece,GRC,1972,11545.665874732764
Greece,GRC,1973,13339.39008248869
Greece,GRC,1974,12407.450106777667
Greece,GRC,1975,13007.328165575773
Greece,GRC,1976,13672.88219546401
Greece,GRC,1977,13737.544781728797
Greece,GRC,1978,14744.561193843863
Greece,GRC,1979,15387.29066854771
Greece,GRC,1980,15058.978822758909
Greece,GRC,1981,14489.915986615226
Greece,GRC,1982,14444.29893453098
Greece,GRC,1983,13771.196292546394
Greece,GRC,1984,14034.190673850344
Greece,GRC,1985,14193.577693669744
Greece,GRC,1986,14336.697790284574
Greece,GRC,1987,15507.776895893408
Greece,GRC,1988,15946.259389327792
Greece,GRC,1989,17472.662440537613
Greece,GRC,1990,18693.152196450224
Greece,GRC,1991,18740.85158148328
Greece,GRC,1992,18845.25466753359
Greece,GRC,1993,19093.449249800648
Greece,GRC,1994,19341.748466566467
Greece,GRC,1995,19987.183777721944
Greece,GRC,1996,20648.571820144018
Greece,GRC,1997,20677.317080992118
Greece,GRC,1998,21530.709633427534
Greece,GRC,1999,20890.536639880305
Greece,GRC,2000,21715.877606325575
Greece,GRC,2001,21955.415968448
Greece,GRC,2002,22085.020621570384
Greece,GRC,2003,22903.422769444693
Greece,GRC,2004,22489.41042307076
Greece,GRC,2005,22716.97285850334
Greece,GRC,2006,24051.54832262852
Greece,GRC,2007,24454.910544604318
Greece,GRC,2008,23389.73283961957
Greece,GRC,2009,22262.34656152021
Greece,GRC,2010,20393.82760235121
Greece,GRC,2011,19362.36306185243
Greece,GRC,2012,17218.14529119748
Greece,GRC,2013,16276.904368718
Greece,GRC,2014,16189.81548588917
Greece,GRC,2015,16804.09042517824
Greece,GRC,2016,16921.94970668865
Greece,GRC,2017,17572.699424713788
Greece,GRC,2018,17630.10817323703
Hong Kong,HKG,1965,7173.787688805885
Hong Kong,HKG,1966,7696.853353448957
Hong Kong,HKG,1967,9021.86315554207
Hong Kong,HKG,1968,9645.870750110722
Hong Kong,HKG,1969,11217.908887535734
Hong Kong,HKG,1970,11882.942483515199
Hong Kong,HKG,1971,12326.430123277978
Hong Kong,HKG,1972,13840.689272851034
Hong Kong,HKG,1973,14145.782222426944
Hong Kong,HKG,1974,14213.931222715119
Hong Kong,HKG,1975,13080.853726583513
Hong Kong,HKG,1976,15024.950044993064
Hong Kong,HKG,1977,15733.390979717617
Hong Kong,HKG,1978,15836.488736746256
Hong Kong,HKG,1979,15743.033958402868
Hong Kong,HKG,1980,15685.47226289587
Hong Kong,HKG,1981,16291.661023690667
Hong Kong,HKG,1982,15607.245727941876
Hong Kong,HKG,1983,13692.389948317104
Hong Kong,HKG,1984,12509.610800735409
Hong Kong,HKG,1985,11587.126494441081
Hong Kong,HKG,1986,11143.381050861719
Hong Kong,HKG,1987,10746.591084162856
Hong Kong,HKG,1988,12123.396017282706
Hong Kong,HKG,1989,12725.235170432166
Hong Kong,HKG,1990,13178.383913021997
Hong Kong,HKG,1991,13012.074951655171
Hong Kong,HKG,1992,16516.497538109124
Hong Kong,HKG,1993,17019.914810851893
Hong Kong,HKG,1994,17941.964212653333
Hong Kong,HKG,1995,18939.091514710715
Hong Kong,HKG,1996,18251.96442722438
Hong Kong,HKG,1997,17738.14682485397
Hong Kong,HKG,1998,16708.726733023224
Hong Kong,HKG,1999,17492.10462950782
Hong Kong,HKG,2000,17997.071399409626
Hong Kong,HKG,2001,21205.58027012753
Hong Kong,HKG,2002,23047.803882318716
Hong Kong,HKG,2003,23114.13825207435
Hong Kong,HKG,2004,27140.039585070426
Hong Kong,HKG,2005,24388.403790635155
Hong Kong,HKG,2006,26236.326039076743
Hong Kong,HKG,2007,27963.40184552632
Hong Kong,HKG,2008,25188.679030703286
Hong Kong,HKG,2009,28402.146946194945
Hong Kong,HKG,2010,30531.73962456216
Hong Kong,HKG,2011,30604.360883987447
Hong Kong,HKG,2012,29118.415811565206
Hong Kong,HKG,2013,29586.24769633235
Hong Kong,HKG,2014,27868.021615473022
