Entity,Code,Year,HRV Transparency index
Indonesia,IDN,1983,0.5227
Indonesia,IDN,1984,0.5528
Indonesia,IDN,1985,0.9153
Indonesia,IDN,1986,1.0018
Indonesia,IDN,1987,1.0072
Indonesia,IDN,1988,1.4304
Indonesia,IDN,1989,1.6323
Indonesia,IDN,1990,1.4649
Indonesia,IDN,1991,1.4507
Indonesia,IDN,1992,1.5727
Indonesia,IDN,1993,1.4509
Indonesia,IDN,1994,1.0247
Indonesia,IDN,1995,0.9492
Indonesia,IDN,1996,1.0886
Indonesia,IDN,1997,1.0003
Indonesia,IDN,1998,0.8769
Indonesia,IDN,1999,0.9217
Indonesia,IDN,2000,1.1464
Indonesia,IDN,2001,1.8184
Indonesia,IDN,2002,2.7201
Indonesia,IDN,2003,3.2015
Indonesia,IDN,2004,3.6289
Indonesia,IDN,2005,3.8243
Indonesia,IDN,2006,3.7588
Indonesia,IDN,2007,3.5719
Indonesia,IDN,2008,3.1243
Indonesia,IDN,2009,2.9974
Indonesia,IDN,2010,2.5132
Iran,IRN,1980,-0.2209
Iran,IRN,1981,-0.6606
Iran,IRN,1982,-0.6635
Iran,IRN,1983,-0.6624
Iran,IRN,1984,-0.6668
Iran,IRN,1985,-0.6656
Iran,IRN,1986,-0.6602
Iran,IRN,1987,-0.6613
Iran,IRN,1988,-0.6562
Iran,IRN,1989,-0.0625
Iran,IRN,1990,-0.0258
Iran,IRN,1991,-0.6674
Iran,IRN,1992,-0.6681
Iran,IRN,1993,0.0353
Iran,IRN,1994,0.1651
Iran,IRN,1995,0.1431
Iran,IRN,1996,0.6343
Iran,IRN,1997,0.7451
Iran,IRN,1998,0.7211
Iran,IRN,1999,0.7948
Iran,IRN,2000,0.5767
Iran,IRN,2001,-0.829
Iran,IRN,2002,-0.8328
Iran,IRN,2003,-0.8333
Iran,IRN,2004,-0.8321
Iran,IRN,2005,-0.8263
Iran,IRN,2006,-0.8277
Iran,IRN,2007,-0.8311
Iran,IRN,2008,-0.8546
Iran,IRN,2009,-0.8799
Iran,IRN,2010,-0.908
Iraq,IRQ,1980,-0.911
Iraq,IRQ,1981,-0.9296
Iraq,IRQ,1982,-0.9331
Iraq,IRQ,1983,-0.9291
Iraq,IRQ,1984,-0.9358
Iraq,IRQ,1985,-0.929
Iraq,IRQ,1986,-0.9316
Iraq,IRQ,1987,-0.9307
Iraq,IRQ,1988,-0.9315
Iraq,IRQ,1989,-0.9347
Iraq,IRQ,1990,-1.0562
Iraq,IRQ,1991,-1.088
Iraq,IRQ,1992,-1.0993
Iraq,IRQ,1993,-1.0762
Iraq,IRQ,1994,-1.0976
Iraq,IRQ,1995,-1.1077
Iraq,IRQ,1996,-1.0715
Iraq,IRQ,1997,-0.9567
Iraq,IRQ,1998,-0.9434
Iraq,IRQ,1999,-0.9239
Iraq,IRQ,2000,-0.8792
Iraq,IRQ,2001,-0.8822
Iraq,IRQ,2002,-0.8833
Iraq,IRQ,2003,-0.9731
Iraq,IRQ,2004,-0.8616
Iraq,IRQ,2005,-0.6303
Iraq,IRQ,2006,-0.6082
Iraq,IRQ,2007,-0.5948
Iraq,IRQ,2008,-0.6041
Iraq,IRQ,2009,-0.6238
Iraq,IRQ,2010,-0.6349
Ireland,IRL,1980,0.5234
Ireland,IRL,1981,0.8029
Ireland,IRL,1982,1.0078
Ireland,IRL,1983,2.1056
Ireland,IRL,1984,2.5439
Ireland,IRL,1985,2.6601
Ireland,IRL,1986,2.7804
Ireland,IRL,1987,2.8587
Ireland,IRL,1988,3.1227
Ireland,IRL,1989,3.2622
Ireland,IRL,1990,3.551
Ireland,IRL,1991,3.6924
Ireland,IRL,1992,3.7466
Ireland,IRL,1993,3.8331
Ireland,IRL,1994,4.0097
Ireland,IRL,1995,4.2225
Ireland,IRL,1996,4.2783
Ireland,IRL,1997,4.2234
Ireland,IRL,1998,4.4361
Ireland,IRL,1999,4.6263
Ireland,IRL,2000,4.6223
Ireland,IRL,2001,4.9971
Ireland,IRL,2002,5.4741
Ireland,IRL,2003,5.7172
Ireland,IRL,2004,5.935
Ireland,IRL,2005,5.9335
Ireland,IRL,2006,5.7097
Ireland,IRL,2007,5.498
Ireland,IRL,2008,5.1805
Ireland,IRL,2009,4.5584
Ireland,IRL,2010,3.9668
Israel,ISR,1980,0.1955
Israel,ISR,1981,0.2861
Israel,ISR,1982,0.291
Israel,ISR,1983,0.3646
Israel,ISR,1984,0.3667
Israel,ISR,1985,0.3476
Israel,ISR,1986,0.3627
Israel,ISR,1987,0.3602
Israel,ISR,1988,0.3752
Israel,ISR,1989,0.37
Israel,ISR,1990,0.3927
Israel,ISR,1991,0.3889
Israel,ISR,1992,0.3771
Israel,ISR,1993,0.4194
Israel,ISR,1994,0.595
Israel,ISR,1995,2.2306
Israel,ISR,1996,2.7498
Israel,ISR,1997,3.0317
Israel,ISR,1998,3.3053
Israel,ISR,1999,3.6757
Israel,ISR,2000,3.8719
Israel,ISR,2001,4.0584
Israel,ISR,2002,4.0827
Israel,ISR,2003,4.1159
Israel,ISR,2004,4.0898
Israel,ISR,2005,4.0802
Israel,ISR,2006,3.9766
Israel,ISR,2007,3.6938
Israel,ISR,2008,3.006
Israel,ISR,2009,2.2778
Israel,ISR,2010,1.2419
Italy,ITA,1980,1.1265
Italy,ITA,1981,1.8665
Italy,ITA,1982,2.3367
Italy,ITA,1983,3.6065
Italy,ITA,1984,4.1307
Italy,ITA,1985,4.399
Italy,ITA,1986,4.3141
Italy,ITA,1987,4.1678
Italy,ITA,1988,4.3152
Italy,ITA,1989,4.1725
Italy,ITA,1990,4.318
Italy,ITA,1991,4.6033
Italy,ITA,1992,5.2432
Italy,ITA,1993,5.9379
Italy,ITA,1994,6.2797
Italy,ITA,1995,6.3574
Italy,ITA,1996,6.3926
Italy,ITA,1997,6.1281
Italy,ITA,1998,6.5232
Italy,ITA,1999,7.3043
Italy,ITA,2000,7.7814
Italy,ITA,2001,7.7122
Italy,ITA,2002,7.4661
Italy,ITA,2003,7.0594
Italy,ITA,2004,7.2048
Italy,ITA,2005,7.2247
Italy,ITA,2006,7.1612
Italy,ITA,2007,6.9109
Italy,ITA,2008,6.384
Italy,ITA,2009,5.5118
Italy,ITA,2010,4.8301
Jamaica,JAM,1980,-0.1144
Jamaica,JAM,1981,-0.0455
Jamaica,JAM,1982,-0.0719
Jamaica,JAM,1983,-0.0414
Jamaica,JAM,1984,-0.0293
Jamaica,JAM,1985,0.0456
Jamaica,JAM,1986,0.0594
Jamaica,JAM,1987,0.0555
Jamaica,JAM,1988,0.0655
Jamaica,JAM,1989,0.0845
Jamaica,JAM,1990,0.1158
Jamaica,JAM,1991,0.3135
Jamaica,JAM,1992,0.5313
Jamaica,JAM,1993,0.6648
Jamaica,JAM,1994,0.6369
Jamaica,JAM,1995,0.6273
Jamaica,JAM,1996,0.5584
Jamaica,JAM,1997,0.5349
Jamaica,JAM,1998,0.4916
Jamaica,JAM,1999,0.6251
Jamaica,JAM,2000,0.9752
Jamaica,JAM,2001,0.7466
Jamaica,JAM,2002,0.6587
Jamaica,JAM,2003,0.567
Jamaica,JAM,2004,0.5403
Jamaica,JAM,2005,0.4803
Jamaica,JAM,2006,0.3755
Jamaica,JAM,2007,0.4571
Jamaica,JAM,2008,0.3997
Jamaica,JAM,2009,0.1762
Jamaica,JAM,2010,-0.0487
Japan,JPN,1980,1.6603
Japan,JPN,1981,3.012
Japan,JPN,1982,3.2831
Japan,JPN,1983,3.2848
Japan,JPN,1984,2.6908
Japan,JPN,1985,-0.6859
Japan,JPN,1986,-0.6873
Japan,JPN,1987,-0.6838
Japan,JPN,1988,-0.6837
Japan,JPN,1989,-0.6839
Japan,JPN,1990,-0.6814
Japan,JPN,1991,3.4176
Japan,JPN,1992,4.3729
Japan,JPN,1993,4.7605
Japan,JPN,1994,5.3333
Japan,JPN,1995,5.3444
Japan,JPN,1996,4.3646
Japan,JPN,1997,4.3355
Japan,JPN,1998,4.9429
Japan,JPN,1999,5.2636
Japan,JPN,2000,5.8913
Japan,JPN,2001,6.0905
Japan,JPN,2002,6.311
Japan,JPN,2003,6.3823
Japan,JPN,2004,6.3976
Japan,JPN,2005,6.3428
Japan,JPN,2006,6.2085
Japan,JPN,2007,5.8895
Japan,JPN,2008,5.1855
Japan,JPN,2009,3.3154
Japan,JPN,2010,3.148
Jordan,JOR,1980,0.5448
Jordan,JOR,1981,0.862
Jordan,JOR,1982,0.9989
Jordan,JOR,1983,1.3252
Jordan,JOR,1984,0.9858
Jordan,JOR,1985,0.9702
Jordan,JOR,1986,1.3791
Jordan,JOR,1987,1.3866
Jordan,JOR,1988,1.0064
Jordan,JOR,1989,0.9382
Jordan,JOR,1990,0.8445
Jordan,JOR,1991,0.8026
Jordan,JOR,1992,0.8299
Jordan,JOR,1993,0.8751
Jordan,JOR,1994,0.8413
Jordan,JOR,1995,0.7436
Jordan,JOR,1996,0.4263
Jordan,JOR,1997,0.8111
Jordan,JOR,1998,0.879
Jordan,JOR,1999,1.1793
Jordan,JOR,2000,1.7053
Jordan,JOR,2001,2.1281
Jordan,JOR,2002,2.4453
Jordan,JOR,2003,2.6429
Jordan,JOR,2004,2.6909
Jordan,JOR,2005,2.658
Jordan,JOR,2006,2.6691
Jordan,JOR,2007,2.8092
Jordan,JOR,2008,2.7285
Jordan,JOR,2009,2.3864
Jordan,JOR,2010,2.0392
Kenya,KEN,1980,0.6169
Kenya,KEN,1981,0.9032
Kenya,KEN,1982,0.9232
Kenya,KEN,1983,0.9547
Kenya,KEN,1984,1.0029
Kenya,KEN,1985,1.0085
Kenya,KEN,1986,0.9716
Kenya,KEN,1987,0.9709
Kenya,KEN,1988,0.858
Kenya,KEN,1989,0.4402
Kenya,KEN,1990,0.7674
Kenya,KEN,1991,0.8715
Kenya,KEN,1992,0.8484
Kenya,KEN,1993,0.8877
Kenya,KEN,1994,0.9308
Kenya,KEN,1995,0.9051
Kenya,KEN,1996,0.9183
Kenya,KEN,1997,1.0385
Kenya,KEN,1998,1.1131
Kenya,KEN,1999,1.3726
Kenya,KEN,2000,1.2193
Kenya,KEN,2001,1.1477
Kenya,KEN,2002,1.281
Kenya,KEN,2003,1.323
Kenya,KEN,2004,1.4964
Kenya,KEN,2005,1.7611
Kenya,KEN,2006,1.4412
Kenya,KEN,2007,1.2405
Kenya,KEN,2008,1.1662
Kenya,KEN,2009,1.1369
Kenya,KEN,2010,1.0632
Kuwait,KWT,1980,-0.2327
Kuwait,KWT,1981,-0.2213
Kuwait,KWT,1982,-0.2082
Kuwait,KWT,1983,-0.0685
Kuwait,KWT,1984,-0.2177
Kuwait,KWT,1985,-0.4033
Kuwait,KWT,1986,-0.2429
Kuwait,KWT,1987,-0.244
Kuwait,KWT,1988,-0.1196
Kuwait,KWT,1989,-0.2579
Kuwait,KWT,1990,-0.3898
Kuwait,KWT,1991,-0.3382
Kuwait,KWT,1992,-0.1719
Kuwait,KWT,1993,-0.1355
Kuwait,KWT,1994,-0.0395
Kuwait,KWT,1995,0.7676
Kuwait,KWT,1996,0.836
Kuwait,KWT,1997,0.8533
Kuwait,KWT,1998,0.7803
Kuwait,KWT,1999,0.8006
Kuwait,KWT,2000,0.84
Kuwait,KWT,2001,0.8797
Kuwait,KWT,2002,0.9406
Kuwait,KWT,2003,0.9491
Kuwait,KWT,2004,0.4938
Kuwait,KWT,2005,-0.0431
Kuwait,KWT,2006,-0.1319
Kuwait,KWT,2007,-0.1868
Kuwait,KWT,2008,-0.2096
Kuwait,KWT,2009,-0.5566
Kuwait,KWT,2010,-0.6321
Laos,LAO,1980,-2.7751
Laos,LAO,1981,-3.7291
Laos,LAO,1982,-3.9515
Laos,LAO,1983,-3.3216
Laos,LAO,1984,-0.7096
Laos,LAO,1985,-0.7055
Laos,LAO,1986,-0.7055
Laos,LAO,1987,-0.7065
Laos,LAO,1988,-0.6804
Laos,LAO,1989,-0.7011
Laos,LAO,1990,-0.7001
Laos,LAO,1991,-0.6927
Laos,LAO,1992,-0.69
Laos,LAO,1993,-0.6889
Laos,LAO,1994,-0.6905
Laos,LAO,1995,-0.6798
Laos,LAO,1996,-0.6891
Laos,LAO,1997,-0.6897
Laos,LAO,1998,-0.6824
Laos,LAO,1999,-0.6804
Laos,LAO,2000,-0.6099
Laos,LAO,2001,-0.5987
Laos,LAO,2002,-0.5897
Laos,LAO,2003,-0.5963
Laos,LAO,2004,-0.5973
Laos,LAO,2005,-0.5681
Laos,LAO,2006,-0.5974
Laos,LAO,2007,-0.5974
Laos,LAO,2008,-0.592
Laos,LAO,2009,-0.5977
Laos,LAO,2010,-0.5939
Lebanon,LBN,1980,-1.0403
Lebanon,LBN,1981,-1.0689
Lebanon,LBN,1982,-1.0496
Lebanon,LBN,1983,-1.0586
Lebanon,LBN,1984,-1.0673
Lebanon,LBN,1985,-1.0453
Lebanon,LBN,1986,-1.0753
Lebanon,LBN,1987,-1.0622
Lebanon,LBN,1988,-0.9292
Lebanon,LBN,1989,-0.9052
Lebanon,LBN,1990,-0.9046
Lebanon,LBN,1991,-0.9043
Lebanon,LBN,1992,-0.8971
Lebanon,LBN,1993,-0.894
Lebanon,LBN,1994,-0.8488
Lebanon,LBN,1995,-0.8488
Lebanon,LBN,1996,-0.8484
Lebanon,LBN,1997,-0.8359
Lebanon,LBN,1998,-0.8378
Lebanon,LBN,1999,-0.8367
Lebanon,LBN,2000,-0.8365
Lebanon,LBN,2001,-0.8335
Lebanon,LBN,2002,0.4716
Lebanon,LBN,2003,0.7756
Lebanon,LBN,2004,1.2089
Lebanon,LBN,2005,0.9249
Lebanon,LBN,2006,1.0513
Lebanon,LBN,2007,1.4591
Lebanon,LBN,2008,1.1149
Lebanon,LBN,2009,1.1376
Lebanon,LBN,2010,1.1478
Lesotho,LSO,1980,-0.6158
Lesotho,LSO,1981,-0.6197
Lesotho,LSO,1982,-0.619
Lesotho,LSO,1983,-0.6141
Lesotho,LSO,1984,-0.6149
Lesotho,LSO,1985,-0.621
Lesotho,LSO,1986,-0.6135
Lesotho,LSO,1987,-0.6162
Lesotho,LSO,1988,-0.6106
Lesotho,LSO,1989,-0.6127
Lesotho,LSO,1990,-0.616
Lesotho,LSO,1991,-0.6156
Lesotho,LSO,1992,-0.6182
Lesotho,LSO,1993,-0.6114
Lesotho,LSO,1994,-0.6164
Lesotho,LSO,1995,-0.6121
Lesotho,LSO,1996,-0.6139
Lesotho,LSO,1997,-0.588
Lesotho,LSO,1998,-0.6157
Lesotho,LSO,1999,-0.5663
Lesotho,LSO,2000,-0.5627
Lesotho,LSO,2001,-0.5561
Lesotho,LSO,2002,-0.5574
Lesotho,LSO,2003,-0.5551
Lesotho,LSO,2004,-0.532
Lesotho,LSO,2005,-0.5874
Lesotho,LSO,2006,-0.5843
Lesotho,LSO,2007,-0.5967
Lesotho,LSO,2008,-0.5411
Lesotho,LSO,2009,-0.5737
Lesotho,LSO,2010,-0.6145
Liberia,LBR,1980,-0.6907
Liberia,LBR,1981,-0.6922
Liberia,LBR,1982,-0.6532
Liberia,LBR,1983,-0.6506
Liberia,LBR,1984,-0.6509
Liberia,LBR,1985,-0.6676
Liberia,LBR,1986,-0.6669
Liberia,LBR,1987,-0.6998
Liberia,LBR,1988,-1.9976
Liberia,LBR,1989,-2.2965
Liberia,LBR,1990,-2.7474
Liberia,LBR,1991,-2.5348
Liberia,LBR,1992,-2.8848
Liberia,LBR,1993,-3.0006
Liberia,LBR,1994,-3.0438
Liberia,LBR,1995,-3.0429
Liberia,LBR,1996,-2.9544
Liberia,LBR,1997,-2.5855
Liberia,LBR,1998,-2.1861
Liberia,LBR,1999,-1.8678
Liberia,LBR,2000,-1.2636
Liberia,LBR,2001,-1.2489
Liberia,LBR,2002,-1.2359
Liberia,LBR,2003,-1.196
Liberia,LBR,2004,-0.6356
Liberia,LBR,2005,-0.6328
Liberia,LBR,2006,-0.6291
Liberia,LBR,2007,-0.5808
Liberia,LBR,2008,-0.6118
Liberia,LBR,2009,-0.6597
Liberia,LBR,2010,-0.6434
Libya,LBY,1980,-0.6854
Libya,LBY,1981,-0.6878
Libya,LBY,1982,-0.6908
Libya,LBY,1983,-0.6856
Libya,LBY,1984,-0.6886
Libya,LBY,1985,-0.6883
Libya,LBY,1986,-0.6853
Libya,LBY,1987,-0.6899
Libya,LBY,1988,-0.6881
Libya,LBY,1989,-0.6897
Libya,LBY,1990,-0.647
Libya,LBY,1991,-0.6303
Libya,LBY,1992,-0.6514
Libya,LBY,1993,-0.6499
Libya,LBY,1994,-0.6513
Libya,LBY,1995,-0.6538
Libya,LBY,1996,-0.6517
Libya,LBY,1997,-0.6304
Libya,LBY,1998,-0.6315
Libya,LBY,1999,-0.6445
Libya,LBY,2000,-0.6072
Libya,LBY,2001,-0.6345
Libya,LBY,2002,-0.4307
Libya,LBY,2003,-0.3567
Libya,LBY,2004,-0.3736
Libya,LBY,2005,-0.4445
Libya,LBY,2006,-0.4396
Libya,LBY,2007,-0.4663
Libya,LBY,2008,-0.4709
Libya,LBY,2009,-0.6444
Libya,LBY,2010,-0.6974
Madagascar,MDG,1980,-0.5677
Madagascar,MDG,1981,-0.5713
Madagascar,MDG,1982,-0.5774
Madagascar,MDG,1983,-0.5742
Madagascar,MDG,1984,-0.5682
Madagascar,MDG,1985,-0.5621
Madagascar,MDG,1986,-0.6149
Madagascar,MDG,1987,-0.6169
Madagascar,MDG,1988,-0.6091
Madagascar,MDG,1989,-0.5946
Madagascar,MDG,1990,-0.5251
Madagascar,MDG,1991,-0.5395
Madagascar,MDG,1992,-0.5463
Madagascar,MDG,1993,-0.4949
Madagascar,MDG,1994,-0.5336
Madagascar,MDG,1995,-0.5349
Madagascar,MDG,1996,-0.5284
Madagascar,MDG,1997,-0.5301
Madagascar,MDG,1998,-0.5274
Madagascar,MDG,1999,-0.5264
Madagascar,MDG,2000,-0.5207
Madagascar,MDG,2001,-0.5109
Madagascar,MDG,2002,-0.5159
Madagascar,MDG,2003,-0.3793
Madagascar,MDG,2004,-0.5134
Madagascar,MDG,2005,-0.397
Madagascar,MDG,2006,-0.9248
Madagascar,MDG,2007,-0.9455
Madagascar,MDG,2008,-0.9408
Madagascar,MDG,2009,-0.9581
Madagascar,MDG,2010,-1.2794
Malawi,MWI,1980,-0.6206
Malawi,MWI,1981,-0.6215
Malawi,MWI,1982,-0.6253
Malawi,MWI,1983,-0.6171
Malawi,MWI,1984,-0.6268
Malawi,MWI,1985,-0.6221
Malawi,MWI,1986,-0.6207
Malawi,MWI,1987,-0.6085
Malawi,MWI,1988,-0.6213
Malawi,MWI,1989,-0.6469
Malawi,MWI,1990,-0.6216
Malawi,MWI,1991,-0.6296
Malawi,MWI,1992,-0.6532
Malawi,MWI,1993,-0.6519
Malawi,MWI,1994,-0.655
Malawi,MWI,1995,-0.6546
Malawi,MWI,1996,-0.6632
Malawi,MWI,1997,-0.666
Malawi,MWI,1998,-0.6648
Malawi,MWI,1999,-0.6522
Malawi,MWI,2000,-0.6253
Malawi,MWI,2001,-0.6539
Malawi,MWI,2002,-0.6558
Malawi,MWI,2003,-0.6049
Malawi,MWI,2004,-0.5982
Malawi,MWI,2005,-0.6026
Malawi,MWI,2006,-0.601
Malawi,MWI,2007,-0.6012
Malawi,MWI,2008,-0.6021
Malawi,MWI,2009,-0.6083
Malawi,MWI,2010,-0.6539
Malaysia,MYS,1980,0.8042
Malaysia,MYS,1981,1.2052
Malaysia,MYS,1982,1.2994
Malaysia,MYS,1983,1.2923
Malaysia,MYS,1984,1.4413
Malaysia,MYS,1985,1.5386
Malaysia,MYS,1986,1.5299
Malaysia,MYS,1987,1.6893
Malaysia,MYS,1988,1.6422
Malaysia,MYS,1989,1.6775
Malaysia,MYS,1990,1.6854
Malaysia,MYS,1991,1.9482
Malaysia,MYS,1992,1.8061
Malaysia,MYS,1993,1.698
Malaysia,MYS,1994,1.4216
Malaysia,MYS,1995,2.2985
Malaysia,MYS,1996,2.4213
Malaysia,MYS,1997,2.5175
Malaysia,MYS,1998,2.7324
Malaysia,MYS,1999,3.2037
Malaysia,MYS,2000,3.506
Malaysia,MYS,2001,3.6518
Malaysia,MYS,2002,3.7628
Malaysia,MYS,2003,3.8361
Malaysia,MYS,2004,3.8663
Malaysia,MYS,2005,3.7421
Malaysia,MYS,2006,3.7833
Malaysia,MYS,2007,3.754
Malaysia,MYS,2008,3.2452
Malaysia,MYS,2009,2.0264
Malaysia,MYS,2010,0.952
Mali,MLI,1980,-0.6402
Mali,MLI,1981,-0.6566
Mali,MLI,1982,-0.6419
Mali,MLI,1983,-0.6618
Mali,MLI,1984,-0.66
Mali,MLI,1985,-0.6146
Mali,MLI,1986,-0.6084
Mali,MLI,1987,-0.5701
Mali,MLI,1988,-0.6134
Mali,MLI,1989,-0.6671
Mali,MLI,1990,-0.5597
Mali,MLI,1991,-0.6016
Mali,MLI,1992,-0.6016
Mali,MLI,1993,-0.6035
Mali,MLI,1994,-0.6038
Mali,MLI,1995,-0.6072
Mali,MLI,1996,-0.5382
Mali,MLI,1997,-0.5204
Mali,MLI,1998,-0.5161
Mali,MLI,1999,-0.515
Mali,MLI,2000,-0.5194
Mali,MLI,2001,-0.5248
Mali,MLI,2002,-0.5298
Mali,MLI,2003,-0.5596
Mali,MLI,2004,-0.4783
Mali,MLI,2005,-0.5509
Mali,MLI,2006,-0.4864
Mali,MLI,2007,-0.5485
Mali,MLI,2008,-0.6803
Mali,MLI,2009,-0.6912
Mali,MLI,2010,-0.6816
Mauritania,MRT,1980,-0.6347
Mauritania,MRT,1981,-0.6326
Mauritania,MRT,1982,-0.6361
Mauritania,MRT,1983,-0.636
Mauritania,MRT,1984,-0.635
Mauritania,MRT,1985,-0.6339
Mauritania,MRT,1986,-0.6318
Mauritania,MRT,1987,-0.6272
Mauritania,MRT,1988,-0.6257
Mauritania,MRT,1989,-0.6307
Mauritania,MRT,1990,-0.6273
Mauritania,MRT,1991,-0.6284
Mauritania,MRT,1992,-0.6413
Mauritania,MRT,1993,-0.6428
Mauritania,MRT,1994,-0.6411
Mauritania,MRT,1995,-0.6129
Mauritania,MRT,1996,-0.6179
Mauritania,MRT,1997,-0.6477
Mauritania,MRT,1998,-0.6304
Mauritania,MRT,1999,-1.1333
Mauritania,MRT,2000,-1.029
Mauritania,MRT,2001,-1.046
Mauritania,MRT,2002,-1.0464
Mauritania,MRT,2003,-1.0435
Mauritania,MRT,2004,-1.0247
Mauritania,MRT,2005,-0.9708
Mauritania,MRT,2006,-1.0069
Mauritania,MRT,2007,-0.9687
Mauritania,MRT,2008,-0.9514
Mauritania,MRT,2009,-0.969
Mauritania,MRT,2010,-0.9516
Mauritius,MUS,1980,-0.6109
Mauritius,MUS,1981,-0.6043
Mauritius,MUS,1982,-0.6037
Mauritius,MUS,1983,-0.605
Mauritius,MUS,1984,-0.6037
Mauritius,MUS,1985,-0.6022
Mauritius,MUS,1986,-0.6045
Mauritius,MUS,1987,-0.6024
Mauritius,MUS,1988,-0.5492
Mauritius,MUS,1989,-0.553
Mauritius,MUS,1990,-0.3741
Mauritius,MUS,1991,-0.5219
Mauritius,MUS,1992,-0.4915
Mauritius,MUS,1993,-0.5277
Mauritius,MUS,1994,-0.4759
Mauritius,MUS,1995,-0.4357
Mauritius,MUS,1996,-0.4605
Mauritius,MUS,1997,-0.4664
Mauritius,MUS,1998,-0.4637
Mauritius,MUS,1999,-0.4542
Mauritius,MUS,2000,-0.3986
Mauritius,MUS,2001,-0.4323
Mauritius,MUS,2002,-0.4338
Mauritius,MUS,2003,-0.4236
Mauritius,MUS,2004,-0.2378
Mauritius,MUS,2005,-0.2409
Mauritius,MUS,2006,-0.2462
Mauritius,MUS,2007,-0.2566
Mauritius,MUS,2008,-0.3033
Mauritius,MUS,2009,-0.3237
Mauritius,MUS,2010,-0.3275
Mexico,MEX,1980,0.6591
Mexico,MEX,1981,0.9717
Mexico,MEX,1982,1.0176
Mexico,MEX,1983,0.9807
Mexico,MEX,1984,0.9725
Mexico,MEX,1985,0.9602
Mexico,MEX,1986,0.9595
Mexico,MEX,1987,1.0198
Mexico,MEX,1988,1.3397
Mexico,MEX,1989,1.3523
Mexico,MEX,1990,2.4234
Mexico,MEX,1991,2.8648
Mexico,MEX,1992,2.2911
Mexico,MEX,1993,2.9262
Mexico,MEX,1994,2.5192
Mexico,MEX,1995,3.6839
Mexico,MEX,1996,4.1053
Mexico,MEX,1997,4.365
Mexico,MEX,1998,4.6925
Mexico,MEX,1999,4.9148
Mexico,MEX,2000,5.1082
Mexico,MEX,2001,5.5097
Mexico,MEX,2002,5.7659
Mexico,MEX,2003,5.8454
Mexico,MEX,2004,5.8982
Mexico,MEX,2005,5.8201
Mexico,MEX,2006,5.7013
Mexico,MEX,2007,5.2481
Mexico,MEX,2008,4.6207
Mexico,MEX,2009,3.36
Mexico,MEX,2010,2.8402
Mongolia,MNG,1980,-2.2454
Mongolia,MNG,1981,-0.6825
Mongolia,MNG,1982,-0.6766
Mongolia,MNG,1983,-0.6933
Mongolia,MNG,1984,-0.6763
Mongolia,MNG,1985,-0.5632
Mongolia,MNG,1986,-0.5457
Mongolia,MNG,1987,-0.5527
Mongolia,MNG,1988,-0.5491
Mongolia,MNG,1989,-0.53
Mongolia,MNG,1990,-0.523
Mongolia,MNG,1991,-0.6871
Mongolia,MNG,1992,-0.3715
Mongolia,MNG,1993,-0.2181
Mongolia,MNG,1994,-0.2476
Mongolia,MNG,1995,-0.2014
Mongolia,MNG,1996,0.1058
Mongolia,MNG,1997,0.2055
Mongolia,MNG,1998,0.2464
Mongolia,MNG,1999,0.2883
Mongolia,MNG,2000,0.9688
Mongolia,MNG,2001,0.2632
Mongolia,MNG,2002,0.1483
Mongolia,MNG,2003,0.4078
Mongolia,MNG,2004,0.3364
Mongolia,MNG,2005,0.4375
Mongolia,MNG,2006,0.456
Mongolia,MNG,2007,0.5972
Mongolia,MNG,2008,0.2354
Mongolia,MNG,2009,0.2095
Mongolia,MNG,2010,-0.0294
Morocco,MAR,1980,0.7476
Morocco,MAR,1981,1.1173
Morocco,MAR,1982,1.2107
Morocco,MAR,1983,1.2437
Morocco,MAR,1984,1.249
Morocco,MAR,1985,1.2913
Morocco,MAR,1986,1.2629
Morocco,MAR,1987,1.3254
Morocco,MAR,1988,1.3716
Morocco,MAR,1989,1.5821
Morocco,MAR,1990,2.4423
Morocco,MAR,1991,2.6117
Morocco,MAR,1992,2.4374
Morocco,MAR,1993,2.5834
Morocco,MAR,1994,2.6794
Morocco,MAR,1995,2.5979
Morocco,MAR,1996,2.342
Morocco,MAR,1997,2.5565
Morocco,MAR,1998,3.4924
Morocco,MAR,1999,3.7898
Morocco,MAR,2000,3.4752
Morocco,MAR,2001,3.5476
Morocco,MAR,2002,4.1133
Morocco,MAR,2003,4.2579
Morocco,MAR,2004,4.2148
Morocco,MAR,2005,3.9263
Morocco,MAR,2006,3.4399
Morocco,MAR,2007,3.2193
Morocco,MAR,2008,2.7901
Morocco,MAR,2009,1.7426
Morocco,MAR,2010,1.3019
Mozambique,MOZ,1980,-0.5801
Mozambique,MOZ,1981,-0.5728
Mozambique,MOZ,1982,-0.57
Mozambique,MOZ,1983,-0.5706
Mozambique,MOZ,1984,-0.5644
Mozambique,MOZ,1985,-0.5523
Mozambique,MOZ,1986,-0.5384
Mozambique,MOZ,1987,-0.5368
Mozambique,MOZ,1988,-0.541
Mozambique,MOZ,1989,-0.4496
Mozambique,MOZ,1990,-0.433
Mozambique,MOZ,1991,-0.4317
Mozambique,MOZ,1992,-0.4271
Mozambique,MOZ,1993,-0.4136
Mozambique,MOZ,1994,-0.234
Mozambique,MOZ,1995,-0.2252
Mozambique,MOZ,1996,-0.263
Mozambique,MOZ,1997,-0.2639
Mozambique,MOZ,1998,-0.3589
