Entity,Code,Year,Oil consumption per capita (BP & UN (2017 revision)) (megawatt-hours)
Czech Republic,CZE,2003,9.881654730000001
Czech Republic,CZE,2004,10.84115042
Czech Republic,CZE,2005,11.26360573
Czech Republic,CZE,2006,11.09099202
Czech Republic,CZE,2007,10.93647752
Czech Republic,CZE,2008,11.05228864
Czech Republic,CZE,2009,10.724111970000001
Czech Republic,CZE,2010,10.14506725
Czech Republic,CZE,2011,9.941172602
Czech Republic,CZE,2012,9.836349286999999
Czech Republic,CZE,2013,9.376906712
Czech Republic,CZE,2014,9.945032923000001
Czech Republic,CZE,2015,9.792056818999999
Denmark,DNK,1965,25.419843880000002
Denmark,DNK,1966,28.764112150000003
Denmark,DNK,1967,30.21500069
Denmark,DNK,1968,32.59270318
Denmark,DNK,1969,38.98038104
Denmark,DNK,1970,43.105074359999996
Denmark,DNK,1971,42.25863111
Denmark,DNK,1972,44.48279607
Denmark,DNK,1973,40.79918513
Denmark,DNK,1974,36.806432869999995
Denmark,DNK,1975,36.169099710000005
Denmark,DNK,1976,38.31678792
Denmark,DNK,1977,38.170797
Denmark,DNK,1978,37.91245849
Denmark,DNK,1979,36.146173239999996
Denmark,DNK,1980,30.843436060000002
Denmark,DNK,1981,29.1016737
Denmark,DNK,1982,25.06079519
Denmark,DNK,1983,23.72066059
Denmark,DNK,1984,23.46205418
Denmark,DNK,1985,24.19579985
Denmark,DNK,1986,23.88914447
Denmark,DNK,1987,21.92012471
Denmark,DNK,1988,21.75726182
Denmark,DNK,1989,20.92345938
Denmark,DNK,1990,20.4272614
Denmark,DNK,1991,20.65912913
Denmark,DNK,1992,20.39885336
Denmark,DNK,1993,21.332061969999998
Denmark,DNK,1994,22.644798820000002
Denmark,DNK,1995,23.51691019
Denmark,DNK,1996,25.507006850000003
Denmark,DNK,1997,24.47986826
Denmark,DNK,1998,23.508473640000002
Denmark,DNK,1999,23.26535851
Denmark,DNK,2000,22.521011220000002
Denmark,DNK,2001,21.5406466
Denmark,DNK,2002,20.74342415
Denmark,DNK,2003,19.922457310000002
Denmark,DNK,2004,19.49827875
Denmark,DNK,2005,19.65539419
Denmark,DNK,2006,19.98821704
Denmark,DNK,2007,20.01991606
Denmark,DNK,2008,19.62662122
Denmark,DNK,2009,17.38256062
Denmark,DNK,2010,17.49259745
Denmark,DNK,2011,17.20062591
Denmark,DNK,2012,16.06865502
Denmark,DNK,2013,15.9293677
Denmark,DNK,2014,16.07580954
Denmark,DNK,2015,16.3321531
Ecuador,ECU,1965,1.464239192
Ecuador,ECU,1966,1.486644153
Ecuador,ECU,1967,1.558729995
Ecuador,ECU,1968,1.808148659
Ecuador,ECU,1969,1.8647913630000001
Ecuador,ECU,1970,2.070312738
Ecuador,ECU,1971,2.22220942
Ecuador,ECU,1972,2.221540212
Ecuador,ECU,1973,2.397442738
Ecuador,ECU,1974,2.66363067
Ecuador,ECU,1975,2.5299285530000004
Ecuador,ECU,1976,2.768430895
Ecuador,ECU,1977,3.360827714
Ecuador,ECU,1978,3.337576181
Ecuador,ECU,1979,3.4623725
Ecuador,ECU,1980,4.318723441
Ecuador,ECU,1981,4.728350568
Ecuador,ECU,1982,5.048063014999999
Ecuador,ECU,1983,4.509452648000001
Ecuador,ECU,1984,4.407504246
Ecuador,ECU,1985,5.2968948970000005
Ecuador,ECU,1986,5.245028905
Ecuador,ECU,1987,5.160252981
Ecuador,ECU,1988,4.870922345
Ecuador,ECU,1989,4.914325679
Ecuador,ECU,1990,4.757581430999999
Ecuador,ECU,1991,5.269692448
Ecuador,ECU,1992,4.965662579
Ecuador,ECU,1993,5.086902789
Ecuador,ECU,1994,5.427308889
Ecuador,ECU,1995,5.136660431
Ecuador,ECU,1996,5.65300541
Ecuador,ECU,1997,6.35578654
Ecuador,ECU,1998,6.349519911000001
Ecuador,ECU,1999,5.653339534
Ecuador,ECU,2000,5.871822964
Ecuador,ECU,2001,5.73503035
Ecuador,ECU,2002,6.061415722
Ecuador,ECU,2003,6.166972959
Ecuador,ECU,2004,6.225276869
Ecuador,ECU,2005,6.669648049
Ecuador,ECU,2006,6.945597147000001
Ecuador,ECU,2007,6.942733143000001
Ecuador,ECU,2008,7.0303004620000005
Ecuador,ECU,2009,7.044137119
Ecuador,ECU,2010,8.002556231
Ecuador,ECU,2011,8.075502713
Ecuador,ECU,2012,8.233623502
Ecuador,ECU,2013,8.586486271
Ecuador,ECU,2014,8.909726167999999
Ecuador,ECU,2015,8.498325079
Egypt,EGY,1965,2.612572032
Egypt,EGY,1966,2.733072102
Egypt,EGY,1967,2.16628003
Egypt,EGY,1968,2.209811776
Egypt,EGY,1969,1.590691083
Egypt,EGY,1970,2.0159704290000002
Egypt,EGY,1971,2.03132878
Egypt,EGY,1972,2.267418655
Egypt,EGY,1973,2.085379862
Egypt,EGY,1974,2.251827944
Egypt,EGY,1975,2.438911575
Egypt,EGY,1976,2.817492824
Egypt,EGY,1977,2.93850676
Egypt,EGY,1978,2.970305077
Egypt,EGY,1979,3.179424445
Egypt,EGY,1980,3.471925826
Egypt,EGY,1981,3.896942634
Egypt,EGY,1982,4.3222930680000005
Egypt,EGY,1983,4.640314325
Egypt,EGY,1984,4.8739004040000005
Egypt,EGY,1985,4.819021259
Egypt,EGY,1986,4.706968066000001
Egypt,EGY,1987,4.757308269
Egypt,EGY,1988,4.699563109
Egypt,EGY,1989,4.7575653309999995
Egypt,EGY,1990,4.812256068
Egypt,EGY,1991,4.625879390000001
Egypt,EGY,1992,4.399736849
Egypt,EGY,1993,4.101729333000001
Egypt,EGY,1994,3.9948513290000003
Egypt,EGY,1995,4.249376271
Egypt,EGY,1996,4.405839264
Egypt,EGY,1997,4.564368278
Egypt,EGY,1998,4.716862267000001
Egypt,EGY,1999,4.713234494
Egypt,EGY,2000,4.525163138
Egypt,EGY,2001,4.258692849
Egypt,EGY,2002,4.0444585029999995
Egypt,EGY,2003,4.074637565
Egypt,EGY,2004,4.137972566
Egypt,EGY,2005,4.5166931539999995
Egypt,EGY,2006,4.26517887
Egypt,EGY,2007,4.468361134
Egypt,EGY,2008,4.689732491
Egypt,EGY,2009,4.850318659
Egypt,EGY,2010,5.019018125
Egypt,EGY,2011,4.562365979
Egypt,EGY,2012,4.676103329
Egypt,EGY,2013,4.630636086000001
Egypt,EGY,2014,4.854290425
Egypt,EGY,2015,4.914160996
Finland,FIN,1965,14.56359916
Finland,FIN,1966,17.57530427
Finland,FIN,1967,18.37267165
Finland,FIN,1968,20.81946459
Finland,FIN,1969,24.172330430000002
Finland,FIN,1970,27.13871579
Finland,FIN,1971,27.98105578
Finland,FIN,1972,29.66778051
Finland,FIN,1973,33.01354135
Finland,FIN,1974,28.614759279999998
Finland,FIN,1975,29.435151140000002
Finland,FIN,1976,31.50667756
Finland,FIN,1977,30.64219374
Finland,FIN,1978,30.66217384
Finland,FIN,1979,32.42319723
Finland,FIN,1980,31.07490994
Finland,FIN,1981,29.622592400000002
Finland,FIN,1982,27.21387769
Finland,FIN,1983,25.12485557
Finland,FIN,1984,25.33368902
Finland,FIN,1985,25.465977900000002
Finland,FIN,1986,26.537211120000002
Finland,FIN,1987,26.29601933
Finland,FIN,1988,25.86404754
Finland,FIN,1989,25.72934923
Finland,FIN,1990,26.31298609
Finland,FIN,1991,25.94961672
Finland,FIN,1992,25.461894870000002
Finland,FIN,1993,24.36623054
Finland,FIN,1994,25.26744537
Finland,FIN,1995,23.18727565
Finland,FIN,1996,23.572523850000003
Finland,FIN,1997,23.24985937
Finland,FIN,1998,24.27006906
Finland,FIN,1999,24.40851936
Finland,FIN,2000,24.43935702
Finland,FIN,2001,23.85943103
Finland,FIN,2002,24.80651202
Finland,FIN,2003,25.52008254
Finland,FIN,2004,23.72285412
Finland,FIN,2005,24.52649793
Finland,FIN,2006,23.51891575
Finland,FIN,2007,23.73045684
Finland,FIN,2008,23.285416840000003
Finland,FIN,2009,21.89949415
Finland,FIN,2010,22.86810888
Finland,FIN,2011,20.955986199999998
Finland,FIN,2012,19.64156731
Finland,FIN,2013,19.27807868
Finland,FIN,2014,18.38762662
Finland,FIN,2015,18.54709638
France,FRA,1965,12.80238898
France,FRA,1966,13.57218914
France,FRA,1967,15.466901819999999
France,FRA,1968,16.65414404
France,FRA,1969,19.11655091
France,FRA,1970,21.563744930000002
France,FRA,1971,23.31014148
France,FRA,1972,25.65239025
France,FRA,1973,28.348455689999998
France,FRA,1974,26.7314918
France,FRA,1975,24.21577933
France,FRA,1976,26.066350340000003
France,FRA,1977,24.90065319
France,FRA,1978,25.76550876
France,FRA,1979,25.54792372
France,FRA,1980,23.63626816
France,FRA,1981,21.2054876
France,FRA,1982,19.50937902
France,FRA,1983,18.966857349999998
France,FRA,1984,18.127544760000003
France,FRA,1985,17.69771774
France,FRA,1986,17.96345552
France,FRA,1987,17.97709674
France,FRA,1988,17.749985830000004
France,FRA,1989,18.1439087
France,FRA,1990,18.25327877
France,FRA,1991,19.23070479
France,FRA,1992,19.1033309
France,FRA,1993,18.34522664
France,FRA,1994,17.69388368
France,FRA,1995,17.78013368
France,FRA,1996,18.09041207
France,FRA,1997,18.14143516
France,FRA,1998,18.71085997
France,FRA,1999,18.91038196
France,FRA,2000,18.52310456
France,FRA,2001,18.529574710000002
France,FRA,2002,17.935185
France,FRA,2003,17.87924766
France,FRA,2004,17.964413680000003
France,FRA,2005,17.67550548
France,FRA,2006,17.559231500000003
France,FRA,2007,17.161982960000003
France,FRA,2008,16.94926142
France,FRA,2009,16.24015903
France,FRA,2010,15.585448940000001
France,FRA,2011,15.243276970000002
France,FRA,2012,14.67480696
France,FRA,2013,14.419763150000001
France,FRA,2014,13.933115710000001
France,FRA,2015,13.85400029
Germany,DEU,1965,13.157883889999999
Germany,DEU,1966,14.605869060000002
Germany,DEU,1967,15.04601083
Germany,DEU,1968,16.78818717
Germany,DEU,1969,18.77409458
Germany,DEU,1970,20.53696815
Germany,DEU,1971,21.262161329999998
Germany,DEU,1972,22.439371050000002
Germany,DEU,1973,23.902034
Germany,DEU,1974,21.660238030000002
Germany,DEU,1975,21.03092887
Germany,DEU,1976,22.73543383
Germany,DEU,1977,22.53109468
Germany,DEU,1978,23.39901338
Germany,DEU,1979,24.18668162
Germany,DEU,1980,21.881002390000003
Germany,DEU,1981,19.86532235
Germany,DEU,1982,18.791114580000002
Germany,DEU,1983,18.40345813
Germany,DEU,1984,18.33022201
Germany,DEU,1985,18.90580943
Germany,DEU,1986,19.911336950000003
Germany,DEU,1987,19.29331643
Germany,DEU,1988,19.20224588
Germany,DEU,1989,17.96737229
Germany,DEU,1990,18.709085299999998
Germany,DEU,1991,19.461472829999998
Germany,DEU,1992,19.51812552
Germany,DEU,1993,19.68908318
Germany,DEU,1994,19.419392860000002
Germany,DEU,1995,19.34668469
Germany,DEU,1996,19.61834879
Germany,DEU,1997,19.471648700000003
Germany,DEU,1998,19.491635579999997
Germany,DEU,1999,18.89709153
Germany,DEU,2000,18.52230882
Germany,DEU,2001,18.769413789999998
Germany,DEU,2002,18.15939968
Germany,DEU,2003,17.81492326
Germany,DEU,2004,17.6456056
Germany,DEU,2005,17.4294996
Germany,DEU,2006,17.62206941
Germany,DEU,2007,16.08309132
Germany,DEU,2008,17.041844349999998
Germany,DEU,2009,16.35728857
Germany,DEU,2010,16.588554499999997
Germany,DEU,2011,16.09065661
Germany,DEU,2012,15.98736739
Germany,DEU,2013,16.22658789
Germany,DEU,2014,15.7612918
Germany,DEU,2015,15.657725730000001
Greece,GRC,1965,6.103665533
Greece,GRC,1966,6.631479110000001
Greece,GRC,1967,7.761469074
Greece,GRC,1968,7.895294761000001
Greece,GRC,1969,8.36071472
Greece,GRC,1970,9.007419921999999
Greece,GRC,1971,9.884458094
Greece,GRC,1972,11.38630963
Greece,GRC,1973,13.16334695
Greece,GRC,1974,12.250790199999999
Greece,GRC,1975,12.834423450000001
Greece,GRC,1976,13.47714213
Greece,GRC,1977,13.52568128
Greece,GRC,1978,14.490270720000002
Greece,GRC,1979,15.12489508
Greece,GRC,1980,14.968284820000001
Greece,GRC,1981,14.25097998
Greece,GRC,1982,14.11732829
Greece,GRC,1983,13.45319287
Greece,GRC,1984,13.70058104
Greece,GRC,1985,13.965692740000001
Greece,GRC,1986,14.1079411
Greece,GRC,1987,15.25326419
Greece,GRC,1988,15.70578675
Greece,GRC,1989,17.10178296
Greece,GRC,1990,16.65767221
Greece,GRC,1991,16.71647219
Greece,GRC,1992,16.90182968
Greece,GRC,1993,17.03002397
Greece,GRC,1994,17.401214510000003
Greece,GRC,1995,17.85992887
Greece,GRC,1996,18.5594112
Greece,GRC,1997,18.73129423
Greece,GRC,1998,19.65537039
Greece,GRC,1999,18.888596539999998
Greece,GRC,2000,19.70983168
Greece,GRC,2001,20.07101857
Greece,GRC,2002,20.09184082
Greece,GRC,2003,20.99045525
Greece,GRC,2004,20.75769293
Greece,GRC,2005,20.72389278
Greece,GRC,2006,21.80194854
Greece,GRC,2007,21.85000532
Greece,GRC,2008,20.73299989
Greece,GRC,2009,19.7877607
Greece,GRC,2010,18.37571712
Greece,GRC,2011,17.30937629
Greece,GRC,2012,15.60478112
Greece,GRC,2013,14.89331967
Greece,GRC,2014,14.848355830000001
Greece,GRC,2015,15.46601858
Hong Kong,HKG,1965,7.069059308
Hong Kong,HKG,1966,7.5740125019999995
Hong Kong,HKG,1967,8.878385480999999
Hong Kong,HKG,1968,9.48989531
Hong Kong,HKG,1969,11.02693903
Hong Kong,HKG,1970,11.69261455
Hong Kong,HKG,1971,12.10009627
Hong Kong,HKG,1972,13.609935890000001
Hong Kong,HKG,1973,13.90031172
Hong Kong,HKG,1974,13.961857850000001
Hong Kong,HKG,1975,12.8215473
Hong Kong,HKG,1976,14.73045684
Hong Kong,HKG,1977,15.4346967
Hong Kong,HKG,1978,15.51942597
Hong Kong,HKG,1979,15.39069012
Hong Kong,HKG,1980,15.3458827
Hong Kong,HKG,1981,15.93525769
Hong Kong,HKG,1982,15.241309110000001
Hong Kong,HKG,1983,13.32851136
Hong Kong,HKG,1984,12.144993280000001
Hong Kong,HKG,1985,11.236447620000002
Hong Kong,HKG,1986,10.76487178
Hong Kong,HKG,1987,10.35163243
Hong Kong,HKG,1988,11.66795818
Hong Kong,HKG,1989,12.24785984
Hong Kong,HKG,1990,12.63890136
Hong Kong,HKG,1991,12.45626988
Hong Kong,HKG,1992,15.84581358
Hong Kong,HKG,1993,16.30396993
Hong Kong,HKG,1994,17.153766270000002
Hong Kong,HKG,1995,18.12280287
Hong Kong,HKG,1996,17.46788992
Hong Kong,HKG,1997,16.98081325
Hong Kong,HKG,1998,15.99210422
Hong Kong,HKG,1999,16.75856181
Hong Kong,HKG,2000,17.259159909999997
Hong Kong,HKG,2001,20.67769007
Hong Kong,HKG,2002,22.496109540000003
Hong Kong,HKG,2003,22.50186397
Hong Kong,HKG,2004,26.61569398
Hong Kong,HKG,2005,23.892753420000002
Hong Kong,HKG,2006,25.79321722
Hong Kong,HKG,2007,27.61859273
Hong Kong,HKG,2008,24.88074647
Hong Kong,HKG,2009,28.10493497
Hong Kong,HKG,2010,29.46996329
Hong Kong,HKG,2011,29.587077840000003
Hong Kong,HKG,2012,28.16321345
Hong Kong,HKG,2013,28.64381267
Hong Kong,HKG,2014,26.913696530000003
Hong Kong,HKG,2015,29.312624980000002
Hungary,HUN,1965,4.318109926
Hungary,HUN,1966,4.721095696000001
Hungary,HUN,1967,4.969115589
Hungary,HUN,1968,5.175322157
Hungary,HUN,1969,5.758955734000001
Hungary,HUN,1970,6.655112605
Hungary,HUN,1971,7.470039262
Hungary,HUN,1972,8.096942327
Hungary,HUN,1973,9.072326924
Hungary,HUN,1974,9.905863025
Hungary,HUN,1975,11.10163129
Hungary,HUN,1976,11.55034047
Hungary,HUN,1977,12.22142031
Hungary,HUN,1978,13.44855804
Hungary,HUN,1979,12.597374120000001
Hungary,HUN,1980,12.19689671
Hungary,HUN,1981,11.660340690000002
Hungary,HUN,1982,11.06639833
Hungary,HUN,1983,10.53924138
Hungary,HUN,1984,11.10395911
Hungary,HUN,1985,11.36385252
Hungary,HUN,1986,10.53575615
Hungary,HUN,1987,11.10369104
Hungary,HUN,1988,10.29921859
Hungary,HUN,1989,9.98410325
Hungary,HUN,1990,10.39540451
Hungary,HUN,1991,8.993317357
Hungary,HUN,1992,9.08247912
Hungary,HUN,1993,8.634158170000001
Hungary,HUN,1994,9.127163205999999
Hungary,HUN,1995,8.597345195
Hungary,HUN,1996,7.960812694
Hungary,HUN,1997,8.016549
Hungary,HUN,1998,8.406742317
Hungary,HUN,1999,8.102454849
Hungary,HUN,2000,7.7931193180000005
Hungary,HUN,2001,7.634679402
Hungary,HUN,2002,7.318024853
Hungary,HUN,2003,7.039723895
Hungary,HUN,2004,7.295280186
Hungary,HUN,2005,8.483997119
Hungary,HUN,2006,8.968931364
Hungary,HUN,2007,8.975528156000001
Hungary,HUN,2008,8.720869493
Hungary,HUN,2009,8.249301984
Hungary,HUN,2010,7.84405067
Hungary,HUN,2011,7.485888354
Hungary,HUN,2012,7.010253829000001
Hungary,HUN,2013,6.977012201
Hungary,HUN,2014,7.820910984
Hungary,HUN,2015,8.314340304
India,IND,1965,0.2954104106
India,IND,1966,0.3232933612
India,IND,1967,0.32656087450000004
India,IND,1968,0.3580505324
India,IND,1969,0.4208667473
India,IND,1970,0.40977593
India,IND,1971,0.4205471837
India,IND,1972,0.4434125388
India,IND,1973,0.4571920396
India,IND,1974,0.43745870760000005
India,IND,1975,0.437026973
India,IND,1976,0.4498730829
India,IND,1977,0.47223713970000003
India,IND,1978,0.5018445737
India,IND,1979,0.5295464107000001
India,IND,1980,0.5279857818
India,IND,1981,0.5550815745
India,IND,1982,0.5641251331
India,IND,1983,0.5795622608
India,IND,1984,0.6077007991000001
India,IND,1985,0.6447285124000001
India,IND,1986,0.6625703203000001
India,IND,1987,0.6691438630000001
India,IND,1988,0.7181564631
India,IND,1989,0.7614554121
India,IND,1990,0.7744525472
India,IND,1991,0.7713959005000001
India,IND,1992,0.7968161506
India,IND,1993,0.7886509334999999
India,IND,1994,0.8317473847
India,IND,1995,0.9109462079999999
India,IND,1996,0.96307855
India,IND,1997,1.008647008
India,IND,1998,1.059169787
India,IND,1999,1.127578224
India,IND,2000,1.172298125
India,IND,2001,1.161005161
India,IND,2002,1.208365976
India,IND,2003,1.222423977
India,IND,2004,1.233771505
India,IND,2005,1.239122171
India,IND,2006,1.283690368
India,IND,2007,1.360988674
India,IND,2008,1.4056800249999999
India,IND,2009,1.461219896
India,IND,2010,1.4680921370000002
India,IND,2011,1.5200921550000002
India,IND,2012,1.598239632
India,IND,2013,1.594967694
India,IND,2014,1.625552043
India,IND,2015,1.7398762220000001
Indonesia,IDN,1965,0.7095641988
Indonesia,IDN,1966,0.6650720848
Indonesia,IDN,1967,0.6226391936
Indonesia,IDN,1968,0.6404850972
Indonesia,IDN,1969,0.6650315696
Indonesia,IDN,1970,0.6876636155
Indonesia,IDN,1971,0.6932317242
Indonesia,IDN,1972,0.7285831391
Indonesia,IDN,1973,0.8476151174000001
Indonesia,IDN,1974,0.8638656921000001
Indonesia,IDN,1975,0.9664375238
Indonesia,IDN,1976,1.017370256
Indonesia,IDN,1977,1.193809726
Indonesia,IDN,1978,1.284323184
Indonesia,IDN,1979,1.365936582
Indonesia,IDN,1980,1.493547256
Indonesia,IDN,1981,1.6232671410000001
Indonesia,IDN,1982,1.641005496
Indonesia,IDN,1983,1.578292745
Indonesia,IDN,1984,1.6487321890000002
Indonesia,IDN,1985,1.589315859
Indonesia,IDN,1986,1.646274384
Indonesia,IDN,1987,1.681427013
Indonesia,IDN,1988,1.734588806
Indonesia,IDN,1989,1.800943699
Indonesia,IDN,1990,2.033170378
Indonesia,IDN,1991,2.116086225
Indonesia,IDN,1992,2.2430505370000002
Indonesia,IDN,1993,2.316013541
Indonesia,IDN,1994,2.341707665
Indonesia,IDN,1995,2.453333251
Indonesia,IDN,1996,2.5656820330000003
Indonesia,IDN,1997,2.802131714
Indonesia,IDN,1998,2.631166413
Indonesia,IDN,1999,2.713429004
Indonesia,IDN,2000,2.985868049
Indonesia,IDN,2001,2.990895085
Indonesia,IDN,2002,3.078163791
Indonesia,IDN,2003,3.0725581109999998
Indonesia,IDN,2004,3.227666049
Indonesia,IDN,2005,3.154919755
Indonesia,IDN,2006,2.958006691
Indonesia,IDN,2007,3.083654905
Indonesia,IDN,2008,2.9593866490000003
Indonesia,IDN,2009,2.955040809
Indonesia,IDN,2010,3.101854214
Indonesia,IDN,2011,3.458980786
Indonesia,IDN,2012,3.477341439
Indonesia,IDN,2013,3.436064843
Indonesia,IDN,2014,3.430750721
Indonesia,IDN,2015,3.234050167
Iran,IRN,1965,3.3131101920000003
Iran,IRN,1966,3.52519828
Iran,IRN,1967,3.78739622
Iran,IRN,1968,4.061089982
Iran,IRN,1969,4.308910368
Iran,IRN,1970,4.5276098849999995
Iran,IRN,1971,4.818845133
Iran,IRN,1972,5.2070929139999995
Iran,IRN,1973,6.078697451
Iran,IRN,1974,6.8418845
Iran,IRN,1975,7.761669782
Iran,IRN,1976,8.527926141
Iran,IRN,1977,9.580776610000001
Iran,IRN,1978,10.08673584
Iran,IRN,1979,10.05534018
Iran,IRN,1980,8.651733087
Iran,IRN,1981,8.271330712000001
Iran,IRN,1982,8.617988366
Iran,IRN,1983,10.01896429
Iran,IRN,1984,10.3428447
Iran,IRN,1985,10.972243950000001
Iran,IRN,1986,9.713595376999999
Iran,IRN,1987,9.851248317
Iran,IRN,1988,9.976135855
Iran,IRN,1989,10.625431769999999
Iran,IRN,1990,10.740422650000001
Iran,IRN,1991,11.251812610000002
Iran,IRN,1992,11.8921695
Iran,IRN,1993,12.34698064
Iran,IRN,1994,12.58284349
Iran,IRN,1995,12.277258
Iran,IRN,1996,12.40963775
Iran,IRN,1997,12.70428031
Iran,IRN,1998,12.22627388
Iran,IRN,1999,12.10909904
Iran,IRN,2000,12.27074088
Iran,IRN,2001,12.25572452
Iran,IRN,2002,12.138048450000001
Iran,IRN,2003,12.02879026
Iran,IRN,2004,12.24779189
Iran,IRN,2005,13.2991045
Iran,IRN,2006,14.32143297
Iran,IRN,2007,14.46177672
Iran,IRN,2008,14.86150511
Iran,IRN,2009,14.549108
Iran,IRN,2010,13.03553337
Iran,IRN,2011,13.0547286
Iran,IRN,2012,13.03189784
Iran,IRN,2013,14.05036694
Iran,IRN,2014,13.41550675
Iran,IRN,2015,12.38366254
Ireland,IRL,1965,9.857190060999999
Ireland,IRL,1966,10.94942291
Ireland,IRL,1967,12.18722171
Ireland,IRL,1968,13.489944090000002
Ireland,IRL,1969,14.53521581
Ireland,IRL,1970,16.16768215
Ireland,IRL,1971,17.6195425
Ireland,IRL,1972,19.12751308
Ireland,IRL,1973,20.398704900000002
Ireland,IRL,1974,19.87872284
Ireland,IRL,1975,19.10984678
Ireland,IRL,1976,19.05648145
Ireland,IRL,1977,19.99366183
Ireland,IRL,1978,21.01517821
Ireland,IRL,1979,21.7746596
Ireland,IRL,1980,19.353126520000004
Ireland,IRL,1981,16.95496371
Ireland,IRL,1982,14.64466417
Ireland,IRL,1983,13.19818697
Ireland,IRL,1984,12.90819995
Ireland,IRL,1985,12.820876759999999
Ireland,IRL,1986,15.85577819
Ireland,IRL,1987,13.87097677
Ireland,IRL,1988,12.5289848
Ireland,IRL,1989,12.89726736
Ireland,IRL,1990,14.36620283
Ireland,IRL,1991,15.771696200000001
Ireland,IRL,1992,16.443938770000003
Ireland,IRL,1993,16.57574123
Ireland,IRL,1994,17.9959132
Ireland,IRL,1995,18.19563774
Ireland,IRL,1996,18.96589507
Ireland,IRL,1997,20.60683686
Ireland,IRL,1998,22.825445199999997
Ireland,IRL,1999,25.56290422
Ireland,IRL,2000,24.82661501
Ireland,IRL,2001,26.676488560000003
Ireland,IRL,2002,25.69470572
Ireland,IRL,2003,24.509017919999998
Ireland,IRL,2004,24.94024703
Ireland,IRL,2005,25.70042514
Ireland,IRL,2006,25.071399860000003
Ireland,IRL,2007,24.89910468
Ireland,IRL,2008,23.39424166
Ireland,IRL,2009,20.49173216
Ireland,IRL,2010,19.216065170000004
Ireland,IRL,2011,17.02129229
Ireland,IRL,2012,16.14684926
Ireland,IRL,2013,16.26273957
Ireland,IRL,2014,16.05893247
Ireland,IRL,2015,16.86064168
Israel,ISR,1965,17.87974367
Israel,ISR,1966,18.151886360000002
Israel,ISR,1967,18.48463529
Israel,ISR,1968,18.85759458
Israel,ISR,1969,19.21342266
Israel,ISR,1970,19.5080302
Israel,ISR,1971,19.74194904
Israel,ISR,1972,19.96394106
Israel,ISR,1973,20.4236519
Israel,ISR,1974,20.17574593
Israel,ISR,1975,20.19799146
Israel,ISR,1976,20.768438800000002
Israel,ISR,1977,21.17446875
Israel,ISR,1978,22.06941016
Israel,ISR,1979,23.69854182
Israel,ISR,1980,24.87705849
Israel,ISR,1981,24.85589867
Israel,ISR,1982,23.61956726
Israel,ISR,1983,21.89610551
Israel,ISR,1984,20.03330071
Israel,ISR,1985,18.53832688
Israel,ISR,1986,18.91546431
Israel,ISR,1987,20.84539342
Israel,ISR,1988,22.63900721
Israel,ISR,1989,22.73555175
Israel,ISR,1990,22.94227609
Israel,ISR,1991,22.818174029999998
Israel,ISR,1992,23.17362251
Israel,ISR,1993,23.198302629999997
Israel,ISR,1994,24.783756399999998
Israel,ISR,1995,26.95493707
Israel,ISR,1996,26.24554102
Israel,ISR,1997,24.11628621
Israel,ISR,1998,25.05231643
Israel,ISR,1999,26.1107115
Israel,ISR,2000,26.159318810000002
Israel,ISR,2001,23.74422985
Israel,ISR,2002,23.03143023
Israel,ISR,2003,23.13230167
Israel,ISR,2004,21.2953417
Israel,ISR,2005,21.46318908
Israel,ISR,2006,20.2192437
Israel,ISR,2007,20.73161436
Israel,ISR,2008,19.68175033
Israel,ISR,2009,17.28416732
Israel,ISR,2010,17.56119916
Israel,ISR,2011,18.1991741
Israel,ISR,2012,21.0651616
Israel,ISR,2013,17.04545668
Israel,ISR,2014,15.522057080000002
Israel,ISR,2015,16.392124380000002
Italy,ITA,1965,11.75620349
Italy,ITA,1966,12.86517113
Italy,ITA,1967,14.11792883
Italy,ITA,1968,15.46061629
Italy,ITA,1969,16.90183719
Italy,ITA,1970,18.95684502
Italy,ITA,1971,20.2250166
Italy,ITA,1972,21.02181668
Italy,ITA,1973,22.024690040000003
Italy,ITA,1974,21.29649972
Italy,ITA,1975,19.86954167
Italy,ITA,1976,20.66863963
Italy,ITA,1977,20.00578314
Italy,ITA,1978,20.700050530000002
Italy,ITA,1979,21.33735341
Italy,ITA,1980,20.180019140000002
Italy,ITA,1981,19.66368477
Italy,ITA,1982,18.5968612
Italy,ITA,1983,18.251177390000002
Italy,ITA,1984,17.33356839
Italy,ITA,1985,17.21560654
Italy,ITA,1986,17.619735700000003
Italy,ITA,1987,18.362905610000002
Italy,ITA,1988,18.67419067
Italy,ITA,1989,19.101793689999997
Italy,ITA,1990,19.059666580000002
Italy,ITA,1991,18.81148539
Italy,ITA,1992,19.208074290000003
Italy,ITA,1993,18.82877866
Italy,ITA,1994,18.78388057
Italy,ITA,1995,19.403580559999998
Italy,ITA,1996,19.13911141
Italy,ITA,1997,19.22934395
Italy,ITA,1998,19.268175340000003
Italy,ITA,1999,19.19845298
Italy,ITA,2000,18.98496015
Italy,ITA,2001,18.767528300000002
Italy,ITA,2002,18.6913349
Italy,ITA,2003,18.41593837
Italy,ITA,2004,17.82612952
Italy,ITA,2005,17.14070094
Italy,ITA,2006,17.07101957
Italy,ITA,2007,16.465348340000002
Italy,ITA,2008,15.711539310000001
Italy,ITA,2009,14.64579833
Italy,ITA,2010,14.23033329
Italy,ITA,2011,13.72248907
Italy,ITA,2012,12.504999309999999
