Entity,Code,Year,"School life expectancy, primary to tertiary, both sexes (years) (years)"
Afghanistan,AFG,1970,2.41880989074707
Afghanistan,AFG,1971,2.53982996940613
Afghanistan,AFG,1972,2.61898994445801
Afghanistan,AFG,1973,2.67720007896423
Afghanistan,AFG,1974,2.81033992767334
Afghanistan,AFG,1975,2.71544003486633
Afghanistan,AFG,1976,2.8348400592804
Afghanistan,AFG,1977,2.94190001487732
Afghanistan,AFG,1978,3.09180998802185
Afghanistan,AFG,1982,1.7945100069046
Afghanistan,AFG,1986,2.45820999145508
Afghanistan,AFG,1990,2.59249997138977
Afghanistan,AFG,2003,6.8397102355957
Afghanistan,AFG,2004,7.85832023620605
Afghanistan,AFG,2009,9.19377040863037
Afghanistan,AFG,2011,9.77297019958496
Afghanistan,AFG,2014,10.7711601257324
Albania,ALB,1978,11.8125600814819
Albania,ALB,1981,11.7580499649048
Albania,ALB,1983,10.9679498672485
Albania,ALB,1984,11.0588703155518
Albania,ALB,1985,11.3352098464966
Albania,ALB,1986,11.5922899246216
Albania,ALB,1987,11.4712600708008
Albania,ALB,1988,11.4815196990967
Albania,ALB,1989,11.5151395797729
Albania,ALB,1990,11.6322202682495
Albania,ALB,1991,11.7966403961182
Albania,ALB,1992,10.6972799301147
Albania,ALB,1993,10.161190032959
Albania,ALB,1994,10.1287803649902
Albania,ALB,1995,10.2069101333618
Albania,ALB,1996,10.2721900939941
Albania,ALB,1997,10.5530395507813
Albania,ALB,1998,10.721489906311
Albania,ALB,1999,10.7398900985718
Albania,ALB,2000,10.6444997787476
Albania,ALB,2001,10.7372903823853
Albania,ALB,2002,10.7241802215576
Albania,ALB,2003,10.8923301696777
Albania,ALB,2004,10.8480195999146
Albania,ALB,2005,11.3754100799561
Albania,ALB,2006,11.5512504577637
Albania,ALB,2007,11.9988803863525
Albania,ALB,2008,12.2321395874023
Albania,ALB,2009,12.4548196792603
Albania,ALB,2010,13.2863702774048
Albania,ALB,2011,14.1796798706055
Albania,ALB,2012,14.9841604232788
Albania,ALB,2013,15.5064601898193
Albania,ALB,2014,15.800479888916
Algeria,DZA,1987,9.49236965179443
Algeria,DZA,1988,9.64651966094971
Algeria,DZA,1990,9.60774993896484
Algeria,DZA,1991,9.65851020812988
Algeria,DZA,1992,9.76714992523193
Algeria,DZA,1993,9.78814029693604
Algeria,DZA,1994,9.86551952362061
Algeria,DZA,1995,9.84597969055176
Algeria,DZA,1996,10.0023803710938
Algeria,DZA,1999,10.749340057373
Algeria,DZA,2001,11.1487703323364
Algeria,DZA,2002,11.4922399520874
Algeria,DZA,2003,11.7222604751587
Algeria,DZA,2004,12.037070274353
Algeria,DZA,2005,12.2513198852539
Algeria,DZA,2006,12.340259552002
Algeria,DZA,2007,12.5731496810913
Algeria,DZA,2009,13.5737495422363
Algeria,DZA,2010,14.018630027771
Algeria,DZA,2011,14.357780456543
Angola,AGO,1988,3.87530994415283
Angola,AGO,1989,3.97868990898132
Angola,AGO,1990,3.78095006942749
Angola,AGO,1991,3.56619000434875
Angola,AGO,1992,3.54707002639771
Angola,AGO,1998,4.20637989044189
Angola,AGO,2010,9.38619041442871
Angola,AGO,2011,10.3503704071045
Antigua and Barbuda,ATG,2007,14.3855600357056
Antigua and Barbuda,ATG,2009,14.0977296829224
Antigua and Barbuda,ATG,2010,14.0535402297974
Antigua and Barbuda,ATG,2011,13.7600202560425
Antigua and Barbuda,ATG,2012,13.9489002227783
Arab World,,1970,5.86721801757813
Arab World,,1971,5.83663177490234
Arab World,,1972,5.99184370040894
Arab World,,1973,6.17187356948853
Arab World,,1974,6.28029632568359
Arab World,,1975,6.498939037323
Arab World,,1976,6.75288343429565
Arab World,,1977,6.96424579620361
Arab World,,1978,7.12694883346558
Arab World,,1979,7.32779169082642
Arab World,,1980,7.48392009735107
Arab World,,1981,7.59690856933594
Arab World,,1982,7.75873851776123
Arab World,,1983,7.893639087677
Arab World,,1984,8.03414344787598
Arab World,,1985,8.16582584381104
Arab World,,1986,8.33869361877441
Arab World,,1987,8.47929668426514
Arab World,,1988,8.5474100112915
Arab World,,1989,8.49606704711914
Arab World,,1990,8.49376106262207
Arab World,,1991,8.53226566314697
Arab World,,1992,8.35257434844971
Arab World,,1993,8.46225738525391
Arab World,,1994,8.76522636413574
Arab World,,1995,8.70346736907959
Arab World,,1996,8.85659790039063
Arab World,,1997,8.99110126495361
Arab World,,1998,9.14433670043945
Arab World,,1999,9.32894515991211
Arab World,,2000,9.43847560882568
Arab World,,2001,9.59740734100342
Arab World,,2002,9.75890064239502
Arab World,,2003,9.90971565246582
Arab World,,2004,10.1251649856567
Arab World,,2005,10.4270830154419
Arab World,,2006,10.4971599578857
Arab World,,2007,10.5662145614624
Arab World,,2008,10.6781663894653
Arab World,,2009,10.7805194854736
Arab World,,2010,10.9248876571655
Arab World,,2011,11.0694818496704
Arab World,,2012,11.3431663513184
Arab World,,2013,11.339334487915
Arab World,,2014,11.3779230117798
Argentina,ARG,1970,10.3102102279663
Argentina,ARG,1971,10.4912996292114
Argentina,ARG,1972,10.6004695892334
Argentina,ARG,1973,10.8407697677612
Argentina,ARG,1974,11.2083702087402
Argentina,ARG,1975,11.4871101379395
Argentina,ARG,1976,11.5222501754761
Argentina,ARG,1977,11.4437303543091
Argentina,ARG,1978,11.2880096435547
Argentina,ARG,1979,11.3615503311157
Argentina,ARG,1980,11.3913402557373
Argentina,ARG,1981,11.572979927063
Argentina,ARG,1982,11.7039804458618
Argentina,ARG,1984,12.0925903320313
Argentina,ARG,1985,12.675609588623
Argentina,ARG,1986,12.8110599517822
Argentina,ARG,1987,13.0362100601196
Argentina,ARG,1991,13.2074604034424
Argentina,ARG,1994,13.1119604110718
Argentina,ARG,1998,13.980299949646
Argentina,ARG,1999,15.0475702285767
Argentina,ARG,2000,15.6082096099854
Argentina,ARG,2001,16.2497005462646
Argentina,ARG,2002,16.3724708557129
Argentina,ARG,2003,16.2805194854736
Argentina,ARG,2004,16.3440799713135
Argentina,ARG,2005,16.0970993041992
Argentina,ARG,2006,16.2841796875
Argentina,ARG,2007,16.3015804290771
Argentina,ARG,2008,16.4713191986084
Argentina,ARG,2009,16.7828807830811
Argentina,ARG,2010,17.0623607635498
Argentina,ARG,2011,17.2382392883301
Argentina,ARG,2012,17.2899303436279
Argentina,ARG,2013,17.2604999542236
Armenia,ARM,1991,10.7372303009033
Armenia,ARM,1992,10.6343297958374
Armenia,ARM,1993,10.7666702270508
Armenia,ARM,1994,10.4484596252441
Armenia,ARM,1996,10.0067701339722
Armenia,ARM,1997,10.3833799362183
Armenia,ARM,1998,11.0824298858643
Armenia,ARM,1999,11.2315702438354
Armenia,ARM,2000,11.0511102676392
Armenia,ARM,2001,10.8069696426392
Armenia,ARM,2004,10.8894901275635
Armenia,ARM,2005,11.2216300964355
Armenia,ARM,2006,11.7002801895142
Armenia,ARM,2007,12.2550401687622
Armenia,ARM,2008,11.9456901550293
Armenia,ARM,2009,12.3234796524048
Aruba,ABW,1999,13.3170900344849
Aruba,ABW,2000,13.1591396331787
Aruba,ABW,2001,13.0578098297119
Aruba,ABW,2002,13.1804504394531
Aruba,ABW,2003,13.0192499160767
Aruba,ABW,2004,12.994589805603
Aruba,ABW,2005,13.1635398864746
Aruba,ABW,2006,13.3986701965332
Aruba,ABW,2007,13.8483295440674
Aruba,ABW,2008,13.3744897842407
Aruba,ABW,2009,13.5375900268555
Aruba,ABW,2010,13.4792098999023
Aruba,ABW,2011,13.2556200027466
Aruba,ABW,2012,13.6902799606323
Australia,AUS,1993,17.3397006988525
Australia,AUS,1994,17.3147201538086
Australia,AUS,1995,18.8237800598145
Australia,AUS,1996,19.3855209350586
Australia,AUS,1997,20.205020904541
Australia,AUS,1998,20.0808296203613
Australia,AUS,1999,20.4306201934814
Australia,AUS,2000,20.5234603881836
Australia,AUS,2001,20.1235694885254
Australia,AUS,2002,20.5540008544922
Australia,AUS,2003,20.690580368042
Australia,AUS,2004,20.3282794952393
Australia,AUS,2005,20.2667694091797
Australia,AUS,2006,18.9998397827148
Australia,AUS,2007,19.1069297790527
Australia,AUS,2008,19.1385192871094
Australia,AUS,2009,19.4539909362793
Australia,AUS,2010,19.7727508544922
Australia,AUS,2011,20.0775508880615
Australia,AUS,2012,20.3487701416016
Australia,AUS,2013,20.4327201843262
Austria,AUT,1971,11.8150100708008
Austria,AUT,1976,12.1395301818848
Austria,AUT,1981,12.3771600723267
Austria,AUT,1982,12.3250303268433
Austria,AUT,1983,12.4172601699829
Austria,AUT,1984,12.4555702209473
Austria,AUT,1985,12.6616497039795
Austria,AUT,1986,13.0875797271729
Austria,AUT,1987,13.2796802520752
Austria,AUT,1988,13.5251703262329
Austria,AUT,1989,13.8761396408081
Austria,AUT,1990,13.9565896987915
Austria,AUT,1991,14.1478796005249
Austria,AUT,1992,14.4457101821899
Austria,AUT,1993,14.4400196075439
Austria,AUT,1994,14.7797698974609
Austria,AUT,1995,14.8941802978516
Austria,AUT,1996,14.9463195800781
Austria,AUT,1997,15.0239496231079
Austria,AUT,1998,15.7410097122192
Austria,AUT,1999,15.3594598770142
Austria,AUT,2000,15.4724702835083
Austria,AUT,2001,16.0828094482422
Austria,AUT,2002,14.6938199996948
Austria,AUT,2003,14.7058696746826
Austria,AUT,2004,14.9244403839111
Austria,AUT,2005,15.0448703765869
Austria,AUT,2006,15.18869972229
Austria,AUT,2007,15.1079301834106
Austria,AUT,2008,15.278829574585
Austria,AUT,2009,15.382080078125
Austria,AUT,2010,15.6524200439453
Austria,AUT,2011,15.6635799407959
Austria,AUT,2012,15.7295398712158
Austria,AUT,2013,15.8860902786255
Austria,AUT,2014,15.9122295379639
Azerbaijan,AZE,1981,11.2610502243042
Azerbaijan,AZE,1986,11.5590496063232
Azerbaijan,AZE,1989,11.0345296859741
Azerbaijan,AZE,1990,10.6845998764038
Azerbaijan,AZE,1991,10.5599803924561
Azerbaijan,AZE,1992,10.6247997283936
Azerbaijan,AZE,1993,10.437310218811
Azerbaijan,AZE,1994,10.1380300521851
Azerbaijan,AZE,1995,9.99250030517578
Azerbaijan,AZE,1996,9.76202964782715
Azerbaijan,AZE,1997,9.71796989440918
Azerbaijan,AZE,2006,11.6353797912598
Azerbaijan,AZE,2007,11.5858097076416
Azerbaijan,AZE,2008,11.6271295547485
Azerbaijan,AZE,2009,11.7255697250366
Azerbaijan,AZE,2010,11.6505403518677
Azerbaijan,AZE,2011,11.7567195892334
Azerbaijan,AZE,2012,11.9336700439453
Azerbaijan,AZE,2013,12.198920249939
Azerbaijan,AZE,2014,12.650429725647
Bahamas,BHS,1980,12.7725095748901
Bahamas,BHS,1981,12.37975025177
Bahamas,BHS,1982,12.1564903259277
Bahamas,BHS,1983,11.9909896850586
Bahamas,BHS,1984,12.1069297790527
Bahamas,BHS,1985,12.2450704574585
Bahamas,BHS,1986,12.4457902908325
Bahamas,BHS,1995,11.714940071106
Bahrain,BHR,1971,9.39579010009766
Bahrain,BHR,1972,9.40017986297607
Bahrain,BHR,1973,9.50918006896973
Bahrain,BHR,1974,9.75265979766846
Bahrain,BHR,1975,10.075590133667
Bahrain,BHR,1976,10.0305700302124
Bahrain,BHR,1977,9.99458980560303
Bahrain,BHR,1978,10.0588798522949
Bahrain,BHR,1979,10.2062501907349
Bahrain,BHR,1980,10.3653802871704
Bahrain,BHR,1981,10.6297998428345
Bahrain,BHR,1982,11.0548400878906
Bahrain,BHR,1985,13.0387897491455
Bahrain,BHR,1986,13.4819202423096
Bahrain,BHR,1987,13.0539197921753
Bahrain,BHR,1988,13.0750303268433
Bahrain,BHR,1991,13.6039695739746
Bahrain,BHR,1992,13.3210496902466
Bahrain,BHR,1993,13.5142402648926
Bahrain,BHR,1994,13.6154098510742
Bahrain,BHR,1995,13.7091398239136
Bahrain,BHR,1996,13.6101198196411
Bahrain,BHR,1999,13.1556301116943
Bangladesh,BGD,1973,5.27155017852783
Bangladesh,BGD,1976,5.2679500579834
Bangladesh,BGD,1977,5.00735998153687
Bangladesh,BGD,1979,4.92031002044678
Bangladesh,BGD,1980,4.98233985900879
Bangladesh,BGD,1981,4.72416019439697
Bangladesh,BGD,1983,5.15405988693237
Bangladesh,BGD,1984,5.13862991333008
Bangladesh,BGD,1985,5.01945018768311
Bangladesh,BGD,1986,4.96695995330811
Bangladesh,BGD,1987,4.9166898727417
Bangladesh,BGD,1988,5.44445991516113
Bangladesh,BGD,1989,5.43039989471436
Bangladesh,BGD,1990,5.65423011779785
Bangladesh,BGD,2005,8.43237018585205
Bangladesh,BGD,2006,8.55533027648926
Bangladesh,BGD,2007,8.59941959381104
Bangladesh,BGD,2008,8.39307022094727
Bangladesh,BGD,2009,8.94674015045166
Bangladesh,BGD,2011,9.85805988311768
Barbados,BRB,1971,12.0501098632813
Barbados,BRB,1972,10.9875202178955
Barbados,BRB,1973,11.1103897094727
Barbados,BRB,1974,10.7658796310425
Barbados,BRB,1981,11.9103298187256
Barbados,BRB,1982,11.9534702301025
Barbados,BRB,1984,12.5783796310425
Barbados,BRB,1985,12.9782495498657
Barbados,BRB,1989,13.2055797576904
Barbados,BRB,1990,12.8068895339966
Barbados,BRB,1999,14.0004501342773
Barbados,BRB,2000,14.0382404327393
Barbados,BRB,2001,13.9836196899414
Barbados,BRB,2007,15.2502002716064
Barbados,BRB,2009,15.8388204574585
Barbados,BRB,2010,15.4793100357056
Barbados,BRB,2011,15.2925596237183
Belarus,BLR,1971,11.4747400283813
Belarus,BLR,1976,11.3421001434326
Belarus,BLR,1980,11.8184003829956
Belarus,BLR,1981,12.0117502212524
Belarus,BLR,1982,12.1097002029419
Belarus,BLR,1983,12.2342100143433
Belarus,BLR,1984,12.363450050354
Belarus,BLR,1985,12.5024404525757
Belarus,BLR,1986,12.6065196990967
Belarus,BLR,1987,12.9129295349121
Belarus,BLR,1988,12.9334497451782
Belarus,BLR,1989,12.8837099075317
Belarus,BLR,1990,12.8781299591064
Belarus,BLR,1991,12.7219104766846
Belarus,BLR,1992,12.4606599807739
Belarus,BLR,1993,12.4333696365356
Belarus,BLR,1994,12.395299911499
Belarus,BLR,1995,12.4382400512695
Belarus,BLR,1996,12.8249502182007
Belarus,BLR,1997,12.8928899765015
Belarus,BLR,1998,12.8377304077148
Belarus,BLR,2008,15.3725700378418
Belarus,BLR,2009,15.4550695419312
Belarus,BLR,2010,15.4657897949219
Belarus,BLR,2011,15.594690322876
Belarus,BLR,2012,15.7246999740601
Belarus,BLR,2013,15.6527500152588
Belarus,BLR,2014,15.601710319519
Belgium,BEL,1971,12.1511402130127
Belgium,BEL,1972,12.2192401885986
Belgium,BEL,1973,12.0105199813843
Belgium,BEL,1974,12.2466201782227
Belgium,BEL,1975,12.2640895843506
Belgium,BEL,1978,12.797269821167
Belgium,BEL,1979,12.8949899673462
Belgium,BEL,1980,12.9428300857544
Belgium,BEL,1981,12.9633903503418
Belgium,BEL,1982,13.1361904144287
Belgium,BEL,1983,12.9964599609375
Belgium,BEL,1984,13.1651802062988
Belgium,BEL,1985,13.401309967041
Belgium,BEL,1986,13.5625
Belgium,BEL,1987,13.7199697494507
Belgium,BEL,1988,13.8994197845459
Belgium,BEL,1989,14.029899597168
Belgium,BEL,1990,14.1206798553467
Belgium,BEL,1991,14.1515998840332
Belgium,BEL,1993,16.6186199188232
Belgium,BEL,1994,16.9042892456055
Belgium,BEL,1995,17.2968597412109
Belgium,BEL,1996,17.5693607330322
Belgium,BEL,1999,18.0208492279053
Belgium,BEL,2000,18.2428092956543
Belgium,BEL,2001,18.7816200256348
Belgium,BEL,2002,18.592170715332
Belgium,BEL,2003,18.810230255127
Belgium,BEL,2004,15.7036199569702
Belgium,BEL,2005,15.7440900802612
Belgium,BEL,2006,15.8409996032715
Belgium,BEL,2007,15.8372097015381
Belgium,BEL,2008,15.8250398635864
Belgium,BEL,2009,15.9471797943115
Belgium,BEL,2010,16.0502700805664
Belgium,BEL,2011,16.2187099456787
Belgium,BEL,2012,16.2982902526855
Belgium,BEL,2013,19.6035709381104
Belgium,BEL,2014,19.9072608947754
Belize,BLZ,2001,11.8644895553589
Belize,BLZ,2003,12.5455102920532
Belize,BLZ,2004,12.8502197265625
Belize,BLZ,2005,12.310359954834
Belize,BLZ,2006,12.8247098922729
Belize,BLZ,2007,12.7738199234009
Belize,BLZ,2008,12.7115802764893
Belize,BLZ,2009,12.442569732666
Belize,BLZ,2010,12.4334001541138
Belize,BLZ,2011,12.511890411377
Belize,BLZ,2012,12.9095602035522
Belize,BLZ,2013,12.7690696716309
Benin,BEN,1971,2.37723994255066
Benin,BEN,1972,2.61803007125854
Benin,BEN,1973,2.93546009063721
Benin,BEN,1974,2.89527988433838
Benin,BEN,1975,3.36046004295349
Benin,BEN,1976,3.49242997169495
Benin,BEN,1977,3.66372990608215
Benin,BEN,1978,3.7782199382782
Benin,BEN,1979,4.18407011032104
Benin,BEN,1980,4.37460994720459
Benin,BEN,1981,4.72714996337891
Benin,BEN,1982,5.20246982574463
Benin,BEN,1983,5.49288988113403
Benin,BEN,1984,5.50006008148193
Benin,BEN,1985,5.40746021270752
Benin,BEN,1986,5.11386013031006
Benin,BEN,1987,4.93267011642456
Benin,BEN,1999,6.37271022796631
Benin,BEN,2000,6.63332986831665
Benin,BEN,2001,7.27708005905151
Benin,BEN,2002,7.74590015411377
Benin,BEN,2003,8.13321018218994
Benin,BEN,2004,8.50137996673584
Benin,BEN,2005,8.72684955596924
Benin,BEN,2011,11.0700302124023
Benin,BEN,2013,12.1358804702759
Bermuda,BMU,1979,11.9391899108887
Bermuda,BMU,1980,12.4038896560669
Bermuda,BMU,2006,12.762809753418
Bermuda,BMU,2010,12.5479698181152
Bermuda,BMU,2011,12.3691301345825
Bermuda,BMU,2012,12.0858097076416
Bermuda,BMU,2013,11.8625602722168
Bermuda,BMU,2014,11.6703395843506
Bhutan,BTN,1983,4.04402017593384
Bhutan,BTN,1999,7.25134992599487
Bhutan,BTN,2005,9.62378978729248
Bhutan,BTN,2006,10.0724697113037
Bhutan,BTN,2007,10.478289604187
Bhutan,BTN,2008,10.8596200942993
Bhutan,BTN,2009,11.4296102523804
Bhutan,BTN,2010,11.9062404632568
Bhutan,BTN,2011,12.3075704574585
Bhutan,BTN,2012,12.6335802078247
Bhutan,BTN,2013,12.5154399871826
Bolivia,BOL,1970,7.04777002334595
Bolivia,BOL,1971,7.11339998245239
Bolivia,BOL,1972,7.36042976379395
Bolivia,BOL,1973,7.5896201133728
Bolivia,BOL,1998,12.6244602203369
Bolivia,BOL,1999,13.3222198486328
Bolivia,BOL,2000,13.734450340271
Bolivia,BOL,2001,13.9783601760864
Bolivia,BOL,2002,14.4341802597046
Bolivia,BOL,2003,14.6107997894287
Bolivia,BOL,2007,13.9557800292969
Bosnia and Herzegovina,BIH,2011,13.8698596954346
Bosnia and Herzegovina,BIH,2012,14.2126502990723
Bosnia and Herzegovina,BIH,2013,14.4158201217651
Bosnia and Herzegovina,BIH,2014,14.3865299224854
Botswana,BWA,1970,4.64660978317261
Botswana,BWA,1971,4.34638023376465
Botswana,BWA,1972,4.43198013305664
Botswana,BWA,1973,5.11863994598389
Botswana,BWA,1974,5.3960599899292
Botswana,BWA,1975,5.86508989334106
Botswana,BWA,1976,6.16247987747192
Botswana,BWA,1977,6.53293991088867
Botswana,BWA,1978,6.73259019851685
Botswana,BWA,1979,6.99204015731812
Botswana,BWA,1980,7.39750003814697
Botswana,BWA,1981,7.47629976272583
Botswana,BWA,1983,7.79344987869263
Botswana,BWA,1984,8.17525005340576
Botswana,BWA,1985,8.55788993835449
Botswana,BWA,1986,8.7992000579834
Botswana,BWA,1987,8.98783016204834
Botswana,BWA,1991,10.297679901123
Botswana,BWA,1993,10.282790184021
Botswana,BWA,1994,10.2091798782349
Botswana,BWA,1995,10.6251497268677
Botswana,BWA,1998,11.2553300857544
Botswana,BWA,1999,11.6710500717163
Botswana,BWA,2000,11.8473196029663
Botswana,BWA,2001,11.9319200515747
Botswana,BWA,2002,11.7699403762817
Botswana,BWA,2003,11.8426904678345
Botswana,BWA,2004,11.8622303009033
Botswana,BWA,2005,11.888689994812
Botswana,BWA,2006,12.0677995681763
Botswana,BWA,2007,12.054160118103
Botswana,BWA,2012,12.6173095703125
Botswana,BWA,2013,13.0721998214722
Brazil,BRA,2002,14.7707996368408
Brazil,BRA,2003,14.0142698287964
Brazil,BRA,2004,13.8500099182129
Brazil,BRA,2005,13.7773704528809
Brazil,BRA,2007,13.3202295303345
Brazil,BRA,2008,13.8042097091675
Brazil,BRA,2009,13.7822599411011
Brazil,BRA,2011,14.1534700393677
Brazil,BRA,2012,14.1577701568604
Brazil,BRA,2013,15.1953201293945
Brunei,BRN,1977,11.8558902740479
Brunei,BRN,1979,11.0565795898438
Brunei,BRN,1983,11.4138698577881
Brunei,BRN,1984,11.5670499801636
Brunei,BRN,1986,11.5203695297241
Brunei,BRN,1992,12.458869934082
Brunei,BRN,1993,12.677339553833
Brunei,BRN,1994,12.786190032959
Brunei,BRN,1998,13.0700998306274
Brunei,BRN,1999,13.3863296508789
Brunei,BRN,2000,13.3607397079468
Brunei,BRN,2001,13.2932901382446
Brunei,BRN,2002,13.4062700271606
Brunei,BRN,2003,13.7173299789429
Brunei,BRN,2004,14.0874099731445
Brunei,BRN,2005,14.274920463562
Brunei,BRN,2006,14.3241195678711
Brunei,BRN,2007,14.1785001754761
Brunei,BRN,2008,14.0693101882935
Brunei,BRN,2009,14.1895503997803
Brunei,BRN,2010,14.1281003952026
Brunei,BRN,2011,14.3703298568726
Brunei,BRN,2012,14.9330596923828
Brunei,BRN,2013,14.9724397659302
Brunei,BRN,2014,14.944860458374
Bulgaria,BGR,1971,11.2793102264404
Bulgaria,BGR,1972,11.3055295944214
Bulgaria,BGR,1973,11.3831195831299
Bulgaria,BGR,1974,11.443320274353
Bulgaria,BGR,1975,11.4881896972656
Bulgaria,BGR,1976,11.2514095306396
Bulgaria,BGR,1977,11.5519695281982
Bulgaria,BGR,1978,11.6738004684448
Bulgaria,BGR,1979,11.3290100097656
Bulgaria,BGR,1980,11.2019395828247
Bulgaria,BGR,1981,11.1655797958374
Bulgaria,BGR,1982,11.3173503875732
Bulgaria,BGR,1983,11.4213895797729
Bulgaria,BGR,1984,11.5509195327759
Bulgaria,BGR,1985,11.7325096130371
Bulgaria,BGR,1986,12.0762195587158
Bulgaria,BGR,1987,12.2980298995972
Bulgaria,BGR,1988,12.4205799102783
Bulgaria,BGR,1989,12.5638399124146
Bulgaria,BGR,1990,12.1090497970581
Bulgaria,BGR,1991,12.2029895782471
Bulgaria,BGR,1992,12.0163898468018
Bulgaria,BGR,1993,11.8954496383667
Bulgaria,BGR,1994,11.8091497421265
Bulgaria,BGR,1995,12.1294097900391
Bulgaria,BGR,1996,12.6399202346802
Bulgaria,BGR,1997,12.7409696578979
Bulgaria,BGR,1998,12.8202896118164
Bulgaria,BGR,1999,12.9375
Bulgaria,BGR,2000,12.9271402359009
Bulgaria,BGR,2001,12.9388103485107
Bulgaria,BGR,2002,12.892749786377
Bulgaria,BGR,2003,13.2859601974487
Bulgaria,BGR,2004,13.4534101486206
Bulgaria,BGR,2005,13.4945402145386
Bulgaria,BGR,2006,13.5249795913696
Bulgaria,BGR,2007,13.8038101196289
Bulgaria,BGR,2008,13.8434801101685
Bulgaria,BGR,2009,13.9362497329712
Bulgaria,BGR,2010,14.2137203216553
Bulgaria,BGR,2011,14.3240299224854
Bulgaria,BGR,2012,14.3929796218872
Bulgaria,BGR,2013,14.8221302032471
Bulgaria,BGR,2014,15.0403699874878
Burkina Faso,BFA,1971,0.826120018959045
Burkina Faso,BFA,1972,0.859539985656738
Burkina Faso,BFA,1973,0.883910000324249
Burkina Faso,BFA,1974,0.929830014705658
Burkina Faso,BFA,1975,0.971409976482391
Burkina Faso,BFA,1976,1.00891995429993
Burkina Faso,BFA,1977,1.05508995056152
Burkina Faso,BFA,1978,1.10440003871918
Burkina Faso,BFA,1979,1.15734004974365
Burkina Faso,BFA,1980,1.23485994338989
Burkina Faso,BFA,1981,1.32178997993469
Burkina Faso,BFA,1982,1.44532001018524
Burkina Faso,BFA,1983,1.5620299577713
Burkina Faso,BFA,1984,1.67298996448517
Burkina Faso,BFA,1985,1.85634994506836
Burkina Faso,BFA,1986,2.04203009605408
Burkina Faso,BFA,1987,2.2163200378418
Burkina Faso,BFA,1988,2.30010008811951
Burkina Faso,BFA,1989,2.43917989730835
Burkina Faso,BFA,1990,2.47177004814148
Burkina Faso,BFA,1991,2.59173011779785
Burkina Faso,BFA,1992,2.66619992256165
Burkina Faso,BFA,1993,2.76636004447937
Burkina Faso,BFA,1994,2.88913989067078
Burkina Faso,BFA,1999,3.43951010704041
Burkina Faso,BFA,2001,3.59846997261047
Burkina Faso,BFA,2003,3.91424989700317
Burkina Faso,BFA,2005,4.65528011322021
Burkina Faso,BFA,2006,4.93205976486206
Burkina Faso,BFA,2007,5.39139986038208
Burkina Faso,BFA,2008,5.86310005187988
Burkina Faso,BFA,2009,6.28302001953125
Burkina Faso,BFA,2010,6.70339012145996
Burkina Faso,BFA,2011,7.15105009078979
Burkina Faso,BFA,2012,7.45475006103516
Burkina Faso,BFA,2013,7.69281005859375
Burundi,BDI,1971,2.10513997077942
Burundi,BDI,1972,2.04355001449585
Burundi,BDI,1973,1.54623997211456
Burundi,BDI,1974,1.43187999725342
Burundi,BDI,1975,1.47268998622894
Burundi,BDI,1976,1.4859299659729
Burundi,BDI,1979,1.63844001293182
Burundi,BDI,1980,1.79779005050659
Burundi,BDI,1981,1.96868002414703
Burundi,BDI,1982,2.2650101184845
Burundi,BDI,1984,3.02698993682861
Burundi,BDI,1985,3.33283996582031
Burundi,BDI,1986,3.61966991424561
Burundi,BDI,1987,4.06131982803345
Burundi,BDI,1988,4.55524015426636
Burundi,BDI,1989,4.41540002822876
Burundi,BDI,1990,4.44001007080078
Burundi,BDI,1991,4.56665992736816
Burundi,BDI,1992,4.38616991043091
Burundi,BDI,1993,4.6762900352478
Burundi,BDI,2001,4.38141012191772
Burundi,BDI,2002,4.74206018447876
Burundi,BDI,2004,5.59459018707275
Burundi,BDI,2005,5.90278005599976
Burundi,BDI,2006,7.2400598526001
Burundi,BDI,2007,7.89404010772705
Burundi,BDI,2009,9.30568981170654
Burundi,BDI,2010,9.89490032196045
Burundi,BDI,2011,10.3275203704834
Burundi,BDI,2012,10.4562997817993
Burundi,BDI,2013,10.6474304199219
Cambodia,KHM,1971,2.23047995567322
Cambodia,KHM,1972,2.99399995803833
Cambodia,KHM,1991,6.77272987365723
Cambodia,KHM,2000,7.60302019119263
Cambodia,KHM,2001,8.20680046081543
Cambodia,KHM,2002,9.28717041015625
Cambodia,KHM,2003,9.68612957000732
Cambodia,KHM,2004,9.96403026580811
Cambodia,KHM,2006,10.3245801925659
Cambodia,KHM,2007,10.4972496032715
Cambodia,KHM,2008,10.5159502029419
Cameroon,CMR,1971,6.19041013717651
Cameroon,CMR,1972,6.13356018066406
Cameroon,CMR,1973,6.18110990524292
Cameroon,CMR,1974,6.54334020614624
Cameroon,CMR,1975,6.55576992034912
Cameroon,CMR,1979,6.96810007095337
Cameroon,CMR,1980,7.04183006286621
Cameroon,CMR,1981,7.03189992904663
Cameroon,CMR,1982,7.0753002166748
Cameroon,CMR,1983,7.31659984588623
Cameroon,CMR,1984,7.30019998550415
Cameroon,CMR,1985,7.47768020629883
Cameroon,CMR,1987,7.81514978408813
Cameroon,CMR,1988,8.19231986999512
Cameroon,CMR,1989,7.75995016098022
Cameroon,CMR,1990,8.02233982086182
Cameroon,CMR,1991,7.98318004608154
Cameroon,CMR,1999,6.92025995254517
Cameroon,CMR,2000,7.13545989990234
Cameroon,CMR,2001,8.36960029602051
Cameroon,CMR,2002,8.0888500213623
