Entity,Code,Year,Oil (terawatt-hours)
Algeria,DZA,2017,-4.051735460200007
Algeria,DZA,2018,2.807200321399989
Argentina,ARG,1966,8.425508178999962
Argentina,ARG,1967,6.621824272000026
Argentina,ARG,1968,5.820850936699969
Argentina,ARG,1969,10.974276642199982
Argentina,ARG,1970,-29.821951868999975
Argentina,ARG,1971,17.815308038800026
Argentina,ARG,1972,0.3821415637999621
Argentina,ARG,1973,0.9606537005000177
Argentina,ARG,1974,0.9860644363999995
Argentina,ARG,1975,-16.36370307599998
Argentina,ARG,1976,10.321436361400004
Argentina,ARG,1977,14.977942521199964
Argentina,ARG,1978,-0.010613305399942874
Argentina,ARG,1979,16.81960500729997
Argentina,ARG,1980,-19.790311731299994
Argentina,ARG,1981,-21.024612702699983
Argentina,ARG,1982,-10.912682534000055
Argentina,ARG,1983,4.616877748900038
Argentina,ARG,1984,-14.950147751600014
Argentina,ARG,1985,-23.48407532630003
Argentina,ARG,1986,33.07675727970005
Argentina,ARG,1987,17.20254939
Argentina,ARG,1988,-0.7537271580999914
Argentina,ARG,1989,-25.239602543400025
Argentina,ARG,1990,-13.346572532099998
Argentina,ARG,1991,7.059246133299979
Argentina,ARG,1992,13.541577510400003
Argentina,ARG,1993,-2.41644360250001
Argentina,ARG,1994,-8.388557226699987
Argentina,ARG,1995,-1.3377260961999866
Argentina,ARG,1996,9.522996388999985
Argentina,ARG,1997,0.3046194728000273
Argentina,ARG,1998,5.562999182899972
Argentina,ARG,1999,-17.72628643639996
Argentina,ARG,2000,2.4111499753999794
Argentina,ARG,2001,-8.862362728900024
Argentina,ARG,2002,-18.24083613169998
Argentina,ARG,2003,6.270426380600014
Argentina,ARG,2004,11.5033922147
Argentina,ARG,2005,14.639552203299985
Argentina,ARG,2006,12.673313111400006
Argentina,ARG,2007,28.798744701600015
Argentina,ARG,2008,8.19625889829996
Argentina,ARG,2009,-6.1339835694999465
Argentina,ARG,2010,41.43470132259995
Argentina,ARG,2011,3.2972710764000226
Argentina,ARG,2012,15.054307427200001
Argentina,ARG,2013,25.64147568149997
Argentina,ARG,2014,-5.065661306099969
Argentina,ARG,2015,11.50139976310004
Argentina,ARG,2016,-6.872241780900083
Argentina,ARG,2017,-3.2223153774999673
Argentina,ARG,2018,-22.366859263599963
Australia,AUS,1966,32.93006808969997
Australia,AUS,1967,20.340214649500012
Australia,AUS,1968,20.897221171699982
Australia,AUS,1969,7.163136109199968
Australia,AUS,1970,27.747297800800084
Australia,AUS,1971,15.34914304619997
Australia,AUS,1972,5.48879082779996
Australia,AUS,1973,20.859598586900063
Australia,AUS,1974,19.84220921069999
Australia,AUS,1975,-3.6306439797000394
Australia,AUS,1976,7.716965896900035
Australia,AUS,1977,16.77927216729995
Australia,AUS,1978,2.71325876380007
Australia,AUS,1979,6.4935492099000385
Australia,AUS,1980,-15.62246898020004
Australia,AUS,1981,-11.841770437400044
Australia,AUS,1982,1.6334773451000615
Australia,AUS,1983,-6.153094450700053
Australia,AUS,1984,16.642422771399993
Australia,AUS,1985,-16.393296773999964
Australia,AUS,1986,8.210272583099993
Australia,AUS,1987,6.821628486099996
Australia,AUS,1988,17.322909771900015
Australia,AUS,1989,13.746937956999943
Australia,AUS,1990,5.766792487000089
Australia,AUS,1991,-11.114768088900007
Australia,AUS,1992,1.7278272319999814
Australia,AUS,1993,19.93132129449998
Australia,AUS,1994,15.656486032399982
Australia,AUS,1995,13.419293526499985
Australia,AUS,1996,6.892338653499962
Australia,AUS,1997,8.080766718100051
Australia,AUS,1998,-0.5613334637000094
Australia,AUS,1999,14.174031447900006
Australia,AUS,2000,-2.489331371099979
Australia,AUS,2001,2.9890144374000442
Australia,AUS,2002,-1.5461253455001156
Australia,AUS,2003,-0.3066789131999599
Australia,AUS,2004,13.285056112300026
Australia,AUS,2005,-1.5977658018999819
Australia,AUS,2006,39.03727556130002
Australia,AUS,2007,-2.359629191700037
Australia,AUS,2008,8.231069697999942
Australia,AUS,2009,3.075366140699998
Australia,AUS,2010,1.9886644068000123
Australia,AUS,2011,29.601820159400063
Australia,AUS,2012,16.513577723000026
Australia,AUS,2013,3.624539392699944
Australia,AUS,2014,8.110164799500012
Australia,AUS,2015,-24.126513967699907
Australia,AUS,2016,20.351716254299845
Australia,AUS,2017,9.795375292100061
Australia,AUS,2018,25.93974494170004
Austria,AUT,1966,6.491383610859998
Austria,AUT,1967,4.759253616129996
Austria,AUT,1968,11.917955276109993
Austria,AUT,1969,8.759927224060021
Austria,AUT,1970,9.817651940710007
Austria,AUT,1971,12.563379699039999
Austria,AUT,1972,9.515848125800005
Austria,AUT,1973,10.804936864199988
Austria,AUT,1974,-14.700132175500002
Austria,AUT,1975,1.3315791760000053
Austria,AUT,1976,10.852072788999976
Austria,AUT,1977,-5.824790366599984
Austria,AUT,1978,9.983156412200003
Austria,AUT,1979,5.8390638655999965
Austria,AUT,1980,-3.5213118615999974
Austria,AUT,1981,-13.256563077500005
Austria,AUT,1982,-6.730094687399998
Austria,AUT,1983,-3.821006727199986
Austria,AUT,1984,-3.2813197173000077
Austria,AUT,1985,0.18745943429999556
Austria,AUT,1986,6.232374997699992
Austria,AUT,1987,3.6420459154000184
Austria,AUT,1988,-0.8823733334999986
Austria,AUT,1989,-1.755766213600026
Austria,AUT,1990,5.054528139700011
Austria,AUT,1991,10.27476272909999
Austria,AUT,1992,-3.6416486345999886
Austria,AUT,1993,1.135190925499984
Austria,AUT,1994,-1.2150900721999847
Austria,AUT,1995,-0.24627141389998997
Austria,AUT,1996,4.6714458251999815
Austria,AUT,1997,2.222490557700013
Austria,AUT,1998,5.441307514899989
Austria,AUT,1999,-2.510250833599997
Austria,AUT,2000,-3.014149425999989
Austria,AUT,2001,12.133873587899984
Austria,AUT,2002,3.2639280989999975
Austria,AUT,2003,12.9377002274
Austria,AUT,2004,-4.568114438199984
Austria,AUT,2005,0.1420517274999895
Austria,AUT,2006,2.7627997726000046
Austria,AUT,2007,-9.064985473500002
Austria,AUT,2008,-0.3971511254999882
Austria,AUT,2009,-6.072252692500001
Austria,AUT,2010,6.252160186299989
Austria,AUT,2011,-11.118226385699984
Austria,AUT,2012,-0.5109004339000194
Austria,AUT,2013,2.0742120119000163
Austria,AUT,2014,-3.974431896900029
Austria,AUT,2015,0.5140654221000318
Austria,AUT,2016,2.94473588729997
Austria,AUT,2017,2.6420469945000207
Austria,AUT,2018,3.585294306599991
Azerbaijan,AZE,1986,4.631823031589988
Azerbaijan,AZE,1987,-5.990462310089995
Azerbaijan,AZE,1988,2.316342401479986
Azerbaijan,AZE,1989,-2.4420354174999943
Azerbaijan,AZE,1990,4.693612977360004
Azerbaijan,AZE,1991,-3.5937005171199985
Azerbaijan,AZE,1992,-2.4816583041500024
Azerbaijan,AZE,1993,-0.2640621854300065
Azerbaijan,AZE,1994,-7.896383453689992
Azerbaijan,AZE,1995,-8.48182431408
Azerbaijan,AZE,1996,-7.90517710603001
Azerbaijan,AZE,1997,-3.3693379181899843
Azerbaijan,AZE,1998,3.470808877349995
Azerbaijan,AZE,1999,-2.884800973049991
Azerbaijan,AZE,2000,7.277612757799986
Azerbaijan,AZE,2001,-26.995964410709995
Azerbaijan,AZE,2002,-3.750874745250009
Azerbaijan,AZE,2003,7.080228060530011
Azerbaijan,AZE,2004,3.973409724569997
Azerbaijan,AZE,2005,9.225407495429998
Azerbaijan,AZE,2006,-6.685931413860004
Azerbaijan,AZE,2007,-3.257720470199992
Azerbaijan,AZE,2008,-10.799163394930005
Azerbaijan,AZE,2009,-2.905650074049994
Azerbaijan,AZE,2010,-0.513590871580007
Azerbaijan,AZE,2011,8.945117703509993
Azerbaijan,AZE,2012,2.228635163530008
Azerbaijan,AZE,2013,4.493933215890003
Azerbaijan,AZE,2014,-1.0099824385399998
Azerbaijan,AZE,2015,0.8077436235000022
Azerbaijan,AZE,2016,-0.36692413911000443
Azerbaijan,AZE,2017,0.4871293884400032
Azerbaijan,AZE,2018,-1.1455559769200008
Bangladesh,BGD,1972,1.7837261059399996
Bangladesh,BGD,1973,1.2890872265000013
Bangladesh,BGD,1974,0.4514594457499985
Bangladesh,BGD,1975,1.9722305538900002
Bangladesh,BGD,1976,1.1170802708200007
Bangladesh,BGD,1977,-0.2260691618700026
Bangladesh,BGD,1978,0.9373152794100026
Bangladesh,BGD,1979,1.652215275459998
Bangladesh,BGD,1980,2.1786661125800038
Bangladesh,BGD,1981,0.601938608519994
Bangladesh,BGD,1982,-0.271619440839995
Bangladesh,BGD,1983,-2.073827221720002
Bangladesh,BGD,1984,0.13455805330000103
Bangladesh,BGD,1985,2.0567122229700026
Bangladesh,BGD,1986,1.5367222230099955
Bangladesh,BGD,1987,-0.3300016686799978
Bangladesh,BGD,1988,0.03877610635000295
Bangladesh,BGD,1989,1.957691669919999
Bangladesh,BGD,1990,-0.7141305552500015
Bangladesh,BGD,1991,-1.604961945810004
Bangladesh,BGD,1992,2.3814019473000023
Bangladesh,BGD,1993,2.7649052794300033
Bangladesh,BGD,1994,1.0876627789500013
Bangladesh,BGD,1995,7.996654999319997
Bangladesh,BGD,1996,0.7529969452900005
Bangladesh,BGD,1997,5.270454720419998
Bangladesh,BGD,1998,4.1788158305500005
Bangladesh,BGD,1999,-4.871904168650005
Bangladesh,BGD,2000,-0.6961252799999968
Bangladesh,BGD,2001,7.679010833660001
Bangladesh,BGD,2002,0.19767826173000458
Bangladesh,BGD,2003,1.7320119851200033
Bangladesh,BGD,2004,-2.7670024591800058
Bangladesh,BGD,2005,0.29343311078000056
Bangladesh,BGD,2006,0.5001053864899916
Bangladesh,BGD,2007,-2.563492531659989
Bangladesh,BGD,2008,0.7131632648899924
Bangladesh,BGD,2009,-2.9411119327799966
Bangladesh,BGD,2010,4.829372735299998
Bangladesh,BGD,2011,13.781514749469999
Bangladesh,BGD,2012,4.096061518850007
Bangladesh,BGD,2013,-1.3650671795000093
Bangladesh,BGD,2014,7.818813133080006
Bangladesh,BGD,2015,4.173370804110007
Bangladesh,BGD,2016,6.485919906639992
Bangladesh,BGD,2017,9.16830852179001
Bangladesh,BGD,2018,13.371762030509998
Belarus,BLR,1986,53.77827427750003
Belarus,BLR,1987,-3.812379825800008
Belarus,BLR,1988,-10.837095093500011
Belarus,BLR,1989,-21.342242075
Belarus,BLR,1990,-23.64892173749996
Belarus,BLR,1991,-9.584970449300044
Belarus,BLR,1992,-41.60097264139998
Belarus,BLR,1993,-68.74526564180002
Belarus,BLR,1994,-32.16821912110001
Belarus,BLR,1995,-12.819540241499993
Belarus,BLR,1996,-2.0899222811000016
Belarus,BLR,1997,-15.60879385633001
Belarus,BLR,1998,-5.766894168089976
Belarus,BLR,1999,-8.484017499480018
