Entity,Code,Year,Year,Average scheduled minutes of work per day (Atack and Bateman (1992)) (minutes)
Agricultural Services,,1880,9.9500000199
All Industries,,1880,10.00000002
Blacksmithing,,1880,10.00000002
Chemicals,,1880,10.333333353999999
Clothing,,1880,9.983333353299999
Coke/Gas/Oil,,1880,10.1333333536
Construction,,1880,9.6833333527
Fabricated Metals,,1880,9.9000000198
Food,,1880,10.2833333539
Furniture,,1880,9.7833333529
Glass/Brick,,1880,9.800000019599999
Leather,,1880,9.9666666866
Lumber,,1880,10.116666686899999
Machinery,,1880,9.766666686199999
Miscellaneous Metals,,1880,9.9500000199
Paper,,1880,10.550000021099999
Primary Metals,,1880,9.8833333531
Printing,,1880,9.8833333531
Textiles,,1880,10.2000000204
Tobacco,,1880,9.9666666866
Transportation Equipment,,1880,9.9166666865
