Entity,Code,Year,Agricultural irrigated land (% of total agricultural land) (% of total agricultural land)
Turkey,TUR,2011,13.6350563442884
Turkey,TUR,2012,13.5782539641211
Turkey,TUR,2013,13.5725997449444
Turkey,TUR,2014,13.5240268665232
Uganda,UGA,2013,0.0733957682969129
Ukraine,UKR,2001,1.31279449075752
Ukraine,UKR,2002,1.76369697555319
Ukraine,UKR,2003,1.76858904606456
Ukraine,UKR,2006,5.27322933824242
Ukraine,UKR,2007,5.26825958416129
Ukraine,UKR,2008,5.2697859149472
Ukraine,UKR,2009,0.981199728655877
Ukraine,UKR,2010,0.896600189013013
Ukraine,UKR,2011,0.898718538795087
Ukraine,UKR,2012,0.910477758674964
Ukraine,UKR,2013,0.973955178679588
Ukraine,UKR,2014,0.751114557084706
United Arab Emirates,ARE,2010,19.1291215706016
United Arab Emirates,ARE,2011,18.0686149936468
United Arab Emirates,ARE,2012,12.601519517946
United Arab Emirates,ARE,2013,12.4509547475804
United Kingdom,GBR,2003,1.33875914130691
United Kingdom,GBR,2005,1.22906345836282
United Kingdom,GBR,2007,0.783135943786479
United Kingdom,GBR,2010,0.385508592661403
United Kingdom,GBR,2013,0.284634381050655
United States,USA,2002,5.41901497104565
United States,USA,2007,5.54815994667411
United States,USA,2008,5.37825365111056
United States,USA,2012,5.52719371969861
Uruguay,URY,2006,1.15005103776795
Uruguay,URY,2007,1.07903780068729
Uruguay,URY,2008,1.22665939757394
Uruguay,URY,2009,1.16781422978264
Uruguay,URY,2010,1.23328483336798
Uruguay,URY,2011,1.37684152554041
Uruguay,URY,2012,1.40548137737175
Venezuela,VEN,2007,3.16805046616262
Yemen,YEM,2002,2.88298951640176
Yemen,YEM,2003,1.9961693977442
Yemen,YEM,2004,2.86539032983826
Yemen,YEM,2005,3.04808060196404
Yemen,YEM,2006,3.2674482583485
