Entity,Code,Year, (%)
Argentina,ARG,1962,40
Argentina,ARG,1973,43
Argentina,ARG,1979,42
Argentina,ARG,1982,41
Argentina,ARG,1989,44
Argentina,ARG,2001,41.99720019
Argentina,ARG,2005,37.02781495
Argentina,ARG,2008,30.6871118
Argentina,ARG,2009,31.92137668
Argentina,ARG,2010,30.14086359
Argentina,ARG,2011,31.81815082
Argentina,ARG,2012,29.99847867
Argentina,ARG,2013,30.43463511
Australia,AUS,1960,50.17292785
Australia,AUS,1961,49.47181009
Australia,AUS,1962,49.52106174
Australia,AUS,1963,49.16341327
Australia,AUS,1964,48.19296375
Australia,AUS,1965,47.8863461
Australia,AUS,1966,45.83517292
Australia,AUS,1967,45.02021403
Australia,AUS,1968,44.78983834
Australia,AUS,1969,44.37794217
Australia,AUS,1970,44.15358142
Australia,AUS,1971,45.38865546
Australia,AUS,1972,46.33092037
Australia,AUS,1973,47.2343406
Australia,AUS,1974,48.80023876
Australia,AUS,1975,50.0639872
Australia,AUS,1976,49.46821271
Australia,AUS,1977,49.05593019
Australia,AUS,1978,49.22977041
Australia,AUS,1979,49.58738953
Australia,AUS,1980,49.63658791
Australia,AUS,1981,49.05454209
Australia,AUS,1982,49.3651205
Australia,AUS,1983,49.8134047
Australia,AUS,1984,49.09264041
Australia,AUS,1985,49.0782625
Australia,AUS,1986,48.600367
Australia,AUS,1987,48.01787614
Australia,AUS,1988,46.50787497
Australia,AUS,1989,45.26965164
Australia,AUS,1990,45.40410576
Australia,AUS,1991,46.78857233
Australia,AUS,1992,44.12467715
Australia,AUS,1993,42.54421021
Australia,AUS,1994,38.05329934
Australia,AUS,1995,35.22535521
Australia,AUS,1996,34.80578983
Austria,AUT,1960,67.88319449
Austria,AUT,1961,67.33297439
Austria,AUT,1962,66.65702792
Austria,AUT,1963,67.05964862
Austria,AUT,1964,66.62435973
Austria,AUT,1965,66.15817146
Austria,AUT,1966,65.84437726
Austria,AUT,1967,65.09121017
Austria,AUT,1968,62.05251601
Austria,AUT,1969,63.06902326
Austria,AUT,1970,62.75217593
Austria,AUT,1971,61.89138952
Austria,AUT,1972,60.9978164
Austria,AUT,1973,60.83205636
