Entity,Code,Year,"Out-of-school children of primary school age, both sexes (number) ( )"
Paraguay,PRY,1985,66801
Paraguay,PRY,1986,74883
Paraguay,PRY,1987,72920
Paraguay,PRY,1988,65522
Paraguay,PRY,1989,55784
Paraguay,PRY,1990,45785
Paraguay,PRY,1991,33800
Paraguay,PRY,1992,28557
Paraguay,PRY,1993,26478
Paraguay,PRY,1994,60663
Paraguay,PRY,1995,62826
Paraguay,PRY,1996,38321
Paraguay,PRY,1999,23257
Paraguay,PRY,2000,17183
Paraguay,PRY,2001,17204
Paraguay,PRY,2002,30921
Paraguay,PRY,2003,37649
Paraguay,PRY,2004,42237
Paraguay,PRY,2005,38139
Paraguay,PRY,2006,52169
Paraguay,PRY,2007,66673
Paraguay,PRY,2008,78472
Paraguay,PRY,2009,85728
Paraguay,PRY,2010,83514
Paraguay,PRY,2011,82137
Paraguay,PRY,2012,85438
Peru,PER,1970,525153
Peru,PER,1973,483686
Peru,PER,1980,404469
Peru,PER,1981,258599
Peru,PER,1982,240580
Peru,PER,1985,141679
Peru,PER,1988,293724
Peru,PER,1993,210415
Peru,PER,1995,394844
Peru,PER,1996,417381
Peru,PER,1997,440479
Peru,PER,1998,7750
Peru,PER,1999,1202
Peru,PER,2000,1671
Peru,PER,2001,9083
Peru,PER,2002,10202
Peru,PER,2003,16355
Peru,PER,2004,30906
Peru,PER,2005,36690
Peru,PER,2006,37132
Peru,PER,2007,38346
Peru,PER,2008,41651
Peru,PER,2009,38165
Peru,PER,2010,38266
Peru,PER,2011,48614
Peru,PER,2012,238095
Peru,PER,2013,145180
Peru,PER,2014,161695
Philippines,PHL,1976,221135
Philippines,PHL,1979,279367
Philippines,PHL,1981,521566
Philippines,PHL,1982,530857
Philippines,PHL,1983,669553
Philippines,PHL,1984,741482
Philippines,PHL,1985,465176
Philippines,PHL,1986,528938
Philippines,PHL,1987,520106
Philippines,PHL,1988,351971
Philippines,PHL,1989,224596
Philippines,PHL,1990,145543
Philippines,PHL,1992,435159
Philippines,PHL,1993,538796
Philippines,PHL,1994,716297
Philippines,PHL,1996,459021
Philippines,PHL,1998,925819
Philippines,PHL,1999,1268544
Philippines,PHL,2001,1217178
Philippines,PHL,2002,1180019
Philippines,PHL,2003,1159259
Philippines,PHL,2004,1246657
Philippines,PHL,2005,1358454
Philippines,PHL,2006,1578876
Philippines,PHL,2007,1546488
Philippines,PHL,2008,1378436
Philippines,PHL,2009,1098833
Philippines,PHL,2013,402182
Poland,POL,1999,142117
Poland,POL,2000,136487
Poland,POL,2001,127266
Poland,POL,2002,130891
Poland,POL,2003,137262
Poland,POL,2004,142098
Poland,POL,2005,144222
Poland,POL,2006,130514
Poland,POL,2007,119656
Poland,POL,2008,109126
Poland,POL,2009,87158
Poland,POL,2010,73271
Poland,POL,2011,71921
Poland,POL,2012,63691
Poland,POL,2013,61763
Portugal,PRT,1973,117957
Portugal,PRT,1974,117264
Portugal,PRT,1976,72195
Portugal,PRT,1977,61197
Portugal,PRT,1978,35963
Portugal,PRT,1980,39534
Portugal,PRT,1981,33744
Portugal,PRT,1984,20741
Portugal,PRT,1985,5480
Portugal,PRT,1986,3499
Portugal,PRT,1987,4776
Portugal,PRT,1990,2469
Portugal,PRT,1991,7844
Portugal,PRT,1992,2992
Portugal,PRT,1993,2053
Portugal,PRT,1994,7020
Portugal,PRT,1995,3918
Portugal,PRT,1996,3084
Portugal,PRT,2009,4069
Portugal,PRT,2010,3420
Portugal,PRT,2011,6380
Portugal,PRT,2012,5766
Portugal,PRT,2013,6540
Portugal,PRT,2014,7621
Puerto Rico,PRI,2010,39317
Puerto Rico,PRI,2011,47725
Puerto Rico,PRI,2012,44640
Puerto Rico,PRI,2013,43527
Qatar,QAT,1971,2684
Qatar,QAT,1972,2227
Qatar,QAT,1973,2180
Qatar,QAT,1974,2462
Qatar,QAT,1976,2149
Qatar,QAT,1977,1956
Qatar,QAT,1978,1189
Qatar,QAT,1979,930
Qatar,QAT,1980,921
Qatar,QAT,1981,1404
Qatar,QAT,1982,1200
Qatar,QAT,1983,1965
Qatar,QAT,1984,2140
Qatar,QAT,1985,3013
Qatar,QAT,1986,2903
Qatar,QAT,1987,4477
Qatar,QAT,1988,5358
Qatar,QAT,1989,6163
Qatar,QAT,1990,7421
Qatar,QAT,1991,10156
Qatar,QAT,1992,11172
Qatar,QAT,1993,11087
Qatar,QAT,1994,7745
Qatar,QAT,1998,347
Qatar,QAT,1999,2760
Qatar,QAT,2000,2633
Qatar,QAT,2001,2347
Qatar,QAT,2002,1557
Qatar,QAT,2003,3353
Qatar,QAT,2005,2935
Qatar,QAT,2006,10919
Qatar,QAT,2007,6102
Qatar,QAT,2009,4630
Qatar,QAT,2010,7718
Qatar,QAT,2011,2649
Romania,ROU,1993,366405
Romania,ROU,1994,250697
Romania,ROU,1995,172042
Romania,ROU,1996,138651
Romania,ROU,1997,126442
Romania,ROU,1998,64760
Romania,ROU,1999,95987
Romania,ROU,2000,94497
Romania,ROU,2001,90779
Romania,ROU,2002,59648
Romania,ROU,2003,26039
Romania,ROU,2004,9649
Romania,ROU,2005,19875
Romania,ROU,2006,40789
Romania,ROU,2007,42334
Romania,ROU,2008,47300
Romania,ROU,2009,49623
Romania,ROU,2010,55802
Romania,ROU,2011,62415
Romania,ROU,2012,72057
Russia,RUS,1994,231290
Russia,RUS,1995,491414
Russia,RUS,2006,390102
Russia,RUS,2007,337487
Russia,RUS,2008,265802
Russia,RUS,2009,190711
Russia,RUS,2011,144029
Russia,RUS,2012,145682
Russia,RUS,2013,140613
Russia,RUS,2014,220011
Rwanda,RWA,1973,298510
Rwanda,RWA,1974,318678
Rwanda,RWA,1975,342014
Rwanda,RWA,1977,333004
Rwanda,RWA,1978,326517
Rwanda,RWA,1999,276803
Rwanda,RWA,2002,241710
Rwanda,RWA,2003,151554
Rwanda,RWA,2010,24118
Rwanda,RWA,2013,67642
Saint Kitts and Nevis,KNA,1984,46
Saint Kitts and Nevis,KNA,1985,1013
Saint Kitts and Nevis,KNA,1986,828
Saint Kitts and Nevis,KNA,1988,87
Saint Kitts and Nevis,KNA,1989,81
Saint Kitts and Nevis,KNA,1992,38
Saint Kitts and Nevis,KNA,2000,181
Saint Kitts and Nevis,KNA,2001,376
Saint Kitts and Nevis,KNA,2002,244
Saint Kitts and Nevis,KNA,2003,200
Saint Kitts and Nevis,KNA,2004,223
Saint Kitts and Nevis,KNA,2005,280
Saint Kitts and Nevis,KNA,2007,673
Saint Kitts and Nevis,KNA,2008,1167
Saint Kitts and Nevis,KNA,2009,518
Saint Kitts and Nevis,KNA,2010,936
Saint Kitts and Nevis,KNA,2011,838
Saint Kitts and Nevis,KNA,2012,1062
Saint Kitts and Nevis,KNA,2013,1175
Saint Kitts and Nevis,KNA,2014,1247
Saint Lucia,LCA,1981,1920
Saint Lucia,LCA,1982,1425
Saint Lucia,LCA,1983,230
Saint Lucia,LCA,1984,307
Saint Lucia,LCA,1990,630
Saint Lucia,LCA,2000,2293
Saint Lucia,LCA,2001,2176
Saint Lucia,LCA,2002,400
Saint Lucia,LCA,2003,692
Saint Lucia,LCA,2004,1152
Saint Lucia,LCA,2005,1650
Saint Lucia,LCA,2006,1080
Saint Lucia,LCA,2007,1291
Saint Vincent and the Grenadines,VCT,1984,1266
Saint Vincent and the Grenadines,VCT,1986,585
Saint Vincent and the Grenadines,VCT,1994,99
Saint Vincent and the Grenadines,VCT,2000,293
Saint Vincent and the Grenadines,VCT,2002,151
Saint Vincent and the Grenadines,VCT,2003,81
Saint Vincent and the Grenadines,VCT,2004,93
Saint Vincent and the Grenadines,VCT,2005,261
Saint Vincent and the Grenadines,VCT,2007,230
Saint Vincent and the Grenadines,VCT,2008,356
Saint Vincent and the Grenadines,VCT,2009,231
Saint Vincent and the Grenadines,VCT,2010,208
Saint Vincent and the Grenadines,VCT,2011,443
Saint Vincent and the Grenadines,VCT,2012,115
Saint Vincent and the Grenadines,VCT,2013,485
Saint Vincent and the Grenadines,VCT,2014,1128
Samoa,WSM,1994,1780
Samoa,WSM,1998,1059
Samoa,WSM,1999,2079
Samoa,WSM,2000,2464
Samoa,WSM,2001,1533
Samoa,WSM,2007,456
Samoa,WSM,2009,74
Samoa,WSM,2010,902
Samoa,WSM,2011,1391
Samoa,WSM,2012,1104
Samoa,WSM,2014,790
San Marino,SMR,2009,135
San Marino,SMR,2010,98
San Marino,SMR,2012,117
Sao Tome and Principe,STP,1983,424
Sao Tome and Principe,STP,1984,453
Sao Tome and Principe,STP,1987,1440
Sao Tome and Principe,STP,1988,1154
Sao Tome and Principe,STP,1990,473
Sao Tome and Principe,STP,1999,4025
Sao Tome and Principe,STP,2002,507
Sao Tome and Principe,STP,2003,295
Sao Tome and Principe,STP,2004,222
Sao Tome and Principe,STP,2005,248
Sao Tome and Principe,STP,2007,1966
Sao Tome and Principe,STP,2008,1729
Sao Tome and Principe,STP,2009,1443
Sao Tome and Principe,STP,2010,1427
Sao Tome and Principe,STP,2013,1604
Sao Tome and Principe,STP,2014,1382
Sao Tome and Principe,STP,2015,1346
Saudi Arabia,SAU,1979,804217
Saudi Arabia,SAU,2009,501172
Saudi Arabia,SAU,2010,323273
Saudi Arabia,SAU,2011,311206
Saudi Arabia,SAU,2012,232751
Saudi Arabia,SAU,2013,133206
Saudi Arabia,SAU,2014,120782
Senegal,SEN,1978,578513
Senegal,SEN,1979,580392
Senegal,SEN,1980,594165
Senegal,SEN,1981,605144
Senegal,SEN,1982,613677
Senegal,SEN,1983,620544
Senegal,SEN,1984,638264
Senegal,SEN,1985,655326
Senegal,SEN,1986,600778
Senegal,SEN,1988,637388
Senegal,SEN,1989,666580
Senegal,SEN,1990,694584
Senegal,SEN,1992,732007
Senegal,SEN,1994,761653
Senegal,SEN,1996,742554
Senegal,SEN,1997,702524
Senegal,SEN,1998,684721
Senegal,SEN,1999,720571
Senegal,SEN,2000,686273
Senegal,SEN,2003,609313
Senegal,SEN,2004,670934
Senegal,SEN,2005,664713
Senegal,SEN,2006,632552
Senegal,SEN,2007,598068
Senegal,SEN,2008,599073
Senegal,SEN,2009,611811
Senegal,SEN,2010,616246
Senegal,SEN,2011,628777
Senegal,SEN,2012,588726
Senegal,SEN,2014,634117
Serbia,SRB,2005,937
Serbia,SRB,2006,422
Serbia,SRB,2007,4878
Serbia,SRB,2008,5765
Serbia,SRB,2009,11309
Serbia,SRB,2010,16133
Serbia,SRB,2011,8178
Serbia,SRB,2012,11038
Serbia,SRB,2013,10450
Serbia,SRB,2014,3975
Seychelles,SYC,1979,1601
Seychelles,SYC,1993,1190
Seychelles,SYC,1994,888
Seychelles,SYC,1995,801
Seychelles,SYC,1996,765
Seychelles,SYC,1998,53
Seychelles,SYC,2000,651
Seychelles,SYC,2001,1294
Seychelles,SYC,2002,594
Seychelles,SYC,2003,420
Seychelles,SYC,2004,389
Seychelles,SYC,2005,379
Seychelles,SYC,2014,450
Sierra Leone,SLE,1983,300791
Sierra Leone,SLE,2012,6601
Slovenia,SVN,1995,7558
Slovenia,SVN,1996,5562
Slovenia,SVN,1997,4727
Slovenia,SVN,1998,2286
Slovenia,SVN,1999,3278
Slovenia,SVN,2000,3987
Slovenia,SVN,2001,3301
Slovenia,SVN,2002,2614
Slovenia,SVN,2003,1796
Slovenia,SVN,2004,217
Slovenia,SVN,2005,1244
Slovenia,SVN,2006,1754
Slovenia,SVN,2007,2310
Slovenia,SVN,2008,2273
Slovenia,SVN,2009,2547
Slovenia,SVN,2010,2898
Slovenia,SVN,2011,3093
Slovenia,SVN,2012,2459
Slovenia,SVN,2013,2767
Slovenia,SVN,2014,2454
Solomon Islands,SLB,2005,18201
Solomon Islands,SLB,2006,14732
Solomon Islands,SLB,2007,14921
Somalia,SOM,1976,498042
Somalia,SOM,1977,565397
Somalia,SOM,1978,655873
Somalia,SOM,1979,726491
Somalia,SOM,1980,786130
South Africa,ZAF,1970,1414822
South Africa,ZAF,1991,677858
South Africa,ZAF,1994,419535
South Africa,ZAF,1995,350406
South Africa,ZAF,1998,378884
South Africa,ZAF,1999,366502
South Africa,ZAF,2000,588542
South Africa,ZAF,2001,602442
South Africa,ZAF,2002,634260
South Africa,ZAF,2003,662822
South Africa,ZAF,2004,744853
South Africa,ZAF,2005,877312
South Asia,,1970,39691936
South Asia,,1971,40789584
South Asia,,1972,39665812
South Asia,,1973,37245940
South Asia,,1974,38217608
South Asia,,1975,37679836
South Asia,,1976,37853036
South Asia,,1977,37021096
South Asia,,1978,40582616
South Asia,,1979,41223216
South Asia,,1980,40753992
South Asia,,1981,40576256
South Asia,,1982,41246832
South Asia,,1983,40330460
South Asia,,1984,39785900
South Asia,,1985,40471980
South Asia,,1986,39279532
South Asia,,1987,41477560
South Asia,,1988,39446376
South Asia,,1989,37334048
South Asia,,1990,37988392
South Asia,,1991,38466752
South Asia,,1992,38368388
South Asia,,1993,36880956
South Asia,,1994,35530224
South Asia,,1995,35626816
South Asia,,1996,35545664
South Asia,,1997,35833532
South Asia,,1998,37308556
South Asia,,1999,36330704
South Asia,,2000,33644012
South Asia,,2001,33562988
South Asia,,2002,32416748
South Asia,,2003,25497956
South Asia,,2004,21406294
South Asia,,2005,18336322
South Asia,,2006,15942211
South Asia,,2007,12756258
South Asia,,2008,13053950
South Asia,,2009,14263598
South Asia,,2010,13029129
South Asia,,2011,13762777
South Asia,,2012,12211047
South Asia,,2013,11645321
South Asia,,2014,11322410
South Korea,KOR,1971,189587
South Korea,KOR,1972,98091
South Korea,KOR,1973,150281
South Korea,KOR,1974,189908
South Korea,KOR,1975,193831
South Korea,KOR,1976,135514
South Korea,KOR,1977,175768
South Korea,KOR,1978,150842
South Korea,KOR,1979,58451
South Korea,KOR,1980,6821
South Korea,KOR,1981,3001
South Korea,KOR,1982,7459
South Korea,KOR,1983,9682
South Korea,KOR,1984,40777
South Korea,KOR,1985,73592
South Korea,KOR,1986,71451
South Korea,KOR,1987,18437
South Korea,KOR,1988,19179
South Korea,KOR,1989,23520
South Korea,KOR,1990,28846
South Korea,KOR,1991,27549
South Korea,KOR,1992,29798
South Korea,KOR,1993,32650
South Korea,KOR,1994,38102
South Korea,KOR,1995,47424
South Korea,KOR,1996,45055
South Korea,KOR,1997,38531
South Korea,KOR,1998,45670
South Korea,KOR,1999,25092
South Korea,KOR,2000,9927
South Korea,KOR,2001,5438
South Korea,KOR,2002,11130
South Korea,KOR,2007,11306
South Korea,KOR,2008,10888
South Korea,KOR,2009,27375
South Korea,KOR,2010,35122
South Korea,KOR,2011,31379
South Korea,KOR,2012,33188
South Korea,KOR,2013,103957
South Sudan,SSD,2011,1022073
Spain,ESP,1971,223854
Spain,ESP,1972,181439
Spain,ESP,1973,151119
Spain,ESP,1975,17100
Spain,ESP,1976,2742
Spain,ESP,1977,27169
Spain,ESP,1978,43449
Spain,ESP,1979,39903
Spain,ESP,1980,27591
Spain,ESP,1981,26888
Spain,ESP,1983,13385
Spain,ESP,1984,7760
Spain,ESP,1985,6634
Spain,ESP,1986,6253
Spain,ESP,1987,25077
Spain,ESP,1988,41854
Spain,ESP,1989,22210
Spain,ESP,1990,21941
Spain,ESP,1991,8982
Spain,ESP,1992,10126
Spain,ESP,1993,205
Spain,ESP,1994,498
Spain,ESP,1995,889
Spain,ESP,1996,1597
Spain,ESP,1997,1364
Spain,ESP,1999,3239
Spain,ESP,2000,4338
Spain,ESP,2001,5576
Spain,ESP,2002,4128
Spain,ESP,2003,3215
Spain,ESP,2004,5916
Spain,ESP,2005,7410
Spain,ESP,2006,5439
Spain,ESP,2007,2964
Spain,ESP,2008,3544
Spain,ESP,2009,7213
Spain,ESP,2010,10077
Spain,ESP,2011,8550
Spain,ESP,2012,8852
Spain,ESP,2013,13529
Spain,ESP,2014,28642
Sri Lanka,LKA,1977,380012
Sri Lanka,LKA,1986,38018
Sri Lanka,LKA,2001,1952
Sri Lanka,LKA,2002,1227
Sri Lanka,LKA,2003,6220
Sri Lanka,LKA,2004,50987
Sri Lanka,LKA,2005,44415
Sri Lanka,LKA,2006,53276
Sri Lanka,LKA,2007,59881
Sri Lanka,LKA,2008,74647
Sri Lanka,LKA,2009,112846
Sri Lanka,LKA,2010,85531
Sri Lanka,LKA,2011,83726
Sri Lanka,LKA,2012,81024
Sri Lanka,LKA,2013,61241
Sri Lanka,LKA,2014,46806
Sub-Saharan Africa,,1975,32206778
Sub-Saharan Africa,,1976,32466192
Sub-Saharan Africa,,1977,31955104
Sub-Saharan Africa,,1978,31459620
Sub-Saharan Africa,,1979,30529676
Sub-Saharan Africa,,1980,29937744
Sub-Saharan Africa,,1981,29415246
Sub-Saharan Africa,,1982,29365614
Sub-Saharan Africa,,1983,29969726
Sub-Saharan Africa,,1984,31304396
Sub-Saharan Africa,,1985,33051128
Sub-Saharan Africa,,1986,35155060
Sub-Saharan Africa,,1987,37180108
Sub-Saharan Africa,,1988,38857568
Sub-Saharan Africa,,1989,39427100
Sub-Saharan Africa,,1990,40974648
Sub-Saharan Africa,,1991,41154628
Sub-Saharan Africa,,1992,42441680
Sub-Saharan Africa,,1993,43194356
Sub-Saharan Africa,,1994,44016624
Sub-Saharan Africa,,1995,44309008
Sub-Saharan Africa,,1996,46507400
Sub-Saharan Africa,,1997,44990376
Sub-Saharan Africa,,1998,45234884
Sub-Saharan Africa,,1999,45483944
Sub-Saharan Africa,,2000,44203796
Sub-Saharan Africa,,2001,43160948
Sub-Saharan Africa,,2002,42380468
Sub-Saharan Africa,,2003,40645832
Sub-Saharan Africa,,2004,39593340
Sub-Saharan Africa,,2005,37848912
Sub-Saharan Africa,,2006,36641944
Sub-Saharan Africa,,2007,34480388
Sub-Saharan Africa,,2008,34069016
Sub-Saharan Africa,,2009,34502952
Sub-Saharan Africa,,2010,35515224
Sub-Saharan Africa,,2011,34687520
Sub-Saharan Africa,,2012,34292644
Sub-Saharan Africa,,2013,34035020
Sub-Saharan Africa,,2014,34133988
Sub-Saharan Africa (all income levels),,1975,32207844
Sub-Saharan Africa (all income levels),,1976,32467552
Sub-Saharan Africa (all income levels),,1977,31956508
Sub-Saharan Africa (all income levels),,1978,31461020
Sub-Saharan Africa (all income levels),,1979,30531276
Sub-Saharan Africa (all income levels),,1980,29939656
Sub-Saharan Africa (all income levels),,1981,29416944
Sub-Saharan Africa (all income levels),,1982,29367148
Sub-Saharan Africa (all income levels),,1983,29971244
Sub-Saharan Africa (all income levels),,1984,31305986
Sub-Saharan Africa (all income levels),,1985,33052508
Sub-Saharan Africa (all income levels),,1986,35156276
Sub-Saharan Africa (all income levels),,1987,37181588
Sub-Saharan Africa (all income levels),,1988,38859268
Sub-Saharan Africa (all income levels),,1989,39428784
Sub-Saharan Africa (all income levels),,1990,40976176
Sub-Saharan Africa (all income levels),,1991,41155952
Sub-Saharan Africa (all income levels),,1992,42442984
Sub-Saharan Africa (all income levels),,1993,43195544
Sub-Saharan Africa (all income levels),,1994,44017512
Sub-Saharan Africa (all income levels),,1995,44309808
Sub-Saharan Africa (all income levels),,1996,46508168
Sub-Saharan Africa (all income levels),,1997,44990848
Sub-Saharan Africa (all income levels),,1998,45234936
Sub-Saharan Africa (all income levels),,1999,45484244
Sub-Saharan Africa (all income levels),,2000,44204448
Sub-Saharan Africa (all income levels),,2001,43162240
Sub-Saharan Africa (all income levels),,2002,42381064
Sub-Saharan Africa (all income levels),,2003,40646256
Sub-Saharan Africa (all income levels),,2004,39593728
Sub-Saharan Africa (all income levels),,2005,37849292
Sub-Saharan Africa (all income levels),,2006,36642336
Sub-Saharan Africa (all income levels),,2007,34480788
Sub-Saharan Africa (all income levels),,2008,34069376
Sub-Saharan Africa (all income levels),,2009,34503264
Sub-Saharan Africa (all income levels),,2010,35515304
Sub-Saharan Africa (all income levels),,2011,34687588
Sub-Saharan Africa (all income levels),,2012,34292792
Sub-Saharan Africa (all income levels),,2013,34035352
Sub-Saharan Africa (all income levels),,2014,34134436
Sudan,SDN,2011,2886157
Sudan,SDN,2012,2712568
Suriname,SUR,1977,4296
Suriname,SUR,1978,3169
Suriname,SUR,1985,534
Suriname,SUR,1987,679
Suriname,SUR,1988,599
Suriname,SUR,2005,6764
Suriname,SUR,2006,5225
Suriname,SUR,2007,7450
Suriname,SUR,2008,4557
Suriname,SUR,2009,2987
Suriname,SUR,2011,1748
Suriname,SUR,2013,9554
Suriname,SUR,2014,5054
Swaziland,SWZ,1970,39160
Swaziland,SWZ,1971,40406
Swaziland,SWZ,1972,39891
Swaziland,SWZ,1973,38469
Swaziland,SWZ,1974,38805
Swaziland,SWZ,1975,37592
Swaziland,SWZ,1976,37822
Swaziland,SWZ,1977,37817
Swaziland,SWZ,1978,38770
Swaziland,SWZ,1979,38954
Swaziland,SWZ,1980,37609
Swaziland,SWZ,1981,34918
Swaziland,SWZ,1982,36009
Swaziland,SWZ,1983,38273
Swaziland,SWZ,1984,38823
Swaziland,SWZ,1985,37796
Swaziland,SWZ,1986,40953
Swaziland,SWZ,1987,41876
Swaziland,SWZ,1988,44346
Swaziland,SWZ,1989,47132
Swaziland,SWZ,1990,45470
Swaziland,SWZ,1991,47055
Swaziland,SWZ,1992,47624
Swaziland,SWZ,1993,52352
Swaziland,SWZ,1994,53517
Swaziland,SWZ,1995,53534
Swaziland,SWZ,1996,60347
Swaziland,SWZ,1998,63708
Swaziland,SWZ,1999,65780
Swaziland,SWZ,2000,62186
Swaziland,SWZ,2001,60820
Swaziland,SWZ,2002,60504
Swaziland,SWZ,2003,59416
Swaziland,SWZ,2004,53188
Swaziland,SWZ,2005,50513
Swaziland,SWZ,2006,37738
Swaziland,SWZ,2007,31847
Swaziland,SWZ,2013,45239
Sweden,SWE,1976,3874
Sweden,SWE,1982,25575
Sweden,SWE,1987,10923
Sweden,SWE,1988,9202
Sweden,SWE,1989,6948
Sweden,SWE,1990,2575
Sweden,SWE,1991,1366
Sweden,SWE,1992,881
Sweden,SWE,1993,2203
Sweden,SWE,1994,654
Sweden,SWE,1995,7155
Sweden,SWE,1996,1259
Sweden,SWE,1997,1159
Sweden,SWE,1999,1608
Sweden,SWE,2000,4064
Sweden,SWE,2001,1973
Sweden,SWE,2002,3458
Sweden,SWE,2003,6068
Sweden,SWE,2004,21646
Sweden,SWE,2005,31192
Sweden,SWE,2006,31812
Sweden,SWE,2007,23084
Sweden,SWE,2008,9011
Sweden,SWE,2009,3843
Sweden,SWE,2010,3520
Sweden,SWE,2011,3027
Sweden,SWE,2012,2416
Sweden,SWE,2013,1932
Sweden,SWE,2014,1787
Switzerland,CHE,1977,147740
Switzerland,CHE,1978,142588
Switzerland,CHE,1981,125259
Switzerland,CHE,1982,120865
Switzerland,CHE,1983,118313
Switzerland,CHE,1984,116802
Switzerland,CHE,1985,113395
Switzerland,CHE,1986,108389
Switzerland,CHE,1987,100625
Switzerland,CHE,1988,91004
Switzerland,CHE,1989,81089
Switzerland,CHE,1990,73483
Switzerland,CHE,1991,70575
Switzerland,CHE,1992,71829
Switzerland,CHE,1993,77061
Switzerland,CHE,1994,82722
Switzerland,CHE,1995,53056
Switzerland,CHE,1996,44363
Switzerland,CHE,1999,2581
Switzerland,CHE,2000,3557
Switzerland,CHE,2001,3964
Switzerland,CHE,2002,3955
Switzerland,CHE,2003,3952
Switzerland,CHE,2004,5551
Switzerland,CHE,2005,9902
Switzerland,CHE,2006,11598
Switzerland,CHE,2007,10877
Switzerland,CHE,2008,7102
Switzerland,CHE,2009,4647
Switzerland,CHE,2010,4272
Switzerland,CHE,2011,3503
Switzerland,CHE,2012,3628
Switzerland,CHE,2013,1703
Switzerland,CHE,2014,1671
Syria,SYR,1971,308434
Syria,SYR,1973,219135
Syria,SYR,1974,205123
Syria,SYR,1975,209862
Syria,SYR,1976,206900
Syria,SYR,1977,201867
Syria,SYR,1978,212872
Syria,SYR,1979,223965
Syria,SYR,1980,219150
Syria,SYR,1981,228175
Syria,SYR,1982,233022
Syria,SYR,1983,234881
Syria,SYR,1984,210502
Syria,SYR,1985,190173
Syria,SYR,1986,164415
Syria,SYR,1987,100821
Syria,SYR,1988,106703
Syria,SYR,1989,102634
Syria,SYR,1990,112226
Syria,SYR,1991,96954
Syria,SYR,1992,89853
Syria,SYR,1993,90689
Syria,SYR,1994,86843
Syria,SYR,1995,87397
Syria,SYR,1996,90560
Syria,SYR,1997,103841
Syria,SYR,1998,81124
Syria,SYR,1999,89231
Syria,SYR,2000,80866
Syria,SYR,2001,63713
Syria,SYR,2002,59450
Syria,SYR,2003,28457
Syria,SYR,2004,17969
Syria,SYR,2005,14805
Syria,SYR,2006,17803
Syria,SYR,2007,20097
Syria,SYR,2008,19400
Syria,SYR,2009,21678
Syria,SYR,2013,562763
Tajikistan,TJK,2000,40259
Tajikistan,TJK,2001,41169
Tajikistan,TJK,2002,27008
Tajikistan,TJK,2003,21396
Tajikistan,TJK,2004,18386
Tajikistan,TJK,2005,17934
Tajikistan,TJK,2006,19035
Tajikistan,TJK,2007,24504
Tajikistan,TJK,2008,15580
Tajikistan,TJK,2009,14612
Tajikistan,TJK,2010,12894
Tajikistan,TJK,2011,12977
Tajikistan,TJK,2012,11161
Tajikistan,TJK,2013,13411
Tajikistan,TJK,2014,18895
Tajikistan,TJK,2015,13130
Tanzania,TZA,1976,1603549
Tanzania,TZA,1980,1063684
Tanzania,TZA,1981,1146090
Tanzania,TZA,1982,1370083
Tanzania,TZA,1983,1466381
Tanzania,TZA,1984,1644610
Tanzania,TZA,1985,1814049
Tanzania,TZA,1986,1929311
Tanzania,TZA,1987,2055671
Tanzania,TZA,1988,2195310
Tanzania,TZA,1989,2266603
Tanzania,TZA,1990,2363908
Tanzania,TZA,1991,2475732
Tanzania,TZA,1992,2554383
Tanzania,TZA,1993,2680939
Tanzania,TZA,1994,2831178
Tanzania,TZA,1995,2915962
Tanzania,TZA,1996,2989410
Tanzania,TZA,1997,3044610
Tanzania,TZA,1998,3153075
Tanzania,TZA,1999,3202156
Tanzania,TZA,2000,3043400
Tanzania,TZA,2001,2806823
Tanzania,TZA,2002,1867773
Tanzania,TZA,2003,1330679
Tanzania,TZA,2004,1058074
Tanzania,TZA,2005,770990
Tanzania,TZA,2006,390558
Tanzania,TZA,2008,327884
Tanzania,TZA,2010,925963
Tanzania,TZA,2012,1386116
Tanzania,TZA,2013,1715379
Thailand,THA,1973,1782691
Thailand,THA,1974,1812148
Thailand,THA,2006,355315
Thailand,THA,2007,321564
Thailand,THA,2008,280422
Thailand,THA,2009,201766
Thailand,THA,2014,380231
Timor,TLS,2008,42887
Timor,TLS,2009,23500
Timor,TLS,2010,6423
Timor,TLS,2011,1944
Timor,TLS,2012,4908
Timor,TLS,2013,3544
Timor,TLS,2014,3869
Togo,TGO,1971,166737
Togo,TGO,1972,169718
Togo,TGO,1978,125238
Togo,TGO,1979,123708
Togo,TGO,1980,126179
Togo,TGO,1982,147829
Togo,TGO,1983,166145
Togo,TGO,1984,209887
Togo,TGO,1985,228449
Togo,TGO,1986,261668
Togo,TGO,1987,218370
Togo,TGO,1988,223771
Togo,TGO,1989,229502
Togo,TGO,1990,228598
Togo,TGO,1991,217936
Togo,TGO,1994,267577
Togo,TGO,1995,211082
Togo,TGO,1996,160140
Togo,TGO,1997,182242
Togo,TGO,1999,91298
Togo,TGO,2000,121357
Togo,TGO,2001,101544
Togo,TGO,2002,75627
Togo,TGO,2003,95739
Togo,TGO,2004,74282
Togo,TGO,2005,80585
Togo,TGO,2006,60419
Togo,TGO,2007,92318
Togo,TGO,2008,80774
Togo,TGO,2014,78780
Tonga,TON,1970,1984
Tonga,TON,1971,1833
Tonga,TON,1972,881
Tonga,TON,1974,1801
Tonga,TON,1975,457
Tonga,TON,1982,178
Tonga,TON,1983,1382
Tonga,TON,1984,158
Tonga,TON,1985,434
Tonga,TON,1986,466
Tonga,TON,1990,1188
