Entity,Code,Year,
Czech Republic,CZE,2011,650
Germany,DEU,2011,417.0406546
Greece,GRC,2011,191.2256658
Luxembourg,LUX,2011,152.4240758
Norway,NOR,2011,125.5347612
Sweden,SWE,2011,361.1040011
