Entity,Code,Year,Nuclear (%)
Africa,,1985,35.41401282634862
Africa,,1986,65.6255879298691
Africa,,1987,-29.94433715246054
Africa,,1988,70.14755955224805
Africa,,1989,5.77527878563282
Africa,,1990,-23.87602486653474
Africa,,1991,8.225825504611306
Africa,,1992,1.5748062606859792
Africa,,1993,-21.888460037234847
Africa,,1994,33.65954212852624
Africa,,1995,16.541194223156587
Africa,,1996,4.194325069018134
Africa,,1997,7.405518342414608
Africa,,1998,7.543287611960281
Africa,,1999,-5.617231108530185
Africa,,2000,1.3476686217292144
Africa,,2001,-17.609534485096322
Africa,,2002,11.866777063411549
Africa,,2003,5.604201673671461
Africa,,2004,5.544685535954397
Africa,,2005,-15.506543357956847
Africa,,2006,-11.216625648737244
Africa,,2007,12.876526223745199
Africa,,2008,14.906775790147586
Africa,,2009,-1.5226101374840595
Africa,,2010,5.630177009311699
Africa,,2011,-4.620387995167608
Africa,,2012,0.5071609173458169
Africa,,2013,8.780183272175869
Africa,,2014,-2.211815778510895
Africa,,2015,-11.287514168632317
Africa,,2016,30.043629965810005
Africa,,2017,-0.9872284824067212
Africa,,2018,-29.612910668747226
Argentina,ARG,1975,123.27586206896552
Argentina,ARG,1976,2.5096525096525157
Argentina,ARG,1977,-31.07344632768362
Argentina,ARG,1978,77.04918032786885
Argentina,ARG,1979,-7.098765432098775
Argentina,ARG,1980,-13.122923588039859
Argentina,ARG,1981,20.458891013384317
Argentina,ARG,1982,-33.17460317460317
Argentina,ARG,1983,80.9976247030879
Argentina,ARG,1984,36.22047244094488
Argentina,ARG,1985,25.722543352601157
Argentina,ARG,1986,-0.9961685823754896
Argentina,ARG,1987,13.23529411764708
Argentina,ARG,1988,-10.321257689678752
Argentina,ARG,1989,-13.109756097560965
Argentina,ARG,1990,44.47368421052629
Argentina,ARG,1991,6.557377049180335
Argentina,ARG,1992,-8.660968660968638
Argentina,ARG,1993,9.41983780411726
Argentina,ARG,1994,6.271379703534796
Argentina,ARG,1995,-14.216738197424906
Argentina,ARG,1996,5.565978736710475
Argentina,ARG,1997,6.75355450236963
Argentina,ARG,1998,-6.381798002219741
Argentina,ARG,1999,-4.682868998221689
Argentina,ARG,2000,-13.059701492537313
Argentina,ARG,2001,14.234620886981375
Argentina,ARG,2002,-17.532874139010644
Argentina,ARG,2003,29.99240698557326
Argentina,ARG,2004,4.147196261682251
Argentina,ARG,2005,-12.84352215367358
Argentina,ARG,2006,12.424050064350055
Argentina,ARG,2007,-6.048439321086785
Argentina,ARG,2008,1.9299696478178863
Argentina,ARG,2009,10.670814217184432
Argentina,ARG,2010,-11.890504738231922
Argentina,ARG,2011,-11.234396638644295
Argentina,ARG,2012,0.03124999171359999
Argentina,ARG,2013,-3.0459231699777267
Argentina,ARG,2014,-11.164813881810588
Argentina,ARG,2015,27.656873369509192
Argentina,ARG,2016,17.701378055499873
Argentina,ARG,2017,-26.517803269917728
Argentina,ARG,2018,12.887693779628794
Belgium,BEL,1967,1466.667108606784
Belgium,BEL,1968,-35.10638247856497
Belgium,BEL,1969,-63.93442943627512
Belgium,BEL,1970,159.0909173088022
Belgium,BEL,1971,-100
Belgium,BEL,1973,590.9090142087707
Belgium,BEL,1974,94.73683782052645
Belgium,BEL,1975,4483.783767239281
Belgium,BEL,1976,47.93632074814875
Belgium,BEL,1977,18.961737737530783
Belgium,BEL,1978,4.8077728296147315
Belgium,BEL,1979,-8.838807629774648
Belgium,BEL,1980,10.011396492397107
Belgium,BEL,1981,2.470316374773973
Belgium,BEL,1982,21.81351581922972
Belgium,BEL,1983,53.89427987552753
Belgium,BEL,1984,15.08753009356154
Belgium,BEL,1985,24.719749120543288
Belgium,BEL,1986,13.852200797912385
Belgium,BEL,1987,6.5314514870132845
Belgium,BEL,1988,2.7045059313720143
Belgium,BEL,1989,-4.3733469541875625
Belgium,BEL,1990,3.6514059815599076
Belgium,BEL,1991,0.3253592961855345
Belgium,BEL,1992,1.3882083979087412
Belgium,BEL,1993,-3.51850147588485
Belgium,BEL,1994,-3.107782573108042
Belgium,BEL,1995,1.8018905092266113
Belgium,BEL,1996,4.787697072182118
Belgium,BEL,1997,9.396344807571744
Belgium,BEL,1998,-2.621920356005847
Belgium,BEL,1999,6.177840347423547
Belgium,BEL,2000,-1.7544933255722373
Belgium,BEL,2001,-3.754386708995272
Belgium,BEL,2002,2.181276877069216
Belgium,BEL,2003,0.04011827926881928
Belgium,BEL,2004,-0.14141287134993297
Belgium,BEL,2005,0.5981568972263984
Belgium,BEL,2006,-1.9960080120179469
Belgium,BEL,2007,3.391574708983036
Belgium,BEL,2008,-5.513509079548118
Belgium,BEL,2009,3.629740177346452
Belgium,BEL,2010,1.5289483409256732
Belgium,BEL,2011,0.6048723754128682
Belgium,BEL,2012,-16.45934401583389
Belgium,BEL,2013,5.829507384794952
Belgium,BEL,2014,-20.966607258903235
Belgium,BEL,2015,-22.549921375473858
Belgium,BEL,2016,66.73562426769458
Belgium,BEL,2017,-2.9781954396279176
Belgium,BEL,2018,-32.56307728704236
Brazil,BRA,1985,105.78210570901376
Brazil,BRA,1986,-95.74090501139804
Brazil,BRA,1987,575.694435812804
Brazil,BRA,1988,-37.512846975531374
Brazil,BRA,1989,200.98684330078123
Brazil,BRA,1990,22.24043704629908
Brazil,BRA,1991,-35.538667933453326
Brazil,BRA,1992,21.983356478280804
Brazil,BRA,1993,-74.87208625804527
Brazil,BRA,1994,-87.55656144565252
Brazil,BRA,1995,4480.000109279712
Brazil,BRA,1996,-3.65224286321989
Brazil,BRA,1997,30.57272341114472
Brazil,BRA,1998,3.029346831158053
Brazil,BRA,1999,21.80704431000484
Brazil,BRA,2000,52.02413892949864
Brazil,BRA,2001,136.1726760539971
Brazil,BRA,2002,-3.102458138092379
Brazil,BRA,2003,-3.454755720140479
Brazil,BRA,2004,-13.078305143531399
Brazil,BRA,2005,-15.12358968951979
Brazil,BRA,2006,39.5646879609691
Brazil,BRA,2007,-10.21033725926167
Brazil,BRA,2008,13.10810896091077
Brazil,BRA,2009,-7.241824146304532
Brazil,BRA,2010,12.08733346846731
Brazil,BRA,2011,7.823507619982206
Brazil,BRA,2012,2.4204285216307575
Brazil,BRA,2013,-3.670628004901755
Brazil,BRA,2014,-0.46102878709296524
Brazil,BRA,2015,-4.189689588357314
Brazil,BRA,2016,7.670553287239001
Brazil,BRA,2017,-0.7888585417212712
Brazil,BRA,2018,-0.679853882728898
Bulgaria,BGR,1975,175.23809523809524
Bulgaria,BGR,1976,95.32871972318343
Bulgaria,BGR,1977,17.980513728963675
Bulgaria,BGR,1978,0.45045045045046805
Bulgaria,BGR,1979,4.484304932735439
Bulgaria,BGR,1980,-0.1430615164521032
Bulgaria,BGR,1981,47.85100286532955
Bulgaria,BGR,1982,17.829457364341074
Bulgaria,BGR,1983,14.638157894736858
Bulgaria,BGR,1984,3.371592539454782
Bulgaria,BGR,1985,3.1228313671061825
Bulgaria,BGR,1986,-8.075370121130554
Bulgaria,BGR,1987,3.001464128843323
Bulgaria,BGR,1988,28.926794598436413
Bulgaria,BGR,1989,-9.15104740904079
Bulgaria,BGR,1990,0.6772983616504913
Bulgaria,BGR,1991,-10.098874848966876
Bulgaria,BGR,1992,-12.37864077954669
Bulgaria,BGR,1993,20.957409963314568
Bulgaria,BGR,1994,9.74736993774512
Bulgaria,BGR,1995,12.559504385918752
Bulgaria,BGR,1996,4.7563872254775985
Bulgaria,BGR,1997,-1.8305497217848798
Bulgaria,BGR,1998,-4.799729590978064
Bulgaria,BGR,1999,-6.420498253297724
Bulgaria,BGR,2000,14.948779570393622
Bulgaria,BGR,2001,7.564088447670869
Bulgaria,BGR,2002,3.421469871524141
Bulgaria,BGR,2003,-14.548511533612196
Bulgaria,BGR,2004,-2.6909722253303348
Bulgaria,BGR,2005,10.930716617290104
Bulgaria,BGR,2006,4.503297072248347
Bulgaria,BGR,2007,-24.880726417882094
Bulgaria,BGR,2008,7.66236426130027
Bulgaria,BGR,2009,-3.22867109255911
Bulgaria,BGR,2010,-0.045883603591923006
Bulgaria,BGR,2011,6.984064533622392
Bulgaria,BGR,2012,-3.242613686710938
Bulgaria,BGR,2013,-10.2234906622244
Bulgaria,BGR,2014,11.963887073917135
Bulgaria,BGR,2015,-3.072803433443594
Bulgaria,BGR,2016,2.5797543383903054
Bulgaria,BGR,2017,-1.4601058249924193
Bulgaria,BGR,2018,3.879339648311153
Canada,CAN,1966,34.374997410507845
Canada,CAN,1967,-11.046511359014321
Canada,CAN,1968,500.00000288849674
Canada,CAN,1969,-42.37472752148375
Canada,CAN,1970,96.03024513709985
Canada,CAN,1971,285.6853426320124
Canada,CAN,1972,67.62430939226518
Canada,CAN,1973,113.3157547791694
Canada,CAN,1974,-2.781211372064263
Canada,CAN,1975,-15.130324221233327
Canada,CAN,1976,34.756554307116126
Canada,CAN,1977,68.31573096164531
Canada,CAN,1978,23.051519154557475
Canada,CAN,1979,0.6441223832528209
Canada,CAN,1980,7.800000000000007
Canada,CAN,1981,0.8658008658008365
Canada,CAN,1982,6.388718577559804
Canada,CAN,1983,26.79806362378976
Canada,CAN,1984,7.408417416598478
Canada,CAN,1985,15.910629654705488
Canada,CAN,1986,17.76431074766358
Canada,CAN,1987,8.407216814433593
Canada,CAN,1988,7.257649413783263
Canada,CAN,1989,-4.300825423909583
Canada,CAN,1990,-8.644875326726565
Canada,CAN,1991,16.39379986260019
Canada,CAN,1992,-5.118444340549344
Canada,CAN,1993,16.57305215981344
Canada,CAN,1994,14.793500350728795
Canada,CAN,1995,-9.263737364483815
Canada,CAN,1996,-5.189261800404199
Canada,CAN,1997,-11.036838983381447
Canada,CAN,1998,-13.375804330619212
Canada,CAN,1999,2.7994009836477707
