Entity,Code,Year,Nuclear (%)
Canada,CAN,2000,-0.9404162854858567
Canada,CAN,2001,5.350980675617456
Canada,CAN,2002,-1.5258313398836987
Canada,CAN,2003,-0.8378947286545979
Canada,CAN,2004,20.688434975655024
Canada,CAN,2005,1.8294828349454173
Canada,CAN,2006,6.436715443355623
Canada,CAN,2007,-4.565078606237849
Canada,CAN,2008,2.7040986131351197
Canada,CAN,2009,-6.174570908335541
Canada,CAN,2010,0.629247902279384
Canada,CAN,2011,3.232477824660407
Canada,CAN,2012,1.3604671684549707
Canada,CAN,2013,9.042156665136257
Canada,CAN,2014,3.7130677090796427
Canada,CAN,2015,-5.1004109000092335
Canada,CAN,2016,-0.6535195209519729
Canada,CAN,2017,-0.030989927145719243
Canada,CAN,2018,-0.36828319133240806
China,CHN,1994,820.1101928374657
China,CHN,1995,-13.053892215568874
China,CHN,1996,11.742424242424265
China,CHN,1997,0.5546995377503805
China,CHN,1998,-2.206558381857182
China,CHN,1999,6.016922594797869
China,CHN,2000,11.971622819982276
China,CHN,2001,4.382259767687424
China,CHN,2002,43.82903388973194
China,CHN,2003,72.48109723931773
China,CHN,2004,16.422428382098087
China,CHN,2005,5.18932412225841
China,CHN,2006,3.3058318253571084
China,CHN,2007,13.287019378333675
China,CHN,2008,10.082085905698479
China,CHN,2009,2.544082851065732
China,CHN,2010,5.341203950296558
China,CHN,2011,16.87872226589544
China,CHN,2012,12.789808904340516
China,CHN,2013,14.599461990028772
China,CHN,2014,18.747816113951863
China,CHN,2015,28.860402301711872
China,CHN,2016,24.8833355537591
China,CHN,2017,16.322138731522994
China,CHN,2018,18.64570736807558
Czech Republic,CZE,1986,156.64206642066415
Czech Republic,CZE,1987,74.11933860531987
Czech Republic,CZE,1988,10.445912469033857
Czech Republic,CZE,1989,5.046728971962633
Czech Republic,CZE,1990,1.3523131672597888
Czech Republic,CZE,1991,-3.5814606741572996
Czech Republic,CZE,1992,0.9832483612527199
Czech Republic,CZE,1993,3.0652722683014666
Czech Republic,CZE,1994,2.764170748775374
Czech Republic,CZE,1995,-5.754170922710234
Czech Republic,CZE,1996,5.0578034682080775
Czech Republic,CZE,1997,-2.7854195323246067
Czech Republic,CZE,1998,5.482844004244769
Czech Republic,CZE,1999,1.3749161636485763
Czech Republic,CZE,2000,1.7532252729077102
Czech Republic,CZE,2001,8.498008517555267
Czech Republic,CZE,2002,27.04467331521514
Czech Republic,CZE,2003,38.07035893620709
Czech Republic,CZE,2004,1.7501613693640783
Czech Republic,CZE,2005,-6.066925734472095
Czech Republic,CZE,2006,5.33371616069791
Czech Republic,CZE,2007,0.4822145089670382
Czech Republic,CZE,2008,1.4477248635711648
Czech Republic,CZE,2009,2.4737297966659355
Czech Republic,CZE,2010,2.8682951247947175
Czech Republic,CZE,2011,1.0518718658040882
Czech Republic,CZE,2012,7.218572543234902
Czech Republic,CZE,2013,1.388659885910437
Czech Republic,CZE,2014,-1.367363463955984
Czech Republic,CZE,2015,-11.489238225059662
Czech Republic,CZE,2016,-10.195672259344901
Czech Republic,CZE,2017,17.571211657819894
Czech Republic,CZE,2018,5.581236160645209
Europe,,1966,31.241296583850932
Europe,,1967,18.7769616328046
Europe,,1968,11.235272576388722
Europe,,1969,24.1937186528574
Europe,,1970,5.749667913005885
Europe,,1971,15.378352939368156
Europe,,1972,28.832177771992917
Europe,,1973,10.163203966707268
Europe,,1974,15.870665962370612
Europe,,1975,34.26317689809504
Europe,,1976,17.56940500549813
Europe,,1977,18.77476528246116
Europe,,1978,11.917370836267382
Europe,,1979,11.713388239816979
Europe,,1980,18.055148056918412
Europe,,1981,34.82145012784237
Europe,,1982,10.147742825454609
Europe,,1983,17.836795571971265
Europe,,1984,26.12293306403828
Europe,,1985,32.29242194246351
Europe,,1986,6.2274650398412845
Europe,,1987,4.071631230914052
Europe,,1988,10.055650589765541
Europe,,1989,4.79813837899099
Europe,,1990,0.8489233777661642
Europe,,1991,2.614759764326391
Europe,,1992,0.7000038775905715
Europe,,1993,3.946290513603734
Europe,,1994,-0.8911059508475372
Europe,,1995,2.605853842201933
Europe,,1996,5.654009050862818
Europe,,1997,0.9997668095601542
Europe,,1998,-0.8269490225118137
Europe,,1999,0.6344824864906284
Europe,,2000,0.8043176256196549
Europe,,2001,3.1636543437295828
Europe,,2002,1.2429973797123184
Europe,,2003,0.8542794815695975
Europe,,2004,1.6153432807853418
Europe,,2005,-1.110335898486925
Europe,,2006,-0.19130970938202596
Europe,,2007,-4.716132782077942
Europe,,2008,-0.0676900140906711
Europe,,2009,-4.777305169095547
Europe,,2010,2.7227574207497662
Europe,,2011,-0.7637399063362804
Europe,,2012,-2.5190644815220042
Europe,,2013,-1.1900511026954885
Europe,,2014,0.6301549951259089
Europe,,2015,-2.4613964438971347
Europe,,2016,-2.6952761897309663
Europe,,2017,-0.6418234995845595
Europe,,2018,0.14620778725966677
Finland,FIN,1978,22.669322752946265
Finland,FIN,1979,106.56057143613027
Finland,FIN,1980,4.166666699673205
Finland,FIN,1981,108.83018867345804
Finland,FIN,1982,14.391037229144521
Finland,FIN,1983,5.629975993275904
Finland,FIN,1984,6.472453188480598
Finland,FIN,1985,1.0169110498294387
Finland,FIN,1986,0.10011123644544373
Finland,FIN,1987,2.978108686396852
Finland,FIN,1988,-0.4694075796083941
Finland,FIN,1989,-2.3689488900324296
Finland,FIN,1990,0.6551915768459482
Finland,FIN,1991,1.5390555964245767
Finland,FIN,1992,-1.287553651397022
Finland,FIN,1993,3.467253728966746
Finland,FIN,1994,-2.5106383163557067
Finland,FIN,1995,-1.0912265220214379
Finland,FIN,1996,3.039496892572724
Finland,FIN,1997,7.345146969726102
Finland,FIN,1998,4.613236244882812
Finland,FIN,1999,5.167810838785214
Finland,FIN,2000,-2.1985494159046826
Finland,FIN,2001,1.2926998856624516
Finland,FIN,2002,-2.1007691984294308
Finland,FIN,2003,2.033671724146058
Finland,FIN,2004,-0.07329396109188036
Finland,FIN,2005,2.486487972717888
Finland,FIN,2006,-1.5776313552417265
Finland,FIN,2007,2.261448115691933
Finland,FIN,2008,-2.006559639929062
Finland,FIN,2009,2.4993537285909806
Finland,FIN,2010,-3.1494460375510513
Finland,FIN,2011,1.720042029658142
Finland,FIN,2012,-0.9103770356357344
Finland,FIN,2013,2.7680076695117073
Finland,FIN,2014,-0.1212869552443041
Finland,FIN,2015,-1.4130530858356694
Finland,FIN,2016,-0.20558989219030543
Finland,FIN,2017,-3.1691958179072444
Finland,FIN,2018,1.4600908461319895
France,FRA,1966,51.8828451882845
France,FRA,1967,82.09366391184574
France,FRA,1968,21.18003025718609
France,FRA,1969,40.07490636704123
France,FRA,1970,15.174408823529383
France,FRA,1971,63.35142709673063
France,FRA,1972,56.40475938559404
France,FRA,1973,1.0965663888016675
France,FRA,1974,-0.27794727399642616
France,FRA,1975,24.05166552957394
France,FRA,1976,-13.535729941048501
France,FRA,1977,13.708961854381085
France,FRA,1978,69.73412852405573
France,FRA,1979,31.222908181479504
France,FRA,1980,53.28078080724066
France,FRA,1981,71.95800885275425
France,FRA,1982,3.411313443376196
France,FRA,1983,32.44796591770276
France,FRA,1984,32.561121845829554
France,FRA,1985,17.186274404345724
France,FRA,1986,13.411423456883176
France,FRA,1987,4.471680673811695
France,FRA,1988,3.7665712653269567
France,FRA,1989,10.311373718345784
France,FRA,1990,3.339573786820771
France,FRA,1991,5.4950792948341265
France,FRA,1992,2.144323050413588
France,FRA,1993,8.788133967528022
France,FRA,1994,-2.229024306200411
France,FRA,1995,4.791919568210035
France,FRA,1996,5.330685983344763
France,FRA,1997,-0.4673579342719725
France,FRA,1998,-1.8946452770232103
France,FRA,1999,1.611897208049684
France,FRA,2000,5.30585119392617
France,FRA,2001,1.4245041752485976
France,FRA,2002,3.724743276225828
France,FRA,2003,0.9868119806913267
France,FRA,2004,1.6258190760523927
France,FRA,2005,0.7335338733160945
France,FRA,2006,-0.29632645235513344
France,FRA,2007,-2.3236803720200205
France,FRA,2008,-0.06435767204621134
France,FRA,2009,-6.760997347546615
France,FRA,2010,4.5846593888719145
France,FRA,2011,3.2360140770028245
France,FRA,2012,-3.838711691893393
France,FRA,2013,-0.4045547096060198
France,FRA,2014,3.0196962395596882
France,FRA,2015,0.21742168387441918
France,FRA,2016,-7.825973648218865
France,FRA,2017,-1.2001851812944664
France,FRA,2018,3.719335270095181
Germany,DEU,1966,148.38709677419354
Germany,DEU,1967,344.1558441558442
Germany,DEU,1968,32.748538011695885
Germany,DEU,1969,165.63876651982383
Germany,DEU,1970,21.80762852404645
Germany,DEU,1971,-4.220558202859115
Germany,DEU,1972,53.16275764036958
Germany,DEU,1973,27.09976798143854
Germany,DEU,1974,19.459656809054394
Germany,DEU,1975,66.96210268948654
Germany,DEU,1976,22.753066080907946
Germany,DEU,1977,39.23352221890841
Germany,DEU,1978,6.340366284673893
Germany,DEU,1979,18.672575284520086
Germany,DEU,1980,6.772468810998911
Germany,DEU,1981,17.884110960972887
Germany,DEU,1982,13.572921583170405
Germany,DEU,1983,4.8800759914509495
Germany,DEU,1984,33.64089210913619
Germany,DEU,1985,32.89847092210596
Germany,DEU,1986,-5.880290668026511
Germany,DEU,1987,8.611289831025015
Germany,DEU,1988,10.653488807133504
Germany,DEU,1989,3.0965596911893156
Germany,DEU,1990,-5.692958075977039
Germany,DEU,1991,-3.3442622786633125
Germany,DEU,1992,7.734056976722936
Germany,DEU,1993,-3.337531492455159
Germany,DEU,1994,-1.4983713129035792
Germany,DEU,1995,1.9179894064099923
Germany,DEU,1996,4.875405593733073
Germany,DEU,1997,5.392511719670412
Germany,DEU,1998,-5.124230887422354
Germany,DEU,1999,5.200495038762809
Germany,DEU,2000,-0.23411212851383034
Germany,DEU,2001,1.0017334373813025
Germany,DEU,2002,-3.772802914368123
Germany,DEU,2003,0.13224786804562072
Germany,DEU,2004,1.2147097884226632
Germany,DEU,2005,-2.4098404776904836
Germany,DEU,2006,2.6478327438753446
Germany,DEU,2007,-16.02691269148908
Germany,DEU,2008,5.865484510783836
Germany,DEU,2009,-9.305873905018714
Germany,DEU,2010,4.168025384937701
Germany,DEU,2011,-23.182769161484774
Germany,DEU,2012,-7.882865869669297
Germany,DEU,2013,-2.181781620600165
Germany,DEU,2014,-0.16548461245732282
Germany,DEU,2015,-5.50061154014545
Germany,DEU,2016,-7.792350474587206
Germany,DEU,2017,-9.818276302180983
Germany,DEU,2018,-0.2940082449102044
Hungary,HUN,1983,55900
Hungary,HUN,1984,52.32142857142856
Hungary,HUN,1985,71.98124267291908
Hungary,HUN,1986,14.519427402862984
Hungary,HUN,1987,47.97619047619048
Hungary,HUN,1988,22.405470635559134
Hungary,HUN,1989,3.319093000328621
Hungary,HUN,1990,-1.1773903307887967
Hungary,HUN,1991,-0.03641394418152366
Hungary,HUN,1992,1.7339355879752327
Hungary,HUN,1993,-1.2030936672236425
Hungary,HUN,1994,1.8338648830538151
Hungary,HUN,1995,-0.16371270786127434
Hungary,HUN,1996,1.0979609223336295
Hungary,HUN,1997,-1.4950634476085134
Hungary,HUN,1998,-0.13602522767157676
Hungary,HUN,1999,1.0538389908901769
Hungary,HUN,2000,0.5959137332806286
Hungary,HUN,2001,-0.3808180462116173
Hungary,HUN,2002,-1.2246920455255328
Hungary,HUN,2003,-21.070737496017035
Hungary,HUN,2004,8.190320528030526
Hungary,HUN,2005,16.10574909308673
Hungary,HUN,2006,-2.696255621980592
Hungary,HUN,2007,9.033504200581422
Hungary,HUN,2008,0.9606868052926432
Hungary,HUN,2009,4.103117815448742
Hungary,HUN,2010,2.171658236819707
Hungary,HUN,2011,-0.4820379303914768
Hungary,HUN,2012,0.6884782927063293
Hungary,HUN,2013,-2.680995529845087
Hungary,HUN,2014,1.8154013529314117
Hungary,HUN,2015,1.1871458989281214
Hungary,HUN,2016,1.3863427472575962
Hungary,HUN,2017,0.2720893967021576
Hungary,HUN,2018,-2.264909624186473
India,IND,1970,80.48780487804883
India,IND,1971,-25.67567567567568
India,IND,1972,-5.000000000000004
India,IND,1973,111.48325358851672
India,IND,1974,-7.9185520361990775
India,IND,1975,19.164619164619133
India,IND,1976,23.91752577319588
India,IND,1977,-30.282861896838597
India,IND,1978,22.195704057279244
India,IND,1979,3.7109375
India,IND,1980,4.331450094161937
India,IND,1981,0.7220216606498298
India,IND,1982,-12.54480286738351
India,IND,1983,42.622950819672134
India,IND,1984,31.321839080459757
India,IND,1985,11.597374179431075
India,IND,1986,11.372549019607824
India,IND,1987,5.98591549295775
India,IND,1988,14.202657807308983
India,IND,1989,-33.81818181818181
India,IND,1990,59.01098901098898
India,IND,1991,-15.34208707671041
India,IND,1992,18.285714285714285
India,IND,1993,-2.760524499654926
India,IND,1994,-20.581973030518107
India,IND,1995,53.9767649687221
India,IND,1996,10.330818340104454
India,IND,1997,19.884271436086266
India,IND,1998,12.900394910048263
India,IND,1999,11.93159735717062
India,IND,2000,23.888888888888893
India,IND,2001,19.78699551569507
India,IND,2002,2.456715021057554
India,IND,2003,-6.257136332495983
India,IND,2004,-7.600487210718631
India,IND,2005,6.327445293962564
India,IND,2006,-1.075438854450772
India,IND,2007,1.134430154730981
India,IND,2008,-14.586597642460076
India,IND,2009,10.40954701985235
India,IND,2010,37.26131617083111
India,IND,2011,39.60443825149853
India,IND,2012,2.842818855399787
India,IND,2013,0.5085439813669268
India,IND,2014,4.135613288514262
India,IND,2015,10.441697370771564
India,IND,2016,-1.0701815253167268
India,IND,2017,-1.2747786376188786
India,IND,2018,4.373310313646139
Iran,IRN,2012,1230.0000163075863
Iran,IRN,2013,192.48120339876644
Iran,IRN,2014,-4.215938376887096
Iran,IRN,2015,-14.323671441786379
Iran,IRN,2016,85.44622990779345
Iran,IRN,2017,7.537331110942813
Iran,IRN,2018,-1.0381372962929403
Italy,ITA,1966,9.888751545117437
Italy,ITA,1967,-18.44769403824522
Italy,ITA,1968,-18.20689655172415
Italy,ITA,1969,-34.738617200674526
Italy,ITA,1970,89.14728682170544
Italy,ITA,1971,5.874316939890711
Italy,ITA,1972,12.12903225806452
Italy,ITA,1973,-20.713463751438443
Italy,ITA,1974,6.966618287372994
Italy,ITA,1975,2.3066485753052923
Italy,ITA,1976,13.925729442970836
Italy,ITA,1977,-11.175785797438909
Italy,ITA,1978,31.323722149410237
Italy,ITA,1979,5.089820359281427
Italy,ITA,1980,5.128205128205132
Italy,ITA,1981,6.413730803974693
Italy,ITA,1982,77.67402376910017
Italy,ITA,1983,-10.989010989010984
Italy,ITA,1984,-18.894256575416012
Italy,ITA,1985,5.162144275314362
Italy,ITA,1986,24.732536186280683
Italy,ITA,1987,-98.03229061553986
Italy,ITA,1988,-100
Japan,JPN,1966,1300
Japan,JPN,1967,128.57142857142856
Japan,JPN,1968,-15.104166666666675
Japan,JPN,1969,30.061349693251515
Japan,JPN,1970,252.83018867924537
Japan,JPN,1971,114.70588235294113
Japan,JPN,1972,23.723536737235396
Japan,JPN,1973,8.152994464016118
Japan,JPN,1974,95.67240577012561
Japan,JPN,1975,16.837098692033315
Japan,JPN,1976,69.26521473641361
Japan,JPN,1977,-23.35257335257336
Japan,JPN,1978,84.75054910574207
Japan,JPN,1979,19.03872282608694
Japan,JPN,1980,33.37137965472963
Japan,JPN,1981,3.621095421480547
Japan,JPN,1982,23.2643369638156
Japan,JPN,1983,3.082077051926313
Japan,JPN,1984,16.501462463438422
Japan,JPN,1985,25.910180347304546
Japan,JPN,1986,3.629396898109283
Japan,JPN,1987,14.05050401411816
Japan,JPN,1988,-7.798343181461965
Japan,JPN,1989,6.853061060569088
Japan,JPN,1990,4.712814848031632
Japan,JPN,1991,7.2581355955488425
Japan,JPN,1992,3.997061297892235
Japan,JPN,1993,14.128950012266461
Japan,JPN,1994,4.258407197536718
Japan,JPN,1995,11.090223944478762
Japan,JPN,1996,3.350746312581676
Japan,JPN,1997,8.31557377213259
Japan,JPN,1998,1.499864224625691
Japan,JPN,1999,-2.6808671582494337
Japan,JPN,2000,0.5947154065816473
Japan,JPN,2001,0.4438590560032374
Japan,JPN,2002,-1.9590979871509484
Japan,JPN,2003,-26.787097513538217
Japan,JPN,2004,24.247414805613143
Japan,JPN,2005,2.509089230773043
Japan,JPN,2006,3.839904016286866
Japan,JPN,2007,-8.308482605899592
Japan,JPN,2008,-9.771912808397499
Japan,JPN,2009,9.099064742028617
Japan,JPN,2010,6.446122070985183
Japan,JPN,2011,-44.270705415802645
Japan,JPN,2012,-88.95740145710715
Japan,JPN,2013,-18.83401997667815
Japan,JPN,2014,-100
Japan,JPN,2016,290.733413412044
Japan,JPN,2017,64.46114476079052
Japan,JPN,2018,68.8997976981532
Kazakhstan,KAZ,1990,-100
Kazakhstan,KAZ,1992,-13.934426229508201
Kazakhstan,KAZ,1993,-3.809523809523796
Kazakhstan,KAZ,1994,-14.851485148514854
Kazakhstan,KAZ,1995,-79.06976744186046
Kazakhstan,KAZ,1996,11.111111111111116
Kazakhstan,KAZ,1997,240
Kazakhstan,KAZ,1998,-70.58823529411764
Kazakhstan,KAZ,1999,-100
Lithuania,LTU,1986,4.242424242424225
Lithuania,LTU,1987,-7.066189624329144
Lithuania,LTU,1988,39.50914340712222
Lithuania,LTU,1989,29.975853742669912
Lithuania,LTU,1990,2.286175583864103
Lithuania,LTU,1991,-0.19374156106839457
Lithuania,LTU,1992,-13.894117631953351
Lithuania,LTU,1993,-16.245388725339737
Lithuania,LTU,1994,-37.14518760134015
Lithuania,LTU,1995,53.41292500683321
Lithuania,LTU,1996,17.93266790196011
Lithuania,LTU,1997,-13.75699325751395
Lithuania,LTU,1998,12.724550907612397
Lithuania,LTU,1999,-27.239191400400074
Lithuania,LTU,2000,-14.631920481670358
Lithuania,LTU,2001,34.956645654508
Lithuania,LTU,2002,24.46752333799005
Lithuania,LTU,2003,9.489463993211622
Lithuania,LTU,2004,-2.4696460600722947
Lithuania,LTU,2005,-31.54632622265815
Lithuania,LTU,2006,-16.313264194507372
Lithuania,LTU,2007,13.659376713830063
Lithuania,LTU,2008,0.6183323492416237
Lithuania,LTU,2009,9.692026237929152
Lithuania,LTU,2010,-100
