Entity,Code,Year,Level 3 (%. Level ),Level 2 (%. Level ),Level 5 (%. Level ),Level 6 (%. Level ),Level 4 (%. Level ),Level 1B (%. Level 1),Level 1A (%. Level 1),Level 1B (%. Below Level 1)
Albania,ALB,2000,7.67055101145647,20.620084527128,0,0,1.27909453675493,,26.8255916681816,
Albania,ALB,2009,14.430641407858,25.6211629103546,0.163875840245139,0,3.11424124203148,18.6812763300838,26.6681499484443,11.3188141656121
Albania,ALB,2012,15.8836981974068,24.6539527477729,1.07901057203164,0.0991518378721317,5.94874819701459,15.9432669805439,24.3575970237918,12.0345744435663
Albania,ALB,2015,16.2866243355192,27.34450237174,0.881563721562652,0.0786585912100475,5.13138099188459,15.881825411975,27.0259295472155,7.36951502889287
Algeria,DZA,2015,3.68829543782858,16.9928899361211,0.00715639218547021,0,0.342287317095777,31.1627114167034,36.8475604408753,10.9590990591904
Argentina,ARG,2000,20.3054572175367,25.4937896858569,1.57508550957879,0,8.5661746791733,,21.3200723009773,
Argentina,ARG,2006,14.263000197064,21.8249009780233,0.840544769384524,0,5.12274254836665,,22.0669621363261,
Argentina,ARG,2009,15.9894736377379,25.4062118663465,0.915267591735492,0.0674054541225984,6.04213030575215,15.7683136795507,25.0624790005202,10.7487184642345
Argentina,ARG,2012,14.609758310854,27.2710717423749,0.486237948227273,0.0564442404336989,4.01172132932626,17.7424159811794,27.7068697052207,8.11548074238378
Argentina,ARG,2015,20.1746428606999,30.7142006864942,0.906113694192298,0.0568120621331044,6.39779886960998,12.6936146689394,25.7119404588063,3.3448766991249
Australia,AUS,2000,25.6737653844002,18.9794911836847,13.9797260344477,3.63874124946237,25.2668639282136,,9.14359120219856,
Australia,AUS,2003,28.354147874389,18.2755145243206,12.2437898590971,2.36991468931814,26.9135925818042,,8.22938264273084,
Australia,AUS,2006,30.063384661123,21.0303985941997,9.22407275581036,1.39090238688347,24.8952363877544,,9.61675013298935,
Australia,AUS,2009,28.4983268441882,20.4193650270269,10.6714707399226,2.09472448760201,24.0664885851132,3.33782788800174,9.96362811985257,0.948168308292671
Australia,AUS,2012,29.1017705066024,21.6216214338316,9.79826371120126,1.94937643474512,23.3365040254274,3.106353361085,10.1858090050364,0.900301522070731
Australia,AUS,2015,27.5105105572133,21.353131486252,9.03580240830707,2.00052636705862,22.0325576521241,4.8405992075667,11.9921877532318,1.23468456824643
Austria,AUT,2000,28.1664952370679,23.5195128972241,6.74109782363024,0.725062468601062,21.5342230483675,,12.4756523675799,
Austria,AUT,2003,27.424439230889,22.5857295695674,7.4541514026619,0.833352717789489,20.9990428967347,,13.3551613259208,
Austria,AUT,2006,26.1505861363441,22.0102571320496,7.78356595920708,1.20843949216867,21.3304346291186,,13.113599708036,
Austria,AUT,2009,26.0051863117103,24.0813626418196,4.53555252628848,0.364307922842029,17.4372783487177,8.13631427000783,17.5002259716486,1.93977200696554
Austria,AUT,2012,29.5998188649221,24.2383699310186,5.19481403655143,0.322689003951586,21.1540896516186,4.82292180041775,13.8297173624911,0.837579349028852
Austria,AUT,2015,27.0042717650533,23.4691071376353,6.44250249115315,0.801612616750542,19.7428465605816,6.52643443644483,14.2918882337329,1.7213367586485
Azerbaijan,AZE,2006,3.42744676245206,16.4634996174845,0,0,0.566384935280213,,38.2585395766454,
Azerbaijan,AZE,2009,5.25181833091906,21.4903668052147,0.0125673617735525,0,0.456698650269158,26.0612813179487,36.9939118073151,9.73335572655974
