Entity,Code,Year,GHG emissions per capita (tonnes carbon dioxide equivalents (CO₂e))
Latin America & Caribbean (excluding high income),,1986,7.4
Latin America & Caribbean (excluding high income),,1987,8.06
Latin America & Caribbean (excluding high income),,1988,7.37
Latin America & Caribbean (excluding high income),,1989,7.36
Latin America & Caribbean (excluding high income),,1990,7.75
Latin America & Caribbean (excluding high income),,1991,7.48
Latin America & Caribbean (excluding high income),,1992,7.59
Latin America & Caribbean (excluding high income),,1993,7.91
Latin America & Caribbean (excluding high income),,1994,6.79
Latin America & Caribbean (excluding high income),,1995,7.09
Latin America & Caribbean (excluding high income),,1996,7.18
Latin America & Caribbean (excluding high income),,1997,7.2
Latin America & Caribbean (excluding high income),,1998,8.89
Latin America & Caribbean (excluding high income),,1999,6.99
Latin America & Caribbean (excluding high income),,2000,5.83
Latin America & Caribbean (excluding high income),,2001,5.69
Latin America & Caribbean (excluding high income),,2002,6.38
Latin America & Caribbean (excluding high income),,2003,6.68
Latin America & Caribbean (excluding high income),,2004,7.36
Latin America & Caribbean (excluding high income),,2005,8.45
Latin America & Caribbean (excluding high income),,2006,6.41
Latin America & Caribbean (excluding high income),,2007,8.89
Latin America & Caribbean (excluding high income),,2008,6.07
Latin America & Caribbean (excluding high income),,2009,5.34
Latin America & Caribbean (excluding high income),,2010,8.5
Latin America & Caribbean (excluding high income),,2011,9.52
Latin America & Caribbean (excluding high income),,2012,9.53
Latvia,LVA,1970,19.24
Latvia,LVA,1971,19.2
Latvia,LVA,1972,20.02
Latvia,LVA,1973,20.85
Latvia,LVA,1974,21.48
Latvia,LVA,1975,21.31
Latvia,LVA,1976,21.74
Latvia,LVA,1977,22.41
Latvia,LVA,1978,22.94
Latvia,LVA,1979,23.72
Latvia,LVA,1980,24.32
Latvia,LVA,1981,24.75
Latvia,LVA,1982,24.84
Latvia,LVA,1983,25.33
Latvia,LVA,1984,25.72
Latvia,LVA,1985,26.23
Latvia,LVA,1986,26.62
Latvia,LVA,1987,26.35
Latvia,LVA,1988,27.06
Latvia,LVA,1989,27.24
Latvia,LVA,1990,12.64
Latvia,LVA,1991,11.91
Latvia,LVA,1992,10.47
Latvia,LVA,1993,9.38
Latvia,LVA,1994,8.36
Latvia,LVA,1995,7.56
Latvia,LVA,1996,7.65
Latvia,LVA,1997,7.42
Latvia,LVA,1998,5.36
Latvia,LVA,1999,5.05
Latvia,LVA,2000,4.86
Latvia,LVA,2001,5.17
Latvia,LVA,2002,5.95
Latvia,LVA,2003,5.59
Latvia,LVA,2004,5.75
Latvia,LVA,2005,5.94
Latvia,LVA,2006,6.34
Latvia,LVA,2007,6.55
Latvia,LVA,2008,6.52
Latvia,LVA,2009,6.34
Latvia,LVA,2010,6.99
Latvia,LVA,2011,6.87
Latvia,LVA,2012,6.85
Least developed countries: UN classification,,1970,10.81
Least developed countries: UN classification,,1971,7.07
Least developed countries: UN classification,,1972,7.49
Least developed countries: UN classification,,1973,8.4
Least developed countries: UN classification,,1974,6.44
Least developed countries: UN classification,,1975,6.94
Least developed countries: UN classification,,1976,6.32
Least developed countries: UN classification,,1977,7.46
Least developed countries: UN classification,,1978,7.74
Least developed countries: UN classification,,1979,8.55
Least developed countries: UN classification,,1980,8.09
Least developed countries: UN classification,,1981,6.95
Least developed countries: UN classification,,1982,7.35
Least developed countries: UN classification,,1983,8.59
Least developed countries: UN classification,,1984,6.25
Least developed countries: UN classification,,1985,5.8
Least developed countries: UN classification,,1986,5.73
Least developed countries: UN classification,,1987,7.1
Least developed countries: UN classification,,1988,5.47
Least developed countries: UN classification,,1989,5.17
Least developed countries: UN classification,,1990,6.94
Least developed countries: UN classification,,1991,5.82
Least developed countries: UN classification,,1992,8.12
Least developed countries: UN classification,,1993,5.64
Least developed countries: UN classification,,1994,5.68
Least developed countries: UN classification,,1995,5.9
Least developed countries: UN classification,,1996,4.96
Least developed countries: UN classification,,1997,4.73
Least developed countries: UN classification,,1998,7.83
Least developed countries: UN classification,,1999,6.48
Least developed countries: UN classification,,2000,6.03
Least developed countries: UN classification,,2001,5.49
Least developed countries: UN classification,,2002,5.6
Least developed countries: UN classification,,2003,5.98
Least developed countries: UN classification,,2004,5.87
Least developed countries: UN classification,,2005,5.98
Least developed countries: UN classification,,2006,5.54
Least developed countries: UN classification,,2007,6.32
Least developed countries: UN classification,,2008,5.48
Least developed countries: UN classification,,2009,5.02
Least developed countries: UN classification,,2010,5.28
Least developed countries: UN classification,,2011,5.55
Least developed countries: UN classification,,2012,5.43
Lebanon,LBN,1970,2.78
Lebanon,LBN,1971,2.78
Lebanon,LBN,1972,2.9
Lebanon,LBN,1973,3.44
Lebanon,LBN,1974,3.34
Lebanon,LBN,1975,2.92
Lebanon,LBN,1976,2.76
Lebanon,LBN,1977,2.5
Lebanon,LBN,1978,2.89
Lebanon,LBN,1979,3.24
Lebanon,LBN,1980,3.27
Lebanon,LBN,1981,3.32
Lebanon,LBN,1982,2.82
Lebanon,LBN,1983,3.19
Lebanon,LBN,1984,3.1
Lebanon,LBN,1985,3.46
Lebanon,LBN,1986,3.49
Lebanon,LBN,1987,3.5
Lebanon,LBN,1991,3.53
Lebanon,LBN,1993,4.36
Lebanon,LBN,1994,4.57
Lebanon,LBN,1995,5.13
Lebanon,LBN,1996,5.42
Lebanon,LBN,1997,5.89
Lebanon,LBN,1998,5.91
Lebanon,LBN,1999,5.77
Lebanon,LBN,2000,5.2
Lebanon,LBN,2001,5.4
Lebanon,LBN,2002,5.1
Lebanon,LBN,2003,5.48
Lebanon,LBN,2004,4.84
Lebanon,LBN,2005,4.87
Lebanon,LBN,2006,4.18
Lebanon,LBN,2007,3.7
Lebanon,LBN,2008,4.44
Lesotho,LSO,1970,1.74
Lesotho,LSO,1971,1.55
Lesotho,LSO,1972,1.5
Lesotho,LSO,1973,1.46
Lesotho,LSO,1974,1.47
Lesotho,LSO,1975,1.5
Lesotho,LSO,1976,1.43
Lesotho,LSO,1977,1.32
Lesotho,LSO,1978,1.3
Lesotho,LSO,1979,1.37
Lesotho,LSO,1980,1.38
Lesotho,LSO,1981,1.34
Lesotho,LSO,1982,1.34
Lesotho,LSO,1983,1.29
Lesotho,LSO,1984,1.23
Lesotho,LSO,1985,1.25
Lesotho,LSO,1986,1.25
Lesotho,LSO,1987,1.4
Lesotho,LSO,1988,1.33
Lesotho,LSO,1989,1.28
Lesotho,LSO,1990,1.17
Lesotho,LSO,1991,1.15
Lesotho,LSO,1992,1.26
Lesotho,LSO,1993,1.17
Lesotho,LSO,1994,1.14
Lesotho,LSO,1995,1.1
Lesotho,LSO,1996,1.03
Lesotho,LSO,1997,1
Lesotho,LSO,1998,2.59
Lesotho,LSO,1999,2.06
Lesotho,LSO,2000,1.73
Lesotho,LSO,2001,2.04
Lesotho,LSO,2002,1.55
Lesotho,LSO,2003,2.42
Lesotho,LSO,2004,1.21
Lesotho,LSO,2005,1.9
Lesotho,LSO,2006,1.1
Lesotho,LSO,2007,2.24
Lesotho,LSO,2008,1.27
Lesotho,LSO,2009,1.35
Lesotho,LSO,2010,1.68
Lesotho,LSO,2011,1.67
Lesotho,LSO,2012,1.66
Liberia,LBR,1970,1.19
Liberia,LBR,1971,1.17
Liberia,LBR,1972,1.2
Liberia,LBR,1973,1.22
Liberia,LBR,1974,1.23
Liberia,LBR,1975,1.22
Liberia,LBR,1976,1.24
Liberia,LBR,1977,1.3
Liberia,LBR,1978,1.28
Liberia,LBR,1979,1.47
Liberia,LBR,1980,1.5
Liberia,LBR,1981,1.29
Liberia,LBR,1982,1.19
Liberia,LBR,1983,1.18
Liberia,LBR,1984,1.08
Liberia,LBR,1985,1.09
Liberia,LBR,1986,1.01
Liberia,LBR,1987,1.03
Liberia,LBR,1988,1.14
Liberia,LBR,1989,1.01
Liberia,LBR,1990,0.84
Liberia,LBR,1991,0.72
Liberia,LBR,1992,0.71
Liberia,LBR,1993,0.7
Liberia,LBR,1994,0.69
Liberia,LBR,1995,0.69
Liberia,LBR,1996,0.68
Liberia,LBR,1997,0.68
Liberia,LBR,1998,1.95
Liberia,LBR,1999,1.23
Liberia,LBR,2000,0.72
Liberia,LBR,2001,0.72
Liberia,LBR,2002,0.67
Liberia,LBR,2003,0.66
Liberia,LBR,2004,0.73
Liberia,LBR,2005,0.64
Liberia,LBR,2006,0.73
Liberia,LBR,2007,0.81
Liberia,LBR,2008,0.78
Liberia,LBR,2009,0.68
Liberia,LBR,2010,0.7
Liberia,LBR,2011,0.69
Liberia,LBR,2012,0.68
Libya,LBY,1970,33.2
Libya,LBY,1971,24.33
Libya,LBY,1972,19
Libya,LBY,1973,17.43
Libya,LBY,1974,12.88
Libya,LBY,1975,14.2
Libya,LBY,1976,15.71
Libya,LBY,1977,15.8
Libya,LBY,1978,15.73
Libya,LBY,1979,16.18
Libya,LBY,1980,16.64
Libya,LBY,1981,13.54
Libya,LBY,1982,14.17
Libya,LBY,1983,13.24
Libya,LBY,1984,13.14
Libya,LBY,1985,12.26
Libya,LBY,1986,13.68
Libya,LBY,1987,12.45
Libya,LBY,1988,13.12
Libya,LBY,1989,13.08
Libya,LBY,1990,13.77
Libya,LBY,1991,13.44
Libya,LBY,1992,11.93
Libya,LBY,1993,11.68
Libya,LBY,1994,12.54
Libya,LBY,1995,13.18
Libya,LBY,1996,13.35
Libya,LBY,1997,12.39
Libya,LBY,1998,12.19
Libya,LBY,1999,11.41
Libya,LBY,2000,11.89
Libya,LBY,2001,11.5
Libya,LBY,2002,11.46
Libya,LBY,2003,12.15
Libya,LBY,2004,12.02
Libya,LBY,2005,12.07
Libya,LBY,2006,12.13
Libya,LBY,2007,11.91
Libya,LBY,2008,12.26
Libya,LBY,2009,12.09
Libya,LBY,2010,12.61
Libya,LBY,2011,12.93
Libya,LBY,2012,13.25
Lithuania,LTU,1970,32.58
Lithuania,LTU,1971,32.34
Lithuania,LTU,1972,33.63
Lithuania,LTU,1973,35.13
Lithuania,LTU,1974,36.55
Lithuania,LTU,1975,33.93
Lithuania,LTU,1976,34.84
Lithuania,LTU,1977,35.73
Lithuania,LTU,1978,36.68
Lithuania,LTU,1979,37.67
Lithuania,LTU,1980,38.67
Lithuania,LTU,1981,38.79
Lithuania,LTU,1982,38.8
Lithuania,LTU,1983,39.14
Lithuania,LTU,1984,39.64
Lithuania,LTU,1985,39.94
Lithuania,LTU,1986,40.07
Lithuania,LTU,1987,39.71
Lithuania,LTU,1988,40.48
Lithuania,LTU,1989,40.33
Lithuania,LTU,1990,14.7
Lithuania,LTU,1991,15.18
Lithuania,LTU,1992,10.29
Lithuania,LTU,1993,8.6
Lithuania,LTU,1994,8.26
Lithuania,LTU,1995,8.05
Lithuania,LTU,1996,8.37
Lithuania,LTU,1997,8.36
Lithuania,LTU,1998,7.15
Lithuania,LTU,1999,6.45
Lithuania,LTU,2000,6.07
Lithuania,LTU,2001,6.06
Lithuania,LTU,2002,6.38
Lithuania,LTU,2003,6.38
Lithuania,LTU,2004,6.67
Lithuania,LTU,2005,7.09
Lithuania,LTU,2006,7.36
Lithuania,LTU,2007,7.98
Lithuania,LTU,2008,8.36
Lithuania,LTU,2009,7.74
Lithuania,LTU,2010,8.65
Lithuania,LTU,2011,9.68
Lithuania,LTU,2012,9.85
Low & middle income,,1970,4.95
Low & middle income,,1971,4.29
Low & middle income,,1972,4.64
Low & middle income,,1973,4.62
Low & middle income,,1974,4.37
Low & middle income,,1975,4.55
Low & middle income,,1976,4.65
Low & middle income,,1977,4.86
Low & middle income,,1978,4.89
Low & middle income,,1979,5.08
Low & middle income,,1980,5.04
Low & middle income,,1981,4.75
Low & middle income,,1982,5.36
Low & middle income,,1983,5.13
Low & middle income,,1984,4.58
Low & middle income,,1985,4.52
Low & middle income,,1986,4.66
Low & middle income,,1987,5.04
Low & middle income,,1988,4.63
Low & middle income,,1989,4.61
Low & middle income,,1990,5.18
Low & middle income,,1991,5.17
Low & middle income,,1992,5.35
Low & middle income,,1993,4.85
Low & middle income,,1994,4.84
Low & middle income,,1995,4.77
Low & middle income,,1996,4.68
Low & middle income,,1997,5.35
Low & middle income,,1998,5.34
Low & middle income,,1999,4.61
Low & middle income,,2000,4.45
Low & middle income,,2001,4.35
Low & middle income,,2002,4.76
Low & middle income,,2003,4.91
Low & middle income,,2004,4.96
Low & middle income,,2005,5.27
Low & middle income,,2006,5.43
Low & middle income,,2007,5.56
Low & middle income,,2008,5.2
Low & middle income,,2009,5.1
Low & middle income,,2010,5.49
Low & middle income,,2011,5.8
Low & middle income,,2012,5.86
Low income,,1970,10.83
Low income,,1971,7.19
Low income,,1972,7.31
Low income,,1973,7.56
Low income,,1974,6.51
Low income,,1975,7.19
Low income,,1976,6.55
Low income,,1977,7.24
Low income,,1978,7.19
Low income,,1979,8.66
Low income,,1980,7.74
Low income,,1981,6.66
Low income,,1982,7.34
Low income,,1983,7.15
Low income,,1984,5.97
Low income,,1985,5.79
Low income,,1986,5.43
Low income,,1987,6.53
Low income,,1988,5.12
Low income,,1989,5.41
Low income,,1990,6.78
Low income,,1991,5.67
Low income,,1992,7.64
Low income,,1993,5.06
Low income,,1994,5.36
Low income,,1995,5.36
Low income,,1996,4.71
Low income,,1997,4.48
Low income,,1998,7.84
Low income,,1999,6.31
Low income,,2000,6.37
Low income,,2001,5.83
Low income,,2002,5.6
Low income,,2003,6.21
Low income,,2004,5.52
Low income,,2005,6.06
Low income,,2006,5.86
Low income,,2007,6.06
Low income,,2008,5.58
Low income,,2009,5
Low income,,2010,5.23
Low income,,2011,5.12
Low income,,2012,5
Lower middle income,,1970,3.34
Lower middle income,,1971,2.87
Lower middle income,,1972,3.35
Lower middle income,,1973,3.28
Lower middle income,,1974,2.86
Lower middle income,,1975,2.85
Lower middle income,,1976,2.95
Lower middle income,,1977,3.37
Lower middle income,,1978,3.17
Lower middle income,,1979,3.3
Lower middle income,,1980,3.36
Lower middle income,,1981,3.12
Lower middle income,,1982,4.34
Lower middle income,,1983,3.79
Lower middle income,,1984,3.09
Lower middle income,,1985,2.99
Lower middle income,,1986,3.27
Lower middle income,,1987,3.8
Lower middle income,,1988,3.07
Lower middle income,,1989,2.98
Lower middle income,,1990,3.53
Lower middle income,,1991,3.9
Lower middle income,,1992,4.06
Lower middle income,,1993,3.39
Lower middle income,,1994,3.61
Lower middle income,,1995,3.26
Lower middle income,,1996,3.09
Lower middle income,,1997,4.83
Lower middle income,,1998,3.28
Lower middle income,,1999,3
Lower middle income,,2000,2.71
Lower middle income,,2001,2.68
Lower middle income,,2002,3.18
Lower middle income,,2003,2.82
Lower middle income,,2004,3.04
Lower middle income,,2005,3.09
Lower middle income,,2006,3.42
Lower middle income,,2007,3.04
Lower middle income,,2008,2.85
Lower middle income,,2009,2.95
Lower middle income,,2010,2.87
Lower middle income,,2011,3.18
Lower middle income,,2012,3.22
Luxembourg,LUX,1970,57.23
Luxembourg,LUX,1971,53.07
Luxembourg,LUX,1972,51.68
Luxembourg,LUX,1973,55.21
Luxembourg,LUX,1974,50.76
Luxembourg,LUX,1975,40.61
Luxembourg,LUX,1976,42.93
Luxembourg,LUX,1977,40.97
Luxembourg,LUX,1978,44.5
Luxembourg,LUX,1979,42.03
Luxembourg,LUX,1980,39.65
Luxembourg,LUX,1981,34.18
Luxembourg,LUX,1982,32.17
Luxembourg,LUX,1983,30.45
Luxembourg,LUX,1984,32.87
Luxembourg,LUX,1985,33.37
Luxembourg,LUX,1986,32.51
Luxembourg,LUX,1987,32.53
Luxembourg,LUX,1988,32.14
Luxembourg,LUX,1989,34.04
Luxembourg,LUX,1990,34.31
Luxembourg,LUX,1991,35.54
Luxembourg,LUX,1992,34.51
Luxembourg,LUX,1993,34.61
Luxembourg,LUX,1994,32.21
Luxembourg,LUX,1995,26.26
Luxembourg,LUX,1996,25.42
Luxembourg,LUX,1997,24.16
Luxembourg,LUX,1998,21.96
Luxembourg,LUX,1999,22.49
Luxembourg,LUX,2000,23.54
Luxembourg,LUX,2001,24.24
Luxembourg,LUX,2002,25.9
Luxembourg,LUX,2003,26.67
Luxembourg,LUX,2004,28.63
Luxembourg,LUX,2005,28.91
Luxembourg,LUX,2006,28.55
Luxembourg,LUX,2007,27.23
Luxembourg,LUX,2008,25.99
Luxembourg,LUX,2009,24.8
Luxembourg,LUX,2010,25.71
Luxembourg,LUX,2011,24.94
Luxembourg,LUX,2012,23.75
Macao,MAC,1970,1.11
Macao,MAC,1971,1.1
Macao,MAC,1972,1.23
Macao,MAC,1973,1.74
Macao,MAC,1974,1.81
Macao,MAC,1975,1.83
Macao,MAC,1976,1.82
Macao,MAC,1977,1.76
Macao,MAC,1980,2.32
Macao,MAC,1981,2.25
Macao,MAC,1982,2.32
Macao,MAC,1983,3.14
Macao,MAC,1998,3.87
Macao,MAC,1999,4.03
Macedonia,MKD,1970,7.01
Macedonia,MKD,1971,6.57
Macedonia,MKD,1972,6.61
Macedonia,MKD,1973,7.33
Macedonia,MKD,1974,7.4
Macedonia,MKD,1975,6.27
Macedonia,MKD,1976,6.41
Macedonia,MKD,1977,6.44
Macedonia,MKD,1978,5.66
Macedonia,MKD,1979,6.23
Macedonia,MKD,1980,5.68
Macedonia,MKD,1981,7.21
Macedonia,MKD,1982,6.37
Macedonia,MKD,1983,5.89
Macedonia,MKD,1984,6.55
Macedonia,MKD,1985,6.79
Macedonia,MKD,1986,6.9
Macedonia,MKD,1987,7.02
Macedonia,MKD,1988,6.07
Macedonia,MKD,1989,6.83
Macedonia,MKD,1990,7.18
Macedonia,MKD,1991,6.46
Macedonia,MKD,1992,5.83
Macedonia,MKD,1993,5.94
Macedonia,MKD,1994,5.88
Macedonia,MKD,1995,5.84
Macedonia,MKD,1996,6.44
Macedonia,MKD,1997,5.85
Macedonia,MKD,2004,5.47
Macedonia,MKD,2005,5.63
Macedonia,MKD,2006,5.6
Macedonia,MKD,2007,6.04
Macedonia,MKD,2008,5.68
Macedonia,MKD,2009,5.63
Macedonia,MKD,2010,5.92
Macedonia,MKD,2011,6.1
Macedonia,MKD,2012,6.26
Madagascar,MDG,1970,6.89
Madagascar,MDG,1971,4.69
Madagascar,MDG,1972,4.81
Madagascar,MDG,1973,4.93
Madagascar,MDG,1974,4.52
Madagascar,MDG,1975,4.85
Madagascar,MDG,1976,4.45
Madagascar,MDG,1977,4.77
Madagascar,MDG,1978,4.92
Madagascar,MDG,1979,5.64
Madagascar,MDG,1980,5.02
Madagascar,MDG,1981,4.55
Madagascar,MDG,1982,4.73
Madagascar,MDG,1983,4.64
Madagascar,MDG,1984,3.99
Madagascar,MDG,1985,3.92
Madagascar,MDG,1986,3.69
Madagascar,MDG,1987,4.2
Madagascar,MDG,1988,3.5
Madagascar,MDG,1989,3.58
Madagascar,MDG,1990,4.17
Madagascar,MDG,1991,3.68
Madagascar,MDG,1992,4.67
Madagascar,MDG,1993,3.35
Madagascar,MDG,1994,3.51
Madagascar,MDG,1995,3.45
Madagascar,MDG,1996,3.1
Madagascar,MDG,1997,2.94
Madagascar,MDG,1998,9.62
Madagascar,MDG,1999,5.95
Madagascar,MDG,2000,5.34
Madagascar,MDG,2001,8.11
Madagascar,MDG,2002,5.04
Madagascar,MDG,2003,9.48
Madagascar,MDG,2004,4.93
Madagascar,MDG,2005,8.72
Madagascar,MDG,2006,5.68
Madagascar,MDG,2007,6.91
Madagascar,MDG,2008,4.72
Madagascar,MDG,2009,5.74
Madagascar,MDG,2010,5.54
Madagascar,MDG,2011,5.41
Madagascar,MDG,2012,5.28
Malawi,MWI,1970,1.35
Malawi,MWI,1971,0.87
Malawi,MWI,1972,0.94
Malawi,MWI,1973,0.97
Malawi,MWI,1974,0.89
Malawi,MWI,1975,1.02
Malawi,MWI,1976,0.97
Malawi,MWI,1977,1.02
Malawi,MWI,1978,1.05
Malawi,MWI,1979,1.23
Malawi,MWI,1980,1.07
Malawi,MWI,1981,0.99
Malawi,MWI,1982,1.05
Malawi,MWI,1983,1.03
Malawi,MWI,1984,0.89
Malawi,MWI,1985,0.89
Malawi,MWI,1986,0.85
Malawi,MWI,1987,0.97
Malawi,MWI,1988,0.76
Malawi,MWI,1989,0.79
Malawi,MWI,1990,0.9
Malawi,MWI,1991,0.83
Malawi,MWI,1992,1.04
Malawi,MWI,1993,0.77
Malawi,MWI,1994,0.79
Malawi,MWI,1995,0.82
Malawi,MWI,1996,0.76
Malawi,MWI,1997,0.73
Malawi,MWI,1998,1.63
Malawi,MWI,1999,1.25
Malawi,MWI,2000,1.36
Malawi,MWI,2001,1.06
Malawi,MWI,2002,1.19
Malawi,MWI,2003,1.65
Malawi,MWI,2004,1.19
Malawi,MWI,2005,1.57
Malawi,MWI,2006,1.12
Malawi,MWI,2007,1.27
Malawi,MWI,2008,1.24
Malawi,MWI,2009,1.06
Malawi,MWI,2010,1.41
Malawi,MWI,2011,1.38
Malawi,MWI,2012,1.34
Malaysia,MYS,1970,10.49
Malaysia,MYS,1971,7.68
Malaysia,MYS,1972,8.8
Malaysia,MYS,1973,11.23
Malaysia,MYS,1974,7.58
Malaysia,MYS,1975,7.5
Malaysia,MYS,1976,7.35
Malaysia,MYS,1977,9.43
Malaysia,MYS,1978,10.61
Malaysia,MYS,1979,9.81
Malaysia,MYS,1980,10.93
Malaysia,MYS,1981,9.8
Malaysia,MYS,1982,9.75
Malaysia,MYS,1983,14.91
Malaysia,MYS,1984,10.18
Malaysia,MYS,1985,9.08
Malaysia,MYS,1986,9.84
Malaysia,MYS,1987,11.47
Malaysia,MYS,1988,9.84
Malaysia,MYS,1989,8.29
Malaysia,MYS,1990,11.01
Malaysia,MYS,1991,10.81
Malaysia,MYS,1992,13.33
Malaysia,MYS,1993,12.1
Malaysia,MYS,1994,11.41
Malaysia,MYS,1995,12.3
Malaysia,MYS,1996,11.42
Malaysia,MYS,1997,11.4
Malaysia,MYS,1998,11.72
Malaysia,MYS,1999,7.07
Malaysia,MYS,2000,7.39
Malaysia,MYS,2001,7.44
Malaysia,MYS,2002,8.26
Malaysia,MYS,2003,7.91
Malaysia,MYS,2004,8.59
Malaysia,MYS,2005,9.61
Malaysia,MYS,2006,9.19
Malaysia,MYS,2007,9.41
Malaysia,MYS,2008,9.47
Malaysia,MYS,2009,10.07
Malaysia,MYS,2010,9.38
Malaysia,MYS,2011,9.49
Malaysia,MYS,2012,9.57
Maldives,MDV,1970,0.18
Maldives,MDV,1971,0.18
Maldives,MDV,1972,0.18
Maldives,MDV,1973,0.19
Maldives,MDV,1974,0.2
Maldives,MDV,1975,0.19
Maldives,MDV,1976,0.19
Maldives,MDV,1977,0.2
Maldives,MDV,1978,0.2
Maldives,MDV,1979,0.21
Maldives,MDV,1984,0.37
Maldives,MDV,1985,0.49
Maldives,MDV,1986,0.54
Maldives,MDV,1987,0.53
Maldives,MDV,1988,0.58
Maldives,MDV,1994,1.05
Maldives,MDV,1995,1.35
Maldives,MDV,1996,1.33
Maldives,MDV,1997,1.28
Maldives,MDV,1998,1.31
Mali,MLI,1970,4.22
Mali,MLI,1971,4.12
Mali,MLI,1972,3.83
Mali,MLI,1973,3.89
Mali,MLI,1974,3.15
Mali,MLI,1975,3.34
Mali,MLI,1976,3.37
Mali,MLI,1977,3.7
Mali,MLI,1978,3.3
Mali,MLI,1979,3.57
Mali,MLI,1980,4.15
Mali,MLI,1981,3.69
Mali,MLI,1982,4.02
Mali,MLI,1983,3.59
Mali,MLI,1984,3.37
Mali,MLI,1985,3.02
Mali,MLI,1986,3.03
Mali,MLI,1987,3.09
Mali,MLI,1988,2.98
Mali,MLI,1989,3.15
Mali,MLI,1990,3.64
Mali,MLI,1991,3.08
Mali,MLI,1992,3.33
Mali,MLI,1993,3.13
Mali,MLI,1994,3.09
Mali,MLI,1995,3.28
Mali,MLI,1996,3.18
Mali,MLI,1997,3.19
Mali,MLI,1998,8.32
Mali,MLI,1999,7.35
Mali,MLI,2000,6.4
Mali,MLI,2001,7.45
Mali,MLI,2002,6.86
Mali,MLI,2003,5.61
Mali,MLI,2004,7.13
Mali,MLI,2005,6.8
Mali,MLI,2006,6.32
Mali,MLI,2007,5.47
Mali,MLI,2008,6.15
Mali,MLI,2009,5.07
Mali,MLI,2010,5.1
Mali,MLI,2011,4.96
Mali,MLI,2012,4.84
Malta,MLT,1970,2.73
Malta,MLT,1971,2.75
Malta,MLT,1972,3.33
Malta,MLT,1973,3.22
Malta,MLT,1974,2.99
Malta,MLT,1975,2.74
Malta,MLT,1976,3.04
Malta,MLT,1977,3.21
Malta,MLT,1978,3.61
Malta,MLT,1979,3.5
Malta,MLT,1980,3.82
Malta,MLT,1981,4.2
Malta,MLT,1982,4.64
Malta,MLT,1983,3.57
Malta,MLT,1984,4.7
Malta,MLT,1985,4.11
Malta,MLT,1986,6.2
Malta,MLT,1987,6.2
Malta,MLT,1988,6.92
Malta,MLT,1989,7.39
Malta,MLT,1990,7.36
Malta,MLT,1991,6.88
Malta,MLT,1992,6.7
Malta,MLT,1993,8.41
Malta,MLT,1994,7.54
Malta,MLT,1995,7.18
Malta,MLT,1996,7
Malta,MLT,1997,7.41
Malta,MLT,1998,7.12
Malta,MLT,1999,7.18
Malta,MLT,2000,6.54
Malta,MLT,2001,7.76
Malta,MLT,2002,6.44
Malta,MLT,2003,7.41
Malta,MLT,2004,7.53
Malta,MLT,2005,7.84
Malta,MLT,2006,7.54
Malta,MLT,2007,7.94
Marshall Islands,MHL,1970,0.12
Marshall Islands,MHL,1971,0.12
Marshall Islands,MHL,1972,0.12
Marshall Islands,MHL,1973,0.11
Marshall Islands,MHL,1974,0.11
Marshall Islands,MHL,1975,0.11
Marshall Islands,MHL,1976,0.11
Marshall Islands,MHL,1977,0.11
Marshall Islands,MHL,1978,0.11
Marshall Islands,MHL,1979,0.1
Marshall Islands,MHL,1980,0.1
Marshall Islands,MHL,1981,0.1
Marshall Islands,MHL,1982,0.1
Marshall Islands,MHL,1983,0.1
Marshall Islands,MHL,1984,0.1
Marshall Islands,MHL,1985,0.1
Marshall Islands,MHL,1986,0.1
Marshall Islands,MHL,1987,0.1
Marshall Islands,MHL,1988,0.1
Marshall Islands,MHL,1989,0.1
Mauritania,MRT,1970,4.29
Mauritania,MRT,1971,4.07
Mauritania,MRT,1972,3.66
Mauritania,MRT,1973,3.5
Mauritania,MRT,1974,2.97
Mauritania,MRT,1975,2.98
Mauritania,MRT,1976,3.05
Mauritania,MRT,1977,3.09
Mauritania,MRT,1978,3.07
Mauritania,MRT,1979,3.13
Mauritania,MRT,1980,3.13
Mauritania,MRT,1981,3.18
Mauritania,MRT,1982,3.14
Mauritania,MRT,1983,2.8
Mauritania,MRT,1984,2.74
Mauritania,MRT,1985,2.82
Mauritania,MRT,1986,2.66
Mauritania,MRT,1987,2.65
Mauritania,MRT,1988,2.94
Mauritania,MRT,1989,2.99
Mauritania,MRT,1990,2.94
Mauritania,MRT,1991,2.98
Mauritania,MRT,1992,3.59
Mauritania,MRT,1993,3.58
Mauritania,MRT,1994,3.49
Mauritania,MRT,1995,3.45
Mauritania,MRT,1996,3.44
Mauritania,MRT,1997,3.52
Mauritania,MRT,1998,3.7
Mauritania,MRT,1999,3.74
Mauritania,MRT,2000,4.41
Mauritania,MRT,2001,4.15
Mauritania,MRT,2002,3.49
Mauritania,MRT,2003,3.49
Mauritania,MRT,2004,3.62
Mauritania,MRT,2005,3.67
Mauritania,MRT,2006,3.57
Mauritania,MRT,2007,4.05
Mauritania,MRT,2008,3.44
Mauritania,MRT,2009,3.41
Mauritania,MRT,2010,3.59
Mauritania,MRT,2011,3.54
Mauritania,MRT,2012,3.48
Mauritius,MUS,1970,0.84
Mauritius,MUS,1971,0.83
Mauritius,MUS,1972,0.9
Mauritius,MUS,1973,0.87
Mauritius,MUS,1974,0.87
Mauritius,MUS,1975,0.86
Mauritius,MUS,1976,0.86
Mauritius,MUS,1977,0.9
