Entity,Code,Year,Fossil fuels (terawatt-hours)
Argentina,ARG,1972,6.477544422580024
Argentina,ARG,1973,11.589230779139996
Argentina,ARG,1974,8.032089329840005
Argentina,ARG,1975,-14.578084641129976
Argentina,ARG,1976,21.442331273859963
Argentina,ARG,1977,18.720110397170004
Argentina,ARG,1978,-0.4201710357799584
Argentina,ARG,1979,18.722333483299963
Argentina,ARG,1980,-11.908645926309987
Argentina,ARG,1981,-16.551735171500013
Argentina,ARG,1982,5.141926484849989
Argentina,ARG,1983,13.647514843130011
Argentina,ARG,1984,-8.206137292369988
Argentina,ARG,1985,-16.76319330851004
Argentina,ARG,1986,47.13175079300004
Argentina,ARG,1987,18.630122900010065
Argentina,ARG,1988,27.878699716329947
Argentina,ARG,1989,-14.189684043930015
Argentina,ARG,1990,-25.221958519210034
Argentina,ARG,1991,9.185376430670033
Argentina,ARG,1992,31.25372863546005
Argentina,ARG,1993,5.6416300315798935
Argentina,ARG,1994,-2.9749374505099695
Argentina,ARG,1995,25.65781936702001
Argentina,ARG,1996,48.58116004669
Argentina,ARG,1997,-24.96623258985005
Argentina,ARG,1998,26.830944491540095
Argentina,ARG,1999,1.9130237939400558
Argentina,ARG,2000,8.304577717759912
Argentina,ARG,2001,-30.83515779463994
Argentina,ARG,2002,-27.785891955800025
Argentina,ARG,2003,49.19274456558003
Argentina,ARG,2004,47.23009696886993
Argentina,ARG,2005,40.880127796400075
Argentina,ARG,2006,25.25048877000995
Argentina,ARG,2007,53.85228514357004
Argentina,ARG,2008,16.11721656524992
Argentina,ARG,2009,-27.560781594389937
Argentina,ARG,2010,47.80442622487999
Argentina,ARG,2011,21.967557553389952
Argentina,ARG,2012,32.349049246060076
Argentina,ARG,2013,30.546394175379874
Argentina,ARG,2014,-2.8403464843099755
Argentina,ARG,2015,16.399704450430136
Argentina,ARG,2016,5.076699583329855
Argentina,ARG,2017,-1.9854949177899925
Argentina,ARG,2018,-16.69219522882986
Australia,AUS,1966,40.30100424733996
Australia,AUS,1967,26.20132573869995
Australia,AUS,1968,27.60694061082006
Australia,AUS,1969,18.568394465310007
Australia,AUS,1970,43.341439089909954
Australia,AUS,1971,24.746847817000116
Australia,AUS,1972,27.09748539049997
Australia,AUS,1973,40.909691256399924
Australia,AUS,1974,37.558732727300026
Australia,AUS,1975,8.809558691000007
Australia,AUS,1976,27.37421263430008
Australia,AUS,1977,38.85938133679997
Australia,AUS,1978,16.350757374100112
Australia,AUS,1979,32.82390689109991
Australia,AUS,1980,7.890449443900025
Australia,AUS,1981,5.8117401109998355
Australia,AUS,1982,2.2115897587001427
Australia,AUS,1983,3.815890806499965
Australia,AUS,1984,34.232088225099915
Australia,AUS,1985,4.478173833200117
Australia,AUS,1986,29.934152759199947
Australia,AUS,1987,25.761938058499936
Australia,AUS,1988,41.324492186200246
Australia,AUS,1989,47.82362844809984
Australia,AUS,1990,17.039517026200087
Australia,AUS,1991,-9.136568937600032
Australia,AUS,1992,9.970832217499947
Australia,AUS,1993,28.98573963369995
Australia,AUS,1994,44.1046204262002
Australia,AUS,1995,31.171196084599842
Australia,AUS,1996,28.094945831300038
Australia,AUS,1997,30.059185144699995
Australia,AUS,1998,28.71182184899999
Australia,AUS,1999,53.24738559520006
Australia,AUS,2000,5.535162428999911
Australia,AUS,2001,13.159705995200056
Australia,AUS,2002,18.09151146739987
Australia,AUS,2003,18.63771290549994
Australia,AUS,2004,43.764055647200166
Australia,AUS,2005,-7.245131912299939
Australia,AUS,2006,83.161528009
Australia,AUS,2007,22.723906311199926
Australia,AUS,2008,30.95822705939986
Australia,AUS,2009,-13.24399988629989
Australia,AUS,2010,1.0130567359999532
Australia,AUS,2011,29.246524240900044
Australia,AUS,2012,-19.240553606599633
Australia,AUS,2013,-5.908541601900424
Australia,AUS,2014,32.36540565480027
Australia,AUS,2015,13.794650962399828
Australia,AUS,2016,16.855177572000002
Australia,AUS,2017,-12.054703293300008
Australia,AUS,2018,18.295910810800024
Austria,AUT,1966,5.136467560559964
Austria,AUT,1967,0.9532085815500011
Austria,AUT,1968,12.438024022799993
Austria,AUT,1969,12.022827905600025
Austria,AUT,1970,18.70426572006002
Austria,AUT,1971,12.15146874283002
Austria,AUT,1972,7.359231667489979
Austria,AUT,1973,14.002216771009984
Austria,AUT,1974,-8.906305637200006
Austria,AUT,1975,-5.100994304430003
Austria,AUT,1976,19.38001106488997
Austria,AUT,1977,-12.17428741921995
Austria,AUT,1978,12.53300160405999
Austria,AUT,1979,8.695080553759993
Austria,AUT,1980,-4.339090581790003
Austria,AUT,1981,-14.491163893559985
Austria,AUT,1982,-10.343371948629994
Austria,AUT,1983,0.031065334939995637
Austria,AUT,1984,8.082065347160011
Austria,AUT,1985,3.7177862206199848
Austria,AUT,1986,-0.8504645095500223
Austria,AUT,1987,5.543503546410022
Austria,AUT,1988,-5.088677820420003
Austria,AUT,1989,2.313190752889966
Austria,AUT,1990,15.142111891950009
Austria,AUT,1991,16.33571755114002
Austria,AUT,1992,-15.913803818010024
Austria,AUT,1993,0.542134008420021
Austria,AUT,1994,1.219646927170004
Austria,AUT,1995,11.043591872510007
Austria,AUT,1996,9.74671546514
Austria,AUT,1997,1.7456655702300168
Austria,AUT,1998,2.3843524434099663
Austria,AUT,1999,-1.0499976399800062
Austria,AUT,2000,-1.8275347342599844
Austria,AUT,2001,18.21280855276001
Austria,AUT,2002,2.565914839689981
Austria,AUT,2003,24.05003190107999
Austria,AUT,2004,-4.676883152579933
Austria,AUT,2005,4.788519731919905
Austria,AUT,2006,-3.022333922199948
Austria,AUT,2007,-15.426416255199968
Austria,AUT,2008,5.036258921599995
Austria,AUT,2009,-19.36428729326002
Austria,AUT,2010,19.931037720209986
Austria,AUT,2011,-15.769323490649981
Austria,AUT,2012,-7.552336908550046
Austria,AUT,2013,-1.5211306030699348
Austria,AUT,2014,-14.070037232310085
Austria,AUT,2015,7.903289347690077
Austria,AUT,2016,3.951691432259963
Austria,AUT,2017,11.191095267180003
Austria,AUT,2018,-3.277986617449983
Azerbaijan,AZE,1986,19.362958693690018
Azerbaijan,AZE,1987,-7.808699766490008
Azerbaijan,AZE,1988,0.49810494508000147
Azerbaijan,AZE,1989,4.83578900629999
Azerbaijan,AZE,1990,7.656621222859997
Azerbaijan,AZE,1991,-10.488808273619952
Azerbaijan,AZE,1992,-35.86908119127003
Azerbaijan,AZE,1993,-30.372087643060013
Azerbaijan,AZE,1994,-13.344340467609982
Azerbaijan,AZE,1995,-9.40501036464002
Azerbaijan,AZE,1996,-28.817345246770003
Azerbaijan,AZE,1997,-6.099131425149977
Azerbaijan,AZE,1998,-0.21030531326002233
Azerbaijan,AZE,1999,0.761423217560008
Azerbaijan,AZE,2000,5.454500656679997
Azerbaijan,AZE,2001,-4.050307447390011
Azerbaijan,AZE,2002,-3.5480209707000085
Azerbaijan,AZE,2003,9.022212043110045
Azerbaijan,AZE,2004,17.378019282849976
Azerbaijan,AZE,2005,12.25640149941998
Azerbaijan,AZE,2006,-1.302086414769974
Azerbaijan,AZE,2007,-15.145750744499992
Azerbaijan,AZE,2008,1.824162266859986
Azerbaijan,AZE,2009,-17.56993506565999
Azerbaijan,AZE,2010,-4.724804369870029
Azerbaijan,AZE,2011,16.690489538140028
Azerbaijan,AZE,2012,6.627468322629994
Azerbaijan,AZE,2013,4.902205052059998
Azerbaijan,AZE,2014,3.4902507832399863
Azerbaijan,AZE,2015,13.743141401650007
Azerbaijan,AZE,2016,-2.5474741372399876
Azerbaijan,AZE,2017,-2.6533347817500044
Azerbaijan,AZE,2018,0.8465190320499971
Bangladesh,BGD,1972,7.266852425939998
Bangladesh,BGD,1973,3.3009609265000037
Bangladesh,BGD,1974,0.8992725957499985
Bangladesh,BGD,1975,2.204749143889998
Bangladesh,BGD,1976,3.2279369008200014
Bangladesh,BGD,1977,0.8613125781300006
Bangladesh,BGD,1978,1.91424690941
Bangladesh,BGD,1979,2.9200364654599973
Bangladesh,BGD,1980,4.123492862580008
Bangladesh,BGD,1981,0.1374243249499898
Bangladesh,BGD,1982,4.103264512830009
Bangladesh,BGD,1983,-0.8621760591100056
Bangladesh,BGD,1984,2.557437744320005
Bangladesh,BGD,1985,5.2987853771600015
Bangladesh,BGD,1986,5.1170422041600006
Bangladesh,BGD,1987,5.249852675509992
Bangladesh,BGD,1988,6.124621407870016
Bangladesh,BGD,1989,4.3134122279599865
Bangladesh,BGD,1990,4.348607841100005
Bangladesh,BGD,1991,-2.465772421950007
Bangladesh,BGD,1992,6.580137223169999
Bangladesh,BGD,1993,8.281115716290003
Bangladesh,BGD,1994,4.547599327540013
Bangladesh,BGD,1995,17.823120909980005
Bangladesh,BGD,1996,4.008623945709999
Bangladesh,BGD,1997,5.747488885069998
Bangladesh,BGD,1998,7.236647431880002
Bangladesh,BGD,1999,1.5208100570099816
Bangladesh,BGD,2000,9.383849253999998
Bangladesh,BGD,2001,18.761720606590018
Bangladesh,BGD,2002,5.65716080336
Bangladesh,BGD,2003,9.61892332715999
Bangladesh,BGD,2004,5.856833517050006
Bangladesh,BGD,2005,11.047650847179995
Bangladesh,BGD,2006,11.389760404189985
Bangladesh,BGD,2007,8.87547820554002
Bangladesh,BGD,2008,11.381056046990011
Bangladesh,BGD,2009,22.308266672320002
Bangladesh,BGD,2010,10.300344658600011
Bangladesh,BGD,2011,16.141502377769967
Bangladesh,BGD,2012,23.648581385550017
Bangladesh,BGD,2013,5.80015174639999
Bangladesh,BGD,2014,17.786717846980025
Bangladesh,BGD,2015,48.12880624231002
Bangladesh,BGD,2016,5.832856911340002
Bangladesh,BGD,2017,13.587155050089962
Bangladesh,BGD,2018,33.11302314359
Belarus,BLR,1986,57.794653467740034
Belarus,BLR,1987,6.78100344234997
Belarus,BLR,1988,6.785604293610049
Belarus,BLR,1989,-15.74431319891005
Belarus,BLR,1990,-19.08829379778996
Belarus,BLR,1991,-4.79830191100001
Belarus,BLR,1992,-23.69439654940004
Belarus,BLR,1993,-82.85077068739997
Belarus,BLR,1994,-55.541815029800034
Belarus,BLR,1995,-25.738676058139987
Belarus,BLR,1996,6.396741764440009
Belarus,BLR,1997,2.5717801510699587
Belarus,BLR,1998,-5.609729918499937
Belarus,BLR,1999,-6.77033118448
Belarus,BLR,2000,6.846013793269947
Belarus,BLR,2001,-6.440123571759983
Belarus,BLR,2002,7.41340319567999
Belarus,BLR,2003,-1.1421039021699926
Belarus,BLR,2004,32.230744699260015
Belarus,BLR,2005,-1.0340723902299942
Belarus,BLR,2006,17.816718955509998
Belarus,BLR,2007,-7.176977425770019
Belarus,BLR,2008,3.457538907790024
Belarus,BLR,2009,-15.682972845680013
Belarus,BLR,2010,17.573636452719995
Belarus,BLR,2011,-1.7431739706599387
Belarus,BLR,2012,24.158007019149977
Belarus,BLR,2013,-38.55762361158003
Belarus,BLR,2014,9.73894193824998
Belarus,BLR,2015,-27.271530910730007
Belarus,BLR,2016,-1.6192161506399998
Belarus,BLR,2017,3.088377447430048
Belarus,BLR,2018,13.289776694409966
Belgium,BEL,1966,-15.179102967749941
Belgium,BEL,1967,19.726580912979955
Belgium,BEL,1968,47.838001278929994
Belgium,BEL,1969,45.50991727596994
Belgium,BEL,1970,28.669580863270085
Belgium,BEL,1971,-9.763748135119954
Belgium,BEL,1972,33.23127318057993
Belgium,BEL,1973,7.0649502645101165
Belgium,BEL,1974,-19.926161342620162
Belgium,BEL,1975,-51.34475788151997
Belgium,BEL,1976,22.634306418680012
Belgium,BEL,1977,-5.323252757239857
Belgium,BEL,1978,22.44457840168991
Belgium,BEL,1979,19.538836590199935
Belgium,BEL,1980,-28.539229078589983
Belgium,BEL,1981,-28.96466878348997
Belgium,BEL,1982,-30.45236405532995
Belgium,BEL,1983,-39.79727163830006
Belgium,BEL,1984,12.136735905349951
Belgium,BEL,1985,3.5284482622000723
Belgium,BEL,1986,3.3791078625099544
Belgium,BEL,1987,9.309369640780005
Belgium,BEL,1988,8.383547150629965
Belgium,BEL,1989,9.8427353735201
Belgium,BEL,1990,31.007746808559943
Belgium,BEL,1991,21.311649394890026
Belgium,BEL,1992,-4.2494549851700185
Belgium,BEL,1993,-5.733268209530024
Belgium,BEL,1994,38.7403589864
Belgium,BEL,1995,3.674937102190029
Belgium,BEL,1996,37.56932440089997
Belgium,BEL,1997,-4.7349242259999755
Belgium,BEL,1998,17.591491945200005
Belgium,BEL,1999,-14.277423543499935
Belgium,BEL,2000,18.51013785309999
Belgium,BEL,2001,-0.3116550413000141
Belgium,BEL,2002,-5.156551500600017
Belgium,BEL,2003,28.72946653609995
Belgium,BEL,2004,2.8125946642999224
Belgium,BEL,2005,-7.518012766199945
Belgium,BEL,2006,3.6505022047000466
Belgium,BEL,2007,0.7959970909000731
Belgium,BEL,2008,17.50575872529987
Belgium,BEL,2009,-57.35214734259989
Belgium,BEL,2010,43.44979060130004
Belgium,BEL,2011,-58.23848662240016
Belgium,BEL,2012,-11.433732236299988
Belgium,BEL,2013,8.412354183799948
Belgium,BEL,2014,-25.21585861909989
Belgium,BEL,2015,25.157307151499936
Belgium,BEL,2016,9.729038818800063
Belgium,BEL,2017,2.283666102199959
Belgium,BEL,2018,10.389188077770086
Brazil,BRA,1966,17.840354139309966
Brazil,BRA,1967,7.005137895570016
Brazil,BRA,1968,39.88246624964003
Brazil,BRA,1969,25.99209092041997
Brazil,BRA,1970,39.37449350541999
Brazil,BRA,1971,31.465394716870037
Brazil,BRA,1972,52.213583334979944
Brazil,BRA,1973,86.58058107198002
Brazil,BRA,1974,39.41799664853005
Brazil,BRA,1975,22.279268116309936
Brazil,BRA,1976,45.501679293400116
Brazil,BRA,1977,27.53060688484993
Brazil,BRA,1978,65.17325401634992
Brazil,BRA,1979,41.960574067310176
Brazil,BRA,1980,-12.643598612590154
Brazil,BRA,1981,-32.73885617774988
Brazil,BRA,1982,23.11505507740003
Brazil,BRA,1983,-8.884589798820116
Brazil,BRA,1984,37.66550388451003
Brazil,BRA,1985,41.10374544730996
Brazil,BRA,1986,83.63922494409019
Brazil,BRA,1987,29.311736407209764
Brazil,BRA,1988,18.750995176359993
Brazil,BRA,1989,10.749021312840114
Brazil,BRA,1990,-32.96698640822001
Brazil,BRA,1991,28.22375077945992
Brazil,BRA,1992,53.32438639471002
Brazil,BRA,1993,43.27926940138025
Brazil,BRA,1994,64.79013488127009
Brazil,BRA,1995,50.280039859789895
Brazil,BRA,1996,68.32416845096986
Brazil,BRA,1997,72.04427372848
Brazil,BRA,1998,40.68179769643007
Brazil,BRA,1999,29.980256509869832
Brazil,BRA,2000,1.0418767249898337
Brazil,BRA,2001,36.76015731192024
Brazil,BRA,2002,4.663869694300047
Brazil,BRA,2003,-11.326444555900025
Brazil,BRA,2004,79.30403948370008
Brazil,BRA,2005,30.412699696099935
Brazil,BRA,2006,23.041343904799987
Brazil,BRA,2007,87.69024314729973
Brazil,BRA,2008,126.3168946932999
Brazil,BRA,2009,-77.7571393475996
Brazil,BRA,2010,223.18660531249998
Brazil,BRA,2011,75.48109043019986
Brazil,BRA,2012,82.9895859021999
Brazil,BRA,2013,176.77030513790032
Brazil,BRA,2014,97.17475063279971
Brazil,BRA,2015,-34.625813152599676
Brazil,BRA,2016,-170.42883004060013
Brazil,BRA,2017,52.44788706020017
Brazil,BRA,2018,-27.16459525880009
Bulgaria,BGR,1966,8.610196102889986
Bulgaria,BGR,1967,20.739721675730024
Bulgaria,BGR,1968,19.717133329000006
Bulgaria,BGR,1969,17.551075555279965
Bulgaria,BGR,1970,22.365219177740016
Bulgaria,BGR,1971,8.585309426420025
Bulgaria,BGR,1972,6.543043640549968
Bulgaria,BGR,1973,7.350754944279998
Bulgaria,BGR,1974,5.772676929730011
Bulgaria,BGR,1975,19.56546899945002
Bulgaria,BGR,1976,7.300276859859963
Bulgaria,BGR,1977,10.882848618350067
Bulgaria,BGR,1978,12.255138376749926
Bulgaria,BGR,1979,9.676758886849996
Bulgaria,BGR,1980,16.592081048729995
Bulgaria,BGR,1981,-13.05872219347998
Bulgaria,BGR,1982,5.154356361359987
Bulgaria,BGR,1983,-3.0546552273600014
Bulgaria,BGR,1984,-2.887142510729973
Bulgaria,BGR,1985,-0.6687519118199816
Bulgaria,BGR,1986,9.503182997650015
Bulgaria,BGR,1987,0.9978061890699337
Bulgaria,BGR,1988,-2.298627306359947
Bulgaria,BGR,1989,0.7927122904399653
Bulgaria,BGR,1990,-25.162633796169985
Bulgaria,BGR,1991,-58.12641516246998
Bulgaria,BGR,1992,-10.513390953520002
Bulgaria,BGR,1993,9.088020572559998
Bulgaria,BGR,1994,-12.316911970739994
Bulgaria,BGR,1995,10.780470019099994
Bulgaria,BGR,1996,-4.053435766200039
Bulgaria,BGR,1997,-13.314913392619957
Bulgaria,BGR,1998,-8.883172741469991
Bulgaria,BGR,1999,-26.61118510476004
Bulgaria,BGR,2000,-5.075255556009978
Bulgaria,BGR,2001,8.313479249979991
Bulgaria,BGR,2002,-9.067218410240002
Bulgaria,BGR,2003,12.661827393180005
Bulgaria,BGR,2004,-5.756672816950015
Bulgaria,BGR,2005,9.86535235081999
Bulgaria,BGR,2006,4.087631292379996
Bulgaria,BGR,2007,9.272415594900025
Bulgaria,BGR,2008,-6.55722751877002
Bulgaria,BGR,2009,-28.509350189729986
Bulgaria,BGR,2010,2.9841641807900032
Bulgaria,BGR,2011,15.769077923199973
Bulgaria,BGR,2012,-13.008408510739969
Bulgaria,BGR,2013,-15.620098472189994
Bulgaria,BGR,2014,7.430659266329997
Bulgaria,BGR,2015,11.521881007199994
Bulgaria,BGR,2016,-8.306017232639988
Bulgaria,BGR,2017,8.026831523139975
Bulgaria,BGR,2018,-8.722281925869993
Canada,CAN,1966,51.44940143489998
Canada,CAN,1967,58.90807689439998
Canada,CAN,1968,90.39785310380012
Canada,CAN,1969,58.168446924499904
Canada,CAN,1970,99.59957248730007
Canada,CAN,1971,36.630923077199895
Canada,CAN,1972,82.06364112260007
Canada,CAN,1973,82.88611530410003
Canada,CAN,1974,24.22009499529986
Canada,CAN,1975,-11.112933921599733
Canada,CAN,1976,90.59837500519984
Canada,CAN,1977,91.33185479850022
Canada,CAN,1978,-22.894421765900006
Canada,CAN,1979,39.21704116909973
Canada,CAN,1980,26.056018541599997
Canada,CAN,1981,-78.92693359359987
Canada,CAN,1982,-61.42535410880009
Canada,CAN,1983,-68.26749361179986
Canada,CAN,1984,96.22602721890007
Canada,CAN,1985,15.001168096399624
Canada,CAN,1986,-42.79046554879983
Canada,CAN,1987,61.64049445500018
Canada,CAN,1988,124.97322903979989
Canada,CAN,1989,84.04654530669995
Canada,CAN,1990,-51.296398899400174
Canada,CAN,1991,-59.31788657709967
Canada,CAN,1992,62.2196293781999
Canada,CAN,1993,10.14301727499992
Canada,CAN,1994,58.27721184749976
Canada,CAN,1995,74.9152056823009
Canada,CAN,1996,46.804361757299375
Canada,CAN,1997,68.86915468200004
Canada,CAN,1998,30.775043859800007
Canada,CAN,1999,61.80667296640013
Canada,CAN,2000,69.83869370249977
Canada,CAN,2001,-21.81731327009993
Canada,CAN,2002,67.49872932890003
Canada,CAN,2003,61.90261302320005
Canada,CAN,2004,0.4279582977001155
Canada,CAN,2005,-22.825616127300236
Canada,CAN,2006,-30.503227616100048
Canada,CAN,2007,107.02750892640006
Canada,CAN,2008,-37.98690350509969
Canada,CAN,2009,-165.2106348880002
Canada,CAN,2010,117.00128969779962
Canada,CAN,2011,100.83192078170032
Canada,CAN,2012,-49.72209638989989
Canada,CAN,2013,70.80221838479974
Canada,CAN,2014,61.4534120653002
Canada,CAN,2015,-26.569533166899873
Canada,CAN,2016,-32.70503235800015
Canada,CAN,2017,38.66201232839967
Canada,CAN,2018,25.299749995900584
Chile,CHL,1966,4.622680676960016
Chile,CHL,1967,1.269075055190001
Chile,CHL,1968,1.7241580832999972
Chile,CHL,1969,4.793271156789999
Chile,CHL,1970,3.9233596474099954
Chile,CHL,1971,5.68270941291
Chile,CHL,1972,0.614834999219994
Chile,CHL,1973,-3.4435386091199973
Chile,CHL,1974,-3.166762507689981
Chile,CHL,1975,-9.543363880070004
Chile,CHL,1976,3.758046942989992
Chile,CHL,1977,2.2939147256900014
Chile,CHL,1978,4.675943332279999
Chile,CHL,1979,2.748824431909995
Chile,CHL,1980,2.1252205638800064
Chile,CHL,1981,1.9647391708000015
Chile,CHL,1982,-11.395839451710003
Chile,CHL,1983,0.5672233376400015
Chile,CHL,1984,3.7277224972000056
Chile,CHL,1985,-1.530834989080006
Chile,CHL,1986,2.4946877769399975
Chile,CHL,1987,2.815794716950009
Chile,CHL,1988,14.377253614329987
Chile,CHL,1989,19.26807610627
Chile,CHL,1990,10.466502166219996
Chile,CHL,1991,6.657861501720021
Chile,CHL,1992,6.304851936549994
Chile,CHL,1993,9.600777747590001
Chile,CHL,1994,10.823821646569996
Chile,CHL,1995,12.23405569882999
Chile,CHL,1996,18.614100400200016
Chile,CHL,1997,29.077731421800024
Chile,CHL,1998,11.163381139999956
Chile,CHL,1999,17.696097631300006
Chile,CHL,2000,1.5337618414000076
Chile,CHL,2001,-5.612623229899981
Chile,CHL,2002,6.818050632899997
Chile,CHL,2003,0.4284804847000032
Chile,CHL,2004,20.10884687126
Chile,CHL,2005,1.709712018359994
Chile,CHL,2006,17.894195549949984
Chile,CHL,2007,20.77819507644
Chile,CHL,2008,-10.446925015059946
Chile,CHL,2009,-9.291247542180088
Chile,CHL,2010,10.289833476230001
Chile,CHL,2011,33.44857686960006
Chile,CHL,2012,5.73625385150001
Chile,CHL,2013,2.4280248728000515
Chile,CHL,2014,-14.107662643200115
Chile,CHL,2015,2.667668698600039
Chile,CHL,2016,24.05091374583003
Chile,CHL,2017,-5.399792671480043
Chile,CHL,2018,13.143497438650002
China,CHN,1966,131.9636534967301
China,CHN,1967,-159.06562606686998
China,CHN,1968,5.316710556599901
China,CHN,1969,327.34025590959027
China,CHN,1970,514.2122511407492
China,CHN,1971,423.5281195277207
China,CHN,1972,207.25164679198042
China,CHN,1973,156.5957670141097
China,CHN,1974,85.53290464043994
China,CHN,1975,387.95599657001003
China,CHN,1976,192.6600439273102
China,CHN,1977,344.5888176733497
China,CHN,1978,415.4793106074999
China,CHN,1979,124.0328013049002
China,CHN,1980,66.31646446649847
China,CHN,1981,-85.55921625939845
China,CHN,1982,186.9915576555004
China,CHN,1983,287.98101760310055
China,CHN,1984,387.3643772255991
China,CHN,1985,450.50031104379923
China,CHN,1986,290.83950099100093
China,CHN,1987,492.6096885536999
China,CHN,1988,492.25802107890013
China,CHN,1989,344.1983550190007
China,CHN,1990,78.52235531750011
China,CHN,1991,408.9452762045994
China,CHN,1992,427.30639212230017
China,CHN,1993,613.4745797373998
China,CHN,1994,502.7635305674994
China,CHN,1995,243.05728580990035
China,CHN,1996,549.8053826235009
China,CHN,1997,37.55160446769878
China,CHN,1998,8.081914017600866
China,CHN,1999,389.5782549542
China,CHN,2000,318.6677033519991
China,CHN,2001,513.6323029898012
China,CHN,2002,1066.9130656039997
China,CHN,2003,2196.4456872111987
China,CHN,2004,2478.8880548971993
China,CHN,2005,2387.6842745432987
China,CHN,2006,1910.8368603628041
China,CHN,2007,1845.2711508915963
China,CHN,2008,490.37322990080065
China,CHN,2009,1157.120745064105
China,CHN,2010,1559.8025978925943
China,CHN,2011,2261.461028796799
China,CHN,2012,701.2268120640074
China,CHN,2013,946.0749430749966
China,CHN,2014,250.68994862800173
China,CHN,2015,-12.102629244000127
China,CHN,2016,18.108141436998267
China,CHN,2017,600.3568203610012
China,CHN,2018,970.1840796130018
Colombia,COL,1966,6.818495445509981
Colombia,COL,1967,4.955110084880019
Colombia,COL,1968,4.083756722990003
