Entity,Code,Year,Year,Government expenditure on secondary education as % of GDP (%) (%)
Albania,ALB,2013,0.701640009880066
Kuwait,KWT,2002,2.40567994117737
Kuwait,KWT,2003,2.3192400932312
Kuwait,KWT,2004,1.98360002040863
Kuwait,KWT,2005,1.71661996841431
Kuwait,KWT,2006,1.36154997348785
Kuwait,KWT,2008,1.39409005641937
Kuwait,KWT,2011,1.95490002632141
Kyrgyzstan,KGZ,2013,3.68646001815796
Laos,LAO,2002,0.536700010299683
Latvia,LVA,1998,2.37313008308411
Latvia,LVA,1999,2.45556998252869
Latvia,LVA,2000,2.57449007034302
Latvia,LVA,2001,2.81807994842529
Latvia,LVA,2002,2.96801996231079
Latvia,LVA,2003,2.77069997787476
Latvia,LVA,2004,2.74309992790222
Latvia,LVA,2006,2.03041005134583
Latvia,LVA,2007,1.93654000759125
Latvia,LVA,2008,2.19984006881714
Latvia,LVA,2009,2.24480009078979
Latvia,LVA,2010,1.95256996154785
Latvia,LVA,2011,1.71634995937347
Latvia,LVA,2012,1.53264999389648
Latvia,LVA,2013,1.60871005058289
Lebanon,LBN,2012,0.322470009326935
Lebanon,LBN,2013,0.439720004796982
Lesotho,LSO,1999,3.05805993080139
Lesotho,LSO,2000,3.18028998374939
Lesotho,LSO,2001,2.56331992149353
Lesotho,LSO,2005,2.70260000228882
Lesotho,LSO,2006,2.47451996803284
Lesotho,LSO,2008,2.66390991210938
Liberia,LBR,2007,0.368600010871887
Liberia,LBR,2012,0.951030015945435
Liechtenstein,LIE,2003,1.04753994941711
Liechtenstein,LIE,2004,1.03548002243042
Liechtenstein,LIE,2006,0.970589995384216
Liechtenstein,LIE,2007,0.907729983329773
Liechtenstein,LIE,2008,1.07306003570557
Liechtenstein,LIE,2010,1.12799000740051
Liechtenstein,LIE,2011,1.21229004859924
Lithuania,LTU,2003,2.5764000415802
Lithuania,LTU,2004,2.63996005058289
Lithuania,LTU,2005,2.46392011642456
Lithuania,LTU,2006,2.44753003120422
Lithuania,LTU,2007,2.31303000450134
Lithuania,LTU,2008,2.50731992721558
Lithuania,LTU,2009,2.91723990440369
Lithuania,LTU,2010,2.37711000442505
Lithuania,LTU,2011,2.07021999359131
Lithuania,LTU,2012,1.89136004447937
Luxembourg,LUX,2003,1.82079994678497
Luxembourg,LUX,2004,1.73780000209808
Luxembourg,LUX,2005,1.76421999931335
Luxembourg,LUX,2006,1.60230004787445
Luxembourg,LUX,2007,1.48971998691559
Luxembourg,LUX,2008,1.81535995006561
Luxembourg,LUX,2009,1.90050005912781
Luxembourg,LUX,2010,1.69677996635437
Luxembourg,LUX,2011,1.50773000717163
Macao,MAC,1998,1.0717099905014
Macao,MAC,2000,0.918879985809326
Macao,MAC,2012,1.06442999839783
Macao,MAC,2013,1.13394999504089
Madagascar,MDG,1998,0.598810017108917
Madagascar,MDG,2005,0.728200018405914
Madagascar,MDG,2006,0.593119978904724
Madagascar,MDG,2007,0.536939978599548
Madagascar,MDG,2008,0.64258998632431
Madagascar,MDG,2009,0.578360021114349
Madagascar,MDG,2011,0.620530009269714
Madagascar,MDG,2012,0.52853000164032
Malawi,MWI,1999,0.503719985485077
Malawi,MWI,2000,1.12520003318787
Malawi,MWI,2001,1.01429998874664
Malawi,MWI,2003,0.890190005302429
Malawi,MWI,2010,1.04946005344391
Malawi,MWI,2011,1.62755000591278
Malawi,MWI,2013,1.8814799785614
Malawi,MWI,2014,1.6964099407196
Malaysia,MYS,2000,2.06063008308411
Malaysia,MYS,2001,2.50029993057251
Malaysia,MYS,2002,2.56615996360779
Malaysia,MYS,2003,2.56012010574341
Malaysia,MYS,2004,2.07895994186401
Malaysia,MYS,2006,1.32602000236511
Malaysia,MYS,2007,1.28826999664307
Malaysia,MYS,2008,1.11765003204346
Malaysia,MYS,2009,1.9598799943924
Malaysia,MYS,2010,1.67452001571655
Malaysia,MYS,2011,1.7608300447464
Malaysia,MYS,2013,2.08029007911682
Maldives,MDV,2006,1.98028004169464
Maldives,MDV,2008,1.91331005096436
Mali,MLI,1998,1.05184996128082
Mali,MLI,1999,1.03702998161316
Mali,MLI,2008,1.66091001033783
Mali,MLI,2009,1.72609996795654
Mali,MLI,2010,2.07267999649048
Mali,MLI,2011,1.73790001869202
Mali,MLI,2012,1.67122995853424
Mali,MLI,2013,1.5969899892807
Mali,MLI,2014,1.48346996307373
Malta,MLT,1998,1.88770997524261
Malta,MLT,2002,2.03471994400024
Malta,MLT,2004,1.90940999984741
Malta,MLT,2007,2.77987003326416
Malta,MLT,2008,3.0514600276947
Malta,MLT,2009,2.57345008850098
Malta,MLT,2010,3.1591899394989
Malta,MLT,2011,5.14321994781494
Malta,MLT,2012,3.14766001701355
Marshall Islands,MHL,2002,3.37276005744934
Mauritania,MRT,1999,0.765009999275208
Mauritania,MRT,2005,0.644469976425171
Mauritania,MRT,2008,0.909070014953613
Mauritania,MRT,2010,0.836329996585846
Mauritania,MRT,2011,0.649699985980988
Mauritania,MRT,2012,0.85861998796463
Mauritania,MRT,2013,0.76433002948761
Mauritius,MUS,2001,1.28937995433807
Mauritius,MUS,2002,1.19231998920441
Mauritius,MUS,2003,1.78439998626709
Mauritius,MUS,2004,1.79921996593475
Mauritius,MUS,2005,1.85629999637604
Mauritius,MUS,2006,1.7597199678421
Mauritius,MUS,2008,1.55836999416351
Mauritius,MUS,2009,1.51350998878479
Mauritius,MUS,2010,1.92462003231049
Mauritius,MUS,2011,1.66164994239807
Mauritius,MUS,2012,1.87321996688843
Mauritius,MUS,2013,2.00248003005981
Mauritius,MUS,2014,3.07166004180908
Mexico,MEX,1998,1.2978800535202
Mexico,MEX,1999,1.06606996059418
Mexico,MEX,2001,1.5236599445343
Mexico,MEX,2002,1.33219003677368
Mexico,MEX,2003,1.51373994350433
Mexico,MEX,2004,1.41819000244141
Mexico,MEX,2005,1.48514997959137
Mexico,MEX,2006,1.41481995582581
Mexico,MEX,2007,1.39596998691559
Mexico,MEX,2008,1.39486002922058
Mexico,MEX,2009,1.58097994327545
Mexico,MEX,2010,1.5725599527359
Mexico,MEX,2011,1.58041000366211
Moldova,MDA,2007,3.94181990623474
Moldova,MDA,2008,3.07442998886108
Moldova,MDA,2009,3.62633991241455
Moldova,MDA,2010,3.39859008789063
Moldova,MDA,2011,3.11268997192383
Moldova,MDA,2012,2.91155004501343
Moldova,MDA,2014,2.67494988441467
Monaco,MCO,1998,0.645039975643158
Monaco,MCO,1999,0.627260029315948
Monaco,MCO,2000,0.611140012741089
Monaco,MCO,2004,0.570070028305054
Monaco,MCO,2009,0.518130004405975
Monaco,MCO,2010,0.498340010643005
Monaco,MCO,2011,0.81862998008728
Monaco,MCO,2012,1.02946996688843
Monaco,MCO,2013,0.698430001735687
Monaco,MCO,2014,0.419629991054535
Mongolia,MNG,2004,1.41995000839233
Mongolia,MNG,2010,1.56356000900269
Mongolia,MNG,2011,1.40050995349884
Morocco,MAR,1998,2.30808997154236
Morocco,MAR,1999,2.32798004150391
Morocco,MAR,2001,2.36034989356995
Morocco,MAR,2002,2.51910996437073
Morocco,MAR,2003,2.4783399105072
Morocco,MAR,2004,2.46005010604858
Morocco,MAR,2005,3.64795994758606
Morocco,MAR,2006,2.36372995376587
Morocco,MAR,2007,2.5665500164032
Morocco,MAR,2008,2.30092000961304
Morocco,MAR,2009,2.20565009117126
Morocco,MAR,2010,2.49794006347656
Morocco,MAR,2011,2.52050995826721
Morocco,MAR,2012,2.75253009796143
Morocco,MAR,2013,2.70108008384705
Mozambique,MOZ,2006,1.25109004974365
Mozambique,MOZ,2012,1.78814005851746
Mozambique,MOZ,2013,1.9831600189209
Namibia,NAM,1999,1.97099995613098
Namibia,NAM,2000,1.90337002277374
Namibia,NAM,2001,1.88197994232178
Namibia,NAM,2002,1.65991997718811
Namibia,NAM,2003,1.57819998264313
Namibia,NAM,2006,1.38446998596191
Namibia,NAM,2008,1.2111200094223
Namibia,NAM,2010,1.96579003334045
Nepal,NPL,1998,0.659430027008057
Nepal,NPL,1999,0.712960004806519
Nepal,NPL,2000,0.65327000617981
Nepal,NPL,2001,0.846499979496002
Nepal,NPL,2002,0.727569997310638
Nepal,NPL,2003,0.68724000453949
Nepal,NPL,2008,0.919449985027313
Nepal,NPL,2009,1.09642004966736
Nepal,NPL,2014,1.66402995586395
Netherlands,NLD,1998,1.79772996902466
Netherlands,NLD,1999,1.78791999816895
Netherlands,NLD,2000,1.84048998355865
Netherlands,NLD,2001,1.8895800113678
Netherlands,NLD,2002,1.91295003890991
Netherlands,NLD,2003,1.95816004276276
Netherlands,NLD,2004,2.00618004798889
Netherlands,NLD,2005,2.03319001197815
Netherlands,NLD,2006,2.02294993400574
Netherlands,NLD,2007,2
Netherlands,NLD,2008,2.06235003471375
Netherlands,NLD,2009,2.23302006721497
Netherlands,NLD,2010,2.26017999649048
Netherlands,NLD,2011,2.22367000579834
Netherlands,NLD,2012,2.21933007240295
Netherlands,NLD,2013,2.28231000900269
New Zealand,NZL,1999,2.66956996917725
New Zealand,NZL,2000,2.54103994369507
New Zealand,NZL,2001,2.63337993621826
New Zealand,NZL,2002,2.50203990936279
New Zealand,NZL,2003,2.60625004768372
New Zealand,NZL,2004,2.71321988105774
New Zealand,NZL,2005,2.67085003852844
New Zealand,NZL,2006,2.50446009635925
New Zealand,NZL,2007,2.3819899559021
New Zealand,NZL,2008,2.13878989219666
New Zealand,NZL,2009,2.35314989089966
New Zealand,NZL,2010,2.72731995582581
New Zealand,NZL,2011,2.66845989227295
New Zealand,NZL,2012,2.82563996315002
New Zealand,NZL,2014,2.46765995025635
Nicaragua,NIC,2005,0.239570006728172
Nicaragua,NIC,2006,0.284770011901855
Nicaragua,NIC,2010,0.594569981098175
Niger,NER,2006,0.718469977378845
Niger,NER,2007,0.781610012054443
Niger,NER,2008,0.778249979019165
Niger,NER,2009,0.947130024433136
Niger,NER,2010,0.794459998607636
Niger,NER,2011,1.02140998840332
Niger,NER,2012,1.03127002716064
Niger,NER,2013,1.23162996768951
Niger,NER,2014,1.97374999523163
Norway,NOR,1998,2.4805600643158
Norway,NOR,2002,2.46510004997253
Norway,NOR,2003,2.67465996742249
Norway,NOR,2004,2.56274008750916
Norway,NOR,2005,2.44998002052307
Norway,NOR,2006,2.24426007270813
Norway,NOR,2007,2.28556990623474
Norway,NOR,2008,2.18949007987976
Norway,NOR,2009,2.4935998916626
Norway,NOR,2010,2.38481998443604
Norway,NOR,2011,2.27505993843079
Oman,OMN,1998,2.08639001846313
Oman,OMN,1999,2.115149974823
Oman,OMN,2001,2.11448001861572
Oman,OMN,2002,1.86865997314453
Oman,OMN,2004,1.72078001499176
Oman,OMN,2005,1.47113001346588
Oman,OMN,2009,1.68192994594574
Oman,OMN,2010,1.38631999492645
Oman,OMN,2011,1.6290899515152
Oman,OMN,2013,1.6097400188446
Pakistan,PAK,2013,0.626689970493317
Pakistan,PAK,2014,0.823329985141754
Palau,PLW,2001,0.719609975814819
Panama,PAN,1999,1.51733005046844
Panama,PAN,2000,1.70815002918243
Panama,PAN,2001,1.14751005172729
Panama,PAN,2002,1.29695999622345
Panama,PAN,2004,0.983240008354187
Panama,PAN,2007,1.10266995429993
Panama,PAN,2011,0.738629996776581
Paraguay,PRY,2000,1.36713004112244
Paraguay,PRY,2001,1.22680997848511
Paraguay,PRY,2002,1.09889996051788
Paraguay,PRY,2003,1.12506997585297
Paraguay,PRY,2004,1.02430999279022
Paraguay,PRY,2007,1.2532399892807
Paraguay,PRY,2010,1.36125004291534
Paraguay,PRY,2011,1.55157995223999
Paraguay,PRY,2012,1.63739001750946
Peru,PER,1998,0.986880004405975
Peru,PER,1999,0.931640028953552
Peru,PER,2000,0.929820001125336
Peru,PER,2001,0.906300008296967
Peru,PER,2002,0.865459978580475
Peru,PER,2003,0.885980010032654
Peru,PER,2004,0.94038999080658
Peru,PER,2005,0.904280006885529
Peru,PER,2006,0.950240015983582
Peru,PER,2007,0.93902999162674
Peru,PER,2008,0.946979999542236
Peru,PER,2009,1.04799997806549
Peru,PER,2010,0.974259972572327
Peru,PER,2011,0.842170000076294
Peru,PER,2012,0.931060016155243
Peru,PER,2013,0.935829997062683
Peru,PER,2014,1.12504994869232
Philippines,PHL,2000,0.712539970874786
Philippines,PHL,2001,0.663500010967255
Philippines,PHL,2002,0.665759980678558
Philippines,PHL,2003,0.747179985046387
Philippines,PHL,2004,0.66346001625061
Philippines,PHL,2005,0.650049984455109
Philippines,PHL,2007,0.642939984798431
Philippines,PHL,2008,0.684400022029877
Philippines,PHL,2009,0.787760019302368
Poland,POL,1998,1.10602998733521
Poland,POL,2002,2.04764008522034
Poland,POL,2003,2.00718998908997
Poland,POL,2004,1.96001005172729
Poland,POL,2005,1.99767994880676
Poland,POL,2006,1.99832999706268
Poland,POL,2007,1.83278000354767
Poland,POL,2008,1.84942996501923
Poland,POL,2009,1.85494005680084
Poland,POL,2010,1.79972994327545
Poland,POL,2011,1.67016994953156
Poland,POL,2012,1.63423001766205
Portugal,PRT,1999,2.18863010406494
Portugal,PRT,2000,2.21766996383667
Portugal,PRT,2001,2.26467990875244
Portugal,PRT,2002,2.21604990959167
Portugal,PRT,2003,2.16260004043579
Portugal,PRT,2004,2.07546997070313
Portugal,PRT,2005,2.06651997566223
Portugal,PRT,2006,1.98354995250702
Portugal,PRT,2007,1.94552004337311
Portugal,PRT,2008,1.97924995422363
Portugal,PRT,2009,2.4961199760437
Portugal,PRT,2010,2.37799000740051
Portugal,PRT,2011,2.23855996131897
Puerto Rico,PRI,2013,1.50394999980927
Qatar,QAT,2009,0.503120005130768
Romania,ROU,2003,1.37316000461578
Romania,ROU,2004,1.45127999782562
Romania,ROU,2005,1.53031003475189
Romania,ROU,2007,1.49004995822906
Romania,ROU,2009,1.48661005496979
Romania,ROU,2010,1.23646998405457
Romania,ROU,2011,1.03427994251251
Romania,ROU,2012,1.05720996856689
Romania,ROU,2013,1.1212899684906
Rwanda,RWA,2000,0.683179974555969
Rwanda,RWA,2007,0.848959982395172
Rwanda,RWA,2008,0.945020020008087
Rwanda,RWA,2010,1.51874995231628
Rwanda,RWA,2011,1.77377998828888
Rwanda,RWA,2012,1.73343002796173
Rwanda,RWA,2013,2.09734010696411
Saint Kitts and Nevis,KNA,1998,1.02453005313873
Saint Lucia,LCA,1999,1.88827002048492
Saint Lucia,LCA,2004,1.37440001964569
Saint Lucia,LCA,2009,1.62805998325348
Saint Lucia,LCA,2010,1.87488996982574
Saint Lucia,LCA,2011,1.9245400428772
Saint Lucia,LCA,2012,1.82904994487762
Saint Lucia,LCA,2013,1.83747005462646
Saint Lucia,LCA,2014,1.95314002037048
Saint Vincent and the Grenadines,VCT,1998,1.05341005325317
Saint Vincent and the Grenadines,VCT,2000,2.01602005958557
Saint Vincent and the Grenadines,VCT,2005,2.01489996910095
Saint Vincent and the Grenadines,VCT,2007,1.89373004436493
Saint Vincent and the Grenadines,VCT,2009,2.3376100063324
Saint Vincent and the Grenadines,VCT,2010,1.84432005882263
Saint Vincent and the Grenadines,VCT,2011,1.88249003887177
Saint Vincent and the Grenadines,VCT,2013,2.06802010536194
Saint Vincent and the Grenadines,VCT,2014,2.07786011695862
Samoa,WSM,1999,1.10895001888275
Samoa,WSM,2000,1.05815994739532
Samoa,WSM,2001,1.14117002487183
San Marino,SMR,2010,0.912599980831146
San Marino,SMR,2011,0.852450013160706
Sao Tome and Principe,STP,2012,1.28134000301361
Sao Tome and Principe,STP,2013,1.58756005764008
Sao Tome and Principe,STP,2014,0.876500010490417
Saudi Arabia,SAU,2007,1.97520005702972
Senegal,SEN,1998,0.810169994831085
Senegal,SEN,2005,1.15153002738953
Senegal,SEN,2006,1.20738005638123
Senegal,SEN,2008,1.21478998661041
Senegal,SEN,2009,1.69966995716095
Senegal,SEN,2010,1.62141001224518
Serbia,SRB,2007,1.09380996227264
Serbia,SRB,2008,1.11697995662689
Serbia,SRB,2009,1.12088000774384
Serbia,SRB,2010,1.06676995754242
Serbia,SRB,2011,1.03956997394562
Seychelles,SYC,1998,2.44603991508484
Seychelles,SYC,2002,1.35608005523682
Seychelles,SYC,2003,1.55367004871368
Seychelles,SYC,2011,0.583019971847534
Sierra Leone,SLE,2007,0.633369982242584
Sierra Leone,SLE,2008,0.602989971637726
Sierra Leone,SLE,2009,0.787599980831146
Sierra Leone,SLE,2010,0.682269990444183
Sierra Leone,SLE,2011,0.711920022964478
Sierra Leone,SLE,2012,0.702719986438751
Sierra Leone,SLE,2013,0.536230027675629
Sierra Leone,SLE,2014,0.645500004291534
Singapore,SGP,2008,0.71152001619339
Singapore,SGP,2009,0.752260029315948
Singapore,SGP,2010,0.776109993457794
Singapore,SGP,2011,0.732720017433167
Singapore,SGP,2012,0.668969988822937
Singapore,SGP,2013,0.667069971561432
Slovakia,SVK,1999,2.26724004745483
Slovakia,SVK,2000,1.97572994232178
Slovakia,SVK,2001,2.02051997184753
Slovakia,SVK,2002,2.26311993598938
Slovakia,SVK,2003,2.13186001777649
Slovakia,SVK,2004,2.06990003585815
Slovakia,SVK,2005,1.84720003604889
Slovakia,SVK,2006,1.72874999046326
Slovakia,SVK,2007,1.65032994747162
Slovakia,SVK,2008,1.61573004722595
Slovakia,SVK,2009,1.89462995529175
Slovakia,SVK,2010,1.93744003772736
Slovakia,SVK,2011,1.77111995220184
Slovakia,SVK,2012,1.73199999332428
Slovakia,SVK,2013,1.75367999076843
Slovenia,SVN,2001,2.8326199054718
Slovenia,SVN,2002,2.66267991065979
Slovenia,SVN,2003,2.65182995796204
Slovenia,SVN,2010,2.06270003318787
Slovenia,SVN,2011,2.02332997322083
South Africa,ZAF,1999,1.97906994819641
South Africa,ZAF,2000,1.70530998706818
South Africa,ZAF,2001,1.60549998283386
South Africa,ZAF,2002,1.583860039711
South Africa,ZAF,2003,1.71625995635986
South Africa,ZAF,2004,1.80606997013092
South Africa,ZAF,2005,1.6494300365448
South Africa,ZAF,2006,1.57730996608734
South Africa,ZAF,2007,1.67549002170563
South Africa,ZAF,2008,1.51409995555878
South Africa,ZAF,2009,1.62073004245758
South Africa,ZAF,2010,1.79945003986359
South Africa,ZAF,2011,1.96273994445801
South Africa,ZAF,2012,1.92699003219604
South Africa,ZAF,2014,1.86048996448517
South Korea,KOR,1998,1.29412996768951
South Korea,KOR,1999,1.2849600315094
South Korea,KOR,2001,1.52708995342255
South Korea,KOR,2002,1.64619994163513
South Korea,KOR,2003,1.71133005619049
South Korea,KOR,2004,1.70726001262665
South Korea,KOR,2005,1.61942994594574
South Korea,KOR,2006,1.66787004470825
South Korea,KOR,2007,1.67412996292114
South Korea,KOR,2008,1.75743997097015
South Korea,KOR,2009,1.78480005264282
South Korea,KOR,2012,1.74925994873047
South Korea,KOR,2013,1.76771998405457
South Sudan,SSD,2011,0.0950900018215179
Spain,ESP,1998,2.01188993453979
Spain,ESP,1999,1.96542000770569
Spain,ESP,2000,1.82693004608154
Spain,ESP,2001,1.72274994850159
Spain,ESP,2002,1.71194994449615
Spain,ESP,2003,1.67748999595642
Spain,ESP,2004,1.64851999282837
Spain,ESP,2005,1.62933003902435
Spain,ESP,2006,1.63385999202728
Spain,ESP,2007,1.61408996582031
Spain,ESP,2008,1.69502997398376
Spain,ESP,2009,1.82546997070313
Spain,ESP,2010,1.7817200422287
Spain,ESP,2011,1.79919004440308
Spain,ESP,2013,1.58876001834869
Sri Lanka,LKA,2001,0.00891000032424927
Sri Lanka,LKA,2009,0.990719974040985
Sri Lanka,LKA,2010,0.914250016212463
Sri Lanka,LKA,2011,0.930570006370544
Sri Lanka,LKA,2012,0.759750008583069
Sri Lanka,LKA,2013,0.795719981193542
Swaziland,SWZ,1999,1.36968994140625
Swaziland,SWZ,2000,1.53361999988556
Swaziland,SWZ,2001,1.8394900560379
Swaziland,SWZ,2002,1.57836997509003
Swaziland,SWZ,2003,2.79703998565674
Swaziland,SWZ,2004,1.79373002052307
Swaziland,SWZ,2005,2.59127998352051
Swaziland,SWZ,2006,2.54095005989075
Swaziland,SWZ,2008,2.52027988433838
Swaziland,SWZ,2009,2.44546008110046
Swaziland,SWZ,2010,2.47299003601074
Swaziland,SWZ,2011,3.1703200340271
Sweden,SWE,1998,2.84412002563477
Sweden,SWE,1999,2.66068005561829
Sweden,SWE,2000,2.57364010810852
Sweden,SWE,2001,2.52287006378174
Sweden,SWE,2002,2.55187010765076
Sweden,SWE,2003,2.49745011329651
Sweden,SWE,2004,2.50460004806519
Sweden,SWE,2005,2.50672006607056
Sweden,SWE,2006,2.47466993331909
Sweden,SWE,2007,2.41458010673523
Sweden,SWE,2008,2.42020988464355
Sweden,SWE,2009,2.52256989479065
Sweden,SWE,2010,2.35659003257751
Sweden,SWE,2011,2.29928994178772
Sweden,SWE,2012,2.20678997039795
Sweden,SWE,2013,2.15272998809814
Switzerland,CHE,1998,1.97373998165131
Switzerland,CHE,1999,1.92774999141693
Switzerland,CHE,2000,1.8885600566864
Switzerland,CHE,2001,1.93666005134583
Switzerland,CHE,2002,2.03306007385254
Switzerland,CHE,2003,2.01923990249634
Switzerland,CHE,2004,1.94553995132446
Switzerland,CHE,2005,1.96566998958588
Switzerland,CHE,2006,1.86829996109009
Switzerland,CHE,2007,1.79879999160767
Switzerland,CHE,2008,2.22000002861023
Switzerland,CHE,2009,2.09740996360779
Switzerland,CHE,2010,2.04196000099182
Switzerland,CHE,2011,1.98910999298096
Switzerland,CHE,2012,1.97695004940033
Syria,SYR,1998,1.18740999698639
Syria,SYR,1999,1.38687002658844
Syria,SYR,2000,1.52226996421814
Syria,SYR,2002,1.68641996383667
Syria,SYR,2007,1.7467999458313
Syria,SYR,2009,1.89324998855591
Syria,SYR,2012,2.21784996986389
Tanzania,TZA,2004,0.415239989757538
Tanzania,TZA,2005,0.592549979686737
Tanzania,TZA,2006,0.472799986600876
Tanzania,TZA,2007,0.697510004043579
Tanzania,TZA,2008,0.724030017852783
Tanzania,TZA,2009,0.673699975013733
Tanzania,TZA,2010,0.52345997095108
Tanzania,TZA,2014,0.635999977588654
Thailand,THA,1998,1.2522200345993
Thailand,THA,2000,1.14979994297028
Thailand,THA,2001,0.989180028438568
Thailand,THA,2004,0.966929972171783
Thailand,THA,2008,0.500329971313477
Thailand,THA,2009,0.602660000324249
Thailand,THA,2010,1.00435996055603
Thailand,THA,2011,1.03150999546051
Thailand,THA,2012,1.29904997348785
Thailand,THA,2013,1.23006999492645
Timor,TLS,2011,0.695779979228973
Timor,TLS,2012,1.28503000736237
Timor,TLS,2013,1.80928003787994
Timor,TLS,2014,2.28896999359131
Togo,TGO,1998,1.1433299779892
Togo,TGO,1999,1.38207995891571
Togo,TGO,2000,1.32158005237579
Togo,TGO,2007,1.23035001754761
Togo,TGO,2008,1.23395001888275
Togo,TGO,2009,1.45493996143341
Togo,TGO,2010,1.13141000270844
Togo,TGO,2011,1.30053997039795
Togo,TGO,2012,0.66948002576828
Togo,TGO,2013,0.698019981384277
Togo,TGO,2014,0.846480011940002
Tonga,TON,1998,1.29085004329681
Tonga,TON,2002,1.09475994110107
Tonga,TON,2003,1.29060995578766
Tonga,TON,2004,1.17500996589661
Trinidad and Tobago,TTO,2000,0.949670016765594
Trinidad and Tobago,TTO,2001,1.05366003513336
Trinidad and Tobago,TTO,2002,1.49000000953674
Trinidad and Tobago,TTO,2003,1.15524005889893
Trinidad and Tobago,TTO,2007,0.70906001329422
Trinidad and Tobago,TTO,2008,1.12066996097565
Trinidad and Tobago,TTO,2009,1.6203099489212
Tunisia,TUN,1999,2.75392007827759
Tunisia,TUN,2000,2.79278993606567
Tunisia,TUN,2001,2.77856993675232
Tunisia,TUN,2002,2.56827998161316
Tunisia,TUN,2003,2.76800990104675
Tunisia,TUN,2004,2.56203007698059
Tunisia,TUN,2005,2.68279004096985
Tunisia,TUN,2008,2.96931004524231
Turks and Caicos Islands,TCA,2015,1.35422003269196
Uganda,UGA,2004,0.857400000095367
Uganda,UGA,2009,0.764389991760254
Uganda,UGA,2010,0.545329988002777
Uganda,UGA,2011,0.66430002450943
Uganda,UGA,2012,0.693560004234314
Uganda,UGA,2013,0.642599999904633
Ukraine,UKR,2011,1.76072001457214
Ukraine,UKR,2012,1.92570996284485
Ukraine,UKR,2013,1.87645995616913
United Arab Emirates,ARE,1998,0.552009999752045
United Arab Emirates,ARE,2011,0.684800028800964
United Arab Emirates,ARE,2012,0.711700022220612
United Kingdom,GBR,1998,2.09187006950378
United Kingdom,GBR,1999,2.0042200088501
United Kingdom,GBR,2000,2.11135005950928
United Kingdom,GBR,2001,2.12387990951538
United Kingdom,GBR,2002,2.33565998077393
United Kingdom,GBR,2003,2.46326994895935
United Kingdom,GBR,2004,2.39748001098633
United Kingdom,GBR,2005,2.35794997215271
United Kingdom,GBR,2006,2.2662398815155
United Kingdom,GBR,2007,2.32466006278992
United Kingdom,GBR,2008,2.40343999862671
United Kingdom,GBR,2009,2.59721994400024
United Kingdom,GBR,2010,2.87037992477417
United Kingdom,GBR,2011,2.39531993865967
United Kingdom,GBR,2013,2.28238010406494
United States,USA,1998,1.73608994483948
United States,USA,1999,1.72523999214172
United States,USA,2000,1.7501300573349
United States,USA,2001,1.88098001480103
United States,USA,2002,1.90707004070282
United States,USA,2003,2.03250002861023
United States,USA,2004,1.94648003578186
United States,USA,2005,1.82843005657196
United States,USA,2006,1.92949998378754
United States,USA,2007,1.92969000339508
United States,USA,2008,1.96256005764008
United States,USA,2009,1.97350001335144
United States,USA,2010,1.91955995559692
United States,USA,2011,1.87390005588531
United States,USA,2012,1.76548004150391
Uruguay,URY,1999,0.897000014781952
Uruguay,URY,2000,0.91540002822876
Uruguay,URY,2001,0.910260021686554
Uruguay,URY,2002,0.79951000213623
Uruguay,URY,2003,0.671509981155396
Uruguay,URY,2004,0.862540006637573
Uruguay,URY,2005,0.963649988174438
Uruguay,URY,2006,1.03646004199982
Uruguay,URY,2011,1.44485998153687
Vanuatu,VUT,1998,3.77384996414185
Vanuatu,VUT,1999,3.55427002906799
Vanuatu,VUT,2000,3.46301007270813
Vanuatu,VUT,2001,5.13753986358643
Vanuatu,VUT,2008,1.90342998504639
Vanuatu,VUT,2009,1.48846995830536
Vanuatu,VUT,2014,1.59818994998932
Venezuela,VEN,2006,0.646619975566864
Venezuela,VEN,2007,0.635339975357056
Venezuela,VEN,2009,1.30860996246338
Vietnam,VNM,2008,1.74814999103546
Vietnam,VNM,2010,2.39638996124268
Vietnam,VNM,2012,2.72829008102417
Yemen,YEM,2011,0.855120003223419
Zambia,ZMB,2000,0.461140006780624
Zambia,ZMB,2004,0.327679991722107
Zambia,ZMB,2005,0.251459985971451
Zimbabwe,ZWE,2010,0.505270004272461
