Entity,Code,Year,GHG emissions per capita per day (kilograms carbon dioxide equivalents (CO₂e))
Latin America & Caribbean (excluding high income),,1988,20.2
Latin America & Caribbean (excluding high income),,1989,20.15
Latin America & Caribbean (excluding high income),,1990,21.22
Latin America & Caribbean (excluding high income),,1991,20.51
Latin America & Caribbean (excluding high income),,1992,20.81
Latin America & Caribbean (excluding high income),,1993,21.67
Latin America & Caribbean (excluding high income),,1994,18.61
Latin America & Caribbean (excluding high income),,1995,19.42
Latin America & Caribbean (excluding high income),,1996,19.67
Latin America & Caribbean (excluding high income),,1997,19.73
Latin America & Caribbean (excluding high income),,1998,24.35
Latin America & Caribbean (excluding high income),,1999,19.14
Latin America & Caribbean (excluding high income),,2000,15.98
Latin America & Caribbean (excluding high income),,2001,15.59
Latin America & Caribbean (excluding high income),,2002,17.49
Latin America & Caribbean (excluding high income),,2003,18.3
Latin America & Caribbean (excluding high income),,2004,20.17
Latin America & Caribbean (excluding high income),,2005,23.15
Latin America & Caribbean (excluding high income),,2006,17.57
Latin America & Caribbean (excluding high income),,2007,24.37
Latin America & Caribbean (excluding high income),,2008,16.62
Latin America & Caribbean (excluding high income),,2009,14.62
Latin America & Caribbean (excluding high income),,2010,23.28
Latin America & Caribbean (excluding high income),,2011,26.09
Latin America & Caribbean (excluding high income),,2012,26.11
Latvia,LVA,1970,52.71
Latvia,LVA,1971,52.6
Latvia,LVA,1972,54.84
Latvia,LVA,1973,57.12
Latvia,LVA,1974,58.86
Latvia,LVA,1975,58.38
Latvia,LVA,1976,59.56
Latvia,LVA,1977,61.41
Latvia,LVA,1978,62.85
Latvia,LVA,1979,64.99
Latvia,LVA,1980,66.63
Latvia,LVA,1981,67.81
Latvia,LVA,1982,68.04
Latvia,LVA,1983,69.41
Latvia,LVA,1984,70.47
Latvia,LVA,1985,71.88
Latvia,LVA,1986,72.93
Latvia,LVA,1987,72.19
Latvia,LVA,1988,74.13
Latvia,LVA,1989,74.62
Latvia,LVA,1990,34.64
Latvia,LVA,1991,32.64
Latvia,LVA,1992,28.68
Latvia,LVA,1993,25.7
Latvia,LVA,1994,22.9
Latvia,LVA,1995,20.71
Latvia,LVA,1996,20.95
Latvia,LVA,1997,20.33
Latvia,LVA,1998,14.67
Latvia,LVA,1999,13.84
Latvia,LVA,2000,13.32
Latvia,LVA,2001,14.17
Latvia,LVA,2002,16.3
Latvia,LVA,2003,15.31
Latvia,LVA,2004,15.76
Latvia,LVA,2005,16.26
Latvia,LVA,2006,17.36
Latvia,LVA,2007,17.95
Latvia,LVA,2008,17.87
Latvia,LVA,2009,17.37
Latvia,LVA,2010,19.16
Latvia,LVA,2011,18.82
Latvia,LVA,2012,18.78
Least developed countries: UN classification,,1970,29.62
Least developed countries: UN classification,,1971,19.37
Least developed countries: UN classification,,1972,20.52
Least developed countries: UN classification,,1973,23.01
Least developed countries: UN classification,,1974,17.63
Least developed countries: UN classification,,1975,19.01
Least developed countries: UN classification,,1976,17.3
Least developed countries: UN classification,,1977,20.44
Least developed countries: UN classification,,1978,21.2
Least developed countries: UN classification,,1979,23.44
Least developed countries: UN classification,,1980,22.16
Least developed countries: UN classification,,1981,19.05
Least developed countries: UN classification,,1982,20.13
Least developed countries: UN classification,,1983,23.54
Least developed countries: UN classification,,1984,17.13
Least developed countries: UN classification,,1985,15.88
Least developed countries: UN classification,,1986,15.7
Least developed countries: UN classification,,1987,19.46
Least developed countries: UN classification,,1988,14.98
Least developed countries: UN classification,,1989,14.15
Least developed countries: UN classification,,1990,19.02
Least developed countries: UN classification,,1991,15.93
Least developed countries: UN classification,,1992,22.26
Least developed countries: UN classification,,1993,15.46
Least developed countries: UN classification,,1994,15.57
Least developed countries: UN classification,,1995,16.15
Least developed countries: UN classification,,1996,13.58
Least developed countries: UN classification,,1997,12.95
Least developed countries: UN classification,,1998,21.45
Least developed countries: UN classification,,1999,17.76
Least developed countries: UN classification,,2000,16.51
Least developed countries: UN classification,,2001,15.04
Least developed countries: UN classification,,2002,15.35
Least developed countries: UN classification,,2003,16.38
Least developed countries: UN classification,,2004,16.09
Least developed countries: UN classification,,2005,16.4
Least developed countries: UN classification,,2006,15.19
Least developed countries: UN classification,,2007,17.33
Least developed countries: UN classification,,2008,15.01
Least developed countries: UN classification,,2009,13.76
Least developed countries: UN classification,,2010,14.47
Least developed countries: UN classification,,2011,15.21
Least developed countries: UN classification,,2012,14.87
Lebanon,LBN,1970,7.62
Lebanon,LBN,1971,7.62
Lebanon,LBN,1972,7.94
Lebanon,LBN,1973,9.43
Lebanon,LBN,1974,9.15
Lebanon,LBN,1975,8.01
Lebanon,LBN,1976,7.56
Lebanon,LBN,1977,6.85
Lebanon,LBN,1978,7.93
Lebanon,LBN,1979,8.89
Lebanon,LBN,1980,8.95
Lebanon,LBN,1981,9.1
Lebanon,LBN,1982,7.72
Lebanon,LBN,1983,8.73
Lebanon,LBN,1984,8.49
Lebanon,LBN,1985,9.47
Lebanon,LBN,1986,9.55
Lebanon,LBN,1987,9.58
Lebanon,LBN,1991,9.67
Lebanon,LBN,1993,11.94
Lebanon,LBN,1994,12.52
Lebanon,LBN,1995,14.05
Lebanon,LBN,1996,14.85
Lebanon,LBN,1997,16.14
Lebanon,LBN,1998,16.18
Lebanon,LBN,1999,15.81
Lebanon,LBN,2000,14.25
Lebanon,LBN,2001,14.79
Lebanon,LBN,2002,13.97
Lebanon,LBN,2003,15.02
Lebanon,LBN,2004,13.27
Lebanon,LBN,2005,13.35
Lebanon,LBN,2006,11.44
Lebanon,LBN,2007,10.13
Lebanon,LBN,2008,12.18
Lesotho,LSO,1970,4.76
Lesotho,LSO,1971,4.25
Lesotho,LSO,1972,4.11
Lesotho,LSO,1973,4.01
Lesotho,LSO,1974,4.01
Lesotho,LSO,1975,4.1
Lesotho,LSO,1976,3.93
Lesotho,LSO,1977,3.62
Lesotho,LSO,1978,3.57
Lesotho,LSO,1979,3.74
Lesotho,LSO,1980,3.78
Lesotho,LSO,1981,3.66
Lesotho,LSO,1982,3.66
Lesotho,LSO,1983,3.52
Lesotho,LSO,1984,3.36
Lesotho,LSO,1985,3.43
Lesotho,LSO,1986,3.42
Lesotho,LSO,1987,3.83
Lesotho,LSO,1988,3.63
Lesotho,LSO,1989,3.52
Lesotho,LSO,1990,3.22
Lesotho,LSO,1991,3.14
Lesotho,LSO,1992,3.47
Lesotho,LSO,1993,3.21
Lesotho,LSO,1994,3.11
Lesotho,LSO,1995,3.02
Lesotho,LSO,1996,2.82
Lesotho,LSO,1997,2.74
Lesotho,LSO,1998,7.09
Lesotho,LSO,1999,5.65
Lesotho,LSO,2000,4.74
Lesotho,LSO,2001,5.58
Lesotho,LSO,2002,4.24
Lesotho,LSO,2003,6.64
Lesotho,LSO,2004,3.32
Lesotho,LSO,2005,5.21
Lesotho,LSO,2006,3.01
Lesotho,LSO,2007,6.14
Lesotho,LSO,2008,3.48
Lesotho,LSO,2009,3.7
Lesotho,LSO,2010,4.6
Lesotho,LSO,2011,4.58
Lesotho,LSO,2012,4.55
Liberia,LBR,1970,3.27
Liberia,LBR,1971,3.22
Liberia,LBR,1972,3.29
Liberia,LBR,1973,3.35
Liberia,LBR,1974,3.36
Liberia,LBR,1975,3.34
Liberia,LBR,1976,3.39
Liberia,LBR,1977,3.55
Liberia,LBR,1978,3.49
Liberia,LBR,1979,4.03
Liberia,LBR,1980,4.1
Liberia,LBR,1981,3.54
Liberia,LBR,1982,3.26
Liberia,LBR,1983,3.23
Liberia,LBR,1984,2.97
Liberia,LBR,1985,2.99
Liberia,LBR,1986,2.76
Liberia,LBR,1987,2.81
Liberia,LBR,1988,3.12
Liberia,LBR,1989,2.77
Liberia,LBR,1990,2.29
Liberia,LBR,1991,1.96
Liberia,LBR,1992,1.96
Liberia,LBR,1993,1.93
Liberia,LBR,1994,1.89
Liberia,LBR,1995,1.89
Liberia,LBR,1996,1.87
Liberia,LBR,1997,1.86
Liberia,LBR,1998,5.35
Liberia,LBR,1999,3.38
Liberia,LBR,2000,1.97
Liberia,LBR,2001,1.98
Liberia,LBR,2002,1.83
Liberia,LBR,2003,1.81
Liberia,LBR,2004,1.99
Liberia,LBR,2005,1.75
Liberia,LBR,2006,2.01
Liberia,LBR,2007,2.22
Liberia,LBR,2008,2.14
Liberia,LBR,2009,1.87
Liberia,LBR,2010,1.91
Liberia,LBR,2011,1.88
Liberia,LBR,2012,1.86
Libya,LBY,1970,90.95
Libya,LBY,1971,66.65
Libya,LBY,1972,52.05
Libya,LBY,1973,47.75
Libya,LBY,1974,35.28
Libya,LBY,1975,38.91
Libya,LBY,1976,43.04
Libya,LBY,1977,43.3
Libya,LBY,1978,43.09
Libya,LBY,1979,44.32
Libya,LBY,1980,45.58
Libya,LBY,1981,37.09
Libya,LBY,1982,38.83
Libya,LBY,1983,36.26
Libya,LBY,1984,36
Libya,LBY,1985,33.59
Libya,LBY,1986,37.47
Libya,LBY,1987,34.1
Libya,LBY,1988,35.94
Libya,LBY,1989,35.84
Libya,LBY,1990,37.71
Libya,LBY,1991,36.83
Libya,LBY,1992,32.68
Libya,LBY,1993,32.01
Libya,LBY,1994,34.35
Libya,LBY,1995,36.1
Libya,LBY,1996,36.59
Libya,LBY,1997,33.95
Libya,LBY,1998,33.4
Libya,LBY,1999,31.25
Libya,LBY,2000,32.57
Libya,LBY,2001,31.5
Libya,LBY,2002,31.39
Libya,LBY,2003,33.28
Libya,LBY,2004,32.93
Libya,LBY,2005,33.08
Libya,LBY,2006,33.22
Libya,LBY,2007,32.62
Libya,LBY,2008,33.6
Libya,LBY,2009,33.12
Libya,LBY,2010,34.54
Libya,LBY,2011,35.42
Libya,LBY,2012,36.3
Lithuania,LTU,1970,89.27
Lithuania,LTU,1971,88.61
Lithuania,LTU,1972,92.14
Lithuania,LTU,1973,96.26
Lithuania,LTU,1974,100.14
Lithuania,LTU,1975,92.95
Lithuania,LTU,1976,95.46
Lithuania,LTU,1977,97.89
Lithuania,LTU,1978,100.49
Lithuania,LTU,1979,103.21
Lithuania,LTU,1980,105.95
Lithuania,LTU,1981,106.26
Lithuania,LTU,1982,106.3
Lithuania,LTU,1983,107.24
Lithuania,LTU,1984,108.61
Lithuania,LTU,1985,109.42
Lithuania,LTU,1986,109.77
Lithuania,LTU,1987,108.81
Lithuania,LTU,1988,110.91
Lithuania,LTU,1989,110.5
Lithuania,LTU,1990,40.26
Lithuania,LTU,1991,41.58
Lithuania,LTU,1992,28.18
Lithuania,LTU,1993,23.57
Lithuania,LTU,1994,22.62
Lithuania,LTU,1995,22.06
Lithuania,LTU,1996,22.94
Lithuania,LTU,1997,22.9
Lithuania,LTU,1998,19.58
Lithuania,LTU,1999,17.67
Lithuania,LTU,2000,16.64
Lithuania,LTU,2001,16.62
Lithuania,LTU,2002,17.48
Lithuania,LTU,2003,17.48
Lithuania,LTU,2004,18.27
Lithuania,LTU,2005,19.44
Lithuania,LTU,2006,20.18
Lithuania,LTU,2007,21.87
Lithuania,LTU,2008,22.9
Lithuania,LTU,2009,21.2
Lithuania,LTU,2010,23.69
Lithuania,LTU,2011,26.53
Lithuania,LTU,2012,27
Low & middle income,,1970,13.55
Low & middle income,,1971,11.76
Low & middle income,,1972,12.71
Low & middle income,,1973,12.64
Low & middle income,,1974,11.97
Low & middle income,,1975,12.45
Low & middle income,,1976,12.74
Low & middle income,,1977,13.3
Low & middle income,,1978,13.39
Low & middle income,,1979,13.92
Low & middle income,,1980,13.8
Low & middle income,,1981,13
Low & middle income,,1982,14.69
Low & middle income,,1983,14.04
Low & middle income,,1984,12.56
Low & middle income,,1985,12.39
Low & middle income,,1986,12.77
Low & middle income,,1987,13.82
Low & middle income,,1988,12.69
Low & middle income,,1989,12.64
Low & middle income,,1990,14.2
Low & middle income,,1991,14.16
Low & middle income,,1992,14.65
Low & middle income,,1993,13.3
Low & middle income,,1994,13.26
Low & middle income,,1995,13.08
Low & middle income,,1996,12.82
Low & middle income,,1997,14.64
Low & middle income,,1998,14.63
Low & middle income,,1999,12.62
Low & middle income,,2000,12.19
Low & middle income,,2001,11.92
Low & middle income,,2002,13.03
Low & middle income,,2003,13.46
Low & middle income,,2004,13.59
Low & middle income,,2005,14.44
Low & middle income,,2006,14.87
Low & middle income,,2007,15.24
Low & middle income,,2008,14.24
Low & middle income,,2009,13.98
Low & middle income,,2010,15.05
Low & middle income,,2011,15.88
Low & middle income,,2012,16.04
Low income,,1970,29.68
Low income,,1971,19.7
Low income,,1972,20.02
Low income,,1973,20.72
Low income,,1974,17.83
Low income,,1975,19.69
Low income,,1976,17.95
Low income,,1977,19.84
Low income,,1978,19.7
Low income,,1979,23.73
Low income,,1980,21.21
Low income,,1981,18.24
Low income,,1982,20.1
Low income,,1983,19.58
Low income,,1984,16.35
Low income,,1985,15.86
Low income,,1986,14.88
Low income,,1987,17.89
Low income,,1988,14.04
Low income,,1989,14.83
Low income,,1990,18.59
Low income,,1991,15.55
Low income,,1992,20.92
Low income,,1993,13.87
Low income,,1994,14.69
Low income,,1995,14.68
Low income,,1996,12.91
Low income,,1997,12.27
Low income,,1998,21.47
Low income,,1999,17.3
Low income,,2000,17.45
Low income,,2001,15.98
Low income,,2002,15.35
Low income,,2003,17.01
Low income,,2004,15.11
Low income,,2005,16.61
Low income,,2006,16.05
Low income,,2007,16.61
Low income,,2008,15.29
Low income,,2009,13.69
Low income,,2010,14.33
Low income,,2011,14.03
Low income,,2012,13.7
Lower middle income,,1970,9.15
Lower middle income,,1971,7.87
Lower middle income,,1972,9.18
Lower middle income,,1973,8.98
Lower middle income,,1974,7.83
Lower middle income,,1975,7.82
Lower middle income,,1976,8.08
Lower middle income,,1977,9.22
Lower middle income,,1978,8.7
Lower middle income,,1979,9.05
Lower middle income,,1980,9.2
Lower middle income,,1981,8.54
Lower middle income,,1982,11.9
Lower middle income,,1983,10.38
Lower middle income,,1984,8.45
Lower middle income,,1985,8.2
Lower middle income,,1986,8.95
Lower middle income,,1987,10.4
Lower middle income,,1988,8.41
Lower middle income,,1989,8.17
Lower middle income,,1990,9.68
Lower middle income,,1991,10.68
Lower middle income,,1992,11.11
Lower middle income,,1993,9.3
Lower middle income,,1994,9.9
Lower middle income,,1995,8.94
Lower middle income,,1996,8.47
Lower middle income,,1997,13.23
Lower middle income,,1998,8.99
Lower middle income,,1999,8.21
Lower middle income,,2000,7.42
Lower middle income,,2001,7.34
Lower middle income,,2002,8.71
Lower middle income,,2003,7.74
Lower middle income,,2004,8.33
Lower middle income,,2005,8.47
Lower middle income,,2006,9.38
Lower middle income,,2007,8.34
Lower middle income,,2008,7.79
Lower middle income,,2009,8.09
Lower middle income,,2010,7.85
Lower middle income,,2011,8.71
Lower middle income,,2012,8.82
Luxembourg,LUX,1970,156.8
Luxembourg,LUX,1971,145.4
Luxembourg,LUX,1972,141.59
Luxembourg,LUX,1973,151.26
Luxembourg,LUX,1974,139.06
Luxembourg,LUX,1975,111.26
Luxembourg,LUX,1976,117.61
Luxembourg,LUX,1977,112.25
Luxembourg,LUX,1978,121.93
Luxembourg,LUX,1979,115.14
Luxembourg,LUX,1980,108.62
Luxembourg,LUX,1981,93.66
Luxembourg,LUX,1982,88.13
Luxembourg,LUX,1983,83.43
Luxembourg,LUX,1984,90.06
Luxembourg,LUX,1985,91.41
Luxembourg,LUX,1986,89.08
Luxembourg,LUX,1987,89.13
Luxembourg,LUX,1988,88.06
Luxembourg,LUX,1989,93.26
Luxembourg,LUX,1990,94.01
Luxembourg,LUX,1991,97.36
Luxembourg,LUX,1992,94.55
Luxembourg,LUX,1993,94.83
Luxembourg,LUX,1994,88.24
Luxembourg,LUX,1995,71.93
Luxembourg,LUX,1996,69.64
Luxembourg,LUX,1997,66.2
Luxembourg,LUX,1998,60.18
Luxembourg,LUX,1999,61.63
Luxembourg,LUX,2000,64.48
Luxembourg,LUX,2001,66.4
Luxembourg,LUX,2002,70.97
Luxembourg,LUX,2003,73.08
Luxembourg,LUX,2004,78.44
Luxembourg,LUX,2005,79.19
Luxembourg,LUX,2006,78.22
Luxembourg,LUX,2007,74.62
Luxembourg,LUX,2008,71.22
Luxembourg,LUX,2009,67.94
Luxembourg,LUX,2010,70.44
Luxembourg,LUX,2011,68.34
Luxembourg,LUX,2012,65.07
Macao,MAC,1970,3.04
Macao,MAC,1971,3.02
Macao,MAC,1972,3.38
Macao,MAC,1973,4.78
Macao,MAC,1974,4.97
Macao,MAC,1975,5
Macao,MAC,1976,4.98
Macao,MAC,1977,4.82
Macao,MAC,1980,6.37
Macao,MAC,1981,6.16
Macao,MAC,1982,6.36
Macao,MAC,1983,8.61
Macao,MAC,1998,10.59
Macao,MAC,1999,11.04
Macedonia,MKD,1970,19.2
Macedonia,MKD,1971,18
Macedonia,MKD,1972,18.11
Macedonia,MKD,1973,20.08
Macedonia,MKD,1974,20.26
Macedonia,MKD,1975,17.19
Macedonia,MKD,1976,17.56
Macedonia,MKD,1977,17.64
Macedonia,MKD,1978,15.51
Macedonia,MKD,1979,17.07
Macedonia,MKD,1980,15.56
Macedonia,MKD,1981,19.74
Macedonia,MKD,1982,17.44
Macedonia,MKD,1983,16.14
Macedonia,MKD,1984,17.94
Macedonia,MKD,1985,18.6
Macedonia,MKD,1986,18.91
Macedonia,MKD,1987,19.23
Macedonia,MKD,1988,16.63
Macedonia,MKD,1989,18.72
Macedonia,MKD,1990,19.67
Macedonia,MKD,1991,17.7
Macedonia,MKD,1992,15.97
Macedonia,MKD,1993,16.27
Macedonia,MKD,1994,16.11
Macedonia,MKD,1995,16
Macedonia,MKD,1996,17.64
Macedonia,MKD,1997,16.04
Macedonia,MKD,2004,14.98
Macedonia,MKD,2005,15.41
Macedonia,MKD,2006,15.35
Macedonia,MKD,2007,16.53
Macedonia,MKD,2008,15.56
Macedonia,MKD,2009,15.41
Macedonia,MKD,2010,16.22
Macedonia,MKD,2011,16.72
Macedonia,MKD,2012,17.16
Madagascar,MDG,1970,18.88
Madagascar,MDG,1971,12.85
Madagascar,MDG,1972,13.18
Madagascar,MDG,1973,13.51
Madagascar,MDG,1974,12.37
Madagascar,MDG,1975,13.29
Madagascar,MDG,1976,12.19
Madagascar,MDG,1977,13.08
Madagascar,MDG,1978,13.49
Madagascar,MDG,1979,15.46
Madagascar,MDG,1980,13.75
Madagascar,MDG,1981,12.47
Madagascar,MDG,1982,12.96
Madagascar,MDG,1983,12.72
Madagascar,MDG,1984,10.94
Madagascar,MDG,1985,10.75
Madagascar,MDG,1986,10.11
Madagascar,MDG,1987,11.51
Madagascar,MDG,1988,9.6
Madagascar,MDG,1989,9.81
Madagascar,MDG,1990,11.42
Madagascar,MDG,1991,10.07
Madagascar,MDG,1992,12.79
Madagascar,MDG,1993,9.19
Madagascar,MDG,1994,9.61
Madagascar,MDG,1995,9.46
Madagascar,MDG,1996,8.5
Madagascar,MDG,1997,8.06
Madagascar,MDG,1998,26.36
Madagascar,MDG,1999,16.31
Madagascar,MDG,2000,14.63
Madagascar,MDG,2001,22.21
Madagascar,MDG,2002,13.82
Madagascar,MDG,2003,25.97
Madagascar,MDG,2004,13.51
Madagascar,MDG,2005,23.88
Madagascar,MDG,2006,15.57
Madagascar,MDG,2007,18.93
Madagascar,MDG,2008,12.94
Madagascar,MDG,2009,15.72
Madagascar,MDG,2010,15.18
Madagascar,MDG,2011,14.82
Madagascar,MDG,2012,14.46
Malawi,MWI,1970,3.69
Malawi,MWI,1971,2.39
Malawi,MWI,1972,2.57
Malawi,MWI,1973,2.66
Malawi,MWI,1974,2.43
Malawi,MWI,1975,2.78
Malawi,MWI,1976,2.65
Malawi,MWI,1977,2.8
Malawi,MWI,1978,2.88
Malawi,MWI,1979,3.36
Malawi,MWI,1980,2.94
Malawi,MWI,1981,2.72
Malawi,MWI,1982,2.88
Malawi,MWI,1983,2.81
Malawi,MWI,1984,2.43
Malawi,MWI,1985,2.44
Malawi,MWI,1986,2.34
Malawi,MWI,1987,2.67
Malawi,MWI,1988,2.08
Malawi,MWI,1989,2.16
Malawi,MWI,1990,2.48
Malawi,MWI,1991,2.26
Malawi,MWI,1992,2.85
Malawi,MWI,1993,2.11
Malawi,MWI,1994,2.18
Malawi,MWI,1995,2.25
Malawi,MWI,1996,2.09
Malawi,MWI,1997,2
Malawi,MWI,1998,4.47
Malawi,MWI,1999,3.42
Malawi,MWI,2000,3.72
Malawi,MWI,2001,2.9
Malawi,MWI,2002,3.25
Malawi,MWI,2003,4.52
Malawi,MWI,2004,3.26
Malawi,MWI,2005,4.31
Malawi,MWI,2006,3.07
Malawi,MWI,2007,3.47
Malawi,MWI,2008,3.4
Malawi,MWI,2009,2.9
Malawi,MWI,2010,3.87
Malawi,MWI,2011,3.77
Malawi,MWI,2012,3.68
Malaysia,MYS,1970,28.75
Malaysia,MYS,1971,21.04
Malaysia,MYS,1972,24.1
Malaysia,MYS,1973,30.76
Malaysia,MYS,1974,20.77
Malaysia,MYS,1975,20.54
Malaysia,MYS,1976,20.13
Malaysia,MYS,1977,25.83
Malaysia,MYS,1978,29.06
Malaysia,MYS,1979,26.86
Malaysia,MYS,1980,29.94
Malaysia,MYS,1981,26.85
Malaysia,MYS,1982,26.72
Malaysia,MYS,1983,40.86
Malaysia,MYS,1984,27.9
Malaysia,MYS,1985,24.87
Malaysia,MYS,1986,26.96
Malaysia,MYS,1987,31.43
Malaysia,MYS,1988,26.95
Malaysia,MYS,1989,22.71
Malaysia,MYS,1990,30.16
Malaysia,MYS,1991,29.61
Malaysia,MYS,1992,36.53
Malaysia,MYS,1993,33.16
Malaysia,MYS,1994,31.27
Malaysia,MYS,1995,33.71
Malaysia,MYS,1996,31.28
Malaysia,MYS,1997,31.24
Malaysia,MYS,1998,32.11
Malaysia,MYS,1999,19.37
Malaysia,MYS,2000,20.25
Malaysia,MYS,2001,20.37
Malaysia,MYS,2002,22.64
Malaysia,MYS,2003,21.68
Malaysia,MYS,2004,23.54
Malaysia,MYS,2005,26.34
Malaysia,MYS,2006,25.19
Malaysia,MYS,2007,25.79
Malaysia,MYS,2008,25.95
Malaysia,MYS,2009,27.59
Malaysia,MYS,2010,25.7
Malaysia,MYS,2011,26.01
Malaysia,MYS,2012,26.21
Maldives,MDV,1970,0.51
Maldives,MDV,1971,0.5
Maldives,MDV,1972,0.49
Maldives,MDV,1973,0.51
Maldives,MDV,1974,0.54
Maldives,MDV,1975,0.52
Maldives,MDV,1976,0.51
Maldives,MDV,1977,0.54
Maldives,MDV,1978,0.54
Maldives,MDV,1979,0.57
Maldives,MDV,1984,1
Maldives,MDV,1985,1.35
Maldives,MDV,1986,1.48
Maldives,MDV,1987,1.44
Maldives,MDV,1988,1.58
Maldives,MDV,1994,2.87
Maldives,MDV,1995,3.7
Maldives,MDV,1996,3.64
Maldives,MDV,1997,3.5
Maldives,MDV,1998,3.58
Mali,MLI,1970,11.56
Mali,MLI,1971,11.28
Mali,MLI,1972,10.5
Mali,MLI,1973,10.65
Mali,MLI,1974,8.63
Mali,MLI,1975,9.14
Mali,MLI,1976,9.22
Mali,MLI,1977,10.13
Mali,MLI,1978,9.05
Mali,MLI,1979,9.77
Mali,MLI,1980,11.37
Mali,MLI,1981,10.12
Mali,MLI,1982,11.02
Mali,MLI,1983,9.82
Mali,MLI,1984,9.23
Mali,MLI,1985,8.28
Mali,MLI,1986,8.3
Mali,MLI,1987,8.46
Mali,MLI,1988,8.16
Mali,MLI,1989,8.63
Mali,MLI,1990,9.97
Mali,MLI,1991,8.44
Mali,MLI,1992,9.14
Mali,MLI,1993,8.59
Mali,MLI,1994,8.47
Mali,MLI,1995,8.98
Mali,MLI,1996,8.71
Mali,MLI,1997,8.73
Mali,MLI,1998,22.81
Mali,MLI,1999,20.15
Mali,MLI,2000,17.55
Mali,MLI,2001,20.4
Mali,MLI,2002,18.79
Mali,MLI,2003,15.36
Mali,MLI,2004,19.54
Mali,MLI,2005,18.64
Mali,MLI,2006,17.31
Mali,MLI,2007,14.97
Mali,MLI,2008,16.84
Mali,MLI,2009,13.9
Mali,MLI,2010,13.96
Mali,MLI,2011,13.6
Mali,MLI,2012,13.25
Malta,MLT,1970,7.49
Malta,MLT,1971,7.53
Malta,MLT,1972,9.14
Malta,MLT,1973,8.83
Malta,MLT,1974,8.2
Malta,MLT,1975,7.5
Malta,MLT,1976,8.33
Malta,MLT,1977,8.8
Malta,MLT,1978,9.9
Malta,MLT,1979,9.6
Malta,MLT,1980,10.46
Malta,MLT,1981,11.52
Malta,MLT,1982,12.72
Malta,MLT,1983,9.77
Malta,MLT,1984,12.87
Malta,MLT,1985,11.25
Malta,MLT,1986,16.98
Malta,MLT,1987,16.98
Malta,MLT,1988,18.96
Malta,MLT,1989,20.25
Malta,MLT,1990,20.15
Malta,MLT,1991,18.84
Malta,MLT,1992,18.37
Malta,MLT,1993,23.04
Malta,MLT,1994,20.65
Malta,MLT,1995,19.68
Malta,MLT,1996,19.18
Malta,MLT,1997,20.29
Malta,MLT,1998,19.5
Malta,MLT,1999,19.66
Malta,MLT,2000,17.93
Malta,MLT,2001,21.26
Malta,MLT,2002,17.66
Malta,MLT,2003,20.31
Malta,MLT,2004,20.62
Malta,MLT,2005,21.49
Malta,MLT,2006,20.66
Malta,MLT,2007,21.74
Marshall Islands,MHL,1970,0.33
Marshall Islands,MHL,1971,0.33
Marshall Islands,MHL,1972,0.32
Marshall Islands,MHL,1973,0.31
Marshall Islands,MHL,1974,0.3
Marshall Islands,MHL,1975,0.3
Marshall Islands,MHL,1976,0.29
Marshall Islands,MHL,1977,0.29
Marshall Islands,MHL,1978,0.29
Marshall Islands,MHL,1979,0.28
Marshall Islands,MHL,1980,0.28
Marshall Islands,MHL,1981,0.28
Marshall Islands,MHL,1982,0.28
Marshall Islands,MHL,1983,0.28
Marshall Islands,MHL,1984,0.28
Marshall Islands,MHL,1985,0.28
Marshall Islands,MHL,1986,0.28
Marshall Islands,MHL,1987,0.28
Marshall Islands,MHL,1988,0.28
Marshall Islands,MHL,1989,0.28
Mauritania,MRT,1970,11.74
Mauritania,MRT,1971,11.14
Mauritania,MRT,1972,10.04
Mauritania,MRT,1973,9.58
Mauritania,MRT,1974,8.15
Mauritania,MRT,1975,8.17
Mauritania,MRT,1976,8.36
Mauritania,MRT,1977,8.48
Mauritania,MRT,1978,8.42
Mauritania,MRT,1979,8.57
Mauritania,MRT,1980,8.59
Mauritania,MRT,1981,8.71
Mauritania,MRT,1982,8.59
Mauritania,MRT,1983,7.68
Mauritania,MRT,1984,7.51
Mauritania,MRT,1985,7.72
Mauritania,MRT,1986,7.29
Mauritania,MRT,1987,7.27
Mauritania,MRT,1988,8.05
Mauritania,MRT,1989,8.21
Mauritania,MRT,1990,8.07
Mauritania,MRT,1991,8.17
Mauritania,MRT,1992,9.84
Mauritania,MRT,1993,9.82
Mauritania,MRT,1994,9.55
Mauritania,MRT,1995,9.47
Mauritania,MRT,1996,9.43
Mauritania,MRT,1997,9.64
Mauritania,MRT,1998,10.13
Mauritania,MRT,1999,10.26
Mauritania,MRT,2000,12.08
Mauritania,MRT,2001,11.37
Mauritania,MRT,2002,9.55
Mauritania,MRT,2003,9.55
Mauritania,MRT,2004,9.93
Mauritania,MRT,2005,10.04
Mauritania,MRT,2006,9.79
Mauritania,MRT,2007,11.11
Mauritania,MRT,2008,9.42
Mauritania,MRT,2009,9.35
Mauritania,MRT,2010,9.83
Mauritania,MRT,2011,9.69
Mauritania,MRT,2012,9.54
Mauritius,MUS,1970,2.3
Mauritius,MUS,1971,2.29
Mauritius,MUS,1972,2.47
Mauritius,MUS,1973,2.4
Mauritius,MUS,1974,2.39
Mauritius,MUS,1975,2.36
Mauritius,MUS,1976,2.34
Mauritius,MUS,1977,2.46
Mauritius,MUS,1978,2.34
Mauritius,MUS,1979,2.72
Mauritius,MUS,1980,2.78
