Entity,Code,Year,Out-of-pocket health expenditure (% of total expenditure on health) (% of total expenditure on health)
Kyrgyzstan,KGZ,2007,45.09289259
Kyrgyzstan,KGZ,2008,42.25865918
Kyrgyzstan,KGZ,2009,39.17953586
Kyrgyzstan,KGZ,2010,38.66208142
Kyrgyzstan,KGZ,2011,34.49256736
Kyrgyzstan,KGZ,2012,35.21989165
Kyrgyzstan,KGZ,2013,37.3335717
Kyrgyzstan,KGZ,2014,39.40230524
Laos,LAO,1995,37.5488801
Laos,LAO,1996,45.67473696
Laos,LAO,1997,49.82502584
Laos,LAO,1998,59.65779517
Laos,LAO,1999,64.75433682
Laos,LAO,2000,61.38690148
Laos,LAO,2001,49.02638294
Laos,LAO,2002,50.62285505
Laos,LAO,2003,55.48245377
Laos,LAO,2004,61.61671482
Laos,LAO,2005,62.36151685
Laos,LAO,2006,54.34625051
Laos,LAO,2007,56.47836464
Laos,LAO,2008,35.23751594
Laos,LAO,2009,30.14626239
Laos,LAO,2010,41.82309492
Laos,LAO,2011,51.7716188
Laos,LAO,2012,52.4821882
Laos,LAO,2013,40.7770387
Laos,LAO,2014,38.97979164
Late-demographic dividend,,1995,35.5329503564058
Late-demographic dividend,,1996,37.0709874186213
Late-demographic dividend,,1997,36.3423353890863
Late-demographic dividend,,1998,38.9415400489036
Late-demographic dividend,,1999,40.209292872067
Late-demographic dividend,,2000,41.605024857712
Late-demographic dividend,,2001,41.2876933996185
Late-demographic dividend,,2002,40.449212429936
Late-demographic dividend,,2003,39.7521610671061
Late-demographic dividend,,2004,38.9404626138992
Late-demographic dividend,,2005,38.6493554451749
Late-demographic dividend,,2006,37.0119864833502
Late-demographic dividend,,2007,34.581325924079
Late-demographic dividend,,2008,34.409296052932
Late-demographic dividend,,2009,33.7304678716131
Late-demographic dividend,,2010,32.304969311242
Late-demographic dividend,,2011,32.1876390679263
Late-demographic dividend,,2012,32.0941711403387
Late-demographic dividend,,2013,32.2670605393501
Late-demographic dividend,,2014,31.1698124751029
Latin America & Caribbean,,1995,39.5873173709164
Latin America & Caribbean,,1996,40.7178973761571
Latin America & Caribbean,,1997,39.1279561553218
Latin America & Caribbean,,1998,38.5641107363689
Latin America & Caribbean,,1999,38.138290222229
Latin America & Caribbean,,2000,38.5600278401581
Latin America & Caribbean,,2001,39.2360379957677
Latin America & Caribbean,,2002,40.8278774642553
Latin America & Caribbean,,2003,41.2697496015031
Latin America & Caribbean,,2004,39.907129428279
Latin America & Caribbean,,2005,40.0467662255907
Latin America & Caribbean,,2006,39.1355747398027
Latin America & Caribbean,,2007,37.2317744802544
Latin America & Caribbean,,2008,35.7919553291683
Latin America & Caribbean,,2009,34.3140918925707
Latin America & Caribbean,,2010,31.9868953103396
Latin America & Caribbean,,2011,30.6513105757937
Latin America & Caribbean,,2012,31.5822641767272
Latin America & Caribbean,,2013,31.0363636702349
Latin America & Caribbean,,2014,31.706427136226
Latin America & Caribbean (IDA & IBRD),,1995,39.9561620788334
Latin America & Caribbean (IDA & IBRD),,1996,41.1008335777808
Latin America & Caribbean (IDA & IBRD),,1997,39.4803996214699
Latin America & Caribbean (IDA & IBRD),,1998,38.9315730137713
Latin America & Caribbean (IDA & IBRD),,1999,38.5941674327865
Latin America & Caribbean (IDA & IBRD),,2000,39.0212299766351
Latin America & Caribbean (IDA & IBRD),,2001,39.7406788238465
Latin America & Caribbean (IDA & IBRD),,2002,41.465964573327
Latin America & Caribbean (IDA & IBRD),,2003,41.9116011765132
Latin America & Caribbean (IDA & IBRD),,2004,40.4434003114045
Latin America & Caribbean (IDA & IBRD),,2005,40.8069054550933
Latin America & Caribbean (IDA & IBRD),,2006,39.7648293782556
Latin America & Caribbean (IDA & IBRD),,2007,38.075236532854
Latin America & Caribbean (IDA & IBRD),,2008,36.4873470816226
Latin America & Caribbean (IDA & IBRD),,2009,35.0391620692171
Latin America & Caribbean (IDA & IBRD),,2010,32.4765699533403
Latin America & Caribbean (IDA & IBRD),,2011,31.1099379682576
Latin America & Caribbean (IDA & IBRD),,2012,31.9800940007529
Latin America & Caribbean (IDA & IBRD),,2013,31.4844063338638
Latin America & Caribbean (IDA & IBRD),,2014,32.3026099079183
Latin America & Caribbean (excluding high income),,1995,39.8464047605014
Latin America & Caribbean (excluding high income),,1996,40.8497789237526
Latin America & Caribbean (excluding high income),,1997,38.9012819754843
Latin America & Caribbean (excluding high income),,1998,38.3924660165321
Latin America & Caribbean (excluding high income),,1999,37.9350593145139
Latin America & Caribbean (excluding high income),,2000,38.527899483713
Latin America & Caribbean (excluding high income),,2001,39.2449960012784
Latin America & Caribbean (excluding high income),,2002,40.8137367107687
Latin America & Caribbean (excluding high income),,2003,41.3939513413739
Latin America & Caribbean (excluding high income),,2004,40.1824173422245
Latin America & Caribbean (excluding high income),,2005,40.3095845076993
Latin America & Caribbean (excluding high income),,2006,39.4352458022796
Latin America & Caribbean (excluding high income),,2007,37.3818680919915
Latin America & Caribbean (excluding high income),,2008,35.9526427448952
Latin America & Caribbean (excluding high income),,2009,34.473656069559
Latin America & Caribbean (excluding high income),,2010,32.05392653728
Latin America & Caribbean (excluding high income),,2011,30.6428118310217
Latin America & Caribbean (excluding high income),,2012,31.6721216696151
Latin America & Caribbean (excluding high income),,2013,31.1220509562115
Latin America & Caribbean (excluding high income),,2014,31.8899325192717
Latvia,LVA,1995,33.72569766
Latvia,LVA,1996,41.486803
Latvia,LVA,1997,43.31281131
Latvia,LVA,1998,39.62647048
Latvia,LVA,1999,40.48140044
Latvia,LVA,2000,44.14402961
Latvia,LVA,2001,46.49307159
Latvia,LVA,2002,45.16749613
Latvia,LVA,2003,45.67188704
Latvia,LVA,2004,40.67225338
Latvia,LVA,2005,40.69765892
Latvia,LVA,2006,33.29321942
Latvia,LVA,2007,37.31129463
Latvia,LVA,2008,35.32410975
Latvia,LVA,2009,36.058486
Latvia,LVA,2010,35.11035532
Latvia,LVA,2011,32.09536125
Latvia,LVA,2012,34.39120315
Latvia,LVA,2013,35.83368066
Latvia,LVA,2014,35.13403506
Least developed countries: UN classification,,1995,55.8633491893871
Least developed countries: UN classification,,1996,55.3490795975794
Least developed countries: UN classification,,1997,53.0911935425712
Least developed countries: UN classification,,1998,53.2673137218248
Least developed countries: UN classification,,1999,53.1433524298022
Least developed countries: UN classification,,2000,49.7160456819493
Least developed countries: UN classification,,2001,49.3721280979045
Least developed countries: UN classification,,2002,50.4372836435608
Least developed countries: UN classification,,2003,50.1936280620134
Least developed countries: UN classification,,2004,49.3089264252059
Least developed countries: UN classification,,2005,47.5280956672587
Least developed countries: UN classification,,2006,44.0830026195107
Least developed countries: UN classification,,2007,47.8547281891729
Least developed countries: UN classification,,2008,46.3535132117367
Least developed countries: UN classification,,2009,47.7412153883482
Least developed countries: UN classification,,2010,46.3947402418991
Least developed countries: UN classification,,2011,45.5985842652057
Least developed countries: UN classification,,2012,46.5075474263689
Least developed countries: UN classification,,2013,45.3650749203111
Least developed countries: UN classification,,2014,46.7374192882594
Lebanon,LBN,1995,53.45737222
Lebanon,LBN,1996,50.74322057
Lebanon,LBN,1997,49.39536203
Lebanon,LBN,1998,59.61258838
Lebanon,LBN,1999,59.42596095
Lebanon,LBN,2000,56.85378125
Lebanon,LBN,2001,52.41629545
Lebanon,LBN,2002,49.33441334
Lebanon,LBN,2003,48.27197087
Lebanon,LBN,2004,44.30965845
Lebanon,LBN,2005,42.84768025
Lebanon,LBN,2006,44.28547398
Lebanon,LBN,2007,42.80816458
Lebanon,LBN,2008,43.88507563
Lebanon,LBN,2009,42.37618078
Lebanon,LBN,2010,45.59845533
Lebanon,LBN,2011,45.95209588
Lebanon,LBN,2012,37.33575868
Lebanon,LBN,2013,37.50415612
Lebanon,LBN,2014,36.41711068
Lesotho,LSO,1995,42.14435441
Lesotho,LSO,1996,39.54265657
Lesotho,LSO,1997,41.32243793
Lesotho,LSO,1998,37.38340542
Lesotho,LSO,1999,37.15875654
Lesotho,LSO,2000,35.39530826
Lesotho,LSO,2001,30.13808882
Lesotho,LSO,2002,30.7375612
Lesotho,LSO,2003,29.95772769
Lesotho,LSO,2004,29.98504516
Lesotho,LSO,2005,32.73492875
Lesotho,LSO,2006,28.51348583
Lesotho,LSO,2007,23.39283824
Lesotho,LSO,2008,21.76422803
Lesotho,LSO,2009,19.69139857
Lesotho,LSO,2010,17.71433565
Lesotho,LSO,2011,15.81312048
Lesotho,LSO,2012,16.70477571
Lesotho,LSO,2013,16.60563475
Lesotho,LSO,2014,16.48061483
Liberia,LBR,1998,37.93400315
Liberia,LBR,1999,37.22553051
Liberia,LBR,2000,38.00782348
Liberia,LBR,2001,37.60183588
Liberia,LBR,2002,40.11825707
Liberia,LBR,2003,30.12415694
Liberia,LBR,2004,37.42971398
Liberia,LBR,2005,41.70133906
Liberia,LBR,2006,42.85613306
Liberia,LBR,2007,38.0024556
Liberia,LBR,2008,35
Liberia,LBR,2009,23.08729975
Liberia,LBR,2010,27.0437988
Liberia,LBR,2011,29.15849379
Liberia,LBR,2012,29.93907387
Liberia,LBR,2013,31.121479
Liberia,LBR,2014,30.73108127
Libya,LBY,1995,53.79066401
Libya,LBY,1996,50.36729438
Libya,LBY,1997,48.206964
Libya,LBY,1998,51.68372079
Libya,LBY,1999,54.74730189
Libya,LBY,2000,51.29111138
Libya,LBY,2001,45.52794376
Libya,LBY,2002,33.08924166
Libya,LBY,2003,33.75513268
Libya,LBY,2004,34.21350838
Libya,LBY,2005,35.34671653
Libya,LBY,2006,34.63197854
Libya,LBY,2007,33.44188711
Libya,LBY,2008,32.27250124
Libya,LBY,2009,31.12488418
Libya,LBY,2010,30
Libya,LBY,2011,36.68772542
Libya,LBY,2012,29.74773056
Libya,LBY,2013,30.33217044
Libya,LBY,2014,26.4615227
Lithuania,LTU,1995,22.39115411
Lithuania,LTU,1996,26.17838842
Lithuania,LTU,1997,24.45604664
Lithuania,LTU,1998,23.02631579
Lithuania,LTU,1999,24.98163115
Lithuania,LTU,2000,26.1191518
Lithuania,LTU,2001,26.53594771
Lithuania,LTU,2002,24.62874336
Lithuania,LTU,2003,23.26150667
Lithuania,LTU,2004,31.93496725
Lithuania,LTU,2005,31.74846171
Lithuania,LTU,2006,29.98198865
Lithuania,LTU,2007,26.55889414
Lithuania,LTU,2008,27.03793441
Lithuania,LTU,2009,26.46146102
Lithuania,LTU,2010,26.82619997
Lithuania,LTU,2011,27.01574913
Lithuania,LTU,2012,30.35959309
Lithuania,LTU,2013,30.86685036
Lithuania,LTU,2014,31.2651939
Low & middle income,,1995,40.9761677052181
Low & middle income,,1996,42.0519793108101
Low & middle income,,1997,41.1245319093969
Low & middle income,,1998,42.9128050744657
Low & middle income,,1999,43.5052764031317
Low & middle income,,2000,44.4684512743539
Low & middle income,,2001,45.1998942909296
Low & middle income,,2002,45.2809676269533
Low & middle income,,2003,44.6768880701658
Low & middle income,,2004,43.365928403854
Low & middle income,,2005,43.0972899715958
Low & middle income,,2006,41.620885685427
Low & middle income,,2007,39.7985219025109
Low & middle income,,2008,39.2043684501553
Low & middle income,,2009,38.3221853024992
Low & middle income,,2010,37.3444310611668
Low & middle income,,2011,36.8494032894766
Low & middle income,,2012,36.6859736955594
Low & middle income,,2013,36.7301222031469
Low & middle income,,2014,36.2639614775268
Low income,,1995,52.8178879825989
Low income,,1996,53.7453223544524
Low income,,1997,52.9141402170943
Low income,,1998,51.6428267146434
Low income,,1999,52.1786899947434
Low income,,2000,45.2116194676967
Low income,,2001,44.976898093161
Low income,,2002,47.2808770771841
Low income,,2003,46.2354072660654
Low income,,2004,45.0702626890728
Low income,,2005,42.2034320015702
Low income,,2006,39.8692234180773
Low income,,2007,42.1640757421433
Low income,,2008,41.3284149772237
Low income,,2009,40.3907569030389
Low income,,2010,38.7597255570049
Low income,,2011,37.9281049702992
Low income,,2012,38.2802591648795
Low income,,2013,37.6024432180838
Low income,,2014,37.1875752982545
Lower middle income,,1995,57.1584752553518
Lower middle income,,1996,57.8973819566455
Lower middle income,,1997,59.1640298710147
Lower middle income,,1998,59.8052758144553
Lower middle income,,1999,57.5259861468041
Lower middle income,,2000,58.0062617525772
Lower middle income,,2001,58.6225906646383
Lower middle income,,2002,58.7639294763031
Lower middle income,,2003,59.5817691169236
Lower middle income,,2004,57.9644623578333
Lower middle income,,2005,58.5875194266779
Lower middle income,,2006,56.9964715953189
Lower middle income,,2007,56.8250086017528
Lower middle income,,2008,55.8869860301765
Lower middle income,,2009,55.8594627292149
Lower middle income,,2010,55.6700037849701
Lower middle income,,2011,55.7141324323356
Lower middle income,,2012,54.6752534958801
Lower middle income,,2013,54.5268199282786
Lower middle income,,2014,54.8742640684
Luxembourg,LUX,1995,6.19240693
Luxembourg,LUX,1996,7.19694424
Luxembourg,LUX,1997,7.45454545
Luxembourg,LUX,1998,7.5806092
Luxembourg,LUX,1999,7.36169846
Luxembourg,LUX,2000,11.79974054
Luxembourg,LUX,2001,12.45922855
Luxembourg,LUX,2002,11.82368732
Luxembourg,LUX,2003,12.22503668
Luxembourg,LUX,2004,11.64276398
Luxembourg,LUX,2005,11.59445417
Luxembourg,LUX,2006,11.54318258
Luxembourg,LUX,2007,9.37319209
Luxembourg,LUX,2008,9.14599502
Luxembourg,LUX,2009,9.30296909
Luxembourg,LUX,2010,9.57549456
Luxembourg,LUX,2011,10.5504164
Luxembourg,LUX,2012,10.97351787
Luxembourg,LUX,2013,10.79668891
Luxembourg,LUX,2014,10.60252853
Macedonia,MKD,1995,40.44512837
Macedonia,MKD,1996,40.31815291
Macedonia,MKD,1997,38.85603596
Macedonia,MKD,1998,35.04869474
Macedonia,MKD,1999,39.29816892
Macedonia,MKD,2000,43.81099643
Macedonia,MKD,2001,43.40883728
Macedonia,MKD,2002,42.40318255
Macedonia,MKD,2003,43.01499024
Macedonia,MKD,2004,41.70353263
Macedonia,MKD,2005,39.88040711
Macedonia,MKD,2006,35.94355902
Macedonia,MKD,2007,35.56299381
Macedonia,MKD,2008,30.70654329
Macedonia,MKD,2009,33.83900156
Macedonia,MKD,2010,37.1770842
Macedonia,MKD,2011,35.3677564
Macedonia,MKD,2012,34.56113931
Macedonia,MKD,2013,30.78000977
Macedonia,MKD,2014,36.66967495
Madagascar,MDG,1995,49.56872085
Madagascar,MDG,1996,44.22012445
Madagascar,MDG,1997,42.30821111
Madagascar,MDG,1998,43.30802128
Madagascar,MDG,1999,42.21728989
Madagascar,MDG,2000,37.78714708
Madagascar,MDG,2001,34.84404133
Madagascar,MDG,2002,36.94039652
Madagascar,MDG,2003,40.66282709
Madagascar,MDG,2004,39.15706073
Madagascar,MDG,2005,38.38984991
Madagascar,MDG,2006,35.93841504
Madagascar,MDG,2007,36.04049582
Madagascar,MDG,2008,36.84003187
Madagascar,MDG,2009,39.06905474
Madagascar,MDG,2010,39.92126228
Madagascar,MDG,2011,34.87034637
Madagascar,MDG,2012,38.18277503
Madagascar,MDG,2013,30.72685648
Madagascar,MDG,2014,41.36157061
Malawi,MWI,1995,29.36132469
Malawi,MWI,1996,33.47406228
Malawi,MWI,1997,30.11643205
Malawi,MWI,1998,26.16327333
Malawi,MWI,1999,24.96359487
Malawi,MWI,2000,21.94587631
Malawi,MWI,2001,23.87584872
Malawi,MWI,2002,16.53138491
Malawi,MWI,2003,11.79512462
Malawi,MWI,2004,9.42084343
Malawi,MWI,2005,8.81615185
Malawi,MWI,2006,8.80419285
Malawi,MWI,2007,11.71522461
Malawi,MWI,2008,10.37028127
Malawi,MWI,2009,11.23561074
Malawi,MWI,2010,10.15529898
Malawi,MWI,2011,8.18263255
Malawi,MWI,2012,10.24021577
Malawi,MWI,2013,11.00373475
Malawi,MWI,2014,10.63512718
Malaysia,MYS,1995,32.6439671
Malaysia,MYS,1996,31.6909882
Malaysia,MYS,1997,33.60414628
Malaysia,MYS,1998,32.98757291
Malaysia,MYS,1999,33.07560599
Malaysia,MYS,2000,33.74931621
Malaysia,MYS,2001,30.54620692
Malaysia,MYS,2002,31.33681936
Malaysia,MYS,2003,30.22141353
Malaysia,MYS,2004,33.60037321
Malaysia,MYS,2005,38.0752
Malaysia,MYS,2006,35.62022385
Malaysia,MYS,2007,35.75697214
Malaysia,MYS,2008,34.72121929
Malaysia,MYS,2009,31.45464868
Malaysia,MYS,2010,32.79707574
Malaysia,MYS,2011,35.07536424
Malaysia,MYS,2012,34.91028156
Malaysia,MYS,2013,36.11272699
Malaysia,MYS,2014,35.30071082
Maldives,MDV,1995,14.14067137
Maldives,MDV,1996,20.72557448
Maldives,MDV,1997,20.93952852
Maldives,MDV,1998,18.84534405
Maldives,MDV,1999,15.85674324
Maldives,MDV,2000,18.95851988
Maldives,MDV,2001,20.66656848
Maldives,MDV,2002,22.72964485
Maldives,MDV,2003,22.79115883
Maldives,MDV,2004,23.21783271
Maldives,MDV,2005,18.07061236
Maldives,MDV,2006,20.78482104
Maldives,MDV,2007,22.84578589
Maldives,MDV,2008,18.32101624
Maldives,MDV,2009,21.10617438
Maldives,MDV,2010,26.60384787
Maldives,MDV,2011,25.21694392
Maldives,MDV,2012,24.04894279
Maldives,MDV,2013,21.58853355
Maldives,MDV,2014,18.26099961
Mali,MLI,1995,47.7192025
Mali,MLI,1996,60.40716131
Mali,MLI,1997,63.86698108
Mali,MLI,1998,65.52910006
Mali,MLI,1999,69.68965895
Mali,MLI,2000,66.50207822
Mali,MLI,2001,55.03854041
Mali,MLI,2002,59.58849964
Mali,MLI,2003,55.10277554
Mali,MLI,2004,50.49307278
Mali,MLI,2005,51.79705218
Mali,MLI,2006,51.49158764
Mali,MLI,2007,51.49905633
Mali,MLI,2008,53.08185805
Mali,MLI,2009,53.64222811
Mali,MLI,2010,54.64561106
Mali,MLI,2011,50.12566157
Mali,MLI,2012,49.48080479
Mali,MLI,2013,50.89571297
Mali,MLI,2014,47.65663004
Malta,MLT,1995,28.4686098
Malta,MLT,1996,28.52587574
Malta,MLT,1997,26.24616829
Malta,MLT,1998,27.91166369
Malta,MLT,1999,29.44154709
Malta,MLT,2000,28.41434242
Malta,MLT,2001,29.38967511
Malta,MLT,2002,28.06817906
Malta,MLT,2003,28.24446355
Malta,MLT,2004,27.46284969
Malta,MLT,2005,28.78122317
Malta,MLT,2006,29.55645163
Malta,MLT,2007,31.13791943
Malta,MLT,2008,32.75371133
Malta,MLT,2009,31.92955221
Malta,MLT,2010,32.85496726
Malta,MLT,2011,30.16812225
Malta,MLT,2012,29.89830795
Malta,MLT,2013,30.2992061
Malta,MLT,2014,28.85806386
Marshall Islands,MHL,1995,6.78000433
Marshall Islands,MHL,1996,10.7774003
Marshall Islands,MHL,1997,10.25572148
Marshall Islands,MHL,1998,11.00481624
Marshall Islands,MHL,1999,10.94238272
Marshall Islands,MHL,2000,9.07391827
Marshall Islands,MHL,2001,10.54402714
Marshall Islands,MHL,2002,11.24300266
Marshall Islands,MHL,2003,11.84716973
Marshall Islands,MHL,2004,11.58931562
Marshall Islands,MHL,2005,11.84801976
Marshall Islands,MHL,2006,10.42290539
Marshall Islands,MHL,2007,10.42019922
Marshall Islands,MHL,2008,11.41680054
Marshall Islands,MHL,2009,11.68951664
Marshall Islands,MHL,2010,12.7406868
Marshall Islands,MHL,2011,12.76570173
Marshall Islands,MHL,2012,12.48660222
Marshall Islands,MHL,2013,11.71983221
Marshall Islands,MHL,2014,11.79009319
Mauritania,MRT,1995,49.25573524
Mauritania,MRT,1996,61.05258234
Mauritania,MRT,1997,58.58471914
Mauritania,MRT,1998,51.99200321
Mauritania,MRT,1999,43.16457384
Mauritania,MRT,2000,44.77937575
Mauritania,MRT,2001,53.66868651
Mauritania,MRT,2002,43.66639864
Mauritania,MRT,2003,49.11596335
Mauritania,MRT,2004,45.07261281
Mauritania,MRT,2005,48.87867412
Mauritania,MRT,2006,51.82307921
Mauritania,MRT,2007,50.35154997
Mauritania,MRT,2008,54.83068309
Mauritania,MRT,2009,48.84068498
Mauritania,MRT,2010,49.30369392
Mauritania,MRT,2011,47.52335158
Mauritania,MRT,2012,44.44947627
Mauritania,MRT,2013,40.49007643
Mauritania,MRT,2014,43.84633918
Mauritius,MUS,1995,33.59724363
Mauritius,MUS,1996,33.95597403
Mauritius,MUS,1997,33.808251
Mauritius,MUS,1998,33.31032899
Mauritius,MUS,1999,33.590828
Mauritius,MUS,2000,35.78451437
Mauritius,MUS,2001,35.6421851
Mauritius,MUS,2002,36.30158494
Mauritius,MUS,2003,38.15477397
Mauritius,MUS,2004,36.57954093
Mauritius,MUS,2005,42.65780891
Mauritius,MUS,2006,46.11001563
Mauritius,MUS,2007,49.14441172
Mauritius,MUS,2008,55.57365936
Mauritius,MUS,2009,51.31809945
Mauritius,MUS,2010,46.66543297
Mauritius,MUS,2011,46.57440645
Mauritius,MUS,2012,47.32960354
Mauritius,MUS,2013,46.53395951
Mauritius,MUS,2014,46.4223337
Mexico,MEX,1995,56.15454871
Mexico,MEX,1996,56.62134517
Mexico,MEX,1997,53.07284698
Mexico,MEX,1998,51.78658765
Mexico,MEX,1999,50.0268141
Mexico,MEX,2000,50.94188384
Mexico,MEX,2001,52.42877047
Mexico,MEX,2002,53.23033246
Mexico,MEX,2003,54.9570237
Mexico,MEX,2004,53.14867463
Mexico,MEX,2005,53.48134365
Mexico,MEX,2006,52.67878188
Mexico,MEX,2007,51.64273192
Mexico,MEX,2008,50.75474155
Mexico,MEX,2009,49.12427428
Mexico,MEX,2010,47.49568762
Mexico,MEX,2011,45.04799893
Mexico,MEX,2012,44.99529488
Mexico,MEX,2013,44.00238537
Mexico,MEX,2014,43.99573201
Micronesia (country),FSM,1995,5.03211397
Micronesia (country),FSM,1996,5.67740653
Micronesia (country),FSM,1997,6.47045025
Micronesia (country),FSM,1998,6.99029616
Micronesia (country),FSM,1999,6.77534741
Micronesia (country),FSM,2000,6.70436997
Micronesia (country),FSM,2001,6.71654727
Micronesia (country),FSM,2002,7.54977827
Micronesia (country),FSM,2003,6.81760479
Micronesia (country),FSM,2004,6.92275667
Micronesia (country),FSM,2005,6.38044914
Micronesia (country),FSM,2006,7.23282949
Micronesia (country),FSM,2007,6.70467503
Micronesia (country),FSM,2008,9.39637053
Micronesia (country),FSM,2009,9.19787816
Micronesia (country),FSM,2010,8.60187374
Micronesia (country),FSM,2011,8.64155138
Micronesia (country),FSM,2012,9.00923441
Micronesia (country),FSM,2013,9.43268719
Micronesia (country),FSM,2014,9.06011057
Middle East & North Africa,,1995,36.7668609073885
Middle East & North Africa,,1996,36.32955160489
Middle East & North Africa,,1997,37.3894523655395
Middle East & North Africa,,1998,39.6579994059047
Middle East & North Africa,,1999,40.3370147491586
Middle East & North Africa,,2000,40.4270044208862
Middle East & North Africa,,2001,39.5643366065556
Middle East & North Africa,,2002,36.4460992585513
Middle East & North Africa,,2003,35.2318512960386
Middle East & North Africa,,2004,36.6532250496526
Middle East & North Africa,,2005,36.7262681694204
Middle East & North Africa,,2006,34.8686625831801
Middle East & North Africa,,2007,35.8727584378792
Middle East & North Africa,,2008,35.960499193003
Middle East & North Africa,,2009,35.3536582008818
Middle East & North Africa,,2010,37.2767021989878
Middle East & North Africa,,2011,35.6162670313485
Middle East & North Africa,,2012,33.4812451105234
Middle East & North Africa,,2013,31.7526482534713
Middle East & North Africa,,2014,31.0587575841206
Middle East & North Africa (IDA & IBRD),,1995,48.3028343071819
Middle East & North Africa (IDA & IBRD),,1996,48.1712415430032
Middle East & North Africa (IDA & IBRD),,1997,49.2087182747618
Middle East & North Africa (IDA & IBRD),,1998,50.1704216920886
Middle East & North Africa (IDA & IBRD),,1999,53.0597618880702
Middle East & North Africa (IDA & IBRD),,2000,52.9866511101263
Middle East & North Africa (IDA & IBRD),,2001,50.9912809877506
Middle East & North Africa (IDA & IBRD),,2002,49.7493682779738
Middle East & North Africa (IDA & IBRD),,2003,48.2157629510397
Middle East & North Africa (IDA & IBRD),,2004,49.0981161447688
Middle East & North Africa (IDA & IBRD),,2005,49.7114086587269
Middle East & North Africa (IDA & IBRD),,2006,47.6047356378614
Middle East & North Africa (IDA & IBRD),,2007,47.559007164582
Middle East & North Africa (IDA & IBRD),,2008,46.5894904852696
Middle East & North Africa (IDA & IBRD),,2009,47.4983884091939
Middle East & North Africa (IDA & IBRD),,2010,49.8050085119133
Middle East & North Africa (IDA & IBRD),,2011,48.5755026076826
Middle East & North Africa (IDA & IBRD),,2012,45.1569668114694
Middle East & North Africa (IDA & IBRD),,2013,43.7964732646132
Middle East & North Africa (IDA & IBRD),,2014,44.2586164723813
Middle East & North Africa (excluding high income),,1995,48.3028343071819
Middle East & North Africa (excluding high income),,1996,48.1712415430032
Middle East & North Africa (excluding high income),,1997,49.2087182747618
Middle East & North Africa (excluding high income),,1998,50.1704216920886
Middle East & North Africa (excluding high income),,1999,53.0597618880702
Middle East & North Africa (excluding high income),,2000,52.9866511101263
Middle East & North Africa (excluding high income),,2001,50.9912809877506
Middle East & North Africa (excluding high income),,2002,49.7493682779738
Middle East & North Africa (excluding high income),,2003,48.2157629510397
Middle East & North Africa (excluding high income),,2004,49.0981161447688
Middle East & North Africa (excluding high income),,2005,49.7114086587269
Middle East & North Africa (excluding high income),,2006,47.6047356378614
Middle East & North Africa (excluding high income),,2007,47.559007164582
Middle East & North Africa (excluding high income),,2008,46.5894904852696
Middle East & North Africa (excluding high income),,2009,47.4983884091939
Middle East & North Africa (excluding high income),,2010,49.8050085119133
Middle East & North Africa (excluding high income),,2011,48.5755026076826
Middle East & North Africa (excluding high income),,2012,45.1569668114694
Middle East & North Africa (excluding high income),,2013,43.7964732646132
Middle East & North Africa (excluding high income),,2014,44.2586164723813
Middle income,,1995,40.6530818285983
Middle income,,1996,41.7258916828339
Middle income,,1997,40.8711901002546
Middle income,,1998,42.6331058476633
Middle income,,1999,43.19744325527
Middle income,,2000,44.291662919318
Middle income,,2001,45.0437313563962
Middle income,,2002,45.1042551074757
Middle income,,2003,44.4783653418508
Middle income,,2004,43.1741547983964
Middle income,,2005,42.9308844116142
Middle income,,2006,41.4848113710785
Middle income,,2007,39.6021989087662
Middle income,,2008,39.030537040195
Middle income,,2009,38.1627988832401
Middle income,,2010,37.2218439838323
Middle income,,2011,36.7436987542967
Middle income,,2012,36.5862365192187
Middle income,,2013,36.6432903097855
Middle income,,2014,36.1807467082451
Moldova,MDA,1995,27.34640759
Moldova,MDA,1996,27.42745507
Moldova,MDA,1997,28.19981108
Moldova,MDA,1998,36.37209437
Moldova,MDA,1999,43.72041469
Moldova,MDA,2000,42.879932
Moldova,MDA,2001,46.28547536
Moldova,MDA,2002,41.43674701
Moldova,MDA,2003,41.19055056
Moldova,MDA,2004,40.35153184
Moldova,MDA,2005,44.65303386
Moldova,MDA,2006,46.09582062
Moldova,MDA,2007,45.66430218
Moldova,MDA,2008,45.07425051
Moldova,MDA,2009,43.66699882
Moldova,MDA,2010,44.24870466
Moldova,MDA,2011,40.44297793
Moldova,MDA,2012,44.72297122
Moldova,MDA,2013,40.27311776
Moldova,MDA,2014,38.38943562
Monaco,MCO,1995,7
Monaco,MCO,1996,7
Monaco,MCO,1997,7
Monaco,MCO,1998,7
Monaco,MCO,1999,7
Monaco,MCO,2000,7
Monaco,MCO,2001,7
Monaco,MCO,2002,7
Monaco,MCO,2003,7
Monaco,MCO,2004,7
Monaco,MCO,2005,7
Monaco,MCO,2006,7
Monaco,MCO,2007,7
Monaco,MCO,2008,7
Monaco,MCO,2009,7
Monaco,MCO,2010,7
Monaco,MCO,2011,7
Monaco,MCO,2012,7
Monaco,MCO,2013,7
Monaco,MCO,2014,7
Mongolia,MNG,1995,11.59931898
Mongolia,MNG,1996,11.24710735
Mongolia,MNG,1997,10.10361588
Mongolia,MNG,1998,9.88673381
Mongolia,MNG,1999,9.87971601
Mongolia,MNG,2000,16.62108946
Mongolia,MNG,2001,24.09747417
