Entity,Code,Year,Year,Primary enrolment data available at last cutoff (GEM Report (2017/18))
Afghanistan,AFG,2017,Yes
Albania,ALB,2017,Yes
Algeria,DZA,2017,Yes
Andorra,AND,2017,Yes
Angola,AGO,2017,No
Anguilla,AIA,2017,No
Antigua and Barbuda,ATG,2017,Yes
Argentina,ARG,2017,Yes
Armenia,ARM,2017,Yes
Aruba,ABW,2017,Yes
Australia,AUS,2017,Yes
Austria,AUT,2017,Yes
Azerbaijan,AZE,2017,Yes
Bahamas,BHS,2017,No
Bahrain,BHR,2017,Yes
Bangladesh,BGD,2017,Yes
Barbados,BRB,2017,Yes
Belarus,BLR,2017,Yes
Belgium,BEL,2017,Yes
Belize,BLZ,2017,Yes
Benin,BEN,2017,Yes
Bermuda,BMU,2017,Yes
Bhutan,BTN,2017,Yes
Bolivia,BOL,2017,Yes
Bosnia and Herzegovina,BIH,2017,Yes
Botswana,BWA,2017,Yes
Brazil,BRA,2017,Yes
British Virgin Islands,VGB,2017,Yes
Brunei,BRN,2017,Yes
Bulgaria,BGR,2017,Yes
Burkina Faso,BFA,2017,Yes
Burundi,BDI,2017,Yes
Cambodia,KHM,2017,Yes
Cameroon,CMR,2017,Yes
Canada,CAN,2017,Yes
Cape Verde,CPV,2017,Yes
Cayman Islands,CYM,2017,Yes
Central African Republic,CAF,2017,No
Chad,TCD,2017,Yes
Chile,CHL,2017,Yes
China,CHN,2017,Yes
Colombia,COL,2017,Yes
Comoros,COM,2017,Yes
Congo,COG,2017,No
Cook Islands,COK,2017,Yes
Costa Rica,CRI,2017,Yes
Cote d'Ivoire,CIV,2017,Yes
Croatia,HRV,2017,Yes
Cuba,CUB,2017,Yes
Curacao,CUW,2017,Yes
Cyprus,CYP,2017,Yes
Czech Republic,CZE,2017,Yes
Democratic Republic of Congo,COD,2017,Yes
Denmark,DNK,2017,Yes
Djibouti,DJI,2017,Yes
Dominica,DMA,2017,Yes
Dominican Republic,DOM,2017,Yes
Ecuador,ECU,2017,Yes
Egypt,EGY,2017,Yes
El Salvador,SLV,2017,Yes
Equatorial Guinea,GNQ,2017,Yes
Eritrea,ERI,2017,Yes
Estonia,EST,2017,Yes
Ethiopia,ETH,2017,Yes
Fiji,FJI,2017,Yes
Finland,FIN,2017,Yes
France,FRA,2017,Yes
Gabon,GAB,2017,No
Gambia,GMB,2017,Yes
Georgia,GEO,2017,Yes
Germany,DEU,2017,Yes
Ghana,GHA,2017,Yes
Greece,GRC,2017,Yes
Grenada,GRD,2017,Yes
Guatemala,GTM,2017,Yes
Guinea,GIN,2017,Yes
Guinea-Bissau,GNB,2017,No
Guyana,GUY,2017,No
Haiti,HTI,2017,No
Honduras,HND,2017,Yes
Hong Kong,HKG,2017,Yes
Hungary,HUN,2017,Yes
Iceland,ISL,2017,Yes
India,IND,2017,Yes
Indonesia,IDN,2017,Yes
Iran,IRN,2017,Yes
Iraq,IRQ,2017,No
Ireland,IRL,2017,Yes
Israel,ISR,2017,Yes
Italy,ITA,2017,Yes
Jamaica,JAM,2017,Yes
Japan,JPN,2017,Yes
Jordan,JOR,2017,Yes
Kazakhstan,KAZ,2017,Yes
Kenya,KEN,2017,Yes
Kiribati,KIR,2017,Yes
Kuwait,KWT,2017,Yes
Kyrgyzstan,KGZ,2017,Yes
Laos,LAO,2017,Yes
Latvia,LVA,2017,Yes
Lebanon,LBN,2017,Yes
Lesotho,LSO,2017,Yes
Liberia,LBR,2017,Yes
Libya,LBY,2017,No
Liechtenstein,LIE,2017,Yes
Lithuania,LTU,2017,Yes
Luxembourg,LUX,2017,Yes
Macao,MAC,2017,Yes
Macedonia,MKD,2017,Yes
Madagascar,MDG,2017,Yes
Malawi,MWI,2017,Yes
Malaysia,MYS,2017,Yes
Maldives,MDV,2017,Yes
Mali,MLI,2017,Yes
Malta,MLT,2017,Yes
Marshall Islands,MHL,2017,Yes
Mauritania,MRT,2017,Yes
Mauritius,MUS,2017,Yes
Mexico,MEX,2017,Yes
Micronesia (country),FSM,2017,Yes
Moldova,MDA,2017,Yes
Monaco,MCO,2017,Yes
Mongolia,MNG,2017,Yes
Montenegro,MNE,2017,Yes
Montserrat,MSR,2017,Yes
Morocco,MAR,2017,Yes
Mozambique,MOZ,2017,Yes
Myanmar,MMR,2017,Yes
Namibia,NAM,2017,Yes
Nauru,NRU,2017,Yes
Nepal,NPL,2017,Yes
Netherlands,NLD,2017,Yes
New Zealand,NZL,2017,Yes
Nicaragua,NIC,2017,No
Niger,NER,2017,Yes
Nigeria,NGA,2017,Yes
Niue,NIU,2017,Yes
North Korea,PRK,2017,Yes
Norway,NOR,2017,Yes
Oman,OMN,2017,Yes
Pakistan,PAK,2017,Yes
Palau,PLW,2017,Yes
Palestine,PSE,2017,Yes
Panama,PAN,2017,Yes
Papua New Guinea,PNG,2017,No
Paraguay,PRY,2017,No
Peru,PER,2017,Yes
Philippines,PHL,2017,Yes
Poland,POL,2017,Yes
Portugal,PRT,2017,Yes
Qatar,QAT,2017,Yes
Romania,ROU,2017,Yes
Russia,RUS,2017,Yes
Rwanda,RWA,2017,Yes
Saint Kitts and Nevis,KNA,2017,Yes
Saint Lucia,LCA,2017,Yes
Saint Martin (French part),MAF,2017,No
Saint Vincent and the Grenadines,VCT,2017,Yes
Samoa,WSM,2017,Yes
San Marino,SMR,2017,No
Sao Tome and Principe,STP,2017,Yes
Saudi Arabia,SAU,2017,Yes
Senegal,SEN,2017,Yes
Serbia,SRB,2017,Yes
Seychelles,SYC,2017,Yes
Sierra Leone,SLE,2017,Yes
Singapore,SGP,2017,No
Sint Maarten (Dutch part),SXM,2017,Yes
Slovakia,SVK,2017,Yes
Slovenia,SVN,2017,Yes
Solomon Islands,SLB,2017,Yes
Somalia,SOM,2017,No
South Africa,ZAF,2017,Yes
South Korea,KOR,2017,Yes
South Sudan,SSD,2017,Yes
Spain,ESP,2017,Yes
Sri Lanka,LKA,2017,Yes
Sudan,SDN,2017,Yes
Suriname,SUR,2017,Yes
Swaziland,SWZ,2017,Yes
Sweden,SWE,2017,Yes
Switzerland,CHE,2017,Yes
Syria,SYR,2017,Yes
Tajikistan,TJK,2017,Yes
Tanzania,TZA,2017,Yes
Thailand,THA,2017,Yes
Timor,TLS,2017,Yes
Togo,TGO,2017,Yes
Tokelau,TKL,2017,Yes
Tonga,TON,2017,Yes
Trinidad and Tobago,TTO,2017,No
Tunisia,TUN,2017,Yes
Turkey,TUR,2017,Yes
Turkmenistan,TKM,2017,Yes
Turks and Caicos Islands,TCA,2017,Yes
Tuvalu,TUV,2017,Yes
Uganda,UGA,2017,Yes
Ukraine,UKR,2017,Yes
United Arab Emirates,ARE,2017,Yes
United Kingdom,GBR,2017,Yes
United States,USA,2017,Yes
Uruguay,URY,2017,Yes
Uzbekistan,UZB,2017,Yes
Vanuatu,VUT,2017,Yes
Venezuela,VEN,2017,Yes
Vietnam,VNM,2017,Yes
Yemen,YEM,2017,Yes
Zambia,ZMB,2017,Yes
Zimbabwe,ZWE,2017,Yes
