Entity,Code,Year,Year,1st (Real 2011 international dollars),2nd (Real 2011 international dollars),3rd (Real 2011 international dollars),4th (Real 2011 international dollars),5th (Real 2011 international dollars),7th (Real 2011 international dollars),6th (Real 2011 international dollars),8th (Real 2011 international dollars),9th (Real 2011 international dollars)
Germany,DEU,1994,13053.42773,16383.27051,19074.30469,21394.68945,23989.12891,30406.14453,26864.5918,35240.68359,43555.08594
Germany,DEU,2000,14223.50488,17970.88867,20864.35352,23285.23242,25830.99219,32472.37109,28769.38867,37373.82422,46194.70703
Germany,DEU,2004,13633.49805,17372.60156,20337.70898,23041.91016,25812.03711,32461.24023,28784.18164,37685.25391,47043.40234
Germany,DEU,2007,13375.21191,16967.47656,19945.41016,22581.00586,25329.35156,32147.46094,28453.59961,37179.88281,46538.62891
Germany,DEU,2010,13050.6709,16673.52344,19732.24805,22620.02539,25749.34766,32740.71484,29190.0957,37643.47266,47537.88281
Greece,GRC,1995,5194.652344,7752.161621,9475.045898,11477.27148,13519.83496,18617.63477,15708.62891,21859.09961,28791.6875
Greece,GRC,2000,6480.062988,8859.442383,11067.40918,13202.31348,15214.28711,21131.41016,18106.93164,25063.50391,31298.11719
Greece,GRC,2004,8484.682617,11182.81055,13830.03125,16019.0791,18478.69531,25207.99023,21526.48047,29736.26563,37502.29297
Greece,GRC,2007,9484.925781,12285.48535,14677.75879,17242.47266,20011.07227,26315.01367,22861.60938,31376.32617,39534.71875
Greece,GRC,2010,8083.268555,10641.3623,13073.61328,15277.25195,18199.58789,24064.97461,21067.39453,28317.7168,35956.42578
Hungary,HUN,1991,6015.925781,7604.950195,8899.402344,10240.99707,11460.16309,14591.36719,12884.28809,16912.28711,20806.10938
Hungary,HUN,1994,4590.941895,6062.817383,7087.697266,8112.82959,9211.223633,11942.36621,10365.69629,14609.84766,19086.74219
Hungary,HUN,1999,5040.421875,6072.19873,6994.147461,8056.346191,9107.500977,11401.47168,10251.19141,13622.62988,17298.72852
Hungary,HUN,2005,6278.056641,7632.390625,8873.757813,9961.675781,11111.73926,14285.44531,12738.36426,16397.33008,20812.94336
Hungary,HUN,2007,6318.527832,7880.866211,9086.641602,10239.28027,11415.67871,14673.61328,12946.45313,16457.35547,20162.51953
Hungary,HUN,2009,5836.999512,7342.78418,8620.959961,9884.384766,10880.90625,13618.70898,12165.01563,16298.29785,20562.00977
Hungary,HUN,2012,5376.813477,7034.664551,8223.677734,9557.757813,10951.52441,14166.3916,12356.43945,16064.77637,20210.57422
Iceland,ISL,2004,15440.7373,18956.93945,21541.64258,24093.17578,26543.64844,32540.58984,28884.94727,36810.60156,44399.00781
Iceland,ISL,2007,18051.11133,21949.48047,25302.75781,28307.27539,31517.98047,39291.16016,34777.38281,45113.58984,56220.14453
Iceland,ISL,2010,15260.08301,18536.49805,21058.43555,23514.00586,26252.45898,32025.35742,29138.39063,36102.69922,42440.57422
Ireland,IRL,1987,5609.006348,6809.494629,8238.981445,9851.167969,11351.15137,15481.83789,13183.37012,18627.32422,23703.76563
Ireland,IRL,1994,7273.329102,8985.30957,10640.5127,12672.66211,15061.46582,20970.58594,17974.58008,25067.21094,31584.9043
Ireland,IRL,1995,7355.986328,9169.988281,11032.27246,13115.50586,15637.66699,21331.25,18247.17969,25466.4707,32457.13281
Ireland,IRL,1996,7754.626953,9707.887695,11915.30957,14056.96484,16669.92773,23066.73242,19569.5918,26845.16992,33572.38281
Ireland,IRL,2000,9182.010742,12336.2998,15937.8877,18778.69922,21902.79883,28967.40039,24883.0332,33162.83203,41104.97266
Ireland,IRL,2004,11180.15527,14255.55859,17539.32813,21121.59375,24802.60352,33151.10547,28953.00977,38425.86719,47787.92578
Ireland,IRL,2007,13493.57324,16736.45703,20181.81641,23787.76563,27463.23438,35683.71484,30905.68555,41857.30859,51929.4375
Ireland,IRL,2010,11923.08105,14814.60449,17458.87305,20233.20117,23355.78516,30908.85547,26881.87305,36175.58594,44905.74609
Israel,ISR,1986,5654.947266,7279.246094,8733.818359,10253.39355,11942.36328,16214.72754,13753.77051,19297.68945,24348.07422
Israel,ISR,1992,6975.257813,8727.572266,10444.02441,12187.04297,14029.53223,19150.85352,16396.57422,22722.95898,28743.86328
Israel,ISR,1997,6128.948242,8151.242188,10043.88574,11886.58008,14200.82813,19641.18555,16670.55469,23606.50781,29812.82227
Israel,ISR,2001,6805.050781,8710.939453,10956.125,13285.70508,15785.66016,22180.36719,18860.64844,26453.91797,34096.56641
Israel,ISR,2005,5818.088379,7945.322266,10204.83301,12862.08203,15528.57031,22156.39844,18435.3125,26974.35742,35012.88281
Israel,ISR,2007,6394.471191,8697.774414,10990.33496,13838.33496,16816.67773,24081.63672,20323.06055,29256.46289,37829.28125
Israel,ISR,2010,6386.910156,8646.789063,10952.98535,13993.00879,17422.83789,25032.63477,21013.31445,30242.54297,40107.87109
Italy,ITA,1986,7563.703613,9724.760742,11445.13281,13233.72363,15451.83105,20570.56055,17870.28906,24473.86914,30592.33594
Italy,ITA,1987,7752.23877,9964.350586,11985.62207,13977.57715,16342.9082,22354.61328,18825.93555,27335.44141,35210.92188
Italy,ITA,1989,9248.413086,11493.4082,13542.6709,16107.8252,18377.43359,24716.5918,21027.41406,29186.66016,36315.23828
Italy,ITA,1991,9338.93457,11614.78809,13994.04102,16593.38086,19037.88477,24852.33398,21833.13086,29037.50977,35338.94531
Italy,ITA,1993,7658.823242,9998.759766,12352.94141,14676.92578,17470.05664,23910.52344,20454.25195,28358.68945,36019.09375
Italy,ITA,1995,7274.173828,9955.388672,12119.52441,14425.51074,17075.89648,23391.41016,19848.08594,27232.32813,34248.30859
Italy,ITA,1998,7459.995605,10532.47266,12749.52734,15159.15137,17860.7207,24151.73438,20777.58008,28839.94922,36052.26172
Italy,ITA,2000,7913.248535,10791.56152,12960.62109,15570.44824,18135.72266,24700.0625,21005.2793,28951.67969,36311.41406
Italy,ITA,2004,8552.763672,11204.3584,13479.12988,15848.79688,18741.75586,25208.81641,21587.52148,29639.7832,38030.59766
Italy,ITA,2008,9045.957031,11642.14551,13906.34863,16581.23828,19426.04102,25982.67188,22428.54492,30543.08398,38895.57813
Italy,ITA,2010,8558.602539,11418.48242,13700.83789,16053.79102,18821.36523,25087.02734,21771.64063,29728.44336,37683.64844
Luxembourg,LUX,1985,10333.43848,12319.77637,13995.31641,15866.04883,17500.76563,21929.77344,19266.375,25369.87891,30437.30469
Luxembourg,LUX,1991,15366.42871,18595.85742,21619.93359,24549.71484,27301.3418,33633.02734,30530.10938,38289.65625,45654.49219
Luxembourg,LUX,1994,17275.80078,20510.6582,23136.60742,25856.25781,29202.77734,36029.35156,32438.9668,40530.14453,50350.88281
Luxembourg,LUX,1997,16170.34082,19825.27734,23062.61914,26204.8418,29042.0332,36772.25391,32619.3418,42839.06641,52660.23438
Luxembourg,LUX,2000,17700.05664,21380.125,24516.40625,27561.08008,30997.49805,39999.78906,35342.59375,46240.33984,57712.92969
Luxembourg,LUX,2004,18668.11328,24574.33789,27990.51563,31518.21484,35500.31641,45071.94531,39697.90234,51806.01563,65304.97656
Luxembourg,LUX,2007,19293.12891,23829.25,28006.23438,31187.41992,35410.19531,44801.73438,40188.41406,51383.52734,64163.14453
Luxembourg,LUX,2010,19406.79688,23678.4668,27112.95508,30873.84961,34976.94922,45677.93359,40179.29688,51708.00781,64626.58594
Netherlands,NLD,1993,11184.17188,13903.76953,16239.78809,18279.3418,20505.32422,26152.04688,23166.11914,30000.11914,35626.82422
Netherlands,NLD,1999,13969.56836,16820.64258,19081.51172,21541.94141,23875.96875,29347.3418,26319.72656,33097.82813,38996.44531
Netherlands,NLD,2004,13629.82129,16557.98047,18935.23828,21262.91602,23678.41797,29554.21094,26433.56445,33933.71875,41130.14844
Netherlands,NLD,2007,14975.5459,18271.46289,20766.07227,23333.00977,26049.07422,32584.60156,29028.72656,37550.87109,46600.91406
Netherlands,NLD,2010,14918.06348,17987.1543,20727.32813,23217.44531,25694.9375,32393.08789,28831.20313,37174.77344,45289.42188
Norway,NOR,1979,8772.5,10971.94629,12627.91016,14019.70996,15436.02246,18573.42578,16911.14844,20760.64453,24427.75977
Norway,NOR,1986,11278.53027,14285.8418,16583.0293,18553.61328,20476.08203,25094.2207,22499.06055,28147.94922,33222.85547
Norway,NOR,1991,11948.96191,15039.39648,17278.32422,19218.70313,21196.88477,25535.03906,23258.70117,28653.67578,33421.30859
Norway,NOR,1995,11623.89746,14465.46484,16827.51758,19080.50977,21050.77734,25283.58008,23023.89453,28430.29297,33237.80469
Norway,NOR,2000,13956.81055,17262.87305,19995.53906,22386.97461,24688.30078,29707.62695,27037.48828,33181.38281,39243.78125
Norway,NOR,2004,14928.08398,18667.00781,21575.59961,24228.07617,26695.58008,32084.33203,29171.65625,36140.3125,42822.27344
Norway,NOR,2007,16840.57813,21345.09766,24897.11914,27917.37305,30744.78516,37098.02734,33645.625,41676.92969,49359.94141
Norway,NOR,2010,17611.20508,22344.31055,25990.61328,29096.8457,32047.63281,38746.96094,35147.55469,43546.12891,51587.19141
Poland,POL,1992,5330.751953,6496.842285,7402.725098,8358.333008,9312.110352,11768.71387,10457.09668,13606.50098,16831.9668
Poland,POL,1995,3372.550781,4573.42041,5502.79248,6338.588379,7203.181641,9298.099609,8174.70166,10857.19336,13618.89844
Poland,POL,1999,4569.486328,5853.82373,6891.948242,7853.503418,8864.121094,11186.20801,9908.203125,12978.90625,16204.88477
Poland,POL,2004,4225.366211,5543.062988,6602.714844,7611.102051,8707.246094,11342.02051,9862.339844,13364.59961,17060.22852
Poland,POL,2007,5372.765137,6873.069336,8040.494141,9194.708008,10448.6543,13578.29688,11867.86914,16059.99609,20345.16406
Poland,POL,2010,6233.47168,7962.08252,9373.115234,10806.03906,12308.84082,16037.55762,13930.43652,18960.71484,24231.63086
Slovakia,SVK,1992,6669.532715,7777.562988,8589.632813,9355.951172,10099.39355,11873.08789,10948.59766,13061.71777,15010.58398
Slovakia,SVK,1996,5499.208008,6998.096191,8110.469727,9036.65625,9989.507813,12272.71777,11045.30469,13939.86914,16621.36719
Slovakia,SVK,2004,5668.669922,7151.797363,8467.567383,9550.207031,10618.68457,13361.74316,11926.16309,15283.87891,18669.97656
Slovakia,SVK,2007,7774.612793,9527.664063,11020.08105,12438.81641,13934.94531,17255.94141,15466.46387,19626.72266,23660.32617
Slovakia,SVK,2010,8165.234863,10308.16797,11926.4248,13445.37598,15026.95996,18962.1582,16809.3418,21799.00781,26557.72266
Slovenia,SVN,1997,8499.824219,10698.03613,12235.05469,13753.58203,15279.69629,18521.33398,16919.70117,20536.29297,24328.66992
Slovenia,SVN,1999,8404.735352,10624.05762,12374.72559,13909.60352,15388.5,18634.41406,16919.30469,20754.66797,24514.62305
Slovenia,SVN,2004,9629.019531,12079.98242,13748.27832,15417.19727,17038.40234,20847.16211,18717.05078,23520.5957,28127.51563
Slovenia,SVN,2007,10061.75293,12879.7373,15057.94043,16706.18164,18564.53711,22684.84375,20527.09961,25503.33008,29988.3457
Slovenia,SVN,2010,9884.419922,13249.08594,15477.46289,17471.875,19658.53125,24464.13086,21641.62891,27481.39063,32665.44336
Spain,ESP,1980,5208.29834,6829.621094,8383.951172,9852.453125,11293.42383,14906.55957,12888.52148,17738.20508,22775.07227
Spain,ESP,1985,5359.70459,6791.150879,8188.901367,9545.446289,10757.18359,14031.52539,12215.13965,16730.64648,21841.81055
Spain,ESP,1990,6916.381836,8822.799805,10510.99805,12182.69336,13856.70996,18389.38867,15946.57422,21677.35547,27413.99609
Spain,ESP,1995,6588.779785,9036.998047,11422.21875,13321.31055,15347.25879,21763.30078,18304.3125,26483.04102,34323.13281
Spain,ESP,2000,8622.458008,11415.05371,13876.45996,16539.63086,19460.4375,26595.4668,22565.58203,31404.94141,40418.69141
Spain,ESP,2004,8106.468262,11070.21777,13656.92285,16289.66113,18997.5918,25601.63086,22044.07813,30248.64258,37707.88672
Spain,ESP,2007,9347.738281,12556.66406,15409.76074,18053.76563,21112.76953,27869.88477,24099.875,32555.97266,40854.76563
Spain,ESP,2010,7337.324707,10629.02734,13357.44238,15927.33105,18762.67773,25737.72852,22120.69922,30619.49219,39105.42188
Sweden,SWE,1981,8650.862305,10456.76563,11738.37598,12902.00098,14068.57324,16748.30273,15379.31055,18466.82422,21233.93359
Sweden,SWE,1987,8669.942383,10755.39453,12427.37012,13786.46094,15155.11523,17936.77344,16543.75391,19980.96875,22801.81055
Sweden,SWE,1992,10088.52539,12416.50781,14384.72266,16102.40625,17576.47656,21332.52734,19332.81836,23771.27148,28007.84375
Sweden,SWE,1995,9855.512695,12375.49512,13901.50879,15170.47461,16460.2207,19422.5625,17819.56445,21776.14258,25725.13672
Sweden,SWE,2000,10904.98047,13324.06836,15443.73535,17336.88086,19180.42773,23508.92383,21186.92383,26820.48047,32315.92969
Sweden,SWE,2005,12705.22754,15309.33789,17669.92773,19899.77734,22062.93359,26771.00781,24265.13086,30213.91992,35841.78125
Switzerland,CHE,2000,16003.51172,19887.02539,23339.30664,26414.63672,29442.13867,37769.6875,32928.80859,44106.55859,53488.48047
Switzerland,CHE,2002,16881.05859,20844.44922,24053.88281,27852.63281,31302.70313,40097.44922,35405.52734,46482.60938,56994.79688
Switzerland,CHE,2004,16196.46875,20508.53906,23808.19336,27047.875,30148.96875,37857.69922,33541.89844,43884.10547,53151.22266
United Kingdom,GBR,1979,6781.005371,8497.033203,10118.99512,11665.4375,13197.68652,17064.38672,14952.96777,19648.64453,23607.94336
United Kingdom,GBR,1986,6778.373535,8259.022461,9772.705078,11423.48633,13255.01465,17739.76953,15368.38086,20926.97852,25782.80469
United Kingdom,GBR,1991,6836.652832,8683.813477,10804.90234,13116.2793,15483.90918,21271.58789,18076.11133,25590.74219,31912.71484
United Kingdom,GBR,1994,7833.099121,9588.77832,11439.66602,13563.60645,15977.15137,22117.48633,18752.54883,26554.49609,33842.58203
United Kingdom,GBR,1995,7208.522461,9034.198242,10871.38086,13131.84277,15714.65039,21690.47656,18428.48828,25670.83984,32950.41016
United Kingdom,GBR,1999,8380.408203,10540.2207,12841.56641,15398.12598,18178.52734,25250.74219,21291.67188,30339.51172,39177.90234
United Kingdom,GBR,2004,10449.54785,13169.82031,15700.05273,18592.61133,21573.95117,29366.70703,25089.98242,35281.05859,46117.66797
United Kingdom,GBR,2007,11059.4502,14074.18359,16937.68555,19856.36914,23071.14453,31438.51367,26945.28906,37589.51563,47999.71094
United Kingdom,GBR,2010,11196.46484,14190.7793,16780.33398,19487.51953,22481.65625,30270.77344,26073.19531,36251.93359,47172.13672
United States,USA,1979,11047.74512,15421.38574,19409.80273,23014,26674.17578,35096.04688,30579.4082,41183.42188,50615.05078
United States,USA,1986,9871.135742,14388.9502,18760.10156,22878.17383,26977.3457,36811.12109,31559.82422,43825.62891,55181.4375
United States,USA,1991,10141.32227,14536.72363,18665.65039,22797.16016,27040.11914,37067.69922,31719.43555,43956.73047,55943.78516
United States,USA,1994,10301.12793,14718.25586,18581.68164,22577.88477,26895.59766,37508.71875,31756.97656,44825.30078,57576.36328
United States,USA,1997,10959.69531,15428.01953,19486.95898,23762.1875,28303.38477,38955.42969,33250.28125,46566.82422,60039.875
United States,USA,2000,11772.80762,16576.0957,21085.48438,25637.34961,30351.37305,41301.69922,35440.98438,49227.10547,63256.35547
United States,USA,2004,11400.14844,16548.97461,21036.21484,25843.75391,30618.77734,42443.76172,36022.40234,50658.21875,64966.52344
United States,USA,2007,11419.8623,16481.93164,21184.64648,25996.7207,31040.31445,43280.89453,36705.69141,51959.52734,67242.88281
United States,USA,2010,11238.04785,16272.31348,20522.18555,25123.56445,30067.48633,42325.28906,35778.875,51021.01953,66053.5
United States,USA,2013,11287.62598,16034.71973,20220.80273,24751.19531,29783.57813,41960.97266,35360.53125,51103.65234,67034.09375
