Entity,Code,Year,Year,1st (Real 2011 international dollars),2nd (Real 2011 international dollars),3rd (Real 2011 international dollars),4th (Real 2011 international dollars),5th (Real 2011 international dollars),7th (Real 2011 international dollars),6th (Real 2011 international dollars),8th (Real 2011 international dollars),9th (Real 2011 international dollars)
Australia,AUS,1981,9283.941406,12263.11621,14876.08008,17142.62891,19639.38086,26002.69336,22497.70898,30385.45703,36569.88281
Australia,AUS,1985,9208.149414,11807.64355,14405.90723,16860.0625,19574.12891,25710.88281,22517.67383,30073.69141,36579.37109
Australia,AUS,1989,9159.294922,12026.43848,14529.87891,17021.76563,19755.94922,26597.46094,22982.94141,31171.04688,38166.80469
Australia,AUS,1995,8632.508789,10713.66797,12930.59082,15323.97949,18136.97266,24671.13281,21228.6543,29090.01953,35215.98828
Australia,AUS,2001,9438.12207,11723.57031,14440.12109,17083,20386.34375,27562.48633,23869.8125,32278.37891,40431.83203
Australia,AUS,2003,9546.350586,12192.15234,14845.20508,17725.93359,20607.71094,28176.45313,24223.33984,33336.60938,40918.05469
Australia,AUS,2008,12418.2334,16346.27539,20320.67578,24091.42773,28055.18555,37028.77734,32099.13281,44143.38672,55907.63281
Australia,AUS,2010,12532.04883,16190.37207,20199.88672,23990.83008,27873.81641,38117.60156,32540.30078,44997.0625,56772.73828
Austria,AUT,1994,12501.23438,16296.16211,19122.38086,21514.36523,24034.77734,31189.60547,27090.32617,35387.70703,43577.53906
Austria,AUT,1997,12265.15723,15775.55664,18261.10547,20922.80469,23302.5918,29561.86133,26147.38086,33923.96875,41427.03125
Austria,AUT,2000,13435.9873,16776.6582,19427.36523,22176.67773,24770.49609,30818.07227,27464.01953,35071.39063,42665.26172
Austria,AUT,2004,14563.06152,18058.5,20970.98633,23487.55664,26337.57617,32751.19922,29082,38216.26563,47072.14063
Belgium,BEL,1985,10302.33887,12195.91504,13692.17285,15527.20703,17403.31445,21286.93945,19233.2207,23955.03906,28276.62109
Belgium,BEL,1988,10634.6748,12655.78027,14387.4707,16304.69336,18147.39648,22110.35742,20065.72461,24938.28125,29570.91016
Belgium,BEL,1992,11227.74707,13472.61035,15310.56445,17321.92773,19246.58594,23986.05859,21434.79297,26539.83789,31301.59961
Belgium,BEL,1995,11347.11426,14340.0459,16678.66406,19310.68555,22076.9375,27572.38867,24398.89844,30964.52344,37001.09375
Belgium,BEL,1997,11488.22559,14554.04688,16847.85156,19082.25,21626.69922,27447.83203,24419.4707,31091.64453,36846.87109
Belgium,BEL,2000,12141.91309,14920.89355,17678.81445,20517.69336,23246.05469,28884.60938,26086.7793,33035.23828,40473.04688
Canada,CAN,1981,10505.62988,14417.49707,17780.25391,20521.12109,23415.7168,30263.70703,26469.07227,35068.42578,42780.84766
Canada,CAN,1987,11337.20313,15122.31445,18180.43945,21149.40039,24045.57227,30893.39258,27064.73438,35630.25391,44198.37109
Canada,CAN,1991,11477.92676,15352.62109,18132.71094,21016.14258,23872.01563,30860.45508,27173.46875,35750.51172,43505.08203
Canada,CAN,1994,11316.9707,15067.20605,18033.66406,20964.55664,23889.39258,31054.75391,27114.13086,36070.23828,44144.40625
Canada,CAN,1997,11084.3125,14762.43066,17730.33789,20837.70508,23850.78516,31076.65234,27163.03711,36117.82422,44442.11328
Canada,CAN,1998,10864.30859,14678.50879,17870.14453,21054.77539,24322.94531,31933.91211,27781.27344,37146.81641,46110.74219
Canada,CAN,2000,11120.64746,14868.97168,17877.14453,20963.69141,24097.08008,31908.69727,27619.98828,37531.03516,46583.04688
Canada,CAN,2004,11497.86816,15470.87012,19036.29883,22309.73047,25723.53516,34002.86328,29674.82813,40088.22656,50346.76953
Canada,CAN,2007,13013.80273,17099.59766,20743.78711,24188.29492,27946.60352,36866.51953,32051.98828,43345.32813,54208.36719
Canada,CAN,2010,13204.75684,17226.33789,21199.93359,24999.24414,28873.60352,37956.33594,32926.07813,44784.27344,55318.61719
Czech Republic,CZE,1992,6545.183105,7658.841309,8449.255859,9238.474609,10039.36719,11900.60645,10851.54199,13220.38184,15445.56445
Czech Republic,CZE,1996,6947.439941,8371.274414,9460.513672,10474.82227,11723.50098,14803.08887,13129.30176,16991.39453,20671.83984
Czech Republic,CZE,2002,7471.850586,8866.880859,10117.2002,11252.1416,12404.95898,15570.07813,13829.17969,17863.04688,22360.67969
Czech Republic,CZE,2004,7737.567871,9614.584961,10889.49609,12159.24219,13426.48242,17243.23242,15181.13965,19995.27734,24822.62305
Czech Republic,CZE,2007,9489.836914,11458.87305,12959.94727,14416.0791,16123.01172,20017.20703,17951.75195,22960.22852,28199.55273
Czech Republic,CZE,2010,9564.010742,11834.78418,13337.61914,14812.12988,16648.28125,20775.41406,18587.07617,23749.33008,29178.14648
Denmark,DNK,1987,11391.38867,14523.70117,17684.90234,20545.6875,22975.30078,27705.06055,25146.09766,30969.52539,36985.51953
Denmark,DNK,1992,12051.37891,14704.11816,17356.53711,19973.17773,22270.33398,27074.01563,24596.76953,29881.54102,34697.97266
Denmark,DNK,1995,13719.68457,16319.8877,18993.72461,21508.10742,23829.54102,28494.57813,26057.90625,31681.4375,36698.53906
Denmark,DNK,2000,14231.02637,17036.88281,20017.84375,22738.05664,25204.37109,30366.93359,27636.24609,33728.84766,39174.20703
Denmark,DNK,2004,14868.48633,17756.58594,20833.58203,23758.39063,26464.84766,32004.43164,29052.56641,35717.92578,41366.26953
Denmark,DNK,2007,15313.9248,18407.24805,21683.83008,24808.82031,27647.56836,33338.33984,30322.70898,37184.24219,43415.02344
Denmark,DNK,2010,15607.10742,18680.36719,21746.85938,24907.24414,27992.16992,34395.65234,31004.44727,38580.95313,45211.87891
Estonia,EST,2000,2950.541748,3893.158936,4716.86377,5557.287109,6484.560547,9035.68457,7658.538086,10993.50879,14831.60059
Estonia,EST,2004,3887.258789,5073.791992,6175.818848,7292.621094,8580.642578,11821.8125,9890.901367,14500.96484,18656.60742
Estonia,EST,2007,6018.817871,7852.642578,9603.289063,11492.67773,13330.5625,17671.39648,15264.90332,21098.81641,27184.41211
Estonia,EST,2010,5499.611816,7111.566895,8619.083984,10040.51172,11767.09473,16253.81836,13725.67969,19302.08203,24632.52148
Finland,FIN,1987,10746.11523,13026.57031,14852.03809,16675.93555,18228.95703,21664.79102,19830.91211,23894.54102,27571.90625
Finland,FIN,1991,11741.94434,14504.02148,16553.83008,18352.98438,19971.9375,24063.89844,21881.58203,26568.5293,30705.35742
Finland,FIN,1995,10926.96582,13044.93457,14722.58984,16353.96191,17881.16211,21475.40039,19561.48633,24094.08398,28156.58008
Finland,FIN,2000,11275.07227,13557.78027,15699.5625,17811.70117,19920.98438,24474.95703,22142.72461,27664.66602,33072.74609
Finland,FIN,2004,12399.87012,15223.12207,17632.3125,20077.35742,22483.07813,28000.04297,24898.23438,31907.91797,38433.66797
Finland,FIN,2007,13093.18457,16201.98926,19304.16602,22076.37109,24615.4082,30683.34766,27409.34961,34607.69922,42041.73828
Finland,FIN,2010,13570.87988,16690.46875,19611.93359,22452.58789,25208.19336,31560.83984,28198.80859,35990.41797,43058.22266
France,FRA,1978,9137.601563,12069.7832,13998.33105,16256.05176,18664.77539,24377.48047,21162.11719,28772.48047,36072.86719
France,FRA,1984,7978.775879,11429.62891,13569.77051,15725.47949,17873.4082,23100.30469,20244.08984,26854.60742,33433.14844
France,FRA,1989,9623.701172,12202.68066,14433.7959,16613.44141,18755.28125,23965.20313,21127.62695,27546.66211,34174.66406
France,FRA,1994,11129.66113,13959.52734,16193.13574,18426.85742,20676.60742,26820.03906,23427.60156,31117.93555,39382.68359
France,FRA,2000,11365.10352,14061.29395,16438.28125,18636.11523,20842.30469,26738.5625,23494.96094,31374.02539,39242.09375
France,FRA,2005,11349.60938,14530.53516,17116.63281,19442.54883,21745.56641,27631.55859,24340.73633,31780.68359,40045.85547
France,FRA,2010,12643.43652,16213.47461,19192.00781,21887.08789,24502.11914,31093.13867,27583.1543,35765.48828,45115.73047
Germany,DEU,1984,12083.7959,15046.74609,17642.9375,19968.46289,22353.58984,27850.00781,24981.76367,31599.76172,38353.64844
Germany,DEU,1989,14385.18164,17506.40234,20172.0625,22841.78711,25155.82813,31608.95898,28224.87891,36061.77344,43445.15234
