Entity,Code,Year,Central Gov Expenditure (% GDP)
Sweden,SWE,1974,23.03857058
Sweden,SWE,1975,23.50216955
Sweden,SWE,1976,24.4525969
Sweden,SWE,1977,27.3342222
Sweden,SWE,1978,28.33919227
Sweden,SWE,1979,28.70819569
Sweden,SWE,1980,29.81419265
Sweden,SWE,1981,30.13883233
Sweden,SWE,1982,29.98081148
Sweden,SWE,1983,29.25614119
Sweden,SWE,1984,28.25184464
Sweden,SWE,1985,27.91396379
Sweden,SWE,1986,27.46890783
Sweden,SWE,1987,26.64235532
Sweden,SWE,1988,26.03562474
Sweden,SWE,1989,26.22949183
Sweden,SWE,1990,27.40878761
Sweden,SWE,1991,28.11254859
Sweden,SWE,1992,29.22504544
Sweden,SWE,1993,29.18371856
Sweden,SWE,1994,28.16109955
Sweden,SWE,1995,26.99097693
Sweden,SWE,1996,27.6469171
Sweden,SWE,1997,27.07685232
Sweden,SWE,1998,27.31874287
Sweden,SWE,1999,27.27622986
Sweden,SWE,2000,26.37580037
Sweden,SWE,2001,26.85865462
Sweden,SWE,2002,27.75135934
Sweden,SWE,2003,28.12430561
Sweden,SWE,2004,27.39198208
Sweden,SWE,2005,27.22353041
United Kingdom,GBR,1900,5.424008146
United Kingdom,GBR,1905,3.805639967
United Kingdom,GBR,1910,4.095550999
United Kingdom,GBR,1913,4.103550315
United Kingdom,GBR,1920,12.64311671
United Kingdom,GBR,1922,11.81594953
United Kingdom,GBR,1925,10.59036553
United Kingdom,GBR,1929,10.23718715
United Kingdom,GBR,1932,12.67888099
United Kingdom,GBR,1935,10.98342091
United Kingdom,GBR,1938,11.43299788
United Kingdom,GBR,1945,36.72577739
United Kingdom,GBR,1948,18.6113283
United Kingdom,GBR,1950,17.02628732
United Kingdom,GBR,1951,17.85007864
United Kingdom,GBR,1952,19.47733015
United Kingdom,GBR,1953,18.95071119
United Kingdom,GBR,1954,18.35407913
United Kingdom,GBR,1955,17.76980311
United Kingdom,GBR,1956,17.8479448
United Kingdom,GBR,1957,17.67446101
United Kingdom,GBR,1958,17.28416532
United Kingdom,GBR,1959,17.38201827
United Kingdom,GBR,1960,17.2056675
United Kingdom,GBR,1961,17.33688563
United Kingdom,GBR,1962,17.61876494
United Kingdom,GBR,1963,17.04538018
United Kingdom,GBR,1964,16.62444919
United Kingdom,GBR,1965,17.39567667
United Kingdom,GBR,1966,17.77736992
United Kingdom,GBR,1967,18.60864311
United Kingdom,GBR,1968,18.26556474
United Kingdom,GBR,1969,17.79749542
United Kingdom,GBR,1970,18.21516603
United Kingdom,GBR,1971,18.60481352
United Kingdom,GBR,1972,18.94874275
United Kingdom,GBR,1973,18.83274764
United Kingdom,GBR,1974,20.59837878
United Kingdom,GBR,1975,22.48734236
United Kingdom,GBR,1976,22.26544023
United Kingdom,GBR,1977,20.89686543
United Kingdom,GBR,1978,20.53720802
United Kingdom,GBR,1979,20.25496662
United Kingdom,GBR,1980,21.7928946
United Kingdom,GBR,1981,22.47604281
United Kingdom,GBR,1982,22.35586047
United Kingdom,GBR,1983,22.22277224
United Kingdom,GBR,1984,21.97897285
United Kingdom,GBR,1985,21.24333978
United Kingdom,GBR,1986,21.26868218
United Kingdom,GBR,1987,20.73886693
United Kingdom,GBR,1988,20.02515793
United Kingdom,GBR,1989,19.74011511
United Kingdom,GBR,1990,20.14010251
United Kingdom,GBR,1991,21.0852012
United Kingdom,GBR,1992,21.49797231
United Kingdom,GBR,1993,20.79510689
United Kingdom,GBR,1994,20.28141916
United Kingdom,GBR,1995,19.85392123
United Kingdom,GBR,1996,19.42437589
United Kingdom,GBR,1997,18.55955571
United Kingdom,GBR,1998,18.17027479
United Kingdom,GBR,1999,18.69911402
United Kingdom,GBR,2000,19.07740831
United Kingdom,GBR,2001,19.50908154
United Kingdom,GBR,2002,20.25839835
United Kingdom,GBR,2003,20.95820904
United Kingdom,GBR,2004,21.30910456
United Kingdom,GBR,2005,21.84417695
United States,USA,1930,3.4
United States,USA,1931,4.2
United States,USA,1932,6.8
United States,USA,1933,7.9
United States,USA,1934,10.6
United States,USA,1935,9.1
United States,USA,1936,10.3
United States,USA,1937,8.5
United States,USA,1938,7.6
United States,USA,1939,10.1
United States,USA,1940,9.6
United States,USA,1941,11.7
United States,USA,1942,23.8
United States,USA,1943,42.6
United States,USA,1944,42.7
United States,USA,1945,41
United States,USA,1946,24.2
United States,USA,1947,14.4
United States,USA,1948,11.3
United States,USA,1949,14
United States,USA,1950,15.3
United States,USA,1951,13.9
United States,USA,1952,18.9
United States,USA,1953,19.9
United States,USA,1954,18.3
United States,USA,1955,16.8
United States,USA,1956,16.1
United States,USA,1957,16.5
United States,USA,1958,17.4
United States,USA,1959,18.2
United States,USA,1960,17.2
United States,USA,1961,17.8
United States,USA,1962,18.2
United States,USA,1963,18
United States,USA,1964,17.9
United States,USA,1965,16.6
United States,USA,1966,17.2
United States,USA,1967,18.8
United States,USA,1968,19.8
United States,USA,1969,18.7
United States,USA,1970,18.6
United States,USA,1971,18.8
United States,USA,1972,18.9
United States,USA,1973,18.1
United States,USA,1974,18.1
United States,USA,1975,20.6
United States,USA,1976,20.8
United States,USA,1977,20.2
United States,USA,1978,20.1
United States,USA,1979,19.6
United States,USA,1980,21.1
United States,USA,1981,21.6
United States,USA,1982,22.5
United States,USA,1983,22.8
United States,USA,1984,21.5
United States,USA,1985,22.2
United States,USA,1986,21.8
United States,USA,1987,21
United States,USA,1988,20.6
United States,USA,1989,20.5
United States,USA,1990,21.2
United States,USA,1991,21.7
United States,USA,1992,21.5
United States,USA,1993,20.7
United States,USA,1994,20.3
United States,USA,1995,20
United States,USA,1996,19.6
United States,USA,1997,18.9
United States,USA,1998,18.5
United States,USA,1999,17.9
United States,USA,2000,17.6
United States,USA,2001,17.6
United States,USA,2002,18.5
United States,USA,2003,19.1
United States,USA,2004,19
United States,USA,2005,19.2
United States,USA,2006,19.4
United States,USA,2007,19.1
United States,USA,2008,20.2
United States,USA,2009,24.4
United States,USA,2010,23.4
United States,USA,2011,23.4
United States,USA,2012,22.1
United States,USA,2013,20.9
United States,USA,2014,20.4
United States,USA,2015,20.7
