Entity,Code,Year,
3f mycoprotein,,2013,0.55
Beef,,2013,25
Eggs,,2013,2.3
Lamb/mutton,,2013,15
Pork,,2013,6.4
Poultry,,2013,3.3
Whole Milk,,2013,0.7
