Entity,Code,Year, (US$ per megabase)
Genome,,2001,5292.392885
Genome,,2002,3656.218303
Genome,,2003,2608.589953
Genome,,2004,1217.730698
Genome,,2005,884.3891291
Genome,,2006,642.3342362
Genome,,2007,479.5924363
Genome,,2008,32.33062266
Genome,,2009,1.571798641
Genome,,2010,0.384730575
Genome,,2011,0.15531991
Genome,,2012,0.072696062
Genome,,2013,0.061237223
Genome,,2014,0.054345393
Genome,,2015,0.030010737
