Entity,Code,Year,"Gross enrolment ratio, tertiary, gender parity index (GPI) (GPI)"
Arab World,,1981,0.571430027484894
Arab World,,1982,0.57599002122879
Arab World,,1983,0.583599984645844
Arab World,,1984,0.587369978427887
Arab World,,1985,0.603280007839203
Arab World,,1986,0.58951997756958
Arab World,,1987,0.593129992485046
Arab World,,1988,0.644659996032715
Arab World,,1989,0.670700013637543
Arab World,,1990,0.702870011329651
Arab World,,1991,0.732919991016388
Arab World,,1992,0.736850023269653
Arab World,,1993,0.755550026893616
Arab World,,1994,0.755840003490448
Arab World,,1995,0.766319990158081
Arab World,,1996,0.775309979915619
Arab World,,1997,0.785369992256165
Arab World,,1998,0.807820022106171
Arab World,,1999,0.826300024986267
Arab World,,2000,0.849929988384247
Arab World,,2001,0.866280019283295
Arab World,,2002,0.894029974937439
Arab World,,2003,0.940039992332459
Arab World,,2004,0.929949998855591
Arab World,,2005,0.959119975566864
Arab World,,2006,0.995549976825714
Arab World,,2007,0.964110016822815
Arab World,,2008,1.04355001449585
Arab World,,2009,1.04197001457214
Arab World,,2010,1.04227995872498
Arab World,,2011,1.04527997970581
Arab World,,2012,1.06086003780365
Arab World,,2013,1.03565001487732
Arab World,,2014,1.04184997081757
Argentina,ARG,1970,0.768029987812042
Argentina,ARG,1971,0.837570011615753
Argentina,ARG,1972,0.873549997806549
Argentina,ARG,1973,0.854560017585754
Argentina,ARG,1974,0.844990015029907
Argentina,ARG,1975,0.929910004138947
Argentina,ARG,1976,0.931770026683807
Argentina,ARG,1977,0.924030005931854
Argentina,ARG,1978,1.00878000259399
Argentina,ARG,1979,0.987529993057251
Argentina,ARG,1980,1.0150500535965
Argentina,ARG,1981,1.1389399766922
Argentina,ARG,1982,1.13372004032135
Argentina,ARG,1983,1.16296994686127
Argentina,ARG,1984,1.1450400352478
Argentina,ARG,1985,1.11471998691559
Argentina,ARG,1986,1.1397500038147
Argentina,ARG,1987,1.15697002410889
Argentina,ARG,1999,1.63022005558014
Argentina,ARG,2000,1.54674005508423
Argentina,ARG,2001,1.48001003265381
Argentina,ARG,2002,1.48942995071411
Argentina,ARG,2003,1.51364994049072
Argentina,ARG,2004,1.42400002479553
Argentina,ARG,2005,1.45632994174957
Argentina,ARG,2006,1.52146005630493
Argentina,ARG,2007,1.51988995075226
Argentina,ARG,2008,1.52164995670319
Argentina,ARG,2009,1.50938999652863
Argentina,ARG,2010,1.50765001773834
Argentina,ARG,2011,1.56189000606537
Argentina,ARG,2012,1.57287001609802
Argentina,ARG,2013,1.60877001285553
Armenia,ARM,2000,1.25872004032135
Armenia,ARM,2001,1.34223997592926
Armenia,ARM,2002,1.3756400346756
Armenia,ARM,2003,1.35890996456146
Armenia,ARM,2004,1.51629996299744
Armenia,ARM,2005,1.53231000900269
Armenia,ARM,2006,1.48703002929688
Armenia,ARM,2007,1.50753998756409
Armenia,ARM,2008,1.54938995838165
Armenia,ARM,2009,1.54646003246307
Armenia,ARM,2010,1.56789994239807
Armenia,ARM,2011,1.5420800447464
Armenia,ARM,2012,1.46284997463226
Armenia,ARM,2013,1.30541002750397
Armenia,ARM,2014,1.21071004867554
Aruba,ABW,1999,1.15580999851227
Aruba,ABW,2000,1.51408004760742
Aruba,ABW,2001,1.50704002380371
Aruba,ABW,2002,1.49705994129181
Aruba,ABW,2003,1.42695999145508
Aruba,ABW,2004,1.47452998161316
Aruba,ABW,2005,1.44018995761871
Aruba,ABW,2006,1.46350002288818
Aruba,ABW,2007,1.36267995834351
Aruba,ABW,2008,1.37217998504639
Aruba,ABW,2009,1.43283998966217
Aruba,ABW,2010,1.4123899936676
Aruba,ABW,2011,1.49930000305176
Aruba,ABW,2012,1.49501001834869
Aruba,ABW,2013,2.21592998504639
Aruba,ABW,2014,2.2873899936676
Australia,AUS,1970,0.504029989242554
Australia,AUS,1971,0.53575998544693
Australia,AUS,1972,0.56045001745224
Australia,AUS,1973,0.591889977455139
Australia,AUS,1974,0.652249991893768
Australia,AUS,1975,0.70278000831604
Australia,AUS,1976,0.761089980602264
Australia,AUS,1977,0.775099992752075
Australia,AUS,1978,0.807789981365204
Australia,AUS,1979,0.836650013923645
Australia,AUS,1980,0.856989979743958
Australia,AUS,1981,0.851790010929108
Australia,AUS,1982,0.868269979953766
Australia,AUS,1983,0.891099989414215
Australia,AUS,1984,0.903509974479675
Australia,AUS,1985,0.945010006427765
Australia,AUS,1986,0.986129999160767
Australia,AUS,1987,1.04074001312256
Australia,AUS,1988,1.08071005344391
Australia,AUS,1989,1.12486004829407
Australia,AUS,1990,1.15391004085541
Australia,AUS,1991,1.18154001235962
Australia,AUS,1992,1.18763995170593
Australia,AUS,1993,0.98853999376297
Australia,AUS,1994,1.0100200176239
Australia,AUS,1995,1.04462003707886
Australia,AUS,1996,1.06167995929718
Australia,AUS,1997,1.06923997402191
Australia,AUS,1998,1.21771001815796
Australia,AUS,1999,1.21789002418518
Australia,AUS,2000,1.22541999816895
Australia,AUS,2001,1.22657001018524
Australia,AUS,2002,1.2223299741745
Australia,AUS,2003,1.23389995098114
Australia,AUS,2004,1.24002003669739
Australia,AUS,2005,1.25862002372742
Australia,AUS,2006,1.28488004207611
Australia,AUS,2007,1.30290997028351
Australia,AUS,2008,1.3249499797821
Australia,AUS,2009,1.35845005512238
Australia,AUS,2010,1.38099002838135
Australia,AUS,2011,1.39395999908447
Australia,AUS,2012,1.40529000759125
Australia,AUS,2013,1.40312004089355
Austria,AUT,1971,0.429939985275269
Austria,AUT,1972,0.482910007238388
Austria,AUT,1973,0.529070019721985
Austria,AUT,1974,0.551159977912903
Austria,AUT,1975,0.593500018119812
Austria,AUT,1976,0.62406998872757
Austria,AUT,1977,0.645380020141602
Austria,AUT,1978,0.682259976863861
Austria,AUT,1979,0.707459986209869
Austria,AUT,1980,0.731360018253326
Austria,AUT,1981,0.749650001525879
Austria,AUT,1982,0.774860024452209
Austria,AUT,1983,0.807089984416962
Austria,AUT,1984,0.820969998836517
Austria,AUT,1985,0.842000007629395
Austria,AUT,1986,0.861429989337921
Austria,AUT,1987,0.864180028438568
Austria,AUT,1988,0.875639975070953
Austria,AUT,1989,0.873769998550415
Austria,AUT,1990,0.88170999288559
Austria,AUT,1991,0.872189998626709
Austria,AUT,1992,0.887499988079071
Austria,AUT,1993,0.899770021438599
Austria,AUT,1994,0.916339993476868
Austria,AUT,1995,0.942569971084595
Austria,AUT,1996,0.965240001678467
Austria,AUT,1997,0.981869995594025
Austria,AUT,1998,1.00231003761292
Austria,AUT,1999,1.04086995124817
Austria,AUT,2000,1.08232998847961
Austria,AUT,2001,1.12270998954773
Austria,AUT,2002,1.15821003913879
Austria,AUT,2003,1.16958999633789
Austria,AUT,2004,1.18349003791809
Austria,AUT,2005,1.19811999797821
Austria,AUT,2006,1.20642995834351
Austria,AUT,2007,1.19905996322632
Austria,AUT,2008,1.17902994155884
Austria,AUT,2009,1.1762900352478
Austria,AUT,2010,1.1700199842453
Austria,AUT,2011,1.18256998062134
Austria,AUT,2012,1.19863998889923
Austria,AUT,2013,1.20621001720428
Austria,AUT,2014,1.20348000526428
Azerbaijan,AZE,1981,0.760129988193512
Azerbaijan,AZE,1986,0.902769982814789
Azerbaijan,AZE,1991,0.670350015163422
Azerbaijan,AZE,1992,0.652949988842011
Azerbaijan,AZE,1993,0.717450022697449
Azerbaijan,AZE,1994,0.799700021743774
Azerbaijan,AZE,1995,0.902710020542145
Azerbaijan,AZE,1996,0.976369976997375
Azerbaijan,AZE,1997,0.974520027637482
Azerbaijan,AZE,2006,1.04706001281738
Azerbaijan,AZE,2007,1.01953995227814
Azerbaijan,AZE,2008,0.981429994106293
Azerbaijan,AZE,2009,0.986810028553009
Azerbaijan,AZE,2010,0.989369988441467
Azerbaijan,AZE,2011,1.01628994941711
Azerbaijan,AZE,2012,1.04769003391266
Azerbaijan,AZE,2013,1.11284995079041
Azerbaijan,AZE,2014,1.14195001125336
Bahamas,BHS,1988,2.23915004730225
Bahamas,BHS,1995,2.70657992362976
Bahrain,BHR,1971,1.44730997085571
Bahrain,BHR,1972,1.53153002262115
Bahrain,BHR,1973,1.87042999267578
Bahrain,BHR,1974,1.44683003425598
Bahrain,BHR,1975,1.39084994792938
Bahrain,BHR,1976,1.55060994625092
Bahrain,BHR,1977,1.55543994903564
Bahrain,BHR,1978,1.04156005382538
Bahrain,BHR,1979,0.843129992485046
Bahrain,BHR,1980,1.00459003448486
Bahrain,BHR,1981,0.918839991092682
Bahrain,BHR,1982,1.05971002578735
Bahrain,BHR,1985,1.38827002048492
Bahrain,BHR,1986,1.59902000427246
Bahrain,BHR,1987,1.32147002220154
Bahrain,BHR,1988,1.59991002082825
Bahrain,BHR,1991,1.38182997703552
Bahrain,BHR,1992,1.58814001083374
Bahrain,BHR,1993,1.53145003318787
Bahrain,BHR,1994,1.57960999011993
Bahrain,BHR,1995,1.61794996261597
Bahrain,BHR,1996,1.67727994918823
Bahrain,BHR,1999,1.73949003219604
Bahrain,BHR,2003,2.27032995223999
Bahrain,BHR,2005,3.27700996398926
Bahrain,BHR,2006,3.38786005973816
Bahrain,BHR,2011,1.69611001014709
Bahrain,BHR,2012,2.14454007148743
Bahrain,BHR,2013,2.51168990135193
Bahrain,BHR,2014,2.3330500125885
Bangladesh,BGD,1970,0.110749997198582
Bangladesh,BGD,1972,0.123089998960495
Bangladesh,BGD,1974,0.114270001649857
Bangladesh,BGD,1976,0.142680004239082
Bangladesh,BGD,1977,0.159030005335808
Bangladesh,BGD,1978,0.162569999694824
Bangladesh,BGD,1979,0.164049997925758
Bangladesh,BGD,1980,0.165279999375343
Bangladesh,BGD,1981,0.165900006890297
Bangladesh,BGD,1982,0.279179990291595
Bangladesh,BGD,1983,0.232940003275871
Bangladesh,BGD,1984,0.226380005478859
Bangladesh,BGD,1985,0.243049994111061
Bangladesh,BGD,1986,0.243139997124672
Bangladesh,BGD,1987,0.22664999961853
Bangladesh,BGD,1988,0.190919995307922
Bangladesh,BGD,1989,0.193379998207092
Bangladesh,BGD,1990,0.194179996848106
Bangladesh,BGD,1999,0.489969998598099
Bangladesh,BGD,2000,0.491230010986328
Bangladesh,BGD,2001,0.527649998664856
Bangladesh,BGD,2002,0.486259996891022
Bangladesh,BGD,2003,0.487309992313385
Bangladesh,BGD,2004,0.477439999580383
Bangladesh,BGD,2005,0.521080017089844
Bangladesh,BGD,2006,0.554300010204315
Bangladesh,BGD,2007,0.552600026130676
Bangladesh,BGD,2008,0.552779972553253
Bangladesh,BGD,2009,0.598819971084595
Bangladesh,BGD,2011,0.69336998462677
Bangladesh,BGD,2012,0.722379982471466
Bangladesh,BGD,2014,0.737810015678406
Barbados,BRB,1971,0.854629993438721
Barbados,BRB,1972,0.879069983959198
Barbados,BRB,1973,0.808520019054413
Barbados,BRB,1974,0.798669993877411
Barbados,BRB,1981,1.15146005153656
Barbados,BRB,1984,0.892099976539612
Barbados,BRB,1985,0.976930022239685
Barbados,BRB,1989,1.43973994255066
Barbados,BRB,1990,1.50270998477936
Barbados,BRB,1992,1.24442994594574
Barbados,BRB,1999,2.30884003639221
Barbados,BRB,2000,2.67951989173889
Barbados,BRB,2001,2.47370004653931
Barbados,BRB,2007,2.14562010765076
Barbados,BRB,2009,2.20600008964539
Barbados,BRB,2010,2.18408989906311
Barbados,BRB,2011,2.24551010131836
Belarus,BLR,1991,1.22748994827271
Belarus,BLR,1996,1.18447005748749
Belarus,BLR,1997,1.26481997966766
Belarus,BLR,1998,1.26348996162415
Belarus,BLR,1999,1.299880027771
Belarus,BLR,2000,1.32247996330261
Belarus,BLR,2001,1.33045995235443
Belarus,BLR,2002,1.36347997188568
Belarus,BLR,2003,1.37984001636505
Belarus,BLR,2004,1.38225996494293
Belarus,BLR,2005,1.36972999572754
Belarus,BLR,2006,1.37885999679565
Belarus,BLR,2007,1.42017996311188
Belarus,BLR,2008,1.4728000164032
Belarus,BLR,2009,1.47323000431061
Belarus,BLR,2010,1.44744002819061
Belarus,BLR,2011,1.42741000652313
Belarus,BLR,2012,1.39875996112823
Belarus,BLR,2013,1.35288000106812
Belarus,BLR,2014,1.33364999294281
Belgium,BEL,1971,0.591849982738495
Belgium,BEL,1972,0.607640027999878
Belgium,BEL,1973,0.662729978561401
Belgium,BEL,1974,0.695420026779175
Belgium,BEL,1975,0.725250005722046
Belgium,BEL,1978,0.763019979000092
Belgium,BEL,1979,0.748459994792938
Belgium,BEL,1980,0.776489973068237
Belgium,BEL,1981,0.828029990196228
Belgium,BEL,1982,0.82956999540329
Belgium,BEL,1983,0.860440015792847
Belgium,BEL,1984,0.87882000207901
Belgium,BEL,1985,0.861429989337921
Belgium,BEL,1986,0.876179993152618
Belgium,BEL,1987,0.922919988632202
Belgium,BEL,1988,0.93724000453949
Belgium,BEL,1989,0.908770024776459
Belgium,BEL,1990,0.964370012283325
Belgium,BEL,1991,0.973909974098206
Belgium,BEL,1993,0.997200012207031
Belgium,BEL,1994,1.01344001293182
Belgium,BEL,1995,1.01473999023438
Belgium,BEL,1996,1.03354001045227
Belgium,BEL,1999,1.14356005191803
Belgium,BEL,2000,1.12330996990204
Belgium,BEL,2001,1.15101003646851
Belgium,BEL,2002,1.16342997550964
Belgium,BEL,2003,1.17515003681183
Belgium,BEL,2004,1.19672000408173
Belgium,BEL,2005,1.22648000717163
Belgium,BEL,2006,1.24258995056152
Belgium,BEL,2007,1.25361001491547
Belgium,BEL,2008,1.25759994983673
Belgium,BEL,2009,1.24592995643616
Belgium,BEL,2010,1.26628994941711
Belgium,BEL,2011,1.27272999286652
Belgium,BEL,2012,1.28717994689941
Belgium,BEL,2013,1.30131995677948
Belgium,BEL,2014,1.31026005744934
Belize,BLZ,1971,2.3594799041748
Belize,BLZ,1972,1.94096994400024
Belize,BLZ,1974,2.71706008911133
Belize,BLZ,1975,1.45016002655029
Belize,BLZ,2001,1.62537002563477
Belize,BLZ,2002,1.67528998851776
Belize,BLZ,2003,1.57893002033234
Belize,BLZ,2004,1.51371002197266
Belize,BLZ,2005,1.57723999023438
Belize,BLZ,2006,1.66558003425598
Belize,BLZ,2007,1.63257002830505
Belize,BLZ,2008,1.60842001438141
Belize,BLZ,2009,1.66270005702972
Belize,BLZ,2010,1.59598004817963
Belize,BLZ,2011,1.65734004974365
Belize,BLZ,2012,1.65272998809814
Belize,BLZ,2013,1.64093995094299
Benin,BEN,1971,0.0714500024914742
Benin,BEN,1972,0.155330002307892
Benin,BEN,1973,0.163990005850792
Benin,BEN,1974,0.207910001277924
Benin,BEN,1975,0.178739994764328
Benin,BEN,1976,0.175659999251366
Benin,BEN,1978,0.214599996805191
Benin,BEN,1979,0.213029995560646
Benin,BEN,1982,0.226219996809959
Benin,BEN,1983,0.196610003709793
Benin,BEN,1984,0.219870001077652
Benin,BEN,1985,0.211909994482994
Benin,BEN,1986,0.182649999856949
Benin,BEN,1987,0.182209998369217
Benin,BEN,1988,0.157389998435974
Benin,BEN,1991,0.144639998674393
Benin,BEN,1992,0.178990006446838
Benin,BEN,1993,0.190320000052452
Benin,BEN,1994,0.203999996185303
Benin,BEN,1995,0.204429998993874
Benin,BEN,1996,0.218219995498657
Benin,BEN,1997,0.227109998464584
Benin,BEN,1999,0.240130007266998
Benin,BEN,2000,0.240020006895065
Benin,BEN,2001,0.240439996123314
Benin,BEN,2006,0.319020003080368
Benin,BEN,2007,0.337199985980988
Benin,BEN,2008,0.368369996547699
Benin,BEN,2009,0.387239992618561
Benin,BEN,2010,0.350769996643066
Benin,BEN,2011,0.269630014896393
Benin,BEN,2012,0.340790003538132
Benin,BEN,2013,0.374339997768402
Bermuda,BMU,1979,1.13935005664825
Bermuda,BMU,1980,0.913250029087067
Bermuda,BMU,1981,1.05920994281769
Bermuda,BMU,2006,2.23126006126404
Bermuda,BMU,2007,2.50166988372803
Bermuda,BMU,2008,2.09356999397278
Bermuda,BMU,2009,2.56889009475708
Bermuda,BMU,2010,2.10676002502441
Bermuda,BMU,2011,2.1184298992157
Bermuda,BMU,2012,2.02828001976013
Bermuda,BMU,2013,2.25728988647461
Bermuda,BMU,2014,1.89190995693207
Bhutan,BTN,1978,0.315919995307922
Bhutan,BTN,1979,0.4060899913311
Bhutan,BTN,1980,0.293330013751984
Bhutan,BTN,1983,0.212349995970726
Bhutan,BTN,1999,0.580600023269653
Bhutan,BTN,2005,0.669679999351501
Bhutan,BTN,2006,0.613229990005493
Bhutan,BTN,2007,0.565949976444244
Bhutan,BTN,2008,0.582970023155212
Bhutan,BTN,2009,0.611649990081787
Bhutan,BTN,2010,0.611299991607666
Bhutan,BTN,2011,0.684769988059998
Bhutan,BTN,2012,0.68870997428894
Bhutan,BTN,2013,0.735780000686646
Bolivia,BOL,2007,0.836419999599457
Bosnia and Herzegovina,BIH,2005,1.33089995384216
Bosnia and Herzegovina,BIH,2006,1.30088996887207
Bosnia and Herzegovina,BIH,2007,1.31497001647949
Bosnia and Herzegovina,BIH,2008,1.34177005290985
Bosnia and Herzegovina,BIH,2009,1.34803998470306
Bosnia and Herzegovina,BIH,2010,1.34662997722626
Bosnia and Herzegovina,BIH,2011,1.33401000499725
Bosnia and Herzegovina,BIH,2012,1.32298994064331
Bosnia and Herzegovina,BIH,2013,1.31303000450134
Bosnia and Herzegovina,BIH,2014,1.33728003501892
Botswana,BWA,1972,0.413859993219376
Botswana,BWA,1973,0.396809995174408
Botswana,BWA,1974,0.491310000419617
Botswana,BWA,1975,0.474469989538193
Botswana,BWA,1976,0.523280024528503
Botswana,BWA,1977,0.544350028038025
Botswana,BWA,1978,0.522449970245361
Botswana,BWA,1979,0.597819983959198
Botswana,BWA,1980,0.526910006999969
Botswana,BWA,1981,0.516019999980927
Botswana,BWA,1982,0.478199988603592
Botswana,BWA,1983,0.529820024967194
Botswana,BWA,1984,0.494109988212585
Botswana,BWA,1985,0.822780013084412
Botswana,BWA,1987,0.865339994430542
Botswana,BWA,1991,0.730369985103607
Botswana,BWA,1993,0.79992002248764
Botswana,BWA,1994,0.731379985809326
Botswana,BWA,1995,0.909860014915466
Botswana,BWA,1996,0.90692001581192
Botswana,BWA,1998,0.922290027141571
Botswana,BWA,1999,0.939239978790283
Botswana,BWA,2000,0.937950015068054
Botswana,BWA,2001,0.926800012588501
Botswana,BWA,2002,0.999149978160858
Botswana,BWA,2003,1.00186002254486
Botswana,BWA,2004,0.890890002250671
Botswana,BWA,2005,0.887730002403259
Botswana,BWA,2006,0.818069994449615
Botswana,BWA,2012,1.32567000389099
Botswana,BWA,2013,1.24890005588531
Botswana,BWA,2014,1.36893999576569
Brazil,BRA,1999,1.24592995643616
Brazil,BRA,2001,1.24784994125366
Brazil,BRA,2002,1.30813002586365
Brazil,BRA,2003,1.31454002857208
Brazil,BRA,2004,1.28409004211426
Brazil,BRA,2005,1.28579998016357
Brazil,BRA,2007,1.2652200460434
Brazil,BRA,2008,1.29317998886108
Brazil,BRA,2009,1.32151997089386
Brazil,BRA,2011,1.31335997581482
Brazil,BRA,2012,1.34074997901917
Brazil,BRA,2013,1.35101997852325
Brunei,BRN,1977,1.32258999347687
Brunei,BRN,1979,1.63915002346039
Brunei,BRN,1983,0.955359995365143
Brunei,BRN,1984,1.87165999412537
Brunei,BRN,1986,1.09347999095917
Brunei,BRN,1987,1.09913003444672
Brunei,BRN,1992,1.3619099855423
Brunei,BRN,1993,1.39599001407623
Brunei,BRN,1994,1.42014002799988
Brunei,BRN,1998,1.80637001991272
Brunei,BRN,1999,1.83580005168915
Brunei,BRN,2000,1.68456995487213
Brunei,BRN,2001,1.54395997524261
Brunei,BRN,2002,1.6131500005722
Brunei,BRN,2003,1.7806099653244
Brunei,BRN,2004,1.92691004276276
Brunei,BRN,2005,1.98058998584747
Brunei,BRN,2006,1.93765997886658
Brunei,BRN,2007,1.86600005626678
Brunei,BRN,2008,2.01032996177673
Brunei,BRN,2009,1.79288995265961
Brunei,BRN,2010,1.86665999889374
Brunei,BRN,2011,1.75419998168945
Brunei,BRN,2012,1.7443699836731
Brunei,BRN,2013,1.81992995738983
Brunei,BRN,2014,1.68727004528046
Bulgaria,BGR,1971,1.06295001506805
Bulgaria,BGR,1972,1.17541003227234
Bulgaria,BGR,1973,1.21298003196716
Bulgaria,BGR,1974,1.27722001075745
Bulgaria,BGR,1975,1.36103999614716
Bulgaria,BGR,1976,1.39203000068665
Bulgaria,BGR,1977,1.44247996807098
Bulgaria,BGR,1978,1.7480800151825
Bulgaria,BGR,1979,1.44491004943848
Bulgaria,BGR,1980,1.40910995006561
Bulgaria,BGR,1981,1.35025000572205
Bulgaria,BGR,1982,1.2268500328064
Bulgaria,BGR,1983,1.1841299533844
Bulgaria,BGR,1984,1.20483005046844
Bulgaria,BGR,1985,1.2146600484848
Bulgaria,BGR,1986,1.25196003913879
Bulgaria,BGR,1987,1.29477000236511
Bulgaria,BGR,1988,1.30968999862671
Bulgaria,BGR,1989,1.22844994068146
Bulgaria,BGR,1990,1.15389001369476
Bulgaria,BGR,1991,1.1021900177002
Bulgaria,BGR,1992,1.19132995605469
Bulgaria,BGR,1993,1.39177000522614
Bulgaria,BGR,1994,1.48731994628906
Bulgaria,BGR,1995,1.59714996814728
Bulgaria,BGR,1996,1.70422995090485
Bulgaria,BGR,1997,1.65775001049042
Bulgaria,BGR,1998,1.63636004924774
Bulgaria,BGR,1999,1.54314994812012
Bulgaria,BGR,2000,1.41276001930237
Bulgaria,BGR,2001,1.36111998558044
Bulgaria,BGR,2002,1.24198997020721
Bulgaria,BGR,2003,1.1875
Bulgaria,BGR,2004,1.17504000663757
Bulgaria,BGR,2005,1.1588499546051
Bulgaria,BGR,2006,1.22413003444672
Bulgaria,BGR,2007,1.23636996746063
Bulgaria,BGR,2008,1.31807005405426
Bulgaria,BGR,2009,1.3306599855423
Bulgaria,BGR,2010,1.32456994056702
Bulgaria,BGR,2011,1.30181002616882
Bulgaria,BGR,2012,1.27462995052338
Bulgaria,BGR,2013,1.26805996894836
Bulgaria,BGR,2014,1.25330996513367
Burkina Faso,BFA,1971,0.176780000329018
Burkina Faso,BFA,1972,0.117729999125004
Burkina Faso,BFA,1973,0.157309994101524
Burkina Faso,BFA,1974,0.20770999789238
Burkina Faso,BFA,1975,0.255620002746582
Burkina Faso,BFA,1976,0.245700001716614
Burkina Faso,BFA,1977,0.265430003404617
Burkina Faso,BFA,1978,0.268790006637573
Burkina Faso,BFA,1979,0.248349994421005
Burkina Faso,BFA,1980,0.28371000289917
Burkina Faso,BFA,1981,0.270969986915588
Burkina Faso,BFA,1982,0.268970012664795
Burkina Faso,BFA,1983,0.283069998025894
Burkina Faso,BFA,1984,0.282029986381531
Burkina Faso,BFA,1985,0.294110000133514
Burkina Faso,BFA,1986,0.298429995775223
Burkina Faso,BFA,1987,0.312830001115799
Burkina Faso,BFA,1988,0.315349996089935
Burkina Faso,BFA,1989,0.315259993076324
Burkina Faso,BFA,1990,0.29721999168396
Burkina Faso,BFA,1991,0.300300002098084
Burkina Faso,BFA,1992,0.291249990463257
Burkina Faso,BFA,1993,0.296460002660751
Burkina Faso,BFA,1994,0.319759994745255
Burkina Faso,BFA,1995,0.284700006246567
Burkina Faso,BFA,1996,0.319990009069443
Burkina Faso,BFA,1997,0.295749992132187
Burkina Faso,BFA,1999,0.29789999127388
Burkina Faso,BFA,2002,0.345070004463196
Burkina Faso,BFA,2003,0.293000012636185
Burkina Faso,BFA,2005,0.451389998197556
Burkina Faso,BFA,2006,0.45796000957489
Burkina Faso,BFA,2007,0.456019997596741
Burkina Faso,BFA,2008,0.494639992713928
Burkina Faso,BFA,2009,0.483429998159409
Burkina Faso,BFA,2010,0.478969991207123
Burkina Faso,BFA,2011,0.496289998292923
Burkina Faso,BFA,2012,0.495420008897781
Burkina Faso,BFA,2013,0.49219998717308
Burundi,BDI,1971,0.0557899996638298
Burundi,BDI,1972,0.0727500021457672
Burundi,BDI,1973,0.11472000181675
Burundi,BDI,1974,0.22053000330925
Burundi,BDI,1975,0.118929997086525
Burundi,BDI,1976,0.119869999587536
Burundi,BDI,1979,0.192210003733635
Burundi,BDI,1980,0.234510004520416
Burundi,BDI,1981,0.309859991073608
Burundi,BDI,1982,0.309729993343353
Burundi,BDI,1984,0.349029988050461
Burundi,BDI,1985,0.337399989366531
Burundi,BDI,1986,0.305889993906021
Burundi,BDI,1987,0.355269998311996
Burundi,BDI,1988,0.320760011672974
Burundi,BDI,1989,0.352470010519028
Burundi,BDI,1990,0.410809993743896
