Entity,Code,Year,All staff compensation as % of total expenditure in public institutions (%) (%)
Poland,POL,2011,62.683650970459
Poland,POL,2012,62.7386703491211
Portugal,PRT,1998,82.5345993041992
Portugal,PRT,1999,84.3556976318359
Portugal,PRT,2000,86.0364685058594
Portugal,PRT,2001,85.8650970458984
Portugal,PRT,2002,90.6939697265625
Portugal,PRT,2003,87.2576217651367
Portugal,PRT,2004,86.8880920410156
Portugal,PRT,2005,86.1758117675781
Portugal,PRT,2006,85.3911819458008
Portugal,PRT,2007,83.0297393798828
Portugal,PRT,2008,84.1841583251953
Portugal,PRT,2009,81.5371017456055
Portugal,PRT,2010,84.1096725463867
Portugal,PRT,2011,85.0038681030273
Puerto Rico,PRI,2013,57.5017890930176
Qatar,QAT,2014,22.6646003723145
Romania,ROU,1998,64.473258972168
Romania,ROU,2001,66.0014419555664
Romania,ROU,2002,61.1256217956543
Romania,ROU,2003,63.2650718688965
Romania,ROU,2004,66.8565673828125
Romania,ROU,2005,59.1434211730957
Romania,ROU,2007,40.8767890930176
Romania,ROU,2009,64.5429306030273
Romania,ROU,2010,62.1503410339355
Romania,ROU,2011,55.5752792358398
Romania,ROU,2012,57.3134002685547
Russia,RUS,2012,66.3977203369141
Rwanda,RWA,1999,49.4811592102051
Rwanda,RWA,2000,47.287181854248
Rwanda,RWA,2001,33.7943115234375
Rwanda,RWA,2010,58.7270317077637
Rwanda,RWA,2011,54.7730484008789
Saint Kitts and Nevis,KNA,1998,57.3296203613281
Saint Lucia,LCA,1999,92.8872680664063
Saint Lucia,LCA,2004,73.2383880615234
Saint Lucia,LCA,2006,45.2743186950684
Saint Vincent and the Grenadines,VCT,2000,62.7041511535645
Saint Vincent and the Grenadines,VCT,2002,45.3901290893555
Saint Vincent and the Grenadines,VCT,2005,51.8580589294434
Saint Vincent and the Grenadines,VCT,2007,98.5568923950195
Saint Vincent and the Grenadines,VCT,2009,90.6674880981445
Saint Vincent and the Grenadines,VCT,2010,94.4169464111328
San Marino,SMR,2010,95.8263397216797
San Marino,SMR,2011,95.006233215332
Senegal,SEN,2010,58.1100807189941
Serbia,SRB,2007,71.6223526000977
Serbia,SRB,2008,73.0710906982422
Serbia,SRB,2009,76.1758575439453
Serbia,SRB,2010,75.0886764526367
Serbia,SRB,2011,75.0086517333984
Serbia,SRB,2012,75.0550689697266
Serbia,SRB,2013,76.4602813720703
Seychelles,SYC,2002,66.423210144043
Seychelles,SYC,2003,59.325611114502
Seychelles,SYC,2006,56.7471389770508
Seychelles,SYC,2011,71.3044891357422
Sierra Leone,SLE,2007,71.4954681396484
Sierra Leone,SLE,2008,72.3056793212891
Sierra Leone,SLE,2009,66.8693084716797
Sierra Leone,SLE,2010,69.1342086791992
Sierra Leone,SLE,2011,74.3195114135742
Slovakia,SVK,1999,73.8600311279297
Slovakia,SVK,2000,68.2484283447266
Slovakia,SVK,2001,68.1331481933594
Slovakia,SVK,2002,65.9152679443359
Slovakia,SVK,2003,59.5660781860352
Slovakia,SVK,2004,56.9654998779297
Slovakia,SVK,2005,60.2248306274414
Slovakia,SVK,2006,59.0150909423828
Slovakia,SVK,2007,60.6004600524902
Slovakia,SVK,2008,57.7188682556152
Slovakia,SVK,2009,56.4822998046875
Slovakia,SVK,2010,56.9782295227051
Slovakia,SVK,2011,57.3795700073242
Slovakia,SVK,2012,57.7205581665039
Slovakia,SVK,2013,58.1677398681641
Slovenia,SVN,2003,69.3909301757813
Slovenia,SVN,2004,69.4158782958984
Slovenia,SVN,2005,69.3945388793945
Slovenia,SVN,2006,68.0367431640625
Slovenia,SVN,2007,68.9744262695313
Slovenia,SVN,2008,67.1634063720703
Slovenia,SVN,2009,68.5600814819336
Slovenia,SVN,2010,69.9877319335938
Slovenia,SVN,2011,69.8982009887695
Slovenia,SVN,2012,69.8060531616211
South Africa,ZAF,2003,86.6211395263672
South Africa,ZAF,2005,66.2759170532227
South Africa,ZAF,2006,69.848030090332
South Africa,ZAF,2014,67.1871719360352
South Korea,KOR,1998,57.8318099975586
South Korea,KOR,1999,66.3882904052734
South Korea,KOR,2002,56.2194786071777
South Korea,KOR,2003,54.023380279541
South Korea,KOR,2004,56.6023483276367
South Korea,KOR,2005,58.6620292663574
South Korea,KOR,2006,61.8990516662598
South Korea,KOR,2007,59.245548248291
South Korea,KOR,2008,60.3074607849121
South Korea,KOR,2009,55.7588691711426
South Korea,KOR,2012,58.2946014404297
Spain,ESP,1999,77.5755767822266
Spain,ESP,2000,77.5912780761719
Spain,ESP,2001,77.7339172363281
Spain,ESP,2002,75.9152984619141
Spain,ESP,2003,75.1509628295898
Spain,ESP,2004,74.0219573974609
Spain,ESP,2005,73.452278137207
Spain,ESP,2006,72.3346862792969
Spain,ESP,2007,70.6958999633789
Spain,ESP,2008,70.4161834716797
Spain,ESP,2009,71.3706207275391
Spain,ESP,2010,71.5629119873047
Spain,ESP,2011,71.5629119873047
Spain,ESP,2012,75.7609405517578
Spain,ESP,2013,74.6173400878906
Sri Lanka,LKA,2009,75.0986633300781
Sri Lanka,LKA,2010,75.5459823608398
Sri Lanka,LKA,2011,73.5208587646484
Sri Lanka,LKA,2012,71.5600814819336
Sri Lanka,LKA,2013,69.7498168945313
Sweden,SWE,1998,58.3952293395996
Sweden,SWE,1999,61.7738609313965
Sweden,SWE,2000,61.7093200683594
Sweden,SWE,2001,63.9206695556641
Sweden,SWE,2003,64.7255477905273
Sweden,SWE,2004,65.4589691162109
Sweden,SWE,2005,64.9758834838867
Sweden,SWE,2006,63.2717704772949
Sweden,SWE,2007,64.2030029296875
Sweden,SWE,2008,63.5290412902832
Sweden,SWE,2009,63.2913093566895
Sweden,SWE,2010,63.1256790161133
Sweden,SWE,2011,63.4278907775879
Sweden,SWE,2012,65.1723403930664
Sweden,SWE,2013,64.9706878662109
Switzerland,CHE,1998,74.7802200317383
Switzerland,CHE,1999,74.4310913085938
Switzerland,CHE,2000,75.787712097168
Switzerland,CHE,2001,75.4050674438477
Switzerland,CHE,2002,74.8545227050781
Switzerland,CHE,2003,75.8347473144531
Switzerland,CHE,2004,75.6377792358398
Switzerland,CHE,2005,75.3263168334961
Switzerland,CHE,2006,75.4552612304688
Switzerland,CHE,2007,76.8857116699219
Switzerland,CHE,2008,76.552116394043
Switzerland,CHE,2009,74.6295471191406
Switzerland,CHE,2010,75.1917419433594
Switzerland,CHE,2011,74.9708480834961
Switzerland,CHE,2012,75.3224716186523
Thailand,THA,2010,50.901481628418
Thailand,THA,2011,39.5199317932129
Thailand,THA,2012,43.7273101806641
Thailand,THA,2013,49.2065010070801
Timor,TLS,2009,56.0715293884277
Timor,TLS,2010,37.7784805297852
Timor,TLS,2011,40.0664291381836
Timor,TLS,2012,61.3556709289551
Timor,TLS,2013,55.9099884033203
Timor,TLS,2014,49.5368804931641
Togo,TGO,1998,62.9277191162109
Togo,TGO,2000,69.0539703369141
Togo,TGO,2009,91.9828109741211
Togo,TGO,2010,74.6653213500977
Togo,TGO,2011,77.3131713867188
Togo,TGO,2014,86.5572662353516
Tunisia,TUN,1999,73.4120330810547
Tunisia,TUN,2000,77.2958679199219
Turkey,TUR,1999,75.4429626464844
Turkey,TUR,2000,75.9012069702148
Turkey,TUR,2001,77.2014312744141
Turkey,TUR,2002,78.7109222412109
Turkey,TUR,2003,75.5705718994141
Turkey,TUR,2004,66.3049087524414
Turkey,TUR,2006,74.5658264160156
Turkey,TUR,2011,68.0211334228516
Turks and Caicos Islands,TCA,1998,52.3809509277344
Turks and Caicos Islands,TCA,1999,43.0971488952637
Turks and Caicos Islands,TCA,2000,50.0582313537598
Turks and Caicos Islands,TCA,2001,57.5877304077148
Turks and Caicos Islands,TCA,2002,61.0984497070313
Turks and Caicos Islands,TCA,2005,69.4721374511719
Uganda,UGA,2004,62.7442092895508
Uganda,UGA,2009,70.8261413574219
Uganda,UGA,2013,66.4825592041016
Ukraine,UKR,1998,47.9053497314453
United Kingdom,GBR,1998,64.9849395751953
United Kingdom,GBR,1999,64.6305389404297
United Kingdom,GBR,2000,71.8007736206055
United Kingdom,GBR,2001,69.715217590332
United Kingdom,GBR,2002,70.4165267944336
United Kingdom,GBR,2003,70.4632720947266
United Kingdom,GBR,2004,63.8921012878418
United Kingdom,GBR,2005,73.4903793334961
United Kingdom,GBR,2006,68.3299407958984
United Kingdom,GBR,2007,72.7325210571289
United Kingdom,GBR,2008,71.5406494140625
United Kingdom,GBR,2009,70.4730834960938
United Kingdom,GBR,2010,58.7913513183594
United Kingdom,GBR,2011,76.8241577148438
United Kingdom,GBR,2013,75.0179214477539
United States,USA,1998,72.1425399780273
United States,USA,1999,71.5157699584961
United States,USA,2000,68.3512420654297
United States,USA,2001,68.1164169311523
United States,USA,2002,65.9843826293945
United States,USA,2003,66.2367477416992
United States,USA,2004,68.3949432373047
United States,USA,2005,67.6489868164063
United States,USA,2006,66.9524765014648
United States,USA,2007,66.6531829833984
United States,USA,2008,66.5430297851563
United States,USA,2009,66.9447479248047
United States,USA,2010,69.4044723510742
United States,USA,2011,69.3916397094727
Uruguay,URY,1999,79.0344696044922
Uruguay,URY,2000,81.3919677734375
Uruguay,URY,2001,51.9319686889648
Uruguay,URY,2002,57.4092712402344
Uruguay,URY,2003,58.8878898620605
Uruguay,URY,2004,66.9918212890625
Uruguay,URY,2005,80.7502136230469
Uruguay,URY,2006,80.1853332519531
Uruguay,URY,2011,80.4605331420898
Vanuatu,VUT,1998,67.5569915771484
Vanuatu,VUT,1999,75.4202728271484
Vanuatu,VUT,2000,80.5843124389648
Vanuatu,VUT,2001,51.6538505554199
Vanuatu,VUT,2008,87.405891418457
Vanuatu,VUT,2009,89.5325622558594
Venezuela,VEN,2009,76.940071105957
Vietnam,VNM,2010,64.3994216918945
Zambia,ZMB,2000,93.8952789306641
Zambia,ZMB,2004,72.9921493530273
