Entity,Code,Year,Female share in agriculture (%),Female share in industry (%),Female share in services (%)
South Korea,KOR,1980,43.7,31.34,38.4
South Korea,KOR,1981,43.66,30.69,38.54
South Korea,KOR,1982,43.76,30.79,41.19
South Korea,KOR,1983,43.08,30.96,42.23
South Korea,KOR,1984,42.64,30.18,41.56
South Korea,KOR,1985,43.37,30.88,42.13
South Korea,KOR,1986,44.27,32.74,42.41
South Korea,KOR,1987,44.89,34.91,42.51
South Korea,KOR,1988,44.55,35.28,41.89
South Korea,KOR,1989,45.61,35.68,42.55
South Korea,KOR,1990,46.18,34.75,43.27
South Korea,KOR,1991,45.86,33.54,43.88
South Korea,KOR,1992,47.88,31.5,44.2
South Korea,KOR,1993,48.21,30.18,44.74
South Korea,KOR,1994,48.23,29.28,45.54
South Korea,KOR,1995,48.27,28.71,46.03
South Korea,KOR,1996,48.17,28.47,46.46
South Korea,KOR,1997,48.71,27.58,47.14
South Korea,KOR,1998,48.19,26.86,45.45
South Korea,KOR,1999,46.96,28.25,45.76
South Korea,KOR,2000,47.84,28.22,46.43
South Korea,KOR,2001,47.3,28.17,46.72
South Korea,KOR,2003,47.35,26.75,46.53
South Korea,KOR,2004,47.45,26.93,46.98
South Korea,KOR,2005,46.83,25.83,47.57
South Korea,KOR,2006,46.95,25.53,47.89
South Korea,KOR,2007,47.06,25.29,47.83
South Korea,KOR,2008,46.24,25.03,47.79
South Korea,KOR,2009,44.77,23.45,47.71
South Korea,KOR,2010,43.58,23.97,47.84
South Korea,KOR,2011,44.29,24.22,47.64
South Korea,KOR,2012,43.1,23.84,47.89
South Korea,KOR,2013,42.76,23.3,48.3
South Korea,KOR,2014,42.38,23.36,48.61
South Korea,KOR,2015,42.3,23.18,49.15
South Korea,KOR,2016,41.75,22.69,49.38
Spain,ESP,1986,25.03,15.45,39.11
Spain,ESP,1987,25.46,15.82,39.8
Spain,ESP,1988,26.43,16.49,40.6
Spain,ESP,1989,26.69,16.23,41.42
Spain,ESP,1990,26.92,16.22,42.02
Spain,ESP,1991,26.51,16.15,42.7
Spain,ESP,1992,27.28,16.42,42.84
Spain,ESP,1993,27.51,16.25,43.27
Spain,ESP,1994,26.45,16.08,43.78
Spain,ESP,1995,27.09,15.81,44.28
Spain,ESP,1996,25.41,16.02,44.68
Spain,ESP,1997,25.56,16.07,45.56
Spain,ESP,1998,24.26,15.8,45.81
Spain,ESP,1999,25.09,15.75,46.81
Spain,ESP,2000,26.22,17.24,47.42
Spain,ESP,2001,25.43,16.93,48.39
Spain,ESP,2002,25.19,17.54,49.24
Spain,ESP,2003,26.45,16.77,50.25
Spain,ESP,2004,26.31,16.7,51.13
Spain,ESP,2005,26.76,16.91,51.88
Spain,ESP,2006,27.8,16.15,52.73
Spain,ESP,2007,27.01,16.51,53.24
Spain,ESP,2008,26.89,17.08,53.56
Spain,ESP,2009,26.03,17.98,53.77
Spain,ESP,2010,25.82,18.47,53.56
Spain,ESP,2011,26.18,18.41,53.69
Spain,ESP,2012,26.06,19.98,53.63
Spain,ESP,2013,23.82,19.64,53.64
Spain,ESP,2014,24.11,19.81,53.31
Spain,ESP,2015,23.2,19.81,53.27
Spain,ESP,2016,23.07,19.6,53.38
Sri Lanka,LKA,1981,27.72,23.48,23.46
Sri Lanka,LKA,1985,33.21,32.05,26.41
Sri Lanka,LKA,1993,33.87,34.32,26.79
Sri Lanka,LKA,1994,34.06,40.99,24.04
Sri Lanka,LKA,1995,34.6,38.13,25.59
Sri Lanka,LKA,1996,36.61,34.65,28.12
Sri Lanka,LKA,1998,41.29,34.69,28.77
Sri Lanka,LKA,2002,37.83,35.36,30.13
Sri Lanka,LKA,2003,35.87,34.15,28.95
Sri Lanka,LKA,2004,36.99,34.49,29.3
Sri Lanka,LKA,2005,35.71,34.17,31.53
Sri Lanka,LKA,2006,41.32,36.98,30.17
Sri Lanka,LKA,2007,39.97,34.54,30.15
Sri Lanka,LKA,2008,40.76,35.02,33.64
Sri Lanka,LKA,2009,38.98,34.92,32.4
Sri Lanka,LKA,2010,38.59,34.19,30.05
Sri Lanka,LKA,2011,38.01,33.24,29.7
Sri Lanka,LKA,2012,35.66,31.92,30.54
Sri Lanka,LKA,2013,38.79,33.63,32.19
Sri Lanka,LKA,2014,38.21,33.33,31.65
Sri Lanka,LKA,2015,39.35,34.47,32.56
Sri Lanka,LKA,2016,39.52,33.89,33.43
Suriname,SUR,1990,23.42,14.91,45.84
Suriname,SUR,1992,26.51,11.75,41.94
Suriname,SUR,1993,18.05,12.9,42.96
Suriname,SUR,1994,12.92,12.39,42.35
Suriname,SUR,1995,15.97,7.27,44.86
Suriname,SUR,1996,10.31,8.12,46.81
Suriname,SUR,1997,18.71,8.2,44.1
Suriname,SUR,1998,18.39,12.66,41.99
Suriname,SUR,1999,10.21,1.3,44.08
Sweden,SWE,1990,25.21,,
Sweden,SWE,1991,27.01,,
Sweden,SWE,1992,27.53,,
Sweden,SWE,1993,26.34,,
Sweden,SWE,1994,25.45,,
Sweden,SWE,1995,26.82,22.18,58.78
Sweden,SWE,1996,28.07,22.47,58.75
Sweden,SWE,1997,27.62,21.94,58.1
Sweden,SWE,1998,25.28,22.34,57.72
Sweden,SWE,1999,25.24,22.31,57.59
Sweden,SWE,2000,26.26,22.21,57.34
Sweden,SWE,2001,26.23,22.49,56.9
Sweden,SWE,2002,22.71,21.59,57.34
Sweden,SWE,2003,21.35,20.89,57.31
Sweden,SWE,2004,20.94,20.86,57.11
Sweden,SWE,2005,22.01,20.12,56.56
Sweden,SWE,2006,21.14,20.07,56.06
Sweden,SWE,2007,20.05,19.97,56.02
Sweden,SWE,2008,20.06,18.32,56.11
Sweden,SWE,2009,21.33,18.15,55.95
Sweden,SWE,2010,21.65,18.31,58.09
Sweden,SWE,2011,21.43,18.28,58.34
Sweden,SWE,2012,23,19.32,58.04
Sweden,SWE,2013,22.99,19.86,57.52
Sweden,SWE,2014,22.34,18.71,57.98
Sweden,SWE,2015,24.03,18.24,57.57
Sweden,SWE,2016,25.44,18.24,55.06
Switzerland,CHE,1996,32.94,24.56,51.11
Switzerland,CHE,1997,35.22,23.9,51.47
Switzerland,CHE,1998,35.95,22.42,52.09
Switzerland,CHE,1999,33.59,22.4,52.22
Switzerland,CHE,2000,36.41,21.84,52.48
Switzerland,CHE,2001,34.55,22.4,52.57
Switzerland,CHE,2002,35.31,22.56,53.13
Switzerland,CHE,2003,34.71,22.55,52.59
Switzerland,CHE,2004,33.44,22.86,52.49
Switzerland,CHE,2005,33.01,22.24,53.1
Switzerland,CHE,2006,32.27,22.44,53.15
Switzerland,CHE,2007,31.58,21.56,53.29
Switzerland,CHE,2008,33.32,22.28,52.78
Switzerland,CHE,2009,34.12,22.01,53.03
Switzerland,CHE,2010,34.87,21.54,52.99
Switzerland,CHE,2011,36.91,21.17,53.16
Switzerland,CHE,2012,38.13,21.7,52.93
Switzerland,CHE,2013,36.03,22.42,53.31
Switzerland,CHE,2014,34.82,22.87,53.28
Switzerland,CHE,2015,38.59,22.46,53.12
Switzerland,CHE,2016,39.53,22.33,53.38
Syria,SYR,1970,14.25,6.69,7.37
Syria,SYR,1971,27.11,8.72,7.43
Syria,SYR,1972,30.78,7.83,8.24
Syria,SYR,1973,32.84,7.67,7.5
Syria,SYR,1974,25.4,7.5,8.08
Syria,SYR,1975,34.53,7.51,8.7
Syria,SYR,1976,10.84,7.1,9.39
Syria,SYR,1977,29.26,9.6,10.19
Syria,SYR,1978,20.83,8.49,10.98
Syria,SYR,1979,29.05,7.11,11.17
Syria,SYR,1983,23.61,5.18,12.76
Syria,SYR,1984,24.95,5.55,12.5
Syria,SYR,1989,27.38,7.04,13.28
Syria,SYR,1991,31.84,5.13,13.55
Syria,SYR,2001,30.59,5.06,14.75
Syria,SYR,2002,35.28,4.67,15.11
Syria,SYR,2006,17.83,4,16.01
Syria,SYR,2007,17.5,3.4,16.2
Syria,SYR,2008,23.85,,
Syria,SYR,2009,16.11,,
Syria,SYR,2010,18.82,,
Syria,SYR,2011,11.56,3.76,17.58
Taiwan,TWN,2001,27.66,32.05,48.32
Taiwan,TWN,2002,27.46,32.28,48.89
Taiwan,TWN,2003,28.3,32.46,49.17
Taiwan,TWN,2004,28.66,32.25,49.53
Taiwan,TWN,2005,28.64,31.72,50.1
Taiwan,TWN,2006,28.88,31.5,50.8
Taiwan,TWN,2007,30.39,31.59,51.39
Taiwan,TWN,2008,30.22,31.69,51.77
Taiwan,TWN,2009,30.02,31.85,52.32
Taiwan,TWN,2010,30.18,31.92,52.54
Taiwan,TWN,2011,28.78,31.71,52.79
Taiwan,TWN,2012,27.52,31.54,53.07
Taiwan,TWN,2013,27.99,31.6,53.35
Taiwan,TWN,2014,28.6,31.43,53.59
Taiwan,TWN,2015,27.39,31.33,53.68
Taiwan,TWN,2016,27.29,31.29,53.74
Tajikistan,TJK,2004,55.75,10.99,31.01
Tajikistan,TJK,2009,55.9,14.99,35.94
Tanzania,TZA,2001,51.77,23.34,49.13
Tanzania,TZA,2006,53.34,28.54,48.28
Tanzania,TZA,2014,51.37,24.69,49.99
Thailand,THA,1971,48.19,39.89,40.73
Thailand,THA,1972,46.09,37.3,43.38
Thailand,THA,1973,45.83,32.45,42.96
Thailand,THA,1974,42.96,39.55,42.77
Thailand,THA,1975,43.85,39.62,42.72
Thailand,THA,1976,42.68,40.99,41.81
Thailand,THA,1977,44.59,36.7,44.29
Thailand,THA,1978,45.78,35.15,43.98
Thailand,THA,1979,44.97,36.27,45.5
Thailand,THA,1980,49.51,35.7,45.41
Thailand,THA,1981,47.88,36.14,45.32
Thailand,THA,1982,47.25,36.73,46.57
Thailand,THA,1983,45.44,37.03,46.04
Thailand,THA,1984,45.76,34.51,46.63
Thailand,THA,1986,47.1,37,47.37
Thailand,THA,1987,46.38,39.84,48.45
Thailand,THA,1988,47.4,37.65,48.98
Thailand,THA,1989,47.52,39.83,48.49
Thailand,THA,1990,47.38,40.83,48.24
Thailand,THA,1991,46.27,40.73,48.22
Thailand,THA,1992,46.91,38.94,48.48
Thailand,THA,1993,46.31,39.47,48.65
Thailand,THA,1994,46.8,39.28,48.71
Thailand,THA,1995,46.7,39.35,47.3
Thailand,THA,1996,46.3,37.81,47.65
Thailand,THA,1997,46.38,38.74,48
Thailand,THA,1998,43.96,40.2,49.53
Thailand,THA,1999,43.29,41.34,48.83
Thailand,THA,2000,43.78,40.89,49.14
Thailand,THA,2001,42.48,43.87,48.44
Thailand,THA,2002,42.85,42.91,48.88
Thailand,THA,2003,42.59,42.74,49.25
Thailand,THA,2004,42.74,41.87,48.89
Thailand,THA,2005,44.33,42.8,50.66
Thailand,THA,2006,44.14,42.35,50.05
Thailand,THA,2007,44.22,42.89,50.21
Thailand,THA,2008,43.74,42.75,50.38
Thailand,THA,2009,42.78,41.22,50.73
Thailand,THA,2010,43.07,40.31,50.86
Thailand,THA,2011,44.17,39.85,51.46
Thailand,THA,2012,44.06,40.6,50.98
Thailand,THA,2013,42.63,39.39,51.41
Thailand,THA,2014,42.38,39.85,51
Thailand,THA,2015,42.1,40.02,51.12
Thailand,THA,2016,42.39,39.77,51.45
Timor,TLS,2010,31.37,25.03,33.82
Timor,TLS,2013,39,20.06,34.03
Togo,TGO,2011,43.54,55.56,54.55
Tonga,TON,1984,2.08,27.5,50.34
Tonga,TON,2003,5.91,74.05,43.56
Trinidad and Tobago,TTO,1971,26.32,12.61,39.01
Trinidad and Tobago,TTO,1973,24.15,14.05,37.23
Trinidad and Tobago,TTO,1974,25.82,15.16,36.75
Trinidad and Tobago,TTO,1975,24.38,14.12,36.1
Trinidad and Tobago,TTO,1977,23.27,15.77,38.47
Trinidad and Tobago,TTO,1978,24.21,15.45,39.49
Trinidad and Tobago,TTO,1979,22.61,15.99,39.89
Trinidad and Tobago,TTO,1980,25.51,17.53,40.4
Trinidad and Tobago,TTO,1981,29.32,15.9,41.79
Trinidad and Tobago,TTO,1982,23.21,17.91,43.71
Trinidad and Tobago,TTO,1983,21.93,16.04,42.74
Trinidad and Tobago,TTO,1984,26.32,16.9,43.51
Trinidad and Tobago,TTO,1985,22.93,16.51,44.25
Trinidad and Tobago,TTO,1986,22.07,13.45,43.96
Trinidad and Tobago,TTO,1987,20.51,13.77,44.11
Trinidad and Tobago,TTO,1988,22.41,15.73,43.79
Trinidad and Tobago,TTO,1989,17.98,15.14,43.81
Trinidad and Tobago,TTO,1990,16.49,16.04,42.66
Trinidad and Tobago,TTO,1991,18.51,18.39,44.27
Trinidad and Tobago,TTO,1992,16.67,18.46,45.77
Trinidad and Tobago,TTO,1993,17.47,18.37,45.71
Trinidad and Tobago,TTO,1994,17.7,18.75,46.05
Trinidad and Tobago,TTO,1995,16.78,17.71,46.04
Trinidad and Tobago,TTO,1996,17.14,18.08,46.39
Trinidad and Tobago,TTO,1997,14.87,17.15,46.83
Trinidad and Tobago,TTO,1998,15.13,16.95,47.56
Trinidad and Tobago,TTO,1999,12.85,17.11,48.09
Trinidad and Tobago,TTO,2000,14.88,17.58,47.94
Trinidad and Tobago,TTO,2001,14.64,16.01,48.61
Trinidad and Tobago,TTO,2002,11.08,18.49,48.49
Trinidad and Tobago,TTO,2003,13.06,17.43,49.33
Trinidad and Tobago,TTO,2004,16.92,19.42,49.92
Trinidad and Tobago,TTO,2005,15.73,20.54,51.25
Trinidad and Tobago,TTO,2006,18.22,20.69,51.55
Trinidad and Tobago,TTO,2007,18.75,18.71,51.38
Trinidad and Tobago,TTO,2008,19.65,19.57,52.88
Tunisia,TUN,1989,17.17,25.57,16.02
Tunisia,TUN,2008,26.43,23.91,27.55
Tunisia,TUN,2009,26.54,22.16,27.97
Tunisia,TUN,2010,27.93,22.2,27.16
Tunisia,TUN,2011,21.68,21.68,27.15
Tunisia,TUN,2012,22.45,22.83,27.79
Turkey,TUR,1982,24.12,10.64,12.17
Turkey,TUR,1983,17.53,9.91,11.72
Turkey,TUR,1984,22.18,10.43,11.88
Turkey,TUR,1985,53.03,12.26,11.1
Turkey,TUR,1988,50.2,12.28,12.79
Turkey,TUR,1989,51.14,14.08,13.43
Turkey,TUR,1990,50.88,14.85,14.02
Turkey,TUR,1991,48.93,12.44,13.53
Turkey,TUR,1992,47.37,15.19,14.53
Turkey,TUR,1993,41.55,13.12,14.16
Turkey,TUR,1994,46.84,13.45,15.45
Turkey,TUR,1995,46.68,12.6,15.72
Turkey,TUR,1996,47.42,12.6,15.22
Turkey,TUR,1997,44.32,13.26,16.06
Turkey,TUR,1998,45.36,13.13,16.65
Turkey,TUR,1999,46.92,13.77,17.28
Turkey,TUR,2000,44.29,,
Uganda,UGA,2005,55.14,25.21,41.34
Uganda,UGA,2009,53.97,33.66,47.94
Uganda,UGA,2013,54.41,26.08,46.76
Ukraine,UKR,2009,47.35,29.47,59.55
Ukraine,UKR,2010,47.4,29.47,59.02
Ukraine,UKR,2011,47.24,28.99,58.61
Ukraine,UKR,2012,46.73,28.45,58.69
Ukraine,UKR,2013,46.46,27.63,58.19
Ukraine,UKR,2014,42.34,26.84,59.19
Ukraine,UKR,2015,41.19,26.87,58.21
United Arab Emirates,ARE,2008,0.81,5.43,24.28
United Arab Emirates,ARE,2016,1.75,2.82,27.17
United Kingdom,GBR,1983,20.52,22.43,52.53
United Kingdom,GBR,1984,20.23,23.2,52.62
United Kingdom,GBR,1985,22.18,23.52,52.49
United Kingdom,GBR,1986,20.01,23.32,52.97
United Kingdom,GBR,1987,20.79,22.95,53.13
United Kingdom,GBR,1988,21.81,23.28,53.07
United Kingdom,GBR,1989,19.35,23.33,53.85
United Kingdom,GBR,1991,21.31,23.67,54.54
United Kingdom,GBR,1992,22.74,23.9,54.2
United Kingdom,GBR,1993,23.66,24.14,54.64
United Kingdom,GBR,1994,24.83,23.05,54.2
United Kingdom,GBR,1995,26.66,22.87,53.75
United Kingdom,GBR,1996,26.7,22.74,54.08
United Kingdom,GBR,1997,25.42,22.03,53.98
United Kingdom,GBR,1998,23.81,21.82,53.75
United Kingdom,GBR,1999,22.33,22.27,54.5
United Kingdom,GBR,2000,23.09,21.75,54.4
United Kingdom,GBR,2001,22.47,21.2,54.45
United Kingdom,GBR,2002,23.01,20.84,54.54
United Kingdom,GBR,2003,21.46,20.15,54.25
United Kingdom,GBR,2004,21.55,19.73,54.14
United Kingdom,GBR,2005,24.46,19.54,54.25
United Kingdom,GBR,2006,22.89,19.79,54.19
United Kingdom,GBR,2007,25.25,19.64,54.07
United Kingdom,GBR,2008,31.16,19.83,53.95
United Kingdom,GBR,2009,23.31,18.36,54.05
United Kingdom,GBR,2010,23.31,18.1,53.95
United Kingdom,GBR,2011,25.21,18.34,53.82
United Kingdom,GBR,2012,27.04,18.79,53.61
United Kingdom,GBR,2013,26.66,19.13,53.57
United Kingdom,GBR,2014,26.62,19.66,53.57
United Kingdom,GBR,2015,26.57,19.28,53.43
United Kingdom,GBR,2016,26.07,19.3,53.35
United States,USA,1970,17.35,,
United States,USA,1971,17.65,,
United States,USA,1972,18.23,,
United States,USA,1973,17.93,,
United States,USA,1974,16.96,,
United States,USA,1975,17.14,,
United States,USA,1976,17.65,,
United States,USA,1977,18.64,,
United States,USA,1978,19.75,,
United States,USA,1979,19.75,,
United States,USA,1980,19.5,,
United States,USA,1981,19.8,,
United States,USA,1982,19.55,,
United States,USA,1983,20.1,25.1,51.75
United States,USA,1984,19.66,25.1,51.93
United States,USA,1985,20.26,24.87,52.32
United States,USA,1986,20.61,24.69,52.71
United States,USA,1987,20.76,25.07,52.79
United States,USA,1988,21.33,25.24,52.91
United States,USA,1989,21.48,25.16,53.18
United States,USA,1990,21.04,24.74,53.16
United States,USA,1991,20.8,25.16,53.08
United States,USA,1992,20.7,25.31,53.09
United States,USA,1993,20.45,24.63,53.14
United States,USA,1994,25.08,24.8,53.42
United States,USA,1995,25.61,24.47,53.63
United States,USA,1996,25.3,24.7,53.62
United States,USA,1997,24.92,24.6,53.71
United States,USA,1998,24.42,24.44,53.7
United States,USA,1999,25.88,24.38,53.82
United States,USA,2000,24.43,24.5,53.85
United States,USA,2001,25.71,23.59,53.91
United States,USA,2002,25.4,22.73,53.87
United States,USA,2003,25.49,22.59,53.94
United States,USA,2004,24.46,22,53.7
United States,USA,2005,24.76,21.51,53.64
United States,USA,2006,24.61,21.04,53.73
United States,USA,2007,23.39,21.15,53.7
United States,USA,2008,23.89,20.98,53.84
United States,USA,2009,23.59,20.59,54.17
United States,USA,2010,24.52,20.4,53.94
United States,USA,2011,24.67,20.88,53.44
United States,USA,2012,25.62,21.17,53.39
United States,USA,2013,24.37,20.92,53.53
United States,USA,2014,24.68,20.99,53.53
United States,USA,2015,24.65,21.08,53.43
United States,USA,2016,25.24,20.81,53.43
Uruguay,URY,1984,,27.8,43.72
Uruguay,URY,1986,,27.7,43.67
Uruguay,URY,1987,,26.87,44.55
Uruguay,URY,1988,,26.04,44.97
Uruguay,URY,1989,,26.53,45.63
Uruguay,URY,1990,,26.09,46.19
Uruguay,URY,1991,,27.87,45.36
Uruguay,URY,1992,9.07,28.51,48.8
Uruguay,URY,1993,9.96,27.89,48.95
Uruguay,URY,1994,14.76,26.39,48.82
Uruguay,URY,1995,13.52,25.89,49.31
Uruguay,URY,1998,15.97,24.22,50.2
Uruguay,URY,1999,13.64,23.37,50.66
Uruguay,URY,2000,12.01,23.13,51.01
Uruguay,URY,2001,16.96,24.07,50.1
Uruguay,URY,2002,13.04,23.11,49.88
Uruguay,URY,2003,15.99,24.25,49.8
Uruguay,URY,2004,15.77,25.15,49.82
Uruguay,URY,2005,14.31,26.06,51.71
Uruguay,URY,2006,19.4,24.55,50.94
Uruguay,URY,2007,18.62,24.63,52.07
Uruguay,URY,2009,18.19,23.25,53.31
Uruguay,URY,2010,20.1,24.93,55.19
Uruguay,URY,2011,22.1,22.65,54.31
Uruguay,URY,2012,21.53,22.59,54.95
Uruguay,URY,2013,20.74,21.16,54.73
Uruguay,URY,2014,20.57,21.49,54.55
Uruguay,URY,2015,22.72,21.38,54.25
Uruguay,URY,2016,21.49,20.72,54.24
Uzbekistan,UZB,1995,,29.06,
Vanuatu,VUT,2009,44.46,15.2,46.31
Venezuela,VEN,1975,6.95,20.66,37.76
Venezuela,VEN,1976,6.98,19.91,38.94
Venezuela,VEN,1977,6.4,19.11,38.3
Venezuela,VEN,1978,4.77,18.1,38.62
Venezuela,VEN,1979,5.5,18.58,38.1
Venezuela,VEN,1980,4.44,18.48,38.57
Venezuela,VEN,1981,3.65,17.03,37.83
Venezuela,VEN,1982,4.44,16.92,38.27
Venezuela,VEN,1983,3.63,16.79,38.25
Venezuela,VEN,1984,3.83,17.35,38.53
Venezuela,VEN,1985,3.71,18.26,38.28
Venezuela,VEN,1986,4.24,18.15,38.26
Venezuela,VEN,1987,3.9,18.82,38.79
Venezuela,VEN,1989,4.5,19.84,40.85
Venezuela,VEN,1990,5.05,19.15,41.8
Venezuela,VEN,1991,4.99,19.47,42.67
Venezuela,VEN,1992,4.96,19.18,42.79
Venezuela,VEN,1993,4.59,18.18,41.64
Venezuela,VEN,1994,4.92,18.22,42.33
Venezuela,VEN,1995,4.28,19.01,43.35
Venezuela,VEN,1996,4.1,18.98,43.76
Venezuela,VEN,1997,4.62,19.26,44.58
Venezuela,VEN,1998,4.71,19.12,46.08
Venezuela,VEN,1999,5.92,20.45,45.57
Venezuela,VEN,2000,5.62,20.07,46.51
Venezuela,VEN,2001,6.75,20.7,48.13
Venezuela,VEN,2002,7.35,21.61,47.85
Venezuela,VEN,2003,8.17,22.17,47.94
Venezuela,VEN,2004,7.83,21.32,48.28
Venezuela,VEN,2005,7.99,20.61,47.99
Venezuela,VEN,2006,7.55,19.11,48.44
Venezuela,VEN,2007,7.78,19.82,48.83
Venezuela,VEN,2008,8.53,18.76,49.26
Venezuela,VEN,2009,7.99,20.38,49.7
Venezuela,VEN,2010,7.97,20.05,49.19
Venezuela,VEN,2011,7.95,19.56,49.07
Venezuela,VEN,2012,7.75,19.39,48.95
Vietnam,VNM,1996,51.19,42.12,54.46
Vietnam,VNM,1997,51.03,41.5,53.87
Vietnam,VNM,1998,50.95,39.84,53.63
Vietnam,VNM,1999,50.46,41.19,53.65
Vietnam,VNM,2000,50.51,40.49,52.55
Vietnam,VNM,2001,50.14,39.68,53.25
Vietnam,VNM,2002,50.2,39.3,53.3
Vietnam,VNM,2003,50.77,38.83,51.97
Vietnam,VNM,2004,50.61,38.67,51.83
Vietnam,VNM,2006,51.79,39.23,53.52
Vietnam,VNM,2012,50.69,38.48,51.9
Vietnam,VNM,2013,50.66,38.94,52.02
Vietnam,VNM,2014,50.65,39.8,52.02
Vietnam,VNM,2015,50.15,41.04,51.54
Vietnam,VNM,2016,50.4,40.7,51.95
Yemen,YEM,1991,36.46,4.55,9.62
Yemen,YEM,1998,37.8,9.06,7.17
Zambia,ZMB,1990,38.7,10.41,29.41
Zambia,ZMB,2000,49.61,15.65,36.33
Zimbabwe,ZWE,1999,56.6,19,44.91
Zimbabwe,ZWE,2004,53.34,22.67,41.95
Zimbabwe,ZWE,2011,54.64,16.69,50.66
Zimbabwe,ZWE,2014,53.96,15.4,52.15
