Entity,Code,Year,Year,Asses (animals),Buffalo,Cattle (animals),Goats (animals),Horses (animals),Mules (animals),Pigs (animals),Sheep (animals),Turkeys (animals),Chickens (animals)
Africa,,1890,3616566.187,583643.8344,29516646.01,34120406.93,2762823.77,165810.6698,2379311.324,50631421.55,,
Africa,,1900,3935912.957,645350.9535,32045078.49,37727867.32,2798449.688,270089.3797,2630869.617,55984547.85,,
Africa,,1910,4549763.662,606703.5959,41543669.04,45975861.41,2831846.692,284172.5735,2920520.499,75011856.54,,
Africa,,1920,5211904.473,525812.6468,55515639.07,47606209.53,3051064.511,414690.727,3000042.418,85418957.15,,
Africa,,1930,6459623.062,717258.9574,70149225.76,54901920.48,3304799.481,567469.3651,3351180.121,110289610.6,,
Africa,,1940,7826182.228,851182.0628,77220183.87,59230659.66,3130295.477,582380.4252,3857889.106,106124759.7,,
Africa,,1950,8971096.453,1126891.41,96176317.52,71221257.65,3091566.958,811738.95,3824798.782,105390843.2,,
Africa,,1961,10983905,1501020,122537096,94254653,3493986,1836948,5667825,135126153,1213000,274201000
Africa,,1962,10848117,1530020,124466332,94491955,3485918,1897192,5814898,133230530,1276000,282821000
Africa,,1963,10545587,1558720,126462951,96875347,3463366,1864120,5960056,134184178,1339000,292008000
Africa,,1964,10641537,1587723,130157876,98441141,3522182,2000111,6192182,137296515,1404000,305707000
Africa,,1965,10806639,1617026,134024159,101041023,3640271,1950399,6172668,143311749,1468000,316576000
Africa,,1966,10700340,1646023,134794695,103917248,3616863,1979456,6224684,150837351,1587000,330808000
Africa,,1967,10776091,1675015,138997455,108262938,3642604,2043572,6329910,153706728,1597000,344970000
Africa,,1968,10963237,1943026,142563636,111341781,3587008,2062338,6712698,157983286,1712000,359190000
Africa,,1969,10978545,1976025,145602271,113333980,3665310,2088510,7113065,161221845,1828000,377215000
Africa,,1970,11218074,2009025,148592035,115410745,3695711,2087487,7208400,159251340,1944000,395270000
Africa,,1971,11638443,2058025,150742783,116125720,3680453,2076983,7379821,160639846,2057000,411666000
Africa,,1972,11653665,2098025,151796561,117104124,3553196,2076290,7742941,156825440,2170000,426904000
Africa,,1973,11417408,2135025,152857269,113876463,3506497,2076954,7820543,158704400,2283000,445104000
Africa,,1974,11639614,2170025,153680650,115459265,3539946,2082102,7907838,158247775,2094000,446998000
Africa,,1975,11754280,2204025,156458619,120004058,3555207,2100981,8144108,163111673,2208000,465425000
Africa,,1976,11924630,2235625,158341559,122842188,3578050,2113779,8567008,163261810,2109000,486343000
Africa,,1977,12161065,2266025,161860216,127919403,3628918,2138128,9001468,170728069,2115000,510704000
Africa,,1978,12345788,2342025,166616766,135448239,3653169,2172573,9427969,174353418,2376000,520123000
Africa,,1979,12387306,2321438,171602013,137641604,3673592,2216834,9683490,176635374,2438000,539212000
Africa,,1980,12346009,2346608,172531828,141108352,3630391,1137577,10172746,184759023,2151000,556266000
Africa,,1981,12532693,2370079,174438509,142184796,3861959,1143347,10738582,186406579,2266000,576868000
Africa,,1982,12826492,2392965,178341863,145242914,3972735,1152636,10449030,187434274,2180000,606139000
Africa,,1983,12918164,2322025,179841800,148998692,4254688,1214861,10564971,188799089,2471000,625045000
Africa,,1984,12419819,2414025,175341822,144783869,4050454,1196400,11057503,185419021,2669000,655655000
Africa,,1985,12196994,2429025,176510621,149193760,4239836,1224378,11968304,189194909,3094000,694643000
Africa,,1986,12710100,2443025,178489196,155119633,4322477,1259798,13162290,190135309,3326000,737332000
Africa,,1987,12948001,2454025,176994949,160991640,4408410,1305868,13752551,194784669,3180000,765334000
Africa,,1988,13477616,2464025,180106199,168458689,4503463,1300240,14142038,197288062,3526000,795157000
Africa,,1989,13919289,2548972,185050723,174981114,4539610,1313969,15352430,205348424,3699000,822412000
Africa,,1990,14374374,2897492,189029404,176785181,5412081,1341167,17153331,207363709,7293000,907901000
Africa,,1991,14734318,2993929,188715488,179301808,5502583,1366383,17606260,206121676,7476000,917473000
Africa,,1992,15244282,3165025,194199710,181844674,5550177,1375641,18124868,207989902,8053000,937718000
Africa,,1993,13499686,3250025,195115343,181018416,3991317,1371470,18447535,202400936,8909000,935321000
Africa,,1994,13720198,2920416,197157187,192748569,4075687,1366670,18950551,211857135,9358000,959056000
Africa,,1995,13960989,3017751,202212846,200343427,4126380,978500,19556871,213627280,9083000,1020413000
Africa,,1996,13884707,2906675,204733303,207078184,4158810,957550,19741239,220092191,9523000,1035765000
Africa,,1997,14084247,3095946,211259769,215797789,4196917,954555,20380284,227477387,9786000,1088101000
Africa,,1998,14280299,3149454,218232023,222420864,4264770,964280,20568913,235110134,9892000,1152337000
Africa,,1999,14550025,3329725,227285827,229014949,4294823,940235,20521220,243679169,10522000,1191544000
Africa,,2000,14797142,3379435,226623962,236645597,4269217,899527,21673023,247020789,11150000,1196964000
Africa,,2001,15285571,3532269,230267007,247107633,4552272,939132,21404567,251911824,12004000,1259859000
Africa,,2002,15553513,3717025,235558518,253809011,4784885,1036673,22608889,258243059,11619000,1309186000
Africa,,2003,15647436,3777025,240488810,261118485,4899695,975743,22333063,261453678,11679000,1330268000
Africa,,2004,15896532,3845025,242510245,272061234,4974570,1011584,23366863,269777755,11878000,1341452000
Africa,,2005,16470634,3885025,250730584,280528151,5098847,1009214,24501944,276831263,11964000,1334882000
Africa,,2006,17050959,3937025,255391475,281819138,5250279,1025829,25341198,280421600,13161000,1371649000
Africa,,2007,17492655,4104835,267612107,307589463,5564004,1063538,26675697,294484767,16258000,1462558000
Africa,,2008,18106918,4052674,275692091,318765160,5687460,1061668,28183744,297398591,17457000,1534201000
Africa,,2009,18556852,3838746,280273240,323452334,5950368,1046199,29368917,302369787,18269000,1609968000
Africa,,2010,19224712,3818261,287292742,332998827,5976137,704793,31258408,309180773,19642000,1701796000
Africa,,2011,19631301,3983192,292266231,339251393,5913741,1004112,31157793,316068733,20728000,1691952000
Africa,,2012,20132792,4164953,302269693,353972608,5888466,975998,32738762,323837054,22366000,1756428000
Africa,,2013,18383211,3915272,306575187,367814286,5939084,977479,33472777,331988371,22878000,1758133000
Africa,,2014,18946358,3949287,312327289,374380445,6058131,1023087,34332061,340749117,23658000,1809059000
Asia,,1890,604613.2274,41231739.75,127190471.7,48552340.91,6144752.186,597281.0775,37827980.28,53136544.66,,
Asia,,1900,1568204.476,45591062.55,140637983.9,53685651.51,6794420.584,728259.6663,41827432.6,58754531,,
Asia,,1910,3416830.608,50411285.02,172997545.8,68322891.2,7395866.058,888193.3935,45594807.28,75488469.93,,
Asia,,1920,5262067.031,55741136.86,205584756,73408709.97,7614786.674,1083849.076,38064637.75,80720889.83,,
Asia,,1930,8021466.651,61634499.84,232226071.3,97858311.88,7910648.014,1324149.649,45207889.8,91274924.67,,
Asia,,1940,7979140.536,68150952.51,230775689.4,98777179.59,7342037.021,1621718.119,44999112.69,88259693.09,,
Asia,,1950,9765754.322,75356372.48,248176628.3,103487105.6,9722427.732,1353873.805,52145495.89,101604845.3,,
Asia,,1961,16372019,86019158,319011559,198406213,15015524,2136125,118473813,232288994,3500000,1090814000
Asia,,1962,15063037,86951863,315793765,213402786,14290192,2020794,116026686,229536258,3411000,1139125000
Asia,,1963,15183296,87417333,318147178,217722084,14213967,2035612,139695281,233145936,3546000,1187345000
Asia,,1964,15577427,91010969,324471455,215999976,14537390,2051161,171851756,243763684,3522000,1233912000
Asia,,1965,16116872,92022025,328908498,212267645,15138184,2084527,194620482,252602916,3485000,1278130000
Asia,,1966,16591830,96477635,331185320,210663232,15575567,2149112,211415211,259677371,3763000,1317672000
Asia,,1967,16859053,98710727,335470154,209946718,15650130,2199949,238177588,260766892,3972000,1395234000
Asia,,1968,17249040,101664355,339472208,214059984,15955052,2425994,236640489,269784084,4071000,1451307000
Asia,,1969,17397637,103444902,340273599,213220733,16145737,2648211,225788632,266414974,4334000,1511908000
Asia,,1970,17632794,104474437,341219808,212584141,16531597,2853327,223027973,263917747,4542000,1571280000
Asia,,1971,18178943,105855906,341551852,216147868,16858201,2976929,257316452,268307222,5253000,1611321000
Asia,,1972,18283568,106735980,342613753,218056563,16961761,3167784,303853649,260662556,4870000,1637639000
Asia,,1973,18080004,108187155,341521806,220793043,17155411,3419456,319930015,266639419,5315000,1677724000
Asia,,1974,18208455,110012747,343124630,228676475,17440186,3656331,313162099,277515778,6434000,1730705000
Asia,,1975,18056695,109893271,343847300,236126051,17737939,3845716,312110672,283834045,7019000,1733048000
Asia,,1976,17869998,110616171,344635213,244002086,17894486,4078022,329822314,290309028,7500000,1795957000
Asia,,1977,17543484,111619684,344175485,245828537,18059798,4319973,339674346,292474198,8625000,1864521000
Asia,,1978,17450631,113290019,349931432,255042944,17956158,4455233,348800663,300830694,8935000,2033744000
Asia,,1979,17310952,115578674,354264432,268237683,17623795,4603251,361137152,309286657,9446000,2112426000
Asia,,1980,17280008,118085115,346902858,274168197,17573502,4782857,381967763,318331081,9541000,2241102000
Asia,,1981,17643881,120738422,352397399,280462739,17294071,4917129,369751080,329372390,7305000,2387665000
Asia,,1982,18307863,123988305,358694948,284600608,17200551,5083516,360662314,338883998,10644000,2536013000
Asia,,1983,18867589,126539656,365762863,290475054,17044521,5212371,371668226,339244126,13121000,2731399000
Asia,,1984,19227280,129427556,369242495,286616169,16874421,5322204,371149749,328600632,10720000,2948419000
Asia,,1985,19769775,132394631,373848579,282368132,16947782,5472460,380910357,314255385,10320000,3119573000
Asia,,1986,20202185,137823551,381126773,287999788,17089181,5654070,407219237,314459695,12414000,3417105000
Asia,,1987,20399175,137657858,387602779,303580242,16976701,5807233,415487071,321413779,11783000,3710130000
Asia,,1988,20462173,139411616,391480615,317458358,16554498,5943765,405200763,328762784,9671000,3980661000
Asia,,1989,20570745,141240563,396957594,337220145,16524935,6069777,422057060,345279457,7751000,4221374000
Asia,,1990,20373492,143302442,399953661,350168883,16327953,6101636,429833024,350027882,7420000,4428610000
Asia,,1991,20251961,145206917,401240750,352951292,16209734,6187703,437911143,346114195,8608000,4741659000
Asia,,1992,20415698,148444979,427258230,360884706,18216568,6292725,450418214,415345914,14724000,5256088000
Asia,,1993,20089273,149884031,429500265,370453451,17838874,6287127,452534221,415143170,14648000,5635590000
Asia,,1994,20158111,151900853,434092599,386963790,17801563,6163459,457914359,415919423,14126000,6164863000
Asia,,1995,20365272,153704215,436743357,410453900,17926394,6212501,456545984,409275268,13233000,6417372000
Asia,,1996,19655632,155363429,438291244,419613628,18066435,6154437,462025217,399994737,13583000,6856361000
Asia,,1997,18634284,154910788,437128394,424688031,16594045,5524090,462793322,394698075,13191000,7389141000
Asia,,1998,18713657,156287297,433467893,438779694,16616771,5525932,466666915,401499270,15133000,6239940000
Asia,,1999,18938950,157622928,430657236,449362598,16686022,5491174,476654068,408266468,13972000,6606402000
Asia,,2000,18595967,159393869,431296695,458521280,16696800,5421254,485983354,414248800,13858000,7166149000
Asia,,2001,18446415,161389076,433116887,467706771,15988808,5252293,488596685,411128529,13829000,7591346000
Asia,,2002,18964040,163816520,431866358,479062662,15002562,5084935,494840414,409807127,12669000,8330234000
Asia,,2003,18686813,166463994,434069831,495566808,14641126,4922803,501026399,423459307,13027000,8389768000
Asia,,2004,18440147,168825225,445199096,517926252,14395838,4686852,502729032,443055984,13493000,8861785000
Asia,,2005,17954497,171693548,455239914,542884155,14213782,4467190,511869434,470022470,13658000,9187354000
Asia,,2006,17678807,175224222,471776210,551308731,14081245,4223328,523849103,483120478,12935000,9409032000
Asia,,2007,17520217,178458301,483429276,561557491,14076625,4061150,531900692,491029488,12928000,9916470000
Asia,,2008,16863993,180300711,486746941,566086716,13945789,3602092,537886671,488175948,12278000,10308301000
Asia,,2009,16847359,181996387,490739753,569914152,13869448,3583577,558355645,485925532,12493000,10932176000
Asia,,2010,16739270,182785226,494593728,564452054,13620634,3422299,585102285,487763421,12474000,11108253000
Asia,,2011,16738463,184717559,488694000,561983478,13870248,3343504,577654486,501887159,12950000,10835629000
Asia,,2012,16850685,186489974,490733815,564800668,14138942,3250806,583526972,515503144,13431000,11291119000
Asia,,2013,16818941,187324226,488040153,566665196,14137981,3147542,591001287,528359326,14351000,11996660000
Asia,,2014,16490197,188792665,491019874,580703222,14316963,2960413,590547756,536250670,14575000,11923472000
Canada,CAN,1890,0,0,3783125.189,5878.683276,1471000,4.604466792,8200476.977,1253842.377,,
Canada,CAN,1900,0,0,5386180.794,6500.220912,1766200,11.94280102,8242604.264,1247680.749,,
Canada,CAN,1910,0,0,7631677.56,7187.472078,2478000,30.97655011,7255972.868,1098334.625,,
Canada,CAN,1920,0,0,7307230.434,7947.384492,3404000,80.34519328,10270141.47,1554588.501,,
Canada,CAN,1930,0,0,6888675.716,8787.640436,3191000,208.3947393,11106872.09,1681244.186,,
Canada,CAN,1940,0,0,7510682.085,9716.734419,2780000,540.5222837,9326800.388,1411795.22,,
Canada,CAN,1950,0,0,7477520.362,10744.05905,1496000,1401.975598,5424211.24,821061.3695,,
Canada,CAN,1961,,,10696000,12000,555000,4000,5001000,757000,3500000,69962000
Canada,CAN,1962,,,10933000,12500,496000,4000,5118000,716000,3000000,65031000
Canada,CAN,1963,,,11223000,13000,461000,4000,4993000,650400,3000000,67645000
Canada,CAN,1964,,,11678000,14000,439800,4000,5392000,608500,3100000,71514000
Canada,CAN,1965,,,12128000,13000,418900,4000,5596000,549000,3400000,70691000
Canada,CAN,1966,,,11902000,14000,399400,4000,5088000,486300,4000000,75524000
Canada,CAN,1967,,,11723000,14000,373900,4000,5828000,463700,3900000,78887000
Canada,CAN,1968,,,11677000,15000,359500,4000,6140000,421000,3800000,78515000
Canada,CAN,1969,,,11401000,15000,355600,4000,5789000,385600,4100000,86680000
Canada,CAN,1970,,,11626000,16000,369900,4000,6559000,528000,4600000,94995000
Canada,CAN,1971,,,11985000,17841,361900,4000,7720000,546000,4300000,87537000
Canada,CAN,1972,,,12324000,18000,359500,4000,7413000,589600,4100000,91140000
Canada,CAN,1973,,,12847000,18000,343000,4000,7207000,565000,4300000,90832000
Canada,CAN,1974,,,13481000,19000,345000,4000,6972000,529400,4700000,88280000
Canada,CAN,1975,,,14278000,18000,345000,4000,6030000,497100,3700000,82175000
Canada,CAN,1976,,,14048000,20000,350000,4000,5692000,458300,4000000,87277000
Canada,CAN,1977,,,13362000,20000,350000,4000,6197000,390400,4100000,90011000
Canada,CAN,1978,,,12526000,21000,350000,4000,6799000,388000,3774000,91789000
Canada,CAN,1979,,,11996000,20000,350000,4000,8363000,425700,4630000,98688000
Canada,CAN,1980,,,12126000,22000,370000,4000,10091000,485100,5388000,93511000
Canada,CAN,1981,,,12166000,22500,370000,4000,10190000,529900,4322000,95835000
Canada,CAN,1982,,,12162000,23000,370000,4000,9970000,571600,4523000,92415000
Canada,CAN,1983,,,11861000,24000,380000,4000,9890000,565500,4663000,93261000
Canada,CAN,1984,,,11629400,25000,380000,4000,10346000,550300,4750000,92193000
Canada,CAN,1985,,,11329500,25000,393000,4000,10572600,513500,5200000,95385000
Canada,CAN,1986,,,10955800,25700,390000,4000,9967000,489500,5500000,98286000
Canada,CAN,1987,,,10666600,26000,455000,4000,9997800,484900,5900000,107644000
Canada,CAN,1988,,,10756200,26200,550000,4000,10800900,520500,4600000,106714000
Canada,CAN,1989,,,10984400,26500,415000,4000,10951000,560400,4900000,107000000
Canada,CAN,1990,,,11220400,27300,415000,4000,10392400,595000,4300000,111000000
Canada,CAN,1991,,,11288800,27500,419000,4000,10172000,628300,5200000,112000000
Canada,CAN,1992,,,11869000,27500,350000,4000,10596300,647900,5800000,108000000
Canada,CAN,1993,,,11860000,27650,370000,4000,10743700,632500,5600000,115000000
Canada,CAN,1994,,,12012000,27800,350000,4000,10533800,639300,5700000,132000000
Canada,CAN,1995,,,12708700,28000,380000,4000,11290500,617300,5900000,136000000
Canada,CAN,1996,,,13401700,28500,376000,4000,11588000,643000,5700000,142000000
Canada,CAN,1997,,,13411600,28500,400000,4000,11479500,627800,5400000,138000000
Canada,CAN,1998,,,13359900,29000,380000,4000,11985300,662000,5700000,140000000
Canada,CAN,1999,,,13211300,30000,380000,4000,12429400,717000,5200000,155000000
Canada,CAN,2000,,,13201300,30000,385000,4000,12904400,793000,5400000,158000000
