Entity,Code,Year,Crops - Oil palm fruit - 254 - Yield - 5419 - hg/ha (tonnes per hectare)
Cote d'Ivoire,CIV,1967,7.605
Cote d'Ivoire,CIV,1968,7.8026
Cote d'Ivoire,CIV,1969,8.3007
Cote d'Ivoire,CIV,1970,10.6766
Cote d'Ivoire,CIV,1971,10.759500000000001
Cote d'Ivoire,CIV,1972,13.3291
Cote d'Ivoire,CIV,1973,11.436300000000001
Cote d'Ivoire,CIV,1974,13.762500000000001
Cote d'Ivoire,CIV,1975,13.9021
Cote d'Ivoire,CIV,1976,13.51
Cote d'Ivoire,CIV,1977,11.5428
Cote d'Ivoire,CIV,1978,11.949100000000001
Cote d'Ivoire,CIV,1979,10.6134
Cote d'Ivoire,CIV,1980,12.2911
Cote d'Ivoire,CIV,1981,10.0365
Cote d'Ivoire,CIV,1982,10.4732
Cote d'Ivoire,CIV,1983,10.6701
Cote d'Ivoire,CIV,1984,10.6704
Cote d'Ivoire,CIV,1985,10.0585
Cote d'Ivoire,CIV,1986,12.508700000000001
Cote d'Ivoire,CIV,1987,13.307300000000001
Cote d'Ivoire,CIV,1988,10.3162
Cote d'Ivoire,CIV,1989,10.1752
Cote d'Ivoire,CIV,1990,11.0706
Cote d'Ivoire,CIV,1991,10.4549
Cote d'Ivoire,CIV,1992,11.0547
Cote d'Ivoire,CIV,1993,11.2423
Cote d'Ivoire,CIV,1994,11.3809
Cote d'Ivoire,CIV,1995,10.860100000000001
Cote d'Ivoire,CIV,1996,12.3521
Cote d'Ivoire,CIV,1997,7.5433
Cote d'Ivoire,CIV,1998,8.383600000000001
Cote d'Ivoire,CIV,1999,8.373700000000001
Cote d'Ivoire,CIV,2000,7.1296
Cote d'Ivoire,CIV,2001,6.0737000000000005
Cote d'Ivoire,CIV,2002,6.580500000000001
Cote d'Ivoire,CIV,2003,5.9911
Cote d'Ivoire,CIV,2004,6.4573
Cote d'Ivoire,CIV,2005,6.2476
Cote d'Ivoire,CIV,2006,6.0595
Cote d'Ivoire,CIV,2007,6.696700000000001
Cote d'Ivoire,CIV,2008,6.6235
Cote d'Ivoire,CIV,2009,7.1378
Cote d'Ivoire,CIV,2010,6.0258
Cote d'Ivoire,CIV,2011,6.1736
Cote d'Ivoire,CIV,2012,6.8859
Cote d'Ivoire,CIV,2013,6.4584
Cote d'Ivoire,CIV,2014,6.3451
Cote d'Ivoire,CIV,2015,6.5693
Cote d'Ivoire,CIV,2016,6.325200000000001
Cote d'Ivoire,CIV,2017,6.304200000000001
Cote d'Ivoire,CIV,2018,6.442200000000001
Democratic Republic of Congo,COD,1961,6.8996
Democratic Republic of Congo,COD,1962,6.9005
Democratic Republic of Congo,COD,1963,6.8986
Democratic Republic of Congo,COD,1964,6.8989
Democratic Republic of Congo,COD,1965,6.9021
Democratic Republic of Congo,COD,1966,6.9034
Democratic Republic of Congo,COD,1967,6.900600000000001
Democratic Republic of Congo,COD,1968,6.9
Democratic Republic of Congo,COD,1969,6.8792
Democratic Republic of Congo,COD,1970,6.8807
Democratic Republic of Congo,COD,1971,6.842300000000001
Democratic Republic of Congo,COD,1972,6.738
Democratic Republic of Congo,COD,1973,6.670800000000001
Democratic Republic of Congo,COD,1974,6.6469000000000005
Democratic Republic of Congo,COD,1975,6.6676
Democratic Republic of Congo,COD,1976,6.6726
Democratic Republic of Congo,COD,1977,6.6494
Democratic Republic of Congo,COD,1978,6.6309000000000005
Democratic Republic of Congo,COD,1979,5.9276
Democratic Republic of Congo,COD,1980,5.6616
Democratic Republic of Congo,COD,1981,5.6985
Democratic Republic of Congo,COD,1982,5.2561
Democratic Republic of Congo,COD,1983,4.9453000000000005
Democratic Republic of Congo,COD,1984,5.0048
Democratic Republic of Congo,COD,1985,4.9171000000000005
Democratic Republic of Congo,COD,1986,4.678100000000001
Democratic Republic of Congo,COD,1987,4.3295
Democratic Republic of Congo,COD,1988,4.556500000000001
Democratic Republic of Congo,COD,1989,4.416300000000001
Democratic Republic of Congo,COD,1990,4.4176
Democratic Republic of Congo,COD,1991,4.4176
Democratic Republic of Congo,COD,1992,4.4085
Democratic Republic of Congo,COD,1993,4.4110000000000005
Democratic Republic of Congo,COD,1994,4.4135
Democratic Republic of Congo,COD,1995,4.458
Democratic Republic of Congo,COD,1996,4.4854
Democratic Republic of Congo,COD,1997,5.0445
Democratic Republic of Congo,COD,1998,5.4515
Democratic Republic of Congo,COD,1999,5.4972
Democratic Republic of Congo,COD,2000,5.596
Democratic Republic of Congo,COD,2001,6.0282
Democratic Republic of Congo,COD,2002,6.1885
Democratic Republic of Congo,COD,2003,6.6581
Democratic Republic of Congo,COD,2004,6.760000000000001
Democratic Republic of Congo,COD,2005,6.760000000000001
Democratic Republic of Congo,COD,2006,6.5209
Democratic Republic of Congo,COD,2007,6.5137
Democratic Republic of Congo,COD,2008,6.483300000000001
Democratic Republic of Congo,COD,2009,6.4966
Democratic Republic of Congo,COD,2010,6.5254
Democratic Republic of Congo,COD,2011,6.6302
Democratic Republic of Congo,COD,2012,6.584300000000001
Democratic Republic of Congo,COD,2013,6.6000000000000005
Democratic Republic of Congo,COD,2014,6.6160000000000005
Democratic Republic of Congo,COD,2015,6.6101
Democratic Republic of Congo,COD,2016,6.595000000000001
Democratic Republic of Congo,COD,2017,6.596900000000001
Democratic Republic of Congo,COD,2018,6.5981000000000005
Dominican Republic,DOM,1989,15
Dominican Republic,DOM,1990,16.666700000000002
Dominican Republic,DOM,1991,14
Dominican Republic,DOM,1992,15
Dominican Republic,DOM,1993,14.375
Dominican Republic,DOM,1994,14.2222
Dominican Republic,DOM,1995,15.1111
Dominican Republic,DOM,1996,14.6758
Dominican Republic,DOM,1997,14.561100000000001
Dominican Republic,DOM,1998,14.5934
Dominican Republic,DOM,1999,14.5576
Dominican Republic,DOM,2000,14.5219
Dominican Republic,DOM,2001,14.4862
Dominican Republic,DOM,2002,14.4505
Dominican Republic,DOM,2003,14.414800000000001
Dominican Republic,DOM,2004,14.378900000000002
Dominican Republic,DOM,2005,14.3427
Dominican Republic,DOM,2006,14.306500000000002
Dominican Republic,DOM,2007,14.2702
Dominican Republic,DOM,2008,14.234
Dominican Republic,DOM,2009,14.1978
Dominican Republic,DOM,2010,14.1616
Dominican Republic,DOM,2011,14.1254
Dominican Republic,DOM,2012,14.0892
Dominican Republic,DOM,2013,14.053
Dominican Republic,DOM,2014,14.0722
Dominican Republic,DOM,2015,14.0883
Dominican Republic,DOM,2016,14.106
Dominican Republic,DOM,2017,14.0929
Dominican Republic,DOM,2018,14.0701
Eastern Africa,,1961,7.8947
Eastern Africa,,1962,8.928600000000001
Eastern Africa,,1963,8.2353
Eastern Africa,,1964,8.2353
Eastern Africa,,1965,8
Eastern Africa,,1966,8
Eastern Africa,,1967,8
Eastern Africa,,1968,8.5714
Eastern Africa,,1969,8.6957
Eastern Africa,,1970,9
Eastern Africa,,1971,9.9808
Eastern Africa,,1972,9.9412
Eastern Africa,,1973,9.4144
Eastern Africa,,1974,9.6018
Eastern Africa,,1975,10.0154
Eastern Africa,,1976,9.158100000000001
Eastern Africa,,1977,9.9921
Eastern Africa,,1978,10.522400000000001
Eastern Africa,,1979,10.5397
Eastern Africa,,1980,10.5077
Eastern Africa,,1981,10.461500000000001
Eastern Africa,,1982,10.518500000000001
Eastern Africa,,1983,10.518500000000001
Eastern Africa,,1984,10.518500000000001
Eastern Africa,,1985,10.8088
Eastern Africa,,1986,10.7143
Eastern Africa,,1987,11.042900000000001
Eastern Africa,,1988,11.4429
Eastern Africa,,1989,10.789100000000001
Eastern Africa,,1990,11.6486
Eastern Africa,,1991,11.9595
Eastern Africa,,1992,12.0533
Eastern Africa,,1993,12.185400000000001
Eastern Africa,,1994,11.8792
Eastern Africa,,1995,12.1477
Eastern Africa,,1996,12.1477
Eastern Africa,,1997,12.2148
Eastern Africa,,1998,12.3841
Eastern Africa,,1999,12.9801
Eastern Africa,,2000,13.0667
Eastern Africa,,2001,13.034500000000001
Eastern Africa,,2002,13.1081
Eastern Africa,,2003,12.9487
Eastern Africa,,2004,12.7711
Eastern Africa,,2005,12.395800000000001
Eastern Africa,,2006,11.949200000000001
Eastern Africa,,2007,11.5541
Eastern Africa,,2008,11.4548
Eastern Africa,,2009,11.5023
Eastern Africa,,2010,11.6312
Eastern Africa,,2011,11.736600000000001
Eastern Africa,,2012,11.6842
Eastern Africa,,2013,11.5518
Eastern Africa,,2014,11.4761
Eastern Africa,,2015,11.4467
Eastern Africa,,2016,11.434700000000001
Eastern Africa,,2017,11.4122
Eastern Africa,,2018,11.397
Eastern Asia,,1985,13.090900000000001
Eastern Asia,,1986,13.584900000000001
Eastern Asia,,1987,13.2673
Eastern Asia,,1988,12.673300000000001
Eastern Asia,,1989,12.9787
Eastern Asia,,1990,12.325600000000001
Eastern Asia,,1991,13.6585
Eastern Asia,,1992,14.0244
Eastern Asia,,1993,14.6341
Eastern Asia,,1994,14.6341
Eastern Asia,,1995,14.6341
Eastern Asia,,1996,14.4762
Eastern Asia,,1997,14.642900000000001
Eastern Asia,,1998,14.465100000000001
Eastern Asia,,1999,14.651200000000001
Eastern Asia,,2000,14.2222
Eastern Asia,,2001,13.8298
Eastern Asia,,2002,14.0426
Eastern Asia,,2003,14.2553
Eastern Asia,,2004,14.3617
Eastern Asia,,2005,14.3617
Eastern Asia,,2006,14.4444
Eastern Asia,,2007,13.8542
Eastern Asia,,2008,13.9167
Eastern Asia,,2009,13.4
Eastern Asia,,2010,14.0426
Eastern Asia,,2011,13.5417
Eastern Asia,,2012,13.4694
Eastern Asia,,2013,13.4
Eastern Asia,,2014,13.3505
Eastern Asia,,2015,13.34
Eastern Asia,,2016,13.1472
Eastern Asia,,2017,13.0342
Eastern Asia,,2018,12.933100000000001
Ecuador,ECU,1961,5.964300000000001
Ecuador,ECU,1962,6.1000000000000005
Ecuador,ECU,1963,6.1000000000000005
Ecuador,ECU,1964,6.0625
Ecuador,ECU,1965,5.9737
Ecuador,ECU,1966,6.058800000000001
Ecuador,ECU,1967,5.9524
Ecuador,ECU,1968,6
Ecuador,ECU,1969,6.0606
Ecuador,ECU,1970,6
Ecuador,ECU,1971,6
Ecuador,ECU,1972,6.0606
Ecuador,ECU,1973,6.1481
Ecuador,ECU,1974,6.4286
Ecuador,ECU,1975,6.4076
Ecuador,ECU,1976,5.951300000000001
Ecuador,ECU,1977,8.75
Ecuador,ECU,1978,6.1989
Ecuador,ECU,1979,9.336400000000001
Ecuador,ECU,1980,9.540000000000001
Ecuador,ECU,1981,11.5385
Ecuador,ECU,1982,11.541
Ecuador,ECU,1983,12.4124
Ecuador,ECU,1984,12.7581
Ecuador,ECU,1985,13.371500000000001
Ecuador,ECU,1986,14.9486
Ecuador,ECU,1987,14.2965
Ecuador,ECU,1988,12.836
Ecuador,ECU,1989,16.314500000000002
Ecuador,ECU,1990,14.270800000000001
Ecuador,ECU,1991,9.6452
Ecuador,ECU,1992,13.803600000000001
Ecuador,ECU,1993,14.488100000000001
Ecuador,ECU,1994,12.517100000000001
Ecuador,ECU,1995,10.9837
Ecuador,ECU,1996,12.143600000000001
Ecuador,ECU,1997,11.944500000000001
Ecuador,ECU,1998,15.656500000000001
Ecuador,ECU,1999,10.5793
Ecuador,ECU,2000,11.781600000000001
Ecuador,ECU,2001,11.392000000000001
Ecuador,ECU,2002,11.344800000000001
Ecuador,ECU,2003,10.4247
Ecuador,ECU,2004,14.971200000000001
Ecuador,ECU,2005,11.0585
Ecuador,ECU,2006,11.6715
Ecuador,ECU,2007,12.4572
Ecuador,ECU,2008,14.7445
Ecuador,ECU,2009,11.3872
Ecuador,ECU,2010,14.7309
Ecuador,ECU,2011,10.3496
Ecuador,ECU,2012,13.340100000000001
Ecuador,ECU,2013,10.587200000000001
Ecuador,ECU,2014,12.7514
Ecuador,ECU,2015,14.3818
Ecuador,ECU,2016,11.8408
Ecuador,ECU,2017,12.5858
Ecuador,ECU,2018,12.438500000000001
Equatorial Guinea,GNQ,1961,10
Equatorial Guinea,GNQ,1962,10.208300000000001
Equatorial Guinea,GNQ,1963,10.200000000000001
Equatorial Guinea,GNQ,1964,10.1667
Equatorial Guinea,GNQ,1965,10.1667
Equatorial Guinea,GNQ,1966,9.333300000000001
Equatorial Guinea,GNQ,1967,9.5
Equatorial Guinea,GNQ,1968,10
Equatorial Guinea,GNQ,1969,10
Equatorial Guinea,GNQ,1970,10
Equatorial Guinea,GNQ,1971,10
Equatorial Guinea,GNQ,1972,10
Equatorial Guinea,GNQ,1973,10.1613
Equatorial Guinea,GNQ,1974,10.322600000000001
Equatorial Guinea,GNQ,1975,10.1613
Equatorial Guinea,GNQ,1976,9.7143
Equatorial Guinea,GNQ,1977,10
Equatorial Guinea,GNQ,1978,10.2857
Equatorial Guinea,GNQ,1979,10.2857
Equatorial Guinea,GNQ,1980,10
Equatorial Guinea,GNQ,1981,10
Equatorial Guinea,GNQ,1982,10.2703
Equatorial Guinea,GNQ,1983,10.5405
Equatorial Guinea,GNQ,1984,11.081100000000001
Equatorial Guinea,GNQ,1985,10.5405
Equatorial Guinea,GNQ,1986,10.8108
Equatorial Guinea,GNQ,1987,10.8108
Equatorial Guinea,GNQ,1988,10.8108
Equatorial Guinea,GNQ,1989,10.8108
Equatorial Guinea,GNQ,1990,10.8108
Equatorial Guinea,GNQ,1991,10.8108
Equatorial Guinea,GNQ,1992,10.5405
Equatorial Guinea,GNQ,1993,10.4054
Equatorial Guinea,GNQ,1994,10.4167
Equatorial Guinea,GNQ,1995,10
Equatorial Guinea,GNQ,1996,10.277800000000001
Equatorial Guinea,GNQ,1997,10
Equatorial Guinea,GNQ,1998,10.1471
Equatorial Guinea,GNQ,1999,10
Equatorial Guinea,GNQ,2000,10
Equatorial Guinea,GNQ,2001,10
Equatorial Guinea,GNQ,2002,10
Equatorial Guinea,GNQ,2003,10
Equatorial Guinea,GNQ,2004,10
Equatorial Guinea,GNQ,2005,10
Equatorial Guinea,GNQ,2006,10
Equatorial Guinea,GNQ,2007,10
Equatorial Guinea,GNQ,2008,10
Equatorial Guinea,GNQ,2009,10
Equatorial Guinea,GNQ,2010,10
Equatorial Guinea,GNQ,2011,10
Equatorial Guinea,GNQ,2012,10.2857
Equatorial Guinea,GNQ,2013,10.2857
Equatorial Guinea,GNQ,2014,10.2164
Equatorial Guinea,GNQ,2015,10.175500000000001
Equatorial Guinea,GNQ,2016,10.215200000000001
Equatorial Guinea,GNQ,2017,10.235100000000001
Equatorial Guinea,GNQ,2018,10.2551
Gabon,GAB,1961,5.625
Gabon,GAB,1962,5.625
Gabon,GAB,1963,6
Gabon,GAB,1964,4.9524
Gabon,GAB,1965,7.0909
Gabon,GAB,1966,6.8571
Gabon,GAB,1967,7.1429
Gabon,GAB,1968,8.2857
Gabon,GAB,1969,6.8571
Gabon,GAB,1970,6.2857
Gabon,GAB,1971,6.8571
Gabon,GAB,1972,6.8571
Gabon,GAB,1973,6.8571
Gabon,GAB,1974,7.1429
Gabon,GAB,1975,6
Gabon,GAB,1976,6
Gabon,GAB,1977,6
Gabon,GAB,1978,5.25
Gabon,GAB,1979,6
Gabon,GAB,1980,6
Gabon,GAB,1981,6
Gabon,GAB,1982,6
Gabon,GAB,1983,6.6667000000000005
Gabon,GAB,1984,7.2
Gabon,GAB,1985,6.800000000000001
Gabon,GAB,1986,9.615400000000001
Gabon,GAB,1987,10
Gabon,GAB,1988,8.8462
Gabon,GAB,1989,6.25
Gabon,GAB,1990,9.583300000000001
Gabon,GAB,1991,9.7143
Gabon,GAB,1992,9.371400000000001
Gabon,GAB,1993,10.175
Gabon,GAB,1994,9.425
Gabon,GAB,1995,9.25
Gabon,GAB,1996,8.375
Gabon,GAB,1997,8.75
Gabon,GAB,1998,8
Gabon,GAB,1999,8
Gabon,GAB,2000,8
Gabon,GAB,2001,8
Gabon,GAB,2002,8
Gabon,GAB,2003,8
Gabon,GAB,2004,8
Gabon,GAB,2005,8
Gabon,GAB,2006,8
Gabon,GAB,2007,7.9762
Gabon,GAB,2008,7.9762
Gabon,GAB,2009,4.7619
Gabon,GAB,2010,4.7619
Gabon,GAB,2011,4.7619
Gabon,GAB,2012,4.7619
Gabon,GAB,2013,5
Gabon,GAB,2014,4.9923
Gabon,GAB,2015,4.593
Gabon,GAB,2016,4.4926
Gabon,GAB,2017,4.3903
Gabon,GAB,2018,4.278700000000001
Gambia,GMB,1961,10
Gambia,GMB,1962,10
Gambia,GMB,1963,10
Gambia,GMB,1964,10
Gambia,GMB,1965,10
Gambia,GMB,1966,10
Gambia,GMB,1967,10
Gambia,GMB,1968,10
Gambia,GMB,1969,10
Gambia,GMB,1970,10
Gambia,GMB,1971,10
Gambia,GMB,1972,10
Gambia,GMB,1973,10
Gambia,GMB,1974,10
Gambia,GMB,1975,10
Gambia,GMB,1976,10
Gambia,GMB,1977,10
Gambia,GMB,1978,10
Gambia,GMB,1979,10
Gambia,GMB,1980,9.2105
Gambia,GMB,1981,9.2105
Gambia,GMB,1982,10
Gambia,GMB,1983,10
Gambia,GMB,1984,10
Gambia,GMB,1985,10
Gambia,GMB,1986,10
Gambia,GMB,1987,10
Gambia,GMB,1988,10
Gambia,GMB,1989,10
Gambia,GMB,1990,10
Gambia,GMB,1991,10
Gambia,GMB,1992,10
Gambia,GMB,1993,10
Gambia,GMB,1994,10
Gambia,GMB,1995,10
Gambia,GMB,1996,10
Gambia,GMB,1997,10
Gambia,GMB,1998,10
Gambia,GMB,1999,10
Gambia,GMB,2000,10
Gambia,GMB,2001,10
Gambia,GMB,2002,10
Gambia,GMB,2003,10
Gambia,GMB,2004,10
Gambia,GMB,2005,10
Gambia,GMB,2006,10
Gambia,GMB,2007,10
Gambia,GMB,2008,10
Gambia,GMB,2009,10
Gambia,GMB,2010,10
Gambia,GMB,2011,10
Gambia,GMB,2012,10
Gambia,GMB,2013,10
Gambia,GMB,2014,9.9971
Gambia,GMB,2015,9.994200000000001
Gambia,GMB,2016,9.9914
Gambia,GMB,2017,9.990300000000001
Gambia,GMB,2018,9.9893
Ghana,GHA,1961,8.333300000000001
Ghana,GHA,1962,8.333300000000001
Ghana,GHA,1963,8.333300000000001
Ghana,GHA,1964,5.8824000000000005
Ghana,GHA,1965,6.1867
Ghana,GHA,1966,6.1798
Ghana,GHA,1967,6.600700000000001
Ghana,GHA,1968,6
Ghana,GHA,1969,6
Ghana,GHA,1970,6.2759
Ghana,GHA,1971,6.2759
Ghana,GHA,1972,6.2754
Ghana,GHA,1973,6.2761000000000005
Ghana,GHA,1974,6.2731
Ghana,GHA,1975,6.2721
Ghana,GHA,1976,6.2875000000000005
Ghana,GHA,1977,5.2786
Ghana,GHA,1978,6.233300000000001
Ghana,GHA,1979,5.9564
Ghana,GHA,1980,6.2732
Ghana,GHA,1981,6.2107
Ghana,GHA,1982,6.2066
Ghana,GHA,1983,6.2066
Ghana,GHA,1984,6.2439
Ghana,GHA,1985,6.5612
Ghana,GHA,1986,6.4
Ghana,GHA,1987,6.4
Ghana,GHA,1988,6.3636
Ghana,GHA,1989,6.6154
Ghana,GHA,1990,6.5385
Ghana,GHA,1991,6.5385
Ghana,GHA,1992,6.4444
Ghana,GHA,1993,6.4444
Ghana,GHA,1994,6.5132
Ghana,GHA,1995,6.4369000000000005
Ghana,GHA,1996,6.562600000000001
Ghana,GHA,1997,6.37
Ghana,GHA,1998,6.3876
Ghana,GHA,1999,6.4495000000000005
Ghana,GHA,2000,6.6652000000000005
Ghana,GHA,2001,6.1227
Ghana,GHA,2002,6.1111
Ghana,GHA,2003,6.6667000000000005
Ghana,GHA,2004,6.1565
Ghana,GHA,2005,6.225700000000001
Ghana,GHA,2006,6.298500000000001
Ghana,GHA,2007,5.6169
Ghana,GHA,2008,5.615
Ghana,GHA,2009,5.9626
Ghana,GHA,2010,5.5675
Ghana,GHA,2011,5.994800000000001
Ghana,GHA,2012,5.6747000000000005
Ghana,GHA,2013,7.2999
Ghana,GHA,2014,7
Ghana,GHA,2015,6.9992
Ghana,GHA,2016,6.9992
Ghana,GHA,2017,6.9225
Ghana,GHA,2018,7.0332
Guatemala,GTM,1983,5.968
Guatemala,GTM,1984,5.968
Guatemala,GTM,1985,9.4
Guatemala,GTM,1986,9.777800000000001
Guatemala,GTM,1987,11.7333
Guatemala,GTM,1988,12.9
Guatemala,GTM,1989,13.833300000000001
Guatemala,GTM,1990,10.8
Guatemala,GTM,1991,9.5243
Guatemala,GTM,1992,13.333300000000001
Guatemala,GTM,1993,11.6667
Guatemala,GTM,1994,14.700000000000001
Guatemala,GTM,1995,13.333300000000001
Guatemala,GTM,1996,16
Guatemala,GTM,1997,13.75
Guatemala,GTM,1998,14.117600000000001
Guatemala,GTM,1999,15.7895
Guatemala,GTM,2000,15.238100000000001
Guatemala,GTM,2001,17.3913
Guatemala,GTM,2002,16.666700000000002
Guatemala,GTM,2003,16.8
Guatemala,GTM,2004,16.1538
Guatemala,GTM,2005,20
Guatemala,GTM,2006,17.7778
Guatemala,GTM,2007,18.3333
Guatemala,GTM,2008,16.8
Guatemala,GTM,2009,16.9231
Guatemala,GTM,2010,15.798300000000001
Guatemala,GTM,2011,18
Guatemala,GTM,2012,16
Guatemala,GTM,2013,14.0952
Guatemala,GTM,2014,12.5
Guatemala,GTM,2015,13.9753
Guatemala,GTM,2016,14.024500000000002
Guatemala,GTM,2017,13.4077
Guatemala,GTM,2018,13.041
Guinea,GIN,1961,2.6667
Guinea,GIN,1962,2.6667
Guinea,GIN,1963,2.6667
Guinea,GIN,1964,2.6667
Guinea,GIN,1965,2.6667
Guinea,GIN,1966,2.6667
Guinea,GIN,1967,2.6667
Guinea,GIN,1968,2.6667
Guinea,GIN,1969,2.6667
Guinea,GIN,1970,2.6667
Guinea,GIN,1971,2.6667
Guinea,GIN,1972,2.6667
Guinea,GIN,1973,2.6667
Guinea,GIN,1974,2.6667
Guinea,GIN,1975,2.6667
Guinea,GIN,1976,2.6667
Guinea,GIN,1977,2.6667
Guinea,GIN,1978,2.6667
Guinea,GIN,1979,2.6667
Guinea,GIN,1980,2.6667
Guinea,GIN,1981,2.6667
Guinea,GIN,1982,2.6667
Guinea,GIN,1983,2.6667
Guinea,GIN,1984,2.6667
Guinea,GIN,1985,2.6667
Guinea,GIN,1986,2.6667
Guinea,GIN,1987,2.6667
Guinea,GIN,1988,2.6522
Guinea,GIN,1989,2.625
Guinea,GIN,1990,2.64
Guinea,GIN,1991,2.6538
Guinea,GIN,1992,2.2456
Guinea,GIN,1993,2.6102000000000003
Guinea,GIN,1994,2.6667
Guinea,GIN,1995,2.6667
Guinea,GIN,1996,2.6774
Guinea,GIN,1997,2.6774
Guinea,GIN,1998,2.6774
Guinea,GIN,1999,2.6774
Guinea,GIN,2000,2.6774
Guinea,GIN,2001,2.6774
Guinea,GIN,2002,2.6774
Guinea,GIN,2003,2.6774
Guinea,GIN,2004,2.6774
Guinea,GIN,2005,2.6774
Guinea,GIN,2006,2.6774
Guinea,GIN,2007,2.6774
Guinea,GIN,2008,2.6774
Guinea,GIN,2009,2.6774
Guinea,GIN,2010,2.6774
Guinea,GIN,2011,2.6774
Guinea,GIN,2012,2.6774
Guinea,GIN,2013,2.6774
Guinea,GIN,2014,2.6787
Guinea,GIN,2015,2.6797
Guinea,GIN,2016,2.6711
Guinea,GIN,2017,2.6706000000000003
Guinea,GIN,2018,2.6701
Guinea-Bissau,GNB,1961,7.6923
Guinea-Bissau,GNB,1962,8.2051
Guinea-Bissau,GNB,1963,8.461500000000001
Guinea-Bissau,GNB,1964,7.6923
Guinea-Bissau,GNB,1965,7.6923
Guinea-Bissau,GNB,1966,7.6923
Guinea-Bissau,GNB,1967,8.461500000000001
Guinea-Bissau,GNB,1968,7.5
Guinea-Bissau,GNB,1969,8
Guinea-Bissau,GNB,1970,7.3684
Guinea-Bissau,GNB,1971,8.421100000000001
Guinea-Bissau,GNB,1972,8.2353
Guinea-Bissau,GNB,1973,7.058800000000001
Guinea-Bissau,GNB,1974,8.333300000000001
Guinea-Bissau,GNB,1975,8
Guinea-Bissau,GNB,1976,8
Guinea-Bissau,GNB,1977,8.461500000000001
Guinea-Bissau,GNB,1978,10
Guinea-Bissau,GNB,1979,8.461500000000001
Guinea-Bissau,GNB,1980,7.6923
Guinea-Bissau,GNB,1981,7.6923
Guinea-Bissau,GNB,1982,7.6923
Guinea-Bissau,GNB,1983,8.333300000000001
Guinea-Bissau,GNB,1984,9.090900000000001
Guinea-Bissau,GNB,1985,7.7778
Guinea-Bissau,GNB,1986,8.8462
Guinea-Bissau,GNB,1987,8.333300000000001
Guinea-Bissau,GNB,1988,8.333300000000001
Guinea-Bissau,GNB,1989,8.333300000000001
Guinea-Bissau,GNB,1990,7.7778
Guinea-Bissau,GNB,1991,7.7778
Guinea-Bissau,GNB,1992,7.7778
Guinea-Bissau,GNB,1993,7.7778
Guinea-Bissau,GNB,1994,7.7778
Guinea-Bissau,GNB,1995,7.7778
Guinea-Bissau,GNB,1996,7.7778
Guinea-Bissau,GNB,1997,8.421100000000001
Guinea-Bissau,GNB,1998,8.421100000000001
Guinea-Bissau,GNB,1999,8.421100000000001
Guinea-Bissau,GNB,2000,8.421100000000001
Guinea-Bissau,GNB,2001,8.421100000000001
Guinea-Bissau,GNB,2002,8.421100000000001
Guinea-Bissau,GNB,2003,8.421100000000001
Guinea-Bissau,GNB,2004,8.421100000000001
Guinea-Bissau,GNB,2005,8.421100000000001
Guinea-Bissau,GNB,2006,8.421100000000001
Guinea-Bissau,GNB,2007,8.421100000000001
Guinea-Bissau,GNB,2008,8.421100000000001
Guinea-Bissau,GNB,2009,8.5263
Guinea-Bissau,GNB,2010,8.421100000000001
Guinea-Bissau,GNB,2011,8.473700000000001
Guinea-Bissau,GNB,2012,8.473700000000001
Guinea-Bissau,GNB,2013,8.473700000000001
Guinea-Bissau,GNB,2014,8.448
Guinea-Bissau,GNB,2015,8.3901
Guinea-Bissau,GNB,2016,8.3817
Guinea-Bissau,GNB,2017,8.370700000000001
Guinea-Bissau,GNB,2018,8.3597
Honduras,HND,1961,8.097900000000001
Honduras,HND,1962,8.4289
Honduras,HND,1963,8.7689
Honduras,HND,1964,9.821900000000001
Honduras,HND,1965,11.3849
Honduras,HND,1966,11.3785
Honduras,HND,1967,11.378400000000001
Honduras,HND,1968,11.3785
Honduras,HND,1969,11.378300000000001
Honduras,HND,1970,11.378300000000001
Honduras,HND,1971,9.8215
Honduras,HND,1972,9.7856
Honduras,HND,1973,8.2781
Honduras,HND,1974,8.4799
Honduras,HND,1975,6.5183
Honduras,HND,1976,6.181100000000001
Honduras,HND,1977,3.8174
Honduras,HND,1978,3.7093000000000003
Honduras,HND,1979,3.3341000000000003
Honduras,HND,1980,3.4249
Honduras,HND,1981,4.2347
Honduras,HND,1982,7.6523
Honduras,HND,1983,8.333300000000001
Honduras,HND,1984,12.620000000000001
Honduras,HND,1985,13.9589
Honduras,HND,1986,14.274500000000002
Honduras,HND,1987,14.662600000000001
Honduras,HND,1988,13.898800000000001
Honduras,HND,1989,14.093200000000001
Honduras,HND,1990,14.0496
Honduras,HND,1991,12.840300000000001
Honduras,HND,1992,13.374
Honduras,HND,1993,17.9204
Honduras,HND,1994,13.252500000000001
Honduras,HND,1995,14.959700000000002
Honduras,HND,1996,16.0015
Honduras,HND,1997,17.3584
Honduras,HND,1998,19.9759
Honduras,HND,1999,18.4667
Honduras,HND,2000,18.194100000000002
Honduras,HND,2001,13.1136
Honduras,HND,2002,14.239500000000001
Honduras,HND,2003,15.241800000000001
Honduras,HND,2004,13.7847
Honduras,HND,2005,12.965300000000001
Honduras,HND,2006,17.755200000000002
Honduras,HND,2007,16.5994
Honduras,HND,2008,15.4009
Honduras,HND,2009,15.7895
Honduras,HND,2010,16.8402
Honduras,HND,2011,16.9719
