Entity,Code,Year,Coal production per capita
Czech Republic,CZE,2008,18.13606246
Czech Republic,CZE,2009,16.53623391
Czech Republic,CZE,2010,16.38160692
Czech Republic,CZE,2011,17.214822370000004
Czech Republic,CZE,2012,16.25621403
Czech Republic,CZE,2013,14.10571138
Czech Republic,CZE,2014,13.60798553
Czech Republic,CZE,2015,18.57371063
Czech Republic,CZE,2016,17.96245451
Democratic Republic of Congo,COD,1950,0.10691041280000001
Democratic Republic of Congo,COD,1951,0.1427920996
Democratic Republic of Congo,COD,1952,0.16242290650000002
Democratic Republic of Congo,COD,1953,0.19811022500000003
Democratic Republic of Congo,COD,1954,0.2333473118
Democratic Republic of Congo,COD,1955,0.2890827653
Democratic Republic of Congo,COD,1956,0.2472242412
Democratic Republic of Congo,COD,1957,0.2489225899
Democratic Republic of Congo,COD,1958,0.1649644042
Democratic Republic of Congo,COD,1959,0.1461592486
Democratic Republic of Congo,COD,1960,0.08702526034000001
Democratic Republic of Congo,COD,1961,0.03800378265
Democratic Republic of Congo,COD,1962,0.03857028003
Democratic Republic of Congo,COD,1963,0.04549721734
Democratic Republic of Congo,COD,1964,0.04816041862
Democratic Republic of Congo,COD,1965,0.0534300668
Democratic Republic of Congo,COD,1966,0.051502583010000005
Democratic Republic of Congo,COD,1967,0.05891502901
Democratic Republic of Congo,COD,1968,0.0305612437
Democratic Republic of Congo,COD,1969,0.027193977879999998
Democratic Republic of Congo,COD,1970,0.041498486030000004
Democratic Republic of Congo,COD,1971,0.04434168142
Democratic Republic of Congo,COD,1972,0.04933906735
Democratic Republic of Congo,COD,1973,0.043164954240000004
Democratic Republic of Congo,COD,1974,0.03215342592
Democratic Republic of Congo,COD,1975,0.034124754269999995
Democratic Republic of Congo,COD,1976,0.037665704599999995
Democratic Republic of Congo,COD,1977,0.0429753938
Democratic Republic of Congo,COD,1978,0.0349067943
Democratic Republic of Congo,COD,1979,0.03172409352
Democratic Republic of Congo,COD,2012,0.012773701259999999
Democratic Republic of Congo,COD,2013,0.011325461929999999
Democratic Republic of Congo,COD,2014,0.009959745973
Denmark,DNK,1940,0.15124159599999998
Denmark,DNK,1941,0.663840286
Denmark,DNK,1942,1.182666422
Denmark,DNK,1943,1.688396826
Denmark,DNK,1944,1.4111338310000001
Denmark,DNK,1945,1.458134625
Denmark,DNK,1946,1.438223496
Denmark,DNK,1947,1.731877007
Denmark,DNK,1948,1.468877342
Denmark,DNK,1949,0.9699914988
Denmark,DNK,1950,0.46262282060000004
Denmark,DNK,1951,0.9415128683
Denmark,DNK,1952,0.9446517553
Denmark,DNK,1953,0.4671832347
Denmark,DNK,1954,0.3946902042
Denmark,DNK,1955,0.4625532812
Denmark,DNK,1956,0.8011741649
Denmark,DNK,1957,1.4604181790000001
Denmark,DNK,1958,1.386451053
Denmark,DNK,1959,1.514186923
Denmark,DNK,1960,1.4962956200000002
Denmark,DNK,1961,1.38613213
Denmark,DNK,1962,1.409799315
Denmark,DNK,1963,1.3746109750000002
Denmark,DNK,1964,1.191645445
Denmark,DNK,1965,1.146872275
Denmark,DNK,1966,1.0596652469999999
Denmark,DNK,1967,0.6910264358
Denmark,DNK,1968,0.400519561
Denmark,DNK,1969,0.2255964947
Denmark,DNK,1970,0.07020464585000001
Egypt,EGY,1999,0.003871539931
Egypt,EGY,2000,0.0056523061659999995
Egypt,EGY,2001,0.0035389097580000002
Egypt,EGY,2002,0.003472452173
Egypt,EGY,2003,0.003407124849
Egypt,EGY,2004,0.002982351745
Egypt,EGY,2005,0.002218269784
European Union,,2015,3.2992630640000002
European Union,,2016,3.037890762
France,FRA,1900,6.643824486000001
France,FRA,1901,6.4200920230000005
France,FRA,1902,5.947671127
France,FRA,1903,6.912325043
France,FRA,1904,6.754764637
France,FRA,1905,7.096427545
France,FRA,1906,6.740832375
France,FRA,1907,7.247402933
France,FRA,1908,7.355222804
France,FRA,1909,7.4361953100000004
France,FRA,1910,7.516956797
France,FRA,1911,7.675760658000001
France,FRA,1912,8.039746897
France,FRA,1913,7.957183079000001
France,FRA,1914,5.349121477
France,FRA,1915,3.8735562540000004
France,FRA,1916,4.287027291999999
France,FRA,1917,5.8955942299999995
France,FRA,1918,5.435176843000001
France,FRA,1919,4.645418729
France,FRA,1920,5.192246354
France,FRA,1921,5.946083555
France,FRA,1922,6.526884696000001
France,FRA,1923,7.799110740000001
France,FRA,1924,9.006640233
France,FRA,1925,9.560873888
France,FRA,1926,10.363710220000002
France,FRA,1927,10.428036480000001
France,FRA,1928,10.31433971
France,FRA,1929,10.760850119999999
France,FRA,1930,10.68124254
France,FRA,1931,9.846681570000001
France,FRA,1932,9.116053067000001
France,FRA,1933,9.239578386
France,FRA,1934,9.363023383
France,FRA,1935,9.075759258
France,FRA,1936,8.895232367
France,FRA,1937,8.72879077
France,FRA,1938,9.145781092
France,FRA,1939,9.67753127
France,FRA,1940,7.988028701999999
France,FRA,1941,8.851035081000001
France,FRA,1942,8.893773975
France,FRA,1943,8.660479382
France,FRA,1944,5.4502007379999995
France,FRA,1945,7.040919249
France,FRA,1946,9.786860146
France,FRA,1947,9.302873685000002
France,FRA,1948,8.791171121
France,FRA,1949,10.265746150000002
France,FRA,1950,10.080045
France,FRA,1951,10.48298731
France,FRA,1952,10.86841805
France,FRA,1953,10.24323165
France,FRA,1954,10.4884807
France,FRA,1955,10.57969218
France,FRA,1956,10.462911179999999
France,FRA,1957,10.671899230000001
France,FRA,1958,10.73510652
France,FRA,1959,10.58260976
France,FRA,1960,10.175336869999999
France,FRA,1961,9.477799014
France,FRA,1962,9.344633409
France,FRA,1963,8.389345772999999
France,FRA,1964,9.146415715
France,FRA,1965,8.807906859000001
France,FRA,1966,8.547134623
France,FRA,1967,8.074139055
France,FRA,1968,7.120443603
France,FRA,1969,6.832185719
France,FRA,1970,6.248595638
France,FRA,1971,5.504004235
France,FRA,1972,4.9626899810000005
France,FRA,1973,4.262944535
France,FRA,1974,3.796531506
France,FRA,1975,3.73528696
France,FRA,1976,3.6342278080000003
France,FRA,1977,3.520258111
France,FRA,1978,3.2334489
France,FRA,1979,3.0347763690000003
France,FRA,1980,2.5392438860000004
France,FRA,1981,2.516841897
France,FRA,1982,2.382383624
France,FRA,1983,2.360210313
France,FRA,1984,2.283494921
France,FRA,1985,2.049175042
France,FRA,1986,1.961471179
France,FRA,1987,1.862884688
France,FRA,1988,1.627161774
France,FRA,1989,1.562089006
France,FRA,1990,1.4398571580000001
France,FRA,1991,1.368060896
France,FRA,1992,1.254793845
France,FRA,1993,1.148844824
France,FRA,1994,1.0077728750000001
France,FRA,1995,0.9553686697000001
France,FRA,1996,0.9426769717
France,FRA,1997,0.7744684995000001
France,FRA,1998,0.6381915113000001
France,FRA,1999,0.5680482758000001
France,FRA,2000,0.3877035455
France,FRA,2001,0.25074841330000003
France,FRA,2002,0.1804439455
France,FRA,2003,0.1972124872
France,FRA,2004,0.018077016530000004
France,FRA,2005,0.011594103790000001
France,FRA,2006,0.008444070195
France,FRA,2007,0.00783679206
France,FRA,2008,0.005113633518000001
France,FRA,2009,0.002698237533
France,FRA,2010,0.004764963776
France,FRA,2011,0.002706622109
France,FRA,2012,0.005243395709
France,FRA,2013,0.005634457082
France,FRA,2014,0.005377662004
Georgia,GEO,1992,0.13134769370000002
Georgia,GEO,1993,0.14224054290000002
Georgia,GEO,1994,0.17779395850000002
Georgia,GEO,1995,0.031710636380000004
Georgia,GEO,1996,0.01514789369
Georgia,GEO,1997,0.004289115816
Georgia,GEO,1998,0.012052703250000001
Georgia,GEO,1999,0.01647924702
Georgia,GEO,2000,0.007287706909
Georgia,GEO,2001,0.001052218224
Georgia,GEO,2002,0.006377862345
Georgia,GEO,2003,0.008588864755
Georgia,GEO,2004,0.008675548587
Georgia,GEO,2005,0.005478759946
Georgia,GEO,2006,0.009967624833
Georgia,GEO,2007,0.01567598573
Georgia,GEO,2008,0.01245878184
Georgia,GEO,2009,0.17427851390000001
Georgia,GEO,2010,0.12198394010000001
Georgia,GEO,2011,0.16500056359999998
Georgia,GEO,2012,0.30398341900000003
Georgia,GEO,2013,0.32174547560000005
Georgia,GEO,2014,0.288572392
Germany,DEU,1900,11.903562019999999
Germany,DEU,1901,11.83587127
Germany,DEU,1902,11.49334591
Germany,DEU,1903,12.24249117
Germany,DEU,1904,12.546384410000002
Germany,DEU,1905,13.084200919999999
Germany,DEU,1906,13.8890587
Germany,DEU,1907,14.44219688
Germany,DEU,1908,14.702332010000001
Germany,DEU,1909,14.66791324
Germany,DEU,1910,14.6870631
Germany,DEU,1911,15.21048112
Germany,DEU,1912,16.69097133
Germany,DEU,1913,17.948775020000003
Germany,DEU,1914,15.35845582
Germany,DEU,1915,14.38895607
Germany,DEU,1916,15.588058010000001
Germany,DEU,1917,16.36657221
Germany,DEU,1918,15.96182426
Germany,DEU,1919,13.47853336
Germany,DEU,1920,15.3474833
Germany,DEU,1921,16.02547543
Germany,DEU,1922,15.12463153
Germany,DEU,1923,9.725635612
Germany,DEU,1924,14.40423253
Germany,DEU,1925,15.98646327
Germany,DEU,1926,16.84481336
Germany,DEU,1927,17.80612194
Germany,DEU,1928,18.09398262
Germany,DEU,1929,19.30918601
Germany,DEU,1930,16.52953302
Germany,DEU,1931,14.122300590000002
Germany,DEU,1932,12.59880378
Germany,DEU,1933,13.07036472
Germany,DEU,1934,14.52902325
Germany,DEU,1935,16.14987773
Germany,DEU,1936,17.697568
Germany,DEU,1937,20.35844486
Germany,DEU,1938,20.65160994
Germany,DEU,1939,20.19959249
Germany,DEU,1940,20.38033931
Germany,DEU,1941,20.58414541
Germany,DEU,1942,20.794221
Germany,DEU,1943,21.304384300000002
Germany,DEU,1944,19.13695677
Germany,DEU,1945,5.000442348
Germany,DEU,1946,12.6756898
Germany,DEU,1947,14.439759120000002
Germany,DEU,1948,16.53883162
Germany,DEU,1949,19.13658962
Germany,DEU,1950,19.85893007
Germany,DEU,1951,21.43776506
Germany,DEU,1952,22.21893171
Germany,DEU,1953,22.74294299
Germany,DEU,1954,23.44368464
Germany,DEU,1955,24.37427126
Germany,DEU,1956,24.95688359
Germany,DEU,1957,25.064001100000002
Germany,DEU,1958,24.83446803
Germany,DEU,1959,25.651936969999998
Germany,DEU,1960,25.982179100000003
Germany,DEU,1961,26.25292349
Germany,DEU,1962,26.33667589
Germany,DEU,1963,26.621528190000003
Germany,DEU,1964,26.6187424
Germany,DEU,1965,25.195618149999998
Germany,DEU,1966,23.90337502
Germany,DEU,1967,22.0563212
Germany,DEU,1968,22.197122210000003
Germany,DEU,1969,22.440561900000002
Germany,DEU,1970,22.54926103
Germany,DEU,1971,22.35769398
Germany,DEU,1972,21.19260553
Germany,DEU,1973,20.853682250000002
Germany,DEU,1974,20.745219400000003
Germany,DEU,1975,20.95544043
Germany,DEU,1976,21.193313579999998
Germany,DEU,1977,20.661687320000002
Germany,DEU,1978,20.570625550000003
Germany,DEU,1979,21.20308937
Germany,DEU,1980,18.516316470000003
Germany,DEU,1981,18.905274130000002
Germany,DEU,1982,19.25020956
Germany,DEU,1983,18.80732851
Germany,DEU,1984,19.06884717
Germany,DEU,1985,19.6677826
Germany,DEU,1986,19.30982406
Germany,DEU,1987,18.657935000000002
Germany,DEU,1988,18.367257900000002
Germany,DEU,1989,17.88130958
Germany,DEU,1990,17.040996709999998
Germany,DEU,1991,13.243732529999999
Germany,DEU,1992,12.12041352
Germany,DEU,1993,11.12745687
Germany,DEU,1994,10.53613082
Germany,DEU,1995,10.11795204
Germany,DEU,1996,9.112968696
Germany,DEU,1997,9.204160834
Germany,DEU,1998,8.434132562999999
Germany,DEU,1999,8.151952034
Germany,DEU,2000,7.999489358
Germany,DEU,2001,7.643815264
Germany,DEU,2002,7.688377265000001
Germany,DEU,2003,7.565757968
Germany,DEU,2004,7.683787406
Germany,DEU,2005,7.480327643
Germany,DEU,2006,7.113086448
Germany,DEU,2007,7.285384342
Germany,DEU,2008,6.7505850700000005
Germany,DEU,2009,6.184173660000001
Germany,DEU,2010,6.108141955
Germany,DEU,2011,6.252312564
Germany,DEU,2012,6.4700763530000005
Germany,DEU,2013,6.0985297979999995
Germany,DEU,2014,5.956707826
Germany,DEU,2015,6.108664422
Germany,DEU,2016,5.618416846000001
Greece,GRC,1900,0.004180424829
Greece,GRC,1901,0.004151144287
Greece,GRC,1902,0.002853879968
Greece,GRC,1903,0.003149074403
Greece,GRC,1904,0.004065713054
Greece,GRC,1905,0.0037266703
Greece,GRC,1906,0.003700740626
Greece,GRC,1907,0.00367516929
Greece,GRC,1908,0.002737461685
Greece,GRC,1909,0.001208128715
Greece,GRC,1910,0.000299931579
Greece,GRC,1914,0.005841610837
Greece,GRC,1915,0.01160040731
Greece,GRC,1916,0.03369236853
Greece,GRC,1917,0.0451810914
Greece,GRC,1918,0.06047517278
Greece,GRC,1919,0.05159035177
Greece,GRC,1920,0.05514742018
Greece,GRC,1921,0.04619881566
Greece,GRC,1922,0.03575958472
Greece,GRC,1923,0.03159412413
Greece,GRC,1924,0.034838053
Greece,GRC,1925,0.03802959282
Greece,GRC,1926,0.04040587719
Greece,GRC,1927,0.03724105598
Greece,GRC,1928,0.03111554521
Greece,GRC,1929,0.0399226859
Greece,GRC,1930,0.03266142056
Greece,GRC,1931,0.026015804660000003
Greece,GRC,1932,0.033793396260000004
Greece,GRC,1933,0.023967222880000003
Greece,GRC,1934,0.024096776020000002
Greece,GRC,1935,0.02184515663
Greece,GRC,1936,0.02456250624
Greece,GRC,1937,0.029976813140000003
Greece,GRC,1938,0.024405705990000002
Greece,GRC,1939,0.03099404779
Greece,GRC,1940,0.05479519286
Greece,GRC,1941,0.039013105539999995
Greece,GRC,1942,0.07935783431
Greece,GRC,1943,0.08090795204
Greece,GRC,1944,0.04162147762
Greece,GRC,1945,0.01525464641
Greece,GRC,1946,0.02688790806
Greece,GRC,1947,0.02797502377
Greece,GRC,1948,0.02573938599
Greece,GRC,1949,0.03574744641
Greece,GRC,1950,0.033915198529999996
Greece,GRC,1951,0.03956505026
Greece,GRC,1952,0.05125086361
Greece,GRC,1953,0.0900746286
Greece,GRC,1954,0.1405223247
Greece,GRC,1955,0.1557568406
Greece,GRC,1956,0.1577714915
Greece,GRC,1957,0.19594966830000002
Greece,GRC,1958,0.23273400100000002
Greece,GRC,1959,0.312042576
Greece,GRC,1960,0.4920904013
Greece,GRC,1961,0.4806983731
Greece,GRC,1962,0.515101587
Greece,GRC,1963,0.6711771091000001
Greece,GRC,1964,0.7316323883
Greece,GRC,1965,0.9592127239
Greece,GRC,1966,0.9340937938
Greece,GRC,1967,0.9967396285
Greece,GRC,1968,1.067027849
Greece,GRC,1969,1.248085885
Greece,GRC,1970,1.4478989180000001
Greece,GRC,1971,2.001531104
Greece,GRC,1972,2.108044359
Greece,GRC,1973,2.386102023
Greece,GRC,1974,2.525508645
Greece,GRC,1975,3.209542497
Greece,GRC,1976,3.900101434
Greece,GRC,1977,4.0638344570000005
Greece,GRC,1978,3.706173433
Greece,GRC,1979,3.958392846
Greece,GRC,1980,3.841665603
Greece,GRC,1981,4.480106532
Greece,GRC,1982,4.458845588
Greece,GRC,1983,4.947005852
Greece,GRC,1984,5.226252338
Greece,GRC,1985,5.740452026
Greece,GRC,1986,6.064064597
Greece,GRC,1987,7.06959837
Greece,GRC,1988,7.621663228
Greece,GRC,1989,8.133588279
Greece,GRC,1990,8.079237739
Greece,GRC,1991,8.129573971
Greece,GRC,1992,6.914349985
Greece,GRC,1993,7.508812064
Greece,GRC,1994,7.313459096
Greece,GRC,1995,7.339660265000001
Greece,GRC,1996,6.9721389490000005
Greece,GRC,1997,7.790321979000001
Greece,GRC,1998,8.162635465000001
Greece,GRC,1999,8.026265649
Greece,GRC,2000,8.174481007
Greece,GRC,2001,8.312209946000001
Greece,GRC,2002,8.476317891
Greece,GRC,2003,8.195858667000001
Greece,GRC,2004,8.240264830000001
Greece,GRC,2005,8.14241681
Greece,GRC,2006,7.576227621
Greece,GRC,2007,7.725392007000001
Greece,GRC,2008,7.630903568
Greece,GRC,2009,7.518957331
Greece,GRC,2010,6.547557363
Greece,GRC,2011,6.809963826000001
Greece,GRC,2012,7.200095945
Greece,GRC,2013,6.196152799000001
Greece,GRC,2014,5.687999247
Greece,GRC,2015,6.0996628
Greece,GRC,2016,4.39314858
Hungary,HUN,1900,3.327178872
Hungary,HUN,1910,4.021692913
Hungary,HUN,1913,4.435696063000001
Hungary,HUN,1920,2.1605681719999996
Hungary,HUN,1921,2.750230386
Hungary,HUN,1922,3.0791230489999997
Hungary,HUN,1923,3.312892476
Hungary,HUN,1924,3.033492686
Hungary,HUN,1925,2.705690658
Hungary,HUN,1926,2.814027042
Hungary,HUN,1927,2.93724471
Hungary,HUN,1928,3.0189895499999997
Hungary,HUN,1929,3.231296956
Hungary,HUN,1930,2.858101909
Hungary,HUN,1931,2.7895795210000003
Hungary,HUN,1932,2.762447053
Hungary,HUN,1933,2.684259693
Hungary,HUN,1934,2.751516091
Hungary,HUN,1935,2.9618716060000003
Hungary,HUN,1936,3.089337189
Hungary,HUN,1937,3.468574232
Hungary,HUN,1938,3.6015448660000002
Hungary,HUN,1939,4.05692406
Hungary,HUN,1940,4.315479975000001
Hungary,HUN,1941,4.624161666
Hungary,HUN,1942,4.67457247
Hungary,HUN,1943,4.551423885999999
Hungary,HUN,1944,3.614721474
Hungary,HUN,1945,1.707904051
Hungary,HUN,1946,2.483311595
Hungary,HUN,1947,3.437034916
Hungary,HUN,1948,4.100839444
Hungary,HUN,1949,4.526754249
Hungary,HUN,1950,5.008275952
Hungary,HUN,1951,5.678096931
Hungary,HUN,1952,6.788191050000001
Hungary,HUN,1953,7.612191805
Hungary,HUN,1954,7.790467254
Hungary,HUN,1955,8.043977596
Hungary,HUN,1956,7.37279864
Hungary,HUN,1957,7.543303851
Hungary,HUN,1958,8.599944944
Hungary,HUN,1959,8.968398984
Hungary,HUN,1960,9.353754278
Hungary,HUN,1961,9.912313778
Hungary,HUN,1962,10.07352581
Hungary,HUN,1963,10.698049720000002
Hungary,HUN,1964,11.06743708
Hungary,HUN,1965,11.01802622
Hungary,HUN,1966,10.61371704
Hungary,HUN,1967,7.800161641
Hungary,HUN,1968,9.480716266
Hungary,HUN,1969,9.196179435
Hungary,HUN,1970,9.60234766
Hungary,HUN,1971,9.415910820999999
Hungary,HUN,1972,8.844044628
Hungary,HUN,1973,9.096181782
Hungary,HUN,1974,8.714470370999999
Hungary,HUN,1975,8.37767346
Hungary,HUN,1976,8.445886909999999
Hungary,HUN,1977,8.461283897
Hungary,HUN,1978,8.488263364
Hungary,HUN,1979,8.456891074
Hungary,HUN,1980,6.312169981
Hungary,HUN,1981,6.370387457
Hungary,HUN,1982,6.4331198700000005
Hungary,HUN,1983,6.223823567
Hungary,HUN,1984,6.193434696000001
Hungary,HUN,1985,5.9158255099999995
Hungary,HUN,1986,5.757852983
Hungary,HUN,1987,5.735078344
Hungary,HUN,1988,5.268439099999999
Hungary,HUN,1989,5.079494621
Hungary,HUN,1990,4.458315166999999
Hungary,HUN,1991,4.285403753
Hungary,HUN,1992,3.975998943
Hungary,HUN,1993,3.231847537
Hungary,HUN,1994,3.1174327859999997
Hungary,HUN,1995,3.109547004
Hungary,HUN,1996,3.275967209
Hungary,HUN,1997,3.5445246750000003
Hungary,HUN,1998,3.2808731320000004
Hungary,HUN,1999,3.246446917
Hungary,HUN,2000,3.1345117420000004
Hungary,HUN,2001,3.069305617
Hungary,HUN,2002,2.923603699
Hungary,HUN,2003,2.9927244460000004
Hungary,HUN,2004,2.506622472
Hungary,HUN,2005,2.139871352
Hungary,HUN,2006,2.2320517719999997
Hungary,HUN,2007,2.20902982
Hungary,HUN,2008,2.12280273
Hungary,HUN,2009,2.03501645
Hungary,HUN,2010,2.070242947
Hungary,HUN,2011,2.177153269
Hungary,HUN,2012,2.122762221
Hungary,HUN,2013,2.193224293
Hungary,HUN,2014,2.2009456860000003
Hungary,HUN,2015,1.7939430170000001
Hungary,HUN,2016,1.814252603
India,IND,1913,0.415919314
India,IND,1929,0.5487848888
India,IND,1941,0.5923061552000001
India,IND,1946,0.5480313049000001
India,IND,1947,0.5543013431
India,IND,1948,0.5475847389
India,IND,1949,0.5680272158
India,IND,1950,0.5549596471
India,IND,1951,0.5819892612
India,IND,1952,0.6039796914
India,IND,1953,0.5885782555
India,IND,1954,0.592915448
India,IND,1955,0.6037621342
India,IND,1956,0.6114054141
India,IND,1957,0.6625679255
India,IND,1958,0.6778047438
India,IND,1959,0.6903934312000001
India,IND,1960,0.7447106768
India,IND,1961,0.7783470631
India,IND,1962,0.8357645264
India,IND,1963,0.8843640094999999
India,IND,1964,0.8235551653000001
India,IND,1965,0.8709553325000001
India,IND,1966,0.8646114322
India,IND,1967,0.8516580193
India,IND,1968,0.8710289133
India,IND,1969,0.9067882047000001
India,IND,1970,0.8642035980000001
India,IND,1971,0.8243911902
India,IND,1972,0.8449785098
India,IND,1973,0.8504098237
India,IND,1974,0.8949025682
India,IND,1975,0.9943406284
India,IND,1976,1.0259287030000002
India,IND,1977,0.9957979891000001
India,IND,1978,0.9853155161
India,IND,1979,0.9794416945000001
India,IND,1980,0.8178847763
India,IND,1981,0.9034506132000001
India,IND,1982,0.9217398045999999
India,IND,1983,0.9431067165
India,IND,1984,1.090471892
India,IND,1985,1.0994272619999998
India,IND,1986,1.175200871
India,IND,1987,1.1560720770000001
India,IND,1988,1.2137640269999999
India,IND,1989,1.228610279
India,IND,1990,1.271442111
India,IND,1991,1.3560303080000002
India,IND,1992,1.4004746350000001
India,IND,1993,1.4142023369999999
India,IND,1994,1.440659849
India,IND,1995,1.7683153219999999
India,IND,1996,1.5544655230000002
India,IND,1997,1.594376671
India,IND,1998,1.5887576079999999
India,IND,1999,1.6223401750000002
India,IND,2000,1.654186577
India,IND,2001,1.7085395490000002
India,IND,2002,1.586068757
India,IND,2003,1.657910417
India,IND,2004,1.7321162030000001
India,IND,2005,1.808013488
India,IND,2006,1.881775363
India,IND,2007,1.9693257430000002
India,IND,2008,2.0842437169999997
India,IND,2009,2.217462618
India,IND,2010,2.201937414
India,IND,2011,2.2206582349999997
India,IND,2012,2.246655446
India,IND,2013,2.2220375629999998
India,IND,2014,2.337384548
India,IND,2015,2.495559461
India,IND,2016,2.5340873160000004
Indonesia,IDN,1900,0.040834154
Indonesia,IDN,1901,0.0407323805
Indonesia,IDN,1902,0.03768347826
Indonesia,IDN,1903,0.040906492989999994
Indonesia,IDN,1904,0.04423631767
Indonesia,IDN,1905,0.05769286098
Indonesia,IDN,1906,0.06954632823
Indonesia,IDN,1907,0.07427956365
Indonesia,IDN,1908,0.07815993712
Indonesia,IDN,1909,0.08915792759
Indonesia,IDN,1910,0.09685493246
Indonesia,IDN,1911,0.1062958539
Indonesia,IDN,1912,0.1060920269
Indonesia,IDN,1913,0.09780813573000001
Indonesia,IDN,1914,0.1053600819
Indonesia,IDN,1915,0.1048146927
Indonesia,IDN,1916,0.1245581876
Indonesia,IDN,1917,0.1358710254
Indonesia,IDN,1918,0.13686237750000002
Indonesia,IDN,1919,0.154045692
Indonesia,IDN,1920,0.01696557619
Indonesia,IDN,1921,0.1916859398
Indonesia,IDN,1922,0.1626871108
Indonesia,IDN,1923,0.178508218
Indonesia,IDN,1924,0.220783588
Indonesia,IDN,1925,0.21120883520000003
Indonesia,IDN,1926,0.2183624633
Indonesia,IDN,1927,0.2384018196
Indonesia,IDN,1928,0.2477486394
Indonesia,IDN,1929,0.2631418956
Indonesia,IDN,1930,0.265492854
Indonesia,IDN,1931,0.1963103721
Indonesia,IDN,1932,0.1446864024
Indonesia,IDN,1933,0.1405605996
Indonesia,IDN,1934,0.1382538503
Indonesia,IDN,1935,0.14653546879999998
Indonesia,IDN,1936,0.1490837522
Indonesia,IDN,1937,0.17584826250000002
Indonesia,IDN,1938,0.1838813956
Indonesia,IDN,1939,0.22147573120000003
Indonesia,IDN,1940,0.2461617225
Indonesia,IDN,1941,0.23993251570000002
Indonesia,IDN,1946,0.01821029322
Indonesia,IDN,1947,0.025516552730000003
Indonesia,IDN,1948,0.06086320833
Indonesia,IDN,1949,0.07330222645000001
Indonesia,IDN,1950,0.09411924022
Indonesia,IDN,1951,0.09970970871
Indonesia,IDN,1952,0.1090947308
Indonesia,IDN,1953,0.09886044412
Indonesia,IDN,1954,0.09699398440000001
Indonesia,IDN,1955,0.08569718237
Indonesia,IDN,1956,0.08508167908
Indonesia,IDN,1957,0.07185822206999999
Indonesia,IDN,1958,0.05890918378
Indonesia,IDN,1959,0.06073243524
Indonesia,IDN,1960,0.06101634123
Indonesia,IDN,1961,0.04958394231
Indonesia,IDN,1962,0.0415150698
Indonesia,IDN,1963,0.0506159317
Indonesia,IDN,1964,0.037353970310000005
Indonesia,IDN,1965,0.02199417154
Indonesia,IDN,1966,0.02527589896
Indonesia,IDN,1967,0.01591189066
Indonesia,IDN,1968,0.013166655220000002
Indonesia,IDN,1969,0.01398095477
Indonesia,IDN,1970,0.01219362299
Indonesia,IDN,1971,0.013669358080000001
Indonesia,IDN,1972,0.012037377140000001
Indonesia,IDN,1973,0.009763253188
Indonesia,IDN,1974,0.009963470054000001
Indonesia,IDN,1975,0.01282889555
Indonesia,IDN,1976,0.01172453492
Indonesia,IDN,1977,0.01369459666
Indonesia,IDN,1978,0.015278931800000001
Indonesia,IDN,1979,0.01576732768
Indonesia,IDN,1980,0.027586446509999998
Indonesia,IDN,1981,0.03281350208
Indonesia,IDN,1982,0.02767524118
Indonesia,IDN,1983,0.030255956950000003
Indonesia,IDN,1984,0.06773406389
Indonesia,IDN,1985,0.09139279014
Indonesia,IDN,1986,0.11828918249999999
Indonesia,IDN,1987,0.13413677229999998
Indonesia,IDN,1988,0.1721551339
Indonesia,IDN,1989,0.3535975992
Indonesia,IDN,1990,0.4133404473
Indonesia,IDN,1991,0.5313124638000001
Indonesia,IDN,1992,0.8515690191999999
Indonesia,IDN,1993,1.0988706810000002
Indonesia,IDN,1994,1.1902053860000001
Indonesia,IDN,1995,1.542826611
Indonesia,IDN,1996,1.794378264
Indonesia,IDN,1997,1.843236277
Indonesia,IDN,1998,2.054517133
Indonesia,IDN,1999,2.4093095520000003
Indonesia,IDN,2000,2.4670055250000003
Indonesia,IDN,2001,2.972802122
Indonesia,IDN,2002,3.1989156690000002
Indonesia,IDN,2003,3.617313484
Indonesia,IDN,2004,4.3783540930000004
Indonesia,IDN,2005,5.124658783
Indonesia,IDN,2006,6.915671595
Indonesia,IDN,2007,7.27583104
Indonesia,IDN,2008,7.176258421000001
Indonesia,IDN,2009,8.290054042
Indonesia,IDN,2010,9.12936295
Indonesia,IDN,2011,9.990823248000002
Indonesia,IDN,2012,12.12075383
Indonesia,IDN,2013,13.09037667
Indonesia,IDN,2014,13.18822546
Indonesia,IDN,2015,12.25259433
Indonesia,IDN,2016,11.390527220000001
Iran,IRN,1950,0.09510920771
Iran,IRN,1951,0.09295196213
Iran,IRN,1952,0.07717295157
Iran,IRN,1953,0.0686952015
Iran,IRN,1954,0.009515262156000001
Iran,IRN,1955,0.1033764447
Iran,IRN,1956,0.07818902055
Iran,IRN,1957,0.07062230001
Iran,IRN,1958,0.07197826267
Iran,IRN,1959,0.09036860262
Iran,IRN,1960,0.08547214629
Iran,IRN,1961,0.07170320481
Iran,IRN,1962,0.07233643898
Iran,IRN,1963,0.07838319917
Iran,IRN,1964,0.09176510704
Iran,IRN,1965,0.09297432703
Iran,IRN,1966,0.09054502129
Iran,IRN,1967,0.08970587993
Iran,IRN,1968,0.11624431830000001
Iran,IRN,1969,0.1436720737
Iran,IRN,1970,0.151319651
Iran,IRN,1971,0.166816548
Iran,IRN,1972,0.270696263
Iran,IRN,1973,0.02634263749
Iran,IRN,1974,0.307347693
