Entity,Code,Year,Number of departures (per 1000 people)
Russia,RUS,1999,85.80003509
Russia,RUS,2000,125.3167221
Russia,RUS,2001,123.513384
Russia,RUS,2002,140.586029
Russia,RUS,2003,142.2208634
Russia,RUS,2004,170.1082886
Russia,RUS,2005,197.9953487
Russia,RUS,2006,203.4749811
Russia,RUS,2007,240.0824822
Russia,RUS,2008,255.971686
Russia,RUS,2009,240.0526519
Russia,RUS,2010,275.2758255
Russia,RUS,2011,305.8599225
Russia,RUS,2012,333.885757
Russia,RUS,2013,376.7693111
Russia,RUS,2014,319.0731927
Russia,RUS,2015,239.7692608
Russia,RUS,2016,219.3326485
Russia,RUS,2017,274.2585414
Samoa,WSM,1999,333.8033438
Samoa,WSM,2000,349.34998
Samoa,WSM,2001,318.9683652
Samoa,WSM,2002,300.1438425
Samoa,WSM,2003,287.0619491
Samoa,WSM,2004,302.0455194
Samoa,WSM,2005,289.0028845
Samoa,WSM,2006,281.6216992
Samoa,WSM,2007,285.2660106
Samoa,WSM,2008,288.7874198
Samoa,WSM,2009,232.6512504
Samoa,WSM,2010,300.7438039
Samoa,WSM,2011,303.7327152
Samoa,WSM,2012,295.9924733
Samoa,WSM,2013,267.3558506
Samoa,WSM,2014,296.4272713
Samoa,WSM,2015,278.6967315
Samoa,WSM,2017,279.98371
Saudi Arabia,SAU,2002,360.4441241
Saudi Arabia,SAU,2003,181.9437256
Saudi Arabia,SAU,2004,164.0629406
Saudi Arabia,SAU,2005,184.1823696
Saudi Arabia,SAU,2006,81.37258959
Saudi Arabia,SAU,2007,163.3893169
Saudi Arabia,SAU,2008,157.5512215
Saudi Arabia,SAU,2009,226.2439026
Saudi Arabia,SAU,2010,650.0113252
Saudi Arabia,SAU,2011,541.1611721
Saudi Arabia,SAU,2012,641.9160708
Saudi Arabia,SAU,2013,639.6491961
Saudi Arabia,SAU,2014,644.1390997
Saudi Arabia,SAU,2015,659.7238331
Saudi Arabia,SAU,2016,657.0580512
Saudi Arabia,SAU,2017,639.7129073
Seychelles,SYC,1995,411.664719
Seychelles,SYC,1996,379.4967088
Seychelles,SYC,1997,388.0029488
Seychelles,SYC,1998,393.1714989
Seychelles,SYC,1999,397.9604527
Seychelles,SYC,2000,443.7268122
Seychelles,SYC,2001,504.9136721
Seychelles,SYC,2002,633.0399054
Seychelles,SYC,2003,604.0033341
Seychelles,SYC,2004,581.9945438
Seychelles,SYC,2005,627.5797147
Seychelles,SYC,2006,650.1182033
Seychelles,SYC,2007,682.0881305
Seychelles,SYC,2008,621.003726
Seychelles,SYC,2009,561.2957914
Seychelles,SYC,2010,657.2351565
Seychelles,SYC,2011,548.941572
Seychelles,SYC,2012,509.6089601
Seychelles,SYC,2013,522.5183159
Seychelles,SYC,2014,547.2914546
Seychelles,SYC,2015,599.4497907
Seychelles,SYC,2016,718.2314607
Seychelles,SYC,2017,772.0960321
Sierra Leone,SLE,1997,1.393580934
Sierra Leone,SLE,1998,1.607847767
Sierra Leone,SLE,1999,2.929377442
Sierra Leone,SLE,2000,2.848193271
Sierra Leone,SLE,2001,4.220168735
Sierra Leone,SLE,2002,5.446605514
Sierra Leone,SLE,2003,2.500216846
Sierra Leone,SLE,2004,5.147347416
Sierra Leone,SLE,2005,11.13393076
Sierra Leone,SLE,2006,11.4555528
Sierra Leone,SLE,2007,11.80300551
Sierra Leone,SLE,2008,11.84032367
Sierra Leone,SLE,2009,11.40998945
Sierra Leone,SLE,2010,11.76703743
Sierra Leone,SLE,2011,14.97347426
Sierra Leone,SLE,2012,15.37073852
Sierra Leone,SLE,2013,16.03564478
Sierra Leone,SLE,2014,13.13714815
Sierra Leone,SLE,2015,8.428877888
Sierra Leone,SLE,2016,12.43883675
Singapore,SGP,1995,813.4473313
Singapore,SGP,1996,900.3722447
Singapore,SGP,1997,967.0609198
Singapore,SGP,1998,953.6024657
Singapore,SGP,1999,1003.101253
Singapore,SGP,2000,1103.308012
Singapore,SGP,2001,1054.371036
Singapore,SGP,2002,1053.412996
Singapore,SGP,2003,1025.802792
Singapore,SGP,2004,1239.600793
Singapore,SGP,2005,1209.397055
Singapore,SGP,2006,1257.11001
Singapore,SGP,2007,1312.819011
Singapore,SGP,2008,1410.919875
Singapore,SGP,2009,1395.668795
Singapore,SGP,2010,1446.205945
Singapore,SGP,2011,1495.653288
Singapore,SGP,2012,1514.935612
Singapore,SGP,2013,1601.544832
Singapore,SGP,2014,1627.687247
Singapore,SGP,2015,1648.599224
Singapore,SGP,2016,1689.588344
Singapore,SGP,2017,1762.037456
Slovakia,SVK,2005,555.9477569
Slovakia,SVK,2006,586.0726507
Slovakia,SVK,2007,670.3727257
Slovakia,SVK,2008,684.6701007
Slovakia,SVK,2009,599.657731
Slovakia,SVK,2010,499.3111287
Slovakia,SVK,2011,608.5154372
Slovakia,SVK,2012,497.2650423
Slovakia,SVK,2013,393.2838425
Slovakia,SVK,2014,444.022117
Slovakia,SVK,2015,512.0025606
Slovakia,SVK,2016,569.8978309
Slovakia,SVK,2017,711.4111824
Slovenia,SVN,2000,987.9708888
Slovenia,SVN,2001,1031.595434
Slovenia,SVN,2002,1066.41665
Slovenia,SVN,2003,1059.259931
Slovenia,SVN,2004,1402.09473
Slovenia,SVN,2005,1329.684865
Slovenia,SVN,2006,1335.414188
Slovenia,SVN,2007,1236.793415
Slovenia,SVN,2008,1216.534179
Slovenia,SVN,2009,1267.852774
Slovenia,SVN,2010,1402.920946
Slovenia,SVN,2011,1325.96599
Slovenia,SVN,2012,1202.629452
Slovenia,SVN,2013,1267.990095
Slovenia,SVN,2014,1281.292738
Slovenia,SVN,2015,1389.366091
Slovenia,SVN,2016,1381.569963
Slovenia,SVN,2017,1457.845853
South Asia,,1995,4.052471048
South Asia,,1996,4.409670315
South Asia,,1997,4.555014228
South Asia,,1998,4.630677664
South Asia,,1999,4.877597222
South Asia,,2000,5.099879867
South Asia,,2001,5.103783752
South Asia,,2002,5.427169997
South Asia,,2003,5.885620076
South Asia,,2004,6.679313345
South Asia,,2005,7.558234775
South Asia,,2006,8.375978209
South Asia,,2007,9.794009831
South Asia,,2008,9.541626697
South Asia,,2009,10.53921892
South Asia,,2010,11.72739514
South Asia,,2011,12.49154322
South Asia,,2012,13.13011899
South Asia,,2013,13.62985136
South Asia,,2014,14.76967369
South Asia,,2015,16.13264175
South Asia,,2016,17.09397628
South Asia,,2017,18.37663322
South Korea,KOR,1995,84.69165419
South Korea,KOR,1996,102.12043
South Korea,KOR,1997,98.83887175
South Korea,KOR,1998,66.26121658
South Korea,KOR,1999,93.1426322
South Korea,KOR,2000,117.1712686
South Korea,KOR,2001,128.4352742
South Korea,KOR,2002,149.5023501
South Korea,KOR,2003,147.9568858
South Korea,KOR,2004,183.5594346
South Korea,KOR,2005,209.1956384
South Korea,KOR,2006,239.6864035
South Korea,KOR,2007,273.7059215
South Korea,KOR,2008,244.5432964
South Korea,KOR,2009,192.5454646
South Korea,KOR,2010,252.007341
South Korea,KOR,2011,254.2021351
South Korea,KOR,2012,273.6462196
South Korea,KOR,2013,294.3947233
South Korea,KOR,2014,316.8878566
South Korea,KOR,2015,378.516516
South Korea,KOR,2016,436.7780505
South Korea,KOR,2017,514.8233109
Spain,ESP,1995,91.83353661
Spain,ESP,1996,105.8915937
Spain,ESP,1997,99.35744938
Spain,ESP,1998,119.1840324
Spain,ESP,1999,87.1322676
Spain,ESP,2000,101.0652175
Spain,ESP,2001,101.3208875
Spain,ESP,2002,93.43119561
Spain,ESP,2003,97.04262942
Spain,ESP,2004,119.3097369
Spain,ESP,2005,239.70776
Spain,ESP,2006,240.5100182
Spain,ESP,2007,249.3211824
Spain,ESP,2008,244.3524851
Spain,ESP,2009,259.1940555
Spain,ESP,2010,265.775541
Spain,ESP,2011,285.5419318
Spain,ESP,2012,265.5802577
Spain,ESP,2013,241.2267084
Spain,ESP,2014,253.5020743
Spain,ESP,2015,310.1959762
Spain,ESP,2016,331.4039122
Spain,ESP,2017,365.6916121
Sri Lanka,LKA,1995,27.62079563
Sri Lanka,LKA,1996,26.88856811
Sri Lanka,LKA,1997,28.73920149
Sri Lanka,LKA,1998,27.89340047
Sri Lanka,LKA,1999,26.62152542
Sri Lanka,LKA,2000,27.89914438
Sri Lanka,LKA,2001,26.70113457
Sri Lanka,LKA,2002,27.96535025
Sri Lanka,LKA,2003,29.19547421
Sri Lanka,LKA,2004,35.10123454
Sri Lanka,LKA,2005,37.2351579
Sri Lanka,LKA,2006,38.48470711
Sri Lanka,LKA,2007,43.51164408
Sri Lanka,LKA,2008,48.43117098
Sri Lanka,LKA,2009,47.96990658
Sri Lanka,LKA,2010,55.54908363
Sri Lanka,LKA,2011,60.98936565
Sri Lanka,LKA,2012,62.12974296
Sri Lanka,LKA,2013,61.30677678
Sri Lanka,LKA,2014,63.1168456
Sri Lanka,LKA,2015,64.67614233
Sri Lanka,LKA,2016,68.2922228
Sri Lanka,LKA,2017,67.10501772
Sudan,SDN,1995,8.090283918
Swaziland,SWZ,2005,978.4125302
Swaziland,SWZ,2006,956.7037984
Swaziland,SWZ,2007,992.5915776
Swaziland,SWZ,2008,1015.620888
Swaziland,SWZ,2009,1054.481547
Swaziland,SWZ,2010,948.5859751
Swaziland,SWZ,2011,1031.619463
Swaziland,SWZ,2012,1124.05641
Swaziland,SWZ,2013,1237.164322
Swaziland,SWZ,2014,1279.440845
Swaziland,SWZ,2015,1298.700314
Swaziland,SWZ,2016,1331.995134
Swaziland,SWZ,2017,1280.669137
Sweden,SWE,1995,1147.283333
Sweden,SWE,1996,1175.20669
Sweden,SWE,1997,1222.917045
Sweden,SWE,1998,1290.479443
Sweden,SWE,1999,1185.386019
Sweden,SWE,2000,1143.696499
Sweden,SWE,2001,1207.402012
Sweden,SWE,2002,1444.040409
Sweden,SWE,2003,1411.99784
Sweden,SWE,2004,1551.114907
Sweden,SWE,2005,1736.184174
Sweden,SWE,2006,1383.072858
Sweden,SWE,2007,1387.393131
Sweden,SWE,2008,1441.596887
Sweden,SWE,2009,1258.157889
Sweden,SWE,2010,1390.682957
Sweden,SWE,2011,1550.499497
Sweden,SWE,2012,1633.300677
Sweden,SWE,2013,1657.955379
Sweden,SWE,2017,2108.913377
Switzerland,CHE,1995,1583.368214
Switzerland,CHE,1996,1705.494319
Switzerland,CHE,1997,1765.43461
Switzerland,CHE,1998,1672.432957
Switzerland,CHE,1999,1653.83747
Switzerland,CHE,2000,1703.726903
Switzerland,CHE,2001,1598.095895
Switzerland,CHE,2002,1568.61873
Switzerland,CHE,2003,1195.530563
Switzerland,CHE,2008,1457.567169
Switzerland,CHE,2009,1349.848673
Switzerland,CHE,2010,1279.375901
Switzerland,CHE,2011,1322.734271
Switzerland,CHE,2012,1512.843602
Switzerland,CHE,2013,1533.251267
Switzerland,CHE,2014,1528.701499
Switzerland,CHE,2015,1642.157656
Switzerland,CHE,2016,1654.895575
Switzerland,CHE,2017,1809.351434
Tajikistan,TJK,1999,0.67049492
Tajikistan,TJK,2000,1.029567075
Tajikistan,TJK,2001,0.426734101
Tajikistan,TJK,2012,1.876158059
Tajikistan,TJK,2013,1.834232127
Tajikistan,TJK,2014,2.271981269
Tajikistan,TJK,2015,1.871640332
Tajikistan,TJK,2016,2.518617448
Tajikistan,TJK,2017,3.474813153
Tanzania,TZA,1995,5.2401847
Tanzania,TZA,1996,4.803346141
Thailand,THA,1995,30.59245654
Thailand,THA,1996,30.67256608
Thailand,THA,1997,27.27414356
Thailand,THA,1998,22.92308899
Thailand,THA,1999,26.56217231
Thailand,THA,2000,30.32179172
Thailand,THA,2001,31.64770013
Thailand,THA,2002,35.11610571
Thailand,THA,2003,33.3359399
Thailand,THA,2004,41.67549265
Thailand,THA,2005,46.57207659
Thailand,THA,2006,51.37930806
Thailand,THA,2007,60.69888466
Thailand,THA,2008,58.72650639
Thailand,THA,2009,69.57042632
Thailand,THA,2010,81.10544082
Thailand,THA,2011,79.91988169
Thailand,THA,2012,84.32583236
Thailand,THA,2013,87.60979566
Thailand,THA,2014,94.18743112
Thailand,THA,2015,98.95481345
Thailand,THA,2016,119.1342051
Thailand,THA,2017,129.8279676
Trinidad and Tobago,TTO,1995,207.9679618
Trinidad and Tobago,TTO,1996,197.0812897
Trinidad and Tobago,TTO,2009,204.2950384
Trinidad and Tobago,TTO,2010,205.5568105
Tunisia,TUN,1995,195.0850205
Tunisia,TUN,1996,154.2776893
Tunisia,TUN,1997,147.1630042
Tunisia,TUN,1998,160.6418093
Tunisia,TUN,1999,154.1065972
Tunisia,TUN,2000,168.2613519
Tunisia,TUN,2001,170.5549761
Tunisia,TUN,2002,196.5669018
Tunisia,TUN,2003,228.780047
Tunisia,TUN,2004,230.7937799
Tunisia,TUN,2005,221.8266759
Tunisia,TUN,2006,225.7718022
Tunisia,TUN,2007,266.3601502
Tunisia,TUN,2008,299.5963616
Tunisia,TUN,2009,249.2911407
Tunisia,TUN,2010,211.4675368
Tunisia,TUN,2011,214.0042803
Tunisia,TUN,2012,266.105295
Tunisia,TUN,2013,260.8366128
Tunisia,TUN,2014,236.63153
Tunisia,TUN,2016,160.4805929
Turkey,TUR,1995,68.06712831
Turkey,TUR,1996,71.7059907
Turkey,TUR,1997,76.74023896
Turkey,TUR,1998,75.02088307
Turkey,TUR,1999,76.38793163
Turkey,TUR,2000,83.55455234
Turkey,TUR,2001,75.64867571
Turkey,TUR,2002,78.76511285
Turkey,TUR,2003,89.70156571
Turkey,TUR,2004,108.927528
Turkey,TUR,2005,121.4372074
Turkey,TUR,2006,120.3401722
Turkey,TUR,2007,71.20967844
Turkey,TUR,2008,69.46334153
Turkey,TUR,2009,77.95154935
Turkey,TUR,2010,90.65781515
Turkey,TUR,2011,85.57480777
Turkey,TUR,2012,77.81963725
Turkey,TUR,2013,99.30419375
Turkey,TUR,2014,103.6211207
Turkey,TUR,2015,111.8031867
Turkey,TUR,2016,99.25492652
Turkey,TUR,2017,110.0625153
Turkmenistan,TKM,1995,4.990684056
Turkmenistan,TKM,1996,6.764094507
Turkmenistan,TKM,1997,7.118068551
Turkmenistan,TKM,1998,80.88860551
Turkmenistan,TKM,2000,17.27142105
Turkmenistan,TKM,2001,24.32034495
Turkmenistan,TKM,2002,17.136652
Turkmenistan,TKM,2003,7.302811733
Turkmenistan,TKM,2004,6.803591786
Turkmenistan,TKM,2005,6.940587102
Turkmenistan,TKM,2006,6.860557098
Turkmenistan,TKM,2007,7.802655244
Tuvalu,TUV,1998,204.1693531
Tuvalu,TUV,1999,235.4200107
Tuvalu,TUV,2000,307.8556263
Tuvalu,TUV,2001,294.3650126
Tuvalu,TUV,2002,280.2283342
Tuvalu,TUV,2003,266.2025187
Tuvalu,TUV,2004,232.4641197
Tuvalu,TUV,2005,219.4075995
Tuvalu,TUV,2006,197.2970307
Tuvalu,TUV,2007,234.3063556
Tuvalu,TUV,2011,197.5912683
Uganda,UGA,1997,6.768520398
Uganda,UGA,1998,10.68651361
Uganda,UGA,1999,14.05061961
Uganda,UGA,2000,6.364584887
Uganda,UGA,2001,6.115496297
Uganda,UGA,2002,7.154508771
Uganda,UGA,2003,7.09863954
Uganda,UGA,2004,8.379147805
Uganda,UGA,2005,6.62137042
Uganda,UGA,2006,8.595408116
Uganda,UGA,2007,8.891653147
Uganda,UGA,2008,10.64303647
Uganda,UGA,2009,9.489838778
Uganda,UGA,2010,9.553257538
Uganda,UGA,2011,10.45773298
Uganda,UGA,2012,12.91769177
Uganda,UGA,2013,12.54203112
Uganda,UGA,2014,13.1587967
Uganda,UGA,2015,13.02781651
Uganda,UGA,2016,13.6907173
Ukraine,UKR,1995,127.1929253
Ukraine,UKR,1996,117.5936262
Ukraine,UKR,1997,190.3779106
Ukraine,UKR,1998,155.0137495
Ukraine,UKR,1999,148.9531107
Ukraine,UKR,2000,272.9388622
Ukraine,UKR,2001,305.0086512
Ukraine,UKR,2002,305.5650641
Ukraine,UKR,2003,309.4349962
Ukraine,UKR,2004,328.5031485
Ukraine,UKR,2005,349.3036324
Ukraine,UKR,2006,360.6713296
Ukraine,UKR,2007,372.720754
Ukraine,UKR,2008,335.0541093
Ukraine,UKR,2009,332.9620244
Ukraine,UKR,2010,374.5310187
Ukraine,UKR,2011,432.6118396
Ukraine,UKR,2012,470.0910002
Ukraine,UKR,2013,522.339172
Ukraine,UKR,2014,495.627016
Ukraine,UKR,2015,512.512405
Ukraine,UKR,2016,548.1211995
Ukraine,UKR,2017,589.7014619
United Kingdom,GBR,1995,712.6110175
United Kingdom,GBR,1996,722.9191147
United Kingdom,GBR,1997,788.0555627
United Kingdom,GBR,1998,869.7980296
United Kingdom,GBR,1999,918.1788645
United Kingdom,GBR,2000,965.0971938
United Kingdom,GBR,2001,985.8139777
United Kingdom,GBR,2002,1000.109836
United Kingdom,GBR,2003,1029.781981
United Kingdom,GBR,2004,1070.115717
United Kingdom,GBR,2005,1100.872059
United Kingdom,GBR,2006,1142.804176
United Kingdom,GBR,2007,1132.53768
United Kingdom,GBR,2008,1116.556467
United Kingdom,GBR,2009,941.1931704
United Kingdom,GBR,2010,885.2193368
United Kingdom,GBR,2011,898.4662052
United Kingdom,GBR,2012,887.562539
United Kingdom,GBR,2013,901.1944288
United Kingdom,GBR,2014,929.8724904
United Kingdom,GBR,2015,1009.076452
United Kingdom,GBR,2016,1079.569937
United Kingdom,GBR,2017,1123.696544
United States,USA,1995,192.5994637
United States,USA,1996,196.7341515
United States,USA,1997,195.2233025
United States,USA,1998,201.9039057
United States,USA,1999,205.0673739
United States,USA,2000,217.3464558
United States,USA,2001,208.5911428
United States,USA,2002,201.8807859
United States,USA,2003,193.8933535
United States,USA,2004,211.0924919
United States,USA,2005,214.8880984
United States,USA,2006,213.3622186
United States,USA,2007,212.6240526
United States,USA,2008,209.3201678
United States,USA,2009,202.528573
United States,USA,2010,197.3922276
United States,USA,2011,189.9890478
United States,USA,2012,193.3066897
United States,USA,2013,193.9826269
United States,USA,2014,213.9993084
United States,USA,2015,231.0959295
United States,USA,2016,248.0659484
United States,USA,2017,269.2595522
Uruguay,URY,1997,171.812376
Uruguay,URY,1998,198.6550989
Uruguay,URY,1999,235.0937565
Uruguay,URY,2000,200.8283038
Uruguay,URY,2001,159.5983052
Uruguay,URY,2002,159.2656711
Uruguay,URY,2003,148.8436651
Uruguay,URY,2004,171.1743584
Uruguay,URY,2005,197.858319
Uruguay,URY,2006,199.937377
Uruguay,URY,2007,190.1345044
Uruguay,URY,2008,219.0505977
Uruguay,URY,2009,245.6319298
Uruguay,URY,2010,304.3490501
Uruguay,URY,2011,453.0922512
Uruguay,URY,2012,534.6244396
Uruguay,URY,2013,669.3065298
Uruguay,URY,2014,700.6778093
Uruguay,URY,2015,646.0633556
Uruguay,URY,2016,497.9666121
Uruguay,URY,2017,517.53815
Vanuatu,VUT,1995,65.38472969
Vanuatu,VUT,1996,64.02756678
Vanuatu,VUT,1997,62.85750204
Vanuatu,VUT,1998,67.38620155
Vanuatu,VUT,1999,66.17221318
Vanuatu,VUT,2000,64.84278327
Vanuatu,VUT,2001,58.11189181
Vanuatu,VUT,2002,56.71389387
Vanuatu,VUT,2003,60.31241833
Vanuatu,VUT,2004,63.68085117
Vanuatu,VUT,2005,66.86726847
Vanuatu,VUT,2006,69.88641129
Vanuatu,VUT,2007,72.74281324
Vanuatu,VUT,2008,84.31703204
Vanuatu,VUT,2009,86.66074485
Vanuatu,VUT,2010,88.8719609
Vanuatu,VUT,2011,90.95757656
Vanuatu,VUT,2012,92.93492535
Vanuatu,VUT,2013,102.7091514
Vanuatu,VUT,2014,100.4442727
Vanuatu,VUT,2015,102.0396594
Vanuatu,VUT,2016,92.45493746
Vanuatu,VUT,2017,101.3596675
Venezuela,VEN,1995,24.06633981
Venezuela,VEN,1996,22.5606048
Venezuela,VEN,1997,19.9046498
Venezuela,VEN,1998,31.90570303
Venezuela,VEN,1999,31.37915681
Venezuela,VEN,2000,38.95731601
Venezuela,VEN,2001,37.39707387
Venezuela,VEN,2002,34.67316313
Venezuela,VEN,2003,32.16264029
Venezuela,VEN,2004,30.99453133
Venezuela,VEN,2005,39.83697679
Venezuela,VEN,2006,40.19946571
Venezuela,VEN,2007,50.91729677
Venezuela,VEN,2008,62.00762349
Venezuela,VEN,2009,57.75287179
Venezuela,VEN,2010,50.88184928
Venezuela,VEN,2011,58.34378787
Venezuela,VEN,2012,58.00673601
Venezuela,VEN,2013,63.6918557
Venezuela,VEN,2014,51.69433468
Venezuela,VEN,2015,49.39795797
Venezuela,VEN,2016,48.466527
Venezuela,VEN,2017,33.74293419
World,OWID_WRL,1995,110.8533477
World,OWID_WRL,1996,113.2471801
World,OWID_WRL,1997,116.8754717
World,OWID_WRL,1998,121.3061056
World,OWID_WRL,1999,125.5093459
World,OWID_WRL,2000,135.5208534
World,OWID_WRL,2001,135.4740596
World,OWID_WRL,2002,134.59031
World,OWID_WRL,2003,132.6733728
World,OWID_WRL,2004,142.2992706
World,OWID_WRL,2005,149.7743092
World,OWID_WRL,2006,151.5748999
World,OWID_WRL,2007,160.0824553
World,OWID_WRL,2008,162.5936061
World,OWID_WRL,2009,154.7482695
World,OWID_WRL,2010,164.4425994
World,OWID_WRL,2011,169.7308144
World,OWID_WRL,2012,175.5737936
World,OWID_WRL,2013,182.5038898
World,OWID_WRL,2014,183.5157331
World,OWID_WRL,2015,189.9694273
World,OWID_WRL,2016,198.1602461
World,OWID_WRL,2017,208.0812916
Zimbabwe,ZWE,1995,22.61414978
Zimbabwe,ZWE,1996,5.990487106
Zimbabwe,ZWE,1997,10.50384556
Zimbabwe,ZWE,1998,17.90928518
Zimbabwe,ZWE,1999,27.43578141
Zimbabwe,ZWE,2003,30.55272653
Zimbabwe,ZWE,2004,38.97472677
Zimbabwe,ZWE,2005,36.6305122
Zimbabwe,ZWE,2006,41.22134973
Zimbabwe,ZWE,2007,41.03553895
Zimbabwe,ZWE,2008,43.73650152
Zimbabwe,ZWE,2009,45.68954612
Zimbabwe,ZWE,2010,46.14407016
Zimbabwe,ZWE,2011,48.16966063
Zimbabwe,ZWE,2012,48.94354675
Zimbabwe,ZWE,2013,195.6889187
Zimbabwe,ZWE,2014,206.4668506
Zimbabwe,ZWE,2015,215.0537498
Zimbabwe,ZWE,2016,197.6426287
Zimbabwe,ZWE,2017,167.4540881
