Entity,Code,Year,Number of departures (per 1000 people)
Iran,IRN,1996,19.77815695
Iran,IRN,1997,22.85101693
Iran,IRN,1998,26.44731359
Iran,IRN,1999,28.52634676
Iran,IRN,2000,34.56730549
Iran,IRN,2001,35.76942279
Iran,IRN,2002,42.96641544
Iran,IRN,2014,98.17488577
Iran,IRN,2015,83.41682681
Iran,IRN,2016,112.1984127
Iran,IRN,2017,129.8994313
Ireland,IRL,1995,705.7667545
Ireland,IRL,1996,751.3381407
Ireland,IRL,1997,830.9357403
Ireland,IRL,1998,896.9223443
Ireland,IRL,1999,952.3845034
Ireland,IRL,2000,994.1726712
Ireland,IRL,2001,1090.464309
Ireland,IRL,2002,1178.550983
Ireland,IRL,2003,1233.322682
Ireland,IRL,2004,1328.907083
Ireland,IRL,2005,1469.501533
Ireland,IRL,2006,1602.399481
Ireland,IRL,2007,1753.376153
Ireland,IRL,2008,1754.521172
Ireland,IRL,2009,1553.785519
Ireland,IRL,2010,1516.834406
Ireland,IRL,2011,1422.244658
Ireland,IRL,2012,1434.928285
Ireland,IRL,2013,1422.850736
Ireland,IRL,2014,1433.313152
Ireland,IRL,2015,1508.733491
Ireland,IRL,2016,1607.878309
Ireland,IRL,2017,1697.479313
Israel,ISR,1995,407.3940487
Israel,ISR,1996,440.0913563
Israel,ISR,1997,463.8450994
Israel,ISR,1998,499.5813097
Israel,ISR,1999,522.9387755
Israel,ISR,2000,561.2975036
Israel,ISR,2001,553.0361857
Israel,ISR,2002,498.173516
Israel,ISR,2003,493.1461799
Israel,ISR,2004,530.768101
Israel,ISR,2005,532.0269549
Israel,ISR,2006,526.390405
Israel,ISR,2007,577.5685575
Israel,ISR,2008,575.6074869
Israel,ISR,2009,535.294432
Israel,ISR,2010,559.9716669
Israel,ISR,2011,564.9128229
Israel,ISR,2012,549.7756147
Israel,ISR,2013,590.2351262
Israel,ISR,2014,630.6218581
Israel,ISR,2015,702.9749048
Israel,ISR,2016,793.4706295
Israel,ISR,2017,871.975575
Italy,ITA,1996,319.6079879
Italy,ITA,1997,303.285062
Italy,ITA,1998,311.000046
Italy,ITA,1999,305.0267641
Italy,ITA,2000,352.6388591
Italy,ITA,2001,360.9885896
Italy,ITA,2002,402.7059216
Italy,ITA,2003,428.7319276
Italy,ITA,2004,373.6998839
Italy,ITA,2005,399.2962918
Italy,ITA,2006,413.1468196
Italy,ITA,2007,441.302974
Italy,ITA,2008,449.8635153
Italy,ITA,2009,465.1803064
Italy,ITA,2010,475.5267929
Italy,ITA,2011,468.6975118
Italy,ITA,2012,459.7939221
Italy,ITA,2013,436.7138611
Italy,ITA,2014,441.8881399
Italy,ITA,2015,452.7208384
Italy,ITA,2016,479.4359154
Italy,ITA,2017,525.2560898
Japan,JPN,1995,121.9556916
Japan,JPN,1996,132.7560295
Japan,JPN,1997,133.2968419
Japan,JPN,1998,125.0474684
Japan,JPN,1999,129.1784792
Japan,JPN,2000,140.4807518
Japan,JPN,2001,127.5354112
Japan,JPN,2002,129.6480835
Japan,JPN,2003,104.1043549
Japan,JPN,2004,131.7381674
Japan,JPN,2005,136.2103105
Japan,JPN,2006,137.1486226
Japan,JPN,2007,135.1161319
Japan,JPN,2008,124.8369943
Japan,JPN,2009,120.6275821
Japan,JPN,2010,129.9055204
Japan,JPN,2011,132.9390689
Japan,JPN,2012,144.8808656
Japan,JPN,2013,137.1022794
Japan,JPN,2014,132.8058707
Japan,JPN,2015,127.5277055
Japan,JPN,2016,134.7774787
Japan,JPN,2017,141.096246
Jordan,JOR,1995,246.6703871
Jordan,JOR,1996,241.9231897
Jordan,JOR,1997,255.1597418
Jordan,JOR,1998,273.34092
Jordan,JOR,1999,311.2724703
Jordan,JOR,2000,318.4320211
Jordan,JOR,2001,337.9235742
Jordan,JOR,2002,241.3244248
Jordan,JOR,2003,227.7286394
Jordan,JOR,2004,256.5216567
Jordan,JOR,2005,266.5331493
Jordan,JOR,2006,360.4510238
Jordan,JOR,2007,338.1132602
Jordan,JOR,2008,303.860414
Jordan,JOR,2009,301.1237457
Jordan,JOR,2010,377.0332717
Jordan,JOR,2011,254.91941
Jordan,JOR,2012,196.0570144
Jordan,JOR,2013,178.0479479
Jordan,JOR,2014,139.6250738
Jordan,JOR,2016,159.7960702
Jordan,JOR,2017,164.0839083
Kazakhstan,KAZ,1996,33.57321599
Kazakhstan,KAZ,1997,27.32542818
Kazakhstan,KAZ,1998,33.30834102
Kazakhstan,KAZ,1999,26.6605468
Kazakhstan,KAZ,2000,83.78334688
Kazakhstan,KAZ,2001,154.3914577
Kazakhstan,KAZ,2002,153.0390981
Kazakhstan,KAZ,2003,159.232486
Kazakhstan,KAZ,2004,260.7742564
Kazakhstan,KAZ,2005,196.4081537
Kazakhstan,KAZ,2006,236.1497363
Kazakhstan,KAZ,2007,287.3252928
Kazakhstan,KAZ,2008,270.4478755
Kazakhstan,KAZ,2009,329.8986343
Kazakhstan,KAZ,2010,361.0492718
Kazakhstan,KAZ,2011,474.2347454
Kazakhstan,KAZ,2012,528.5226871
Kazakhstan,KAZ,2013,582.9574038
Kazakhstan,KAZ,2014,591.7301803
Kuwait,KWT,1995,545.1211963
Kuwait,KWT,1996,644.0977116
Kuwait,KWT,1997,639.5330534
Kuwait,KWT,1998,688.3208185
Kuwait,KWT,1999,617.7614858
Kuwait,KWT,2000,602.708972
Kuwait,KWT,2001,789.814896
Kuwait,KWT,2002,804.6335699
Kuwait,KWT,2003,817.8439347
Kuwait,KWT,2004,873.2125299
Kuwait,KWT,2005,954.4839001
Kuwait,KWT,2006,1063.830682
Kuwait,KWT,2007,1058.156674
Kyrgyzstan,KGZ,1995,9.209718446
Kyrgyzstan,KGZ,1998,6.919689662
Kyrgyzstan,KGZ,1999,9.296752335
Kyrgyzstan,KGZ,2000,9.594969786
Kyrgyzstan,KGZ,2001,9.302137469
Kyrgyzstan,KGZ,2002,11.8219889
Kyrgyzstan,KGZ,2003,23.00081296
Kyrgyzstan,KGZ,2004,46.81959763
Kyrgyzstan,KGZ,2005,38.93387053
Kyrgyzstan,KGZ,2006,86.9998467
Kyrgyzstan,KGZ,2007,106.1043201
Kyrgyzstan,KGZ,2008,427.3600692
Kyrgyzstan,KGZ,2009,437.2782494
Kyrgyzstan,KGZ,2010,246.3334496
Kyrgyzstan,KGZ,2011,555.0719907
Kyrgyzstan,KGZ,2012,645.7768583
Kyrgyzstan,KGZ,2013,698.1257431
Kyrgyzstan,KGZ,2014,649.4730529
Kyrgyzstan,KGZ,2015,672.833185
Kyrgyzstan,KGZ,2016,688.3789785
Kyrgyzstan,KGZ,2017,716.923325
Laos,LAO,2010,269.9209161
Laos,LAO,2011,282.3089398
Laos,LAO,2012,319.8668655
Laos,LAO,2013,439.9068328
Laos,LAO,2014,504.8357026
Laos,LAO,2015,460.2363727
Laos,LAO,2016,452.62507
Laos,LAO,2017,444.5798873
Latin America & Caribbean,,1995,48.74728931
Latin America & Caribbean,,1996,53.42435929
Latin America & Caribbean,,1997,54.39574239
Latin America & Caribbean,,1998,57.41147756
Latin America & Caribbean,,1999,55.88927414
Latin America & Caribbean,,2000,59.45882942
Latin America & Caribbean,,2001,59.79776541
Latin America & Caribbean,,2002,55.0789454
Latin America & Caribbean,,2003,54.9127314
Latin America & Caribbean,,2004,60.73566245
Latin America & Caribbean,,2005,65.18743701
Latin America & Caribbean,,2006,67.9080053
Latin America & Caribbean,,2007,73.07864376
Latin America & Caribbean,,2008,73.75693604
Latin America & Caribbean,,2009,70.32389312
Latin America & Caribbean,,2010,75.04992504
Latin America & Caribbean,,2011,82.90265034
Latin America & Caribbean,,2012,87.8925512
Latin America & Caribbean,,2013,90.44783529
Latin America & Caribbean,,2014,95.95987702
Latin America & Caribbean,,2015,101.1454875
Latin America & Caribbean,,2016,106.2199136
Latin America & Caribbean,,2017,108.6853675
Latvia,LVA,1995,729.1586186
Latvia,LVA,1996,731.7206178
Latvia,LVA,1997,771.5227936
Latvia,LVA,1998,813.6865311
Latvia,LVA,1999,943.7427264
Latvia,LVA,2000,1096.492154
Latvia,LVA,2001,1153.959703
Latvia,LVA,2002,998.1936418
Latvia,LVA,2003,999.1455252
Latvia,LVA,2004,1085.668382
Latvia,LVA,2005,1321.690782
Latvia,LVA,2006,1420.420609
Latvia,LVA,2007,1544.317317
Latvia,LVA,2008,1736.996182
Latvia,LVA,2009,1525.912734
Latvia,LVA,2010,1588.516153
Latvia,LVA,2011,1581.291338
Latvia,LVA,2012,89.95639327
Latvia,LVA,2013,882.420017
Latvia,LVA,2014,925.8785564
Latvia,LVA,2015,869.7732066
Latvia,LVA,2016,989.519463
Latvia,LVA,2017,1058.87445
Libya,LBY,1995,97.80152675
Libya,LBY,1996,97.89740987
Libya,LBY,1997,127.0208777
Lithuania,LTU,1995,530.4342507
Lithuania,LTU,1996,795.1992621
Lithuania,LTU,1997,833.8142007
Lithuania,LTU,1998,913.1298264
Lithuania,LTU,1999,989.4337443
Lithuania,LTU,2000,1037.851875
Lithuania,LTU,2001,976.7149992
Lithuania,LTU,2002,1040.932401
Lithuania,LTU,2003,1025.411885
Lithuania,LTU,2005,491.4932244
Lithuania,LTU,2006,547.1100266
Lithuania,LTU,2007,514.0355536
Lithuania,LTU,2008,549.3661965
Lithuania,LTU,2009,407.2191611
Lithuania,LTU,2010,455.5607142
Lithuania,LTU,2011,503.9438727
Lithuania,LTU,2012,571.6632422
Lithuania,LTU,2013,596.4115903
Lithuania,LTU,2014,610.0873458
Lithuania,LTU,2015,640.2952243
Lithuania,LTU,2016,680.9075001
Lithuania,LTU,2017,718.5998902
Luxembourg,LUX,1997,1654.547622
Luxembourg,LUX,1998,1782.43466
Luxembourg,LUX,1999,1879.319357
Luxembourg,LUX,2000,2177.400871
Luxembourg,LUX,2001,2090.481853
Luxembourg,LUX,2002,2351.095422
Luxembourg,LUX,2003,2260.700131
Luxembourg,LUX,2004,2401.248649
Luxembourg,LUX,2005,2547.521487
Luxembourg,LUX,2006,2293.514896
Luxembourg,LUX,2007,2358.367726
Luxembourg,LUX,2008,2435.280876
Luxembourg,LUX,2009,2736.132009
Luxembourg,LUX,2010,2440.068409
Luxembourg,LUX,2011,3169.691346
Luxembourg,LUX,2012,2975.820517
Luxembourg,LUX,2013,2988.810365
Luxembourg,LUX,2014,3262.51665
Luxembourg,LUX,2015,2988.040814
Luxembourg,LUX,2016,2728.456704
Luxembourg,LUX,2017,3006.09393
Macao,MAC,2005,1303.467555
Macao,MAC,2006,1307.467769
Macao,MAC,2007,1188.909597
Macao,MAC,2008,1178.190641
Macao,MAC,2009,1277.333704
Macao,MAC,2010,1402.31559
Macao,MAC,2011,1652.594738
Macao,MAC,2012,2294.984632
Macao,MAC,2013,2511.109838
Macao,MAC,2014,2610.478259
Macao,MAC,2015,2439.503313
Macao,MAC,2016,2043.560009
Macao,MAC,2017,2234.297674
Madagascar,MDG,1995,2.894162696
Malaysia,MYS,1995,1007.143144
Malaysia,MYS,1996,1109.862709
Malaysia,MYS,1997,1213.290317
Malaysia,MYS,1998,1159.067616
Malaysia,MYS,1999,1150.54162
Malaysia,MYS,2000,1316.851385
Malaysia,MYS,2001,1529.522016
Malaysia,MYS,2002,1234.19287
Malaysia,MYS,2003,1304.280747
Malaysia,MYS,2004,1221.930039
Maldives,MDV,1995,125.943593
Maldives,MDV,1996,123.3963297
Maldives,MDV,1997,124.8699272
Maldives,MDV,1998,137.441216
Maldives,MDV,1999,153.0143834
Maldives,MDV,2000,149.7945675
Maldives,MDV,2001,142.8437046
Maldives,MDV,2002,146.08906
Maldives,MDV,2003,145.5946051
Maldives,MDV,2004,196.5060579
Maldives,MDV,2005,241.5034689
Maldives,MDV,2006,226.0432354
Maldives,MDV,2007,303.5081977
Maldives,MDV,2008,356.4659445
Malta,MLT,1995,431.8807479
Malta,MLT,1996,442.2158171
Malta,MLT,1997,449.3313584
Malta,MLT,1998,433.4431216
Malta,MLT,1999,461.8425194
Malta,MLT,2000,512.7061399
Malta,MLT,2001,455.4382894
Malta,MLT,2002,396.4956853
Malta,MLT,2003,436.5475611
Malta,MLT,2004,505.8963087
Malta,MLT,2005,557.159625
Malta,MLT,2006,634.085683
Malta,MLT,2007,688.4275332
Malta,MLT,2008,637.5510224
Malta,MLT,2009,640.0356868
Malta,MLT,2010,709.2746099
Malta,MLT,2011,742.3102424
Malta,MLT,2012,788.0427019
Malta,MLT,2013,852.1786899
Malta,MLT,2014,899.7648185
Malta,MLT,2015,961.6832153
Malta,MLT,2016,1091.45372
Malta,MLT,2017,1231.484745
Mauritius,MUS,1995,95.32659158
Mauritius,MUS,1996,105.8204791
Mauritius,MUS,1997,114.9541403
Mauritius,MUS,1998,123.2311377
Mauritius,MUS,1999,131.0340544
Mauritius,MUS,2000,137.3356711
Mauritius,MUS,2001,134.5830892
Mauritius,MUS,2002,134.4821317
Mauritius,MUS,2003,132.6882979
Mauritius,MUS,2004,147.4197852
Mauritius,MUS,2005,148.9919837
Mauritius,MUS,2006,150.7298241
Mauritius,MUS,2007,171.825464
Mauritius,MUS,2008,181.6543568
Mauritius,MUS,2009,157.1231709
Mauritius,MUS,2010,169.5457454
Mauritius,MUS,2011,174.8637021
Mauritius,MUS,2012,188.7119968
Mauritius,MUS,2013,181.1460347
Mauritius,MUS,2014,176.8530312
Mauritius,MUS,2015,191.6672277
Mauritius,MUS,2016,205.7819993
Mauritius,MUS,2017,223.783877
Mexico,MEX,1995,89.85005026
Mexico,MEX,1996,94.06667031
Mexico,MEX,1997,91.58964562
Mexico,MEX,1998,97.51930795
Mexico,MEX,1999,103.2097731
Mexico,MEX,2000,108.916984
Mexico,MEX,2001,117.1567236
Mexico,MEX,2002,114.4931282
Mexico,MEX,2003,104.5432851
Mexico,MEX,2004,116.7711755
Mexico,MEX,2005,122.6581241
Mexico,MEX,2006,127.1840999
Mexico,MEX,2007,136.4225544
Mexico,MEX,2008,127.8089811
Mexico,MEX,2009,122.1070271
Mexico,MEX,2010,122.1797595
Mexico,MEX,2011,124.2673431
Mexico,MEX,2012,128.9515709
Mexico,MEX,2013,129.8475879
Mexico,MEX,2014,147.0034197
Mexico,MEX,2015,155.7141332
Mexico,MEX,2016,158.5614939
Mexico,MEX,2017,147.6193589
Moldova,MDA,2009,26.16667471
Moldova,MDA,2010,32.90244789
Moldova,MDA,2011,38.23048742
Moldova,MDA,2012,41.2415273
Moldova,MDA,2013,44.28750233
Moldova,MDA,2014,50.78173219
Moldova,MDA,2015,53.40299169
Moldova,MDA,2016,49.83172642
Moldova,MDA,2017,64.51158532
Morocco,MAR,1995,48.64224247
Morocco,MAR,1996,44.13595725
Morocco,MAR,1997,43.23310142
Morocco,MAR,1998,45.25246135
Morocco,MAR,1999,54.1823933
Morocco,MAR,2000,52.27105063
Morocco,MAR,2001,58.28969202
Morocco,MAR,2002,51.94432382
Morocco,MAR,2003,54.01432123
Morocco,MAR,2004,53.11590384
Morocco,MAR,2005,73.62127212
Morocco,MAR,2006,69.16246298
Morocco,MAR,2007,85.47396949
Morocco,MAR,2008,108.2702693
Morocco,MAR,2009,71.67888037
Morocco,MAR,2010,67.1096645
Morocco,MAR,2011,72.37021241
Morocco,MAR,2012,69.68904735
Morocco,MAR,2013,64.89327392
Morocco,MAR,2014,53.90744156
Morocco,MAR,2015,54.87981866
Morocco,MAR,2016,52.83928077
Morocco,MAR,2017,51.73535895
Nepal,NPL,1995,4.673686918
Nepal,NPL,1996,5.432951692
Nepal,NPL,1997,5.89554093
Nepal,NPL,1998,5.33769566
Nepal,NPL,1999,5.363427108
Nepal,NPL,2000,6.528814332
Nepal,NPL,2001,8.277536872
Nepal,NPL,2002,9.688052051
Nepal,NPL,2003,10.34042316
Nepal,NPL,2004,11.30012747
Nepal,NPL,2005,14.54741907
Nepal,NPL,2006,15.99807684
Nepal,NPL,2007,17.89062511
Nepal,NPL,2008,21.1891142
Nepal,NPL,2009,22.0260174
Nepal,NPL,2010,28.30907455
Nepal,NPL,2011,28.3234836
Nepal,NPL,2012,31.17549143
Nepal,NPL,2013,35.12557124
Nepal,NPL,2017,40.84627475
Netherlands,NLD,1995,796.4936426
Netherlands,NLD,1996,824.6355011
Netherlands,NLD,1997,823.6684571
Netherlands,NLD,1998,862.8522101
Netherlands,NLD,1999,897.0352303
Netherlands,NLD,2000,872.5621586
Netherlands,NLD,2001,885.8183069
Netherlands,NLD,2002,1035.300855
Netherlands,NLD,2003,1012.307814
Netherlands,NLD,2004,1052.096334
Netherlands,NLD,2005,1044.064817
Netherlands,NLD,2006,1021.344478
Netherlands,NLD,2007,1069.669465
Netherlands,NLD,2008,1118.779967
Netherlands,NLD,2009,1109.471841
Netherlands,NLD,2010,1105.480857
Netherlands,NLD,2011,1111.838359
Netherlands,NLD,2012,1111.790048
Netherlands,NLD,2013,1076.739755
Netherlands,NLD,2014,1063.029439
Netherlands,NLD,2015,1066.71087
Netherlands,NLD,2016,1053.298254
New Caledonia,NCL,1995,304.4124324
New Caledonia,NCL,1996,323.9456581
New Caledonia,NCL,1997,312.782373
New Caledonia,NCL,1998,331.2564851
New Caledonia,NCL,1999,329.8058447
New Caledonia,NCL,2000,323.594241
New Caledonia,NCL,2001,312.8968729
New Caledonia,NCL,2002,325.0711093
New Caledonia,NCL,2003,346.2112066
New Caledonia,NCL,2004,389.0710383
New Caledonia,NCL,2005,413.3476857
New Caledonia,NCL,2006,424.1781548
New Caledonia,NCL,2007,443.0512017
New Caledonia,NCL,2008,461.3800206
New Caledonia,NCL,2009,483.8381785
New Caledonia,NCL,2010,528.5285285
New Caledonia,NCL,2011,487.5172007
New Caledonia,NCL,2012,467.1814672
New Caledonia,NCL,2013,458.9417789
New Caledonia,NCL,2014,462.6002611
New Caledonia,NCL,2015,466.226138
New Caledonia,NCL,2016,484.5416742
New Caledonia,NCL,2017,481.3520645
New Zealand,NZL,1995,250.4491752
New Zealand,NZL,1996,292.8724544
New Zealand,NZL,1997,299.3679422
New Zealand,NZL,1998,305.6356488
New Zealand,NZL,1999,308.9880316
New Zealand,NZL,2000,332.5815901
New Zealand,NZL,2001,331.6582915
New Zealand,NZL,2002,327.4661264
New Zealand,NZL,2003,341.1799762
New Zealand,NZL,2004,423.9755352
New Zealand,NZL,2005,452.8411427
New Zealand,NZL,2006,444.7258997
New Zealand,NZL,2007,468.2986884
New Zealand,NZL,2008,461.758768
New Zealand,NZL,2009,445.7769721
New Zealand,NZL,2010,465.6721907
New Zealand,NZL,2011,478.1021898
New Zealand,NZL,2012,492.7292938
New Zealand,NZL,2013,494.5858941
New Zealand,NZL,2014,504.6898907
New Zealand,NZL,2015,524.8384359
New Zealand,NZL,2016,556.3368278
New Zealand,NZL,2017,595.1313127
Nicaragua,NIC,1995,55.28781318
Nicaragua,NIC,1996,59.99005697
Nicaragua,NIC,1997,68.94188826
Nicaragua,NIC,1998,86.65963259
Nicaragua,NIC,1999,91.31940376
Nicaragua,NIC,2000,96.68186256
Nicaragua,NIC,2001,97.82875067
Nicaragua,NIC,2002,102.8668528
Nicaragua,NIC,2003,107.2339201
Nicaragua,NIC,2004,132.0224502
Nicaragua,NIC,2005,137.5636511
Nicaragua,NIC,2006,141.8293714
Nicaragua,NIC,2007,171.8547235
Nicaragua,NIC,2008,168.379478
Nicaragua,NIC,2009,151.4140537
Nicaragua,NIC,2010,158.2509299
Nicaragua,NIC,2011,157.02966
Nicaragua,NIC,2012,166.5785281
Nicaragua,NIC,2013,167.1783209
Nicaragua,NIC,2014,159.4613366
Nicaragua,NIC,2015,152.0872537
Nicaragua,NIC,2016,159.5140626
Nicaragua,NIC,2017,157.9392371
Niger,NER,1995,1.055149165
Niger,NER,1996,1.018333672
Niger,NER,1997,0.982312385
Niger,NER,1998,0.947279267
North America,,1995,234.9816858
North America,,1996,240.5769536
North America,,1997,238.9483302
North America,,1998,239.528263
North America,,1999,244.1222525
North America,,2000,257.189452
North America,,2001,246.0860442
North America,,2002,237.4861496
North America,,2003,229.8836307
North America,,2004,250.5759814
North America,,2005,258.0110832
North America,,2006,261.0078575
North America,,2007,266.9818207
North America,,2008,268.828848
North America,,2009,259.4996943
North America,,2010,261.373664
North America,,2011,259.1405429
North America,,2012,266.5950045
North America,,2013,268.4091202
North America,,2014,287.1701912
North America,,2015,298.3103901
North America,,2016,310.0195318
North America,,2017,333.2092054
Norway,NOR,1995,135.3464318
Norway,NOR,1996,157.9426915
Norway,NOR,1997,170.9360189
Norway,NOR,1999,508.9745138
Norway,NOR,2000,533.0700493
Norway,NOR,2001,520.1881982
Norway,NOR,2002,579.3098038
Norway,NOR,2003,566.9402424
Norway,NOR,2004,644.6119371
Norway,NOR,2005,684.793581
Norway,NOR,2006,694.3197308
Norway,NOR,2007,720.9364402
Norway,NOR,2009,1375.103909
Norway,NOR,2010,1552.3847
Norway,NOR,2011,1641.400274
Norway,NOR,2012,1843.153422
Norway,NOR,2013,1826.907233
Norway,NOR,2014,1788.901105
Norway,NOR,2015,1685.856856
Norway,NOR,2016,1534.04735
Norway,NOR,2017,1546.69729
Oman,OMN,2002,882.4972101
Oman,OMN,2005,803.5777927
Oman,OMN,2006,870.3088784
Oman,OMN,2007,849.8694213
Oman,OMN,2008,747.3684439
Oman,OMN,2009,570.5976742
Oman,OMN,2010,615.8226641
Oman,OMN,2011,755.5753802
Oman,OMN,2012,833.5632752
Oman,OMN,2013,836.0543945
Oman,OMN,2014,847.7817681
Oman,OMN,2015,913.8508647
Oman,OMN,2016,941.7455673
Oman,OMN,2017,964.7858555
Palau,PLW,1998,485.8561866
Panama,PAN,1995,67.52490209
Panama,PAN,1996,67.23064115
Panama,PAN,1997,67.9761775
Panama,PAN,1998,72.45063056
Panama,PAN,1999,74.3807967
Panama,PAN,2000,71.27896574
Panama,PAN,2001,64.73153889
Panama,PAN,2002,63.50688176
Panama,PAN,2003,70.73471242
Panama,PAN,2004,78.29845229
Panama,PAN,2005,85.57363611
Panama,PAN,2006,83.72876009
Panama,PAN,2007,90.91417094
Panama,PAN,2008,104.9408066
Panama,PAN,2009,93.87087447
Panama,PAN,2010,107.5970666
Panama,PAN,2011,111.65705
Panama,PAN,2012,118.4753102
Panama,PAN,2013,161.2625057
Panama,PAN,2014,218.494636
Panama,PAN,2015,186.4332522
Panama,PAN,2016,190.8719103
Panama,PAN,2017,223.7356435
Papua New Guinea,PNG,1995,10.42033592
Papua New Guinea,PNG,1997,12.4153477
Papua New Guinea,PNG,1998,12.28459901
Papua New Guinea,PNG,1999,10.68045747
Papua New Guinea,PNG,2000,9.33200436
Papua New Guinea,PNG,2001,6.647828819
Papua New Guinea,PNG,2002,15.69345631
Paraguay,PRY,1995,89.68986631
Paraguay,PRY,1996,85.81939247
Paraguay,PRY,1997,74.09126759
Paraguay,PRY,1998,62.48391236
Paraguay,PRY,1999,54.07031103
Paraguay,PRY,2000,33.00205556
Paraguay,PRY,2001,29.03845357
Paraguay,PRY,2002,25.59628916
Paraguay,PRY,2003,27.28269689
Paraguay,PRY,2004,29.80500514
Paraguay,PRY,2005,32.43899485
Paraguay,PRY,2006,35.69731128
Paraguay,PRY,2007,40.5621104
Paraguay,PRY,2008,45.97232036
Paraguay,PRY,2009,46.99863916
Paraguay,PRY,2010,48.63220318
Paraguay,PRY,2011,55.13377249
Paraguay,PRY,2012,62.70360055
Paraguay,PRY,2013,68.05098875
Paraguay,PRY,2014,65.01252025
Paraguay,PRY,2015,151.8273735
Paraguay,PRY,2016,223.4841884
Paraguay,PRY,2017,227.2694907
Peru,PER,1995,21.13253762
Peru,PER,1996,20.86651348
Peru,PER,1997,23.24044646
Peru,PER,1998,21.34941984
Peru,PER,1999,20.06940258
Peru,PER,2000,28.16914561
Peru,PER,2001,40.36347999
Peru,PER,2002,46.31323528
Peru,PER,2003,53.19674577
Peru,PER,2004,59.94897407
Peru,PER,2005,66.67774944
Peru,PER,2006,66.44020467
Peru,PER,2007,67.68524657
Peru,PER,2008,66.79007527
Peru,PER,2009,65.20350822
Peru,PER,2010,70.06280392
Peru,PER,2011,71.63981143
Peru,PER,2012,76.12993098
Peru,PER,2013,77.34155483
Peru,PER,2014,78.84196203
Peru,PER,2015,82.70475858
Peru,PER,2016,86.58066153
Peru,PER,2017,89.38152184
Philippines,PHL,1995,23.12570294
Philippines,PHL,1996,29.68671197
Philippines,PHL,1997,26.41492143
Philippines,PHL,1998,24.32601574
Philippines,PHL,1999,22.99051984
Philippines,PHL,2000,21.41257089
Philippines,PHL,2001,22.43134293
Philippines,PHL,2002,24.20344365
Philippines,PHL,2003,21.71453173
Philippines,PHL,2004,22.67399823
Philippines,PHL,2005,24.85098767
Philippines,PHL,2006,31.2608833
Philippines,PHL,2007,34.33620973
Philippines,PHL,2008,36.96893763
Philippines,PHL,2009,34.5691782
Philippines,PHL,2014,34.84437198
Philippines,PHL,2015,50.28689633
Philippines,PHL,2016,55.19732623
Poland,POL,1995,942.7905658
Poland,POL,1996,1157.637005
Poland,POL,1997,1257.708347
Poland,POL,1998,1275.829251
Poland,POL,1999,1425.158142
Poland,POL,2000,1481.417434
Poland,POL,2001,1388.880319
Poland,POL,2002,1178.199611
Poland,POL,2003,1013.753067
Poland,POL,2004,974.9563553
Poland,POL,2005,1070.104122
Poland,POL,2006,1171.854097
Poland,POL,2007,1247.646939
Poland,POL,2008,1317.822945
Poland,POL,2009,1029.314548
Poland,POL,2010,1123.997359
Poland,POL,2011,1136.791901
Poland,POL,2012,1268.680659
Poland,POL,2013,1382.222111
Poland,POL,2014,931.2913499
Poland,POL,2015,1166.206485
Poland,POL,2016,1171.975192
Poland,POL,2017,1229.729185
Portugal,PRT,2004,1634.989247
Portugal,PRT,2005,1724.215082
Portugal,PRT,2006,1746.578311
Portugal,PRT,2007,1990.80638
Portugal,PRT,2012,129.436062
Portugal,PRT,2013,142.4842658
Portugal,PRT,2014,156.5224782
Portugal,PRT,2015,182.7559481
Portugal,PRT,2016,187.9820854
Portugal,PRT,2017,213.2368499
Puerto Rico,PRI,1995,335.8581066
Puerto Rico,PRI,1996,317.8817904
Puerto Rico,PRI,1997,332.7632114
Puerto Rico,PRI,1998,330.5915393
Puerto Rico,PRI,1999,298.4146917
Puerto Rico,PRI,2000,330.3937301
Puerto Rico,PRI,2001,348.541181
Puerto Rico,PRI,2002,320.8932916
Puerto Rico,PRI,2003,332.4538465
Puerto Rico,PRI,2004,355.64238
Puerto Rico,PRI,2005,368.9783904
Puerto Rico,PRI,2006,385.7864499
Puerto Rico,PRI,2007,380.9151215
Puerto Rico,PRI,2008,382.358744
Puerto Rico,PRI,2009,298.3630137
Puerto Rico,PRI,2010,263.3329079
Puerto Rico,PRI,2011,251.1735022
Puerto Rico,PRI,2012,241.0243203
Puerto Rico,PRI,2013,233.5045979
Puerto Rico,PRI,2014,224.3361432
Puerto Rico,PRI,2015,214.7889382
Puerto Rico,PRI,2016,231.6146683
Puerto Rico,PRI,2017,237.326339
Romania,ROU,1995,252.9065295
Romania,ROU,1996,254.1225953
Romania,ROU,1997,276.8026111
Romania,ROU,1998,306.2555937
Romania,ROU,1999,279.1913863
Romania,ROU,2000,284.6325471
Romania,ROU,2001,289.5359067
Romania,ROU,2002,264.9272249
Romania,ROU,2003,301.1449813
Romania,ROU,2004,325.0084795
Romania,ROU,2005,334.9017586
Romania,ROU,2006,420.2180264
Romania,ROU,2007,525.7869781
Romania,ROU,2008,636.4825962
Romania,ROU,2009,575.5741982
Romania,ROU,2010,538.6017425
Romania,ROU,2011,542.7961187
Romania,ROU,2012,555.8370997
Romania,ROU,2013,568.6636599
Romania,ROU,2014,617.7614633
Romania,ROU,2015,662.0076495
Romania,ROU,2016,818.5833027
Romania,ROU,2017,1018.709839
Russia,RUS,1995,143.7499285
Russia,RUS,1996,82.74835667
Russia,RUS,1997,75.59731462
Russia,RUS,1998,72.01835284
