Entity,Code,Year,Year,Percentage of rural households using solid fuels for cooking (%),Percentage of urban households using solid fuels for cooking (%)
Asia,,2006,56,22
Central Asia,,2006,34,5
Eastern Africa,,2006,97,68
Eastern Europe,,2006,47,13
Latin America & the Caribbean,,2006,56,17
Middle Africa,,2006,94,57
South Asia,,2006,93,38
Southeast Asia,,2006,80,44
Southern Africa,,2006,83,12
Sub-Saharan Africa,,2006,95,66
Western Africa,,2006,96,78
Western Asia,,2006,27,3
