Entity,Code,Year,All whale species (whales caught)
World,OWID_WRL,1900,52110
World,OWID_WRL,1910,177557
World,OWID_WRL,1920,229100
World,OWID_WRL,1930,403287
World,OWID_WRL,1940,256989
World,OWID_WRL,1950,613862
World,OWID_WRL,1960,703235
World,OWID_WRL,1970,363661
World,OWID_WRL,1980,77074
World,OWID_WRL,1990,7170
World,OWID_WRL,2000,17944
World,OWID_WRL,2010,9229
