Entity,Code,Year,Adjusted net savings per capita (World Bank (2017)) ($)
Kenya,KEN,2006,-18.166994
Kenya,KEN,2007,-21.735353
Kenya,KEN,2008,-50.32885
Kenya,KEN,2009,-49.218769
Kenya,KEN,2010,-61.226925
Kenya,KEN,2011,-83.906746
Kenya,KEN,2012,-90.52597
Kenya,KEN,2013,-101.17065
Kenya,KEN,2014,-132.51933
Kiribati,KIR,1980,401.33209
Kiribati,KIR,1981,154.17656
Kiribati,KIR,1982,323.15646
Kiribati,KIR,1983,457.92514
Kiribati,KIR,1984,305.70023
Kiribati,KIR,1985,171.5408
Kiribati,KIR,1986,232.35547
Kiribati,KIR,1987,13.115549
Kiribati,KIR,1988,38.418449
Kiribati,KIR,1989,25.612764
Kiribati,KIR,1990,65.635551
Kiribati,KIR,1991,398.97479
Kiribati,KIR,1992,145.68527
Kuwait,KWT,1975,6103.8584
Kuwait,KWT,1976,6726.7124
Kuwait,KWT,1977,5311.7236
Kuwait,KWT,1978,5792.8115
Kuwait,KWT,1980,11264.794
Kuwait,KWT,1981,11094.031
Kuwait,KWT,1982,5934.834
Kuwait,KWT,1983,5792.3667
Kuwait,KWT,1984,5991.8306
Kuwait,KWT,1985,4526.4556
Kuwait,KWT,1986,4710.7788
Kuwait,KWT,1987,5064.4697
Kuwait,KWT,1988,3862.001
Kuwait,KWT,1989,4601.1611
Kuwait,KWT,1990,579.83936
Kuwait,KWT,1991,-13289.709
Kuwait,KWT,1995,4432.9243
Kuwait,KWT,1996,5723.3188
Kuwait,KWT,1997,5673.062
Kuwait,KWT,1998,2304.7065
Kuwait,KWT,1999,3500.3145
Kuwait,KWT,2000,6887.8721
Kuwait,KWT,2001,4079.2458
Kuwait,KWT,2002,2673.7114
Kuwait,KWT,2003,5058.1387
Kuwait,KWT,2004,9067.8359
Kuwait,KWT,2005,14110.854
Kuwait,KWT,2006,20465.594
Kuwait,KWT,2007,18986.725
Kuwait,KWT,2008,22875.398
Kuwait,KWT,2009,11650.701
Kuwait,KWT,2010,13210.804
Kuwait,KWT,2011,18432.971
Kuwait,KWT,2012,19667.316
Kuwait,KWT,2013,17300.256
Kuwait,KWT,2014,12707.92
Kuwait,KWT,2015,4197.2632
Kyrgyzstan,KGZ,1997,2.7571714
Kyrgyzstan,KGZ,1998,-79.76754
Kyrgyzstan,KGZ,1999,-30.855473
Kyrgyzstan,KGZ,2000,-2.7865837
Kyrgyzstan,KGZ,2001,12.440175
Kyrgyzstan,KGZ,2002,7.0354123
Kyrgyzstan,KGZ,2003,-14.57136
Kyrgyzstan,KGZ,2004,7.5352101
Kyrgyzstan,KGZ,2005,22.324493
Kyrgyzstan,KGZ,2006,12.404563
Kyrgyzstan,KGZ,2007,102.80061
Kyrgyzstan,KGZ,2008,19.05369
Kyrgyzstan,KGZ,2009,106.16371
Kyrgyzstan,KGZ,2010,35.732883
Kyrgyzstan,KGZ,2011,32.782837
Kyrgyzstan,KGZ,2012,-5.2892199
Kyrgyzstan,KGZ,2013,-92.965599
Kyrgyzstan,KGZ,2014,-94.047798
Kyrgyzstan,KGZ,2015,-11.687147
Laos,LAO,1984,-16.002134
Laos,LAO,1985,-22.858358
Laos,LAO,1986,-12.909801
Laos,LAO,1987,-10.695423
Laos,LAO,1988,-16.564377
Laos,LAO,2000,-32.308094
Laos,LAO,2001,-32.21944
Laos,LAO,2002,-10.789351
Laos,LAO,2003,-29.434774
Laos,LAO,2004,-33.93309
Laos,LAO,2005,-25.085064
Laos,LAO,2006,-5.4706717
Laos,LAO,2007,-3.5935645
Laos,LAO,2008,-47.187012
Laos,LAO,2009,-15.595647
Laos,LAO,2010,-72.900902
Laos,LAO,2011,-115.47077
Laos,LAO,2012,-125.69268
Latvia,LVA,1995,-496.28156
Latvia,LVA,1996,-480.16068
Latvia,LVA,1997,-407.32727
Latvia,LVA,1998,-376.47559
Latvia,LVA,1999,-456.01257
Latvia,LVA,2000,-198.34892
Latvia,LVA,2001,-89.894905
Latvia,LVA,2002,-21.658737
Latvia,LVA,2003,49.918755
Latvia,LVA,2004,49.075516
Latvia,LVA,2005,322.90756
Latvia,LVA,2006,-150.50287
Latvia,LVA,2007,312.38214
Latvia,LVA,2008,711.31458
Latvia,LVA,2009,1288.4475
Latvia,LVA,2010,-29.507385
Latvia,LVA,2011,158.08707
Latvia,LVA,2012,162.0015
Latvia,LVA,2013,168.61237
Latvia,LVA,2014,187.64984
Latvia,LVA,2015,262.31689
Lebanon,LBN,2002,-969.04321
Lebanon,LBN,2003,-1632.1659
Lebanon,LBN,2004,-369.53073
Lebanon,LBN,2005,-312.3663
Lebanon,LBN,2006,-449.06683
Lebanon,LBN,2007,-174.70396
Lebanon,LBN,2008,-640.61139
Lebanon,LBN,2009,-744.85553
Lebanon,LBN,2010,-976.95105
Lebanon,LBN,2011,-1067.1665
Lebanon,LBN,2012,-396.32596
Lebanon,LBN,2013,142.50009
Lebanon,LBN,2014,468.67078
Lebanon,LBN,2015,635.36011
Liberia,LBR,2004,-28.153448
Liberia,LBR,2005,-45.631851
Liberia,LBR,2006,121.13316
Liberia,LBR,2007,-60.339954
Liberia,LBR,2008,-141.61876
Liberia,LBR,2009,-84.517677
Liberia,LBR,2010,-162.62093
Liberia,LBR,2011,-142.43889
Liberia,LBR,2012,-119.6434
Libya,LBY,2002,-151.21373
Libya,LBY,2003,670.76697
Libya,LBY,2004,319.23346
Libya,LBY,2005,1148.9474
Libya,LBY,2006,3433.72
Libya,LBY,2007,4668.1875
Libya,LBY,2008,6332.4312
Lithuania,LTU,2004,1245.2196
Lithuania,LTU,2005,1527.0824
Lithuania,LTU,2006,1733.2924
Lithuania,LTU,2007,2355.6409
Lithuania,LTU,2008,2609.7014
Lithuania,LTU,2009,2059.0386
Lithuania,LTU,2010,2375.0737
Lithuania,LTU,2011,2884.6719
Lithuania,LTU,2012,2766.0969
Lithuania,LTU,2013,3410.5649
Lithuania,LTU,2014,3870.396
Lithuania,LTU,2015,2566.5544
Luxembourg,LUX,1999,8418.7646
Luxembourg,LUX,2000,7995.4976
Luxembourg,LUX,2001,7039.9761
Luxembourg,LUX,2002,6756.3774
Luxembourg,LUX,2003,7965.9541
Luxembourg,LUX,2004,12967.061
Luxembourg,LUX,2005,16053.93
Luxembourg,LUX,2006,8314.3359
Luxembourg,LUX,2007,19770.271
Luxembourg,LUX,2008,18668.811
Luxembourg,LUX,2009,2087.9734
Luxembourg,LUX,2010,13543.675
Luxembourg,LUX,2011,10322.429
Luxembourg,LUX,2012,7198.8218
Luxembourg,LUX,2013,6027.6943
Luxembourg,LUX,2014,8871.5195
Luxembourg,LUX,2015,14734.011
Macedonia,MKD,1996,-125.81821
Macedonia,MKD,1997,-83.749298
Macedonia,MKD,1998,-44.450222
Macedonia,MKD,1999,42.106586
Macedonia,MKD,2000,61.507626
Macedonia,MKD,2001,-135.90497
Macedonia,MKD,2002,-139.34227
Macedonia,MKD,2003,-135.33081
Macedonia,MKD,2004,-196.14485
Macedonia,MKD,2005,-72.340446
Macedonia,MKD,2006,34.916588
Macedonia,MKD,2007,-234.40317
Macedonia,MKD,2008,-251.37
Macedonia,MKD,2009,5.1980062
Macedonia,MKD,2010,97.155647
Macedonia,MKD,2011,255.00842
Macedonia,MKD,2012,256.22488
Madagascar,MDG,1980,-11.623703
Madagascar,MDG,1981,-5.1300349
Madagascar,MDG,1982,-11.645801
Madagascar,MDG,1983,-5.9823599
Madagascar,MDG,1984,-3.9160526
Madagascar,MDG,1985,-12.423408
Madagascar,MDG,1986,3.9994183
Madagascar,MDG,1987,-1.9553051
Madagascar,MDG,1988,4.9388185
Madagascar,MDG,1989,10.185922
Madagascar,MDG,1990,10.04962
Madagascar,MDG,1991,-15.544037
Madagascar,MDG,1992,-1.6289051
Madagascar,MDG,1993,-3.0494032
Madagascar,MDG,1994,-7.0627799
Madagascar,MDG,1995,-8.0683107
Madagascar,MDG,1996,5.4670215
Madagascar,MDG,1997,3.183286
Madagascar,MDG,1998,2.0642045
Madagascar,MDG,1999,7.3160796
Madagascar,MDG,2000,7.3127017
Madagascar,MDG,2001,31.41803
Madagascar,MDG,2002,13.546867
Madagascar,MDG,2003,25.753345
Madagascar,MDG,2004,21.395206
Madagascar,MDG,2005,5.2936139
Madagascar,MDG,2006,18.500156
Madagascar,MDG,2007,25.55781
Madagascar,MDG,2008,39.077785
Madagascar,MDG,2009,9.7533865
Madagascar,MDG,2010,4.0648518
Madagascar,MDG,2011,0.25064009
Madagascar,MDG,2012,-6.2456374
Malawi,MWI,1999,-16.516516
Malawi,MWI,2000,-8.6753235
Malawi,MWI,2001,-11.402005
Malawi,MWI,2002,-20.348349
Malawi,MWI,2003,-24.235537
Malawi,MWI,2004,-21.256645
Malawi,MWI,2005,-30.094591
Malawi,MWI,2006,-24.449759
Malawi,MWI,2007,5.6168394
Malawi,MWI,2008,-8.8472986
Malawi,MWI,2009,-17.267206
Malawi,MWI,2010,-6.7292991
Malawi,MWI,2011,-39.384861
Malawi,MWI,2012,-68.616806
Malawi,MWI,2013,-22.328392
Malawi,MWI,2014,-28.019251
Malawi,MWI,2015,-47.45417
Malaysia,MYS,1974,153.25365
Malaysia,MYS,1975,102.31985
Malaysia,MYS,1976,173.31522
Malaysia,MYS,1977,190.24567
Malaysia,MYS,1978,188.35695
Malaysia,MYS,1979,224.75206
Malaysia,MYS,1980,186.81964
Malaysia,MYS,1981,161.47122
Malaysia,MYS,1982,155.73756
Malaysia,MYS,1983,141.20564
Malaysia,MYS,1984,211.81569
Malaysia,MYS,1985,97.781235
Malaysia,MYS,1986,102.02456
Malaysia,MYS,1987,205.06422
Malaysia,MYS,1988,239.77342
Malaysia,MYS,1989,230.98904
Malaysia,MYS,1990,243.03081
Malaysia,MYS,1991,309.53705
Malaysia,MYS,1992,471.19351
Malaysia,MYS,1993,616.74762
Malaysia,MYS,1994,673.66736
Malaysia,MYS,1995,688.01862
Malaysia,MYS,1996,872.69647
Malaysia,MYS,1997,800.99811
Malaysia,MYS,1998,502.38455
Malaysia,MYS,1999,541.89655
Malaysia,MYS,2000,567.39435
Malaysia,MYS,2001,419.98456
Malaysia,MYS,2002,496.8967
Malaysia,MYS,2003,664.5304
Malaysia,MYS,2004,791.61957
Malaysia,MYS,2005,959.9212
Malaysia,MYS,2006,1159.0463
Malaysia,MYS,2007,1420.2584
Malaysia,MYS,2008,1656.4978
Malaysia,MYS,2009,1054.1431
Malaysia,MYS,2010,1428.7826
Malaysia,MYS,2011,1818.766
Malaysia,MYS,2012,1559.0988
Malaysia,MYS,2013,1498.6899
Malaysia,MYS,2014,1500.7646
Malaysia,MYS,2015,1266.9092
Maldives,MDV,1995,630.77545
Maldives,MDV,1996,748.65674
Maldives,MDV,1997,733.0332
Maldives,MDV,1998,716.10809
Maldives,MDV,1999,662.8313
Maldives,MDV,2000,686.7287
Maldives,MDV,2001,296.95694
Maldives,MDV,2002,345.49158
Maldives,MDV,2003,467.68533
Maldives,MDV,2004,417.53979
Maldives,MDV,2005,306.95816
Mali,MLI,1985,-8.3187656
Mali,MLI,1986,1.2947351
Mali,MLI,1987,21.408068
Mali,MLI,1988,11.638431
Mali,MLI,1989,32.920429
Mali,MLI,1990,25.615496
Mali,MLI,1991,24.812254
Mali,MLI,1992,30.691458
Mali,MLI,1993,18.917635
Mali,MLI,1994,17.945074
Mali,MLI,1995,13.187634
Mali,MLI,1996,10.175528
Mali,MLI,1997,18.463455
Mali,MLI,1998,22.467377
Mali,MLI,1999,17.126846
Mali,MLI,2000,10.501199
Mali,MLI,2001,21.208708
Mali,MLI,2002,12.217744
Mali,MLI,2003,24.296549
Mali,MLI,2004,28.077013
Mali,MLI,2005,35.226231
Mali,MLI,2006,63.849648
Mali,MLI,2007,65.460258
Mali,MLI,2008,10.311354
Mali,MLI,2009,29.257116
Mali,MLI,2010,-9.3295422
Mali,MLI,2011,-15.612331
Mali,MLI,2012,-41.980522
Mauritania,MRT,1980,-19.537817
Mauritania,MRT,1981,-5.4288206
Mauritania,MRT,1982,-80.845413
Mauritania,MRT,1983,-57.270771
Mauritania,MRT,1984,-21.18652
Mauritania,MRT,1985,24.352663
Mauritania,MRT,1986,0.0013181154
Mauritania,MRT,1987,2.2108924
Mauritania,MRT,1988,30.796984
Mauritania,MRT,1989,21.597073
Mauritania,MRT,1990,-14.305344
Mauritania,MRT,1991,47.093918
Mauritania,MRT,1992,102.12782
Mauritania,MRT,1993,52.524879
Mauritania,MRT,1994,262.24637
Mauritania,MRT,1995,100.74541
Mauritania,MRT,1996,165.35803
Mauritania,MRT,1997,92.873688
Mauritania,MRT,1998,54.935463
Mauritania,MRT,2012,25.011929
Mauritania,MRT,2013,-59.482021
Mauritania,MRT,2014,-93.188705
Mauritius,MUS,1976,205.563
Mauritius,MUS,1977,191.14253
Mauritius,MUS,1978,219.75908
Mauritius,MUS,1979,256.79794
Mauritius,MUS,1980,124.18317
Mauritius,MUS,1981,147.81006
Mauritius,MUS,1982,159.65929
Mauritius,MUS,1983,172.02794
Mauritius,MUS,1984,179.72777
Mauritius,MUS,1985,216.53571
Mauritius,MUS,1986,397.59473
Mauritius,MUS,1987,517.21899
Mauritius,MUS,1988,558.15222
Mauritius,MUS,1989,521.06464
Mauritius,MUS,1990,597.2547
Mauritius,MUS,1991,672.51605
Mauritius,MUS,1992,778.8924
Mauritius,MUS,1993,722.92065
Mauritius,MUS,1994,680.02716
Mauritius,MUS,1995,722.44025
Mauritius,MUS,1996,754.1861
Mauritius,MUS,1997,652.79681
Mauritius,MUS,1998,659.70233
Mauritius,MUS,1999,612.01318
Mauritius,MUS,2000,690.61157
Mauritius,MUS,2001,734.83728
Mauritius,MUS,2002,744.62848
Mauritius,MUS,2003,797.56097
Mauritius,MUS,2004,807.27429
Mauritius,MUS,2005,488.70068
Mauritius,MUS,2006,532.30225
Mauritius,MUS,2007,828.06238
Mauritius,MUS,2008,542.5047
Mauritius,MUS,2009,515.22992
Mauritius,MUS,2010,706.64532
Mauritius,MUS,2011,120.85015
Mauritius,MUS,2012,85.059288
Mauritius,MUS,2013,-472.70621
Mauritius,MUS,2014,-796.45074
Mauritius,MUS,2015,-685.21429
Mexico,MEX,1979,244.80554
Mexico,MEX,1980,318.48068
Mexico,MEX,1981,430.97876
Mexico,MEX,1982,259.05484
Mexico,MEX,1983,178.34676
Mexico,MEX,1984,196.47798
Mexico,MEX,1985,209.31853
Mexico,MEX,1986,50.719769
Mexico,MEX,1987,109.78856
Mexico,MEX,1988,175.08209
Mexico,MEX,1989,206.39113
Mexico,MEX,1990,262.32626
Mexico,MEX,1991,325.87134
Mexico,MEX,1992,315.57022
Mexico,MEX,1993,394.27621
Mexico,MEX,1994,420.71143
Mexico,MEX,1995,266.11053
Mexico,MEX,1996,404.08484
Mexico,MEX,1997,534.216
Mexico,MEX,1998,529.39948
Mexico,MEX,1999,635.37335
Mexico,MEX,2000,764.91534
Mexico,MEX,2001,726.75214
Mexico,MEX,2002,676.74469
Mexico,MEX,2003,787.88629
Mexico,MEX,2004,847.53418
Mexico,MEX,2005,834.9704
Mexico,MEX,2006,999.10638
Mexico,MEX,2007,1291.0204
Mexico,MEX,2008,1272.2216
Mexico,MEX,2009,1053.7185
Mexico,MEX,2010,1153.0959
Mexico,MEX,2011,1056.9064
Mexico,MEX,2012,1077.6117
Mexico,MEX,2013,923.0188
Mexico,MEX,2014,1063.6073
Mexico,MEX,2015,1150.4242
Moldova,MDA,1995,28.581478
Moldova,MDA,1996,3.7028799
Moldova,MDA,1997,-11.711271
Moldova,MDA,1998,-39.914997
Moldova,MDA,1999,-5.0073113
Moldova,MDA,2000,2.5489392
Moldova,MDA,2001,16.25395
Moldova,MDA,2002,22.195986
Moldova,MDA,2003,32.379517
Moldova,MDA,2004,92.434753
Moldova,MDA,2005,108.8308
Moldova,MDA,2006,132.47508
Moldova,MDA,2007,246.338
Moldova,MDA,2008,315.01471
Moldova,MDA,2009,173.00676
Moldova,MDA,2010,207.04173
Moldova,MDA,2011,215.12514
Moldova,MDA,2012,294.95956
Moldova,MDA,2013,388.89075
Moldova,MDA,2014,376.21933
Moldova,MDA,2015,239.89185
Mongolia,MNG,1981,120.40314
Mongolia,MNG,1982,250.18741
Mongolia,MNG,1983,123.25497
Mongolia,MNG,1984,73.184669
Mongolia,MNG,1985,43.529133
Mongolia,MNG,1986,15.992284
Mongolia,MNG,1987,-61.730633
Mongolia,MNG,1988,-118.68645
Mongolia,MNG,1989,-94.631363
Mongolia,MNG,1990,-174.20642
Mongolia,MNG,1991,-64.454544
Mongolia,MNG,1992,23.333614
Mongolia,MNG,1993,-5.6832857
Mongolia,MNG,1994,-16.140018
Mongolia,MNG,1995,80.269012
Mongolia,MNG,1996,56.978035
Mongolia,MNG,1997,81.950989
Mongolia,MNG,1998,38.633804
Mongolia,MNG,1999,47.29026
Mongolia,MNG,2000,19.365692
Mongolia,MNG,2001,8.2324095
Mongolia,MNG,2002,-3.7462883
Mongolia,MNG,2003,55.202118
Mongolia,MNG,2004,107.02742
Mongolia,MNG,2005,211.93254
Mongolia,MNG,2006,303.12793
Mongolia,MNG,2007,334.36273
Mongolia,MNG,2008,191.54323
Mongolia,MNG,2009,57.32951
Mongolia,MNG,2010,6.8467326
Mongolia,MNG,2011,210.73354
Mongolia,MNG,2012,335.26611
Mongolia,MNG,2013,191.91049
Mongolia,MNG,2014,-137.4868
Mongolia,MNG,2015,-206.8203
Morocco,MAR,1975,81.480721
Morocco,MAR,1976,62.465351
Morocco,MAR,1977,76.9757
Morocco,MAR,1978,92.818291
Morocco,MAR,1979,105.79329
Morocco,MAR,1980,230.61722
Morocco,MAR,1981,162.71042
Morocco,MAR,1982,164.05617
Morocco,MAR,1983,135.3326
Morocco,MAR,1984,140.53635
Morocco,MAR,1985,133.14432
Morocco,MAR,1986,181.54059
Morocco,MAR,1987,192.11942
Morocco,MAR,1988,219.09712
Morocco,MAR,1989,243.97879
Morocco,MAR,1990,308.52133
Morocco,MAR,1991,267.87036
Morocco,MAR,1992,283.19376
Morocco,MAR,1993,241.17899
Morocco,MAR,1994,252.54356
Morocco,MAR,1995,240.18896
Morocco,MAR,1996,303.19885
Morocco,MAR,1997,267.56342
Morocco,MAR,1998,326.75543
Morocco,MAR,1999,290.34198
Morocco,MAR,2000,269.40921
Morocco,MAR,2001,353.42392
Morocco,MAR,2002,362.90421
Morocco,MAR,2003,468.73196
Morocco,MAR,2004,533.26636
Morocco,MAR,2005,581.60663
Morocco,MAR,2006,617.29089
Morocco,MAR,2007,705.37665
Morocco,MAR,2008,811.24817
Morocco,MAR,2009,693.64337
Morocco,MAR,2010,666.74567
Morocco,MAR,2011,666.1308
Morocco,MAR,2012,548.20972
Morocco,MAR,2013,647.1189
Morocco,MAR,2014,631.28778
Morocco,MAR,2015,613.43439
Mozambique,MOZ,2005,-10.04488
Mozambique,MOZ,2006,-6.6050897
Mozambique,MOZ,2007,-6.000844
Mozambique,MOZ,2008,8.3692636
Mozambique,MOZ,2009,-2.0261488
Mozambique,MOZ,2010,-2.3226407
Mozambique,MOZ,2011,0.91274899
Mozambique,MOZ,2012,-20.505846
Mozambique,MOZ,2013,-16.260807
Mozambique,MOZ,2014,-12.512402
Mozambique,MOZ,2015,-21.666889
Namibia,NAM,1991,431.42734
Namibia,NAM,1992,520.73267
Namibia,NAM,1993,482.15002
Namibia,NAM,1994,601.70581
Namibia,NAM,1995,637.13245
Namibia,NAM,1996,561.7326
Namibia,NAM,1997,479.6394
Namibia,NAM,1998,483.58932
Namibia,NAM,1999,367.0466
Namibia,NAM,2000,431.03848
Namibia,NAM,2001,379.75043
Namibia,NAM,2002,350.67746
Namibia,NAM,2003,467.02567
Namibia,NAM,2004,758.93585
Namibia,NAM,2005,788.42261
Namibia,NAM,2006,1232.2754
Namibia,NAM,2007,943.86566
Namibia,NAM,2008,904.93292
Namibia,NAM,2009,546.97815
Namibia,NAM,2010,728.00006
Namibia,NAM,2011,700.237
Namibia,NAM,2012,824.85437
Namibia,NAM,2013,992.21637
Namibia,NAM,2014,1215.0455
Namibia,NAM,2015,946.88312
Nepal,NPL,1976,12.757001
Nepal,NPL,1977,10.024383
Nepal,NPL,1978,11.936825
Nepal,NPL,1979,14.728429
Nepal,NPL,1980,15.125494
Nepal,NPL,1981,18.540531
Nepal,NPL,1982,18.060123
Nepal,NPL,1983,16.438705
Nepal,NPL,1984,20.583443
Nepal,NPL,1985,25.016228
Nepal,NPL,1986,21.056709
Nepal,NPL,1987,22.253819
Nepal,NPL,1988,25.504633
Nepal,NPL,1989,22.952417
Nepal,NPL,1990,16.899067
Nepal,NPL,1991,20.308764
Nepal,NPL,1992,22.971947
Nepal,NPL,1993,27.761194
Nepal,NPL,1994,25.722706
Nepal,NPL,1995,39.436989
Nepal,NPL,1996,40.800026
Nepal,NPL,1997,40.06971
Nepal,NPL,1998,38.35902
Nepal,NPL,1999,37.200962
Nepal,NPL,2000,42.537907
Nepal,NPL,2001,38.813286
Nepal,NPL,2002,53.421185
Nepal,NPL,2003,56.31728
Nepal,NPL,2004,69.587227
Nepal,NPL,2005,85.496635
Nepal,NPL,2006,88.323112
Nepal,NPL,2007,103.26702
Nepal,NPL,2008,152.4557
Nepal,NPL,2009,161.61845
Nepal,NPL,2010,197.93462
Nepal,NPL,2011,244.12628
Nepal,NPL,2012,247.46962
Nepal,NPL,2013,272.37289
Nepal,NPL,2014,294.52417
Nepal,NPL,2015,303.61746
Netherlands,NLD,1970,693.10101
Netherlands,NLD,1971,776.1922
Netherlands,NLD,1972,964.63715
Netherlands,NLD,1973,1349.1833
Netherlands,NLD,1974,1359.5117
Netherlands,NLD,1975,1422.0811
Netherlands,NLD,1976,1614.6244
Netherlands,NLD,1977,1761.4512
Netherlands,NLD,1978,1936.745
Netherlands,NLD,1979,2022.5814
Netherlands,NLD,1980,2051.0535
Netherlands,NLD,1981,1673.7974
Netherlands,NLD,1982,1557.6228
Netherlands,NLD,1983,1460.4708
Netherlands,NLD,1984,1567.9307
Netherlands,NLD,1985,1328.1681
Netherlands,NLD,1986,2047.3146
Netherlands,NLD,1987,2451.752
Netherlands,NLD,1988,2787.5225
Netherlands,NLD,1989,2912.9902
Netherlands,NLD,1990,3245.3857
Netherlands,NLD,1991,3202.3569
Netherlands,NLD,1992,3417.0791
Netherlands,NLD,1993,3181.9578
Netherlands,NLD,1994,3737.7607
Netherlands,NLD,1995,4838.5186
Netherlands,NLD,1996,4848.1494
Netherlands,NLD,1997,4683.7231
Netherlands,NLD,1998,4327.2266
Netherlands,NLD,1999,4798.7764
Netherlands,NLD,2000,4555.0562
Netherlands,NLD,2001,3973.1501
Netherlands,NLD,2002,3967.4746
Netherlands,NLD,2003,5223.5308
Netherlands,NLD,2004,6382.8408
Netherlands,NLD,2005,6428.3608
Netherlands,NLD,2006,7803.2065
Netherlands,NLD,2007,9176.0342
Netherlands,NLD,2008,8494.8594
Netherlands,NLD,2009,7218.1606
Netherlands,NLD,2010,7666.8057
Netherlands,NLD,2011,8944.1289
Netherlands,NLD,2012,8298.7354
Netherlands,NLD,2013,7729.1514
Netherlands,NLD,2014,7297.5952
Netherlands,NLD,2015,6707.9409
New Zealand,NZL,2000,1369.3081
New Zealand,NZL,2001,1746.9872
New Zealand,NZL,2002,2040.5116
New Zealand,NZL,2003,2910.8372
New Zealand,NZL,2004,3039.1787
New Zealand,NZL,2005,2538.7461
New Zealand,NZL,2006,2018.1364
New Zealand,NZL,2007,2886.0535
New Zealand,NZL,2008,1255.0532
New Zealand,NZL,2009,2095.0039
New Zealand,NZL,2010,2659.2288
New Zealand,NZL,2011,3227.0657
New Zealand,NZL,2012,3520.4304
New Zealand,NZL,2013,4789.5181
New Zealand,NZL,2014,5034.1851
Nicaragua,NIC,1977,57.554741
Nicaragua,NIC,1978,3.7973659
Nicaragua,NIC,1979,-7.5482545
Nicaragua,NIC,1980,-69.319435
Nicaragua,NIC,1981,-51.189728
Nicaragua,NIC,1982,-27.198668
Nicaragua,NIC,1983,14.825229
Nicaragua,NIC,1984,21.952892
Nicaragua,NIC,1985,63.405296
Nicaragua,NIC,1986,55.391281
Nicaragua,NIC,1987,134.84157
Nicaragua,NIC,1988,-179.92007
Nicaragua,NIC,1989,-40.542576
Nicaragua,NIC,1990,15.614508
Nicaragua,NIC,1991,-3.1889918
Nicaragua,NIC,1992,-128.81709
Nicaragua,NIC,1993,-94.134613
Nicaragua,NIC,1994,-111.88338
Nicaragua,NIC,1995,-53.297482
Nicaragua,NIC,1996,-32.803867
Nicaragua,NIC,1997,10.65225
Nicaragua,NIC,1998,49.286873
Nicaragua,NIC,1999,68.579811
Nicaragua,NIC,2000,41.078049
Nicaragua,NIC,2001,28.747204
Nicaragua,NIC,2002,17.678844
Nicaragua,NIC,2003,29.045073
Nicaragua,NIC,2004,69.164536
Nicaragua,NIC,2005,100.96919
Nicaragua,NIC,2006,110.55339
Nicaragua,NIC,2007,148.41348
Nicaragua,NIC,2008,171.40302
Nicaragua,NIC,2009,162.75516
Nicaragua,NIC,2010,130.54878
Nicaragua,NIC,2011,198.33369
Nicaragua,NIC,2012,213.95802
Nicaragua,NIC,2013,186.74638
Nicaragua,NIC,2014,232.61707
Nicaragua,NIC,2015,332.35196
Niger,NER,1980,37.869011
Niger,NER,1981,4.0832467
Niger,NER,1982,-12.057171
Niger,NER,1983,-4.0861807
Niger,NER,1984,-26.848104
Niger,NER,1985,-7.9932599
Niger,NER,1986,-4.650928
Niger,NER,1987,-20.393433
Niger,NER,1988,7.0482931
Niger,NER,1989,-13.247819
Niger,NER,1990,-25.367264
Niger,NER,1991,-18.064749
Niger,NER,1992,-6.5278788
Niger,NER,1993,-7.4106436
Niger,NER,1994,-17.323305
Niger,NER,1995,-29.085011
Niger,NER,1996,-20.237078
Niger,NER,1997,-20.234335
Niger,NER,1998,-17.185616
Niger,NER,1999,-11.187078
Niger,NER,2000,-10.082995
Niger,NER,2001,-3.9479132
Niger,NER,2002,-9.449914
Niger,NER,2003,-9.3142948
Niger,NER,2004,-7.5733423
Niger,NER,2005,13.973068
Niger,NER,2006,16.455116
Niger,NER,2007,12.953466
Niger,NER,2008,29.585522
Niger,NER,2009,0.61508578
Niger,NER,2010,39.272907
Niger,NER,2011,26.161171
Niger,NER,2012,40.644672
Niger,NER,2013,41.70134
Nigeria,NGA,1981,138.26398
Nigeria,NGA,1982,120.73176
Nigeria,NGA,1983,41.731567
Nigeria,NGA,1984,-4.9000268
Nigeria,NGA,1985,-15.695207
Nigeria,NGA,1986,-27.725729
Nigeria,NGA,1987,-18.830294
Nigeria,NGA,1988,-4.0299931
Nigeria,NGA,1989,-0.30316716
Nigeria,NGA,1990,-34.271988
Nigeria,NGA,1991,4.06213
Nigeria,NGA,1992,-19.176102
Nigeria,NGA,1993,-46.365864
Nigeria,NGA,1994,-46.737164
Nigeria,NGA,1995,-32.775021
Nigeria,NGA,1996,-54.806618
Nigeria,NGA,1997,-38.136494
Nigeria,NGA,1998,-54.364193
Nigeria,NGA,2000,17.586821
Nigeria,NGA,2001,-39.190983
Nigeria,NGA,2002,-36.450699
Nigeria,NGA,2003,-62.188511
Nigeria,NGA,2004,-48.414764
Nigeria,NGA,2005,-8.9348478
Nigeria,NGA,2006,183.05099
Nigeria,NGA,2007,-35.977985
Nigeria,NGA,2008,81.496002
Nigeria,NGA,2009,-15.116183
Nigeria,NGA,2010,252.75581
Nigeria,NGA,2011,191.94951
Nigeria,NGA,2012,448.32254
Nigeria,NGA,2013,74.690575
Nigeria,NGA,2014,240.10387
Nigeria,NGA,2015,96.595848
Norway,NOR,1975,1510.1984
Norway,NOR,1976,1473.3217
Norway,NOR,1977,1336.663
Norway,NOR,1978,1511.2228
Norway,NOR,1979,1464.3268
Norway,NOR,1980,2214.0867
