Entity,Code,Year,Adjusted net savings per capita (World Bank (2017)) ($)
South Africa,ZAF,1977,185.75471
South Africa,ZAF,1978,208.48433
South Africa,ZAF,1979,289.69775
South Africa,ZAF,1980,418.40927
South Africa,ZAF,1981,276.5932
South Africa,ZAF,1982,38.993633
South Africa,ZAF,1983,145.34871
South Africa,ZAF,1984,171.05038
South Africa,ZAF,1985,82.456772
South Africa,ZAF,1986,73.384117
South Africa,ZAF,1987,97.914589
South Africa,ZAF,1988,162.94533
South Africa,ZAF,1989,186.62335
South Africa,ZAF,1990,65.851082
South Africa,ZAF,1991,101.83325
South Africa,ZAF,1992,117.74977
South Africa,ZAF,1993,158.24521
South Africa,ZAF,1994,166.89853
South Africa,ZAF,1995,217.58043
South Africa,ZAF,1996,149.44431
South Africa,ZAF,1997,176.20781
South Africa,ZAF,1998,122.35239
South Africa,ZAF,1999,120.29948
South Africa,ZAF,2000,80.165924
South Africa,ZAF,2001,22.595352
South Africa,ZAF,2002,55.794365
South Africa,ZAF,2003,94.249802
South Africa,ZAF,2004,96.632965
South Africa,ZAF,2005,132.29446
South Africa,ZAF,2006,109.71378
South Africa,ZAF,2007,46.488758
South Africa,ZAF,2008,-107.90939
South Africa,ZAF,2009,131.60841
South Africa,ZAF,2010,215.18878
South Africa,ZAF,2011,240.73744
South Africa,ZAF,2012,86.395233
South Africa,ZAF,2013,30.107897
South Africa,ZAF,2014,29.245987
South Africa,ZAF,2015,108.37191
South Korea,KOR,1976,102.61374
South Korea,KOR,1977,151.97881
South Korea,KOR,1978,239.14574
South Korea,KOR,1979,274.04092
South Korea,KOR,1980,225.65305
South Korea,KOR,1981,227.42448
South Korea,KOR,1982,317.30865
South Korea,KOR,1983,356.03223
South Korea,KOR,1984,436.52927
South Korea,KOR,1985,456.00104
South Korea,KOR,1986,626.50067
South Korea,KOR,1987,903.01141
South Korea,KOR,1988,1242.5907
South Korea,KOR,1989,1384.5642
South Korea,KOR,1990,1583.9133
South Korea,KOR,1991,1909.3521
South Korea,KOR,1992,1899.114
South Korea,KOR,1993,2029.4171
South Korea,KOR,1994,2390.6658
South Korea,KOR,1995,2709.9556
South Korea,KOR,1996,2669.2554
South Korea,KOR,1997,2304.0642
South Korea,KOR,1998,1432.0598
South Korea,KOR,1999,1695.9524
South Korea,KOR,2000,2252.824
South Korea,KOR,2001,1852.1486
South Korea,KOR,2002,2132.2397
South Korea,KOR,2003,2591.229
South Korea,KOR,2004,3278.2185
South Korea,KOR,2005,3464.7612
South Korea,KOR,2006,3787.293
South Korea,KOR,2007,4311.8594
South Korea,KOR,2008,3546.5708
South Korea,KOR,2009,2932.5156
South Korea,KOR,2010,4316.7759
South Korea,KOR,2011,4621.7168
South Korea,KOR,2012,4345.7896
South Korea,KOR,2013,4614.2197
South Korea,KOR,2014,4937.7637
South Korea,KOR,2015,5055.9888
Spain,ESP,1975,500.26379
Spain,ESP,1976,402.63904
Spain,ESP,1977,459.89252
Spain,ESP,1978,580.61792
Spain,ESP,1979,697.625
Spain,ESP,1980,615.13702
Spain,ESP,1981,373.15121
Spain,ESP,1982,345.31546
Spain,ESP,1983,261.79971
Spain,ESP,1984,324.1188
Spain,ESP,1985,378.4563
Spain,ESP,1986,666.86316
Spain,ESP,1987,922.69806
Spain,ESP,1988,1213.8182
Spain,ESP,1989,1322.9298
Spain,ESP,1990,1716.6293
Spain,ESP,1991,1788.6538
Spain,ESP,1992,1690.527
Spain,ESP,1993,1342.7543
Spain,ESP,1994,1297.3667
Spain,ESP,1995,1902.4771
Spain,ESP,1996,1923.3928
Spain,ESP,1997,1893.8833
Spain,ESP,1998,2067.8352
Spain,ESP,1999,1957.1211
Spain,ESP,2000,1759.2794
Spain,ESP,2001,1812.0519
Spain,ESP,2002,2094.8157
Spain,ESP,2003,2788.0674
Spain,ESP,2004,2946.4683
Spain,ESP,2005,2879.8606
Spain,ESP,2006,2961.1248
Spain,ESP,2007,3196.5779
Spain,ESP,2008,2959.6702
Spain,ESP,2009,2498.0078
Spain,ESP,2010,2038.8026
Spain,ESP,2011,1651.3484
Spain,ESP,2012,1499.5327
Spain,ESP,2013,1723.3588
Spain,ESP,2014,1817.7129
Spain,ESP,2015,1863.7378
Sri Lanka,LKA,1975,-9.1900387
Sri Lanka,LKA,1976,-6.3097329
Sri Lanka,LKA,1977,7.6339421
Sri Lanka,LKA,1978,5.9963698
Sri Lanka,LKA,1979,36.119946
Sri Lanka,LKA,1980,38.545521
Sri Lanka,LKA,1981,44.539848
Sri Lanka,LKA,1982,54.882133
Sri Lanka,LKA,1983,60.234497
Sri Lanka,LKA,1984,83.530136
Sri Lanka,LKA,1985,59.623024
Sri Lanka,LKA,1986,63.821678
Sri Lanka,LKA,1987,67.931602
Sri Lanka,LKA,1988,70.571693
Sri Lanka,LKA,1989,70.193573
Sri Lanka,LKA,1990,82.425842
Sri Lanka,LKA,1991,80.172081
Sri Lanka,LKA,1992,100.02783
Sri Lanka,LKA,1993,116.48885
Sri Lanka,LKA,1994,119.60696
Sri Lanka,LKA,1995,116.80756
Sri Lanka,LKA,1996,124.01516
Sri Lanka,LKA,1997,154.27344
Sri Lanka,LKA,1998,163.67496
Sri Lanka,LKA,1999,161.52351
Sri Lanka,LKA,2000,148.69769
Sri Lanka,LKA,2001,137.70326
Sri Lanka,LKA,2002,158.61885
Sri Lanka,LKA,2003,175.85074
Sri Lanka,LKA,2004,189.06583
Sri Lanka,LKA,2005,246.23415
Sri Lanka,LKA,2006,257.16907
Sri Lanka,LKA,2007,307.07397
Sri Lanka,LKA,2008,267.72961
Sri Lanka,LKA,2009,403.20126
Sri Lanka,LKA,2010,660.25171
Sri Lanka,LKA,2011,671.61749
Sri Lanka,LKA,2012,921.76672
Sri Lanka,LKA,2013,850.98932
Sri Lanka,LKA,2014,897.08099
Sri Lanka,LKA,2015,853.90161
Sudan,SDN,2011,129.49239
Sudan,SDN,2012,-144.88852
Sudan,SDN,2013,-658.76855
Sudan,SDN,2014,-88.496956
Sudan,SDN,2015,-85.4757
Suriname,SUR,2005,-404.741
Suriname,SUR,2006,991.84259
Suriname,SUR,2007,2076.8025
Suriname,SUR,2008,2277.6199
Suriname,SUR,2009,2495.4807
Suriname,SUR,2010,1979.8864
Suriname,SUR,2011,2216.9434
Suriname,SUR,2012,2256.4089
Suriname,SUR,2013,2571.665
Suriname,SUR,2014,3340.8403
Suriname,SUR,2015,2585.7559
Swaziland,SWZ,1990,102.66791
Swaziland,SWZ,1991,97.782066
Swaziland,SWZ,1992,97.647392
Swaziland,SWZ,1993,58.609715
Swaziland,SWZ,1994,95.306992
Swaziland,SWZ,1995,74.191086
Swaziland,SWZ,1996,32.556305
Swaziland,SWZ,1997,81.649055
Swaziland,SWZ,1998,42.210358
Swaziland,SWZ,1999,24.311108
Swaziland,SWZ,2000,149.04285
Swaziland,SWZ,2001,227.68361
Swaziland,SWZ,2002,120.22924
Swaziland,SWZ,2003,278.02005
Swaziland,SWZ,2004,233.52197
Swaziland,SWZ,2005,242.57498
Swaziland,SWZ,2006,133.99547
Swaziland,SWZ,2007,184.18146
Swaziland,SWZ,2008,30.6854
Swaziland,SWZ,2009,-70.062477
Swaziland,SWZ,2010,-28.707594
Swaziland,SWZ,2011,7.6669908
Swaziland,SWZ,2012,392.51547
Swaziland,SWZ,2013,433.53357
Swaziland,SWZ,2014,535.49664
Sweden,SWE,1970,1304.4232
Sweden,SWE,1971,1305.8942
Sweden,SWE,1972,1499.4097
Sweden,SWE,1973,1840.3278
Sweden,SWE,1974,1935.8087
Sweden,SWE,1975,2521.6755
Sweden,SWE,1976,2409.2786
Sweden,SWE,1977,2016.4778
Sweden,SWE,1978,2082.0056
Sweden,SWE,1979,2583.1194
Sweden,SWE,1980,3119.7688
Sweden,SWE,1981,2414.1304
Sweden,SWE,1982,1902.5262
Sweden,SWE,1983,1943.7697
Sweden,SWE,1984,2373.7429
Sweden,SWE,1985,2490.314
Sweden,SWE,1986,3345.9856
Sweden,SWE,1987,4122.0933
Sweden,SWE,1988,4789.7373
Sweden,SWE,1989,5168.1982
Sweden,SWE,1990,5809.0459
Sweden,SWE,1991,4880.5132
Sweden,SWE,1992,3776.6406
Sweden,SWE,1993,1971.7345
Sweden,SWE,1994,3865.4272
Sweden,SWE,1995,5502.522
Sweden,SWE,1996,5917.6724
Sweden,SWE,1997,5469.6377
Sweden,SWE,1998,5544.6162
Sweden,SWE,1999,5462.4678
Sweden,SWE,2000,5428.5908
Sweden,SWE,2001,4936.0996
Sweden,SWE,2002,5027.9688
Sweden,SWE,2003,6888.2329
Sweden,SWE,2004,8112.2632
Sweden,SWE,2005,8355.1465
Sweden,SWE,2006,9990.2979
Sweden,SWE,2007,12640.778
Sweden,SWE,2008,12624.142
Sweden,SWE,2009,7525.9688
Sweden,SWE,2010,9676.333
Sweden,SWE,2011,11299.354
Sweden,SWE,2012,10723.604
Sweden,SWE,2013,10796.865
Sweden,SWE,2014,10498.644
Sweden,SWE,2015,9782.3701
Switzerland,CHE,1980,3415.9631
Switzerland,CHE,1981,3254.1821
Switzerland,CHE,1982,3125.5896
Switzerland,CHE,1983,2883.0352
Switzerland,CHE,1984,3141.0808
Switzerland,CHE,1985,3140.6616
Switzerland,CHE,1986,4365.8452
Switzerland,CHE,1987,5141.7427
Switzerland,CHE,1988,5879.4863
Switzerland,CHE,1989,5345.8071
Switzerland,CHE,1990,6694.6045
Switzerland,CHE,1991,5907.3853
Switzerland,CHE,1992,5318.3091
Switzerland,CHE,1993,5577.6206
Switzerland,CHE,1994,6331.0132
Switzerland,CHE,1995,7849.2134
Switzerland,CHE,1996,7330.7783
Switzerland,CHE,1997,7283.6177
Switzerland,CHE,1998,7537.9531
Switzerland,CHE,1999,7277.8374
Switzerland,CHE,2000,7805.3291
Switzerland,CHE,2001,6293.083
Switzerland,CHE,2002,6072.2412
Switzerland,CHE,2003,8979.5645
Switzerland,CHE,2004,10250.305
Switzerland,CHE,2005,11665.585
Switzerland,CHE,2006,13490.899
Switzerland,CHE,2007,11930.938
Switzerland,CHE,2008,8502.9219
Switzerland,CHE,2009,12209.712
Switzerland,CHE,2010,17050.549
Switzerland,CHE,2011,16554.4
Switzerland,CHE,2012,16135.831
Switzerland,CHE,2013,15905.117
Switzerland,CHE,2014,14170.592
Switzerland,CHE,2015,14825.541
Syria,SYR,1977,233.08203
Syria,SYR,1978,187.10547
Syria,SYR,1979,183.3839
Syria,SYR,1980,203.95033
Syria,SYR,1981,222.25885
Syria,SYR,1982,319.99966
Syria,SYR,1983,265.88602
Syria,SYR,1984,279.01077
Syria,SYR,1985,261.59296
Syria,SYR,1986,199.79938
Syria,SYR,1987,35.144512
Syria,SYR,1988,4.5044947
Syria,SYR,1989,-59.627415
Syria,SYR,1990,-80.864983
Syria,SYR,1991,-75.893951
Syria,SYR,1992,-68.763306
Syria,SYR,1993,-41.691254
Syria,SYR,1994,-0.4000971
Syria,SYR,1995,16.067932
Syria,SYR,1996,-28.888746
Syria,SYR,1997,-28.262104
Syria,SYR,1998,71.194565
Syria,SYR,1999,-21.386944
Syria,SYR,2000,-39.631351
Syria,SYR,2001,54.45652
Syria,SYR,2002,50.615963
Syria,SYR,2003,31.603567
Syria,SYR,2004,-26.615648
Syria,SYR,2005,-88.322533
Syria,SYR,2006,-52.110622
Syria,SYR,2007,188.71014
Tajikistan,TJK,2004,-23.237057
Tajikistan,TJK,2005,-56.775314
Tajikistan,TJK,2006,-37.452438
Tajikistan,TJK,2007,36.518028
Tajikistan,TJK,2008,35.48682
Tajikistan,TJK,2009,47.448448
Tajikistan,TJK,2010,-9.5812759
Tajikistan,TJK,2011,-52.718475
Tajikistan,TJK,2012,-42.419685
Tajikistan,TJK,2013,-82.624214
Tanzania,TZA,1990,16.303238
Tanzania,TZA,1991,16.093029
Tanzania,TZA,1992,14.053442
Tanzania,TZA,1993,4.0975566
Tanzania,TZA,1994,-4.5808625
Tanzania,TZA,1995,-3.473098
Tanzania,TZA,1996,2.7440379
Tanzania,TZA,1997,0.76856035
Tanzania,TZA,1998,8.1373367
Tanzania,TZA,1999,3.0402229
Tanzania,TZA,2000,10.753297
Tanzania,TZA,2001,8.0087557
Tanzania,TZA,2002,23.659086
Tanzania,TZA,2003,29.576231
Tanzania,TZA,2004,36.731663
Tanzania,TZA,2005,38.454247
Tanzania,TZA,2006,62.748005
Tanzania,TZA,2007,75.664116
Tanzania,TZA,2008,90.278297
Tanzania,TZA,2009,66.664909
Tanzania,TZA,2010,76.81208
Tanzania,TZA,2011,83.039627
Tanzania,TZA,2012,78.542061
Tanzania,TZA,2013,101.86994
Tanzania,TZA,2014,131.88829
Tanzania,TZA,2015,138.46313
Thailand,THA,1975,53.836304
Thailand,THA,1976,57.038567
Thailand,THA,1977,62.886673
Thailand,THA,1978,91.148468
Thailand,THA,1979,72.300827
Thailand,THA,1980,94.088692
Thailand,THA,1981,101.32225
Thailand,THA,1982,115.86292
Thailand,THA,1983,114.30592
Thailand,THA,1984,127.88979
Thailand,THA,1985,113.73267
Thailand,THA,1986,137.11795
Thailand,THA,1987,164.92384
Thailand,THA,1988,229.49498
Thailand,THA,1989,283.17468
Thailand,THA,1990,338.68323
Thailand,THA,1991,418.98212
Thailand,THA,1992,456.72061
Thailand,THA,1993,539.42352
Thailand,THA,1994,604.1076
Thailand,THA,1995,650.3186
Thailand,THA,1996,667.75397
Thailand,THA,1997,462.32144
Thailand,THA,1998,277.40848
Thailand,THA,1999,282.31152
Thailand,THA,2000,250.41237
Thailand,THA,2001,184.78334
Thailand,THA,2002,218.6804
Thailand,THA,2003,274.93436
Thailand,THA,2004,337.95288
Thailand,THA,2005,342.32181
Thailand,THA,2006,451.72638
Thailand,THA,2007,692.79883
Thailand,THA,2008,584.29395
Thailand,THA,2009,541.04095
Thailand,THA,2010,654.36218
Thailand,THA,2011,764.77441
Thailand,THA,2012,681.4552
Thailand,THA,2013,615.50732
Thailand,THA,2014,626.26801
Thailand,THA,2015,823.98578
Togo,TGO,1974,109.73649
Togo,TGO,1975,29.533831
Togo,TGO,1976,55.219837
Togo,TGO,1977,51.144085
Togo,TGO,1978,115.07704
Togo,TGO,1979,71.319939
Togo,TGO,1980,70.725723
Togo,TGO,1981,27.694187
Togo,TGO,1982,1.9433303
Togo,TGO,1983,24.119125
Togo,TGO,1984,10.54299
Togo,TGO,1985,8.3002462
Togo,TGO,1986,12.836748
Togo,TGO,1987,14.906207
Togo,TGO,1988,19.211432
Togo,TGO,1989,18.422998
Togo,TGO,1990,56.160709
Togo,TGO,1991,25.429905
Togo,TGO,1992,12.737513
Togo,TGO,1993,-22.101988
Togo,TGO,1994,4.3484306
Togo,TGO,1995,7.9974003
Togo,TGO,1996,0.63181335
Togo,TGO,1997,-18.027224
Togo,TGO,1998,-18.556335
Togo,TGO,1999,-9.4914551
Togo,TGO,2000,-13.168942
Togo,TGO,2001,-12.478913
Togo,TGO,2002,-4.5181432
Togo,TGO,2003,-27.066586
Togo,TGO,2004,-24.755383
Togo,TGO,2005,-14.177545
Togo,TGO,2006,11.061776
Togo,TGO,2007,-5.7903142
Togo,TGO,2008,-68.054207
Togo,TGO,2009,-46.90221
Togo,TGO,2010,-83.57106
Togo,TGO,2011,-168.45483
Togo,TGO,2012,-156.42819
Togo,TGO,2013,-172.75935
Togo,TGO,2014,-116.99813
Tonga,TON,1981,140.23663
Tonga,TON,1982,309.87656
Tonga,TON,1983,126.33633
Tonga,TON,1984,121.65579
Tonga,TON,1985,162.07755
Tonga,TON,1986,150.37526
Tonga,TON,1987,209.40602
Tonga,TON,1988,151.53371
Tonga,TON,1989,229.1123
Tonga,TON,1990,232.48903
Tonga,TON,1991,65.663399
Tonga,TON,1992,299.53644
Tonga,TON,1993,219.18047
Tonga,TON,2001,255.99556
Tonga,TON,2002,471.29327
Tonga,TON,2003,298.80887
Tonga,TON,2004,409.67154
Tonga,TON,2005,213.8745
Tonga,TON,2006,152.08499
Tonga,TON,2007,404.34094
Tonga,TON,2008,307.61517
Tonga,TON,2009,16.621498
Tonga,TON,2010,136.25137
Tonga,TON,2011,561.98029
Tonga,TON,2012,724.10913
Trinidad and Tobago,TTO,1975,564.54584
Trinidad and Tobago,TTO,1976,308.14722
Trinidad and Tobago,TTO,1977,406.70435
Trinidad and Tobago,TTO,1978,537.19598
Trinidad and Tobago,TTO,1979,-40.774513
Trinidad and Tobago,TTO,1980,485.69327
Trinidad and Tobago,TTO,1981,915.27039
Trinidad and Tobago,TTO,1982,674.54968
Trinidad and Tobago,TTO,1983,74.835075
Trinidad and Tobago,TTO,1984,101.14381
Trinidad and Tobago,TTO,1985,327.36435
Trinidad and Tobago,TTO,1986,-65.208847
Trinidad and Tobago,TTO,1987,-122.14282
Trinidad and Tobago,TTO,1988,-175.10149
Trinidad and Tobago,TTO,1989,-202.09013
Trinidad and Tobago,TTO,1990,-37.679935
Trinidad and Tobago,TTO,1991,-64.968674
Trinidad and Tobago,TTO,1992,-101.04381
Trinidad and Tobago,TTO,1993,-66.198807
Trinidad and Tobago,TTO,1994,241.25723
Trinidad and Tobago,TTO,1995,324.151
Trinidad and Tobago,TTO,1996,246.12897
Trinidad and Tobago,TTO,1997,17.066776
Trinidad and Tobago,TTO,1998,306.30087
Trinidad and Tobago,TTO,1999,115.88926
Trinidad and Tobago,TTO,2000,128.31714
Trinidad and Tobago,TTO,2001,885.26569
Trinidad and Tobago,TTO,2002,230.47533
Trinidad and Tobago,TTO,2003,978.50854
Trinidad and Tobago,TTO,2004,1064.1304
Trinidad and Tobago,TTO,2005,3192.4651
Trinidad and Tobago,TTO,2006,3193.9229
Trinidad and Tobago,TTO,2007,1257.7361
Trinidad and Tobago,TTO,2008,3254.0718
Trinidad and Tobago,TTO,2009,-903.35596
Trinidad and Tobago,TTO,2010,646.8158
Trinidad and Tobago,TTO,2011,-1457.8673
Tunisia,TUN,1976,160.17744
Tunisia,TUN,1977,146.55739
Tunisia,TUN,1978,173.52623
Tunisia,TUN,1979,193.73282
Tunisia,TUN,1980,182.44611
Tunisia,TUN,1981,188.46199
Tunisia,TUN,1982,158.26242
Tunisia,TUN,1983,195.73349
Tunisia,TUN,1984,159.8371
Tunisia,TUN,1985,135.84949
Tunisia,TUN,1986,115.81045
Tunisia,TUN,1987,161.87862
Tunisia,TUN,1988,178.49654
Tunisia,TUN,1989,169.09644
Tunisia,TUN,1990,216.53441
Tunisia,TUN,1991,206.18216
Tunisia,TUN,1992,117.47188
Tunisia,TUN,1993,73.888687
Tunisia,TUN,1994,119.32054
Tunisia,TUN,1995,126.7739
Tunisia,TUN,1996,178.981
Tunisia,TUN,1997,186.72844
Tunisia,TUN,1998,217.90727
Tunisia,TUN,1999,229.06792
Tunisia,TUN,2000,182.67125
Tunisia,TUN,2001,218.08177
Tunisia,TUN,2002,167.29945
Tunisia,TUN,2003,232.6803
Tunisia,TUN,2004,285.31979
Tunisia,TUN,2005,226.69696
Tunisia,TUN,2006,262.02194
Tunisia,TUN,2007,219.63242
Tunisia,TUN,2008,124.23239
Tunisia,TUN,2009,329.51889
Tunisia,TUN,2010,263.57571
Tunisia,TUN,2011,-40.181824
Tunisia,TUN,2012,-34.174847
Tunisia,TUN,2013,-125.76208
Tunisia,TUN,2014,-94.566895
Tunisia,TUN,2015,-160.91263
Turkey,TUR,1974,105.63076
Turkey,TUR,1975,118.58871
Turkey,TUR,1976,151.36856
Turkey,TUR,1977,154.48878
Turkey,TUR,1978,160.43871
Turkey,TUR,1979,189.77415
Turkey,TUR,1980,128.53279
Turkey,TUR,1981,159.66183
Turkey,TUR,1982,139.71782
Turkey,TUR,1983,109.42165
Turkey,TUR,1984,97.836746
Turkey,TUR,1985,118.1445
Turkey,TUR,1986,161.89952
Turkey,TUR,1987,282.55179
Turkey,TUR,1988,317.69946
Turkey,TUR,1989,325.41998
Turkey,TUR,1990,461.42432
Turkey,TUR,1991,447.80896
Turkey,TUR,1992,470.17902
Turkey,TUR,1993,569.68549
Turkey,TUR,1994,384.68835
Turkey,TUR,1995,470.93945
Turkey,TUR,1996,423.81921
Turkey,TUR,1997,479.14398
Turkey,TUR,1998,860.11829
Turkey,TUR,1999,567.87207
Turkey,TUR,2000,524.63538
Turkey,TUR,2001,331.56531
Turkey,TUR,2002,382.10947
Turkey,TUR,2003,399.57706
Turkey,TUR,2004,603.55621
Turkey,TUR,2005,772.35175
Turkey,TUR,2006,894.47052
Turkey,TUR,2007,981.42059
Turkey,TUR,2008,1235.7759
Turkey,TUR,2009,713.96045
Turkey,TUR,2010,914.02838
Turkey,TUR,2011,1033.45
Turkey,TUR,2012,1038.996
Turkey,TUR,2013,938.12695
Turkey,TUR,2014,1044.4731
Turkey,TUR,2015,763.08899
Uganda,UGA,1980,-45.736942
Uganda,UGA,1981,-30.748438
Uganda,UGA,1982,-50.51722
Uganda,UGA,1983,-30.785543
Uganda,UGA,1984,-19.616072
Uganda,UGA,1985,-12.99002
Uganda,UGA,1986,-19.993547
Uganda,UGA,1987,-20.295198
Uganda,UGA,1988,-16.056421
Uganda,UGA,1989,-22.183163
Uganda,UGA,1990,-31.615133
Uganda,UGA,1991,-26.966778
Uganda,UGA,1992,-21.888685
Uganda,UGA,1993,-18.527346
Uganda,UGA,1994,-12.017638
Uganda,UGA,1995,-24.401207
Uganda,UGA,1996,-5.5185223
Uganda,UGA,1997,2.3568711
Uganda,UGA,1998,-4.1736622
Uganda,UGA,1999,4.2723975
Uganda,UGA,2000,-1.5105405
Uganda,UGA,2001,-2.4633694
Uganda,UGA,2002,-0.92813039
Uganda,UGA,2003,-15.604903
Uganda,UGA,2004,7.7292352
Uganda,UGA,2005,11.834266
Uganda,UGA,2006,1.1016915
Uganda,UGA,2007,-16.078466
Uganda,UGA,2008,0.96870422
Uganda,UGA,2009,-9.4167023
Uganda,UGA,2010,10.931498
Uganda,UGA,2011,-15.352326
Uganda,UGA,2012,-22.615032
Ukraine,UKR,1995,-43.174309
Ukraine,UKR,1996,-69.304672
Ukraine,UKR,1997,-82.956932
Ukraine,UKR,1998,-93.875168
Ukraine,UKR,1999,-76.636177
Ukraine,UKR,2000,-74.146774
Ukraine,UKR,2001,-50.939529
Ukraine,UKR,2002,-11.737071
Ukraine,UKR,2003,16.195103
Ukraine,UKR,2004,126.37495
Ukraine,UKR,2005,133.75179
Ukraine,UKR,2006,162.77873
Ukraine,UKR,2007,251.45886
Ukraine,UKR,2008,331.39569
Ukraine,UKR,2009,-19.536789
Ukraine,UKR,2010,49.73151
Ukraine,UKR,2011,53.007454
Ukraine,UKR,2012,-462.60214
Ukraine,UKR,2013,-158.91339
Ukraine,UKR,2014,-95.70784
Ukraine,UKR,2015,19.642056
United Kingdom,GBR,1970,521.53949
United Kingdom,GBR,1971,561.16846
United Kingdom,GBR,1972,567.77734
United Kingdom,GBR,1973,691.54065
United Kingdom,GBR,1974,655.30151
United Kingdom,GBR,1975,808.96265
United Kingdom,GBR,1976,859.8869
United Kingdom,GBR,1977,919.74609
United Kingdom,GBR,1978,1108.6946
United Kingdom,GBR,1979,1188.2882
United Kingdom,GBR,1980,1257.0148
United Kingdom,GBR,1981,990.2923
United Kingdom,GBR,1982,928.27863
United Kingdom,GBR,1983,907.90778
United Kingdom,GBR,1984,838.21234
United Kingdom,GBR,1985,851.49164
United Kingdom,GBR,1986,1103.2208
United Kingdom,GBR,1987,1297.882
United Kingdom,GBR,1988,1682.9316
United Kingdom,GBR,1989,1505.3374
United Kingdom,GBR,1990,1381.8977
United Kingdom,GBR,1991,1294.2076
United Kingdom,GBR,1992,1337.8911
United Kingdom,GBR,1993,1363.9806
United Kingdom,GBR,1994,2133.542
United Kingdom,GBR,1995,1345.5029
United Kingdom,GBR,1996,1481.0929
United Kingdom,GBR,1997,2080.6814
United Kingdom,GBR,1998,2475.4844
United Kingdom,GBR,1999,1757.1859
United Kingdom,GBR,2000,1807.8868
United Kingdom,GBR,2001,1615.5522
United Kingdom,GBR,2002,1822.7745
United Kingdom,GBR,2003,2128.7202
United Kingdom,GBR,2004,2263.0562
United Kingdom,GBR,2005,2767.395
United Kingdom,GBR,2006,2480.5732
United Kingdom,GBR,2007,3068.6145
United Kingdom,GBR,2008,1933.6323
United Kingdom,GBR,2009,794.35474
United Kingdom,GBR,2010,1710.1038
United Kingdom,GBR,2011,2005.6461
United Kingdom,GBR,2012,1369.3025
United Kingdom,GBR,2013,1436.9535
United Kingdom,GBR,2014,1850.8613
United Kingdom,GBR,2015,1898.6206
United States,USA,1970,793.13049
United States,USA,1971,819.49426
United States,USA,1972,933.14783
United States,USA,1973,1131.8302
United States,USA,1974,927.66559
United States,USA,1975,865.1637
United States,USA,1976,1028.5367
United States,USA,1977,1170.4921
United States,USA,1978,1445.0884
United States,USA,1979,1309.5155
United States,USA,1980,1087.6047
United States,USA,1981,1544.7648
United States,USA,1982,1418.0494
United States,USA,1983,1262.3229
United States,USA,1984,1896.2494
United States,USA,1985,1737.5087
United States,USA,1986,1325.428
United States,USA,1987,1886.3258
United States,USA,1988,1846.5802
United States,USA,1989,1772.2947
United States,USA,1990,1599.0393
United States,USA,1991,1663.5123
United States,USA,1992,1777.5404
United States,USA,1993,1609.3359
United States,USA,1994,2055.1902
United States,USA,1995,2185.697
United States,USA,1996,2537.4136
United States,USA,1997,3127.1597
United States,USA,1998,3347.9812
United States,USA,1999,3274.0933
United States,USA,2000,3274.855
United States,USA,2001,2914.335
United States,USA,2002,2524.4485
United States,USA,2003,2358.1877
United States,USA,2004,2381.9514
United States,USA,2005,2492.1003
United States,USA,2006,3228.7864
United States,USA,2007,2305.4185
United States,USA,2008,1074.7073
United States,USA,2009,714.19598
United States,USA,2010,1389.583
United States,USA,2011,1892.7378
United States,USA,2012,3132.427
United States,USA,2013,3437.9922
United States,USA,2014,4037.5315
United States,USA,2015,4335.1343
Uruguay,URY,1978,227.74217
Uruguay,URY,1979,306.80505
Uruguay,URY,1980,43.444103
Uruguay,URY,1981,355.39816
Uruguay,URY,1982,164.95981
Uruguay,URY,1983,-26.908613
Uruguay,URY,1984,-19.494013
Uruguay,URY,1985,-7.8866234
Uruguay,URY,1986,80.026855
Uruguay,URY,1987,129.62842
Uruguay,URY,1988,194.7764
Uruguay,URY,1989,151.65907
Uruguay,URY,1990,180.97807
Uruguay,URY,1991,293.66101
Uruguay,URY,1992,299.87823
Uruguay,URY,1993,345.99939
Uruguay,URY,1994,386.84946
Uruguay,URY,1995,407.06158
Uruguay,URY,1996,434.41006
Uruguay,URY,1997,440.14215
Uruguay,URY,1998,448.41193
Uruguay,URY,1999,206.79019
Uruguay,URY,2000,67.10479
Uruguay,URY,2001,51.199745
Uruguay,URY,2002,107.64138
Uruguay,URY,2003,48.373993
Uruguay,URY,2004,181.17337
Uruguay,URY,2005,349.71555
Uruguay,URY,2006,326.52579
Uruguay,URY,2007,429.0817
Uruguay,URY,2008,464.62347
Uruguay,URY,2009,657.2326
Uruguay,URY,2010,840.41949
Uruguay,URY,2011,1135.1283
Uruguay,URY,2012,973.57123
Uruguay,URY,2013,1073.1241
Uruguay,URY,2014,850.92529
Uruguay,URY,2015,690.4975
Vanuatu,VUT,1983,117.2904
Vanuatu,VUT,1984,219.33417
Vanuatu,VUT,1985,181.97369
Vanuatu,VUT,1986,133.07907
Vanuatu,VUT,1987,152.29971
Vanuatu,VUT,1988,144.17789
Vanuatu,VUT,1989,165.95998
Vanuatu,VUT,1990,232.97661
Vanuatu,VUT,1991,205.48395
Vanuatu,VUT,1992,123.86854
Vanuatu,VUT,1993,214.19623
Vanuatu,VUT,1994,117.52224
Vanuatu,VUT,1995,181.24464
Vanuatu,VUT,1996,-18.436796
Vanuatu,VUT,1997,102.0454
Vanuatu,VUT,1998,21.539774
Vanuatu,VUT,1999,2.7680953
Vanuatu,VUT,2000,91.694756
