Entity,Code,Year,"Male suicide rate (age-adjusted male suicides per 100,000)","Female suicide rate (age-adjusted female suicides per 100,000)"
Kuwait,KWT,2000,1.265265,1.210588
Kuwait,KWT,2001,1.369139,0.7647457
Kuwait,KWT,2002,1.756376,1.27791
Kuwait,KWT,2004,1.716213107,1.153894782
Kyrgyzstan,KGZ,1981,28.58997,7.50064
Kyrgyzstan,KGZ,1982,29.45564,6.34895
Kyrgyzstan,KGZ,1985,24.69476,7.063722
Kyrgyzstan,KGZ,1986,18.85769,5.368869
Kyrgyzstan,KGZ,1987,22.1455,7.401427
Kyrgyzstan,KGZ,1988,22.76744,6.957907
Kyrgyzstan,KGZ,1989,24.00299,7.492762
Kyrgyzstan,KGZ,1990,25.39453,7.92241
Kyrgyzstan,KGZ,1991,24.91979,7.180477
Kyrgyzstan,KGZ,1992,23.53008,5.318038
Kyrgyzstan,KGZ,1993,27.44796,6.514298
Kyrgyzstan,KGZ,1994,29.95315,4.828927
Kyrgyzstan,KGZ,1995,28.3238,7.441998
Kyrgyzstan,KGZ,1996,23.81844,4.41672
Kyrgyzstan,KGZ,1997,23.19876,4.538289
Kyrgyzstan,KGZ,1998,22.62856,4.220627
Kyrgyzstan,KGZ,1999,23.91368,4.674402
Kyrgyzstan,KGZ,2000,21.69134,4.435472
Kyrgyzstan,KGZ,2001,23.63354,3.433721
Kyrgyzstan,KGZ,2002,22.53675,4.70046
Kyrgyzstan,KGZ,2003,19.15894,3.463841
Kyrgyzstan,KGZ,2004,17.17582,3.090236
Laos,LAO,2004,29.02600861,23.7233696
Latvia,LVA,1980,51.12757,11.88666
Latvia,LVA,1981,54.29832,10.81198
Latvia,LVA,1982,51.78666,12.86586
Latvia,LVA,1983,52.43972,11.15093
Latvia,LVA,1984,53.00053,11.39347
Latvia,LVA,1985,45.49139,10.6231
Latvia,LVA,1986,38.77306,8.832312
Latvia,LVA,1987,32.40071,10.62801
Latvia,LVA,1988,34.17647,9.422872
Latvia,LVA,1989,36.23455,11.68672
Latvia,LVA,1990,41.49391,8.305492
Latvia,LVA,1991,43.92165,9.872416
Latvia,LVA,1992,54.53308,11.43828
Latvia,LVA,1993,67.03622,13.42937
Latvia,LVA,1994,65.94627,11.25131
Latvia,LVA,1995,64.98832,11.79434
Latvia,LVA,1996,58.97634,10.75871
Latvia,LVA,1997,56.41026,10.56331
Latvia,LVA,1998,54.36982,10.02606
Latvia,LVA,1999,47.12212,10.01683
Latvia,LVA,2000,50.59778,8.682847
Latvia,LVA,2002,43.02149,8.689015
Latvia,LVA,2003,39.45029,7.310288
Latvia,LVA,2004,36.66391,6.048817
Lebanon,LBN,2004,6.463245392,5.278940678
Lesotho,LSO,2004,10.65846539,5.889326096
Liberia,LBR,2004,10.86085796,3.77520299
Libya,LBY,2004,5.09806776,4.159276009
Lithuania,LTU,1981,59.5271,9.391936
Lithuania,LTU,1982,57.98292,10.94309
Lithuania,LTU,1985,57.3445,11.62064
Lithuania,LTU,1986,41.92893,8.948446
Lithuania,LTU,1987,48.08079,9.742769
Lithuania,LTU,1988,41.86627,10.22528
Lithuania,LTU,1989,45.26484,8.518539
Lithuania,LTU,1990,43.23142,8.18327
Lithuania,LTU,1991,51.08331,10.01307
Lithuania,LTU,1992,56.6729,11.65289
Lithuania,LTU,1993,72.05504,12.01923
Lithuania,LTU,1994,80.42894,11.82504
Lithuania,LTU,1995,77.84416,13.48254
Lithuania,LTU,1996,78.36723,14.54227
Lithuania,LTU,1997,76.52863,12.66714
Lithuania,LTU,1998,72.58926,11.8952
Lithuania,LTU,1999,73.37201,11.7318
Lithuania,LTU,2000,75.07941,13.98588
Lithuania,LTU,2001,71.12936,12.04878
Lithuania,LTU,2002,74.2965,10.12422
Lithuania,LTU,2003,67.59232,11.06494
Lithuania,LTU,2004,63.30873,11.23422
Luxembourg,LUX,2004,19.57855034,5.768095493
Macedonia,MKD,1991,10.34967,5.264551
Macedonia,MKD,1992,9.974013,5.215999
Macedonia,MKD,1993,10.00163,5.450121
Macedonia,MKD,1994,8.331466,4.786742
Macedonia,MKD,1995,8.760571,4.383663
Macedonia,MKD,1996,10.43821,4.035392
Macedonia,MKD,1997,11.31281,3.823972
Macedonia,MKD,1998,9.417238,5.2374
Macedonia,MKD,1999,11.20772,4.723891
Macedonia,MKD,2000,9.676953,4.055635
Macedonia,MKD,2001,10.42244,3.230196
Macedonia,MKD,2002,9.458357,4.228063
Macedonia,MKD,2003,8.966763,3.42506
Macedonia,MKD,2004,12.57811737,3.403936386
Madagascar,MDG,2004,7.469148636,4.220290184
Malawi,MWI,2004,14.21405125,6.541824818
Malaysia,MYS,2004,11.24002647,5.219151974
Maldives,MDV,2004,24.83204079,19.88921928
Mali,MLI,2004,12.14257908,5.074855328
Malta,MLT,2004,6.397085667,2.803545952
Marshall Islands,MHL,2004,7.452305794,7.016569614
Mauritania,MRT,2004,8.99184227,4.997253418
Mauritius,MUS,1961,8.109496,0.8261023
Mauritius,MUS,1962,4.714847,0.9853638
Mauritius,MUS,1963,6.914414,0.6893913
Mauritius,MUS,1964,6.4175,1.376559
Mauritius,MUS,1965,9.672784,0.7797109
Mauritius,MUS,1966,8.486679,2.230799
Mauritius,MUS,1967,5.040606,1.89526
Mauritius,MUS,1968,4.105849,1.699673
Mauritius,MUS,1969,3.315053,0.234245
Mauritius,MUS,1970,3.976964,0.8703529
Mauritius,MUS,1971,7.430753,2.449282
Mauritius,MUS,1972,4.729221,1.042842
Mauritius,MUS,1973,12.32525,4.143795
Mauritius,MUS,1974,7.918767,2.354944
Mauritius,MUS,1975,12.88013,4.791313
Mauritius,MUS,1976,8.530642,5.306667
Mauritius,MUS,1977,9.382297,3.497532
Mauritius,MUS,1978,13.34285,3.660588
Mauritius,MUS,1979,12.43535,3.85744
Mauritius,MUS,1980,6.507028,
Mauritius,MUS,1981,2.273843,1.682621
Mauritius,MUS,1982,3.131053,0.7379744
Mauritius,MUS,1983,1.766145,1.874342
Mauritius,MUS,1984,15.18018,9.486123
Mauritius,MUS,1985,14.71901,7.364926
Mauritius,MUS,1986,3.849217,1.337873
Mauritius,MUS,1987,18.45087,10.09053
Mauritius,MUS,1988,24.74358,10.14206
Mauritius,MUS,1989,22.54805,7.237272
Mauritius,MUS,1990,19.33844,10.16941
Mauritius,MUS,1991,18.88888,8.037538
Mauritius,MUS,1992,20.53346,8.41322
Mauritius,MUS,1993,18.11204,8.027224
Mauritius,MUS,1994,19.3467,3.82664
Mauritius,MUS,1995,22.02524,6.123081
Mauritius,MUS,1996,21.04854,6.467022
Mauritius,MUS,1997,18.15487,3.519147
Mauritius,MUS,1998,19.75582,6.959721
Mauritius,MUS,1999,19.72894,8.945867
Mauritius,MUS,2000,18.36972,4.995429
Mauritius,MUS,2001,13.11333,6.136876
Mauritius,MUS,2002,17.32174,4.66105
Mauritius,MUS,2003,10.97633,3.985688
Mauritius,MUS,2004,12.40219,3.52988
Mexico,MEX,1955,2.442184,0.7036235
Mexico,MEX,1956,3.054957,1.010261
Mexico,MEX,1957,3.093501,1.000293
Mexico,MEX,1958,3.744399,1.090594
Mexico,MEX,1959,4.117249,1.153708
Mexico,MEX,1960,3.810233,1.267063
Mexico,MEX,1961,3.786989,0.9837637
Mexico,MEX,1962,3.753606,0.7359514
Mexico,MEX,1963,3.94489,1.070004
Mexico,MEX,1964,3.859069,1.06657
Mexico,MEX,1965,3.520888,1.139985
Mexico,MEX,1966,3.498576,1.055895
Mexico,MEX,1967,4.198729,1.275057
Mexico,MEX,1968,3.522933,0.8262541
Mexico,MEX,1969,1.750028,0.2955154
Mexico,MEX,1970,2.704732,0.5537056
Mexico,MEX,1971,1.672822,0.3251885
Mexico,MEX,1972,1.668862,0.3462555
Mexico,MEX,1973,1.54622,0.3002614
Mexico,MEX,1974,4.694814,0.9812592
Mexico,MEX,1975,3.877176,0.7468019
Mexico,MEX,1976,3.485934,0.7708514
Mexico,MEX,1977,4.002292,0.8056478
Mexico,MEX,1978,3.61315,0.8383937
Mexico,MEX,1979,3.385037,0.7557345
Mexico,MEX,1980,2.958694,0.6704537
Mexico,MEX,1981,3.611081,0.8834986
Mexico,MEX,1982,3.569586,0.8242058
Mexico,MEX,1983,3.16798,0.7340415
Mexico,MEX,1984,2.735613,0.4477717
Mexico,MEX,1985,4.388904,0.7602599
Mexico,MEX,1986,4.931581,0.7355883
Mexico,MEX,1987,4.761468,0.8270538
Mexico,MEX,1988,4.675809,0.7707267
Mexico,MEX,1989,5.103009,0.8070925
Mexico,MEX,1990,5.159819,0.7400703
Mexico,MEX,1991,5.271922,0.8179485
Mexico,MEX,1992,5.644625,0.850549
Mexico,MEX,1993,5.828907,0.8181823
Mexico,MEX,1994,6.185221,0.9178948
Mexico,MEX,1995,6.563968,0.9948026
Mexico,MEX,1996,6.434082,1.055193
Mexico,MEX,1997,6.783051,1.104328
Mexico,MEX,1998,6.607656,1.03723
Mexico,MEX,1999,6.469207,1.020981
Mexico,MEX,2000,6.586875,1.06394
Mexico,MEX,2001,6.934207,1.325666
Mexico,MEX,2002,6.927197,1.274557
Mexico,MEX,2003,7.313923,1.343468
Mexico,MEX,2004,7.273506,1.295992
Micronesia (country),FSM,2004,4.994344711,4.526386261
Moldova,MDA,1981,31.79197,10.5142
Moldova,MDA,1982,33.56363,10.14406
Moldova,MDA,1985,34.78332,9.151825
Moldova,MDA,1986,29.58637,9.944036
Moldova,MDA,1987,25.8159,9.799662
Moldova,MDA,1988,26.58922,8.88693
Moldova,MDA,1989,28.17586,8.246838
Moldova,MDA,1990,25.35026,6.287681
Moldova,MDA,1991,27.13063,8.331331
Moldova,MDA,1992,27.22224,6.45459
Moldova,MDA,1993,28.77981,6.722978
Moldova,MDA,1994,31.21967,7.346989
Moldova,MDA,1995,31.1594,7.698922
Moldova,MDA,1996,31.53888,5.795405
Moldova,MDA,1997,30.08745,5.846859
Moldova,MDA,1998,27.69531,5.669214
Moldova,MDA,1999,28.15378,4.727281
Moldova,MDA,2000,26.76741,3.701661
Moldova,MDA,2001,29.66905,4.849782
Moldova,MDA,2002,27.17534,4.689592
Moldova,MDA,2003,29.75085,4.040868
Moldova,MDA,2004,27.48099,4.56739
Monaco,MCO,2004,16.13042831,6.649781227
Mongolia,MNG,2004,21.09290123,5.467162132
Morocco,MAR,2004,2.114463806,2.103894472
Mozambique,MOZ,2004,14.27197266,7.518768787
Myanmar,MMR,2004,11.88899899,8.503791809
Namibia,NAM,2004,10.43633842,6.017440796
Nauru,NRU,2004,,7.383360386
Nepal,NPL,2004,12.46957016,11.0800848
Netherlands,NLD,1950,8.039651,3.744579
Netherlands,NLD,1951,8.482972,4.227506
Netherlands,NLD,1952,8.698343,4.422934
Netherlands,NLD,1953,9.010217,4.562708
Netherlands,NLD,1954,8.812166,4.202166
Netherlands,NLD,1955,7.916481,4.493865
Netherlands,NLD,1956,7.391158,4.742193
Netherlands,NLD,1957,7.700355,5.203328
Netherlands,NLD,1958,8.729427,4.85878
Netherlands,NLD,1959,8.965101,5.18896
Netherlands,NLD,1960,8.495128,4.930501
Netherlands,NLD,1961,8.769533,4.54734
Netherlands,NLD,1962,8.121627,5.07273
Netherlands,NLD,1963,8.018279,4.33125
Netherlands,NLD,1964,8.375566,4.747222
Netherlands,NLD,1965,8.748899,4.985938
Netherlands,NLD,1966,9.091191,5.025103
Netherlands,NLD,1967,8.141103,4.292456
Netherlands,NLD,1968,7.997426,4.444892
Netherlands,NLD,1969,9.161488,5.425861
Netherlands,NLD,1970,9.999104,5.844768
Netherlands,NLD,1971,9.85916,6.256476
Netherlands,NLD,1972,10.01003,6.132082
Netherlands,NLD,1973,9.965838,7.13018
Netherlands,NLD,1974,10.98987,7.009837
Netherlands,NLD,1975,10.67603,6.755897
Netherlands,NLD,1976,11.74353,6.569001
Netherlands,NLD,1977,11.35804,6.404231
Netherlands,NLD,1978,10.81731,7.609007
Netherlands,NLD,1979,11.42149,8.34603
Netherlands,NLD,1980,12.25749,6.768595
Netherlands,NLD,1981,11.62244,7.055374
Netherlands,NLD,1982,12.28275,7.512334
Netherlands,NLD,1983,13.58843,8.236408
Netherlands,NLD,1984,14.05566,8.413709
Netherlands,NLD,1985,13.42081,7.089713
Netherlands,NLD,1986,12.60984,7.230734
Netherlands,NLD,1987,12.37732,7.297407
Netherlands,NLD,1988,11.90292,6.42893
Netherlands,NLD,1989,11.62136,6.523096
Netherlands,NLD,1990,10.99034,6.01471
Netherlands,NLD,1991,12.30201,6.40885
Netherlands,NLD,1992,12.19641,6.017884
Netherlands,NLD,1993,11.95048,5.763029
Netherlands,NLD,1994,12.48828,5.500875
Netherlands,NLD,1995,11.48045,5.538633
Netherlands,NLD,1996,11.84606,5.657825
Netherlands,NLD,1997,12.00938,5.608297
Netherlands,NLD,1998,11.37566,5.297546
Netherlands,NLD,1999,11.32623,5.338056
Netherlands,NLD,2000,11.08765,5.102808
Netherlands,NLD,2001,10.94884,4.81331
Netherlands,NLD,2002,11.49452,5.074299
Netherlands,NLD,2003,10.90696,4.740516
Netherlands,NLD,2004,10.90343,4.820316
New Zealand,NZL,1950,13.89064,4.481789
New Zealand,NZL,1951,14.91607,4.672656
New Zealand,NZL,1952,15.44309,5.083133
New Zealand,NZL,1953,14.08076,5.456119
New Zealand,NZL,1954,13.28927,4.08312
New Zealand,NZL,1955,13.36108,4.86399
New Zealand,NZL,1956,12.77258,6.256191
New Zealand,NZL,1957,14.48438,5.678879
New Zealand,NZL,1958,15.47747,5.049273
New Zealand,NZL,1959,14.46098,4.172358
New Zealand,NZL,1960,15.0164,5.637225
New Zealand,NZL,1961,13.98603,4.213583
New Zealand,NZL,1962,12.55061,5.705343
New Zealand,NZL,1963,13.5933,7.09114
New Zealand,NZL,1964,10.69769,6.523703
New Zealand,NZL,1965,13.44075,6.486658
New Zealand,NZL,1966,12.77665,7.067789
New Zealand,NZL,1967,15.63173,6.267512
New Zealand,NZL,1968,14.34453,6.611498
New Zealand,NZL,1969,14.42566,7.370731
New Zealand,NZL,1970,13.80316,6.69521
New Zealand,NZL,1971,11.45277,6.462817
New Zealand,NZL,1972,12.8555,6.371082
New Zealand,NZL,1973,13.34896,5.389634
New Zealand,NZL,1974,13.4118,5.982979
New Zealand,NZL,1975,13.81855,6.664862
New Zealand,NZL,1976,13.45243,6.122365
New Zealand,NZL,1977,17.74372,7.341437
New Zealand,NZL,1978,13.92594,7.50095
New Zealand,NZL,1979,14.39595,5.64398
New Zealand,NZL,1980,14.81399,7.007597
New Zealand,NZL,1981,15.79176,4.823435
New Zealand,NZL,1982,16.25312,6.611544
New Zealand,NZL,1983,15.45569,6.228209
New Zealand,NZL,1984,18.31777,5.417628
New Zealand,NZL,1985,15.46376,4.880707
New Zealand,NZL,1986,18.28667,6.580908
New Zealand,NZL,1987,21.75726,5.825074
New Zealand,NZL,1988,22.54321,5.668206
New Zealand,NZL,1989,22.05261,5.311521
New Zealand,NZL,1990,21.46452,5.137218
New Zealand,NZL,1991,21.63859,5.128064
New Zealand,NZL,1992,22.40842,5.231815
New Zealand,NZL,1993,19.34185,4.999377
New Zealand,NZL,1994,22.47202,5.328048
New Zealand,NZL,1995,23.36297,6.067229
New Zealand,NZL,1996,22.9649,5.941496
New Zealand,NZL,1997,23.70467,6.336947
New Zealand,NZL,1998,23.57084,6.807942
New Zealand,NZL,1999,20.3601,6.696422
New Zealand,NZL,2000,19.92565,4.168914
New Zealand,NZL,2001,20.36251,5.886771
New Zealand,NZL,2002,18.08962,5.621368
New Zealand,NZL,2003,18.50447,6.62168
New Zealand,NZL,2004,18.7397,5.336744
Nicaragua,NIC,2004,19.36138535,5.211092949
Niger,NER,2004,13.03199673,5.039722919
Nigeria,NGA,2004,10.24538708,5.225975037
Niue,NIU,2004,4.736305237,3.615885019
North Korea,PRK,2004,5.744086266,3.947198868
Norway,NOR,1951,9.586143,2.511076
Norway,NOR,1952,9.674347,3.233227
Norway,NOR,1953,10.26842,3.739577
Norway,NOR,1954,11.47895,2.320111
Norway,NOR,1955,10.91266,2.835984
Norway,NOR,1956,11.01718,2.458401
Norway,NOR,1957,10.88116,2.591909
Norway,NOR,1958,10.88523,2.396795
Norway,NOR,1959,10.94218,3.491517
Norway,NOR,1960,9.923195,2.268944
Norway,NOR,1961,10.12493,2.481758
Norway,NOR,1962,11.8351,2.784527
Norway,NOR,1963,10.9406,3.785133
Norway,NOR,1964,10.57239,2.76714
Norway,NOR,1965,11.25852,3.257871
Norway,NOR,1966,9.917175,3.103798
Norway,NOR,1967,9.680084,3.112187
Norway,NOR,1968,11.62396,3.539284
Norway,NOR,1969,12.2322,3.067463
Norway,NOR,1970,11.31155,4.704581
Norway,NOR,1971,11.69867,3.96741
Norway,NOR,1972,12.30194,4.859923
Norway,NOR,1973,12.6014,3.832234
Norway,NOR,1974,15.68005,4.290132
Norway,NOR,1975,13.57743,5.209936
Norway,NOR,1976,15.16921,5.316265
Norway,NOR,1977,16.34398,5.847558
Norway,NOR,1978,16.50862,5.967258
Norway,NOR,1979,16.30507,6.941861
Norway,NOR,1980,17.19674,6.125055
Norway,NOR,1981,18.20749,6.097747
Norway,NOR,1982,19.63434,7.106333
Norway,NOR,1983,20.02865,7.45241
Norway,NOR,1984,20.25437,6.493855
Norway,NOR,1985,19.7182,7.075398
Norway,NOR,1986,19.11323,6.891037
Norway,NOR,1987,21.47536,7.194898
Norway,NOR,1988,22.80284,8.539811
Norway,NOR,1989,20.99599,7.523332
Norway,NOR,1990,21.06987,7.021215
Norway,NOR,1991,21.73295,7.08075
Norway,NOR,1992,19.269,6.815001
Norway,NOR,1993,19.00583,5.635677
Norway,NOR,1994,16.54569,6.18733
Norway,NOR,1995,17.49037,5.659612
Norway,NOR,1996,16.32568,5.425931
Norway,NOR,1997,16.12466,5.889028
Norway,NOR,1998,17.13272,6.086514
Norway,NOR,1999,18.41498,6.462259
Norway,NOR,2000,17.4731,5.419983
Norway,NOR,2001,16.88968,5.784705
Norway,NOR,2002,14.7379,5.360832
Norway,NOR,2003,15.48331,5.2304
Norway,NOR,2004,14.72305,6.822908
Oman,OMN,2004,5.770564079,0.510549843
Pakistan,PAK,2004,12.80295563,13.0262146
Palau,PLW,2004,6.420404434,4.798904896
Panama,PAN,1984,2.677613,0.5404561
Panama,PAN,1985,4.880816,1.320754
Panama,PAN,1986,7.453704,1.417001
Panama,PAN,1987,7.03057,2.05939
Panama,PAN,1988,6.491446,1.931315
Panama,PAN,1989,5.891897,0.8963737
Panama,PAN,1996,7.942142,1.198894
Panama,PAN,1997,9.672293,1.678765
Panama,PAN,1998,9.496749,1.868072
Panama,PAN,1999,9.451866,1.375172
Panama,PAN,2000,9.406568,1.323197
Panama,PAN,2001,9.974922,1.664682
Panama,PAN,2002,9.449,2.152816
Panama,PAN,2003,12.00731,1.405318
Panama,PAN,2004,10.25313,2.161664
Papua New Guinea,PNG,2004,13.90877914,9.99246788
Paraguay,PRY,1994,4.584146,1.436651
Paraguay,PRY,1995,4.374225,1.499484
Paraguay,PRY,1996,3.474399,1.304838
Paraguay,PRY,1997,3.944752,1.73492
Paraguay,PRY,1998,4.748592,1.782107
Paraguay,PRY,1999,4.835973,2.292752
Paraguay,PRY,2000,4.807024,1.923762
Paraguay,PRY,2001,4.397122,2.041138
Paraguay,PRY,2002,4.405669,2.415609
Paraguay,PRY,2003,5.352427,1.44981
Paraguay,PRY,2004,6.300021,2.680549
Peru,PER,2004,2.261820793,1.100675225
Philippines,PHL,1992,0.9311314,0.3531852
Philippines,PHL,1993,1.832395,1.117274
Philippines,PHL,1997,2.038935,0.6920957
Philippines,PHL,1998,2.246799,0.6745756
Philippines,PHL,1999,2.524964,0.8156066
Philippines,PHL,2000,3.356358,1.070988
Philippines,PHL,2001,2.850168,0.818037
Philippines,PHL,2002,2.912669,0.8554534
Philippines,PHL,2003,3.327663,1.090869
Philippines,PHL,2004,2.897451401,0.978919387
Poland,POL,1959,12.70909,2.747147
Poland,POL,1960,15.26993,3.093132
Poland,POL,1961,16.48747,3.454455
Poland,POL,1962,17.04397,3.917751
Poland,POL,1963,15.9283,3.069671
Poland,POL,1964,15.60385,3.544581
Poland,POL,1965,16.65403,3.45191
Poland,POL,1966,18.33489,3.494119
Poland,POL,1967,18.63399,3.588097
Poland,POL,1968,19.29843,3.730314
Poland,POL,1969,19.67064,4.121762
Poland,POL,1970,19.90533,3.980076
Poland,POL,1971,20.53902,3.948938
Poland,POL,1972,20.81304,4.001822
Poland,POL,1973,20.09303,4.150195
Poland,POL,1974,18.91307,4.003276
Poland,POL,1975,19.47337,3.546349
Poland,POL,1976,20.64356,3.812861
Poland,POL,1977,21.1773,3.852462
Poland,POL,1978,22.7674,3.962742
Poland,POL,1979,21.77376,3.860626
Poland,POL,1983,20.75966,4.08059
Poland,POL,1984,23.47479,4.651175
Poland,POL,1985,22.48614,4.246272
Poland,POL,1986,22.05907,4.181237
Poland,POL,1987,22.32526,4.44194
Poland,POL,1988,20.4385,4.055269
Poland,POL,1989,19.20991,3.455828
Poland,POL,1990,21.80875,4.15857
Poland,POL,1991,23.52237,4.081217
Poland,POL,1992,24.77587,4.548273
Poland,POL,1993,24.1463,4.538097
Poland,POL,1994,23.88444,4.06301
Poland,POL,1995,23.23887,4.197458
Poland,POL,1996,22.86383,4.055182
Poland,POL,1999,23.99116,3.801051
Poland,POL,2000,24.09536,4.231325
Poland,POL,2001,24.36005,3.653028
Poland,POL,2002,23.81813,4.133393
Poland,POL,2003,23.72717,3.708668
Poland,POL,2004,24.48841,3.808252
Portugal,PRT,1955,17.64085,3.702455
Portugal,PRT,1956,19.45899,3.940488
Portugal,PRT,1957,15.13619,3.718987
Portugal,PRT,1958,15.86168,4.296834
Portugal,PRT,1959,17.57792,3.593614
Portugal,PRT,1960,15.62394,3.828558
Portugal,PRT,1961,15.59241,4.325647
Portugal,PRT,1962,15.29534,3.634641
Portugal,PRT,1963,16.98588,3.943712
Portugal,PRT,1964,17.21899,3.662016
Portugal,PRT,1965,16.74667,3.698461
Portugal,PRT,1966,16.89507,4.279377
Portugal,PRT,1967,17.8147,4.116631
Portugal,PRT,1968,16.24837,4.191739
Portugal,PRT,1969,15.34483,3.755364
Portugal,PRT,1970,14.00468,3.451541
Portugal,PRT,1971,14.65669,3.051788
Portugal,PRT,1972,13.66216,3.389121
Portugal,PRT,1973,13.8918,3.84974
Portugal,PRT,1974,13.44235,4.067813
Portugal,PRT,1975,13.58661,3.812816
Portugal,PRT,1976,14.80046,3.584012
Portugal,PRT,1977,14.78496,4.169503
Portugal,PRT,1978,15.07431,4.579728
Portugal,PRT,1979,16.00327,4.602372
Portugal,PRT,1980,11.57745,3.716932
Portugal,PRT,1981,11.37313,4.197906
Portugal,PRT,1982,11.82911,4.521269
Portugal,PRT,1983,14.21444,4.759202
Portugal,PRT,1984,14.50422,5.48386
Portugal,PRT,1985,13.71392,4.810634
Portugal,PRT,1986,13.12105,4.44743
Portugal,PRT,1987,13.70485,4.137074
Portugal,PRT,1988,11.75629,3.085557
Portugal,PRT,1989,10.24533,3.051861
Portugal,PRT,1990,11.86659,3.523117
Portugal,PRT,1991,12.90046,3.671722
Portugal,PRT,1992,11.33786,3.683841
Portugal,PRT,1993,10.25197,2.952558
Portugal,PRT,1994,10.36056,2.548767
Portugal,PRT,1995,10.00548,3.395956
Portugal,PRT,1996,8.146134,2.22119
Portugal,PRT,1997,7.980776,2.068861
Portugal,PRT,1998,6.792208,1.814767
Portugal,PRT,1999,6.400009,1.79163
Portugal,PRT,2000,6.44314,1.389155
Portugal,PRT,2001,9.318607,2.32396
Portugal,PRT,2002,14.73372,3.671439
Portugal,PRT,2003,13.41181,3.534476
Portugal,PRT,2004,13.76813889,3.381770134
Qatar,QAT,2004,2.964822054,1.045888662
Romania,ROU,1989,16.06707,5.014796
Romania,ROU,1990,12.80949,4.192598
Romania,ROU,1991,13.64045,3.973474
Romania,ROU,1992,17.55805,4.349811
Romania,ROU,1993,18.59851,4.347254
Romania,ROU,1994,19.49762,4.401498
Romania,ROU,1995,19.07028,4.051436
Romania,ROU,1996,19.61836,3.588795
Romania,ROU,1997,20.02037,3.560557
Romania,ROU,1998,19.44814,3.631034
Romania,ROU,1999,18.49115,3.619731
Romania,ROU,2000,19.07485,3.615755
Romania,ROU,2002,21.09002,3.855283
Romania,ROU,2003,19.59083,3.69424
Romania,ROU,2004,18.64492,3.121014
Russia,RUS,1980,58.29149,11.74176
Russia,RUS,1981,57.86173,11.10731
Russia,RUS,1982,58.34574,11.11159
Russia,RUS,1985,51.74969,10.43172
Russia,RUS,1986,36.58615,9.077941
Russia,RUS,1987,37.2289,8.884953
Russia,RUS,1988,38.88858,9.290985
Russia,RUS,1989,42.18855,8.938926
Russia,RUS,1990,43.18558,9.153014
Russia,RUS,1991,43.42383,8.857314
Russia,RUS,1992,50.95888,9.652694
Russia,RUS,1993,63.54155,10.85074
Russia,RUS,1994,70.80212,11.25802
Russia,RUS,1995,68.898,11.46194
Russia,RUS,1996,65.76081,10.38183
Russia,RUS,1997,61.91758,10.09711
Russia,RUS,1998,57.94143,9.408822
Russia,RUS,1999,63.71744,10.43329
Russia,RUS,2000,64.35001,9.611029
Russia,RUS,2001,64.83901,9.607494
Russia,RUS,2002,61.97556,9.507463
Russia,RUS,2003,57.86199,8.762399
Russia,RUS,2004,54.67918,8.535518
Rwanda,RWA,2004,18.921278,8.442500114
Saint Lucia,LCA,2004,13.45894718,3.418027878
Saint Vincent and the Grenadines,VCT,2004,16.99948692,2.656747818
Samoa,WSM,2004,5.689428329,5.327689648
San Marino,SMR,2004,11.30418301,1.48657012
Sao Tome and Principe,STP,2004,16.89408112,4.831316948
Saudi Arabia,SAU,2004,9.673741341,1.565913439
Senegal,SEN,2004,8.77296257,4.915722847
Serbia,SRB,1998,22.89251,8.27764
Serbia,SRB,1999,24.31089,8.78235
Serbia,SRB,2000,23.60471,8.410382
Serbia,SRB,2001,22.51401,7.373667
Serbia,SRB,2002,22.5509,6.859787
Serbia,SRB,2003,21.68016,6.705021
Serbia,SRB,2004,20.55656,6.408779
Serbia and Montenegro,OWID_SRM,1997,20.46484,8.296897
Serbia and Montenegro,OWID_SRM,1998,18.44108,7.301694
Serbia and Montenegro,OWID_SRM,1999,19.36547,7.754066
Serbia and Montenegro,OWID_SRM,2000,19.00419,7.298211
Serbia and Montenegro,OWID_SRM,2001,21.81269,7.597809
Serbia and Montenegro,OWID_SRM,2002,22.51922,6.965185
Serbia and Montenegro,OWID_SRM,2004,21.85721207,7.888039589
Seychelles,SYC,2004,18.95357704,0.181349486
Sierra Leone,SLE,2004,18.47812271,5.969195366
Singapore,SGP,1963,23.81263,8.783051
Singapore,SGP,1964,26.285,6.314593
Singapore,SGP,1965,20.56229,9.557222
Singapore,SGP,1966,21.63776,12.75478
Singapore,SGP,1967,20.38548,12.00578
Singapore,SGP,1968,26.26588,13.36652
Singapore,SGP,1969,19.04925,9.926293
Singapore,SGP,1970,18.08541,10.17527
Singapore,SGP,1971,21.16017,12.70751
Singapore,SGP,1972,24.37683,10.04345
Singapore,SGP,1973,19.51924,12.3076
Singapore,SGP,1974,17.56336,11.04292
Singapore,SGP,1975,21.20148,12.11277
Singapore,SGP,1976,17.15116,13.04941
Singapore,SGP,1977,17.07851,10.16335
Singapore,SGP,1978,19.87191,11.37953
Singapore,SGP,1979,16.96606,11.69068
Singapore,SGP,1980,15.53009,11.12292
Singapore,SGP,1981,10.35475,7.922733
Singapore,SGP,1982,13.58239,9.559989
Singapore,SGP,1983,14.48873,10.14531
Singapore,SGP,1984,11.12177,8.15266
Singapore,SGP,1985,17.34895,11.86326
Singapore,SGP,1986,17.41698,11.81259
Singapore,SGP,1987,15.77262,10.68006
Singapore,SGP,1988,19.11974,11.93868
