Entity,Code,Year,"Health expenditure, public (% of total health expenditure) (% of total health expenditure)"
Samoa,WSM,2001,74.58887532
Samoa,WSM,2002,78.61690132
Samoa,WSM,2003,77.53188253
Samoa,WSM,2004,80.87989506
Samoa,WSM,2005,80.31243558
Samoa,WSM,2006,83.93538257
Samoa,WSM,2007,85.88552704
Samoa,WSM,2008,84.62775615
Samoa,WSM,2009,86.07930223
Samoa,WSM,2010,87.38679078
Samoa,WSM,2011,87.9853709
Samoa,WSM,2012,86.48117284
Samoa,WSM,2013,89.9943502
Samoa,WSM,2014,90.59972526
San Marino,SMR,1995,85.97377951
San Marino,SMR,1996,85.92369293
San Marino,SMR,1997,89.9155836
San Marino,SMR,1998,90.13121478
San Marino,SMR,1999,90.94141275
San Marino,SMR,2000,91.09293421
San Marino,SMR,2001,91.2276466
San Marino,SMR,2002,91.32635651
San Marino,SMR,2003,91.84008792
San Marino,SMR,2004,91.87314631
San Marino,SMR,2005,91.76288637
San Marino,SMR,2006,91.48892927
San Marino,SMR,2007,91.49297029
San Marino,SMR,2008,91.65286193
San Marino,SMR,2009,91.99112053
San Marino,SMR,2010,92.6361334
San Marino,SMR,2011,93.09495693
San Marino,SMR,2012,93.39552605
San Marino,SMR,2013,93.50304247
San Marino,SMR,2014,93.58783018
Sao Tome and Principe,STP,1995,36.70255484
Sao Tome and Principe,STP,1996,28.893811
Sao Tome and Principe,STP,1997,35.33030138
Sao Tome and Principe,STP,1998,39.54355407
Sao Tome and Principe,STP,1999,45.42161057
Sao Tome and Principe,STP,2000,43.16493509
Sao Tome and Principe,STP,2001,36.89564115
Sao Tome and Principe,STP,2002,37.6654576
Sao Tome and Principe,STP,2003,54.31354351
Sao Tome and Principe,STP,2004,51.71407413
Sao Tome and Principe,STP,2005,52.73380497
Sao Tome and Principe,STP,2006,32.40765134
Sao Tome and Principe,STP,2007,28.7400251
Sao Tome and Principe,STP,2008,28.11795015
Sao Tome and Principe,STP,2009,37.68892619
Sao Tome and Principe,STP,2010,48.40571032
Sao Tome and Principe,STP,2011,47.8693357
Sao Tome and Principe,STP,2012,28.85234363
Sao Tome and Principe,STP,2013,36.74560408
Sao Tome and Principe,STP,2014,43.24258577
Saudi Arabia,SAU,1995,52.62292191
Saudi Arabia,SAU,1996,55.14233113
Saudi Arabia,SAU,1997,57.86595558
Saudi Arabia,SAU,1998,58.73900996
Saudi Arabia,SAU,1999,68.39117352
Saudi Arabia,SAU,2000,72.05564207
Saudi Arabia,SAU,2001,72.54112482
Saudi Arabia,SAU,2002,72.16224228
Saudi Arabia,SAU,2003,72.07362376
Saudi Arabia,SAU,2004,71.47998595
Saudi Arabia,SAU,2005,72.49325828
Saudi Arabia,SAU,2006,74.41158912
Saudi Arabia,SAU,2007,71.89771215
Saudi Arabia,SAU,2008,65.82947852
Saudi Arabia,SAU,2009,68.23130159
Saudi Arabia,SAU,2010,64.8502931
Saudi Arabia,SAU,2011,69.99684038
Saudi Arabia,SAU,2012,71.23938261
Saudi Arabia,SAU,2013,73.029516
Saudi Arabia,SAU,2014,74.52447773
Senegal,SEN,1995,32.53015646
Senegal,SEN,1996,36.3349844
Senegal,SEN,1997,32.59920998
Senegal,SEN,1998,33.05910173
Senegal,SEN,1999,38.77784913
Senegal,SEN,2000,40.92706765
Senegal,SEN,2001,42.88780792
Senegal,SEN,2002,38.51517835
Senegal,SEN,2003,38.73557626
Senegal,SEN,2004,37.30438347
Senegal,SEN,2005,55.69835472
Senegal,SEN,2006,57.86477186
Senegal,SEN,2007,49.39882674
Senegal,SEN,2008,51.21480887
Senegal,SEN,2009,51.7157114
Senegal,SEN,2010,51.25072301
Senegal,SEN,2011,51.61625676
Senegal,SEN,2012,50.56303488
Senegal,SEN,2013,49.62396507
Senegal,SEN,2014,51.83216672
Serbia,SRB,1995,65.59488966
Serbia,SRB,1996,65.60135857
Serbia,SRB,1997,65.53008399
Serbia,SRB,1998,64.98612049
Serbia,SRB,1999,64.59611495
Serbia,SRB,2000,65.40131256
Serbia,SRB,2001,66.81453719
Serbia,SRB,2002,72.15651838
Serbia,SRB,2003,70.94716727
Serbia,SRB,2004,68.85210916
Serbia,SRB,2005,65.99630962
Serbia,SRB,2006,63.00181275
Serbia,SRB,2007,61.37410203
Serbia,SRB,2008,61.98450335
Serbia,SRB,2009,61.8627934
Serbia,SRB,2010,61.87044609
Serbia,SRB,2011,62.11560429
Serbia,SRB,2012,61.16343553
Serbia,SRB,2013,59.15980016
Serbia,SRB,2014,61.88274659
Seychelles,SYC,1995,84.96844118
Seychelles,SYC,1996,87.77803178
Seychelles,SYC,1997,86.50950738
Seychelles,SYC,1998,84.64449191
Seychelles,SYC,1999,85.45179338
Seychelles,SYC,2000,81.98843658
Seychelles,SYC,2001,84.38952366
Seychelles,SYC,2002,86.3997697
Seychelles,SYC,2003,89.26194552
Seychelles,SYC,2004,91.35531595
Seychelles,SYC,2005,92.64374646
Seychelles,SYC,2006,92.73474807
Seychelles,SYC,2007,92.70425922
Seychelles,SYC,2008,91.21441209
Seychelles,SYC,2009,91.54633071
Seychelles,SYC,2010,89.28371147
Seychelles,SYC,2011,94.56741764
Seychelles,SYC,2012,93.01177267
Seychelles,SYC,2013,93.21528933
Seychelles,SYC,2014,92.20805859
Sierra Leone,SLE,1995,21.03436012
Sierra Leone,SLE,1996,19.52167564
Sierra Leone,SLE,1997,21.67524018
Sierra Leone,SLE,1998,18.7436294
Sierra Leone,SLE,1999,25.20503555
Sierra Leone,SLE,2000,25.63078371
Sierra Leone,SLE,2001,23.86353639
Sierra Leone,SLE,2002,24.78936929
Sierra Leone,SLE,2003,23.81244571
Sierra Leone,SLE,2004,23.01268405
Sierra Leone,SLE,2005,21.85205454
Sierra Leone,SLE,2006,18.37156075
Sierra Leone,SLE,2007,16.26356561
Sierra Leone,SLE,2008,17.37116199
Sierra Leone,SLE,2009,16.80714764
Sierra Leone,SLE,2010,23.22701035
Sierra Leone,SLE,2011,22.08541818
Sierra Leone,SLE,2012,17.63090218
Sierra Leone,SLE,2013,14.62760515
Sierra Leone,SLE,2014,16.98664078
Singapore,SGP,1995,49.60676249
Singapore,SGP,1996,48.70044836
Singapore,SGP,1997,48.11102292
Singapore,SGP,1998,53.60223526
Singapore,SGP,1999,52.50722599
Singapore,SGP,2000,45.0079516
Singapore,SGP,2001,37.44540927
Singapore,SGP,2002,37.24284012
Singapore,SGP,2003,37.12890953
Singapore,SGP,2004,32.46244506
Singapore,SGP,2005,26.81165732
Singapore,SGP,2006,27.38283919
Singapore,SGP,2007,27.62594084
Singapore,SGP,2008,30.69014856
Singapore,SGP,2009,35.72598708
Singapore,SGP,2010,34.66488366
Singapore,SGP,2011,34.24123715
Singapore,SGP,2012,35.54654086
Singapore,SGP,2013,38.34558892
Singapore,SGP,2014,41.73817093
Slovakia,SVK,1995,88.51879674
Slovakia,SVK,1996,88.67688977
Slovakia,SVK,1997,91.67789416
Slovakia,SVK,1998,91.58558997
Slovakia,SVK,1999,89.64348869
Slovakia,SVK,2000,89.38579095
Slovakia,SVK,2001,89.28596323
Slovakia,SVK,2002,89.0644607
Slovakia,SVK,2003,88.31955853
Slovakia,SVK,2004,73.77279232
Slovakia,SVK,2005,74.39558656
Slovakia,SVK,2006,68.32381422
Slovakia,SVK,2007,66.84855333
Slovakia,SVK,2008,67.76482407
Slovakia,SVK,2009,65.69097642
Slovakia,SVK,2010,68.13246767
Slovakia,SVK,2011,70.9295012
Slovakia,SVK,2012,69.72458291
Slovakia,SVK,2013,72.31280801
Slovakia,SVK,2014,72.50514932
Slovenia,SVN,1995,77.69992877
Slovenia,SVN,1996,76.17883952
Slovenia,SVN,1997,75.02534512
Slovenia,SVN,1998,75.51699831
Slovenia,SVN,1999,75.65617991
Slovenia,SVN,2000,74.01029786
Slovenia,SVN,2001,73.29223264
Slovenia,SVN,2002,73.37287873
Slovenia,SVN,2003,72.01878554
Slovenia,SVN,2004,73.49951186
Slovenia,SVN,2005,73.12657602
Slovenia,SVN,2006,72.73070061
Slovenia,SVN,2007,72.32578884
Slovenia,SVN,2008,74.31588928
Slovenia,SVN,2009,73.83351955
Slovenia,SVN,2010,74.19697934
Slovenia,SVN,2011,73.52040284
Slovenia,SVN,2012,72.63493715
Slovenia,SVN,2013,71.75633363
Slovenia,SVN,2014,71.73384625
Small states,,1995,62.4777506709864
Small states,,1996,62.8223646261637
Small states,,1997,63.4059271798935
Small states,,1998,64.0300547548231
Small states,,1999,63.6931233194852
Small states,,2000,63.8200623503417
Small states,,2001,63.221011864495
Small states,,2002,64.9514707698789
Small states,,2003,65.4880946164763
Small states,,2004,65.3913992466573
Small states,,2005,65.2549137096642
Small states,,2006,65.2977613904384
Small states,,2007,66.0982998679029
Small states,,2008,65.5907972118549
Small states,,2009,65.5360707864003
Small states,,2010,66.5193717910706
Small states,,2011,66.4233348959753
Small states,,2012,68.0736210613835
Small states,,2013,68.7201560226285
Small states,,2014,68.5710781160443
Solomon Islands,SLB,1995,92.8129032
Solomon Islands,SLB,1996,92.21223932
Solomon Islands,SLB,1997,92.79885502
Solomon Islands,SLB,1998,92.882196
Solomon Islands,SLB,1999,93.16672224
Solomon Islands,SLB,2000,94.27777466
Solomon Islands,SLB,2001,95.64016611
Solomon Islands,SLB,2002,95.57939624
Solomon Islands,SLB,2003,92.23815792
Solomon Islands,SLB,2004,91.85010269
Solomon Islands,SLB,2005,94.07994483
Solomon Islands,SLB,2006,93.11969887
Solomon Islands,SLB,2007,92.72264898
Solomon Islands,SLB,2008,92.49248901
Solomon Islands,SLB,2009,94.09222283
Solomon Islands,SLB,2010,94.04190194
Solomon Islands,SLB,2011,92.38957293
Solomon Islands,SLB,2012,92.96271015
Solomon Islands,SLB,2013,92.05085049
Solomon Islands,SLB,2014,91.87140889
South Africa,ZAF,1995,41.37871976
South Africa,ZAF,1996,45.33415174
South Africa,ZAF,1997,43.7191588
South Africa,ZAF,1998,42.24330012
South Africa,ZAF,1999,40.18926694
South Africa,ZAF,2000,40.78629221
South Africa,ZAF,2001,40.05864421
South Africa,ZAF,2002,39.97072242
South Africa,ZAF,2003,40.42453696
South Africa,ZAF,2004,40.59822263
South Africa,ZAF,2005,42.68355718
South Africa,ZAF,2006,44.41099984
South Africa,ZAF,2007,45.11484488
South Africa,ZAF,2008,46.40985125
South Africa,ZAF,2009,47.06967632
South Africa,ZAF,2010,46.91884722
South Africa,ZAF,2011,47.99468832
South Africa,ZAF,2012,48.62455345
South Africa,ZAF,2013,47.91521577
South Africa,ZAF,2014,48.23549139
South Asia,,1995,27.4381388919601
South Asia,,1996,27.2502171557849
South Asia,,1997,26.7001892440772
South Asia,,1998,26.9239791315291
South Asia,,1999,28.538270214399
South Asia,,2000,27.1126315425256
South Asia,,2001,25.3249742611104
South Asia,,2002,25.1964969361903
South Asia,,2003,24.2496502947169
South Asia,,2004,25.6475138608046
South Asia,,2005,27.0676621358081
South Asia,,2006,26.9393768365763
South Asia,,2007,26.7010905190204
South Asia,,2008,27.6322938724594
South Asia,,2009,28.8507178386689
South Asia,,2010,28.4756490479923
South Asia,,2011,28.2949816902124
South Asia,,2012,28.4323494800292
South Asia,,2013,29.9113769072829
South Asia,,2014,31.2308115657025
South Asia (IDA & IBRD),,1995,27.4381388919601
South Asia (IDA & IBRD),,1996,27.2502171557849
South Asia (IDA & IBRD),,1997,26.7001892440772
South Asia (IDA & IBRD),,1998,26.9239791315291
South Asia (IDA & IBRD),,1999,28.538270214399
South Asia (IDA & IBRD),,2000,27.1126315425256
South Asia (IDA & IBRD),,2001,25.3249742611104
South Asia (IDA & IBRD),,2002,25.1964969361903
South Asia (IDA & IBRD),,2003,24.2496502947169
South Asia (IDA & IBRD),,2004,25.6475138608046
South Asia (IDA & IBRD),,2005,27.0676621358081
South Asia (IDA & IBRD),,2006,26.9393768365763
South Asia (IDA & IBRD),,2007,26.7010905190204
South Asia (IDA & IBRD),,2008,27.6322938724594
South Asia (IDA & IBRD),,2009,28.8507178386689
South Asia (IDA & IBRD),,2010,28.4756490479924
South Asia (IDA & IBRD),,2011,28.2949816902124
South Asia (IDA & IBRD),,2012,28.4323494800292
South Asia (IDA & IBRD),,2013,29.9113769072829
South Asia (IDA & IBRD),,2014,31.2308115657025
South Korea,KOR,1995,37.52944466
South Korea,KOR,1996,40.42936369
South Korea,KOR,1997,42.95508275
South Korea,KOR,1998,47.82529163
South Korea,KOR,1999,48.45406674
South Korea,KOR,2000,48.96902599
South Korea,KOR,2001,55.23096496
South Korea,KOR,2002,54.11681806
South Korea,KOR,2003,52.13609704
South Korea,KOR,2004,52.52143142
South Korea,KOR,2005,52.89395346
South Korea,KOR,2006,54.63861493
South Korea,KOR,2007,54.77631823
South Korea,KOR,2008,54.6334924
South Korea,KOR,2009,56.43138093
South Korea,KOR,2010,56.74063759
South Korea,KOR,2011,55.92875846
South Korea,KOR,2012,54.92541093
South Korea,KOR,2013,54.32702757
South Korea,KOR,2014,54.05109462
South Sudan,SSD,2012,33.06164035
South Sudan,SSD,2013,35.19350543
South Sudan,SSD,2014,41.51722504
Spain,ESP,1995,72.17999561
Spain,ESP,1996,72.36129393
Spain,ESP,1997,72.46525281
Spain,ESP,1998,72.19844506
Spain,ESP,1999,72.0270326
Spain,ESP,2000,71.62348929
Spain,ESP,2001,71.19638249
Spain,ESP,2002,71.29163184
Spain,ESP,2003,71.70472758
Spain,ESP,2004,72.06257733
Spain,ESP,2005,72.37116036
Spain,ESP,2006,72.94570868
Spain,ESP,2007,72.97278847
Spain,ESP,2008,73.96799852
Spain,ESP,2009,75.72162771
Spain,ESP,2010,75.06735686
Spain,ESP,2011,73.86365784
Spain,ESP,2012,71.72993008
Spain,ESP,2013,71.49084773
Spain,ESP,2014,70.87566265
Sri Lanka,LKA,1995,46.95512123
Sri Lanka,LKA,1996,46.57235307
Sri Lanka,LKA,1997,45.47255995
Sri Lanka,LKA,1998,50.58073392
Sri Lanka,LKA,1999,47.79790182
Sri Lanka,LKA,2000,48.90995261
Sri Lanka,LKA,2001,46.1798298
Sri Lanka,LKA,2002,43.29848282
Sri Lanka,LKA,2003,42.43265374
Sri Lanka,LKA,2004,46.82785192
Sri Lanka,LKA,2005,45.55987269
Sri Lanka,LKA,2006,48.00542832
Sri Lanka,LKA,2007,48.57933003
Sri Lanka,LKA,2008,45.91113422
Sri Lanka,LKA,2009,45.5675533
Sri Lanka,LKA,2010,45.26649039
Sri Lanka,LKA,2011,42.08246162
Sri Lanka,LKA,2012,37.99775844
Sri Lanka,LKA,2013,57.18165177
Sri Lanka,LKA,2014,56.05929377
Sub-Saharan Africa,,1995,37.5343392865608
Sub-Saharan Africa,,1996,37.4028767968199
Sub-Saharan Africa,,1997,37.5727197619885
Sub-Saharan Africa,,1998,36.5961606900689
Sub-Saharan Africa,,1999,38.3347514335995
Sub-Saharan Africa,,2000,39.7657291598764
Sub-Saharan Africa,,2001,40.2720437700231
Sub-Saharan Africa,,2002,39.7813370597849
Sub-Saharan Africa,,2003,38.5543352809689
Sub-Saharan Africa,,2004,40.6767730842893
Sub-Saharan Africa,,2005,41.5289913515876
Sub-Saharan Africa,,2006,43.2798654558139
Sub-Saharan Africa,,2007,42.6735010727884
Sub-Saharan Africa,,2008,44.1822882463044
Sub-Saharan Africa,,2009,43.2480861330771
Sub-Saharan Africa,,2010,42.9844911584181
Sub-Saharan Africa,,2011,45.1516758199375
Sub-Saharan Africa,,2012,45.5749646913994
Sub-Saharan Africa,,2013,43.72654258128
Sub-Saharan Africa,,2014,42.6143907513527
Sub-Saharan Africa (IDA & IBRD),,1995,37.5343392865608
Sub-Saharan Africa (IDA & IBRD),,1996,37.4028767968199
Sub-Saharan Africa (IDA & IBRD),,1997,37.5727197619885
Sub-Saharan Africa (IDA & IBRD),,1998,36.5961606900689
Sub-Saharan Africa (IDA & IBRD),,1999,38.3347514335995
Sub-Saharan Africa (IDA & IBRD),,2000,39.7657291598764
Sub-Saharan Africa (IDA & IBRD),,2001,40.2720437700231
Sub-Saharan Africa (IDA & IBRD),,2002,39.7813370597849
Sub-Saharan Africa (IDA & IBRD),,2003,38.5543352809689
Sub-Saharan Africa (IDA & IBRD),,2004,40.6767730842893
Sub-Saharan Africa (IDA & IBRD),,2005,41.5289913515877
Sub-Saharan Africa (IDA & IBRD),,2006,43.2798654558139
Sub-Saharan Africa (IDA & IBRD),,2007,42.6735010727884
Sub-Saharan Africa (IDA & IBRD),,2008,44.1822882463044
Sub-Saharan Africa (IDA & IBRD),,2009,43.248086133077
Sub-Saharan Africa (IDA & IBRD),,2010,42.9844911584181
Sub-Saharan Africa (IDA & IBRD),,2011,45.1516758199375
Sub-Saharan Africa (IDA & IBRD),,2012,45.5749646913994
Sub-Saharan Africa (IDA & IBRD),,2013,43.72654258128
Sub-Saharan Africa (IDA & IBRD),,2014,42.6143907513527
Sub-Saharan Africa (excluding high income),,1995,37.4829313872692
Sub-Saharan Africa (excluding high income),,1996,37.3523804897493
Sub-Saharan Africa (excluding high income),,1997,37.5148458050572
Sub-Saharan Africa (excluding high income),,1998,36.5414492603348
Sub-Saharan Africa (excluding high income),,1999,38.2661349907766
Sub-Saharan Africa (excluding high income),,2000,39.7099374390981
Sub-Saharan Africa (excluding high income),,2001,40.2130070155858
Sub-Saharan Africa (excluding high income),,2002,39.7146303552816
Sub-Saharan Africa (excluding high income),,2003,38.4994211212639
Sub-Saharan Africa (excluding high income),,2004,40.6292330831084
Sub-Saharan Africa (excluding high income),,2005,41.4861255245749
Sub-Saharan Africa (excluding high income),,2006,43.2410104960315
Sub-Saharan Africa (excluding high income),,2007,42.6433418555446
Sub-Saharan Africa (excluding high income),,2008,44.1632584768372
Sub-Saharan Africa (excluding high income),,2009,43.2314835069339
Sub-Saharan Africa (excluding high income),,2010,42.9632738813448
Sub-Saharan Africa (excluding high income),,2011,45.1309904898343
Sub-Saharan Africa (excluding high income),,2012,45.5499377267745
Sub-Saharan Africa (excluding high income),,2013,43.6996366107379
Sub-Saharan Africa (excluding high income),,2014,42.5894240297054
Sudan,SDN,1995,19.72088116
Sudan,SDN,1996,25.09878701
Sudan,SDN,1997,21.06538164
Sudan,SDN,1998,23.02907945
Sudan,SDN,1999,19.98153556
Sudan,SDN,2000,27.51242204
Sudan,SDN,2001,25.49143457
Sudan,SDN,2002,26.57966164
Sudan,SDN,2003,27.80001191
Sudan,SDN,2004,31.85421002
Sudan,SDN,2005,34.35721246
Sudan,SDN,2006,32.35699487
Sudan,SDN,2007,32.0073611
Sudan,SDN,2008,32.21395465
Sudan,SDN,2009,29.31722488
Sudan,SDN,2010,33.87875161
Sudan,SDN,2011,31.84957503
Sudan,SDN,2012,22.82569283
Sudan,SDN,2013,22.08303705
Sudan,SDN,2014,21.38343859
Suriname,SUR,1995,64.16682255
Suriname,SUR,1996,42.43220928
Suriname,SUR,1997,56.18078054
Suriname,SUR,1998,63.93867123
Suriname,SUR,1999,58.32009813
Suriname,SUR,2000,58.20708206
Suriname,SUR,2001,49.94367258
Suriname,SUR,2002,49.72375691
Suriname,SUR,2003,50.68493151
Suriname,SUR,2004,48.38709677
Suriname,SUR,2005,51.20481928
Suriname,SUR,2006,51.11273892
Suriname,SUR,2007,50.25870869
Suriname,SUR,2008,45.75406758
Suriname,SUR,2009,52.09646285
Suriname,SUR,2010,50.47891692
Suriname,SUR,2011,49.26282347
Suriname,SUR,2012,52.83018868
Suriname,SUR,2013,53.69127517
Suriname,SUR,2014,51.70355434
Swaziland,SWZ,1995,57.09568327
Swaziland,SWZ,1996,56.59286892
Swaziland,SWZ,1997,54.94804654
Swaziland,SWZ,1998,52.29166667
Swaziland,SWZ,1999,56.34920635
Swaziland,SWZ,2000,56.29496403
Swaziland,SWZ,2001,57.36462069
Swaziland,SWZ,2002,59.16725965
Swaziland,SWZ,2003,65.17841937
Swaziland,SWZ,2004,63.26691701
Swaziland,SWZ,2005,67.54920853
Swaziland,SWZ,2006,66.91723859
Swaziland,SWZ,2007,68.33570864
Swaziland,SWZ,2008,69.56037609
Swaziland,SWZ,2009,68.15726192
Swaziland,SWZ,2010,70.42855745
Swaziland,SWZ,2011,69.32454154
Swaziland,SWZ,2012,71.87920082
Swaziland,SWZ,2013,76.35223572
Swaziland,SWZ,2014,75.71287582
Sweden,SWE,1995,86.64974612
Sweden,SWE,1996,86.9279541
Sweden,SWE,1997,85.82004607
Sweden,SWE,1998,85.7939039
Sweden,SWE,1999,85.72672157
Sweden,SWE,2000,84.89029966
Sweden,SWE,2001,81.13602938
Sweden,SWE,2002,81.42411154
Sweden,SWE,2003,82.00676999
Sweden,SWE,2004,81.37346119
Sweden,SWE,2005,81.15817284
Sweden,SWE,2006,81.13006316
Sweden,SWE,2007,81.35703882
Sweden,SWE,2008,81.50494072
Sweden,SWE,2009,81.50303062
Sweden,SWE,2010,81.51337086
Sweden,SWE,2011,84.72275758
Sweden,SWE,2012,84.35163733
Sweden,SWE,2013,84.00137301
Sweden,SWE,2014,84.03041952
Switzerland,CHE,1995,53.55968359
Switzerland,CHE,1996,54.47463939
Switzerland,CHE,1997,54.95060883
Switzerland,CHE,1998,54.65512656
Switzerland,CHE,1999,55.13945402
Switzerland,CHE,2000,55.43144968
Switzerland,CHE,2001,56.926006
Switzerland,CHE,2002,57.73571145
Switzerland,CHE,2003,58.34829174
Switzerland,CHE,2004,58.39059269
Switzerland,CHE,2005,59.46276479
Switzerland,CHE,2006,59.1249728
Switzerland,CHE,2007,59.08426242
Switzerland,CHE,2008,65.1547363
Switzerland,CHE,2009,65.53965348
Switzerland,CHE,2010,64.10949271
Switzerland,CHE,2011,64.22438977
Switzerland,CHE,2012,64.7049982
Switzerland,CHE,2013,66.05906553
Switzerland,CHE,2014,66
Syria,SYR,1995,39.68253968
Syria,SYR,1996,35.52631579
Syria,SYR,1997,35.44303797
Syria,SYR,1998,38.27160494
Syria,SYR,1999,38.37209302
Syria,SYR,2000,40.4494382
Syria,SYR,2001,44.21052632
Syria,SYR,2002,45.77156768
Syria,SYR,2003,48.24674734
Syria,SYR,2004,47.97053173
Syria,SYR,2005,50.50406209
Syria,SYR,2006,48.53786959
Syria,SYR,2007,48.07875256
Syria,SYR,2008,46.98798522
Syria,SYR,2009,46
Syria,SYR,2010,46
Syria,SYR,2011,46.62479696
Syria,SYR,2012,46.30872185
Syria,SYR,2013,46.30976808
Syria,SYR,2014,46.30976808
Tajikistan,TJK,1995,42.05607477
Tajikistan,TJK,1996,41.7710944
Tajikistan,TJK,1997,44.06923649
Tajikistan,TJK,1998,32.06797314
Tajikistan,TJK,1999,26.84382236
Tajikistan,TJK,2000,20.39384474
Tajikistan,TJK,2001,20.71121546
Tajikistan,TJK,2002,20.23687257
Tajikistan,TJK,2003,20.40810596
Tajikistan,TJK,2004,18.605341
Tajikistan,TJK,2005,19.4301022
Tajikistan,TJK,2006,19.80068845
Tajikistan,TJK,2007,22.15892492
Tajikistan,TJK,2008,24.56264536
Tajikistan,TJK,2009,24.94071469
Tajikistan,TJK,2010,26.38981916
Tajikistan,TJK,2011,28.5881045
Tajikistan,TJK,2012,29.37486481
Tajikistan,TJK,2013,30.62402533
Tajikistan,TJK,2014,28.8300894
Tanzania,TZA,1995,45.3743972
Tanzania,TZA,1996,42.29581294
Tanzania,TZA,1997,40.60202744
Tanzania,TZA,1998,39.69230878
Tanzania,TZA,1999,41.93433384
Tanzania,TZA,2000,43.3790924
Tanzania,TZA,2001,54.00443761
Tanzania,TZA,2002,58.68511195
Tanzania,TZA,2003,63.45914105
Tanzania,TZA,2004,62.6464546
Tanzania,TZA,2005,63.59135812
Tanzania,TZA,2006,69.39832483
Tanzania,TZA,2007,64.39809153
Tanzania,TZA,2008,57.79637647
Tanzania,TZA,2009,53.09057017
Tanzania,TZA,2010,39.13551744
Tanzania,TZA,2011,43.48509662
Tanzania,TZA,2012,48.77494502
Tanzania,TZA,2013,46.06025672
Tanzania,TZA,2014,46.41406654
Thailand,THA,1995,47.0085529055284
Thailand,THA,1996,47.1795355651812
Thailand,THA,1997,53.9450300380717
Thailand,THA,1998,54.8218941811758
Thailand,THA,1999,54.8852507390643
Thailand,THA,2000,56.1459576700903
Thailand,THA,2001,56.3832546137472
Thailand,THA,2002,63.5174268700575
Thailand,THA,2003,63.7918846763893
Thailand,THA,2004,64.9128385419545
Thailand,THA,2005,64.3933404507255
Thailand,THA,2006,72.7019918179975
Thailand,THA,2007,76.3275232516316
Thailand,THA,2008,75.8868344883717
Thailand,THA,2009,74.2061170225641
Thailand,THA,2010,74.5940795324279
Thailand,THA,2011,77.7008735869016
Thailand,THA,2012,77.9009727035214
Thailand,THA,2013,77.2963219248582
Thailand,THA,2014,77.8335072192293
Timor,TLS,2000,37.48320161
Timor,TLS,2001,32.63593229
Timor,TLS,2002,32.73462981
Timor,TLS,2003,54.18006431
Timor,TLS,2004,54.44989488
Timor,TLS,2005,57.36842105
Timor,TLS,2006,67.4796748
Timor,TLS,2007,48.36488571
Timor,TLS,2008,84.04961958
Timor,TLS,2009,85.91720811
Timor,TLS,2010,88.61227303
Timor,TLS,2011,89.33931999
Timor,TLS,2012,90.85897208
Timor,TLS,2013,91.07553313
Timor,TLS,2014,90.39706946
Togo,TGO,1995,37.95773766
Togo,TGO,1996,36.84256775
Togo,TGO,1997,32.59412764
Togo,TGO,1998,38.88560052
Togo,TGO,1999,35.46788324
Togo,TGO,2000,32.69404679
Togo,TGO,2001,29.2177613
Togo,TGO,2002,22.2793181
Togo,TGO,2003,28.84690311
Togo,TGO,2004,33.27944181
Togo,TGO,2005,36.70777943
Togo,TGO,2006,40.63932282
Togo,TGO,2007,38.89565768
Togo,TGO,2008,42.15885368
Togo,TGO,2009,49.395114
Togo,TGO,2010,36.1155114
Togo,TGO,2011,31.77675813
Togo,TGO,2012,38.11312482
Togo,TGO,2013,41.96514755
Togo,TGO,2014,38.44803737
Tonga,TON,1995,64.65713798
Tonga,TON,1996,66.35936575
Tonga,TON,1997,67.87811781
Tonga,TON,1998,67.96005394
Tonga,TON,1999,73.16701078
Tonga,TON,2000,70.46612912
Tonga,TON,2001,75.70806458
Tonga,TON,2002,75.70806458
Tonga,TON,2003,83.16796849
Tonga,TON,2004,83.16796849
Tonga,TON,2005,87.07175116
Tonga,TON,2006,87.03590865
Tonga,TON,2007,81.8683624
Tonga,TON,2008,81.61306579
Tonga,TON,2009,79.36432094
Tonga,TON,2010,80.42806558
Tonga,TON,2011,79.38954116
Tonga,TON,2012,80.70439639
Tonga,TON,2013,81.36981626
Tonga,TON,2014,82.40077151
Trinidad and Tobago,TTO,1995,51.74989689
Trinidad and Tobago,TTO,1996,50.4337995
Trinidad and Tobago,TTO,1997,51.21654787
Trinidad and Tobago,TTO,1998,46.71842635
Trinidad and Tobago,TTO,1999,49.81398138
Trinidad and Tobago,TTO,2000,46.92419076
Trinidad and Tobago,TTO,2001,50.6323882
Trinidad and Tobago,TTO,2002,52.96459548
Trinidad and Tobago,TTO,2003,50.72543719
Trinidad and Tobago,TTO,2004,49.76415094
Trinidad and Tobago,TTO,2005,49.75168441
Trinidad and Tobago,TTO,2006,49.71263038
Trinidad and Tobago,TTO,2007,49.24812356
Trinidad and Tobago,TTO,2008,49.21246092
Trinidad and Tobago,TTO,2009,50.70121382
Trinidad and Tobago,TTO,2010,57.1080721
Trinidad and Tobago,TTO,2011,53.00528115
Trinidad and Tobago,TTO,2012,50.06775303
Trinidad and Tobago,TTO,2013,52.55334961
Trinidad and Tobago,TTO,2014,53.50618802
Tunisia,TUN,1995,49.39956946
Tunisia,TUN,1996,55.00790906
Tunisia,TUN,1997,52.54359816
Tunisia,TUN,1998,54.08069192
Tunisia,TUN,1999,53.43042297
Tunisia,TUN,2000,54.88624695
Tunisia,TUN,2001,53.57391637
Tunisia,TUN,2002,52.66476731
