Entity,Code,Year,"Political competition (How Was Life, OECD (2014)) (%)"
World,OWID_WRL,1895,8.6000004
World,OWID_WRL,1896,8.6000004
World,OWID_WRL,1897,8.6000004
World,OWID_WRL,1898,8.5
World,OWID_WRL,1899,8.6000004
World,OWID_WRL,1900,8.6000004
World,OWID_WRL,1901,8.8000002
World,OWID_WRL,1902,9.3999996
World,OWID_WRL,1903,9.3999996
World,OWID_WRL,1904,9.5
World,OWID_WRL,1905,9.6000004
World,OWID_WRL,1906,10.5
World,OWID_WRL,1907,10.6
World,OWID_WRL,1908,10.8
World,OWID_WRL,1909,11.2
World,OWID_WRL,1910,11.8
World,OWID_WRL,1911,11.5
World,OWID_WRL,1912,18.1
World,OWID_WRL,1913,23.6
World,OWID_WRL,1914,11.8
World,OWID_WRL,1915,12.2
World,OWID_WRL,1916,11.9
World,OWID_WRL,1917,11.2
World,OWID_WRL,1918,11.7
World,OWID_WRL,1919,13.5
World,OWID_WRL,1920,13
World,OWID_WRL,1921,13.3
World,OWID_WRL,1922,13.6
World,OWID_WRL,1923,13.4
World,OWID_WRL,1924,13.3
World,OWID_WRL,1925,13.1
World,OWID_WRL,1926,11.5
World,OWID_WRL,1927,11.4
World,OWID_WRL,1928,11.4
World,OWID_WRL,1929,11.6
World,OWID_WRL,1930,11.3
World,OWID_WRL,1931,11.8
World,OWID_WRL,1932,11.9
World,OWID_WRL,1933,11
World,OWID_WRL,1934,10.1
World,OWID_WRL,1935,9.8999996
World,OWID_WRL,1936,9.6999998
World,OWID_WRL,1937,9.5
World,OWID_WRL,1938,9.1000004
World,OWID_WRL,1939,8.1999998
World,OWID_WRL,1940,6.5999999
World,OWID_WRL,1941,6.9000001
World,OWID_WRL,1942,6.1999998
World,OWID_WRL,1943,6.1999998
World,OWID_WRL,1944,6.1999998
World,OWID_WRL,1945,11.6
World,OWID_WRL,1946,14.1
World,OWID_WRL,1947,20.700001
World,OWID_WRL,1948,20.799999
World,OWID_WRL,1949,19.5
World,OWID_WRL,1950,19.799999
World,OWID_WRL,1951,20.200001
World,OWID_WRL,1952,23.6
World,OWID_WRL,1953,23.5
World,OWID_WRL,1954,23
World,OWID_WRL,1955,23.5
World,OWID_WRL,1956,23
World,OWID_WRL,1957,23.4
World,OWID_WRL,1958,22.1
World,OWID_WRL,1959,21
World,OWID_WRL,1960,21.700001
World,OWID_WRL,1961,22.200001
World,OWID_WRL,1962,22
World,OWID_WRL,1963,23.1
World,OWID_WRL,1964,20.799999
World,OWID_WRL,1965,21.1
World,OWID_WRL,1966,19.9
World,OWID_WRL,1967,20.5
World,OWID_WRL,1968,21.4
World,OWID_WRL,1969,21.1
World,OWID_WRL,1970,21.299999
World,OWID_WRL,1971,20.9
World,OWID_WRL,1972,19.9
World,OWID_WRL,1973,21.200001
World,OWID_WRL,1974,21.299999
World,OWID_WRL,1975,21.1
World,OWID_WRL,1976,21.4
World,OWID_WRL,1977,21.1
World,OWID_WRL,1978,22.5
World,OWID_WRL,1979,23.6
World,OWID_WRL,1980,23.299999
World,OWID_WRL,1981,23.799999
World,OWID_WRL,1982,23.299999
World,OWID_WRL,1983,23
World,OWID_WRL,1984,21.6
World,OWID_WRL,1985,21.200001
World,OWID_WRL,1986,21.9
World,OWID_WRL,1987,22.1
World,OWID_WRL,1988,24.4
World,OWID_WRL,1989,26.700001
World,OWID_WRL,1990,28.1
World,OWID_WRL,1991,29.4
World,OWID_WRL,1992,31.4
World,OWID_WRL,1993,33.400002
World,OWID_WRL,1994,33.599998
World,OWID_WRL,1995,33.799999
World,OWID_WRL,1996,36.700001
World,OWID_WRL,1997,35.900002
World,OWID_WRL,1998,35
World,OWID_WRL,1999,31.5
World,OWID_WRL,2000,31
